"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","(1b) general elementary school","6.26","6","1968","3","5","8","10","6.15","6.37","7","7"
"2011","(1c) basic vocational qualification","6.46","7","6008","3","5","8","10","6.4","6.52","7","7"
"2011","(2a) intermediate vocational","6.67","7","6595","3","5","8","10","6.61","6.73","7","7"
"2011","(2b) intermediate general qualification","6.79","7","690","3","5","9","10","6.62","6.96","7","8"
"2011","(2c_gen) general maturity certificate","7.23","8","1000","4","6","9","10","7.09","7.37","7","8"
"2011","(2c_voc) vocational maturity certificate","6.94","7","2317","4","5","9","10","6.85","7.03","7","7"
"2011","(3a) lower tertiary education","6.94","7","2083","4","5","9","10","6.85","7.03","7","8"
"2011","(3b) higher tertiary education","7.03","7","3685","4","6","9","10","6.96","7.1","7","8"
"2012","(0) in school","7.44","8","455","5","6","9","10","7.26","7.62","8","8"
"2012","(1a) inadequately completed","6","6","389","2","4","8","10","5.74","6.26","6","7"
"2012","(1b) general elementary school","6.38","7","2106","3","5","8","10","6.27","6.49","7","7"
"2012","(1c) basic vocational qualification","6.49","7","6156","3","5","8","10","6.43","6.55","7","7"
"2012","(2a) intermediate vocational","6.68","7","6736","3","5","8","9","6.63","6.73","7","7"
"2012","(2b) intermediate general qualification","6.81","7","732","3","5","8","10","6.64","6.98","7","7"
"2012","(2c_gen) general maturity certificate","7.13","8","1041","4","6","9","10","7","7.26","7","8"
"2012","(2c_voc) vocational maturity certificate","6.78","7","2357","4","5","8","10","6.69","6.87","7","7"
"2012","(3a) lower tertiary education","6.93","7","2155","4","5","9","10","6.84","7.02","7","7"
"2012","(3b) higher tertiary education","7.12","8","3775","4","6","9","10","7.05","7.19","7","8"
"2013","(0) in school","7.34","8","461","4","6","9","10","7.16","7.52","7","8"
"2013","(1a) inadequately completed","6.22","7","368","2","5","8","10","5.95","6.49","6","7"
"2013","(1b) general elementary school","6.41","7","1957","3","5","8","10","6.3","6.52","7","7"
"2013","(1c) basic vocational qualification","6.47","7","5875","3","5","8","9","6.41","6.53","7","7"
"2013","(2a) intermediate vocational","6.67","7","6521","3","5","8","9","6.61","6.73","7","7"
"2013","(2b) intermediate general qualification","6.78","7","731","3","5","8","10","6.61","6.95","7","7"
"2013","(2c_gen) general maturity certificate","7.38","8","1056","4","6","9","10","7.25","7.51","8","8"
"2013","(2c_voc) vocational maturity certificate","6.84","7","2266","4","5","8","9","6.75","6.93","7","7"
"2013","(3a) lower tertiary education","6.85","7","2097","3","5","8","10","6.76","6.94","7","7"
"2013","(3b) higher tertiary education","7.05","7","3766","4","6","9","10","6.98","7.12","7","8"
"2014","(0) in school","7.29","8","459","5","6","9","10","7.11","7.47","7","8"
"2014","(1a) inadequately completed","5.99","6","544","2","4","8","10","5.77","6.21","6","7"
"2014","(1b) general elementary school","6.26","7","2372","3","4","8","10","6.16","6.36","7","7"
"2014","(1c) basic vocational qualification","6.46","7","5876","3","5","8","10","6.4","6.52","7","7"
"2014","(2a) intermediate vocational","6.65","7","6081","3","5","8","9","6.59","6.71","7","7"
"2014","(2b) intermediate general qualification","6.72","7","815","3","5","8","10","6.56","6.88","7","8"
"2014","(2c_gen) general maturity certificate","7.35","8","1457","4","6","9","10","7.24","7.46","8","8"
"2014","(2c_voc) vocational maturity certificate","6.94","7","2521","4","6","8","10","6.86","7.02","7","7"
"2014","(3a) lower tertiary education","6.85","7","2041","4","5","9","9","6.76","6.94","7","7"
"2014","(3b) higher tertiary education","7.02","7","4193","4","6","9","10","6.96","7.08","7","7"
"2015","(0) in school","7.61","8","356","5","6","9","10","7.4","7.82","8","8"
"2015","(1a) inadequately completed","5.72","6","464","2","3","8","9","5.49","5.95","5","7"
"2015","(1b) general elementary school","6.28","7","2003","3","5","8","10","6.17","6.39","7","7"
"2015","(1c) basic vocational qualification","6.53","7","5414","3","5","8","9","6.47","6.59","7","7"
"2015","(2a) intermediate vocational","6.66","7","5763","3","5","8","9","6.6","6.72","7","7"
"2015","(2b) intermediate general qualification","6.97","7","742","4","5","9","10","6.81","7.13","7","8"
"2015","(2c_gen) general maturity certificate","7.27","7","1272","5","6","9","10","7.16","7.38","7","8"
"2015","(2c_voc) vocational maturity certificate","6.85","7","2398","4","6","8","9","6.76","6.94","7","7"
"2015","(3a) lower tertiary education","6.89","7","1942","4","5","9","9","6.8","6.98","7","7"
"2015","(3b) higher tertiary education","7","7","3942","4","6","9","10","6.94","7.06","7","8"
"2016","(0) in school","7.6","8","334","5","7","9","10","7.37","7.83","8","8"
"2016","(1a) inadequately completed","6.05","6","478","3","4","8","9","5.83","6.27","6","7"
"2016","(1b) general elementary school","6.28","7","1928","3","5","8","10","6.17","6.39","7","7"
"2016","(1c) basic vocational qualification","6.49","7","5073","3","5","8","9","6.43","6.55","7","7"
"2016","(2a) intermediate vocational","6.59","7","5336","3","5","8","9","6.53","6.65","7","7"
"2016","(2b) intermediate general qualification","6.58","7","697","3","5","9","10","6.4","6.76","7","7"
"2016","(2c_gen) general maturity certificate","7.19","8","1259","4","6","9","10","7.07","7.31","7","8"
"2016","(2c_voc) vocational maturity certificate","6.94","7","2440","4","6","8","9","6.85","7.03","7","7"
"2016","(3a) lower tertiary education","6.86","7","1835","4","6","8","9","6.76","6.96","7","7"
"2016","(3b) higher tertiary education","6.93","7","4065","4","6","8","9","6.87","6.99","7","7"
"2017","(0) in school","7.54","8","401","5","7","9","10","7.36","7.72","7","8"
"2017","(1a) inadequately completed","6.12","6","512","2","4","8","10","5.89","6.35","6","7"
"2017","(1b) general elementary school","6.23","6.51","1989","3","5","8","10","6.12","6.34","7","7"
"2017","(1c) basic vocational qualification","6.45","7","5207","3","5","8","9","6.39","6.51","7","7"
"2017","(2a) intermediate vocational","6.51","7","6123","3","5","8","9","6.45","6.57","7","7"
"2017","(2b) intermediate general qualification","6.58","7","809","3","5","8","9","6.41","6.75","7","7"
"2017","(2c_gen) general maturity certificate","6.91","7","1491","4","6","8","9","6.8","7.02","7","7"
"2017","(2c_voc) vocational maturity certificate","6.7","7","2660","3","5","8","9","6.62","6.78","7","7"
"2017","(3a) lower tertiary education","6.8","7","2046","4","5","8","9","6.71","6.89","7","7"
"2017","(3b) higher tertiary education","6.99","7","4484","4","6","8","9","6.93","7.05","7","7"
"2018","(0) in school","7.25","7","340","4","6","9","10","7.03","7.47","7","8"
"2018","(1a) inadequately completed","5.76","6","536","2","3","8","10","5.53","5.99","6","7"
"2018","(1b) general elementary school","6.03","6","1920","3","4","8","10","5.92","6.14","6","7"
"2018","(1c) basic vocational qualification","6.32","7","4850","3","5","8","9","6.25","6.39","7","7"
"2018","(2a) intermediate vocational","6.48","7","5807","3","5","8","9","6.42","6.54","7","7"
"2018","(2b) intermediate general qualification","6.58","7","798","3","5","8","10","6.42","6.74","7","7"
"2018","(2c_gen) general maturity certificate","6.96","7","1468","4","6","8","10","6.85","7.07","7","7"
"2018","(2c_voc) vocational maturity certificate","6.72","7","2542","3","5","8","9","6.64","6.8","7","7"
"2018","(3a) lower tertiary education","6.76","7","1976","4","5","8","9","6.67","6.85","7","7"
"2018","(3b) higher tertiary education","6.83","7","4339","4","5","8","9","6.77","6.89","7","7"
"2019","(0) in school","7.52","8","334","5","7","9","10","7.3","7.74","8","8"
"2019","(1a) inadequately completed","5.95","6","443","2","4","8","10","5.71","6.19","6","7"
"2019","(1b) general elementary school","6.22","7","1680","3","5","8","9","6.1","6.34","7","7"
"2019","(1c) basic vocational qualification","6.44","7","4502","3","5","8","9","6.37","6.51","7","7"
"2019","(2a) intermediate vocational","6.54","7","5924","3","5","8","9","6.48","6.6","7","7"
"2019","(2b) intermediate general qualification","6.53","7","794","3","5","8","9","6.37","6.69","7","7"
"2019","(2c_gen) general maturity certificate","6.96","7","1478","4","6","8","10","6.85","7.07","7","7"
"2019","(2c_voc) vocational maturity certificate","6.76","7","2664","4","5","8","9","6.68","6.84","7","7"
"2019","(3a) lower tertiary education","6.89","7","2203","4","6","8","9","6.8","6.98","7","7"
"2019","(3b) higher tertiary education","7.01","7","4815","4","6","8","9","6.95","7.07","7","7"
