"plh0164","year","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1992","","","","","1"
"10 Completely satisfied","1992","","","","","10"
"2 on Scale 1 to 10","1992","","","","","2"
"3 on Scale 1 to 10","1992","","","","","3"
"4 on Scale 1 to 10","1992","","","","","4"
"5 on Scale 1 to 10","1992","","","","","5"
"6 on Scale 1 to 10","1992","","","","","6"
"7 on Scale 1 to 10","1992","","","","","7"
"8 on Scale 1 to 10","1992","","","","","8"
"9 on Scale 1 to 10","1992","","","","","9"
"0 Completely dissatisfied","1993","202","0.0132148895329702","0.0110956705603018","0.0153341085056387","0"
"1 on Scale 1 to 10","1993","102","0.00641391533350773","0.00493243076347117","0.00789539990354429","1"
"10 Completely satisfied","1993","1268","0.12705157369801","0.120871166516475","0.133231980879545","10"
"2 on Scale 1 to 10","1993","289","0.0195962161734046","0.0170239176339181","0.022168514712891","2"
"3 on Scale 1 to 10","1993","473","0.036615408412696","0.0331299126409205","0.0401009041844716","3"
"4 on Scale 1 to 10","1993","539","0.0442036749145859","0.0403891132729068","0.0480182365562651","4"
"5 on Scale 1 to 10","1993","1687","0.145583676563749","0.139038462109585","0.152128891017912","5"
"6 on Scale 1 to 10","1993","1223","0.113552399665409","0.107664539819897","0.11944025951092","6"
"7 on Scale 1 to 10","1993","1762","0.16223679127023","0.155395027309837","0.169078555230622","7"
"8 on Scale 1 to 10","1993","2400","0.217599166495292","0.209941859891257","0.225256473099327","8"
"9 on Scale 1 to 10","1993","1209","0.113932287940146","0.108035851302846","0.119828724577447","9"
"0 Completely dissatisfied","1994","","","","","0"
"1 on Scale 1 to 10","1994","","","","","1"
"10 Completely satisfied","1994","","","","","10"
"2 on Scale 1 to 10","1994","","","","","2"
"3 on Scale 1 to 10","1994","","","","","3"
"4 on Scale 1 to 10","1994","","","","","4"
"5 on Scale 1 to 10","1994","","","","","5"
"6 on Scale 1 to 10","1994","","","","","6"
"7 on Scale 1 to 10","1994","","","","","7"
"8 on Scale 1 to 10","1994","","","","","8"
"9 on Scale 1 to 10","1994","","","","","9"
"0 Completely dissatisfied","1995","","","","","0"
"1 on Scale 1 to 10","1995","","","","","1"
"10 Completely satisfied","1995","","","","","10"
"2 on Scale 1 to 10","1995","","","","","2"
"3 on Scale 1 to 10","1995","","","","","3"
"4 on Scale 1 to 10","1995","","","","","4"
"5 on Scale 1 to 10","1995","","","","","5"
"6 on Scale 1 to 10","1995","","","","","6"
"7 on Scale 1 to 10","1995","","","","","7"
"8 on Scale 1 to 10","1995","","","","","8"
"9 on Scale 1 to 10","1995","","","","","9"
"0 Completely dissatisfied","1996","","","","","0"
"1 on Scale 1 to 10","1996","","","","","1"
"10 Completely satisfied","1996","","","","","10"
"2 on Scale 1 to 10","1996","","","","","2"
"3 on Scale 1 to 10","1996","","","","","3"
"4 on Scale 1 to 10","1996","","","","","4"
"5 on Scale 1 to 10","1996","","","","","5"
"6 on Scale 1 to 10","1996","","","","","6"
"7 on Scale 1 to 10","1996","","","","","7"
"8 on Scale 1 to 10","1996","","","","","8"
"9 on Scale 1 to 10","1996","","","","","9"
"0 Completely dissatisfied","1997","","","","","0"
"1 on Scale 1 to 10","1997","","","","","1"
"10 Completely satisfied","1997","","","","","10"
"2 on Scale 1 to 10","1997","","","","","2"
"3 on Scale 1 to 10","1997","","","","","3"
"4 on Scale 1 to 10","1997","","","","","4"
"5 on Scale 1 to 10","1997","","","","","5"
"6 on Scale 1 to 10","1997","","","","","6"
"7 on Scale 1 to 10","1997","","","","","7"
"8 on Scale 1 to 10","1997","","","","","8"
"9 on Scale 1 to 10","1997","","","","","9"
"0 Completely dissatisfied","1998","","","","","0"
"1 on Scale 1 to 10","1998","","","","","1"
"10 Completely satisfied","1998","","","","","10"
"2 on Scale 1 to 10","1998","","","","","2"
"3 on Scale 1 to 10","1998","","","","","3"
"4 on Scale 1 to 10","1998","","","","","4"
"5 on Scale 1 to 10","1998","","","","","5"
"6 on Scale 1 to 10","1998","","","","","6"
"7 on Scale 1 to 10","1998","","","","","7"
"8 on Scale 1 to 10","1998","","","","","8"
"9 on Scale 1 to 10","1998","","","","","9"
"0 Completely dissatisfied","1999","","","","","0"
"1 on Scale 1 to 10","1999","","","","","1"
"10 Completely satisfied","1999","","","","","10"
"2 on Scale 1 to 10","1999","","","","","2"
"3 on Scale 1 to 10","1999","","","","","3"
"4 on Scale 1 to 10","1999","","","","","4"
"5 on Scale 1 to 10","1999","","","","","5"
"6 on Scale 1 to 10","1999","","","","","6"
"7 on Scale 1 to 10","1999","","","","","7"
"8 on Scale 1 to 10","1999","","","","","8"
"9 on Scale 1 to 10","1999","","","","","9"
"0 Completely dissatisfied","2000","277","0.0131919470725578","0.0116961243717372","0.0146877697733784","0"
"1 on Scale 1 to 10","2000","132","0.00588852287342042","0.00488545561560945","0.00689159013123139","1"
"10 Completely satisfied","2000","2747","0.129620081200947","0.125216561911009","0.134023600490886","10"
"2 on Scale 1 to 10","2000","361","0.0156688862881929","0.0140407191006339","0.0172970534757518","2"
"3 on Scale 1 to 10","2000","662","0.0291283967913417","0.0269237017890031","0.0313330917936802","3"
"4 on Scale 1 to 10","2000","953","0.0412469785494845","0.0386398720609138","0.0438540850380552","4"
"5 on Scale 1 to 10","2000","3032","0.134678572214344","0.130203012992748","0.13915413143594","5"
"6 on Scale 1 to 10","2000","2362","0.106131598923846","0.102093578852538","0.110169618995155","6"
"7 on Scale 1 to 10","2000","3725","0.161805533791577","0.156977409883926","0.166633657699227","7"
"8 on Scale 1 to 10","2000","5445","0.242947109189697","0.237324624179559","0.248569594199835","8"
"9 on Scale 1 to 10","2000","2654","0.119692373104591","0.115436782921188","0.123947963287994","9"
"0 Completely dissatisfied","2001","","","","","0"
"1 on Scale 1 to 10","2001","","","","","1"
"10 Completely satisfied","2001","","","","","10"
"2 on Scale 1 to 10","2001","","","","","2"
"3 on Scale 1 to 10","2001","","","","","3"
"4 on Scale 1 to 10","2001","","","","","4"
"5 on Scale 1 to 10","2001","","","","","5"
"6 on Scale 1 to 10","2001","","","","","6"
"7 on Scale 1 to 10","2001","","","","","7"
"8 on Scale 1 to 10","2001","","","","","8"
"9 on Scale 1 to 10","2001","","","","","9"
"0 Completely dissatisfied","2002","","","","","0"
"1 on Scale 1 to 10","2002","","","","","1"
"10 Completely satisfied","2002","","","","","10"
"2 on Scale 1 to 10","2002","","","","","2"
"3 on Scale 1 to 10","2002","","","","","3"
"4 on Scale 1 to 10","2002","","","","","4"
"5 on Scale 1 to 10","2002","","","","","5"
"6 on Scale 1 to 10","2002","","","","","6"
"7 on Scale 1 to 10","2002","","","","","7"
"8 on Scale 1 to 10","2002","","","","","8"
"9 on Scale 1 to 10","2002","","","","","9"
"0 Completely dissatisfied","2003","","","","","0"
"1 on Scale 1 to 10","2003","","","","","1"
"10 Completely satisfied","2003","","","","","10"
"2 on Scale 1 to 10","2003","","","","","2"
"3 on Scale 1 to 10","2003","","","","","3"
"4 on Scale 1 to 10","2003","","","","","4"
"5 on Scale 1 to 10","2003","","","","","5"
"6 on Scale 1 to 10","2003","","","","","6"
"7 on Scale 1 to 10","2003","","","","","7"
"8 on Scale 1 to 10","2003","","","","","8"
"9 on Scale 1 to 10","2003","","","","","9"
"0 Completely dissatisfied","2004","200","0.0124000700831312","0.0108729772398244","0.0139271629264381","0"
"1 on Scale 1 to 10","2004","121","0.00790115820414487","0.00667939878210554","0.0091229176261842","1"
"10 Completely satisfied","2004","2218","0.101133155980764","0.0969725431178504","0.105293768843678","10"
"2 on Scale 1 to 10","2004","322","0.0171597091305498","0.0153676213291551","0.0189517969319445","2"
"3 on Scale 1 to 10","2004","600","0.0326225529561701","0.0301711212532259","0.0350739846591143","3"
"4 on Scale 1 to 10","2004","880","0.0506765563974073","0.0476498276779987","0.0537032851168159","4"
"5 on Scale 1 to 10","2004","2749","0.149358437579208","0.144439729742099","0.154277145416317","5"
"6 on Scale 1 to 10","2004","2119","0.107471619983033","0.103197755359216","0.111745484606851","6"
"7 on Scale 1 to 10","2004","3522","0.176064262602365","0.170808386451268","0.181320138753463","7"
"8 on Scale 1 to 10","2004","4933","0.236664913679191","0.230799651934381","0.242530175424002","8"
"9 on Scale 1 to 10","2004","2509","0.108547563404035","0.104254948051103","0.112840178756966","9"
"0 Completely dissatisfied","2005","","","","","0"
"1 on Scale 1 to 10","2005","","","","","1"
"10 Completely satisfied","2005","","","","","10"
"2 on Scale 1 to 10","2005","","","","","2"
"3 on Scale 1 to 10","2005","","","","","3"
"4 on Scale 1 to 10","2005","","","","","4"
"5 on Scale 1 to 10","2005","","","","","5"
"6 on Scale 1 to 10","2005","","","","","6"
"7 on Scale 1 to 10","2005","","","","","7"
"8 on Scale 1 to 10","2005","","","","","8"
"9 on Scale 1 to 10","2005","","","","","9"
"0 Completely dissatisfied","2006","","","","","0"
"1 on Scale 1 to 10","2006","","","","","1"
"10 Completely satisfied","2006","","","","","10"
"2 on Scale 1 to 10","2006","","","","","2"
"3 on Scale 1 to 10","2006","","","","","3"
"4 on Scale 1 to 10","2006","","","","","4"
"5 on Scale 1 to 10","2006","","","","","5"
"6 on Scale 1 to 10","2006","","","","","6"
"7 on Scale 1 to 10","2006","","","","","7"
"8 on Scale 1 to 10","2006","","","","","8"
"9 on Scale 1 to 10","2006","","","","","9"
"0 Completely dissatisfied","2007","","","","","0"
"1 on Scale 1 to 10","2007","","","","","1"
"10 Completely satisfied","2007","","","","","10"
"2 on Scale 1 to 10","2007","","","","","2"
"3 on Scale 1 to 10","2007","","","","","3"
"4 on Scale 1 to 10","2007","","","","","4"
"5 on Scale 1 to 10","2007","","","","","5"
"6 on Scale 1 to 10","2007","","","","","6"
"7 on Scale 1 to 10","2007","","","","","7"
"8 on Scale 1 to 10","2007","","","","","8"
"9 on Scale 1 to 10","2007","","","","","9"
"0 Completely dissatisfied","2008","160","0.0102609845243343","0.00878550240826966","0.011736466640399","0"
"1 on Scale 1 to 10","2008","114","0.00812807072118321","0.00681344954110666","0.00944269190125975","1"
"10 Completely satisfied","2008","2372","0.118958990503044","0.114219018403815","0.123698962602273","10"
"2 on Scale 1 to 10","2008","191","0.0138839486400571","0.012170782028946","0.0155971152511682","2"
"3 on Scale 1 to 10","2008","408","0.030221777677641","0.0277152338361451","0.032728321519137","3"
"4 on Scale 1 to 10","2008","649","0.0432068168233014","0.0402299167248577","0.0461837169217452","4"
"5 on Scale 1 to 10","2008","1963","0.114665604103253","0.11000062890983","0.119330579296677","5"
"6 on Scale 1 to 10","2008","1734","0.101368159632772","0.0969491925090277","0.105787126756516","6"
"7 on Scale 1 to 10","2008","3043","0.172645564102138","0.167112029878169","0.178179098326107","7"
"8 on Scale 1 to 10","2008","4687","0.251022588384647","0.244674107005577","0.257371069763717","8"
"9 on Scale 1 to 10","2008","2599","0.135637494887628","0.130624272987901","0.140650716787355","9"
"0 Completely dissatisfied","2009","","","","","0"
"1 on Scale 1 to 10","2009","","","","","1"
"10 Completely satisfied","2009","","","","","10"
"2 on Scale 1 to 10","2009","","","","","2"
"3 on Scale 1 to 10","2009","","","","","3"
"4 on Scale 1 to 10","2009","","","","","4"
"5 on Scale 1 to 10","2009","","","","","5"
"6 on Scale 1 to 10","2009","","","","","6"
"7 on Scale 1 to 10","2009","","","","","7"
"8 on Scale 1 to 10","2009","","","","","8"
"9 on Scale 1 to 10","2009","","","","","9"
"0 Completely dissatisfied","2010","","","","","0"
"1 on Scale 1 to 10","2010","","","","","1"
"10 Completely satisfied","2010","","","","","10"
"2 on Scale 1 to 10","2010","","","","","2"
"3 on Scale 1 to 10","2010","","","","","3"
"4 on Scale 1 to 10","2010","","","","","4"
"5 on Scale 1 to 10","2010","","","","","5"
"6 on Scale 1 to 10","2010","","","","","6"
"7 on Scale 1 to 10","2010","","","","","7"
"8 on Scale 1 to 10","2010","","","","","8"
"9 on Scale 1 to 10","2010","","","","","9"
"0 Completely dissatisfied","2011","","","","","0"
"1 on Scale 1 to 10","2011","","","","","1"
"10 Completely satisfied","2011","","","","","10"
"2 on Scale 1 to 10","2011","","","","","2"
"3 on Scale 1 to 10","2011","","","","","3"
"4 on Scale 1 to 10","2011","","","","","4"
"5 on Scale 1 to 10","2011","","","","","5"
"6 on Scale 1 to 10","2011","","","","","6"
"7 on Scale 1 to 10","2011","","","","","7"
"8 on Scale 1 to 10","2011","","","","","8"
"9 on Scale 1 to 10","2011","","","","","9"
"0 Completely dissatisfied","2012","","","","","0"
"1 on Scale 1 to 10","2012","","","","","1"
"10 Completely satisfied","2012","","","","","10"
"2 on Scale 1 to 10","2012","","","","","2"
"3 on Scale 1 to 10","2012","","","","","3"
"4 on Scale 1 to 10","2012","","","","","4"
"5 on Scale 1 to 10","2012","","","","","5"
"6 on Scale 1 to 10","2012","","","","","6"
"7 on Scale 1 to 10","2012","","","","","7"
"8 on Scale 1 to 10","2012","","","","","8"
"9 on Scale 1 to 10","2012","","","","","9"
"0 Completely dissatisfied","2013","","","","","0"
"1 on Scale 1 to 10","2013","","","","","1"
"10 Completely satisfied","2013","","","","","10"
"2 on Scale 1 to 10","2013","","","","","2"
"3 on Scale 1 to 10","2013","","","","","3"
"4 on Scale 1 to 10","2013","","","","","4"
"5 on Scale 1 to 10","2013","","","","","5"
"6 on Scale 1 to 10","2013","","","","","6"
"7 on Scale 1 to 10","2013","","","","","7"
"8 on Scale 1 to 10","2013","","","","","8"
"9 on Scale 1 to 10","2013","","","","","9"
"0 Completely dissatisfied","2014","293","0.0115438442767979","0.010224556099147","0.0128631324544488","0"
"1 on Scale 1 to 10","2014","172","0.0062783320360623","0.00530280287623165","0.00725386119589294","1"
"10 Completely satisfied","2014","4156","0.154459077748955","0.149995739814071","0.15892241568384","10"
"2 on Scale 1 to 10","2014","352","0.0149460655545681","0.0134474881430858","0.0164446429660503","2"
"3 on Scale 1 to 10","2014","521","0.0214108983188963","0.0196231623934826","0.02319863424431","3"
"4 on Scale 1 to 10","2014","645","0.025077384789648","0.0231462529248858","0.0270085166544101","4"
"5 on Scale 1 to 10","2014","2100","0.0889632642980829","0.0854471819705424","0.0924793466256235","5"
"6 on Scale 1 to 10","2014","1951","0.0815983612191307","0.0782173798388731","0.0849793425993883","6"
"7 on Scale 1 to 10","2014","3742","0.156629566655017","0.152140750748582","0.161118382561452","7"
"8 on Scale 1 to 10","2014","6590","0.266394647123381","0.260934809480428","0.271854484766335","8"
"9 on Scale 1 to 10","2014","4662","0.17269855797946","0.168030223318286","0.177366892640634","9"
"0 Completely dissatisfied","2015","","","","","0"
"1 on Scale 1 to 10","2015","","","","","1"
"10 Completely satisfied","2015","","","","","10"
"2 on Scale 1 to 10","2015","","","","","2"
"3 on Scale 1 to 10","2015","","","","","3"
"4 on Scale 1 to 10","2015","","","","","4"
"5 on Scale 1 to 10","2015","","","","","5"
"6 on Scale 1 to 10","2015","","","","","6"
"7 on Scale 1 to 10","2015","","","","","7"
"8 on Scale 1 to 10","2015","","","","","8"
"9 on Scale 1 to 10","2015","","","","","9"
"0 Completely dissatisfied","2016","","","","","0"
"1 on Scale 1 to 10","2016","","","","","1"
"10 Completely satisfied","2016","","","","","10"
"2 on Scale 1 to 10","2016","","","","","2"
"3 on Scale 1 to 10","2016","","","","","3"
"4 on Scale 1 to 10","2016","","","","","4"
"5 on Scale 1 to 10","2016","","","","","5"
"6 on Scale 1 to 10","2016","","","","","6"
"7 on Scale 1 to 10","2016","","","","","7"
"8 on Scale 1 to 10","2016","","","","","8"
"9 on Scale 1 to 10","2016","","","","","9"
"0 Completely dissatisfied","2017","","","","","0"
"1 on Scale 1 to 10","2017","","","","","1"
"10 Completely satisfied","2017","","","","","10"
"2 on Scale 1 to 10","2017","","","","","2"
"3 on Scale 1 to 10","2017","","","","","3"
"4 on Scale 1 to 10","2017","","","","","4"
"5 on Scale 1 to 10","2017","","","","","5"
"6 on Scale 1 to 10","2017","","","","","6"
"7 on Scale 1 to 10","2017","","","","","7"
"8 on Scale 1 to 10","2017","","","","","8"
"9 on Scale 1 to 10","2017","","","","","9"
"0 Completely dissatisfied","2018","","","","","0"
"1 on Scale 1 to 10","2018","","","","","1"
"10 Completely satisfied","2018","","","","","10"
"2 on Scale 1 to 10","2018","","","","","2"
"3 on Scale 1 to 10","2018","","","","","3"
"4 on Scale 1 to 10","2018","","","","","4"
"5 on Scale 1 to 10","2018","","","","","5"
"6 on Scale 1 to 10","2018","","","","","6"
"7 on Scale 1 to 10","2018","","","","","7"
"8 on Scale 1 to 10","2018","","","","","8"
"9 on Scale 1 to 10","2018","","","","","9"
"0 Completely dissatisfied","2019","208","0.00869537012165844","0.00752515004062691","0.00986559020268997","0"
"1 on Scale 1 to 10","2019","119","0.00507306162728595","0.00417759252205417","0.00596853073251772","1"
"10 Completely satisfied","2019","4690","0.169728029313915","0.164996441381451","0.174459617246379","10"
"2 on Scale 1 to 10","2019","250","0.0102184689708745","0.00895086809414754","0.0114860698476015","2"
"3 on Scale 1 to 10","2019","414","0.0182829022807986","0.0165942676594922","0.0199715369021051","3"
"4 on Scale 1 to 10","2019","494","0.0229262878169625","0.0210398153227592","0.0248127603111659","4"
"5 on Scale 1 to 10","2019","1610","0.0713413585992054","0.0680970759587747","0.0745856412396361","5"
"6 on Scale 1 to 10","2019","1666","0.075653720532324","0.0723205891170238","0.0789868519476242","6"
"7 on Scale 1 to 10","2019","3623","0.161324871431919","0.156688614575953","0.165961128287884","7"
"8 on Scale 1 to 10","2019","6396","0.26942399168714","0.263831945124746","0.275016038249534","8"
"9 on Scale 1 to 10","2019","4710","0.187331937617917","0.182414006387051","0.192249868848784","9"
