"ple0162","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Schleswig-Holstein","Rural Area","209","0.940830962235009","0.910470585761934","0.971191338708084","1"
"Yes","2012","Hamburg","Urban Area","109","0.924164668048999","0.876398812176605","0.971930523921393","1"
"Yes","2012","Hamburg","Rural Area","","","","","1"
"Yes","2012","Lower Saxony","Urban Area","385","0.910541760450072","0.883343694944146","0.937739825955998","1"
"Yes","2012","Lower Saxony","Rural Area","464","0.944529017534095","0.924465657334381","0.964592377733808","1"
"Yes","2012","Bremen","Urban Area","52","0.864456230302622","0.7739917629215","0.954920697683743","1"
"Yes","2012","Bremen","Rural Area","","","","","1"
"Yes","2012","North Rhine-Westphalia","Urban Area","1545","0.947234577438261","0.936447355834222","0.958021799042299","1"
"Yes","2012","North Rhine-Westphalia","Rural Area","47","0.89279815148002","0.808712053892786","0.976884249067254","1"
"Yes","2012","Hesse","Urban Area","446","0.966863395044277","0.950732662702544","0.982994127386011","1"
"Yes","2012","Hesse","Rural Area","151","0.959964069232358","0.929395718946399","0.990532419518317","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Urban Area","350","0.895439749605864","0.864875114298675","0.926004384913053","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Rural Area","120","0.864390485253758","0.806421491515998","0.922359478991517","1"
"Yes","2012","Baden-Württemberg","Urban Area","825","0.936067949440133","0.919950754436699","0.952185144443566","1"
"Yes","2012","Baden-Württemberg","Rural Area","109","0.924303066301444","0.876778194828523","0.971827937774366","1"
"Yes","2012","Bavaria","Urban Area","559","0.960716375788559","0.945027428122391","0.976405323454726","1"
"Yes","2012","Bavaria","Rural Area","698","0.952728281733031","0.937417226148065","0.968039337317997","1"
"Yes","2012","Berlin","Urban Area","341","0.956309636671982","0.935253150474026","0.977366122869938","1"
"Yes","2012","Berlin","Rural Area","","","","","1"
"Yes","2012","Brandenburg","Urban Area","34","0.89863644414293","0.800047146431406","0.997225741854455","1"
"Yes","2012","Brandenburg","Rural Area","364","0.935014269828846","0.910486935598243","0.959541604059448","1"
"Yes","2012","Mecklenburg-Western Pomerania","Urban Area","21","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Rural Area","210","0.937733246526499","0.906159610356516","0.969306882696482","1"
"Yes","2012","Saxony","Urban Area","314","0.965324916989516","0.94564494109868","0.985004892880352","1"
"Yes","2012","Saxony","Rural Area","321","0.959972906314778","0.939044331381209","0.980901481248348","1"
"Yes","2012","Saxony-Anhalt","Urban Area","136","0.944895478356885","0.907754820357427","0.982036136356342","1"
"Yes","2012","Saxony-Anhalt","Rural Area","271","0.971830585098563","0.952654971528485","0.99100619866864","1"
"Yes","2012","Thuringia","Urban Area","96","0.918317945347172","0.8656809266002","0.970954964094145","1"
"Yes","2012","Thuringia","Rural Area","258","0.942502368638558","0.914938573603645","0.970066163673472","1"
"No","2013","Schleswig-Holstein","Rural Area","14","","","","2"
"No","2013","Hamburg","Urban Area","10","","","","2"
"No","2013","Hamburg","Rural Area","","","","","2"
"No","2013","North Rhine-Westphalia","Urban Area","111","0.0539258850747262","0.0433704438394889","0.0644813263099634","2"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Rural Area","8","","","","2"
"No","2013","Saxony","Urban Area","12","","","","2"
"No","2013","Schleswig-Holstein","Urban Area","4","","","","2"
"No","2013","Saxony-Anhalt","Rural Area","13","","","","2"
"No","2013","Lower Saxony","Urban Area","28","","","","2"
"No","2013","Lower Saxony","Rural Area","35","0.0561626784179321","0.0363739039890949","0.0759514528467693","2"
"No","2013","Bremen","Urban Area","7","","","","2"
"No","2013","Bremen","Rural Area","","","","","2"
"No","2013","Brandenburg","Rural Area","16","","","","2"
"No","2013","North Rhine-Westphalia","Rural Area","1","","","","2"
"No","2013","Hesse","Urban Area","39","0.062969804852642","0.041678314820373","0.0842612948849111","2"
"No","2013","Saxony","Rural Area","20","","","","2"
"No","2013","Saxony-Anhalt","Urban Area","7","","","","2"
"No","2013","Brandenburg","Urban Area","3","","","","2"
"No","2013","Hesse","Rural Area","5","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","19","","","","2"
"No","2013","Thuringia","Urban Area","10","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","7","","","","2"
"No","2013","Baden-Württemberg","Urban Area","67","0.0570730150476692","0.0419339427635596","0.0722120873317788","2"
"No","2013","Baden-Württemberg","Rural Area","6","","","","2"
"No","2013","Bavaria","Urban Area","43","0.0577314029657921","0.0392226743268044","0.0762401316047798","2"
"No","2013","Bavaria","Rural Area","54","0.0803479554550375","0.0606693060179045","0.10002660489217","2"
"No","2013","Berlin","Urban Area","28","","","","2"
"No","2013","Berlin","Rural Area","","","","","2"
"No","2013","Thuringia","Rural Area","21","","","","2"
"Yes","2013","Hesse","Urban Area","461","0.937030195147358","0.915738705115089","0.958321685179627","1"
"Yes","2013","Hesse","Rural Area","141","0.967237026941161","0.938361509712468","0.996112544169854","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","379","0.946827447320419","0.924783684498561","0.968871210142278","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","118","0.930180943561654","0.885506022773507","0.974855864349801","1"
"Yes","2013","Baden-Württemberg","Urban Area","835","0.942926984952331","0.927787912668221","0.95806605723644","1"
"Yes","2013","Baden-Württemberg","Rural Area","127","0.971532672873602","0.94326927828227","0.999796067464934","1"
"Yes","2013","Bavaria","Urban Area","567","0.942268597034208","0.92375986839522","0.960777325673196","1"
"Yes","2013","Bavaria","Rural Area","679","0.919652044544963","0.89997339510783","0.939330693982095","1"
"Yes","2013","Berlin","Urban Area","350","0.949210394029716","0.927075835958743","0.971344952100689","1"
"Yes","2013","Berlin","Rural Area","","","","","1"
"Yes","2013","Brandenburg","Urban Area","21","","","","1"
"Yes","2013","Brandenburg","Rural Area","369","0.95299201892628","0.931849917222386","0.974134120630174","1"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","18","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","180","0.963526799426865","0.936729686703595","0.990323912150135","1"
"Yes","2013","Saxony","Urban Area","284","0.974752622545874","0.95688126358368","0.992623981508068","1"
"Yes","2013","Saxony","Rural Area","274","0.949791603062732","0.924829753220487","0.974753452904977","1"
"Yes","2013","Saxony-Anhalt","Urban Area","135","0.934451271792657","0.893744713614165","0.97515782997115","1"
"Yes","2013","Saxony-Anhalt","Rural Area","245","0.978198269561447","0.960378701777349","0.996017837345546","1"
"Yes","2013","Thuringia","Urban Area","99","0.953635303064047","0.914160523385856","0.993110082742238","1"
"Yes","2013","Thuringia","Rural Area","256","0.941665717087185","0.914065117412965","0.969266316761405","1"
"Yes","2013","Schleswig-Holstein","Urban Area","96","0.984861588162963","0.960929761497867","1.00879341482806","1"
"Yes","2013","Schleswig-Holstein","Rural Area","211","0.940563345982324","0.909669069171739","0.971457622792909","1"
"Yes","2013","Hamburg","Urban Area","147","0.902755372987307","0.856408961497344","0.94910178447727","1"
"Yes","2013","Hamburg","Rural Area","","","","","1"
"Yes","2013","Lower Saxony","Urban Area","423","0.955045797074472","0.935922751072326","0.974168843076617","1"
"Yes","2013","Lower Saxony","Rural Area","485","0.943837321582068","0.924048547153231","0.963626096010905","1"
"Yes","2013","Bremen","Urban Area","69","0.873602128851076","0.798893972944924","0.948310284757228","1"
"Yes","2013","Bremen","Rural Area","","","","","1"
"Yes","2013","North Rhine-Westphalia","Urban Area","1648","0.946074114925274","0.935518673690036","0.956629556160511","1"
"Yes","2013","North Rhine-Westphalia","Rural Area","37","0.981104066805554","0.937813028409539","1.02439510520157","1"
"No","2014","Brandenburg","Urban Area","","","","","2"
"No","2014","Brandenburg","Rural Area","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2014","Saxony","Urban Area","","","","","2"
"No","2014","Saxony","Rural Area","","","","","2"
"No","2014","Saxony-Anhalt","Rural Area","","","","","2"
"No","2014","Schleswig-Holstein","Rural Area","","","","","2"
"No","2014","Hamburg","Urban Area","","","","","2"
"No","2014","Hamburg","Rural Area","","","","","2"
"No","2014","Lower Saxony","Urban Area","","","","","2"
"No","2014","Lower Saxony","Rural Area","","","","","2"
"No","2014","Bremen","Urban Area","","","","","2"
"No","2014","Bremen","Rural Area","","","","","2"
"No","2014","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2014","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2014","Saxony-Anhalt","Urban Area","","","","","2"
"No","2014","Schleswig-Holstein","Urban Area","","","","","2"
"No","2014","Hesse","Urban Area","","","","","2"
"No","2014","Hesse","Rural Area","","","","","2"
"No","2014","Thuringia","Urban Area","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2014","Baden-Württemberg","Urban Area","","","","","2"
"No","2014","Baden-Württemberg","Rural Area","","","","","2"
"No","2014","Bavaria","Urban Area","","","","","2"
"No","2014","Bavaria","Rural Area","","","","","2"
"No","2014","Berlin","Urban Area","","","","","2"
"No","2014","Berlin","Rural Area","","","","","2"
"No","2014","Thuringia","Rural Area","","","","","2"
"Yes","2014","Hesse","Urban Area","","","","","1"
"Yes","2014","Hesse","Rural Area","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2014","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2014","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2014","Bavaria","Urban Area","","","","","1"
"Yes","2014","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2014","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2014","Hamburg","Urban Area","","","","","1"
"Yes","2014","Hamburg","Rural Area","","","","","1"
"Yes","2014","Lower Saxony","Urban Area","","","","","1"
"Yes","2014","Lower Saxony","Rural Area","","","","","1"
"Yes","2014","Bremen","Urban Area","","","","","1"
"Yes","2014","Bremen","Rural Area","","","","","1"
"Yes","2014","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2014","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2014","Bavaria","Rural Area","","","","","1"
"Yes","2014","Berlin","Urban Area","","","","","1"
"Yes","2014","Berlin","Rural Area","","","","","1"
"Yes","2014","Brandenburg","Urban Area","","","","","1"
"Yes","2014","Brandenburg","Rural Area","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2014","Saxony","Urban Area","","","","","1"
"Yes","2014","Saxony","Rural Area","","","","","1"
"Yes","2014","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2014","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2014","Thuringia","Urban Area","","","","","1"
"Yes","2014","Thuringia","Rural Area","","","","","1"
"No","2015","Bremen","Rural Area","","","","","2"
"No","2015","North Rhine-Westphalia","Urban Area","143","0.0854943725719996","0.072371261441667","0.0986174837023322","2"
"No","2015","North Rhine-Westphalia","Rural Area","1","","","","2"
"No","2015","Hesse","Urban Area","40","0.0686690436787244","0.0454832210119035","0.0918548663455453","2"
"No","2015","Schleswig-Holstein","Urban Area","7","","","","2"
"No","2015","Schleswig-Holstein","Rural Area","21","","","","2"
"No","2015","Hamburg","Urban Area","8","","","","2"
"No","2015","Hamburg","Rural Area","","","","","2"
"No","2015","Lower Saxony","Urban Area","40","0.0894242415365567","0.0600288343433021","0.118819648729811","2"
"No","2015","Lower Saxony","Rural Area","37","0.0625137714995253","0.0405102641122594","0.0845172788867913","2"
"No","2015","Bremen","Urban Area","1","","","","2"
"No","2015","Brandenburg","Urban Area","3","","","","2"
"No","2015","Brandenburg","Rural Area","31","0.123783131773282","0.0911813305242273","0.156384933022337","2"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Rural Area","19","","","","2"
"No","2015","Saxony","Urban Area","15","","","","2"
"No","2015","Saxony","Rural Area","32","0.130680095615918","0.0900993812767073","0.171260809955129","2"
"No","2015","Saxony-Anhalt","Urban Area","10","","","","2"
"No","2015","Saxony-Anhalt","Rural Area","13","","","","2"
"No","2015","Thuringia","Urban Area","5","","","","2"
"No","2015","Hesse","Rural Area","9","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","37","0.095184796367575","0.0659839146238141","0.124385678111336","2"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","18","","","","2"
"No","2015","Baden-Württemberg","Urban Area","88","0.0982777042784748","0.0784394276058043","0.118115980951145","2"
"No","2015","Baden-Württemberg","Rural Area","11","","","","2"
"No","2015","Bavaria","Urban Area","82","0.137897422704493","0.110285781193269","0.165509064215717","2"
"No","2015","Bavaria","Rural Area","95","0.161121781819558","0.13384789922448","0.188395664414636","2"
"No","2015","Berlin","Urban Area","25","","","","2"
"No","2015","Berlin","Rural Area","","","","","2"
"No","2015","Thuringia","Rural Area","25","","","","2"
"Yes","2015","Schleswig-Holstein","Urban Area","77","0.901576096494508","0.83787308920716","0.965279103781855","1"
"Yes","2015","Hesse","Urban Area","417","0.931330956321276","0.908145133654455","0.954516778988097","1"
"Yes","2015","Hesse","Rural Area","112","0.948358971884792","0.908927841760076","0.987790102009508","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","351","0.904815203632425","0.875614321888664","0.934016085376186","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","130","0.81672462962351","0.754393196463955","0.879056062783064","1"
"Yes","2015","Baden-Württemberg","Urban Area","777","0.901722295721525","0.881884019048855","0.921560572394196","1"
"Yes","2015","Baden-Württemberg","Rural Area","87","0.753055436420825","0.667676987220478","0.838433885621172","1"
"Yes","2015","Bavaria","Urban Area","517","0.862102577295507","0.834490935784283","0.889714218806731","1"
"Yes","2015","Bavaria","Rural Area","603","0.838878218180442","0.811604335585363","0.86615210077552","1"
"Yes","2015","Berlin","Urban Area","316","0.940756132440514","0.915699013659442","0.965813251221586","1"
"Yes","2015","Berlin","Rural Area","","","","","1"
"Yes","2015","Brandenburg","Urban Area","27","","","","1"
"Yes","2015","Brandenburg","Rural Area","361","0.876216868226718","0.843615066977663","0.908818669475773","1"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","15","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","176","0.893736729021221","0.850482639130709","0.936990818911733","1"
"Yes","2015","Saxony","Urban Area","280","0.94614716946547","0.920388661832816","0.971905677098124","1"
"Yes","2015","Saxony","Rural Area","233","0.869319904384082","0.828739190044872","0.909900618723293","1"
"Yes","2015","Saxony-Anhalt","Urban Area","122","0.909961018194314","0.861130896458068","0.95879113993056","1"
"Yes","2015","Saxony-Anhalt","Rural Area","227","0.920594487457288","0.886388511837773","0.954800463076803","1"
"Yes","2015","Thuringia","Urban Area","99","0.815937132680606","0.74145658492368","0.890417680437533","1"
"Yes","2015","Thuringia","Rural Area","241","0.928462617949795","0.897491562518037","0.959433673381554","1"
"Yes","2015","Schleswig-Holstein","Rural Area","208","0.895645353829151","0.856049083237485","0.935241624420818","1"
"Yes","2015","Hamburg","Urban Area","122","0.964483641647853","0.932668192216365","0.996299091079341","1"
"Yes","2015","Hamburg","Rural Area","","","","","1"
"Yes","2015","Lower Saxony","Urban Area","322","0.910575758463443","0.881180351270189","0.939971165656698","1"
"Yes","2015","Lower Saxony","Rural Area","428","0.937486228500475","0.915482721113209","0.959489735887741","1"
"Yes","2015","Bremen","Urban Area","46","0.991704409628455","0.965773727962971","1.01763509129394","1"
"Yes","2015","Bremen","Rural Area","","","","","1"
"Yes","2015","North Rhine-Westphalia","Urban Area","1601","0.914505627428","0.901382516297668","0.927628738558333","1"
"Yes","2015","North Rhine-Westphalia","Rural Area","36","0.910751280891431","0.818886695292416","1.00261586649045","1"
"No","2016","Brandenburg","Urban Area","","","","","2"
"No","2016","Brandenburg","Rural Area","17","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2016","Saxony","Urban Area","8","","","","2"
"No","2016","Saxony","Rural Area","3","","","","2"
"No","2016","Saxony-Anhalt","Urban Area","2","","","","2"
"No","2016","Saxony-Anhalt","Rural Area","","","","","2"
"No","2016","Thuringia","Urban Area","","","","","2"
"No","2016","Schleswig-Holstein","Urban Area","7","","","","2"
"No","2016","Schleswig-Holstein","Rural Area","3","","","","2"
"No","2016","Hamburg","Urban Area","12","","","","2"
"No","2016","Hamburg","Rural Area","","","","","2"
"No","2016","Lower Saxony","Urban Area","5","","","","2"
"No","2016","Lower Saxony","Rural Area","6","","","","2"
"No","2016","Bremen","Urban Area","","","","","2"
"No","2016","Bremen","Rural Area","","","","","2"
"No","2016","North Rhine-Westphalia","Urban Area","32","0.177911113777831","0.116088074521798","0.239734153033864","2"
"No","2016","North Rhine-Westphalia","Rural Area","2","","","","2"
"No","2016","Hesse","Urban Area","7","","","","2"
"No","2016","Hesse","Rural Area","7","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","21","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","2","","","","2"
"No","2016","Baden-Württemberg","Urban Area","20","","","","2"
"No","2016","Baden-Württemberg","Rural Area","2","","","","2"
"No","2016","Bavaria","Urban Area","3","","","","2"
"No","2016","Bavaria","Rural Area","18","","","","2"
"No","2016","Berlin","Urban Area","16","","","","2"
"No","2016","Berlin","Rural Area","","","","","2"
"No","2016","Thuringia","Rural Area","3","","","","2"
"Yes","2016","Schleswig-Holstein","Urban Area","25","","","","1"
"Yes","2016","Hesse","Urban Area","35","0.781298932016774","0.656285259653055","0.906312604380493","1"
"Yes","2016","Hesse","Rural Area","9","","","","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","44","0.649197778499482","0.533183593706347","0.765211963292618","1"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","11","","","","1"
"Yes","2016","Baden-Württemberg","Urban Area","83","0.74287623530193","0.658473053173212","0.827279417430649","1"
"Yes","2016","Baden-Württemberg","Rural Area","28","","","","1"
"Yes","2016","Bavaria","Urban Area","22","","","","1"
"Yes","2016","Bavaria","Rural Area","67","0.774433597315852","0.685581450041634","0.86328574459007","1"
"Yes","2016","Berlin","Urban Area","53","0.779943246260392","0.682191978737282","0.877694513783503","1"
"Yes","2016","Schleswig-Holstein","Rural Area","8","","","","1"
"Yes","2016","Hamburg","Urban Area","16","","","","1"
"Yes","2016","Hamburg","Rural Area","","","","","1"
"Yes","2016","Lower Saxony","Urban Area","30","0.793516919762105","0.659415183862971","0.927618655661239","1"
"Yes","2016","Lower Saxony","Rural Area","30","0.862648558875841","0.750206082569582","0.975091035182099","1"
"Yes","2016","Bremen","Urban Area","6","","","","1"
"Yes","2016","Bremen","Rural Area","","","","","1"
"Yes","2016","North Rhine-Westphalia","Urban Area","115","0.822088886222169","0.760265846966136","0.883911925478202","1"
"Yes","2016","North Rhine-Westphalia","Rural Area","4","","","","1"
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","22","","","","1"
"Yes","2016","Saxony","Urban Area","21","","","","1"
"Yes","2016","Saxony","Rural Area","11","","","","1"
"Yes","2016","Saxony-Anhalt","Urban Area","9","","","","1"
"Yes","2016","Saxony-Anhalt","Rural Area","10","","","","1"
"Yes","2016","Thuringia","Urban Area","2","","","","1"
"Yes","2016","Thuringia","Rural Area","15","","","","1"
"Yes","2016","Berlin","Rural Area","","","","","1"
"Yes","2016","Brandenburg","Urban Area","","","","","1"
"Yes","2016","Brandenburg","Rural Area","43","0.627505425304975","0.505173113163707","0.749837737446242","1"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"No","2017","Schleswig-Holstein","Urban Area","9","","","","2"
"No","2017","Schleswig-Holstein","Rural Area","8","","","","2"
"No","2017","Hamburg","Urban Area","9","","","","2"
"No","2017","Hamburg","Rural Area","","","","","2"
"No","2017","Lower Saxony","Urban Area","19","","","","2"
"No","2017","Lower Saxony","Rural Area","38","0.0492640268608504","0.0319183034678654","0.0666097502538354","2"
"No","2017","Bremen","Urban Area","4","","","","2"
"No","2017","Bremen","Rural Area","","","","","2"
"No","2017","North Rhine-Westphalia","Urban Area","136","0.048988670576787","0.039313807677648","0.058663533475926","2"
"No","2017","North Rhine-Westphalia","Rural Area","2","","","","2"
"No","2017","Hesse","Urban Area","35","0.0757354209781297","0.0515048845560363","0.0999659574002232","2"
"No","2017","Hesse","Rural Area","9","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","21","","","","2"
"No","2017","Brandenburg","Urban Area","","","","","2"
"No","2017","Brandenburg","Rural Area","23","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","8","","","","2"
"No","2017","Saxony","Urban Area","24","","","","2"
"No","2017","Saxony","Rural Area","13","","","","2"
"No","2017","Saxony-Anhalt","Urban Area","2","","","","2"
"No","2017","Saxony-Anhalt","Rural Area","9","","","","2"
"No","2017","Thuringia","Urban Area","7","","","","2"
"No","2017","Thuringia","Rural Area","13","","","","2"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","13","","","","2"
"No","2017","Baden-Württemberg","Urban Area","51","0.059124436688259","0.0428415960413235","0.0754072773351946","2"
"No","2017","Baden-Württemberg","Rural Area","5","","","","2"
"No","2017","Bavaria","Urban Area","39","0.090271235609953","0.0667042205121164","0.11383825070779","2"
"No","2017","Bavaria","Rural Area","42","0.029917003076014","0.0176675365998382","0.0421664695521897","2"
"No","2017","Berlin","Urban Area","23","","","","2"
"No","2017","Berlin","Rural Area","","","","","2"
"Yes","2017","Schleswig-Holstein","Urban Area","102","0.87869468472418","0.817958778376032","0.939430591072329","1"
"Yes","2017","Hesse","Urban Area","423","0.92426457902187","0.900034042599777","0.948495115443964","1"
"Yes","2017","Hesse","Rural Area","121","0.981034867793129","0.957587366214165","1.00448236937209","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","356","0.968040244620685","0.950285033301385","0.985795455939985","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","141","0.914611719210287","0.870474471687763","0.958748966732812","1"
"Yes","2017","Baden-Württemberg","Urban Area","755","0.940875563311741","0.924592722664805","0.957158403958677","1"
"Yes","2017","Baden-Württemberg","Rural Area","98","0.980158958905002","0.953227494811676","1.00709042299833","1"
"Yes","2017","Bavaria","Urban Area","529","0.909728764390047","0.88616174929221","0.933295779487884","1"
"Yes","2017","Bavaria","Rural Area","701","0.970082996923986","0.95783353044781","0.982332463400162","1"
"Yes","2017","Schleswig-Holstein","Rural Area","218","0.976816683179497","0.957197171636534","0.996436194722461","1"
"Yes","2017","Berlin","Urban Area","332","0.948518554296858","0.925531559529013","0.971505549064702","1"
"Yes","2017","Berlin","Rural Area","","","","","1"
"Yes","2017","Thuringia","Rural Area","256","0.978422727038113","0.961059378026958","0.995786076049269","1"
"Yes","2017","Hamburg","Rural Area","","","","","1"
"Yes","2017","Brandenburg","Urban Area","25","","","","1"
"Yes","2017","Brandenburg","Rural Area","398","0.949643627999373","0.928754775226365","0.970532480772381","1"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","19","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","173","0.932123462112501","0.895479252000035","0.968767672224966","1"
"Yes","2017","Saxony","Urban Area","265","0.922740175346046","0.891956835024953","0.953523515667138","1"
"Yes","2017","Saxony","Rural Area","245","0.969735628802983","0.948831564067394","0.990639693538571","1"
"Yes","2017","Saxony-Anhalt","Urban Area","65","0.979801435015674","0.946116168856479","1.01348670117487","1"
"Yes","2017","Saxony-Anhalt","Rural Area","281","0.972760881268307","0.954026098266483","0.991495664270131","1"
"Yes","2017","Thuringia","Urban Area","110","0.971923268390978","0.941990669557963","1.00185586722399","1"
"Yes","2017","Hamburg","Urban Area","141","0.948238010392376","0.912783897586315","0.983692123198437","1"
"Yes","2017","Lower Saxony","Urban Area","337","0.953585856137728","0.931731995739978","0.975439716535478","1"
"Yes","2017","Lower Saxony","Rural Area","560","0.95073597313915","0.933390249746165","0.968081696532135","1"
"Yes","2017","Bremen","Urban Area","73","0.979252701868067","0.947415793203317","1.01108961053282","1"
"Yes","2017","Bremen","Rural Area","","","","","1"
"Yes","2017","North Rhine-Westphalia","Urban Area","1776","0.951011329423213","0.941336466524074","0.960686192322352","1"
"Yes","2017","North Rhine-Westphalia","Rural Area","44","0.972596728761353","0.925419026835219","1.01977443068749","1"
"No","2018","Brandenburg","Urban Area","1","","","","2"
"No","2018","Brandenburg","Rural Area","1","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2018","Saxony","Urban Area","1","","","","2"
"No","2018","Saxony","Rural Area","","","","","2"
"No","2018","Saxony-Anhalt","Urban Area","","","","","2"
"No","2018","Saxony-Anhalt","Rural Area","","","","","2"
"No","2018","Thuringia","Urban Area","","","","","2"
"No","2018","Thuringia","Rural Area","1","","","","2"
"No","2018","Schleswig-Holstein","Urban Area","3","","","","2"
