"ple0162","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2019","inadequately","Urban Area","315","0.90575791941109","0.875743779552564","0.935772059269616"
"Yes","2019","inadequately","Rural Area","138","0.994475714003298","0.982653609736152","1.00629781827044"
"Yes","2019","general elemantary","Urban Area","599","0.937275792454089","0.918534743446339","0.956016841461839"
"Yes","2019","general elemantary","Rural Area","387","0.97914169942175","0.965392219323433","0.992891179520066"
"Yes","2019","middle vocational","Urban Area","2248","0.951006913500274","0.942401554302021","0.959612272698527"
"Yes","2019","middle vocational","Rural Area","1666","0.941433203894679","0.930512588823488","0.952353818965871"
"Yes","2019","vocational + Abi","Urban Area","392","0.912893000546994","0.886239740975663","0.939546260118325"
"Yes","2019","vocational + Abi","Rural Area","159","0.913618994410672","0.872233023739574","0.955004965081771"
"Yes","2019","higher vocational","Urban Area","289","0.897129529850866","0.863257455832243","0.931001603869489"
"Yes","2019","higher vocational","Rural Area","215","0.96339394186978","0.938801450940698","0.987986432798861"
"Yes","2019","higher education","Urban Area","1044","0.930475171350636","0.915819565732815","0.945130776968456"
"Yes","2019","higher education","Rural Area","546","0.931129827128571","0.910816473392062","0.951443180865081"
"No","2019","in school","Urban Area","3","","",""
"No","2019","in school","Rural Area","","","",""
"No","2019","inadequately","Urban Area","49","0.0942420805889101","0.0642279407303838","0.124256220447436"
"No","2019","inadequately","Rural Area","13","","",""
"No","2019","general elemantary","Urban Area","44","0.0627242075459112","0.043983158538161","0.0814652565536614"
"No","2019","general elemantary","Rural Area","28","","",""
"No","2019","middle vocational","Urban Area","169","0.0489930864997261","0.0403877273014733","0.0575984456979789"
"No","2019","middle vocational","Rural Area","110","0.0585667961053208","0.0476461810341292","0.0694874111765125"
"No","2019","vocational + Abi","Urban Area","38","0.0871069994530059","0.0604537398816751","0.113760259024337"
"No","2019","vocational + Abi","Rural Area","18","","",""
"No","2019","higher vocational","Urban Area","20","","",""
"No","2019","higher vocational","Rural Area","9","","",""
"No","2019","higher education","Urban Area","113","0.0695248286493645","0.0548692230315438","0.0841804342671852"
"No","2019","higher education","Rural Area","51","0.0688701728714286","0.0485568191349194","0.0891835266079379"
