"ple0162","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2013","16-34 y.","lower secondary degree","198","0.875857260245023","0.832284599508948","0.919429920981098"
"Yes","2013","16-34 y.","secondary school degree","285","0.897090246557144","0.863536644430339","0.930643848683949"
"Yes","2013","16-34 y.","college entrance qualification","196","0.845274432272343","0.797915272286628","0.892633592258059"
"Yes","2013","16-34 y.","Other degree","76","0.933189736000746","0.880107990089735","0.986271481911757"
"Yes","2013","16-34 y.","no degree/no degree yet","96","0.945086815114643","0.900876646246155","0.989296983983131"
"Yes","2013","35-65 y.","lower secondary degree","1405","0.955027290122745","0.944450972121772","0.965603608123718"
"Yes","2013","35-65 y.","secondary school degree","1587","0.936693873254532","0.92513859816666","0.948249148342405"
"Yes","2013","35-65 y.","college entrance qualification","977","0.929776733797523","0.914416023138821","0.945137444456225"
"Yes","2013","35-65 y.","Other degree","753","0.927070995976859","0.909317204139402","0.944824787814317"
"Yes","2013","35-65 y.","no degree/no degree yet","178","0.965882681218813","0.939794653026523","0.991970709411104"
"Yes","2013","66 and older","lower secondary degree","1573","0.961133630088173","0.951768036285245","0.970499223891101"
"Yes","2013","66 and older","secondary school degree","525","0.961430267382119","0.945307483927451","0.977553050836787"
"Yes","2013","66 and older","college entrance qualification","417","0.954740490838854","0.935295245744022","0.974185735933685"
"Yes","2013","66 and older","Other degree","173","0.97709352877244","0.955177152937016","0.999009904607863"
"Yes","2013","66 and older","no degree/no degree yet","58","0.944203161277244","0.886603398405096","1.00180292414939"
"No","2013","16-34 y.","lower secondary degree","22","","",""
"No","2013","16-34 y.","secondary school degree","30","0.102909753442856","0.0693561513160514","0.136463355569661"
"No","2013","16-34 y.","college entrance qualification","28","","",""
"No","2013","16-34 y.","Other degree","9","","",""
"No","2013","16-34 y.","no degree/no degree yet","6","","",""
"No","2013","35-65 y.","lower secondary degree","70","0.0449727098772548","0.034396391876282","0.0555490278782276"
"No","2013","35-65 y.","secondary school degree","119","0.0633061267454677","0.0517508516575952","0.0748614018333403"
"No","2013","35-65 y.","college entrance qualification","86","0.0702232662024771","0.0548625555437754","0.0855839768611787"
"No","2013","35-65 y.","Other degree","71","0.0729290040231407","0.0551752121856835","0.090682795860598"
"No","2013","35-65 y.","no degree/no degree yet","8","","",""
"No","2013","66 and older","lower secondary degree","63","0.0388663699118272","0.0295007761088988","0.0482319637147556"
"No","2013","66 and older","secondary school degree","23","","",""
"No","2013","66 and older","college entrance qualification","22","","",""
"No","2013","66 and older","Other degree","6","","",""
"No","2013","66 and older","no degree/no degree yet","3","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"No","2014","16-34 y.","lower secondary degree","","","",""
"No","2014","16-34 y.","secondary school degree","","","",""
"No","2014","16-34 y.","college entrance qualification","","","",""
"No","2014","16-34 y.","Other degree","","","",""
"No","2014","16-34 y.","no degree/no degree yet","","","",""
"No","2014","35-65 y.","lower secondary degree","","","",""
"No","2014","35-65 y.","secondary school degree","","","",""
"No","2014","35-65 y.","college entrance qualification","","","",""
"No","2014","35-65 y.","Other degree","","","",""
"No","2014","35-65 y.","no degree/no degree yet","","","",""
"No","2014","66 and older","lower secondary degree","","","",""
"No","2014","66 and older","secondary school degree","","","",""
"No","2014","66 and older","college entrance qualification","","","",""
"No","2014","66 and older","Other degree","","","",""
"No","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","143","0.788054658045902","0.725121330965847","0.850987985125957"
"Yes","2015","16-34 y.","secondary school degree","225","0.794376943883178","0.745345231873534","0.843408655892822"
"Yes","2015","16-34 y.","college entrance qualification","192","0.827399428697699","0.778666689419312","0.876132167976086"
"Yes","2015","16-34 y.","Other degree","87","0.844685377183134","0.774046942766893","0.915323811599374"
"Yes","2015","16-34 y.","no degree/no degree yet","73","0.79892636432326","0.716121132360904","0.881731596285616"
"Yes","2015","35-65 y.","lower secondary degree","1176","0.902912681967464","0.886755806987865","0.919069556947063"
"Yes","2015","35-65 y.","secondary school degree","1423","0.885482625052763","0.869859879424675","0.901105370680851"
"Yes","2015","35-65 y.","college entrance qualification","898","0.866127003918082","0.845250396511211","0.887003611324953"
"Yes","2015","35-65 y.","Other degree","659","0.907607169020703","0.886411037325284","0.928803300716122"
"Yes","2015","35-65 y.","no degree/no degree yet","154","0.949452699573841","0.91622689507155","0.982678504076132"
"Yes","2015","66 and older","lower secondary degree","1503","0.935178047127815","0.923106361676616","0.947249732579014"
"Yes","2015","66 and older","secondary school degree","547","0.933039240857825","0.912853226278292","0.953225255437358"
"Yes","2015","66 and older","college entrance qualification","427","0.926796467572611","0.903122021915283","0.950470913229938"
"Yes","2015","66 and older","Other degree","189","0.941074911283057","0.908439032346234","0.973710790219881"
"Yes","2015","66 and older","no degree/no degree yet","44","1","1","1"
"No","2015","16-34 y.","lower secondary degree","19","","",""
"No","2015","16-34 y.","secondary school degree","36","0.205623056116822","0.156591344107178","0.254654768126466"
"No","2015","16-34 y.","college entrance qualification","39","0.172600571302301","0.123867832023914","0.221333310580688"
"No","2015","16-34 y.","Other degree","14","","",""
"No","2015","16-34 y.","no degree/no degree yet","17","","",""
"No","2015","35-65 y.","lower secondary degree","114","0.0970873180325358","0.0809304430529369","0.113244193012135"
"No","2015","35-65 y.","secondary school degree","173","0.114517374947237","0.0988946293191495","0.130140120575325"
"No","2015","35-65 y.","college entrance qualification","124","0.133872996081918","0.112996388675047","0.154749603488789"
"No","2015","35-65 y.","Other degree","58","0.092392830979297","0.0711966992838782","0.113588962674716"
"No","2015","35-65 y.","no degree/no degree yet","13","","",""
"No","2015","66 and older","lower secondary degree","95","0.0648219528721849","0.0527502674209855","0.0768936383233844"
"No","2015","66 and older","secondary school degree","42","0.0669607591421746","0.0467747445626415","0.0871467737217078"
"No","2015","66 and older","college entrance qualification","38","0.0732035324273893","0.0495290867700622","0.0968779780847165"
"No","2015","66 and older","Other degree","11","","",""
"No","2015","66 and older","no degree/no degree yet","","","",""
"Yes","2016","16-34 y.","lower secondary degree","2","","",""
"Yes","2016","16-34 y.","secondary school degree","2","","",""
"Yes","2016","16-34 y.","college entrance qualification","1","","",""
"Yes","2016","16-34 y.","Other degree","116","0.654867720555344","0.583191628172335","0.726543812938354"
"Yes","2016","16-34 y.","no degree/no degree yet","131","0.719507228534384","0.655119114391267","0.783895342677501"
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","212","0.794450771895907","0.745519233944953","0.84338230984686"
"Yes","2016","35-65 y.","no degree/no degree yet","185","0.9041611655255","0.864535748377147","0.943786582673852"
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","4","","",""
"Yes","2016","66 and older","no degree/no degree yet","14","","",""
"No","2016","16-34 y.","lower secondary degree","","","",""
"No","2016","16-34 y.","secondary school degree","","","",""
"No","2016","16-34 y.","college entrance qualification","","","",""
"No","2016","16-34 y.","Other degree","53","0.345132279444656","0.273456187061646","0.416808371827665"
"No","2016","16-34 y.","no degree/no degree yet","56","0.280492771465616","0.216104657322499","0.344880885608733"
"No","2016","35-65 y.","lower secondary degree","","","",""
"No","2016","35-65 y.","secondary school degree","","","",""
"No","2016","35-65 y.","college entrance qualification","","","",""
"No","2016","35-65 y.","Other degree","50","0.205549228104094","0.15661769015314","0.254480766055047"
"No","2016","35-65 y.","no degree/no degree yet","27","","",""
"No","2016","66 and older","lower secondary degree","","","",""
"No","2016","66 and older","secondary school degree","","","",""
"No","2016","66 and older","college entrance qualification","","","",""
"No","2016","66 and older","Other degree","","","",""
"No","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","144","0.958702785614954","0.927174181066317","0.990231390163592"
"Yes","2017","16-34 y.","secondary school degree","223","0.912613462090341","0.877179568213664","0.948047355967018"
"Yes","2017","16-34 y.","college entrance qualification","227","0.855175821839285","0.811811149063572","0.898540494614997"
"Yes","2017","16-34 y.","Other degree","134","0.898668234510774","0.852900190166195","0.944436278855354"
"Yes","2017","16-34 y.","no degree/no degree yet","157","0.896702864547674","0.854203406144188","0.93920232295116"
"Yes","2017","35-65 y.","lower secondary degree","1216","0.971369061127277","0.962193614607689","0.980544507646864"
"Yes","2017","35-65 y.","secondary school degree","1569","0.957516174556968","0.947775564476506","0.967256784637431"
"Yes","2017","35-65 y.","college entrance qualification","1010","0.938427485434149","0.924183443789568","0.952671527078729"
"Yes","2017","35-65 y.","Other degree","703","0.911604245795544","0.891618695440959","0.93158979615013"
"Yes","2017","35-65 y.","no degree/no degree yet","291","0.978252093503927","0.961882711154551","0.994621475853303"
"Yes","2017","66 and older","lower secondary degree","1356","0.960064483868881","0.949844072238731","0.97028489549903"
"Yes","2017","66 and older","secondary school degree","606","0.972193813415011","0.95927269693473","0.985114929895291"
"Yes","2017","66 and older","college entrance qualification","449","0.944585425663845","0.924053885807062","0.965116965520627"
"Yes","2017","66 and older","Other degree","196","0.949407885114873","0.919551944880967","0.979263825348779"
"Yes","2017","66 and older","no degree/no degree yet","57","0.945199822977743","0.887612715860187","1.0027869300953"
"No","2017","16-34 y.","lower secondary degree","9","","",""
"No","2017","16-34 y.","secondary school degree","21","","",""
"No","2017","16-34 y.","college entrance qualification","26","","",""
"No","2017","16-34 y.","Other degree","33","0.101331765489226","0.0555637211446464","0.147099809833805"
"No","2017","16-34 y.","no degree/no degree yet","40","0.103297135452326","0.0607976770488401","0.145796593855812"
"No","2017","35-65 y.","lower secondary degree","53","0.0286309388727235","0.0194554923531358","0.0378063853923112"
"No","2017","35-65 y.","secondary school degree","78","0.0424838254430316","0.0327432153625691","0.052224435523494"
"No","2017","35-65 y.","college entrance qualification","84","0.0615725145658514","0.0473284729212708","0.075816556210432"
"No","2017","35-65 y.","Other degree","72","0.0883957542044556","0.0684102038498703","0.108381304559041"
"No","2017","35-65 y.","no degree/no degree yet","14","","",""
"No","2017","66 and older","lower secondary degree","54","0.0399355161311193","0.02971510450097","0.0501559277612687"
"No","2017","66 and older","secondary school degree","16","","",""
"No","2017","66 and older","college entrance qualification","28","","",""
"No","2017","66 and older","Other degree","11","","",""
"No","2017","66 and older","no degree/no degree yet","3","","",""
"Yes","2018","16-34 y.","lower secondary degree","1","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","7","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","9","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","19","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","21","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","4","","",""
"No","2018","16-34 y.","lower secondary degree","4","","",""
"No","2018","16-34 y.","secondary school degree","","","",""
"No","2018","16-34 y.","college entrance qualification","","","",""
"No","2018","16-34 y.","Other degree","5","","",""
"No","2018","16-34 y.","no degree/no degree yet","7","","",""
"No","2018","35-65 y.","lower secondary degree","","","",""
"No","2018","35-65 y.","secondary school degree","","","",""
"No","2018","35-65 y.","college entrance qualification","","","",""
"No","2018","35-65 y.","Other degree","2","","",""
"No","2018","35-65 y.","no degree/no degree yet","2","","",""
"No","2018","66 and older","lower secondary degree","","","",""
"No","2018","66 and older","secondary school degree","","","",""
"No","2018","66 and older","college entrance qualification","","","",""
"No","2018","66 and older","Other degree","","","",""
"No","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","121","0.893170364223845","0.841818795291536","0.944521933156153"
"Yes","2019","16-34 y.","secondary school degree","181","0.931297093730047","0.896755198771665","0.96583898868843"
"Yes","2019","16-34 y.","college entrance qualification","293","0.906878333580035","0.875380977707045","0.938375689453025"
"Yes","2019","16-34 y.","Other degree","113","0.902373751720248","0.85609346141217","0.948654042028325"
"Yes","2019","16-34 y.","no degree/no degree yet","128","0.932284730844545","0.892209391587691","0.972360070101398"
"Yes","2019","35-65 y.","lower secondary degree","1066","0.958845686616257","0.947232618456286","0.970458754776227"
"Yes","2019","35-65 y.","secondary school degree","1623","0.928975846806247","0.916920489296027","0.941031204316467"
"Yes","2019","35-65 y.","college entrance qualification","1140","0.911582462449902","0.895761589983471","0.927403334916333"
"Yes","2019","35-65 y.","Other degree","712","0.940677940870112","0.924318802658099","0.957037079082125"
"Yes","2019","35-65 y.","no degree/no degree yet","359","0.942471314317035","0.919765676563406","0.965176952070664"
"Yes","2019","66 and older","lower secondary degree","1263","0.951279844624514","0.939692476382372","0.962867212866656"
"Yes","2019","66 and older","secondary school degree","701","0.959132008624104","0.944828584294351","0.973435432953858"
"Yes","2019","66 and older","college entrance qualification","532","0.965679094370233","0.950641108308282","0.980717080432184"
"Yes","2019","66 and older","Other degree","198","0.939831422340735","0.907436811173892","0.972226033507578"
"Yes","2019","66 and older","no degree/no degree yet","46","0.889463043934347","0.80423861027995","0.974687477588743"
"No","2019","16-34 y.","lower secondary degree","18","","",""
"No","2019","16-34 y.","secondary school degree","25","","",""
"No","2019","16-34 y.","college entrance qualification","34","0.0931216664199652","0.0616243105469753","0.124619022292955"
"No","2019","16-34 y.","Other degree","45","0.0976262482797522","0.0513459579716746","0.14390653858783"
"No","2019","16-34 y.","no degree/no degree yet","23","","",""
"No","2019","35-65 y.","lower secondary degree","58","0.0411543133837433","0.0295412452237725","0.052767381543714"
"No","2019","35-65 y.","secondary school degree","121","0.0710241531937529","0.0589687956835326","0.0830795107039733"
"No","2019","35-65 y.","college entrance qualification","97","0.088417537550098","0.0725966650836672","0.104238410016529"
"No","2019","35-65 y.","Other degree","89","0.0593220591298881","0.0429629209178751","0.0756811973419011"
"No","2019","35-65 y.","no degree/no degree yet","45","0.0575286856829651","0.0348230479293365","0.0802343234365936"
"No","2019","66 and older","lower secondary degree","63","0.048720155375486","0.0371327871333436","0.0603075236176284"
"No","2019","66 and older","secondary school degree","35","0.0408679913758957","0.0265645670461423","0.0551714157056491"
"No","2019","66 and older","college entrance qualification","31","0.0343209056297671","0.0192829195678161","0.0493588916917181"
"No","2019","66 and older","Other degree","9","","",""
"No","2019","66 and older","no degree/no degree yet","6","","",""
