"ple0162","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","Couple + C. LE and GT 16","","","","","1"
"No","2015","1-pers.-HH","121","0.0743438700951125","0.0617546887002909","0.0869330514899341","2"
"No","2015","(Married) couple without C. ","287","0.0899366178326081","0.0803046194185906","0.0995686162466256","2"
"No","2015","Single parent ","64","0.105004243725208","0.0831949743447237","0.126813513105693","2"
"No","2015","Couple + C. LE 16 ","162","0.13686698395856","0.118110931053544","0.155623036863577","2"
"No","2015","Couple + C. GT 16 ","109","0.177045584094889","0.151534477061608","0.202556691128171","2"
"No","2015","Couple + C. LE and GT 16","59","0.130122142198614","0.101149510110511","0.159094774286716","2"
"Yes","2015","1-pers.-HH","1547","0.925656129904888","0.913066948510066","0.938245311299709","1"
"Yes","2015","(Married) couple without C. ","3102","0.910063382167392","0.900431383753374","0.919695380581409","1"
"Yes","2015","Single parent ","695","0.894995756274792","0.873186486894307","0.916805025655276","1"
"Yes","2015","Couple + C. LE 16 ","1128","0.86313301604144","0.844376963136423","0.881889068946456","1"
"Yes","2015","Couple + C. GT 16 ","751","0.822954415905111","0.797443308871829","0.848465522938392","1"
"Yes","2015","Couple + C. LE and GT 16","459","0.869877857801386","0.840905225713284","0.898850489889488","1"
"No","2016","1-pers.-HH","34","0.243955610010738","0.174530196359967","0.313381023661508","2"
"No","2016","(Married) couple without C. ","10","","","","2"
"No","2016","Single parent ","10","","","","2"
"No","2016","Couple + C. LE 16 ","97","0.298905608482242","0.252448844660725","0.345362372303759","2"
"No","2016","Couple + C. GT 16 ","","","","","2"
"No","2016","Couple + C. LE and GT 16","19","","","","2"
"Yes","2016","1-pers.-HH","113","0.756044389989262","0.686618976338492","0.825469803640033","1"
"Yes","2016","(Married) couple without C. ","33","0.816525316802897","0.700837729488333","0.93221290411746","1"
"Yes","2016","Single parent ","97","0.885492819443853","0.825158407416961","0.945827231470745","1"
"Yes","2016","Couple + C. LE 16 ","276","0.701094391517758","0.65463762769624","0.747551155339275","1"
"Yes","2016","Couple + C. GT 16 ","18","","","","1"
"Yes","2016","Couple + C. LE and GT 16","99","0.880607266972312","0.822103050578761","0.939111483365864","1"
"No","2017","1-pers.-HH","90","0.0452834865564523","0.0356512149185948","0.0549157581943098","2"
"No","2017","(Married) couple without C. ","155","0.0448995055298385","0.0379377651590426","0.0518612459006345","2"
"No","2017","Couple + C. GT 16 ","61","0.0657599209639345","0.0499064199953336","0.0816134219325355","2"
"No","2017","Single parent ","51","0.0586905791422777","0.0419579614518069","0.0754231968327484","2"
"No","2017","Couple + C. LE 16 ","136","0.0965610996518829","0.0802590938842347","0.112863105419531","2"
"No","2017","Couple + C. LE and GT 16","39","0.0390343420669654","0.023379928842383","0.0546887552915478","2"
"Yes","2017","1-pers.-HH","1700","0.954716513443548","0.94508424180569","0.964348785081405","1"
"Yes","2017","(Married) couple without C. ","3244","0.955100494470161","0.948138754099366","0.962062234840957","1"
"Yes","2017","Single parent ","707","0.941309420857722","0.924576803167252","0.958042038548193","1"
"Yes","2017","Couple + C. LE 16 ","1125","0.903438900348117","0.887136894580469","0.919740906115765","1"
"Yes","2017","Couple + C. GT 16 ","878","0.934240079036065","0.918386578067464","0.950093580004666","1"
"Yes","2017","Couple + C. LE and GT 16","549","0.960965657933035","0.945311244708452","0.976620071157617","1"
"No","2018","1-pers.-HH","","","","","2"
"No","2018","(Married) couple without C. ","","","","","2"
"No","2018","Single parent ","2","","","","2"
"No","2018","Couple + C. LE 16 ","13","","","","2"
"No","2018","Couple + C. GT 16 ","","","","","2"
"No","2018","Couple + C. LE and GT 16","2","","","","2"
"Yes","2018","1-pers.-HH","1","","","","1"
"Yes","2018","(Married) couple without C. ","2","","","","1"
"Yes","2018","Single parent ","3","","","","1"
"Yes","2018","Couple + C. GT 16 ","5","","","","1"
"Yes","2018","Couple + C. LE 16 ","16","","","","1"
"Yes","2018","Couple + C. LE and GT 16","21","","","","1"
"No","2019","1-pers.-HH","121","0.0472660795228351","0.0379142721663556","0.0566178868793147","2"
"No","2019","(Married) couple without C. ","219","0.0584069965842119","0.0507314909111541","0.0660825022572696","2"
"No","2019","Single parent ","52","0.056847196091683","0.0403524473053287","0.0733419448780374","2"
"No","2019","Couple + C. LE 16 ","172","0.111504863364941","0.0945056182561868","0.128504108473696","2"
"No","2019","Couple + C. GT 16 ","57","0.0561595149305917","0.041176285748634","0.0711427441125495","2"
"No","2019","Couple + C. LE and GT 16","83","0.118043477650441","0.0939858026665611","0.14210115263432","2"
"Yes","2019","1-pers.-HH","1857","0.952733920477165","0.943382113120685","0.962085727833644","1"
"Yes","2019","(Married) couple without C. ","3367","0.941593003415788","0.93391749774273","0.949268509088846","1"
"Yes","2019","Single parent ","705","0.943152803908317","0.926658055121963","0.959647552694671","1"
"Yes","2019","Couple + C. GT 16 ","850","0.943840485069408","0.928857255887451","0.958823714251366","1"
"Yes","2019","Couple + C. LE 16 ","1145","0.888495136635059","0.871495891526304","0.905494381743813","1"
"Yes","2019","Couple + C. LE and GT 16","608","0.881956522349559","0.85789884736568","0.906014197333439","1"
