"ple0162","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2015","Couple + C. LE 16 ","Female","92","0.142791408369179","0.116855360484519","0.168727456253838","2"
"Yes","2015","Single parent ","Male","129","0.929928579144253","0.887492431641324","0.972364726647181","1"
"Yes","2015","Single parent ","Female","566","0.883321869275572","0.858051797872207","0.908591940678938","1"
"Yes","2015","Couple + C. LE 16 ","Male","521","0.869128462455398","0.841937853176768","0.896319071734029","1"
"Yes","2015","Couple + C. LE 16 ","Female","607","0.857208591630821","0.831272543746162","0.883144639515481","1"
"Yes","2015","Couple + C. GT 16 ","Male","358","0.774786075157779","0.734693072157102","0.814879078158455","1"
"Yes","2015","Couple + C. GT 16 ","Female","393","0.881896381912942","0.851843466463597","0.911949297362287","1"
"Yes","2015","Couple + C. LE and GT 16","Male","204","0.826242607287641","0.777901395982158","0.874583818593125","1"
"Yes","2015","Couple + C. LE and GT 16","Female","255","0.911390115442617","0.878222306789923","0.944557924095311","1"
"Yes","2015","1-pers.-HH","Female","1018","0.945640830693823","0.932118992744335","0.959162668643312","1"
"Yes","2015","(Married) couple without C. ","Male","1504","0.906230193523659","0.892117516974419","0.920342870072898","1"
"Yes","2015","(Married) couple without C. ","Female","1598","0.913765458424245","0.900613601830512","0.926917315017977","1"
"Yes","2015","1-pers.-HH","Male","529","0.892284587136356","0.867226376888168","0.917342797384544","1"
"No","2016","Couple + C. LE and GT 16","Female","7","","","","2"
"No","2016","Couple + C. GT 16 ","Male","","","","","2"
"No","2016","Couple + C. GT 16 ","Female","","","","","2"
"No","2016","Couple + C. LE and GT 16","Male","12","","","","2"
"No","2016","1-pers.-HH","Male","29","","","","2"
"No","2016","1-pers.-HH","Female","5","","","","2"
"No","2016","(Married) couple without C. ","Male","3","","","","2"
"No","2016","(Married) couple without C. ","Female","7","","","","2"
"No","2016","Single parent ","Male","1","","","","2"
"No","2016","Single parent ","Female","9","","","","2"
"No","2016","Couple + C. LE 16 ","Male","34","0.198102694280098","0.141429739165468","0.254775649394729","2"
"No","2016","Couple + C. LE 16 ","Female","63","0.392655208444824","0.321902041611142","0.463408375278506","2"
"Yes","2016","Single parent ","Male","17","","","","1"
"Yes","2016","Single parent ","Female","80","0.882040865855005","0.81502722263149","0.949054509078521","1"
"Yes","2016","Couple + C. LE 16 ","Male","156","0.801897305719902","0.745224350605271","0.858570260834532","1"
"Yes","2016","Couple + C. LE 16 ","Female","120","0.607344791555176","0.536591624721494","0.678097958388858","1"
"Yes","2016","1-pers.-HH","Male","99","0.767359784966808","0.694164177542845","0.840555392390772","1"
"Yes","2016","1-pers.-HH","Female","14","","","","1"
"Yes","2016","(Married) couple without C. ","Male","14","","","","1"
"Yes","2016","(Married) couple without C. ","Female","19","","","","1"
"Yes","2016","Couple + C. GT 16 ","Male","9","","","","1"
"Yes","2016","Couple + C. GT 16 ","Female","9","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Male","46","0.852199516170104","0.760863374062128","0.943535658278081","1"
"Yes","2016","Couple + C. LE and GT 16","Female","53","0.910480334728033","0.838242124787584","0.982718544668483","1"
"No","2017","Couple + C. GT 16 ","Male","33","0.0664989783865627","0.0435805385408273","0.0894174182322981","2"
"No","2017","Couple + C. GT 16 ","Female","28","","","","2"
"No","2017","Couple + C. LE and GT 16","Male","18","","","","2"
"No","2017","Couple + C. LE and GT 16","Female","21","","","","2"
"No","2017","1-pers.-HH","Male","42","0.0501747576505698","0.0340143029074611","0.0663352123936785","2"
"No","2017","1-pers.-HH","Female","48","0.0422007087245313","0.0302599677045711","0.0541414497444915","2"
"No","2017","(Married) couple without C. ","Male","75","0.0404343340329703","0.0309473007949269","0.0499213672710136","2"
"No","2017","(Married) couple without C. ","Female","80","0.0492135183465304","0.039058444080148","0.0593685926129128","2"
"No","2017","Single parent ","Male","6","","","","2"
"No","2017","Single parent ","Female","45","0.0582774156588511","0.0398669601529098","0.0766878711647923","2"
"No","2017","Couple + C. LE 16 ","Male","55","0.0856811127015102","0.0622255518261847","0.109136673576836","2"
"No","2017","Couple + C. LE 16 ","Female","81","0.106136866241216","0.0835441926265521","0.12872953985588","2"
"Yes","2017","Single parent ","Male","130","0.939848987304746","0.899888649813577","0.979809324795916","1"
"Yes","2017","Single parent ","Female","577","0.941722584341149","0.923312128835208","0.96013303984709","1"
"Yes","2017","Couple + C. LE 16 ","Male","492","0.91431888729849","0.890863326423164","0.937774448173815","1"
"Yes","2017","Couple + C. LE 16 ","Female","633","0.893863133758784","0.87127046014412","0.916455807373448","1"
"Yes","2017","Couple + C. GT 16 ","Female","457","0.935032799370987","0.913097795197299","0.956967803544674","1"
"Yes","2017","Couple + C. GT 16 ","Male","421","0.933501021613437","0.910582581767702","0.956419461459173","1"
"Yes","2017","Couple + C. LE and GT 16","Male","251","0.980143903297779","0.963472820361386","0.996814986234171","1"
"Yes","2017","Couple + C. LE and GT 16","Female","298","0.943044119793459","0.917611679173886","0.968476560413031","1"
"Yes","2017","1-pers.-HH","Male","659","0.94982524234943","0.933664787606322","0.965985697092539","1"
"Yes","2017","1-pers.-HH","Female","1041","0.957799291275469","0.945858550255508","0.969740032295429","1"
"Yes","2017","(Married) couple without C. ","Male","1581","0.95956566596703","0.950078632728986","0.969052699205073","1"
"Yes","2017","(Married) couple without C. ","Female","1663","0.95078648165347","0.940631407387087","0.960941555919852","1"
"No","2018","1-pers.-HH","Male","","","","","2"
"No","2018","1-pers.-HH","Female","","","","","2"
"No","2018","(Married) couple without C. ","Male","","","","","2"
"No","2018","(Married) couple without C. ","Female","","","","","2"
"No","2018","Single parent ","Male","1","","","","2"
"No","2018","Single parent ","Female","1","","","","2"
"No","2018","Couple + C. LE 16 ","Male","1","","","","2"
"No","2018","Couple + C. LE 16 ","Female","12","","","","2"
"No","2018","Couple + C. GT 16 ","Male","","","","","2"
"No","2018","Couple + C. GT 16 ","Female","","","","","2"
"No","2018","Couple + C. LE and GT 16","Male","2","","","","2"
"No","2018","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","2018","Single parent ","Male","1","","","","1"
"Yes","2018","Single parent ","Female","2","","","","1"
"Yes","2018","Couple + C. LE 16 ","Male","7","","","","1"
"Yes","2018","Couple + C. LE 16 ","Female","9","","","","1"
"Yes","2018","Couple + C. GT 16 ","Female","1","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Female","9","","","","1"
"Yes","2018","1-pers.-HH","Female","1","","","","1"
"Yes","2018","Couple + C. GT 16 ","Male","4","","","","1"
"Yes","2018","1-pers.-HH","Male","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Male","12","","","","1"
"Yes","2018","(Married) couple without C. ","Male","1","","","","1"
"Yes","2018","(Married) couple without C. ","Female","1","","","","1"
"No","2019","1-pers.-HH","Male","56","0.0448185521953543","0.0305078096306686","0.0591292947600399","2"
"No","2019","1-pers.-HH","Female","65","0.0488720513024689","0.0365286729602178","0.06121542964472","2"
"No","2019","(Married) couple without C. ","Male","95","0.05303575671275","0.0425209437815732","0.0635505696439268","2"
"No","2019","(Married) couple without C. ","Female","124","0.0633996227194136","0.0522684301090443","0.0745308153297829","2"
"No","2019","Single parent ","Male","11","","","","2"
"No","2019","Single parent ","Female","41","0.0521107331391859","0.0341924355533536","0.0700290307250181","2"
"No","2019","Couple + C. LE 16 ","Male","76","0.104566725274356","0.0802641211315547","0.128869329417157","2"
"No","2019","Couple + C. LE 16 ","Female","96","0.116924923654126","0.0932557103518407","0.140594136956411","2"
"No","2019","Couple + C. GT 16 ","Male","20","","","","2"
"No","2019","Couple + C. GT 16 ","Female","37","0.0775822295636067","0.0532152020225295","0.101949257104684","2"
"No","2019","Couple + C. LE and GT 16","Male","38","0.118270362907846","0.0831618774710469","0.153378848344645","2"
"No","2019","Couple + C. LE and GT 16","Female","45","0.11783073310388","0.0848004116698841","0.150861054537877","2"
"Yes","2019","Single parent ","Male","154","0.931680493382558","0.893184814675449","0.970176172089666","1"
"Yes","2019","Single parent ","Female","550","0.947889266860814","0.929970969274982","0.965807564446646","1"
"Yes","2019","Couple + C. LE 16 ","Male","533","0.895433274725644","0.871130670582843","0.919735878868445","1"
"Yes","2019","Couple + C. LE 16 ","Female","612","0.883075076345874","0.859405863043589","0.906744289648159","1"
"Yes","2019","Couple + C. LE and GT 16","Female","321","0.88216926689612","0.849138945462123","0.915199588330116","1"
"Yes","2019","Couple + C. GT 16 ","Female","426","0.922417770436393","0.898050742895316","0.94678479797747","1"
"Yes","2019","Couple + C. LE and GT 16","Male","287","0.881729637092154","0.846621151655355","0.916838122528953","1"
"Yes","2019","1-pers.-HH","Male","747","0.955181447804646","0.94087070523996","0.969492190369331","1"
"Yes","2019","1-pers.-HH","Female","1107","0.951127948697531","0.93878457035528","0.963471327039782","1"
"Yes","2019","(Married) couple without C. ","Female","1717","0.936600377280586","0.925469184670217","0.947731569890956","1"
"Yes","2019","Couple + C. GT 16 ","Male","424","0.96344627511993","0.945990619050837","0.980901931189024","1"
"Yes","2019","(Married) couple without C. ","Male","1650","0.94696424328725","0.936449430356073","0.957479056218427","1"
