"ple0162","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Couple + C. LE and GT 16","no migration background","354","0.960613005484587","0.940846619421927","0.980379391547247","1"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","157","0.866357008343581","0.815356843859895","0.917357172827268","1"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","26","","","","1"
"No","2014","1-pers.-HH","direct migration background","","","","","2"
"No","2014","1-pers.-HH","no migration background","","","","","2"
"No","2014","(Married) couple without C. ","no migration background","","","","","2"
"No","2014","(Married) couple without C. ","direct migration background","","","","","2"
"No","2014","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2014","1-pers.-HH","indirect migration background","","","","","2"
"No","2014","Single parent ","direct migration background","","","","","2"
"No","2014","Single parent ","indirect migration background","","","","","2"
"No","2014","Single parent ","no migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2014","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2014","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2014","1-pers.-HH","no migration background","","","","","1"
"Yes","2014","1-pers.-HH","direct migration background","","","","","1"
"Yes","2014","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2014","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2014","Single parent ","no migration background","","","","","1"
"Yes","2014","Single parent ","direct migration background","","","","","1"
"Yes","2014","Single parent ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2015","1-pers.-HH","no migration background","99","0.0696816845156762","0.0565585055777192","0.0828048634536333","2"
"No","2015","(Married) couple without C. ","direct migration background","41","0.0881942331685241","0.0617275171310788","0.114660949205969","2"
"No","2015","(Married) couple without C. ","no migration background","243","0.0900389940315061","0.0796426865947566","0.100435301468256","2"
"No","2015","1-pers.-HH","direct migration background","19","","","","2"
"No","2015","1-pers.-HH","indirect migration background","3","","","","2"
"No","2015","(Married) couple without C. ","indirect migration background","3","","","","2"
"No","2015","Single parent ","no migration background","53","0.10000743212154","0.0760618701116586","0.123952994131422","2"
"No","2015","Single parent ","direct migration background","5","","","","2"
"No","2015","Single parent ","indirect migration background","6","","","","2"
"No","2015","Couple + C. LE 16 ","no migration background","114","0.133965561447132","0.111279802634448","0.156651320259815","2"
"No","2015","Couple + C. LE 16 ","direct migration background","34","0.111251200503818","0.0765817932678716","0.145920607739764","2"
"No","2015","Couple + C. LE 16 ","indirect migration background","14","","","","2"
"No","2015","Couple + C. GT 16 ","no migration background","91","0.178496664842887","0.148944591761185","0.208048737924589","2"
"No","2015","Couple + C. GT 16 ","direct migration background","11","","","","2"
"No","2015","Couple + C. GT 16 ","indirect migration background","7","","","","2"
"No","2015","Couple + C. LE and GT 16","no migration background","38","0.129993399409647","0.0944555785356665","0.165531220283628","2"
"No","2015","Couple + C. LE and GT 16","direct migration background","15","","","","2"
"No","2015","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"Yes","2015","1-pers.-HH","no migration background","1347","0.930318315484324","0.917195136546367","0.943441494422281","1"
"Yes","2015","1-pers.-HH","direct migration background","160","0.870441050743861","0.821245597472678","0.919636504015044","1"
"Yes","2015","1-pers.-HH","indirect migration background","40","0.964010773982885","0.908338230840321","1.01968331712545","1"
"Yes","2015","(Married) couple without C. ","no migration background","2669","0.909961005968494","0.899564698531744","0.920357313405243","1"
"Yes","2015","(Married) couple without C. ","direct migration background","400","0.911805766831476","0.885339050794031","0.938272482868921","1"
"Yes","2015","(Married) couple without C. ","indirect migration background","33","0.896330918635087","0.796754694409746","0.995907142860427","1"
"Yes","2015","Single parent ","no migration background","550","0.89999256787846","0.876047005868578","0.923938129888341","1"
"Yes","2015","Single parent ","direct migration background","107","0.843408350153419","0.776104125144744","0.910712575162093","1"
"Yes","2015","Single parent ","indirect migration background","38","0.946250789805854","0.879614482282579","1.01288709732913","1"
"Yes","2015","Couple + C. LE 16 ","no migration background","752","0.866034438552868","0.843348679740185","0.888720197365552","1"
"Yes","2015","Couple + C. GT 16 ","no migration background","554","0.821503335157113","0.791951262075411","0.851055408238814","1"
"Yes","2015","Couple + C. GT 16 ","direct migration background","162","0.852606140118438","0.799781206074483","0.905431074162392","1"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","124","0.878375307056471","0.824038811071352","0.93271180304159","1"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","29","","","","1"
"Yes","2015","Couple + C. LE 16 ","direct migration background","282","0.888748799496182","0.854079392260236","0.923418206732128","1"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","94","0.76185098374381","0.681517680433285","0.842184287054336","1"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","35","0.734150983546894","0.600542613069781","0.867759354024008","1"
"Yes","2015","Couple + C. LE and GT 16","no migration background","306","0.870006600590353","0.834468779716372","0.905544421464333","1"
"No","2016","1-pers.-HH","indirect migration background","","","","","2"
"No","2016","(Married) couple without C. ","no migration background","","","","","2"
"No","2016","Single parent ","no migration background","","","","","2"
"No","2016","Single parent ","direct migration background","10","","","","2"
"No","2016","1-pers.-HH","no migration background","","","","","2"
"No","2016","1-pers.-HH","direct migration background","34","0.243955610010738","0.174530196359967","0.313381023661508","2"
"No","2016","(Married) couple without C. ","direct migration background","10","","","","2"
"No","2016","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2016","Single parent ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2016","Couple + C. LE 16 ","direct migration background","97","0.298905608482242","0.252448844660725","0.345362372303759","2"
"No","2016","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2016","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2016","Couple + C. LE and GT 16","direct migration background","19","","","","2"
"No","2016","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2016","1-pers.-HH","no migration background","","","","","1"
"Yes","2016","1-pers.-HH","direct migration background","113","0.756044389989262","0.686618976338492","0.825469803640033","1"
"Yes","2016","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2016","(Married) couple without C. ","direct migration background","33","0.816525316802897","0.700837729488333","0.93221290411746","1"
"Yes","2016","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2016","Single parent ","no migration background","","","","","1"
"Yes","2016","Single parent ","direct migration background","97","0.885492819443853","0.825158407416961","0.945827231470745","1"
"Yes","2016","Single parent ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2016","Couple + C. LE 16 ","direct migration background","276","0.701094391517758","0.65463762769624","0.747551155339275","1"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","99","0.880607266972312","0.822103050578761","0.939111483365864","1"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2016","Couple + C. GT 16 ","direct migration background","18","","","","1"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2017","1-pers.-HH","no migration background","65","0.043956570889189","0.0334877581688005","0.0544253836095776","2"
"No","2017","1-pers.-HH","direct migration background","23","","","","2"
"No","2017","1-pers.-HH","indirect migration background","2","","","","2"
"No","2017","(Married) couple without C. ","no migration background","122","0.0400215554018476","0.0329060372029012","0.0471370736007941","2"
"No","2017","(Married) couple without C. ","direct migration background","27","","","","2"
"No","2017","(Married) couple without C. ","indirect migration background","6","","","","2"
"No","2017","Single parent ","no migration background","29","","","","2"
"No","2017","Single parent ","direct migration background","18","","","","2"
"No","2017","Single parent ","indirect migration background","4","","","","2"
"No","2017","Couple + C. LE 16 ","no migration background","67","0.0922859945590082","0.0715997532082202","0.112972235909796","2"
"No","2017","Couple + C. LE 16 ","direct migration background","62","0.123103875893275","0.0911840271254559","0.155023724661095","2"
"No","2017","Couple + C. LE 16 ","indirect migration background","7","","","","2"
"No","2017","Couple + C. GT 16 ","no migration background","40","0.0478042042924673","0.0320553230125156","0.063553085572419","2"
"No","2017","Couple + C. GT 16 ","direct migration background","17","","","","2"
"No","2017","Couple + C. GT 16 ","indirect migration background","4","","","","2"
"No","2017","Couple + C. LE and GT 16","no migration background","17","","","","2"
"No","2017","Couple + C. LE and GT 16","direct migration background","17","","","","2"
"No","2017","Couple + C. LE and GT 16","indirect migration background","5","","","","2"
"Yes","2017","1-pers.-HH","no migration background","1408","0.956043429110811","0.945574616390422","0.9665122418312","1"
"Yes","2017","1-pers.-HH","direct migration background","242","0.941643616359814","0.913420002436428","0.9698672302832","1"
"Yes","2017","1-pers.-HH","indirect migration background","50","0.959568566995373","0.906032804462575","1.01310432952817","1"
"Yes","2017","(Married) couple without C. ","no migration background","2793","0.959978444598152","0.952862926399206","0.967093962797099","1"
"Yes","2017","(Married) couple without C. ","direct migration background","400","0.927959253439474","0.903435456620807","0.952483050258141","1"
"Yes","2017","(Married) couple without C. ","indirect migration background","51","0.920481849396651","0.850247200899691","0.990716497893611","1"
"Yes","2017","Single parent ","no migration background","552","0.957631255500951","0.941252459325604","0.974010051676298","1"
"Yes","2017","Single parent ","direct migration background","108","0.896589275759659","0.84342224848865","0.949756303030668","1"
"Yes","2017","Single parent ","indirect migration background","47","0.841152165674417","0.740831377448444","0.941472953900391","1"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","95","0.918204466819981","0.865020282909271","0.97138865073069","1"
"Yes","2017","Couple + C. LE 16 ","no migration background","685","0.907714005440992","0.887027764090204","0.92840024679178","1"
"Yes","2017","Couple + C. LE 16 ","direct migration background","345","0.876896124106725","0.844976275338905","0.908815972874544","1"
"Yes","2017","Couple + C. LE and GT 16","no migration background","330","0.959761733984261","0.939084868729763","0.980438599238759","1"
"Yes","2017","Couple + C. GT 16 ","no migration background","665","0.952195795707533","0.936446914427581","0.967944676987484","1"
"Yes","2017","Couple + C. GT 16 ","direct migration background","179","0.883294769045648","0.838345974846493","0.928243563244803","1"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","34","0.888547669026789","0.788492106804714","0.988603231248864","1"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","34","0.948563465396728","0.879239270431116","1.01788766036234","1"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","185","0.966269344238617","0.94137309636946","0.991165592107774","1"
"No","2018","1-pers.-HH","no migration background","","","","","2"
"No","2018","1-pers.-HH","direct migration background","","","","","2"
"No","2018","1-pers.-HH","indirect migration background","","","","","2"
"No","2018","(Married) couple without C. ","no migration background","","","","","2"
"No","2018","(Married) couple without C. ","direct migration background","","","","","2"
"No","2018","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2018","Single parent ","no migration background","","","","","2"
"No","2018","Single parent ","direct migration background","2","","","","2"
"No","2018","Single parent ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","no migration background","","","","","2"
"No","2018","Couple + C. LE 16 ","direct migration background","13","","","","2"
"No","2018","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2018","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2018","Couple + C. LE and GT 16","direct migration background","2","","","","2"
"No","2018","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Yes","2018","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2018","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2018","1-pers.-HH","no migration background","","","","","1"
"Yes","2018","1-pers.-HH","direct migration background","1","","","","1"
"Yes","2018","(Married) couple without C. ","direct migration background","2","","","","1"
"Yes","2018","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2018","Single parent ","no migration background","","","","","1"
"Yes","2018","Single parent ","direct migration background","3","","","","1"
"Yes","2018","Single parent ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2018","Couple + C. LE 16 ","direct migration background","16","","","","1"
"Yes","2018","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2018","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2018","Couple + C. GT 16 ","direct migration background","5","","","","1"
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","direct migration background","21","","","","1"
"No","2019","1-pers.-HH","no migration background","88","0.047632245624356","0.037339813549822","0.05792467769889","2"
"No","2019","1-pers.-HH","direct migration background","29","","","","2"
"No","2019","1-pers.-HH","indirect migration background","4","","","","2"
"No","2019","(Married) couple without C. ","no migration background","177","0.0522858758259846","0.0444886982098415","0.0600830534421277","2"
"No","2019","(Married) couple without C. ","direct migration background","35","0.0834088430788235","0.0560721676747579","0.110745518482889","2"
"No","2019","(Married) couple without C. ","indirect migration background","7","","","","2"
"No","2019","Single parent ","no migration background","35","0.0525885802468061","0.0337796329659893","0.0713975275276229","2"
"No","2019","Single parent ","direct migration background","17","","","","2"
"No","2019","Single parent ","indirect migration background","","","","","2"
"No","2019","Couple + C. LE 16 ","no migration background","66","0.0976883530402827","0.0760622392685887","0.119314466811977","2"
"No","2019","Couple + C. LE 16 ","direct migration background","95","0.156306635037884","0.124571151326599","0.188042118749169","2"
"No","2019","Couple + C. LE 16 ","indirect migration background","11","","","","2"
"No","2019","Couple + C. GT 16 ","no migration background","38","0.0534309908950005","0.0365154472983115","0.0703465344916896","2"
"No","2019","Couple + C. GT 16 ","direct migration background","14","","","","2"
"No","2019","Couple + C. GT 16 ","indirect migration background","5","","","","2"
"No","2019","Couple + C. LE and GT 16","no migration background","39","0.135181854881219","0.0993097405782884","0.17105396918415","2"
"No","2019","Couple + C. LE and GT 16","direct migration background","39","0.100221053326843","0.0657778083704399","0.134664298283246","2"
"No","2019","Couple + C. LE and GT 16","indirect migration background","5","","","","2"
"Yes","2019","1-pers.-HH","indirect migration background","61","0.98363512553166","0.952791546550555","1.01447870451276","1"
"Yes","2019","(Married) couple without C. ","no migration background","2954","0.947714124174015","0.939916946557872","0.955511301790159","1"
"Yes","2019","Single parent ","no migration background","506","0.947411419753194","0.928602472472377","0.966220367034011","1"
"Yes","2019","Single parent ","direct migration background","148","0.89539905108383","0.848702775215685","0.942095326951975","1"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","79","0.88331284617984","0.816985040012174","0.949640652347505","1"
"Yes","2019","1-pers.-HH","no migration background","1557","0.952367754375644","0.94207532230111","0.962660186450178","1"
"Yes","2019","1-pers.-HH","direct migration background","239","0.946894733357544","0.920047450318564","0.973742016396525","1"
"Yes","2019","(Married) couple without C. ","direct migration background","358","0.916591156921176","0.889254481517111","0.943927832325242","1"
"Yes","2019","(Married) couple without C. ","indirect migration background","55","0.765079118773672","0.659551477405994","0.87060676014135","1"
"Yes","2019","Single parent ","indirect migration background","51","1","1","1","1"
"Yes","2019","Couple + C. LE 16 ","no migration background","658","0.902311646959717","0.880685533188023","0.923937760731411","1"
"Yes","2019","Couple + C. LE 16 ","direct migration background","408","0.843693364962116","0.811957881250831","0.875428848673401","1"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","41","0.853247280820703","0.750988712006639","0.955505849634767","1"
"Yes","2019","Couple + C. LE and GT 16","no migration background","310","0.864818145118781","0.82894603081585","0.900690259421712","1"
"Yes","2019","Couple + C. GT 16 ","no migration background","641","0.946569009104999","0.92965346550831","0.963484552701688","1"
"Yes","2019","Couple + C. GT 16 ","direct migration background","168","0.958585173247068","0.929638032339254","0.987532314154881","1"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","45","0.915885292619545","0.838951064541937","0.992819520697154","1"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","253","0.899778946673157","0.865335701716754","0.93422219162956","1"
