"ple0162","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Employed","vocational + Abi","316","0.910551816633502","0.880524159479752","0.940579473787253","1"
"Yes","2012","Employed","higher vocational","293","0.944312651953255","0.918785438111516","0.969839865794993","1"
"Yes","2012","Employed","higher education","841","0.923532753971782","0.906388795085532","0.940676712858032","1"
"No","2013","Not Employed","in school","2","","","","2"
"No","2013","Not Employed","inadequately","9","","","","2"
"No","2013","Not Employed","vocational + Abi","11","","","","2"
"No","2013","Not Employed","higher vocational","10","","","","2"
"No","2013","Employed","inadequately","4","","","","2"
"No","2013","Employed","general elemantary","32","0.102061172643887","0.0687884619740947","0.135333883313679","2"
"No","2013","Employed","middle vocational","159","0.0830795908320495","0.0710672648314225","0.0950919168326765","2"
"No","2013","Employed","vocational + Abi","18","","","","2"
"No","2013","Employed","higher vocational","28","","","","2"
"No","2013","Employed","higher education","84","0.0775094515033928","0.0591962432317271","0.0958226597750585","2"
"No","2013","Not Employed","general elemantary","54","0.0340175376468956","0.0228269244947104","0.0452081507990809","2"
"No","2013","Not Employed","middle vocational","117","0.0408344039074681","0.0333402666900139","0.0483285411249223","2"
"No","2013","Not Employed","higher education","43","0.0375936279815592","0.024412898033668","0.0507743579294504","2"
"No","2013","Employed","in school","","","","","2"
"Yes","2013","Not Employed","in school","46","0.994923345662696","0.974818021483747","1.01502866984165","1"
"Yes","2013","Not Employed","inadequately","196","0.941414344496786","0.909266103673904","0.973562585319669","1"
"Yes","2013","Not Employed","general elemantary","954","0.965982462353104","0.954791849200919","0.97717307550529","1"
"Yes","2013","Not Employed","middle vocational","2562","0.959165596092532","0.951671458875078","0.966659733309986","1"
"Yes","2013","Not Employed","vocational + Abi","255","0.977017487736089","0.959009831493212","0.995025143978967","1"
"Yes","2013","Not Employed","higher vocational","272","0.977789119810125","0.960589097042198","0.994989142578053","1"
"Yes","2013","Not Employed","higher education","757","0.962406372018441","0.949225642070549","0.975587101966332","1"
"Yes","2013","Employed","in school","11","","","","1"
"Yes","2013","Employed","inadequately","48","0.945928873609474","0.884459559294872","1.00739818792408","1"
"Yes","2013","Employed","general elemantary","286","0.897938827356113","0.864666116686321","0.931211538025905","1"
"Yes","2013","Employed","middle vocational","1869","0.91692040916795","0.904908083167324","0.928932735168577","1"
"Yes","2013","Employed","vocational + Abi","279","0.937512665011833","0.909985946644346","0.965039383379319","1"
"Yes","2013","Employed","higher vocational","272","0.921294700888226","0.890823558461739","0.951765843314712","1"
"Yes","2013","Employed","higher education","735","0.922490548496607","0.904177340224941","0.940803756768273","1"
"No","2014","Not Employed","in school","","","","","2"
"No","2014","Not Employed","vocational + Abi","","","","","2"
"No","2014","Not Employed","inadequately","","","","","2"
"No","2014","Not Employed","higher vocational","","","","","2"
"No","2014","Not Employed","general elemantary","","","","","2"
"No","2014","Not Employed","middle vocational","","","","","2"
"No","2014","Not Employed","higher education","","","","","2"
"No","2014","Employed","in school","","","","","2"
"No","2014","Employed","inadequately","","","","","2"
"No","2014","Employed","general elemantary","","","","","2"
"No","2014","Employed","middle vocational","","","","","2"
"No","2014","Employed","vocational + Abi","","","","","2"
"No","2014","Employed","higher vocational","","","","","2"
"No","2014","Employed","higher education","","","","","2"
"Yes","2014","Not Employed","in school","","","","","1"
"Yes","2014","Not Employed","inadequately","","","","","1"
"Yes","2014","Not Employed","general elemantary","","","","","1"
"Yes","2014","Not Employed","middle vocational","","","","","1"
"Yes","2014","Not Employed","vocational + Abi","","","","","1"
"Yes","2014","Not Employed","higher vocational","","","","","1"
"Yes","2014","Not Employed","higher education","","","","","1"
"Yes","2014","Employed","in school","","","","","1"
"Yes","2014","Employed","inadequately","","","","","1"
"Yes","2014","Employed","general elemantary","","","","","1"
"Yes","2014","Employed","middle vocational","","","","","1"
"Yes","2014","Employed","vocational + Abi","","","","","1"
"Yes","2014","Employed","higher vocational","","","","","1"
"Yes","2014","Employed","higher education","","","","","1"
"No","2015","Not Employed","in school","12","","","","2"
"No","2015","Not Employed","inadequately","11","","","","2"
"No","2015","Not Employed","vocational + Abi","15","","","","2"
"No","2015","Not Employed","higher vocational","11","","","","2"
"No","2015","Not Employed","higher education","54","0.0561624937160204","0.0394149319618896","0.0729100554701512","2"
"No","2015","Employed","in school","1","","","","2"
"No","2015","Employed","inadequately","6","","","","2"
"No","2015","Employed","general elemantary","35","0.103617926650557","0.0717349718812306","0.135500881419884","2"
"No","2015","Employed","middle vocational","270","0.152751351059104","0.137455748287521","0.168046953830686","2"
"No","2015","Employed","vocational + Abi","36","0.148984729997668","0.11119180922534","0.186777650769997","2"
"No","2015","Employed","higher vocational","39","0.185847221060616","0.142264095908764","0.229430346212469","2"
"No","2015","Employed","higher education","129","0.149494542095742","0.12589522067106","0.173093863520424","2"
"No","2015","Not Employed","general elemantary","35","0.0578251342058289","0.0412305881484487","0.074419680263209","2"
"No","2015","Not Employed","middle vocational","148","0.0587264649132397","0.0493221564733397","0.0681307733531397","2"
"Yes","2015","Employed","middle vocational","1855","0.847248648940897","0.831953046169314","0.862544251712479","1"
"Yes","2015","Employed","vocational + Abi","305","0.851015270002332","0.813222349230003","0.88880819077466","1"
"Yes","2015","Not Employed","in school","31","0.569066803666803","0.421053598054116","0.71708000927949","1"
"Yes","2015","Not Employed","inadequately","146","0.948514915702304","0.913947965718332","0.983081865686276","1"
"Yes","2015","Not Employed","general elemantary","725","0.942174865794171","0.925580319736791","0.958769411851551","1"
"Yes","2015","Not Employed","middle vocational","2253","0.94127353508676","0.93186922664686","0.95067784352666","1"
"Yes","2015","Not Employed","vocational + Abi","182","0.945444935692588","0.913730964022968","0.977158907362208","1"
"Yes","2015","Not Employed","higher vocational","243","0.967202053106987","0.945298570776678","0.989105535437296","1"
"Yes","2015","Not Employed","higher education","672","0.94383750628398","0.927089944529849","0.96058506803811","1"
"Yes","2015","Employed","in school","7","","","","1"
"Yes","2015","Employed","inadequately","50","0.950587690276797","0.893824375598561","1.00735100495503","1"
"Yes","2015","Employed","general elemantary","316","0.896382073349443","0.864499118580117","0.928265028118769","1"
"Yes","2015","Employed","higher vocational","267","0.814152778939384","0.770569653787531","0.857735904091236","1"
"Yes","2015","Employed","higher education","748","0.850505457904258","0.826906136479576","0.87410477932894","1"
"No","2016","Not Employed","in school","1","","","","2"
"No","2016","Not Employed","inadequately","82","0.202447992181805","0.163313759514105","0.241582224849505","2"
"No","2016","Not Employed","vocational + Abi","6","","","","2"
"No","2016","Not Employed","higher vocational","","","","","2"
"No","2016","Not Employed","higher education","31","0.381577713826303","0.291612804520535","0.47154262313207","2"
"No","2016","Employed","in school","","","","","2"
"No","2016","Employed","inadequately","","","","","2"
"No","2016","Employed","general elemantary","","","","","2"
"No","2016","Employed","middle vocational","","","","","2"
"No","2016","Employed","vocational + Abi","","","","","2"
"No","2016","Employed","higher vocational","","","","","2"
"No","2016","Employed","higher education","","","","","2"
"No","2016","Not Employed","general elemantary","41","0.205462887644709","0.143999310181002","0.266926465108416","2"
"No","2016","Not Employed","middle vocational","24","","","","2"
"Yes","2016","Employed","middle vocational","","","","","1"
"Yes","2016","Employed","vocational + Abi","","","","","1"
"Yes","2016","Not Employed","in school","3","","","","1"
"Yes","2016","Not Employed","inadequately","323","0.797552007818195","0.758417775150494","0.836686240485895","1"
"Yes","2016","Not Employed","general elemantary","125","0.794537112355291","0.733073534891584","0.856000689818998","1"
"Yes","2016","Not Employed","middle vocational","119","0.78769351844686","0.720667976420215","0.854719060473505","1"
"Yes","2016","Not Employed","vocational + Abi","16","","","","1"
"Yes","2016","Not Employed","higher vocational","","","","","1"
"Yes","2016","Not Employed","higher education","81","0.618422286173697","0.528457376867929","0.708387195479465","1"
"Yes","2016","Employed","in school","","","","","1"
"Yes","2016","Employed","inadequately","","","","","1"
"Yes","2016","Employed","general elemantary","","","","","1"
"Yes","2016","Employed","higher vocational","","","","","1"
"Yes","2016","Employed","higher education","","","","","1"
"No","2017","Not Employed","in school","4","","","","2"
"No","2017","Not Employed","inadequately","45","0.0422489972515173","0.0228487361163348","0.0616492583866999","2"
"No","2017","Not Employed","general elemantary","40","0.0315560157665015","0.0193347791367658","0.0437772523962373","2"
"No","2017","Not Employed","middle vocational","75","0.0297706733278415","0.0227544619810651","0.0367868846746178","2"
"No","2017","Not Employed","vocational + Abi","9","","","","2"
"No","2017","Not Employed","higher vocational","7","","","","2"
"No","2017","Not Employed","higher education","60","0.0575108335907331","0.0411931792498023","0.0738284879316639","2"
"No","2017","Employed","in school","4","","","","2"
"No","2017","Employed","inadequately","1","","","","2"
"No","2017","Employed","general elemantary","38","0.108575905265393","0.0775802000159519","0.139571610514835","2"
"No","2017","Employed","middle vocational","137","0.0528617807931785","0.0434036255817281","0.062319936004629","2"
"No","2017","Employed","vocational + Abi","28","","","","2"
"No","2017","Employed","higher vocational","16","","","","2"
"No","2017","Employed","higher education","85","0.0946586378395378","0.0756801633855078","0.113637112293568","2"
"Yes","2017","Not Employed","in school","38","0.920921782467114","0.839308047323137","1.00253551761109","1"
"Yes","2017","Not Employed","inadequately","368","0.957751002748483","0.9383507416133","0.977151263883665","1"
"Yes","2017","Not Employed","general elemantary","746","0.968443984233499","0.956222747603763","0.980665220863234","1"
"Yes","2017","Not Employed","middle vocational","2179","0.970229326672159","0.963213115325382","0.977245538018935","1"
"Yes","2017","Not Employed","vocational + Abi","169","0.948547613946093","0.916093450607209","0.981001777284976","1"
"Yes","2017","Not Employed","higher vocational","243","0.986581037674597","0.97231826581634","1.00084380953285","1"
"Yes","2017","Not Employed","higher education","722","0.942489166409267","0.926171512068336","0.958806820750198","1"
"Yes","2017","Employed","in school","4","","","","1"
"Yes","2017","Employed","middle vocational","2013","0.947138219206821","0.937680063995371","0.956596374418272","1"
"Yes","2017","Employed","vocational + Abi","378","0.924795062161481","0.89914248493888","0.950447639384083","1"
"Yes","2017","Employed","inadequately","62","0.988976831015996","0.963194385564838","1.01475927646715","1"
"Yes","2017","Employed","higher vocational","298","0.930106084348534","0.901904780004161","0.958307388692907","1"
"Yes","2017","Employed","general elemantary","349","0.891424094734607","0.860428389485165","0.922419799984048","1"
"Yes","2017","Employed","higher education","829","0.905341362160462","0.886362887706432","0.924319836614492","1"
"No","2018","Not Employed","in school","","","","","2"
"No","2018","Not Employed","inadequately","9","","","","2"
"No","2018","Not Employed","general elemantary","8","","","","2"
"No","2018","Not Employed","middle vocational","2","","","","2"
"No","2018","Not Employed","vocational + Abi","","","","","2"
"No","2018","Not Employed","higher vocational","","","","","2"
"No","2018","Not Employed","higher education","2","","","","2"
"No","2018","Employed","in school","","","","","2"
"No","2018","Employed","inadequately","","","","","2"
"No","2018","Employed","general elemantary","","","","","2"
"No","2018","Employed","middle vocational","","","","","2"
"No","2018","Employed","vocational + Abi","","","","","2"
"No","2018","Employed","higher vocational","","","","","2"
"No","2018","Employed","higher education","","","","","2"
"Yes","2018","Not Employed","higher education","6","","","","1"
"Yes","2018","Employed","in school","","","","","1"
"Yes","2018","Employed","middle vocational","","","","","1"
"Yes","2018","Employed","vocational + Abi","","","","","1"
"Yes","2018","Not Employed","in school","1","","","","1"
"Yes","2018","Not Employed","inadequately","32","0.772594563144908","0.644292863886582","0.900896262403234","1"
"Yes","2018","Not Employed","general elemantary","11","","","","1"
"Yes","2018","Not Employed","middle vocational","10","","","","1"
"Yes","2018","Not Employed","vocational + Abi","1","","","","1"
"Yes","2018","Not Employed","higher vocational","","","","","1"
"Yes","2018","Employed","inadequately","","","","","1"
"Yes","2018","Employed","general elemantary","","","","","1"
"Yes","2018","Employed","higher vocational","","","","","1"
"Yes","2018","Employed","higher education","","","","","1"
"No","2019","Not Employed","in school","2","","","","2"
"No","2019","Not Employed","inadequately","55","0.0563944877874174","0.0348401186819399","0.077948856892895","2"
"No","2019","Not Employed","general elemantary","40","0.03805699350592","0.0241773417459673","0.0519366452658728","2"
"No","2019","Not Employed","middle vocational","108","0.0390073940278787","0.0310862075428478","0.0469285805129096","2"
"No","2019","Not Employed","vocational + Abi","16","","","","2"
"No","2019","Not Employed","higher vocational","8","","","","2"
"No","2019","Not Employed","higher education","71","0.046991307409948","0.0327059372301308","0.0612766775897652","2"
"No","2019","Employed","in school","1","","","","2"
"No","2019","Employed","inadequately","11","","","","2"
"No","2019","Employed","general elemantary","34","0.0663857020130211","0.0410870346825547","0.0916843693434875","2"
"No","2019","Employed","middle vocational","186","0.0681396348903153","0.0575055936636434","0.0787736761169872","2"
"No","2019","Employed","vocational + Abi","43","0.116426628111814","0.0866934180620216","0.146159838161606","2"
"No","2019","Employed","higher vocational","21","","","","2"
"No","2019","Employed","higher education","112","0.0978373610191628","0.0803361111874185","0.115338610850907","2"
"Yes","2019","Not Employed","higher education","772","0.953008692590052","0.938723322410235","0.967294062769869","1"
"Yes","2019","Employed","in school","9","","","","1"
"Yes","2019","Employed","middle vocational","1971","0.931860365109685","0.921226323883013","0.942494406336357","1"
"Yes","2019","Employed","vocational + Abi","404","0.883573371888186","0.853840161838394","0.913306581937978","1"
"Yes","2019","Not Employed","vocational + Abi","181","0.970510575063047","0.946886856193109","0.994134293932985","1"
"Yes","2019","Employed","inadequately","83","0.905592053797253","0.846482900183915","0.964701207410592","1"
"Yes","2019","Employed","higher vocational","295","0.884601789855914","0.849374600567494","0.919828979144333","1"
"Yes","2019","Not Employed","in school","28","","","","1"
"Yes","2019","Not Employed","inadequately","385","0.943605512212582","0.922051143107105","0.96515988131806","1"
"Yes","2019","Not Employed","general elemantary","690","0.96194300649408","0.948063354734127","0.975822658254033","1"
"Yes","2019","Not Employed","middle vocational","2187","0.960992605972121","0.95307141948709","0.968913792457152","1"
"Yes","2019","Not Employed","higher vocational","239","0.975774802338985","0.95660100739091","0.994948597287059","1"
"Yes","2019","Employed","general elemantary","338","0.933614297986979","0.908315630656512","0.958912965317445","1"
"Yes","2019","Employed","higher education","995","0.902162638980837","0.884661389149093","0.919663888812582","1"
