"ple0040","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1996","Rural Area","Female","183","0.108183478980985","0.0954085718293192","0.120958386132651"
"No","1996","Urban Area","Male","3639","0.839780469773977","0.828627174777331","0.850933764770624"
"No","1996","Urban Area","Female","4076","0.872851217128147","0.863133921213035","0.882568513043258"
"No","1996","Rural Area","Male","1899","0.845046575111858","0.829722323623958","0.860370826599757"
"No","1996","Rural Area","Female","2088","0.891816521019015","0.879041613867349","0.904591428170681"
"Yes","1997","Urban Area","Male","508","0.16223320748276","0.15094306129738","0.173523353668141"
"Yes","1997","Urban Area","Female","429","0.125524713618501","0.11573522191723","0.135314205319773"
"Yes","1997","Rural Area","Male","241","0.156534131159955","0.141015365047223","0.172052897272687"
"Yes","1997","Rural Area","Female","185","0.106411122603802","0.0936097821921698","0.119212463015434"
"No","1997","Urban Area","Male","3588","0.83776679251724","0.826476646331859","0.84905693870262"
"No","1997","Urban Area","Female","3971","0.874475286381499","0.864685794680228","0.88426477808277"
"No","1997","Rural Area","Male","1865","0.843465868840045","0.827947102727313","0.858984634952777"
"No","1997","Rural Area","Female","2044","0.893588877396198","0.880787536984566","0.90639021780783"
"Yes","1998","Urban Area","Male","578","0.156065316641483","0.145457095698552","0.166673537584415"
"Yes","1998","Urban Area","Female","505","0.130743391219895","0.121267403546148","0.140219378893641"
"Yes","1998","Rural Area","Male","277","0.144625545420824","0.130453211910419","0.158797878931228"
"Yes","1998","Rural Area","Female","206","0.11032703598478","0.0979966002927424","0.122657471676817"
"No","1998","Urban Area","Male","3918","0.843934683358517","0.833326462415585","0.854542904301448"
"No","1998","Urban Area","Female","4357","0.869256608780105","0.859780621106359","0.878732596453852"
"No","1998","Rural Area","Male","2089","0.855374454579176","0.841202121068772","0.869546788089581"
"No","1998","Rural Area","Female","2274","0.88967296401522","0.877342528323183","0.902003399707258"
"Yes","1999","Urban Area","Male","551","0.155823867725915","0.145031000320846","0.166616735130984"
"Yes","1999","Urban Area","Female","498","0.139539263402354","0.129601162707964","0.149477364096744"
"Yes","1999","Rural Area","Male","264","0.147024339118147","0.132520155561146","0.161528522675149"
"Yes","1999","Rural Area","Female","211","0.108792351140702","0.0964196173048647","0.121165084976539"
"No","1999","Urban Area","Male","3787","0.844176132274085","0.833383264869016","0.854968999679154"
"No","1999","Urban Area","Female","4172","0.860460736597646","0.850522635903256","0.870398837292036"
"No","1999","Rural Area","Male","2026","0.852975660881853","0.838471477324851","0.867479844438854"
"No","1999","Rural Area","Female","2222","0.891207648859298","0.878834915023461","0.903580382695135"
"Yes","2000","Urban Area","Male","996","0.145501898942407","0.137575534438934","0.15342826344588"
"Yes","2000","Urban Area","Female","819","0.115458009742984","0.108579158877268","0.122336860608699"
"Yes","2000","Rural Area","Male","470","0.13333790569161","0.12282426926165","0.143851542121569"
"Yes","2000","Rural Area","Female","360","0.0953928838891069","0.0865809140351271","0.104204853743087"
"No","2000","Urban Area","Male","6606","0.854498101057593","0.84657173655412","0.862424465561066"
"No","2000","Urban Area","Female","7472","0.884541990257017","0.877663139391301","0.891420841122732"
"No","2000","Rural Area","Male","3546","0.86666209430839","0.856148457878431","0.87717573073835"
"No","2000","Rural Area","Female","3909","0.904607116110893","0.895795146256913","0.913419085964873"
"Yes","2001","Urban Area","Male","891","0.144171696844051","0.135879954872356","0.152463438815746"
"Yes","2001","Urban Area","Female","788","0.122762117468219","0.115372062873728","0.13015217206271"
"Yes","2001","Rural Area","Male","422","0.135966342844186","0.124836230613139","0.147096455075233"
"Yes","2001","Rural Area","Female","309","0.0904904451538119","0.0814366999765518","0.099544190331072"
"No","2001","Urban Area","Male","6003","0.855828303155949","0.847536561184254","0.864120045127644"
"No","2001","Urban Area","Female","6787","0.877237882531781","0.86984782793729","0.884627937126272"
"No","2001","Rural Area","Male","3221","0.864033657155814","0.852903544924767","0.875163769386861"
"No","2001","Rural Area","Female","3548","0.909509554846188","0.900455809668928","0.918563300023448"
"Yes","2002","Urban Area","Male","940","0.150096355528943","0.141961394457653","0.158231316600232"
"Yes","2002","Urban Area","Female","836","0.130967367233743","0.123571900121896","0.138362834345591"
"Yes","2002","Rural Area","Male","461","0.146084924293887","0.134724471096736","0.157445377491037"
"Yes","2002","Rural Area","Female","339","0.105371060816532","0.095748596030553","0.114993525602511"
"No","2002","Urban Area","Male","6465","0.849903644471057","0.841768683399768","0.858038605542347"
"No","2002","Urban Area","Female","7158","0.869032632766257","0.861637165654409","0.876428099878104"
"No","2002","Rural Area","Male","3252","0.853915075706113","0.842554622508963","0.865275528903264"
"No","2002","Rural Area","Female","3572","0.894628939183468","0.885006474397489","0.904251403969447"
"Yes","2003","Urban Area","Male","911","0.147561716027463","0.139332292309852","0.155791139745074"
"Yes","2003","Urban Area","Female","827","0.132699938723586","0.125136723013399","0.140263154433772"
"Yes","2003","Rural Area","Male","450","0.143809461326512","0.13226336364456","0.155355559008463"
"Yes","2003","Rural Area","Female","329","0.0987557011987608","0.089230042920272","0.10828135947725"
"No","2003","Urban Area","Male","6224","0.852438283972537","0.844208860254925","0.860667707690148"
"No","2003","Urban Area","Female","6902","0.867300061276414","0.859736845566228","0.874863276986601"
"No","2003","Rural Area","Male","3098","0.856190538673488","0.844644440991537","0.86773663635544"
"No","2003","Rural Area","Female","3439","0.901244298801239","0.891718640522751","0.910769957079728"
"Yes","2004","Urban Area","Male","916","0.153890467226022","0.145395351592669","0.162385582859376"
"Yes","2004","Urban Area","Female","832","0.136075137059339","0.12833758803365","0.143812686085029"
"Yes","2004","Rural Area","Male","449","0.146411368112076","0.134648991943968","0.158173744280184"
"Yes","2004","Rural Area","Female","342","0.110098458657481","0.100009967059988","0.120186950254973"
"No","2004","Urban Area","Male","6015","0.846109532773977","0.837614417140624","0.854604648407331"
"No","2004","Urban Area","Female","6711","0.863924862940661","0.856187313914971","0.87166241196635"
"No","2004","Rural Area","Male","3021","0.853588631887924","0.841826255719816","0.865351008056032"
"No","2004","Rural Area","Female","3356","0.889901541342519","0.879813049745027","0.899990032940012"
"Yes","2005","Urban Area","Male","906","0.151593354798751","0.142947867560103","0.160238842037399"
"Yes","2005","Urban Area","Female","792","0.128527411126686","0.120818313357662","0.136236508895711"
"Yes","2005","Rural Area","Male","443","0.145680799962477","0.133614954489586","0.157746645435368"
"Yes","2005","Rural Area","Female","340","0.109094972884537","0.0988381426951761","0.119351803073898"
"No","2005","Urban Area","Male","5704","0.848406645201249","0.839761157962601","0.857052132439897"
"No","2005","Urban Area","Female","6448","0.871472588873314","0.863763491104289","0.879181686642338"
"No","2005","Rural Area","Male","2841","0.854319200037523","0.842253354564632","0.866385045510414"
"No","2005","Rural Area","Female","3209","0.890905027115463","0.880648196926102","0.901161857304824"
"Yes","2006","Urban Area","Male","981","0.152811116045702","0.144352641535075","0.16126959055633"
"Yes","2006","Urban Area","Female","887","0.137106437842866","0.129403768688367","0.144809106997365"
"Yes","2006","Rural Area","Male","492","0.151503111183756","0.139692228307688","0.163313994059825"
"Yes","2006","Rural Area","Female","384","0.111242928814934","0.101323602430247","0.12116225519962"
"No","2006","Urban Area","Male","5970","0.847188883954298","0.83873040944367","0.855647358464925"
"No","2006","Urban Area","Female","6773","0.862893562157134","0.855190893002635","0.870596231311633"
"No","2006","Rural Area","Male","3048","0.848496888816244","0.836686005940175","0.860307771692312"
"No","2006","Rural Area","Female","3476","0.888757071185066","0.87883774480038","0.898676397569753"
"Yes","2007","Urban Area","Male","915","0.155882292684139","0.147011160965538","0.164753424402739"
"Yes","2007","Urban Area","Female","828","0.132455329076309","0.124597986089192","0.140312672063425"
"Yes","2007","Rural Area","Male","465","0.146435089281525","0.134457729654929","0.158412448908121"
"Yes","2007","Rural Area","Female","377","0.115850088489269","0.105402727641728","0.12629744933681"
"No","2007","Urban Area","Male","5508","0.844117707315861","0.835246575597261","0.852988839034462"
"No","2007","Urban Area","Female","6322","0.867544670923691","0.859687327936575","0.875402013910808"
"No","2007","Rural Area","Male","2882","0.853564910718476","0.84158755109188","0.865542270345071"
"No","2007","Rural Area","Female","3228","0.884149911510731","0.87370255066319","0.894597272358272"
"Yes","2008","Urban Area","Male","847","0.147838530839994","0.138902786909901","0.156774274770087"
"Yes","2008","Urban Area","Female","788","0.13482251751179","0.126668264496283","0.142976770527298"
"Yes","2008","Rural Area","Male","460","0.150938890550457","0.138455190384503","0.163422590716411"
"Yes","2008","Rural Area","Female","348","0.1188432692338","0.107938638370289","0.129747900097311"
"No","2008","Urban Area","Male","5214","0.852161469160006","0.843225725229912","0.861097213090099"
"No","2008","Urban Area","Female","5951","0.86517748248821","0.857023229472702","0.873331735503717"
"No","2008","Rural Area","Male","2699","0.849061109449543","0.836577409283589","0.861544809615497"
"No","2008","Rural Area","Female","3035","0.8811567307662","0.870252099902689","0.892061361629711"
"Yes","2009","Urban Area","Male","828","0.152856492480793","0.143422370776963","0.162290614184624"
"Yes","2009","Urban Area","Female","731","0.135248022265809","0.126748411143511","0.143747633388107"
"Yes","2009","Rural Area","Male","433","0.144484926451034","0.13193533648415","0.157034516417917"
"Yes","2009","Rural Area","Female","355","0.11659560313663","0.105507023086872","0.127684183186388"
"No","2009","Urban Area","Male","4761","0.847143507519207","0.837709385815376","0.856577629223037"
"No","2009","Urban Area","Female","5488","0.864751977734191","0.856252366611893","0.873251588856489"
"No","2009","Rural Area","Male","2582","0.855515073548966","0.842965483582083","0.86806466351585"
"No","2009","Rural Area","Female","2863","0.88340439686337","0.872315816813612","0.894492976913128"
"Yes","2010","Urban Area","Male","864","0.148395766531492","0.140150045328632","0.156641487734352"
"Yes","2010","Urban Area","Female","786","0.13385546346224","0.126679115526426","0.141031811398055"
"Yes","2010","Rural Area","Male","452","0.151202375904971","0.139778893960983","0.162625857848959"
"Yes","2010","Rural Area","Female","376","0.120061655236909","0.110497829339186","0.129625481134632"
"No","2010","Urban Area","Male","6276","0.851604233468508","0.843358512265648","0.859849954671368"
"No","2010","Urban Area","Female","7862","0.86614453653776","0.858968188601945","0.873320884473574"
"No","2010","Rural Area","Male","3326","0.848797624095029","0.837374142151041","0.860221106039017"
"No","2010","Rural Area","Female","4061","0.879938344763091","0.870374518865368","0.889502170660814"
"Yes","2011","Urban Area","Male","1020","0.142179939573556","0.13463712292455","0.149722756222561"
"Yes","2011","Urban Area","Female","1009","0.137938411996396","0.131211307114043","0.144665516878749"
"Yes","2011","Rural Area","Male","589","0.145944806685439","0.135741200744645","0.156148412626233"
"Yes","2011","Rural Area","Female","506","0.118254731065963","0.10965966605702","0.126849796074905"
"No","2011","Urban Area","Male","7215","0.857820060426444","0.850277243777439","0.86536287707545"
"No","2011","Urban Area","Female","9085","0.862061588003604","0.855334483121251","0.868788692885957"
"No","2011","Rural Area","Male","4010","0.854055193314561","0.843851587373767","0.864258799255355"
"No","2011","Rural Area","Female","4916","0.881745268934037","0.873150203925095","0.89034033394298"
"Yes","2012","Urban Area","Male","1067","0.147995451936904","0.1402069170073","0.155783986866508"
"Yes","2012","Urban Area","Female","1039","0.138654355158951","0.131781309279743","0.14552740103816"
"Yes","2012","Rural Area","Male","638","0.166490866100451","0.155692815255521","0.177288916945382"
"Yes","2012","Rural Area","Female","541","0.119427906398736","0.110755175255141","0.12810063754233"
"No","2012","Urban Area","Male","6918","0.852004548063096","0.844216013133492","0.8597930829927"
"No","2012","Urban Area","Female","8673","0.861345644841048","0.85447259896184","0.868218690720257"
"No","2012","Rural Area","Male","3934","0.833509133899549","0.822711083054618","0.844307184744479"
"No","2012","Rural Area","Female","4830","0.880572093601264","0.87189936245767","0.889244824744859"
"Yes","2013","Urban Area","Male","1088","0.140485227122124","0.133399994604914","0.147570459639335"
"Yes","2013","Urban Area","Female","1080","0.141588500905422","0.135107888566476","0.148069113244367"
"Yes","2013","Rural Area","Male","625","0.164094314783516","0.153567469567068","0.174621159999964"
"Yes","2013","Rural Area","Female","507","0.116677335932441","0.108228223342559","0.125126448522323"
"No","2013","Urban Area","Male","8152","0.859514772877876","0.852429540360665","0.866600005395086"
"No","2013","Urban Area","Female","10037","0.858411499094578","0.851930886755633","0.864892111433524"
"No","2013","Rural Area","Male","4130","0.835905685216484","0.825378840000036","0.846432530432932"
"No","2013","Rural Area","Female","5039","0.883322664067559","0.874873551477677","0.891771776657441"
"Yes","2014","Urban Area","Male","1038","0.148602331826085","0.14088426268515","0.156320400967021"
"Yes","2014","Urban Area","Female","1022","0.143834094153816","0.136849530507114","0.150818657800517"
"Yes","2014","Rural Area","Male","610","0.164678569843105","0.153603267297568","0.175753872388643"
"Yes","2014","Rural Area","Female","546","0.136467497176864","0.126942786861395","0.145992207492333"
"No","2014","Urban Area","Male","7121","0.851397668173915","0.843679599032979","0.85911573731485"
"No","2014","Urban Area","Female","8675","0.856165905846184","0.849181342199483","0.863150469492886"
"No","2014","Rural Area","Male","3698","0.835321430156895","0.824246127611357","0.846396732702432"
"No","2014","Rural Area","Female","4444","0.863532502823136","0.854007792507667","0.873057213138605"
"Yes","2015","Urban Area","Male","957","0.150628662901492","0.142837263774505","0.158420062028478"
"Yes","2015","Urban Area","Female","960","0.138092152974821","0.131185150586626","0.144999155363017"
"Yes","2015","Rural Area","Male","535","0.154069238836635","0.14320655967364","0.164931917999629"
"Yes","2015","Rural Area","Female","525","0.13392715826722","0.124392233366143","0.143462083168296"
"No","2015","Urban Area","Male","7139","0.849371337098508","0.841579937971522","0.857162736225495"
"No","2015","Urban Area","Female","8624","0.861907847025179","0.855000844636983","0.868814849413375"
"No","2015","Rural Area","Male","3708","0.845930761163365","0.835068082000371","0.85679344032636"
"No","2015","Rural Area","Female","4376","0.86607284173278","0.856537916831704","0.875607766633856"
"Yes","2016","Urban Area","Male","902","0.150098696756205","0.141887934733196","0.158309458779214"
"Yes","2016","Urban Area","Female","895","0.133237094474351","0.12609499177116","0.140379197177543"
"Yes","2016","Rural Area","Male","509","0.1566949005513","0.145264212462163","0.168125588640437"
"Yes","2016","Rural Area","Female","493","0.130292000860147","0.120451236061429","0.140132765658866"
"No","2016","Urban Area","Male","6367","0.849901303243795","0.841690541220786","0.858112065266804"
"No","2016","Urban Area","Female","7802","0.866762905525649","0.859620802822457","0.87390500822884"
"No","2016","Rural Area","Male","3376","0.8433050994487","0.831874411359563","0.854735787537838"
"No","2016","Rural Area","Female","4002","0.869707999139853","0.859867234341134","0.879548763938571"
"Yes","2017","Urban Area","Male","971","0.146320239857607","0.138534097747506","0.154106381967707"
"Yes","2017","Urban Area","Female","984","0.131767774072582","0.124901211333762","0.138634336811403"
"Yes","2017","Rural Area","Male","574","0.149421952578412","0.138888128979453","0.15995577617737"
"Yes","2017","Rural Area","Female","562","0.137095024463212","0.12758330932753","0.146606739598894"
"No","2017","Urban Area","Male","6944","0.853679760142393","0.845893618032293","0.861465902252494"
"No","2017","Urban Area","Female","8337","0.868232225927418","0.861365663188597","0.875098788666238"
"No","2017","Rural Area","Male","3826","0.850578047421588","0.84004422382263","0.861111871020547"
"No","2017","Rural Area","Female","4461","0.862904975536788","0.853393260401106","0.872416690672471"
"Yes","2018","Urban Area","Male","1010","0.148623808722953","0.140654196726099","0.156593420719807"
"Yes","2018","Urban Area","Female","985","0.126518783023924","0.11967090337565","0.133366662672198"
"Yes","2018","Rural Area","Male","557","0.154244803135917","0.143312459670371","0.165177146601463"
"Yes","2018","Rural Area","Female","594","0.14058419997008","0.130784571354026","0.150383828586135"
"No","2018","Urban Area","Male","6643","0.851376191277047","0.843406579280193","0.859345803273901"
"No","2018","Urban Area","Female","8068","0.873481216976076","0.866633337327802","0.88032909662435"
"No","2018","Rural Area","Male","3636","0.845755196864083","0.834822853398537","0.856687540329629"
"No","2018","Rural Area","Female","4239","0.85941580002992","0.849616171413865","0.869215428645974"
"Yes","2019","Urban Area","Male","876","0.13769263968303","0.129775682193127","0.145609597172932"
"Yes","2019","Urban Area","Female","855","0.126301741730413","0.119087988315211","0.133515495145616"
"Yes","2019","Rural Area","Male","552","0.162000316458444","0.150920420157662","0.173080212759227"
"Yes","2019","Rural Area","Female","549","0.140420520753066","0.13038938368022","0.150451657825912"
"No","2019","Urban Area","Male","6401","0.86230736031697","0.854390402827068","0.870224317806873"
"No","2019","Urban Area","Female","7291","0.873698258269587","0.866484504854384","0.880912011684789"
"No","2019","Rural Area","Male","3696","0.837999683541556","0.826919787240773","0.849079579842338"
"No","2019","Rural Area","Female","4059","0.859579479246934","0.849548342174088","0.86961061631978"
