"ple0040","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","Employed","836","0.0719205068746054","0.0675594687064198","0.076281545042791","1"
"No","2005","Not Employed","6177","0.766168461503555","0.756811757911655","0.775525165095455","2"
"No","2005","Employed","12025","0.930500392155638","0.926098700037306","0.93490208427397","2"
"Yes","2005","Not Employed","1684","0.233831538496445","0.224474834904545","0.243188242088345","1"
"Yes","2005","Employed","797","0.069499607844362","0.0650979157260303","0.0739012999626938","1"
"No","2006","Not Employed","6656","0.757024847126821","0.74793938112042","0.766110313133221","2"
"No","2006","Employed","12611","0.930545775607809","0.926249530916156","0.934842020299462","2"
"Yes","2006","Not Employed","1904","0.242975152873179","0.233889686866779","0.25206061887958","1"
"Yes","2006","Employed","840","0.0694542243921908","0.0651579797005381","0.0737504690838435","1"
"No","2007","Not Employed","6181","0.759681187937608","0.750295922182698","0.769066453692517","2"
"No","2007","Employed","11759","0.928419873556722","0.923912019409507","0.932927727703938","2"
"Yes","2007","Not Employed","1781","0.240318812062392","0.230933546307483","0.249704077817302","1"
"Yes","2007","Employed","804","0.0715801264432777","0.0670722722960621","0.0760879805904933","1"
"No","2008","Not Employed","5782","0.759616793205405","0.749911542578623","0.769322043832187","2"
"No","2008","Employed","11117","0.926457106711371","0.921766285479599","0.931147927943144","2"
"Yes","2008","Not Employed","1665","0.240383206794595","0.230677956167813","0.250088457421377","1"
"Yes","2008","Employed","778","0.0735428932886284","0.0688520720568563","0.0782337145204005","1"
"No","2009","Not Employed","5259","0.753813299108491","0.743598299507418","0.764028298709563","2"
"No","2009","Employed","10435","0.926311628928485","0.92147500085116","0.93114825700581","2"
"Yes","2009","Not Employed","1573","0.246186700891509","0.235971701290437","0.256401700492582","1"
"Yes","2009","Employed","774","0.0736883710715149","0.06885174299419","0.0785249991488399","1"
"No","2010","Not Employed","6816","0.75509574607337","0.745909399912634","0.764282092234106","2"
"No","2010","Employed","14709","0.925648252641934","0.92152952314279","0.929766982141078","2"
"Yes","2010","Not Employed","1602","0.24490425392663","0.235717907765894","0.254090600087366","1"
"Yes","2010","Employed","876","0.0743517473580661","0.0702330178589223","0.0784704768572098","1"
"No","2011","Not Employed","8056","0.757190225201796","0.748822176644126","0.765558273759466","2"
"No","2011","Employed","17170","0.92607119323208","0.922276478113142","0.929865908351017","2"
"Yes","2011","Not Employed","2030","0.242809774798204","0.234441726240534","0.251177823355874","1"
"Yes","2011","Employed","1094","0.0739288067679201","0.0701340916489827","0.0777235218868576","1"
"No","2012","Not Employed","7647","0.749727419541042","0.741141167820928","0.758313671261156","2"
"No","2012","Employed","16708","0.921646785673895","0.917706011421025","0.925587559926764","2"
"Yes","2012","Not Employed","2130","0.250272580458959","0.241686328738844","0.258858832179073","1"
"Yes","2012","Employed","1155","0.0783532143261054","0.0744124400732361","0.0822939885789747","1"
"No","2013","Not Employed","11608","0.780083428231086","0.773168188680957","0.786998667781215","2"
"No","2013","Employed","15750","0.919642588254143","0.915541274699499","0.923743901808787","2"
"Yes","2013","Not Employed","2173","0.219916571768914","0.213001332218785","0.226831811319043","1"
"Yes","2013","Employed","1127","0.080357411745857","0.0762560981912132","0.0844587253005009","1"
"No","2014","Not Employed","7311","0.739784628197112","0.730899907584851","0.748669348809373","2"
"No","2014","Employed","16627","0.920440597947584","0.916463625472786","0.924417570422381","2"
"Yes","2014","Not Employed","2057","0.260215371802888","0.251330651190626","0.269100092415149","1"
"Yes","2014","Employed","1159","0.0795594020524163","0.075582429577619","0.0835363745272136","1"
"No","2015","Not Employed","8282","0.753095167020757","0.744730547042133","0.761459786999381","2"
"No","2015","Employed","15565","0.919519444150287","0.915383031473235","0.923655856827338","2"
"Yes","2015","Not Employed","1927","0.246904832979243","0.23854021300062","0.255269452957867","1"
"Yes","2015","Employed","1050","0.0804805558497134","0.0763441431726619","0.0846169685267649","1"
"No","2016","Not Employed","6424","0.743717000126592","0.734279087854886","0.753154912398298","2"
"No","2016","Employed","15123","0.9228462502936","0.91872785567101","0.926964644916189","2"
"Yes","2016","Not Employed","1796","0.256282999873408","0.246845087601702","0.265720912145114","1"
"Yes","2016","Employed","1003","0.0771537497064003","0.0730353550838105","0.08127214432899","1"
"No","2017","Not Employed","6688","0.746263245823676","0.737063239354542","0.755463252292809","2"
"No","2017","Employed","16880","0.922746017037397","0.918852602577904","0.926639431496891","2"
"Yes","2017","Not Employed","1906","0.253736754176324","0.244536747707191","0.262936760645458","1"
"Yes","2017","Employed","1185","0.0772539829626028","0.0733605685031091","0.0811473974220965","1"
"No","2018","Not Employed","6334","0.741480691862154","0.732046319905902","0.750915063818406","2"
"No","2018","Employed","16252","0.922321295859262","0.918350930137843","0.926291661580682","2"
"Yes","2018","Not Employed","1939","0.258519308137846","0.249084936181594","0.267953680094098","1"
"Yes","2018","Employed","1207","0.0776787041407377","0.0737083384193183","0.081649069862157","1"
"No","2019","Not Employed","6189","0.74264645962623","0.73310941871842","0.752183500534041","2"
"No","2019","Employed","16558","0.924291855889656","0.920397762776069","0.928185949003244","2"
"Yes","2019","Not Employed","1883","0.25735354037377","0.247816499465959","0.26689058128158","1"
"Yes","2019","Employed","1169","0.0757081441103439","0.0718140509967563","0.0796022372239315","1"
