"ple0040","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1986","1-pers.-HH","Rural Area","","","",""
"Yes","1986","(Married) couple without C. ","Urban Area","2","","",""
"Yes","1986","(Married) couple without C. ","Rural Area","","","",""
"Yes","1986","Single parent ","Urban Area","","","",""
"Yes","1986","Single parent ","Rural Area","","","",""
"Yes","1986","Couple + C. LE 16 ","Urban Area","1","","",""
"Yes","1986","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","1986","Couple + C. GT 16 ","Urban Area","1","","",""
"Yes","1986","Couple + C. GT 16 ","Rural Area","1","","",""
"Yes","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","1986","Couple + C. LE and GT 16","Rural Area","1","","",""
"No","1986","1-pers.-HH","Urban Area","1","","",""
"No","1986","1-pers.-HH","Rural Area","","","",""
"No","1986","(Married) couple without C. ","Urban Area","95","0.981993515002245","0.955531006807037","1.00845602319745"
"No","1986","(Married) couple without C. ","Rural Area","15","","",""
"No","1986","Single parent ","Urban Area","26","","",""
"No","1986","Single parent ","Rural Area","5","","",""
"No","1986","Couple + C. LE 16 ","Urban Area","40","0.971019634288692","0.919671803748251","1.02236746482913"
"No","1986","Couple + C. LE 16 ","Rural Area","5","","",""
"No","1986","Couple + C. GT 16 ","Urban Area","95","0.987314769225552","0.964928100248244","1.00970143820286"
"No","1986","Couple + C. GT 16 ","Rural Area","19","","",""
"No","1986","Couple + C. LE and GT 16","Urban Area","99","1","1","1"
"No","1986","Couple + C. LE and GT 16","Rural Area","20","","",""
"Yes","1987","1-pers.-HH","Urban Area","123","0.151019838424647","0.128202326063103","0.173837350786191"
"Yes","1987","1-pers.-HH","Rural Area","17","","",""
"Yes","1987","(Married) couple without C. ","Urban Area","320","0.196185501535565","0.17826816243542","0.21410284063571"
"Yes","1987","(Married) couple without C. ","Rural Area","75","0.189657247189049","0.153753940444737","0.22556055393336"
"Yes","1987","Single parent ","Urban Area","29","","",""
"Yes","1987","Single parent ","Rural Area","4","","",""
"Yes","1987","Couple + C. LE 16 ","Urban Area","72","0.0469580689721785","0.0373647082644564","0.0565514296799007"
"Yes","1987","Couple + C. LE 16 ","Rural Area","15","","",""
"Yes","1987","Couple + C. GT 16 ","Urban Area","149","0.0985981292026383","0.0843931214011537","0.112803137004123"
"Yes","1987","Couple + C. GT 16 ","Rural Area","46","0.119306406166531","0.0892903669194896","0.149322445413572"
"Yes","1987","Couple + C. LE and GT 16","Urban Area","62","0.0843957405240087","0.066991734719062","0.101799746328955"
"Yes","1987","Couple + C. LE and GT 16","Rural Area","14","","",""
"No","1987","1-pers.-HH","Urban Area","823","0.848980161575353","0.826162649213809","0.871797673936897"
"No","1987","1-pers.-HH","Rural Area","148","0.891339487823513","0.843853708900426","0.938825266746599"
"No","1987","(Married) couple without C. ","Urban Area","1567","0.803814498464435","0.78589715936429","0.82173183756458"
"No","1987","(Married) couple without C. ","Rural Area","383","0.810342752810951","0.77443944606664","0.846246059555263"
"No","1987","Single parent ","Urban Area","371","0.914288936604032","0.886855622926985","0.941722250281079"
"No","1987","Single parent ","Rural Area","117","0.96916616430183","0.938364916936162","0.999967411667499"
"No","1987","Couple + C. LE 16 ","Urban Area","1796","0.953041931027821","0.943448570320099","0.962635291735544"
"No","1987","Couple + C. LE 16 ","Rural Area","470","0.964260048192958","0.947738479151097","0.980781617234818"
"No","1987","Couple + C. GT 16 ","Urban Area","1543","0.901401870797362","0.887196862995877","0.915606878598846"
"No","1987","Couple + C. GT 16 ","Rural Area","402","0.880693593833469","0.850677554586428","0.91070963308051"
"No","1987","Couple + C. LE and GT 16","Urban Area","918","0.915604259475991","0.898200253671045","0.933008265280938"
"No","1987","Couple + C. LE and GT 16","Rural Area","260","0.946033294621766","0.919279279205106","0.972787310038427"
"Yes","1988","1-pers.-HH","Urban Area","142","0.179836990088271","0.154633814472782","0.205040165703761"
"Yes","1988","1-pers.-HH","Rural Area","15","","",""
"Yes","1988","(Married) couple without C. ","Urban Area","349","0.216857824734101","0.198109306039317","0.235606343428884"
"Yes","1988","(Married) couple without C. ","Rural Area","82","0.218484021255592","0.179198511097329","0.257769531413855"
"Yes","1988","Single parent ","Urban Area","31","0.096584880184206","0.0672305928883645","0.125939167480048"
"Yes","1988","Single parent ","Rural Area","4","","",""
"Yes","1988","Couple + C. LE 16 ","Urban Area","66","0.0426876680567731","0.0332460494065458","0.0521292867070005"
"Yes","1988","Couple + C. LE 16 ","Rural Area","12","","",""
"Yes","1988","Couple + C. GT 16 ","Urban Area","190","0.117870437225339","0.102877973291191","0.132862901159486"
"Yes","1988","Couple + C. GT 16 ","Rural Area","40","0.108205873460113","0.0787073000881008","0.137704446832126"
"Yes","1988","Couple + C. LE and GT 16","Urban Area","41","0.0569241241421266","0.041301958694871","0.0725462895893822"
"Yes","1988","Couple + C. LE and GT 16","Rural Area","18","","",""
"No","1988","1-pers.-HH","Urban Area","750","0.820163009911729","0.794959834296239","0.845366185527218"
"No","1988","1-pers.-HH","Rural Area","154","0.907687825568842","0.86404604267814","0.951329608459544"
"No","1988","(Married) couple without C. ","Urban Area","1507","0.783142175265899","0.764393656571116","0.801890693960683"
"No","1988","(Married) couple without C. ","Rural Area","343","0.781515978744408","0.742230468586145","0.820801488902671"
"No","1988","Single parent ","Urban Area","358","0.903415119815794","0.874060832519952","0.932769407111636"
"No","1988","Single parent ","Rural Area","117","0.981829815776361","0.958031118795224","1.0056285127575"
"No","1988","Couple + C. LE 16 ","Urban Area","1695","0.957312331943227","0.947870713292999","0.966753950593454"
"No","1988","Couple + C. LE 16 ","Rural Area","449","0.969680028921467","0.954027798045937","0.985332259796997"
"No","1988","Couple + C. GT 16 ","Urban Area","1587","0.882129562774661","0.867137098840514","0.897122026708809"
"No","1988","Couple + C. GT 16 ","Rural Area","386","0.891794126539887","0.862295553167874","0.921292699911899"
"No","1988","Couple + C. LE and GT 16","Urban Area","804","0.943075875857873","0.927453710410618","0.958698041305129"
"No","1988","Couple + C. LE and GT 16","Rural Area","217","0.912665779168117","0.876569514009946","0.948762044326287"
"Yes","1989","1-pers.-HH","Urban Area","145","0.186150613234946","0.160693205490143","0.211608020979748"
"Yes","1989","1-pers.-HH","Rural Area","26","","",""
"Yes","1989","(Married) couple without C. ","Urban Area","353","0.224857934630995","0.205714336057879","0.24400153320411"
"Yes","1989","(Married) couple without C. ","Rural Area","92","0.245505993477881","0.204636219302829","0.286375767652933"
"Yes","1989","Single parent ","Urban Area","30","0.0984669728807053","0.0680671521828174","0.128866793578593"
"Yes","1989","Single parent ","Rural Area","5","","",""
"Yes","1989","Couple + C. LE 16 ","Urban Area","52","0.0406830992223526","0.0312865734150433","0.050079625029662"
"Yes","1989","Couple + C. LE 16 ","Rural Area","15","","",""
"Yes","1989","Couple + C. GT 16 ","Urban Area","170","0.105935986774124","0.0913279462561446","0.120544027292103"
"Yes","1989","Couple + C. GT 16 ","Rural Area","39","0.109778669358179","0.0802995709492548","0.139257767767103"
"Yes","1989","Couple + C. LE and GT 16","Urban Area","44","0.0563758974017463","0.0403127092283259","0.0724390855751667"
"Yes","1989","Couple + C. LE and GT 16","Rural Area","12","","",""
"No","1989","1-pers.-HH","Urban Area","753","0.813849386765054","0.788391979020252","0.839306794509857"
"No","1989","1-pers.-HH","Rural Area","136","0.83422689065202","0.776961830938665","0.891491950365376"
"No","1989","(Married) couple without C. ","Urban Area","1474","0.775142065369005","0.75599846679589","0.794285663942121"
"No","1989","(Married) couple without C. ","Rural Area","334","0.754494006522119","0.713624232347068","0.795363780697171"
"No","1989","Single parent ","Urban Area","339","0.901533027119295","0.871133206421407","0.931932847817183"
"No","1989","Single parent ","Rural Area","98","0.955761658162615","0.916051309447232","0.995472006877998"
"No","1989","Couple + C. LE 16 ","Urban Area","1646","0.959316900777647","0.949920374970338","0.968713426584957"
"No","1989","Couple + C. LE 16 ","Rural Area","423","0.95590469463397","0.936677562527698","0.975131826740243"
"No","1989","Couple + C. GT 16 ","Urban Area","1535","0.894064013225876","0.879455972707897","0.908672053743855"
"No","1989","Couple + C. GT 16 ","Rural Area","393","0.890221330641821","0.860742232232896","0.919700429050745"
"No","1989","Couple + C. LE and GT 16","Urban Area","748","0.943624102598254","0.927560914424833","0.959687290771674"
"No","1989","Couple + C. LE and GT 16","Rural Area","184","0.943056574617065","0.910614342816217","0.975498806417913"
"Yes","1990","1-pers.-HH","Urban Area","","","",""
"Yes","1990","1-pers.-HH","Rural Area","","","",""
"Yes","1990","(Married) couple without C. ","Urban Area","","","",""
"Yes","1990","(Married) couple without C. ","Rural Area","","","",""
"Yes","1990","Single parent ","Urban Area","","","",""
"Yes","1990","Single parent ","Rural Area","","","",""
"Yes","1990","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","1990","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","1990","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","1990","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","1990","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","1990","Couple + C. LE and GT 16","Rural Area","","","",""
"No","1990","1-pers.-HH","Urban Area","","","",""
"No","1990","1-pers.-HH","Rural Area","","","",""
"No","1990","(Married) couple without C. ","Urban Area","","","",""
"No","1990","(Married) couple without C. ","Rural Area","","","",""
"No","1990","Single parent ","Urban Area","","","",""
"No","1990","Single parent ","Rural Area","","","",""
"No","1990","Couple + C. LE 16 ","Urban Area","","","",""
"No","1990","Couple + C. LE 16 ","Rural Area","","","",""
"No","1990","Couple + C. GT 16 ","Urban Area","","","",""
"No","1990","Couple + C. GT 16 ","Rural Area","","","",""
"No","1990","Couple + C. LE and GT 16","Urban Area","","","",""
"No","1990","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","1991","1-pers.-HH","Urban Area","148","0.196710816931595","0.170235618401177","0.223186015462013"
"Yes","1991","1-pers.-HH","Rural Area","26","","",""
"Yes","1991","(Married) couple without C. ","Urban Area","373","0.230615080149626","0.211487618059906","0.249742542239345"
"Yes","1991","(Married) couple without C. ","Rural Area","96","0.264263562651514","0.223109892573228","0.305417232729801"
"Yes","1991","Single parent ","Urban Area","36","0.107563737813004","0.0760791386858954","0.139048336940112"
"Yes","1991","Single parent ","Rural Area","4","","",""
"Yes","1991","Couple + C. LE 16 ","Urban Area","54","0.0369831294287576","0.0279291667688432","0.046037092088672"
"Yes","1991","Couple + C. LE 16 ","Rural Area","13","","",""
"Yes","1991","Couple + C. GT 16 ","Urban Area","160","0.110575299722523","0.0947993373808309","0.126351262064215"
"Yes","1991","Couple + C. GT 16 ","Rural Area","40","0.106510091277562","0.0782884704485447","0.134731712106579"
"Yes","1991","Couple + C. LE and GT 16","Urban Area","38","0.0608087433238228","0.0432919298784805","0.078325556769165"
"Yes","1991","Couple + C. LE and GT 16","Rural Area","13","","",""
"No","1991","1-pers.-HH","Urban Area","718","0.803289183068405","0.776813984537987","0.829764381598823"
"No","1991","1-pers.-HH","Rural Area","143","0.84891464991333","0.794920348010196","0.902908951816464"
"No","1991","(Married) couple without C. ","Urban Area","1490","0.769384919850374","0.750257457760655","0.788512381940094"
"No","1991","(Married) couple without C. ","Rural Area","345","0.735736437348486","0.6945827672702","0.776890107426772"
"No","1991","Single parent ","Urban Area","336","0.892436262186996","0.860951663059888","0.923920861314105"
"No","1991","Single parent ","Rural Area","104","0.967084605391647","0.933435929321418","1.00073328146188"
"No","1991","Couple + C. LE 16 ","Urban Area","1615","0.963016870571242","0.953962907911328","0.972070833231157"
"No","1991","Couple + C. LE 16 ","Rural Area","404","0.972729980489973","0.957097822395694","0.988362138584252"
"No","1991","Couple + C. GT 16 ","Urban Area","1358","0.889424700277477","0.873648737935785","0.905200662619169"
"No","1991","Couple + C. GT 16 ","Rural Area","419","0.893489908722438","0.865268287893421","0.921711529551455"
"No","1991","Couple + C. LE and GT 16","Urban Area","677","0.939191256676177","0.921674443230835","0.95670807012152"
"No","1991","Couple + C. LE and GT 16","Rural Area","162","0.921775197919978","0.881990706343285","0.961559689496672"
"Yes","1992","1-pers.-HH","Urban Area","163","0.193304988976448","0.168581413937577","0.218028564015319"
"Yes","1992","1-pers.-HH","Rural Area","50","0.14698383006654","0.109565682653984","0.184401977479095"
"Yes","1992","(Married) couple without C. ","Urban Area","426","0.227034542845613","0.209732797695387","0.24433628799584"
"Yes","1992","(Married) couple without C. ","Rural Area","181","0.22123781742923","0.194884593629899","0.24759104122856"
"Yes","1992","Single parent ","Urban Area","43","0.0980892810227416","0.0702659975351821","0.125912564510301"
"Yes","1992","Single parent ","Rural Area","9","","",""
"Yes","1992","Couple + C. LE 16 ","Urban Area","68","0.0395265642264687","0.0311309000718768","0.0479222283810607"
"Yes","1992","Couple + C. LE 16 ","Rural Area","35","0.0277447410507431","0.018276928251317","0.0372125538501692"
"Yes","1992","Couple + C. GT 16 ","Urban Area","174","0.107395399117093","0.0926558011348479","0.122134997099339"
"Yes","1992","Couple + C. GT 16 ","Rural Area","84","0.102968898076521","0.0840277312847289","0.121910064868313"
"Yes","1992","Couple + C. LE and GT 16","Urban Area","40","0.0637659574249193","0.0463374068143813","0.0811945080354572"
"Yes","1992","Couple + C. LE and GT 16","Rural Area","13","","",""
"No","1992","1-pers.-HH","Urban Area","817","0.806695011023552","0.781971435984681","0.831418586062423"
"No","1992","1-pers.-HH","Rural Area","294","0.85301616993346","0.815598022520905","0.890434317346016"
"No","1992","(Married) couple without C. ","Urban Area","1826","0.772965457154387","0.75566371200416","0.790267202304613"
"No","1992","(Married) couple without C. ","Rural Area","772","0.77876218257077","0.75240895877144","0.805115406370101"
"No","1992","Single parent ","Urban Area","396","0.901910718977258","0.874087435489699","0.929734002464818"
"No","1992","Single parent ","Rural Area","183","0.963623064094769","0.93714025028447","0.990105877905069"
"No","1992","Couple + C. LE 16 ","Urban Area","2001","0.960473435773531","0.952077771618939","0.968869099928123"
"No","1992","Couple + C. LE 16 ","Rural Area","1121","0.972255258949257","0.962787446149831","0.981723071748683"
"No","1992","Couple + C. GT 16 ","Urban Area","1521","0.892604600882907","0.877865002900661","0.907344198865152"
"No","1992","Couple + C. GT 16 ","Rural Area","905","0.897031101923479","0.878089935131687","0.915972268715271"
"No","1992","Couple + C. LE and GT 16","Urban Area","715","0.936234042575081","0.918805491964543","0.953662593185619"
"No","1992","Couple + C. LE and GT 16","Rural Area","366","0.958917162197757","0.938934688535381","0.978899635860133"
"Yes","1993","1-pers.-HH","Urban Area","","","",""
"Yes","1993","1-pers.-HH","Rural Area","","","",""
"Yes","1993","(Married) couple without C. ","Urban Area","","","",""
"Yes","1993","(Married) couple without C. ","Rural Area","","","",""
"Yes","1993","Single parent ","Urban Area","","","",""
"Yes","1993","Single parent ","Rural Area","","","",""
"Yes","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"No","1993","1-pers.-HH","Urban Area","","","",""
"No","1993","1-pers.-HH","Rural Area","","","",""
"No","1993","(Married) couple without C. ","Urban Area","","","",""
"No","1993","(Married) couple without C. ","Rural Area","","","",""
"No","1993","Single parent ","Urban Area","","","",""
"No","1993","Single parent ","Rural Area","","","",""
"No","1993","Couple + C. LE 16 ","Urban Area","","","",""
"No","1993","Couple + C. LE 16 ","Rural Area","","","",""
"No","1993","Couple + C. GT 16 ","Urban Area","","","",""
"No","1993","Couple + C. GT 16 ","Rural Area","","","",""
"No","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"No","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","1994","1-pers.-HH","Urban Area","172","0.201371746479857","0.176578313561601","0.226165179398113"
"Yes","1994","1-pers.-HH","Rural Area","56","0.170260562886898","0.132861551093629","0.207659574680166"
"Yes","1994","(Married) couple without C. ","Urban Area","421","0.211862895249915","0.195217238611977","0.228508551887853"
"Yes","1994","(Married) couple without C. ","Rural Area","155","0.168706140853295","0.145989685090993","0.191422596615596"
"Yes","1994","Single parent ","Urban Area","30","0.0815256390814029","0.0545059339729365","0.108545344189869"
"Yes","1994","Single parent ","Rural Area","9","","",""
"Yes","1994","Couple + C. LE 16 ","Urban Area","74","0.0430397719559505","0.0340642590782508","0.0520152848336502"
"Yes","1994","Couple + C. LE 16 ","Rural Area","34","0.0377502223941998","0.0262440347433061","0.0492564100450935"
"Yes","1994","Couple + C. GT 16 ","Urban Area","146","0.104252677069244","0.0891222927250063","0.119383061413482"
"Yes","1994","Couple + C. GT 16 ","Rural Area","80","0.106828457800622","0.0862315446433136","0.12742537095793"
"Yes","1994","Couple + C. LE and GT 16","Urban Area","32","0.0432509981117352","0.028807656562041","0.0576943396614293"
"Yes","1994","Couple + C. LE and GT 16","Rural Area","12","","",""
"No","1994","1-pers.-HH","Urban Area","833","0.798628253520143","0.773834820601887","0.823421686438399"
"No","1994","1-pers.-HH","Rural Area","332","0.829739437113102","0.792340425319834","0.867138448906371"
"No","1994","(Married) couple without C. ","Urban Area","1894","0.788137104750085","0.771491448112147","0.804782761388023"
"No","1994","(Married) couple without C. ","Rural Area","889","0.831293859146705","0.808577403384404","0.854010314909007"
"No","1994","Single parent ","Urban Area","364","0.918474360918597","0.891454655810131","0.945494066027063"
"No","1994","Single parent ","Rural Area","169","0.959594648415952","0.930667778434786","0.988521518397118"
"No","1994","Couple + C. LE 16 ","Urban Area","1890","0.95696022804405","0.94798471516635","0.965935740921749"
"No","1994","Couple + C. LE 16 ","Rural Area","1020","0.9622497776058","0.950743589954907","0.973755965256694"
"No","1994","Couple + C. GT 16 ","Urban Area","1421","0.895747322930756","0.880616938586518","0.910877707274994"
"No","1994","Couple + C. GT 16 ","Rural Area","784","0.893171542199378","0.87257462904207","0.913768455356686"
"No","1994","Couple + C. LE and GT 16","Urban Area","730","0.956749001888265","0.942305660338571","0.971192343437959"
"No","1994","Couple + C. LE and GT 16","Rural Area","397","0.971125058653644","0.954896327239905","0.987353790067382"
"Yes","1995","1-pers.-HH","Urban Area","180","0.197420227673598","0.173216612101172","0.221623843246024"
"Yes","1995","1-pers.-HH","Rural Area","49","0.1523319345928","0.116849911848081","0.187813957337519"
"Yes","1995","(Married) couple without C. ","Urban Area","448","0.221037846378698","0.204423005618806","0.237652687138591"
"Yes","1995","(Married) couple without C. ","Rural Area","177","0.210165763574333","0.185878185678551","0.234453341470114"
"Yes","1995","Single parent ","Urban Area","30","0.083449332814869","0.0569051269504023","0.109993538679336"
"Yes","1995","Single parent ","Rural Area","9","","",""
"Yes","1995","Couple + C. LE 16 ","Urban Area","73","0.0370581627337255","0.0288446637206099","0.0452716617468411"
"Yes","1995","Couple + C. LE 16 ","Rural Area","35","0.0391557544698297","0.0277089403687914","0.050602568570868"
"Yes","1995","Couple + C. GT 16 ","Urban Area","156","0.116585226138711","0.100740889061823","0.1324295632156"
"Yes","1995","Couple + C. GT 16 ","Rural Area","74","0.101034070973513","0.0813774095069547","0.120690732440071"
"Yes","1995","Couple + C. LE and GT 16","Urban Area","41","0.0546539362868124","0.0388135421841591","0.0704943303894657"
"Yes","1995","Couple + C. LE and GT 16","Rural Area","16","","",""
"No","1995","1-pers.-HH","Urban Area","859","0.802579772326402","0.778376156753976","0.826783387898828"
"No","1995","1-pers.-HH","Rural Area","345","0.8476680654072","0.812186042662481","0.883150088151919"
"No","1995","(Married) couple without C. ","Urban Area","1948","0.778962153621302","0.762347312861409","0.795576994381194"
"No","1995","(Married) couple without C. ","Rural Area","904","0.789834236425667","0.765546658529886","0.814121814321449"
"No","1995","Single parent ","Urban Area","387","0.916550667185131","0.890006461320664","0.943094873049598"
"No","1995","Single parent ","Rural Area","185","0.958962654653068","0.931047650110057","0.98687765919608"
"No","1995","Couple + C. LE 16 ","Urban Area","1959","0.962941837266275","0.954728338253159","0.97115533627939"
"No","1995","Couple + C. LE 16 ","Rural Area","1068","0.96084424553017","0.949397431429132","0.972291059631209"
"No","1995","Couple + C. GT 16 ","Urban Area","1420","0.883414773861289","0.8675704367844","0.899259110938177"
"No","1995","Couple + C. GT 16 ","Rural Area","829","0.898965929026487","0.879309267559929","0.918622590493045"
"No","1995","Couple + C. LE and GT 16","Urban Area","750","0.945346063713188","0.929505669610534","0.961186457815841"
"No","1995","Couple + C. LE and GT 16","Rural Area","429","0.968750287721704","0.952584494502886","0.984916080940523"
"Yes","1996","1-pers.-HH","Urban Area","179","0.19057257201087","0.166984500098012","0.214160643923728"
"Yes","1996","1-pers.-HH","Rural Area","61","0.169238292556353","0.133420848125529","0.205055736987178"
"Yes","1996","(Married) couple without C. ","Urban Area","441","0.217567952298743","0.201119291559687","0.2340166130378"
"Yes","1996","(Married) couple without C. ","Rural Area","190","0.212594072564371","0.188780942753747","0.236407202374996"
"Yes","1996","Single parent ","Urban Area","33","0.0754151428593087","0.0509359554841157","0.0998943302345018"
"Yes","1996","Single parent ","Rural Area","14","","",""
"Yes","1996","Couple + C. LE 16 ","Urban Area","75","0.0414950453313456","0.0327349715548297","0.0502551191078615"
"Yes","1996","Couple + C. LE 16 ","Rural Area","39","0.0459051675067391","0.033023986779169","0.0587863482343092"
"Yes","1996","Couple + C. GT 16 ","Urban Area","149","0.114856662334916","0.0987904491520884","0.130922875517744"
"Yes","1996","Couple + C. GT 16 ","Rural Area","69","0.104985716878568","0.0844388727773888","0.125532560979747"
"Yes","1996","Couple + C. LE and GT 16","Urban Area","42","0.0605238666682215","0.0436703269105701","0.0773774064258728"
"Yes","1996","Couple + C. LE and GT 16","Rural Area","19","","",""
"No","1996","1-pers.-HH","Urban Area","886","0.80942742798913","0.785839356076272","0.833015499901988"
"No","1996","1-pers.-HH","Rural Area","360","0.830761707443647","0.794944263012822","0.866579151874471"
"No","1996","(Married) couple without C. ","Urban Area","1976","0.782432047701257","0.7659833869622","0.798880708440313"
"No","1996","(Married) couple without C. ","Rural Area","944","0.787405927435628","0.763592797625004","0.811219057246253"
"No","1996","Single parent ","Urban Area","414","0.924584857140691","0.900105669765498","0.949064044515884"
"No","1996","Single parent ","Rural Area","191","0.92417422176181","0.887936863980425","0.960411579543195"
"No","1996","Couple + C. LE 16 ","Urban Area","1916","0.958504954668654","0.949744880892138","0.96726502844517"
"No","1996","Couple + C. LE 16 ","Rural Area","975","0.954094832493261","0.941213651765691","0.966976013220831"
"No","1996","Couple + C. GT 16 ","Urban Area","1364","0.885143337665084","0.869077124482256","0.901209550847912"
"No","1996","Couple + C. GT 16 ","Rural Area","786","0.895014283121432","0.874467439020253","0.915561127222611"
"No","1996","Couple + C. LE and GT 16","Urban Area","727","0.939476133331778","0.922622593574127","0.95632967308943"
"No","1996","Couple + C. LE and GT 16","Rural Area","465","0.965692128633807","0.949476206791521","0.981908050476093"
"Yes","1997","1-pers.-HH","Urban Area","172","0.190611867775742","0.166774443777269","0.214449291774215"
"Yes","1997","1-pers.-HH","Rural Area","60","0.167840001290961","0.131442486232335","0.204237516349586"
"Yes","1997","(Married) couple without C. ","Urban Area","441","0.21842055965445","0.201975875347025","0.234865243961874"
"Yes","1997","(Married) couple without C. ","Rural Area","206","0.221058770201733","0.197168965809473","0.244948574593993"
"Yes","1997","Single parent ","Urban Area","30","0.0697723312079655","0.0455798988821394","0.0939647635337916"
"Yes","1997","Single parent ","Rural Area","15","","",""
"Yes","1997","Couple + C. LE 16 ","Urban Area","75","0.0456733938799168","0.0362410757619873","0.0551057119978463"
"Yes","1997","Couple + C. LE 16 ","Rural Area","37","0.0499909857544735","0.0361911140188461","0.0637908574901008"
"Yes","1997","Couple + C. GT 16 ","Urban Area","143","0.111971888132767","0.0959982056029412","0.127945570662592"
"Yes","1997","Couple + C. GT 16 ","Rural Area","68","0.0902077840363486","0.0711605763000807","0.109254991772616"
"Yes","1997","Couple + C. LE and GT 16","Urban Area","35","0.0538756895904733","0.0376526530974037","0.0700987260835429"
"Yes","1997","Couple + C. LE and GT 16","Rural Area","17","","",""
"No","1997","1-pers.-HH","Urban Area","871","0.809388132224258","0.785550708225785","0.833225556222731"
"No","1997","1-pers.-HH","Rural Area","345","0.832159998709039","0.795762483650414","0.868557513767665"
"No","1997","(Married) couple without C. ","Urban Area","1984","0.78157944034555","0.765134756038126","0.798024124652975"
"No","1997","(Married) couple without C. ","Rural Area","953","0.778941229798267","0.755051425406007","0.802831034190527"
"No","1997","Single parent ","Urban Area","396","0.930227668792034","0.906035236466208","0.954420101117861"
"No","1997","Single parent ","Rural Area","196","0.918609296777883","0.88171496219034","0.955503631365426"
"No","1997","Couple + C. LE 16 ","Urban Area","1807","0.954326606120083","0.944894288002154","0.963758924238013"
"No","1997","Couple + C. LE 16 ","Rural Area","921","0.950009014245527","0.936209142509899","0.963808885981154"
"No","1997","Couple + C. GT 16 ","Urban Area","1354","0.888028111867233","0.872054429337408","0.904001794397059"
"No","1997","Couple + C. GT 16 ","Rural Area","801","0.909792215963651","0.890745008227384","0.928839423699919"
"No","1997","Couple + C. LE and GT 16","Urban Area","709","0.946124310409527","0.929901273916457","0.962347346902596"
"No","1997","Couple + C. LE and GT 16","Rural Area","445","0.964430538065857","0.947541643370371","0.981319432761342"
