"ple0040","year","migback","n","percent","lower_confidence","upper_confidence"
"No","1999","direct migration background","1978","0.871517168193791","0.8575816940719","0.885452642315682"
"No","1999","indirect migration background","590","0.961765770092843","0.946560703811949","0.976970836373737"
"Yes","2000","no migration background","2322","0.13240694847197","0.127711780116373","0.137102116827566"
"Yes","2000","direct migration background","295","0.0949227685861775","0.0849734505985846","0.10487208657377"
"Yes","2000","indirect migration background","28","","",""
"No","2000","no migration background","17696","0.86759305152803","0.862897883172434","0.872288219883627"
"No","2000","direct migration background","3039","0.905077231413822","0.89512791342623","0.915026549401415"
"No","2000","indirect migration background","798","0.963792432625459","0.951053017282986","0.976531847967931"
"Yes","2001","no migration background","2108","0.133779440319474","0.128843567296203","0.138715313342745"
"Yes","2001","direct migration background","267","0.0958964064532368","0.0852201683858385","0.106572644520635"
"Yes","2001","indirect migration background","35","0.0542021388429","0.0382615406185434","0.0701427370672566"
"No","2001","no migration background","16164","0.866220559680526","0.861284686657255","0.871156432703797"
"No","2001","direct migration background","2655","0.904103593546763","0.893427355479365","0.914779831614161"
"No","2001","indirect migration background","740","0.9457978611571","0.929857262932743","0.961738459381457"
"Yes","2002","no migration background","2279","0.144016201655333","0.139080746167313","0.148951657143353"
"Yes","2002","direct migration background","264","0.0990054098591346","0.0879506416474696","0.1100601780708"
"Yes","2002","indirect migration background","33","0.0489695468310932","0.0338053802373803","0.0641337134248061"
"No","2002","no migration background","17162","0.855983798344667","0.851048342856647","0.860919253832687"
"No","2002","direct migration background","2540","0.900994590140865","0.889939821929201","0.91204935835253"
"No","2002","indirect migration background","745","0.951030453168907","0.935866286575194","0.96619461976262"
"Yes","2003","no migration background","2232","0.143218858242928","0.138207417760761","0.148230298725095"
"Yes","2003","direct migration background","255","0.0964902029864197","0.0851993670281859","0.107781038944654"
"Yes","2003","indirect migration background","30","0.038552451635076","0.0250758975571038","0.0520290057130481"
"No","2003","no migration background","16537","0.856781141757072","0.851769701274905","0.861792582239239"
"No","2003","direct migration background","2372","0.90350979701358","0.892218961055346","0.914800632971814"
"No","2003","indirect migration background","754","0.961447548364924","0.947970994286952","0.974924102442896"
"Yes","2004","no migration background","2239","0.148102112788016","0.142954806382028","0.153249419194004"
"Yes","2004","direct migration background","267","0.108305110293554","0.0962243871604743","0.120385833426634"
"Yes","2004","indirect migration background","33","0.0480816201249321","0.0333211317759433","0.0628421084739209"
"No","2004","no migration background","16054","0.851897887211984","0.846750580805996","0.857045193617972"
"No","2004","direct migration background","2275","0.891694889706446","0.879614166573366","0.903775612839526"
"No","2004","indirect migration background","774","0.951918379875068","0.937157891526079","0.966678868224057"
"Yes","2005","no migration background","2200","0.145491551408069","0.140265275413976","0.150717827402162"
"Yes","2005","direct migration background","256","0.104602592009237","0.0922735849390801","0.116931599079394"
"Yes","2005","indirect migration background","25","","",""
"No","2005","no migration background","15285","0.854508448591931","0.849282172597838","0.859734724586024"
"No","2005","direct migration background","2111","0.895397407990763","0.883068400920606","0.90772641506092"
"No","2005","indirect migration background","806","0.969865544768099","0.958242095699403","0.981488993836795"
"Yes","2006","no migration background","2441","0.149702460540559","0.144603422415163","0.154801498665956"
"Yes","2006","direct migration background","276","0.11519433111206","0.102376174551488","0.128012487672631"
"Yes","2006","indirect migration background","27","","",""
"No","2006","no migration background","16366","0.850297539459441","0.845198501334044","0.855396577584837"
"No","2006","direct migration background","2107","0.88480566888794","0.871987512327369","0.897623825448512"
"No","2006","indirect migration background","794","0.967778343796616","0.95569913768036","0.979857549912872"
"Yes","2007","no migration background","2315","0.149233126678209","0.143971201455653","0.154495051900765"
"Yes","2007","direct migration background","242","0.114194053328132","0.100665102012379","0.127723004643886"
"Yes","2007","indirect migration background","28","","",""
"No","2007","no migration background","15300","0.850766873321791","0.845504948099234","0.856028798544347"
"No","2007","direct migration background","1881","0.885805946671868","0.872276995356114","0.899334897987621"
"No","2007","indirect migration background","759","0.967289449095618","0.954861974632112","0.979716923559123"
"Yes","2008","no migration background","2194","0.148992104538125","0.143585558370228","0.154398650706022"
"Yes","2008","direct migration background","219","0.109750099441449","0.0957319774354972","0.123768221447402"
"Yes","2008","indirect migration background","30","0.0432281982541896","0.0288543626982954","0.0576020338100838"
"No","2008","no migration background","14469","0.851007895461875","0.845601349293978","0.856414441629772"
"No","2008","direct migration background","1691","0.890249900558551","0.876231778552598","0.904268022564503"
"No","2008","indirect migration background","739","0.95677180174581","0.942397966189916","0.971145637301705"
"Yes","2009","no migration background","2118","0.149189306553015","0.143609620048617","0.154768993057414"
"Yes","2009","direct migration background","200","0.115138047941293","0.0998018176342795","0.130474278248306"
"Yes","2009","indirect migration background","29","","",""
"No","2009","no migration background","13544","0.850810693446985","0.845231006942586","0.856390379951383"
"No","2009","direct migration background","1464","0.884861952058707","0.869525721751694","0.90019818236572"
"No","2009","indirect migration background","686","0.961429289364499","0.947314234693392","0.975544344035606"
"Yes","2010","no migration background","2220","0.148714324904134","0.143776887639081","0.153651762169188"
"Yes","2010","direct migration background","215","0.107287136972989","0.096031255550547","0.118543018395432"
"Yes","2010","indirect migration background","43","0.0563382892186112","0.0430120021240571","0.0696645763131652"
"No","2010","no migration background","17729","0.851285675095866","0.846348237830812","0.856223112360919"
"No","2010","direct migration background","2689","0.892712863027011","0.881456981604568","0.903968744449453"
"No","2010","indirect migration background","1107","0.943661710781389","0.930335423686835","0.956987997875943"
"Yes","2011","no migration background","2812","0.148346190877321","0.143830920675699","0.152861461078944"
"Yes","2011","direct migration background","253","0.0926556714415808","0.082673370841293","0.102637972041869"
"Yes","2011","indirect migration background","59","0.0592899866529668","0.046471762700533","0.0721082106054006"
"No","2011","no migration background","20993","0.851653809122679","0.847138538921056","0.856169079324301"
"No","2011","direct migration background","2988","0.907344328558419","0.897362027958131","0.917326629158707"
"No","2011","indirect migration background","1245","0.940710013347033","0.927891789394599","0.953528237299467"
"Yes","2012","no migration background","2967","0.154242356905254","0.149606629162546","0.158878084647962"
"Yes","2012","direct migration background","254","0.0983963117604636","0.0878171394151962","0.108975484105731"
"Yes","2012","indirect migration background","64","0.0685576231207819","0.0546923436946486","0.0824229025469152"
"No","2012","no migration background","20352","0.845757643094746","0.841121915352038","0.850393370837454"
"No","2012","direct migration background","2791","0.901603688239536","0.891024515894269","0.912182860584804"
"No","2012","indirect migration background","1212","0.931442376879218","0.917577097453085","0.945307656305351"
"Yes","2013","no migration background","2784","0.151507622863503","0.146783318692517","0.156231927034489"
"Yes","2013","direct migration background","433","0.106726285594872","0.0991622745877959","0.114290296601947"
"Yes","2013","indirect migration background","83","0.058118555679191","0.048184836165175","0.068052275193207"
"No","2013","no migration background","19342","0.848492377136497","0.843768072965511","0.853216681307483"
"No","2013","direct migration background","5968","0.893273714405128","0.885709703398053","0.900837725412204"
"No","2013","indirect migration background","2048","0.941881444320809","0.931947724806793","0.951815163834825"
"Yes","2014","no migration background","2746","0.159181595533493","0.154140983324212","0.164222207742774"
"Yes","2014","direct migration background","392","0.108840398113839","0.100314667693633","0.117366128534044"
"Yes","2014","indirect migration background","78","0.0691506414584421","0.0574039138860233","0.0808973690308609"
"No","2014","no migration background","17490","0.840818404466507","0.835777792257226","0.845859016675788"
"No","2014","direct migration background","4734","0.891159601886161","0.882633871465956","0.899685332306367"
"No","2014","indirect migration background","1714","0.930849358541558","0.919102630969139","0.942596086113977"
"Yes","2015","no migration background","2564","0.159213465365964","0.154040114080354","0.164386816651575"
"Yes","2015","direct migration background","341","0.0923384754044815","0.0849650854579244","0.0997118653510387"
"Yes","2015","indirect migration background","72","0.0563068242882742","0.04531024033989","0.0673034082366585"
"No","2015","no migration background","16650","0.840786534634036","0.835613183348424","0.845959885919647"
"No","2015","direct migration background","5581","0.907661524595518","0.900288134648961","0.915034914542076"
"No","2015","indirect migration background","1616","0.943693175711726","0.932696591763342","0.95468975966011"
"Yes","2016","no migration background","2408","0.15701415143614","0.151682088085258","0.162346214787021"
"Yes","2016","direct migration background","324","0.0965209602892551","0.0882458322039035","0.104796088374607"
"Yes","2016","indirect migration background","67","0.0495587539273854","0.0388232832156407","0.06029422463913"
"No","2016","no migration background","15476","0.84298584856386","0.837653785212979","0.848317911914742"
"No","2016","direct migration background","4568","0.903479039710745","0.895203911625393","0.911754167796097"
"No","2016","indirect migration background","1503","0.950441246072615","0.93970577536087","0.961176716784359"
"Yes","2017","no migration background","2661","0.153726412745026","0.14876276526965","0.158690060220402"
"Yes","2017","direct migration background","341","0.101849065029331","0.0931671577600206","0.110530972298641"
"Yes","2017","indirect migration background","89","0.0529063885432011","0.0423060454583763","0.0635067316280259"
"No","2017","no migration background","17623","0.846273587254974","0.841309939779598","0.85123723473035"
"No","2017","direct migration background","4321","0.898150934970669","0.889469027701359","0.906832842239979"
"No","2017","indirect migration background","1624","0.947093611456799","0.936493268371974","0.957693954541624"
"Yes","2018","no migration background","2689","0.153571293470739","0.148522060272278","0.158620526669199"
"Yes","2018","direct migration background","352","0.0999792498891809","0.0911518353758104","0.108806664402551"
"Yes","2018","indirect migration background","105","0.0706157755606006","0.0584735428887713","0.0827580082324299"
"No","2018","no migration background","16897","0.846428706529262","0.841379473330801","0.851477939727723"
"No","2018","direct migration background","4084","0.900020750110819","0.891193335597449","0.90884816462419"
"No","2018","indirect migration background","1605","0.929384224439399","0.91724199176757","0.941526457111229"
"Yes","2019","no migration background","2665","0.152083256546811","0.147137636854409","0.157028876239214"
"Yes","2019","direct migration background","288","0.102470918745276","0.0928852040521335","0.112056633438418"
"Yes","2019","indirect migration background","99","0.068416427164701","0.0564190298786043","0.0804138244507976"
"No","2019","no migration background","17588","0.847916743453189","0.842971123760786","0.852862363145591"
"No","2019","direct migration background","3557","0.897529081254724","0.887943366561582","0.907114795947867"
"No","2019","indirect migration background","1602","0.931583572835299","0.919586175549202","0.943580970121396"
