"ple0040","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No","1986","35-65 y.","lower secondary degree","23","","",""
"No","1986","35-65 y.","secondary school degree","4","","",""
"No","1986","35-65 y.","college entrance qualification","4","","",""
"No","1986","35-65 y.","Other degree","5","","",""
"No","1986","35-65 y.","no degree/no degree yet","7","","",""
"No","1986","66 and older","lower secondary degree","5","","",""
"No","1986","66 and older","secondary school degree","1","","",""
"No","1986","66 and older","college entrance qualification","","","",""
"No","1986","66 and older","Other degree","","","",""
"No","1986","66 and older","no degree/no degree yet","","","",""
"Yes","1987","16-34 y.","lower secondary degree","36","0.0244198668760623","0.0168092007986746","0.03203053295345"
"Yes","1987","16-34 y.","secondary school degree","15","","",""
"Yes","1987","16-34 y.","college entrance qualification","11","","",""
"Yes","1987","16-34 y.","Other degree","9","","",""
"Yes","1987","16-34 y.","no degree/no degree yet","21","","",""
"Yes","1987","35-65 y.","lower secondary degree","405","0.163088003276029","0.14919634228772","0.176979664264338"
"Yes","1987","35-65 y.","secondary school degree","79","0.127619310096501","0.10257741903552","0.152661201157482"
"Yes","1987","35-65 y.","college entrance qualification","45","0.0931821698963378","0.0674177661300457","0.11894657366263"
"Yes","1987","35-65 y.","Other degree","57","0.0854195311548869","0.0661711090187437","0.10466795329103"
"Yes","1987","35-65 y.","no degree/no degree yet","47","0.118322931163034","0.0923267247311982","0.14431913759487"
"Yes","1987","66 and older","lower secondary degree","171","0.207090180911184","0.178761361900485","0.235418999921882"
"Yes","1987","66 and older","secondary school degree","42","0.245393799719781","0.180896428632826","0.309891170806735"
"Yes","1987","66 and older","college entrance qualification","35","0.366791936655974","0.267226192388635","0.466357680923313"
"Yes","1987","66 and older","Other degree","2","","",""
"Yes","1987","66 and older","no degree/no degree yet","5","","",""
"No","1987","16-34 y.","lower secondary degree","1544","0.975580133123938","0.96796946704655","0.983190799201325"
"No","1987","16-34 y.","secondary school degree","959","0.985687967255647","0.978228823096115","0.993147111415179"
"No","1987","16-34 y.","college entrance qualification","641","0.983343353215081","0.973519753120703","0.993166953309459"
"No","1987","16-34 y.","Other degree","314","0.918818328223352","0.889033805173227","0.948602851273477"
"No","1987","16-34 y.","no degree/no degree yet","365","0.936952422758799","0.912706014742997","0.961198830774602"
"No","1987","35-65 y.","lower secondary degree","2312","0.836911996723971","0.823020335735662","0.85080365771228"
"No","1987","35-65 y.","secondary school degree","603","0.872380689903499","0.847338798842518","0.89742258096448"
"No","1987","35-65 y.","college entrance qualification","444","0.906817830103662","0.88105342633737","0.932582233869954"
"No","1987","35-65 y.","Other degree","753","0.914580468845113","0.89533204670897","0.933828890981256"
"No","1987","35-65 y.","no degree/no degree yet","546","0.881677068836966","0.85568086240513","0.907673275268802"
"No","1987","66 and older","lower secondary degree","615","0.792909819088816","0.764581000078118","0.821238638099515"
"No","1987","66 and older","secondary school degree","129","0.754606200280219","0.690108829193265","0.819103571367174"
"No","1987","66 and older","college entrance qualification","55","0.633208063344026","0.533642319076687","0.732773807611365"
"No","1987","66 and older","Other degree","6","","",""
"No","1987","66 and older","no degree/no degree yet","15","","",""
"Yes","1988","16-34 y.","lower secondary degree","40","0.0239675187983987","0.0163211572194275","0.0316138803773699"
"Yes","1988","16-34 y.","secondary school degree","14","","",""
"Yes","1988","16-34 y.","college entrance qualification","10","","",""
"Yes","1988","16-34 y.","Other degree","11","","",""
"Yes","1988","16-34 y.","no degree/no degree yet","19","","",""
"Yes","1988","35-65 y.","lower secondary degree","405","0.173242220452007","0.158624640088256","0.187859800815758"
"Yes","1988","35-65 y.","secondary school degree","73","0.122784482827062","0.0978407087862546","0.147728256867869"
"Yes","1988","35-65 y.","college entrance qualification","42","0.0926450599693757","0.0665714584700676","0.118718661468684"
"Yes","1988","35-65 y.","Other degree","78","0.12205026122055","0.098959214262706","0.145141308178395"
"Yes","1988","35-65 y.","no degree/no degree yet","51","0.131712710512924","0.103372700898551","0.160052720127298"
"Yes","1988","66 and older","lower secondary degree","208","0.260959287208674","0.229654716401704","0.292263858015644"
"Yes","1988","66 and older","secondary school degree","46","0.281515904813527","0.213305613717334","0.34972619590972"
"Yes","1988","66 and older","college entrance qualification","37","0.427974243349257","0.32400495454323","0.531943532155285"
"Yes","1988","66 and older","Other degree","2","","",""
"Yes","1988","66 and older","no degree/no degree yet","2","","",""
"No","1988","16-34 y.","lower secondary degree","1497","0.976032481201601","0.96838611962263","0.983678842780572"
"No","1988","16-34 y.","secondary school degree","915","0.985728253809484","0.978101189763755","0.993355317855213"
"No","1988","16-34 y.","college entrance qualification","603","0.981337255785537","0.970624165892185","0.992050345678889"
"No","1988","16-34 y.","Other degree","278","0.898993297742812","0.864251483594028","0.933735111891596"
"No","1988","16-34 y.","no degree/no degree yet","322","0.93515807108845","0.909021935311588","0.961294206865312"
"No","1988","35-65 y.","lower secondary degree","2170","0.826757779547993","0.812140199184243","0.841375359911744"
"No","1988","35-65 y.","secondary school degree","592","0.877215517172938","0.852271743132131","0.902159291213745"
"No","1988","35-65 y.","college entrance qualification","433","0.907354940030624","0.881281338531316","0.933428541529932"
"No","1988","35-65 y.","Other degree","694","0.87794973877945","0.854858691821605","0.901040785737294"
"No","1988","35-65 y.","no degree/no degree yet","496","0.868287289487075","0.839947279872702","0.896627299101449"
"No","1988","66 and older","lower secondary degree","548","0.739040712791326","0.707736141984356","0.770345283598296"
"No","1988","66 and older","secondary school degree","121","0.718484095186473","0.65027380409028","0.786694386282666"
"No","1988","66 and older","college entrance qualification","50","0.572025756650743","0.468056467844715","0.67599504545677"
"No","1988","66 and older","Other degree","7","","",""
"No","1988","66 and older","no degree/no degree yet","18","","",""
"Yes","1989","16-34 y.","lower secondary degree","35","0.0237488630329047","0.0160330004927115","0.0314647255730979"
"Yes","1989","16-34 y.","secondary school degree","11","","",""
"Yes","1989","16-34 y.","college entrance qualification","14","","",""
"Yes","1989","16-34 y.","Other degree","8","","",""
"Yes","1989","16-34 y.","no degree/no degree yet","17","","",""
"Yes","1989","35-65 y.","lower secondary degree","389","0.177154657614145","0.161936736172572","0.192372579055718"
"Yes","1989","35-65 y.","secondary school degree","67","0.116524105028946","0.0915094342092145","0.141538775848678"
"Yes","1989","35-65 y.","college entrance qualification","43","0.0983366432778104","0.0717259951189961","0.124947291436625"
"Yes","1989","35-65 y.","Other degree","68","0.10936737607474","0.0873230957813582","0.131411656368121"
"Yes","1989","35-65 y.","no degree/no degree yet","57","0.152736516656307","0.122110476927562","0.183362556385052"
"Yes","1989","66 and older","lower secondary degree","225","0.295410709403684","0.262405598396924","0.328415820410444"
"Yes","1989","66 and older","secondary school degree","48","0.305175095173148","0.234699557214416","0.375650633131881"
"Yes","1989","66 and older","college entrance qualification","33","0.36311115965781","0.263758738713253","0.462463580602367"
"Yes","1989","66 and older","Other degree","1","","",""
"Yes","1989","66 and older","no degree/no degree yet","3","","",""
"No","1989","16-34 y.","lower secondary degree","1461","0.976251136967095","0.968535274426902","0.983966999507288"
"No","1989","16-34 y.","secondary school degree","899","0.990152654272944","0.983737042647167","0.996568265898721"
"No","1989","16-34 y.","college entrance qualification","615","0.974750661401277","0.962490546490049","0.987010776312505"
"No","1989","16-34 y.","Other degree","243","0.914658152333747","0.880094338629368","0.949221966038126"
"No","1989","16-34 y.","no degree/no degree yet","323","0.937839970089801","0.912175718211669","0.963504221967933"
"No","1989","35-65 y.","lower secondary degree","2029","0.822845342385855","0.807627420944282","0.838063263827428"
"No","1989","35-65 y.","secondary school degree","565","0.883475894971053","0.858461224151322","0.908490565790785"
"No","1989","35-65 y.","college entrance qualification","438","0.90166335672219","0.875052708563375","0.928274004881004"
"No","1989","35-65 y.","Other degree","702","0.89063262392526","0.868588343631879","0.912676904218642"
"No","1989","35-65 y.","no degree/no degree yet","473","0.847263483343693","0.816637443614948","0.877889523072438"
"No","1989","66 and older","lower secondary degree","509","0.704589290596316","0.671584179589556","0.737594401603076"
"No","1989","66 and older","secondary school degree","116","0.694824904826852","0.624349366868119","0.765300442785584"
"No","1989","66 and older","college entrance qualification","57","0.63688884034219","0.537536419397633","0.736241261286748"
"No","1989","66 and older","Other degree","7","","",""
"No","1989","66 and older","no degree/no degree yet","12","","",""
"Yes","1990","16-34 y.","lower secondary degree","","","",""
"Yes","1990","16-34 y.","secondary school degree","","","",""
"Yes","1990","16-34 y.","college entrance qualification","","","",""
"Yes","1990","16-34 y.","Other degree","","","",""
"Yes","1990","16-34 y.","no degree/no degree yet","","","",""
"Yes","1990","35-65 y.","lower secondary degree","","","",""
"Yes","1990","35-65 y.","secondary school degree","","","",""
"Yes","1990","35-65 y.","college entrance qualification","","","",""
"Yes","1990","35-65 y.","Other degree","","","",""
"Yes","1990","35-65 y.","no degree/no degree yet","","","",""
"Yes","1990","66 and older","lower secondary degree","","","",""
"Yes","1990","66 and older","secondary school degree","","","",""
"Yes","1990","66 and older","college entrance qualification","","","",""
"Yes","1990","66 and older","Other degree","","","",""
"Yes","1990","66 and older","no degree/no degree yet","","","",""
"No","1990","16-34 y.","lower secondary degree","","","",""
"No","1990","16-34 y.","secondary school degree","","","",""
"No","1990","16-34 y.","college entrance qualification","","","",""
"No","1990","16-34 y.","Other degree","","","",""
"No","1990","16-34 y.","no degree/no degree yet","","","",""
"No","1990","35-65 y.","lower secondary degree","","","",""
"No","1990","35-65 y.","secondary school degree","","","",""
"No","1990","35-65 y.","college entrance qualification","","","",""
"No","1990","35-65 y.","Other degree","","","",""
"No","1990","35-65 y.","no degree/no degree yet","","","",""
"No","1990","66 and older","lower secondary degree","","","",""
"No","1990","66 and older","secondary school degree","","","",""
"No","1990","66 and older","college entrance qualification","","","",""
"No","1990","66 and older","Other degree","","","",""
"No","1990","66 and older","no degree/no degree yet","","","",""
"Yes","1991","16-34 y.","lower secondary degree","34","0.0246256215818374","0.0164664559735139","0.0327847871901609"
"Yes","1991","16-34 y.","secondary school degree","11","","",""
"Yes","1991","16-34 y.","college entrance qualification","15","","",""
"Yes","1991","16-34 y.","Other degree","12","","",""
"Yes","1991","16-34 y.","no degree/no degree yet","21","","",""
"Yes","1991","35-65 y.","lower secondary degree","382","0.182468736072436","0.166680812250572","0.198256659894299"
"Yes","1991","35-65 y.","secondary school degree","62","0.1029380016706","0.0793213333983952","0.126554669942805"
"Yes","1991","35-65 y.","college entrance qualification","35","0.0792406220339439","0.0558436247852459","0.102637619282642"
"Yes","1991","35-65 y.","Other degree","72","0.114650968572966","0.0918342437644198","0.137467693381512"
"Yes","1991","35-65 y.","no degree/no degree yet","60","0.160851803225388","0.128355074521838","0.193348531928938"
"Yes","1991","66 and older","lower secondary degree","230","0.3013557333911","0.268690838343679","0.33402062843852"
"Yes","1991","66 and older","secondary school degree","56","0.342106359556217","0.270153464382494","0.414059254729939"
"Yes","1991","66 and older","college entrance qualification","43","0.450642830523959","0.348971663465736","0.552313997582182"
"Yes","1991","66 and older","Other degree","4","","",""
"Yes","1991","66 and older","no degree/no degree yet","2","","",""
"No","1991","16-34 y.","lower secondary degree","1352","0.975374378418163","0.967215212809839","0.983533544026486"
"No","1991","16-34 y.","secondary school degree","883","0.987294654185414","0.979952965422502","0.994636342948327"
"No","1991","16-34 y.","college entrance qualification","620","0.974097809111453","0.961743150154435","0.986452468068471"
"No","1991","16-34 y.","Other degree","215","0.891983170109702","0.851603831033225","0.932362509186179"
"No","1991","16-34 y.","no degree/no degree yet","286","0.918020066760489","0.887332760285934","0.948707373235043"
"No","1991","35-65 y.","lower secondary degree","1917","0.817531263927564","0.801743340105701","0.833319187749428"
"No","1991","35-65 y.","secondary school degree","574","0.8970619983294","0.873445330057195","0.920678666601605"
"No","1991","35-65 y.","college entrance qualification","477","0.920759377966056","0.897362380717358","0.944156375214754"
"No","1991","35-65 y.","Other degree","677","0.885349031427034","0.862532306618488","0.90816575623558"
"No","1991","35-65 y.","no degree/no degree yet","431","0.839148196774612","0.806651468071062","0.871644925478162"
"No","1991","66 and older","lower secondary degree","528","0.6986442666089","0.66597937156148","0.731309161656321"
"No","1991","66 and older","secondary school degree","111","0.657893640443784","0.585940745270061","0.729846535617506"
"No","1991","66 and older","college entrance qualification","49","0.549357169476041","0.447686002417818","0.651028336534264"
"No","1991","66 and older","Other degree","9","","",""
"No","1991","66 and older","no degree/no degree yet","22","","",""
"Yes","1992","16-34 y.","lower secondary degree","33","0.0220353057953384","0.0145335506676776","0.0295370609229992"
"Yes","1992","16-34 y.","secondary school degree","28","","",""
"Yes","1992","16-34 y.","college entrance qualification","14","","",""
"Yes","1992","16-34 y.","Other degree","11","","",""
"Yes","1992","16-34 y.","no degree/no degree yet","21","","",""
"Yes","1992","35-65 y.","lower secondary degree","504","0.176453461680285","0.16333548566022","0.18957143770035"
"Yes","1992","35-65 y.","secondary school degree","118","0.0867783050049435","0.0722736462058773","0.10128296380401"
"Yes","1992","35-65 y.","college entrance qualification","56","0.0790572832768035","0.0607115603119919","0.097403006241615"
"Yes","1992","35-65 y.","Other degree","91","0.156820347317853","0.130531854599135","0.183108840036572"
"Yes","1992","35-65 y.","no degree/no degree yet","64","0.195681294833545","0.160337420751376","0.231025168915714"
"Yes","1992","66 and older","lower secondary degree","288","0.283342234960109","0.25625323192863","0.310431237991589"
"Yes","1992","66 and older","secondary school degree","81","0.378628716970407","0.313336333205942","0.443921100734871"
"Yes","1992","66 and older","college entrance qualification","47","0.480948320109727","0.382527948548591","0.579368691670863"
"Yes","1992","66 and older","Other degree","7","","",""
"Yes","1992","66 and older","no degree/no degree yet","4","","",""
"No","1992","16-34 y.","lower secondary degree","1438","0.977964694204662","0.970462939077001","0.985466449332322"
"No","1992","16-34 y.","secondary school degree","1896","0.985748789986257","0.980452709780937","0.991044870191578"
"No","1992","16-34 y.","college entrance qualification","794","0.979301357367336","0.969484521676326","0.989118193058345"
"No","1992","16-34 y.","Other degree","215","0.909183423295604","0.871720454589713","0.946646392001495"
"No","1992","16-34 y.","no degree/no degree yet","320","0.93624800596756","0.910317365659737","0.962178646275383"
"No","1992","35-65 y.","lower secondary degree","2740","0.823546538319715","0.81042856229965","0.83666451433978"
"No","1992","35-65 y.","secondary school degree","1329","0.913221694995056","0.89871703619599","0.927726353794123"
"No","1992","35-65 y.","college entrance qualification","775","0.920942716723196","0.902596993758385","0.939288439688008"
"No","1992","35-65 y.","Other degree","644","0.843179652682147","0.816891159963429","0.869468145400865"
"No","1992","35-65 y.","no degree/no degree yet","420","0.804318705166455","0.768974831084286","0.839662579248624"
"No","1992","66 and older","lower secondary degree","775","0.716657765039891","0.689568762008411","0.743746768071371"
"No","1992","66 and older","secondary school degree","131","0.621371283029593","0.556078899265129","0.686663666794058"
"No","1992","66 and older","college entrance qualification","52","0.519051679890273","0.420631308329137","0.617472051451409"
"No","1992","66 and older","Other degree","18","","",""
"No","1992","66 and older","no degree/no degree yet","25","","",""
"Yes","1993","16-34 y.","lower secondary degree","","","",""
"Yes","1993","16-34 y.","secondary school degree","","","",""
"Yes","1993","16-34 y.","college entrance qualification","","","",""
"Yes","1993","16-34 y.","Other degree","","","",""
"Yes","1993","16-34 y.","no degree/no degree yet","","","",""
"Yes","1993","35-65 y.","lower secondary degree","","","",""
"Yes","1993","35-65 y.","secondary school degree","","","",""
"Yes","1993","35-65 y.","college entrance qualification","","","",""
"Yes","1993","35-65 y.","Other degree","","","",""
"Yes","1993","35-65 y.","no degree/no degree yet","","","",""
"Yes","1993","66 and older","lower secondary degree","","","",""
"Yes","1993","66 and older","secondary school degree","","","",""
"Yes","1993","66 and older","college entrance qualification","","","",""
"Yes","1993","66 and older","Other degree","","","",""
"Yes","1993","66 and older","no degree/no degree yet","","","",""
"No","1993","16-34 y.","lower secondary degree","","","",""
"No","1993","16-34 y.","secondary school degree","","","",""
"No","1993","16-34 y.","college entrance qualification","","","",""
"No","1993","16-34 y.","Other degree","","","",""
"No","1993","16-34 y.","no degree/no degree yet","","","",""
"No","1993","35-65 y.","lower secondary degree","","","",""
"No","1993","35-65 y.","secondary school degree","","","",""
"No","1993","35-65 y.","college entrance qualification","","","",""
"No","1993","35-65 y.","Other degree","","","",""
"No","1993","35-65 y.","no degree/no degree yet","","","",""
"No","1993","66 and older","lower secondary degree","","","",""
"No","1993","66 and older","secondary school degree","","","",""
"No","1993","66 and older","college entrance qualification","","","",""
"No","1993","66 and older","Other degree","","","",""
"No","1993","66 and older","no degree/no degree yet","","","",""
"Yes","1994","16-34 y.","lower secondary degree","34","0.024783526035897","0.0164252316638599","0.0331418204079341"
"Yes","1994","16-34 y.","secondary school degree","23","","",""
"Yes","1994","16-34 y.","college entrance qualification","17","","",""
"Yes","1994","16-34 y.","Other degree","7","","",""
"Yes","1994","16-34 y.","no degree/no degree yet","13","","",""
"Yes","1994","35-65 y.","lower secondary degree","458","0.166940674706681","0.153646907641069","0.180234441772293"
"Yes","1994","35-65 y.","secondary school degree","111","0.0836507074614348","0.0696490819345914","0.0976523329882781"
"Yes","1994","35-65 y.","college entrance qualification","49","0.0820270437055793","0.0634481626206519","0.100605924790507"
"Yes","1994","35-65 y.","Other degree","93","0.165348810738219","0.136985401590116","0.193712219886323"
"Yes","1994","35-65 y.","no degree/no degree yet","53","0.166988236265686","0.131487801741374","0.202488670789998"
"Yes","1994","66 and older","lower secondary degree","286","0.278932248423579","0.25228385425159","0.305580642595567"
"Yes","1994","66 and older","secondary school degree","77","0.357713461515269","0.293938489610755","0.421488433419784"
"Yes","1994","66 and older","college entrance qualification","41","0.423114522687139","0.329937252603397","0.516291792770882"
"Yes","1994","66 and older","Other degree","12","","",""
"Yes","1994","66 and older","no degree/no degree yet","4","","",""
"No","1994","16-34 y.","lower secondary degree","1295","0.975216473964103","0.966858179592066","0.98357476833614"
"No","1994","16-34 y.","secondary school degree","1761","0.987371151493063","0.982189445594409","0.992552857391718"
"No","1994","16-34 y.","college entrance qualification","852","0.97843264690698","0.968774315692641","0.988090978121319"
"No","1994","16-34 y.","Other degree","197","0.94433638644001","0.912874694997522","0.975798077882497"
"No","1994","16-34 y.","no degree/no degree yet","353","0.965222623104456","0.946452388294962","0.983992857913951"
"No","1994","35-65 y.","lower secondary degree","2565","0.833059325293319","0.819765558227707","0.846353092358931"
"No","1994","35-65 y.","secondary school degree","1391","0.916349292538565","0.902347667011722","0.930350918065409"
"No","1994","35-65 y.","college entrance qualification","789","0.917972956294421","0.899394075209493","0.936551837379348"
"No","1994","35-65 y.","Other degree","566","0.834651189261781","0.806287780113677","0.863014598409884"
"No","1994","35-65 y.","no degree/no degree yet","371","0.833011763734314","0.797511329210002","0.868512198258626"
"No","1994","66 and older","lower secondary degree","802","0.721067751576421","0.694419357404433","0.74771614574841"
"No","1994","66 and older","secondary school degree","140","0.642286538484731","0.578511566580216","0.706061510389245"
"No","1994","66 and older","college entrance qualification","67","0.576885477312861","0.483708207229118","0.670062747396603"
"No","1994","66 and older","Other degree","17","","",""
"No","1994","66 and older","no degree/no degree yet","27","","",""
"Yes","1995","16-34 y.","lower secondary degree","28","","",""
"Yes","1995","16-34 y.","secondary school degree","32","0.0159394056629418","0.0100665595511185","0.0218122517747651"
"Yes","1995","16-34 y.","college entrance qualification","18","","",""
"Yes","1995","16-34 y.","Other degree","8","","",""
"Yes","1995","16-34 y.","no degree/no degree yet","14","","",""
"Yes","1995","35-65 y.","lower secondary degree","481","0.180354201665374","0.16648922681297","0.194219176517777"
"Yes","1995","35-65 y.","secondary school degree","107","0.0777183909322979","0.0645587753347515","0.0908780065298442"
"Yes","1995","35-65 y.","college entrance qualification","50","0.0778487393072429","0.0603245959690749","0.095372882645411"
"Yes","1995","35-65 y.","Other degree","98","0.114732343920904","0.0929190427056436","0.136545645136165"
"Yes","1995","35-65 y.","no degree/no degree yet","58","0.170928281651628","0.134883359395251","0.206973203908006"
"Yes","1995","66 and older","lower secondary degree","298","0.297800148579534","0.270627844564993","0.324972452594075"
"Yes","1995","66 and older","secondary school degree","86","0.38803141601212","0.323929706466592","0.452133125557647"
"Yes","1995","66 and older","college entrance qualification","46","0.457563869426686","0.365707550813839","0.549420188039532"
"Yes","1995","66 and older","Other degree","12","","",""
"Yes","1995","66 and older","no degree/no degree yet","6","","",""
"No","1995","16-34 y.","lower secondary degree","1276","0.9806391202658","0.97316041451738","0.98811782601422"
"No","1995","16-34 y.","secondary school degree","1715","0.984060594337058","0.978187748225235","0.989933440448882"
"No","1995","16-34 y.","college entrance qualification","877","0.980927406681328","0.971966336431607","0.989888476931049"
"No","1995","16-34 y.","Other degree","298","0.968470942972581","0.94889213863009","0.988049747315071"
"No","1995","16-34 y.","no degree/no degree yet","385","0.960436914468349","0.94131016617707","0.979563662759628"
"No","1995","35-65 y.","lower secondary degree","2473","0.819645798334626","0.805780823482223","0.83351077318703"
"No","1995","35-65 y.","secondary school degree","1483","0.922281609067702","0.909121993470156","0.935441224665248"
"No","1995","35-65 y.","college entrance qualification","848","0.922151260692757","0.904627117354589","0.939675404030925"
"No","1995","35-65 y.","Other degree","722","0.885267656079096","0.863454354863835","0.907080957294356"
"No","1995","35-65 y.","no degree/no degree yet","361","0.829071718348372","0.793026796091994","0.865116640604749"
"No","1995","66 and older","lower secondary degree","790","0.702199851420466","0.675027547405925","0.729372155435007"
"No","1995","66 and older","secondary school degree","136","0.61196858398788","0.547866874442353","0.676070293533408"
"No","1995","66 and older","college entrance qualification","67","0.542436130573314","0.450579811960468","0.634292449186161"
"No","1995","66 and older","Other degree","34","0.823950621747518","0.713888719183422","0.934012524311614"
"No","1995","66 and older","no degree/no degree yet","32","0.690806475346821","0.543863209589437","0.837749741104205"
