"ple0040","year","education","n","percent","lower_confidence","upper_confidence"
"No","2002","lower secondary degree","6832","0.804907330517613","0.796397537297197","0.813417123738028"
"No","2002","secondary school degree","6172","0.90753449278366","0.900584105944124","0.914484879623197"
"No","2002","college entrance qualification","5244","0.921284449529627","0.914225024573895","0.928343874485358"
"No","2002","Other degree","1155","0.871696927579886","0.853662682470263","0.88973117268951"
"No","2002","no degree/no degree yet","858","0.915152220704416","0.897027468583148","0.933276972825684"
"Yes","2003","lower secondary degree","1437","0.193772932260407","0.185055977956339","0.202489886564476"
"Yes","2003","secondary school degree","507","0.0960353088480183","0.0888420144898721","0.103228603206164"
"Yes","2003","college entrance qualification","356","0.0835203238561841","0.0761581558512434","0.0908824918611249"
"Yes","2003","Other degree","155","0.111138755680318","0.0936659648834865","0.12861154647715"
"Yes","2003","no degree/no degree yet","46","0.0740303441117241","0.0568773540917143","0.0911833341317339"
"No","2003","lower secondary degree","6461","0.806227067739593","0.797510113435524","0.814944022043661"
"No","2003","secondary school degree","5938","0.903964691151982","0.896771396793836","0.911157985510128"
"No","2003","college entrance qualification","5069","0.916479676143816","0.909117508138875","0.923841844148757"
"No","2003","Other degree","1088","0.888861244319682","0.87138845352285","0.906334035116513"
"No","2003","no degree/no degree yet","849","0.925969655888276","0.908816665868266","0.943122645908286"
"Yes","2004","lower secondary degree","1412","0.198809852620627","0.18980798530022","0.207811719941035"
"Yes","2004","secondary school degree","542","0.102806737887572","0.0952941212709116","0.110319354504233"
"Yes","2004","college entrance qualification","361","0.086204644881198","0.0787062889614685","0.0937030008009274"
"Yes","2004","Other degree","161","0.133534218486548","0.114272648872972","0.152795788100123"
"Yes","2004","no degree/no degree yet","44","0.0856973691793123","0.0674805235936471","0.103914214764977"
"No","2004","lower secondary degree","6139","0.801190147379373","0.792188280058965","0.81019201469978"
"No","2004","secondary school degree","5736","0.897193262112427","0.889680645495767","0.904705878729088"
"No","2004","college entrance qualification","5021","0.913795355118802","0.906296999199072","0.921293711038531"
"No","2004","Other degree","1037","0.866465781513452","0.847204211899876","0.885727351127028"
"No","2004","no degree/no degree yet","863","0.914302630820688","0.896085785235023","0.932519476406353"
"Yes","2005","lower secondary degree","1386","0.199682909608023","0.190368492704827","0.20899732651122"
"Yes","2005","secondary school degree","527","0.10037494096512","0.0927720335623721","0.107977848367869"
"Yes","2005","college entrance qualification","356","0.0844608760432173","0.0768903905537149","0.0920313615327197"
"Yes","2005","Other degree","152","0.126398286470142","0.107014953693152","0.145781619247132"
"Yes","2005","no degree/no degree yet","45","0.0798889632323247","0.0622250340855112","0.0975528923791383"
"No","2005","lower secondary degree","5690","0.800317090391977","0.79100267348878","0.809631507295173"
"No","2005","secondary school degree","5474","0.89962505903488","0.892022151632131","0.907227966437628"
"No","2005","college entrance qualification","4827","0.915539123956783","0.90796863846728","0.923109609446285"
"No","2005","Other degree","977","0.873601713529858","0.854218380752868","0.892985046306849"
"No","2005","no degree/no degree yet","860","0.920111036767675","0.902447107620862","0.937774965914489"
"Yes","2006","lower secondary degree","1480","0.199381690006972","0.190405694520304","0.20835768549364"
"Yes","2006","secondary school degree","615","0.110869875576324","0.103219453550429","0.118520297602219"
"Yes","2006","college entrance qualification","400","0.0836423807154474","0.0764068377714053","0.0908779236594895"
"Yes","2006","Other degree","173","0.139829827094972","0.120191170240346","0.159468483949597"
"Yes","2006","no degree/no degree yet","50","0.117525323496699","0.0928999821207102","0.142150664872687"
"No","2006","lower secondary degree","6131","0.800618309993028","0.79164231450636","0.809594305479696"
"No","2006","secondary school degree","5855","0.889130124423676","0.881479702397781","0.896780546449571"
"No","2006","college entrance qualification","5224","0.916357619284553","0.90912207634051","0.923593162228595"
"No","2006","Other degree","1025","0.860170172905029","0.840531516050403","0.879808829759654"
"No","2006","no degree/no degree yet","607","0.882474676503301","0.857849335127313","0.90710001787929"
"Yes","2007","lower secondary degree","1362","0.201911592974067","0.192454918877796","0.211368267070339"
"Yes","2007","secondary school degree","588","0.108119253996144","0.100295709700617","0.11594279829167"
"Yes","2007","college entrance qualification","417","0.0865005980545165","0.0790266175147801","0.0939745785942529"
"Yes","2007","Other degree","153","0.13826035559268","0.11760726255841","0.158913448626949"
"Yes","2007","no degree/no degree yet","45","0.124667390702545","0.0972337477375191","0.152101033667571"
"No","2007","lower secondary degree","5560","0.798088407025933","0.788631732929661","0.807545081122204"
"No","2007","secondary school degree","5464","0.891880746003856","0.88405720170833","0.899704290299383"
"No","2007","college entrance qualification","5017","0.913499401945484","0.906025421405747","0.92097338248522"
"No","2007","Other degree","920","0.86173964440732","0.841086551373051","0.88239273744159"
"No","2007","no degree/no degree yet","512","0.875332609297455","0.847898966332429","0.902766252262481"
"Yes","2008","lower secondary degree","1281","0.201876842284783","0.192088479896644","0.211665204672922"
"Yes","2008","secondary school degree","572","0.113115030163112","0.104924785417549","0.121305274908675"
"Yes","2008","college entrance qualification","391","0.0845456820744122","0.0769364308673231","0.0921549332815013"
"Yes","2008","Other degree","147","0.14098568311362","0.118856061104659","0.16311530512258"
"Yes","2008","no degree/no degree yet","38","0.104856807862255","0.0792292931483443","0.130484322576166"
"No","2008","lower secondary degree","5179","0.798123157715217","0.788334795327078","0.807911520103356"
"No","2008","secondary school degree","5173","0.886884969836888","0.878694725091325","0.895075214582451"
"No","2008","college entrance qualification","4744","0.915454317925588","0.907845066718499","0.923063569132677"
"No","2008","Other degree","803","0.85901431688638","0.836884694877419","0.88114393889534"
"No","2008","no degree/no degree yet","511","0.895143192137745","0.869515677423834","0.920770706851656"
"Yes","2009","lower secondary degree","1206","0.203727156851566","0.193479378243127","0.213974935460006"
"Yes","2009","secondary school degree","575","0.116585350525738","0.108033625101321","0.125137075950154"
"Yes","2009","college entrance qualification","389","0.0839473369416054","0.0761788681471454","0.0917158057360654"
"Yes","2009","Other degree","125","0.144815081396854","0.120580110941025","0.169050051852683"
"Yes","2009","no degree/no degree yet","33","0.108034674174567","0.0804645209576761","0.135604827391458"
"No","2009","lower secondary degree","4728","0.796272843148434","0.786025064539994","0.806520621756873"
"No","2009","secondary school degree","4835","0.883414649474262","0.874862924049846","0.891966374898679"
"No","2009","college entrance qualification","4506","0.916052663058395","0.908284194263935","0.923821131852855"
"No","2009","Other degree","685","0.855184918603146","0.830949948147317","0.879419889058975"
"No","2009","no degree/no degree yet","454","0.891965325825433","0.864395172608542","0.919535479042324"
"Yes","2010","lower secondary degree","1190","0.208924722696886","0.199297375627984","0.218552069765788"
"Yes","2010","secondary school degree","692","0.123361278149553","0.115899379839937","0.130823176459168"
"Yes","2010","college entrance qualification","402","0.0791278042103052","0.0727151997460812","0.0855404086745291"
"Yes","2010","Other degree","127","0.120341279283358","0.104343836680103","0.136338721886613"
"Yes","2010","no degree/no degree yet","43","0.0835152450552835","0.0640373176779123","0.102993172432655"
"No","2010","lower secondary degree","5660","0.791075277303114","0.781447930234212","0.800702624372016"
"No","2010","secondary school degree","6769","0.876638721850447","0.869176823540832","0.884100620160063"
"No","2010","college entrance qualification","6405","0.920872195789695","0.914459591325471","0.927284800253919"
"No","2010","Other degree","1462","0.879658720716642","0.863661278113387","0.895656163319897"
"No","2010","no degree/no degree yet","732","0.916484754944716","0.897006827567345","0.935962682322088"
"Yes","2011","lower secondary degree","1507","0.21358896546272","0.204675275153212","0.222502655772228"
"Yes","2011","secondary school degree","861","0.124067642484086","0.117128143134786","0.131007141833386"
"Yes","2011","college entrance qualification","491","0.0761709417547556","0.0703328006441517","0.0820090828653594"
"Yes","2011","Other degree","157","0.0987132454403862","0.0852337727585012","0.112192718122271"
"Yes","2011","no degree/no degree yet","68","0.112651699967288","0.0920530035450304","0.133250396389545"
"No","2011","lower secondary degree","6614","0.78641103453728","0.777497344227772","0.795324724846788"
"No","2011","secondary school degree","7808","0.875932357515914","0.868992858166614","0.882871856865214"
"No","2011","college entrance qualification","7440","0.923829058245244","0.917990917134641","0.929667199355848"
"No","2011","Other degree","1724","0.901286754559614","0.887807281877729","0.914766227241499"
"No","2011","no degree/no degree yet","837","0.887348300032712","0.866749603610455","0.90794699645497"
"Yes","2012","lower secondary degree","1523","0.216138277277094","0.207065186466782","0.225211368087406"
"Yes","2012","secondary school degree","927","0.131910270911475","0.12469433356891","0.139126208254041"
"Yes","2012","college entrance qualification","547","0.0824685270013846","0.076376047411558","0.0885610065912111"
"Yes","2012","Other degree","177","0.111922043763797","0.0975866839762139","0.12625740355138"
"Yes","2012","no degree/no degree yet","70","0.12223212561634","0.100844221984657","0.143620029248024"
"No","2012","lower secondary degree","6383","0.783861722722906","0.774788631912594","0.792934813533218"
"No","2012","secondary school degree","7521","0.868089729088525","0.860873791745959","0.87530566643109"
"No","2012","college entrance qualification","7284","0.917531472998615","0.911438993408789","0.923623952588442"
"No","2012","Other degree","1681","0.888077956236203","0.87374259644862","0.902413316023786"
"No","2012","no degree/no degree yet","831","0.87776787438366","0.856379970751976","0.899155778015343"
"Yes","2013","lower secondary degree","1416","0.216711919671874","0.207541539272416","0.225882300071332"
"Yes","2013","secondary school degree","895","0.129207252061351","0.122068448917148","0.136346055205553"
"Yes","2013","college entrance qualification","536","0.0801664500142087","0.0742487680307034","0.086084131997714"
"Yes","2013","Other degree","308","0.112592159961465","0.102969358409503","0.122214961513427"
"Yes","2013","no degree/no degree yet","99","0.120933337231812","0.103384018851326","0.138482655612298"
"No","2013","lower secondary degree","6338","0.783288080328126","0.774117699928668","0.792458460727584"
"No","2013","secondary school degree","7586","0.87079274793865","0.863653944794447","0.877931551082852"
"No","2013","college entrance qualification","7553","0.919833549985791","0.913915868002286","0.925751231969297"
"No","2013","Other degree","3837","0.887407840038535","0.877785038486573","0.897030641590497"
"No","2013","no degree/no degree yet","1227","0.879066662768188","0.861517344387702","0.896615981148674"
"Yes","2014","lower secondary degree","1391","0.226445733061091","0.21658327257947","0.236308193542711"
"Yes","2014","secondary school degree","870","0.1412594055402","0.133402132789966","0.149116678290433"
"Yes","2014","college entrance qualification","536","0.0840480614066354","0.0777455167225771","0.0903506060906936"
"Yes","2014","Other degree","275","0.120665647336075","0.109562003828626","0.131769290843523"
"Yes","2014","no degree/no degree yet","88","0.136439817776398","0.115207465820381","0.157672169732414"
"No","2014","lower secondary degree","5527","0.773554266938909","0.763691806457289","0.78341672742053"
"No","2014","secondary school degree","6678","0.8587405944598","0.850883321709567","0.866597867210034"
"No","2014","college entrance qualification","6909","0.915951938593365","0.909649393909306","0.922254483277423"
"No","2014","Other degree","3031","0.879334352663925","0.868230709156477","0.890437996171374"
"No","2014","no degree/no degree yet","916","0.863560182223602","0.842327830267586","0.884792534179619"
"Yes","2015","lower secondary degree","1249","0.229429516022","0.219097570965828","0.239761461078171"
"Yes","2015","secondary school degree","852","0.142388385797146","0.134306024918096","0.150470746676196"
"Yes","2015","college entrance qualification","495","0.0798006859733601","0.0735470241869792","0.086054347759741"
"Yes","2015","Other degree","245","0.104153179266252","0.0948236858210711","0.113482672711433"
"Yes","2015","no degree/no degree yet","77","0.128630920356401","0.107605612012375","0.149656228700427"
"No","2015","lower secondary degree","5113","0.770570483978","0.760238538921829","0.780902429034172"
"No","2015","secondary school degree","6329","0.857611614202854","0.849529253323804","0.865693975081904"
"No","2015","college entrance qualification","6718","0.92019931402664","0.913945652240259","0.926452975813021"
"No","2015","Other degree","3873","0.895846820733748","0.886517327288567","0.905176314178929"
"No","2015","no degree/no degree yet","897","0.871369079643599","0.850343771299573","0.892394387987625"
"Yes","2016","lower secondary degree","1159","0.2306926035204","0.219886158833367","0.241499048207432"
"Yes","2016","secondary school degree","789","0.137588493544433","0.129293114063291","0.145883873025575"
"Yes","2016","college entrance qualification","494","0.0803711516540441","0.0739127268909064","0.0868295764171818"
"Yes","2016","Other degree","235","0.114642620713195","0.103803930011456","0.125481311414934"
"Yes","2016","no degree/no degree yet","66","0.112435916577706","0.0910219389611078","0.133849894194304"
"No","2016","lower secondary degree","4679","0.7693073964796","0.758500951792568","0.780113841166633"
"No","2016","secondary school degree","5835","0.862411506455567","0.854116126974425","0.870706885936709"
"No","2016","college entrance qualification","6313","0.919628848345956","0.913170423582818","0.926087273109094"
"No","2016","Other degree","3084","0.885357379286805","0.874518688585066","0.896196069988544"
"No","2016","no degree/no degree yet","770","0.887564083422294","0.866150105805696","0.908978061038892"
"Yes","2017","lower secondary degree","1234","0.223282244553269","0.212815315017386","0.233749174089151"
"Yes","2017","secondary school degree","917","0.142161047751596","0.134308842640243","0.15001325286295"
"Yes","2017","college entrance qualification","555","0.0798809359329427","0.0739128200291178","0.0858490518367677"
"Yes","2017","Other degree","246","0.1133990881631","0.102301491614972","0.124496684711227"
"Yes","2017","no degree/no degree yet","84","0.130190706635121","0.108678439705164","0.151702973565079"
"No","2017","lower secondary degree","4847","0.776717755446732","0.766250825910849","0.787184684982614"
"No","2017","secondary school degree","6681","0.857838952248404","0.84998674713705","0.865691157359757"
"No","2017","college entrance qualification","7372","0.920119064067057","0.914150948163232","0.926087179970882"
"No","2017","Other degree","2890","0.8866009118369","0.875503315288773","0.897698508385028"
"No","2017","no degree/no degree yet","856","0.869809293364879","0.848297026434922","0.891321560294836"
"Yes","2018","lower secondary degree","1214","0.225596973453004","0.214762341822503","0.236431605083506"
