"ple0040","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1994","direct migration background","Urban Area","1759","0.86141843727299","0.846145725953782","0.876691148592198","2"
"No","1994","direct migration background","Rural Area","328","0.851193907833965","0.814979136662706","0.887408679005224","2"
"No","1994","indirect migration background","Urban Area","411","0.948128942492827","0.926995309537676","0.969262575447978","2"
"No","1994","indirect migration background","Rural Area","69","1","1","1","2"
"Yes","1994","no migration background","Urban Area","699","0.142370596919567","0.13362821020517","0.151112983633964","1"
"Yes","1994","no migration background","Rural Area","334","0.110514914873093","0.100587981142003","0.120441848604182","1"
"Yes","1994","direct migration background","Urban Area","207","0.13858156272701","0.123308851407802","0.153854274046218","1"
"Yes","1994","direct migration background","Rural Area","43","0.148806092166035","0.112591320994776","0.185020863337294","1"
"Yes","1994","indirect migration background","Urban Area","12","","","","1"
"Yes","1994","indirect migration background","Rural Area","","","","","1"
"No","1995","no migration background","Urban Area","5289","0.84744527664725","0.838366272249752","0.856524281044749","2"
"No","1995","no migration background","Rural Area","3552","0.87824968535436","0.867985711880259","0.888513658828462","2"
"No","1995","direct migration background","Urban Area","2097","0.880168846528485","0.866959393054368","0.893378300002602","2"
"No","1995","direct migration background","Rural Area","414","0.872168352356238","0.841588547671643","0.902748157040832","2"
"No","1995","indirect migration background","Urban Area","423","0.946215478204754","0.92504022919167","0.967390727217838","2"
"No","1995","indirect migration background","Rural Area","72","0.992790762404692","0.973383682492728","1.01219784231666","2"
"Yes","1995","no migration background","Urban Area","736","0.152554723352749","0.143475718955251","0.161633727750248","1"
"Yes","1995","no migration background","Rural Area","347","0.12175031464564","0.111486341171538","0.132014288119741","1"
"Yes","1995","direct migration background","Urban Area","225","0.119831153471515","0.106621699997398","0.133040606945632","1"
"Yes","1995","direct migration background","Rural Area","44","0.127831647643762","0.0972518429591677","0.158411452328357","1"
"Yes","1995","indirect migration background","Urban Area","13","","","","1"
"Yes","1995","indirect migration background","Rural Area","1","","","","1"
"No","1996","no migration background","Urban Area","5308","0.850063553638757","0.841060104271782","0.859067003005732","2"
"No","1996","no migration background","Rural Area","3505","0.870667844275064","0.860107752024404","0.881227936525724","2"
"No","1996","direct migration background","Urban Area","1958","0.876890070720682","0.863059580649172","0.890720560792193","2"
"No","1996","direct migration background","Rural Area","395","0.835884002223758","0.801548548168324","0.870219456279193","2"
"No","1996","indirect migration background","Urban Area","449","0.963689521675502","0.946632167911737","0.980746875439267","2"
"No","1996","indirect migration background","Rural Area","87","1","1","1","2"
"Yes","1996","no migration background","Urban Area","732","0.149936446361243","0.140932996994268","0.158939895728219","1"
"Yes","1996","no migration background","Rural Area","374","0.129332155724936","0.118772063474277","0.139892247975596","1"
"Yes","1996","direct migration background","Urban Area","210","0.123109929279318","0.109279439207807","0.136940419350828","1"
"Yes","1996","direct migration background","Rural Area","52","0.164115997776242","0.129780543720807","0.198451451831676","1"
"Yes","1996","indirect migration background","Urban Area","13","","","","1"
"Yes","1996","indirect migration background","Rural Area","","","","","1"
"No","1997","no migration background","Urban Area","5236","0.848257064165994","0.839145588279273","0.857368540052715","2"
"No","1997","no migration background","Rural Area","3452","0.868302057976748","0.857593846870588","0.879010269082908","2"
"No","1997","direct migration background","Urban Area","1851","0.882904227121354","0.868995703798002","0.896812750444706","2"
"No","1997","direct migration background","Rural Area","374","0.86339634643896","0.830552069408142","0.896240623469777","2"
"No","1997","indirect migration background","Urban Area","472","0.957459360179082","0.939534912025645","0.975383808332518","2"
"No","1997","indirect migration background","Rural Area","83","0.981740042590172","0.953107719855074","1.01037236532527","2"
"Yes","1997","no migration background","Urban Area","720","0.151742935834006","0.142631459947285","0.160854411720727","1"
"Yes","1997","no migration background","Rural Area","379","0.131697942023252","0.120989730917092","0.142406153129412","1"
"Yes","1997","direct migration background","Urban Area","202","0.117095772878646","0.103187249555294","0.131004296201998","1"
"Yes","1997","direct migration background","Rural Area","46","0.13660365356104","0.103759376530223","0.169447930591858","1"
"Yes","1997","indirect migration background","Urban Area","15","","","","1"
"Yes","1997","indirect migration background","Rural Area","1","","","","1"
"No","1998","no migration background","Urban Area","5988","0.847415144778636","0.838897848538147","0.855932441019126","2"
"No","1998","no migration background","Rural Area","3915","0.873678863104725","0.863807719348702","0.883550006860749","2"
"No","1998","direct migration background","Urban Area","1790","0.882381308260744","0.868258924263812","0.896503692257677","2"
"No","1998","direct migration background","Rural Area","359","0.846961754697655","0.811855112166091","0.882068397229219","2"
"No","1998","indirect migration background","Urban Area","497","0.967915225259294","0.952650771469626","0.983179679048962","2"
"No","1998","indirect migration background","Rural Area","89","0.983307867815372","0.956985311740548","1.0096304238902","2"
"Yes","1998","no migration background","Urban Area","859","0.152584855221364","0.144067558980874","0.161102151461853","1"
"Yes","1998","no migration background","Rural Area","436","0.126321136895275","0.116449993139251","0.136192280651298","1"
"Yes","1998","direct migration background","Urban Area","209","0.117618691739256","0.103496307742323","0.131741075736188","1"
"Yes","1998","direct migration background","Rural Area","45","0.153038245302345","0.117931602770781","0.188144887833909","1"
"Yes","1998","indirect migration background","Urban Area","15","","","","1"
"Yes","1998","indirect migration background","Rural Area","2","","","","1"
"No","1999","no migration background","Urban Area","5786","0.842430395699951","0.833657188507007","0.851203602892895","2"
"No","1999","no migration background","Rural Area","3853","0.874695149144706","0.864776820205191","0.884613478084222","2"
"No","1999","indirect migration background","Urban Area","505","0.963832207820112","0.947846047494584","0.979818368145639","2"
"No","1999","direct migration background","Urban Area","1668","0.878611839147519","0.86376633032604","0.893457347968998","2"
"No","1999","direct migration background","Rural Area","310","0.835707118780986","0.797216090281487","0.874198147280486","2"
"No","1999","indirect migration background","Rural Area","85","0.945917672170786","0.898390407236354","0.993444937105218","2"
"Yes","1999","no migration background","Urban Area","839","0.157569604300049","0.148796397107105","0.166342811492993","1"
"Yes","1999","direct migration background","Urban Area","191","0.121388160852481","0.106542652031002","0.13623366967396","1"
"Yes","1999","no migration background","Rural Area","427","0.125304850855293","0.115386521915778","0.135223179794809","1"
"Yes","1999","direct migration background","Rural Area","46","0.164292881219013","0.125801852719514","0.202783909718513","1"
"Yes","1999","indirect migration background","Urban Area","19","","","","1"
"Yes","1999","indirect migration background","Rural Area","2","","","","1"
"No","2000","no migration background","Urban Area","10856","0.858344329819689","0.852210383467126","0.864478276172251","2"
"No","2000","no migration background","Rural Area","6840","0.885649573156125","0.878496759833376","0.892802386478873","2"
"No","2000","indirect migration background","Urban Area","694","0.965717073278356","0.952398662270283","0.979035484286429","2"
"No","2000","direct migration background","Urban Area","2528","0.909504685161754","0.898805473681502","0.920203896642007","2"
"No","2000","direct migration background","Rural Area","511","0.883416748799886","0.857117038035663","0.909716459564109","2"
"No","2000","indirect migration background","Rural Area","104","0.948566010668525","0.907099859493861","0.990032161843189","2"
"Yes","2000","no migration background","Urban Area","1558","0.141655670180311","0.135521723827749","0.147789616532874","1"
"Yes","2000","direct migration background","Urban Area","234","0.0904953148382456","0.0797961033579934","0.101194526318498","1"
"Yes","2000","no migration background","Rural Area","764","0.114350426843875","0.107197613521127","0.121503240166624","1"
"Yes","2000","direct migration background","Rural Area","61","0.116583251200114","0.0902835404358909","0.142882961964337","1"
"Yes","2000","indirect migration background","Urban Area","23","","","","1"
"Yes","2000","indirect migration background","Rural Area","5","","","","1"
"No","2001","no migration background","Urban Area","9952","0.856765903632935","0.85032939529856","0.86320241196731","2"
"No","2001","no migration background","Rural Area","6212","0.884975231295872","0.877443320045694","0.89250714254605","2"
"No","2001","indirect migration background","Urban Area","646","0.948796848690367","0.932181490616112","0.965412206764622","2"
"No","2001","direct migration background","Urban Area","2192","0.902673512046108","0.890849623331077","0.91449740076114","2"
"No","2001","direct migration background","Rural Area","463","0.910758964356766","0.885967609430747","0.935550319282786","2"
"No","2001","indirect migration background","Rural Area","94","0.91969313849854","0.866159311189778","0.973226965807301","2"
"Yes","2001","no migration background","Urban Area","1427","0.143234096367065","0.13679758803269","0.14967060470144","1"
"Yes","2001","direct migration background","Urban Area","222","0.0973264879538915","0.0855025992388598","0.109150376668923","1"
"Yes","2001","no migration background","Rural Area","681","0.115024768704128","0.10749285745395","0.122556679954306","1"
"Yes","2001","direct migration background","Rural Area","45","0.0892410356432337","0.0644496807172141","0.114032390569253","1"
"Yes","2001","indirect migration background","Urban Area","30","0.051203151309633","0.0345877932353782","0.0678185093838877","1"
"Yes","2001","indirect migration background","Rural Area","5","","","","1"
"No","2002","no migration background","Urban Area","10852","0.847299581902397","0.840966231427634","0.85363293237716","2"
"No","2002","indirect migration background","Urban Area","656","0.956722934071723","0.94144035920562","0.972005508937826","2"
"No","2002","no migration background","Rural Area","6310","0.872829912290272","0.865052935038905","0.880606889541638","2"
"No","2002","direct migration background","Urban Area","2115","0.902126133194234","0.890053085822857","0.914199180565611","2"
"No","2002","direct migration background","Rural Area","425","0.895323891017733","0.867851100567269","0.922796681468197","2"
"No","2002","indirect migration background","Rural Area","89","0.910095262765229","0.853171062378121","0.967019463152336","2"
"Yes","2002","no migration background","Urban Area","1539","0.152700418097603","0.14636706762284","0.159033768572366","1"
"Yes","2002","direct migration background","Urban Area","212","0.0978738668057657","0.0858008194343888","0.109946914177143","1"
"Yes","2002","direct migration background","Rural Area","52","0.104676108982267","0.0772033185318028","0.132148899432731","1"
"Yes","2002","indirect migration background","Urban Area","25","","","","1"
"Yes","2002","no migration background","Rural Area","740","0.127170087709728","0.119393110458362","0.134947064961095","1"
"Yes","2002","indirect migration background","Rural Area","8","","","","1"
"No","2003","no migration background","Urban Area","10505","0.84708297354902","0.840646478997707","0.853519468100334","2"
"No","2003","no migration background","Rural Area","6032","0.875799073594879","0.867935795131946","0.883662352057811","2"
"No","2003","direct migration background","Urban Area","1962","0.902023952863427","0.889515971770723","0.914531933956132","2"
"No","2003","indirect migration background","Urban Area","659","0.963269746245667","0.949163103633013","0.977376388858321","2"
"No","2003","direct migration background","Rural Area","410","0.910558638304718","0.884394095422759","0.936723181186676","2"
"No","2003","indirect migration background","Rural Area","95","0.948408303239514","0.905268815521607","0.991547790957421","2"
"Yes","2003","no migration background","Urban Area","1506","0.15291702645098","0.146480531899666","0.159353521002293","1"
"Yes","2003","direct migration background","Urban Area","208","0.0979760471365726","0.0854680660438681","0.110484028229277","1"
"Yes","2003","direct migration background","Rural Area","47","0.0894413616952824","0.0632768188133236","0.115605904577241","1"
"Yes","2003","no migration background","Rural Area","726","0.124200926405121","0.116337647942189","0.132064204868054","1"
"Yes","2003","indirect migration background","Urban Area","24","","","","1"
"Yes","2003","indirect migration background","Rural Area","6","","","","1"
"No","2004","no migration background","Urban Area","10175","0.842990297879534","0.836393031454716","0.849587564304352","2"
"No","2004","no migration background","Rural Area","5879","0.869319135194748","0.861194382847529","0.877443887541967","2"
"No","2004","direct migration background","Urban Area","1884","0.888321321725136","0.874846840687182","0.901795802763089","2"
"No","2004","indirect migration background","Urban Area","667","0.967693422604794","0.954529181021603","0.980857664187985","2"
"No","2004","direct migration background","Rural Area","391","0.907859770731949","0.880927048120756","0.934792493343141","2"
"No","2004","indirect migration background","Rural Area","107","0.870997817100224","0.809465576679819","0.932530057520628","2"
"Yes","2004","no migration background","Urban Area","1507","0.157009702120466","0.150412435695648","0.163606968545284","1"
"Yes","2004","direct migration background","Urban Area","215","0.111678678274864","0.0982041972369107","0.125153159312818","1"
"Yes","2004","direct migration background","Rural Area","52","0.0921402292680512","0.0652075066568588","0.119072951879244","1"
"Yes","2004","no migration background","Rural Area","732","0.130680864805252","0.122556112458033","0.138805617152471","1"
"Yes","2004","indirect migration background","Urban Area","26","","","","1"
"Yes","2004","indirect migration background","Rural Area","7","","","","1"
"No","2005","no migration background","Urban Area","9692","0.846640479681721","0.839956976416087","0.853323982947356","2"
"No","2005","no migration background","Rural Area","5593","0.869703074684342","0.861403105119902","0.878003044248782","2"
"No","2005","direct migration background","Urban Area","1756","0.894352079621506","0.880743750876874","0.907960408366139","2"
"No","2005","indirect migration background","Urban Area","704","0.9745674939014","0.963099714042957","0.986035273759844","2"
"No","2005","direct migration background","Rural Area","355","0.900393229704089","0.871298694333679","0.9294877650745","2"
"No","2005","indirect migration background","Rural Area","102","0.940646610145293","0.895876082429513","0.985417137861074","2"
"Yes","2005","no migration background","Urban Area","1474","0.153359520318279","0.146676017052644","0.160043023583913","1"
"Yes","2005","direct migration background","Urban Area","204","0.105647920378494","0.0920395916338612","0.119256249123126","1"
"Yes","2005","direct migration background","Rural Area","52","0.0996067702959106","0.0705122349255003","0.128701305666321","1"
"Yes","2005","no migration background","Rural Area","726","0.130296925315658","0.121996955751218","0.138596894880098","1"
"Yes","2005","indirect migration background","Urban Area","20","","","","1"
"Yes","2005","indirect migration background","Rural Area","5","","","","1"
"No","2006","no migration background","Urban Area","10341","0.843411551491033","0.836896901339675","0.849926201642391","2"
"No","2006","no migration background","Rural Area","6025","0.863399370827819","0.855268446132243","0.871530295523394","2"
"No","2006","direct migration background","Urban Area","1724","0.878992724583575","0.864535894000333","0.893449555166816","2"
"No","2006","direct migration background","Rural Area","383","0.912397792249809","0.885613767040371","0.939181817459248","2"
"No","2006","indirect migration background","Urban Area","678","0.966539779490462","0.953236650543037","0.979842908437886","2"
"No","2006","indirect migration background","Rural Area","116","0.974292132356039","0.945857197623821","1.00272706708826","2"
"Yes","2006","no migration background","Urban Area","1613","0.156588448508967","0.150073798357609","0.163103098660325","1"
"Yes","2006","no migration background","Rural Area","828","0.136600629172181","0.128469704476605","0.144731553867757","1"
"Yes","2006","direct migration background","Urban Area","231","0.121007275416425","0.106550444833184","0.135464105999666","1"
"Yes","2006","direct migration background","Rural Area","45","0.0876022077501905","0.0608181825407522","0.114386232959629","1"
"Yes","2006","indirect migration background","Urban Area","24","","","","1"
"Yes","2006","indirect migration background","Rural Area","3","","","","1"
"No","2007","no migration background","Urban Area","9645","0.843787666352326","0.837053961455166","0.850521371249485","2"
"No","2007","no migration background","Rural Area","5655","0.863953108374939","0.855585044739684","0.872321172010195","2"
"No","2007","direct migration background","Urban Area","1533","0.879045551290916","0.863684668673098","0.894406433908734","2"
"No","2007","direct migration background","Rural Area","348","0.914569071407502","0.886898324872553","0.942239817942452","2"
"No","2007","indirect migration background","Urban Area","652","0.973287366458467","0.961123403167778","0.985451329749156","2"
"No","2007","indirect migration background","Rural Area","107","0.933133723605126","0.886872768832635","0.979394678377617","2"
"Yes","2007","no migration background","Urban Area","1522","0.156212333647674","0.149478628750515","0.162946038544834","1"
"Yes","2007","no migration background","Rural Area","793","0.136046891625061","0.127678827989805","0.144414955260316","1"
"Yes","2007","direct migration background","Urban Area","198","0.120954448709084","0.105593566091266","0.136315331326902","1"
"Yes","2007","direct migration background","Rural Area","44","0.0854309285924977","0.0577601820575479","0.113101675127447","1"
"Yes","2007","indirect migration background","Urban Area","23","","","","1"
"Yes","2007","indirect migration background","Rural Area","5","","","","1"
"No","2008","no migration background","Urban Area","9147","0.846069765526505","0.839193545147282","0.852945985905727","2"
"No","2008","no migration background","Rural Area","5322","0.860517929953941","0.851811020320306","0.869224839587575","2"
"No","2008","direct migration background","Urban Area","1384","0.886838744317","0.871128650288771","0.902548838345228","2"
"No","2008","direct migration background","Rural Area","307","0.904573460285176","0.873704999259694","0.935441921310658","2"
"No","2008","indirect migration background","Urban Area","634","0.964574447740637","0.950439584940124","0.97870931054115","2"
"No","2008","indirect migration background","Rural Area","105","0.921265215966565","0.871386560633611","0.971143871299519","2"
"Yes","2008","no migration background","Urban Area","1434","0.153930234473496","0.147054014094273","0.160806454852718","1"
"Yes","2008","no migration background","Rural Area","760","0.139482070046059","0.130775160412425","0.148188979679694","1"
"Yes","2008","direct migration background","Urban Area","178","0.113161255683","0.0974511616547716","0.128871349711229","1"
"Yes","2008","direct migration background","Rural Area","41","0.0954265397148239","0.0645580786893415","0.126295000740306","1"
"Yes","2008","indirect migration background","Urban Area","23","","","","1"
"Yes","2008","indirect migration background","Rural Area","7","","","","1"
"No","2009","no migration background","Urban Area","8489","0.843101808054506","0.835924352051271","0.85027926405774","2"
"No","2009","no migration background","Rural Area","5055","0.865454918420013","0.856671468612726","0.8742383682273","2"
"No","2009","direct migration background","Urban Area","1184","0.880739925061893","0.863432371907943","0.898047478215843","2"
"No","2009","direct migration background","Rural Area","280","0.901302868586224","0.868470206139622","0.934135531032826","2"
"No","2009","indirect migration background","Urban Area","576","0.970745427236691","0.957227488241731","0.98426336623165","2"
"No","2009","indirect migration background","Rural Area","110","0.921617323122557","0.873122827399491","0.970111818845624","2"
"Yes","2009","no migration background","Urban Area","1375","0.156898191945495","0.14972073594226","0.164075647948729","1"
"Yes","2009","no migration background","Rural Area","743","0.134545081579987","0.1257616317727","0.143328531387274","1"
"Yes","2009","direct migration background","Urban Area","163","0.119260074938107","0.101952521784157","0.136567628092057","1"
"Yes","2009","direct migration background","Rural Area","37","0.0986971314137761","0.0658644689671741","0.131529793860378","1"
"Yes","2009","indirect migration background","Urban Area","21","","","","1"
"Yes","2009","indirect migration background","Rural Area","8","","","","1"
"No","2010","no migration background","Urban Area","11099","0.845318969380073","0.838991584019203","0.851646354740943","2"
"No","2010","no migration background","Rural Area","6630","0.863146256170722","0.855317103658281","0.870975408683164","2"
"No","2010","direct migration background","Urban Area","2123","0.896421035334398","0.883943541934662","0.908898528734133","2"
"No","2010","direct migration background","Rural Area","566","0.878505566983149","0.852643198091936","0.904367935874361","2"
"No","2010","indirect migration background","Urban Area","916","0.956923721484728","0.944019982162169","0.969827460807287","2"
"No","2010","indirect migration background","Rural Area","191","0.873743774037083","0.827597142898498","0.919890405175668","2"
"Yes","2010","no migration background","Urban Area","1447","0.154681030619927","0.148353645259057","0.161008415980797","1"
"Yes","2010","no migration background","Rural Area","773","0.136853743829278","0.129024591316836","0.144682896341719","1"
"Yes","2010","direct migration background","Urban Area","168","0.103578964665602","0.0911014712658671","0.116056458065338","1"
"Yes","2010","direct migration background","Rural Area","47","0.121494433016852","0.0956320641256389","0.147356801908064","1"
"Yes","2010","indirect migration background","Urban Area","35","0.0430762785152719","0.0301725391927127","0.0559800178378311","1"
"Yes","2010","indirect migration background","Rural Area","8","","","","1"
"No","2011","no migration background","Urban Area","13016","0.846779725760164","0.840977206846438","0.852582244673891","2"
"No","2011","no migration background","Rural Area","7977","0.861119535247535","0.853975708916613","0.868263361578457","2"
"No","2011","direct migration background","Urban Area","2269","0.902189039515014","0.890462168067538","0.91391591096249","2"
"No","2011","direct migration background","Rural Area","719","0.924779688423473","0.906222852165319","0.943336524681626","2"
"No","2011","indirect migration background","Urban Area","1015","0.947030540015506","0.933553790266636","0.960507289764375","2"
"No","2011","indirect migration background","Rural Area","230","0.912018430364678","0.876402637696643","0.947634223032713","2"
"Yes","2011","no migration background","Urban Area","1787","0.153220274239836","0.147417755326109","0.159022793153562","1"
"Yes","2011","no migration background","Rural Area","1025","0.138880464752465","0.131736638421543","0.146024291083387","1"
"Yes","2011","direct migration background","Urban Area","196","0.0978109604849859","0.08608408903751","0.109537831932462","1"
"Yes","2011","direct migration background","Rural Area","57","0.0752203115765273","0.056663475318374","0.0937771478346806","1"
"Yes","2011","indirect migration background","Urban Area","46","0.0529694599844942","0.0394927102356244","0.066446209733364","1"
"Yes","2011","indirect migration background","Rural Area","13","","","","1"
"No","2012","no migration background","Urban Area","12528","0.843418475722763","0.837481101565716","0.849355849879809","2"
"No","2012","indirect migration background","Urban Area","985","0.9438072994961","0.929756861581078","0.957857737411123","2"
"No","2012","no migration background","Rural Area","7824","0.850271198923506","0.842869994358294","0.857672403488717","2"
