"plh0184","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Very rare","2009","West Germany","Male","708","0.101205955648167","0.0938323981849437","0.10857951311139"
"Very rare","2009","East Germany","Female","211","0.0904154443546026","0.0788454022646365","0.101985486444569"
"Very rare","2009","East Germany","Male","248","0.0992591164039838","0.0867274495892142","0.111790783218753"
"Often","2010","West Germany","Female","1145","0.16224704453942","0.153352524768223","0.171141564310617"
"Often","2010","West Germany","Male","1000","0.176854405766636","0.167172680890734","0.186536130642539"
"Often","2010","East Germany","Female","352","0.168218963575074","0.152392815820389","0.184045111329759"
"Often","2010","East Germany","Male","307","0.160445221002922","0.144283270767029","0.176607171238815"
"Rarely","2010","West Germany","Female","1687","0.259420185559366","0.248845585734007","0.269994785384725"
"Rarely","2010","West Germany","Male","1632","0.267750897027899","0.256515165383278","0.27898662867252"
"Rarely","2010","East Germany","Female","526","0.238490365429635","0.220459924271625","0.256520806587644"
"Rarely","2010","East Germany","Male","534","0.277875688421454","0.25814977546795","0.297601601374959"
"Sometimes","2010","West Germany","Female","2849","0.434351943537895","0.422393623905488","0.446310263170303"
"Sometimes","2010","West Germany","Male","2482","0.424210048208566","0.411669140175388","0.436750956241744"
"Sometimes","2010","East Germany","Female","986","0.458790715259268","0.437708164159623","0.479873266358913"
"Sometimes","2010","East Germany","Male","889","0.417946774322828","0.396227380891921","0.439666167753735"
"Very often","2010","West Germany","Female","220","0.0308976977729866","0.0267230100349656","0.0350723855110076"
"Very often","2010","West Germany","Male","168","0.0257680581114908","0.021747572664776","0.0297885435582055"
"Very often","2010","East Germany","Female","63","0.0283926017256073","0.0213654192028705","0.0354197842483441"
"Very often","2010","East Germany","Male","47","0.0354412741499503","0.0272993912145244","0.0435831570853763"
"Very rare","2010","West Germany","Female","699","0.113083128590332","0.105442721673466","0.120723535507198"
"Very rare","2010","West Germany","Male","684","0.105416590885408","0.0976241885130534","0.113208993257762"
"Very rare","2010","East Germany","Female","219","0.106107354010416","0.0930772267674342","0.119137481253398"
"Very rare","2010","East Germany","Male","204","0.108291042102845","0.0946070225993175","0.121975061606373"
"Often","2011","West Germany","Female","1480","0.168751239106789","0.160736636662556","0.176765841551022"
"Often","2011","West Germany","Male","1233","0.169137973207427","0.160632362824691","0.177643583590162"
"Often","2011","East Germany","Female","470","0.173976566618912","0.159337387535669","0.188615745702156"
"Often","2011","East Germany","Male","360","0.170452711316215","0.155200697867604","0.185704724764826"
"Rarely","2011","West Germany","Female","2061","0.245347725745991","0.236139892306556","0.254555559185426"
"Rarely","2011","West Germany","Male","2012","0.261033756995374","0.251068669744998","0.270998844245751"
"Rarely","2011","East Germany","Female","654","0.252662080149247","0.235881626220077","0.269442534078417"
"Rarely","2011","East Germany","Male","611","0.254715981007475","0.237043657632838","0.272388304382111"
"Sometimes","2011","West Germany","Female","3465","0.413396489939311","0.402858719949623","0.423934259928998"
"Sometimes","2011","West Germany","Male","3022","0.412492617757348","0.401323079423667","0.42366215609103"
"Sometimes","2011","East Germany","Female","1051","0.420729365638329","0.401665220712311","0.439793510564348"
"Sometimes","2011","East Germany","Male","958","0.400055483009066","0.380184456332253","0.419926509685879"
"Very often","2011","West Germany","Female","398","0.0440875584968957","0.0396945699061324","0.0484805470876589"
"Very often","2011","West Germany","Male","262","0.034349408485389","0.0302171250205597","0.0384816919502184"
"Very often","2011","East Germany","Female","114","0.0429192952724527","0.0350926485136972","0.0507459420312083"
"Very often","2011","East Germany","Male","79","0.0374821701824234","0.0297780791777469","0.0451862611870999"
"Very rare","2011","West Germany","Female","985","0.128416986711014","0.121257883722568","0.135576089699459"
"Very rare","2011","West Germany","Male","933","0.122986243554462","0.115534602275557","0.130437884833366"
"Very rare","2011","East Germany","Female","287","0.109712692321059","0.0976437645278459","0.121781620114271"
"Very rare","2011","East Germany","Male","327","0.137293654484821","0.123334427235594","0.151252881734049"
"Often","2012","West Germany","Female","1379","0.159423453983106","0.151547558398771","0.167299349567441"
"Often","2012","West Germany","Male","1149","0.15554191804222","0.147268819428871","0.16381501665557"
"Often","2012","East Germany","Female","436","0.170058214645285","0.155513794520005","0.184602634770564"
"Often","2012","East Germany","Male","367","0.179232920642157","0.163564894531294","0.19490094675302"
"Rarely","2012","West Germany","Female","2156","0.269093966501798","0.259552437771029","0.278635495232566"
"Rarely","2012","West Germany","Male","2151","0.294147224736973","0.283745751196325","0.30454869827762"
"Rarely","2012","East Germany","Female","686","0.266834447960226","0.249710820869138","0.283958075051313"
"Rarely","2012","East Germany","Male","640","0.26542533909444","0.247387496471509","0.283463181717371"
"Sometimes","2012","West Germany","Female","3475","0.414568606158107","0.403969446884855","0.425167765431358"
"Sometimes","2012","West Germany","Male","2907","0.39912523180475","0.387946256328295","0.410304207281205"
"Sometimes","2012","East Germany","Female","1044","0.405710485486186","0.386700537094427","0.424720433877946"
"Sometimes","2012","East Germany","Male","961","0.418660615943683","0.398507539210813","0.438813692676554"
"Very often","2012","West Germany","Female","348","0.0410593316217579","0.0367902248662869","0.0453284383772288"
"Very often","2012","West Germany","Male","233","0.0346124974288205","0.0304397439087855","0.0387852509488555"
"Very often","2012","East Germany","Female","100","0.0349076135782733","0.0278017263225298","0.0420135008340169"
"Very often","2012","East Germany","Male","60","0.026861502237832","0.0202568811510542","0.0334661233246099"
"Very rare","2012","West Germany","Female","941","0.115854641735232","0.108968851893991","0.122740431576473"
"Very rare","2012","West Germany","Male","932","0.116573127987236","0.109247582735122","0.12389867323935"
"Very rare","2012","East Germany","Female","297","0.12248923833003","0.1097966854741","0.135181791185961"
"Very rare","2012","East Germany","Male","274","0.109819622081888","0.0970471661689441","0.122592077994832"
"Often","2013","West Germany","Female","2197","0.172703691404296","0.165630002984203","0.17977737982439"
"Often","2013","West Germany","Male","1540","0.166197987410617","0.158507620513924","0.173888354307309"
"Often","2013","East Germany","Female","562","0.170010203274824","0.156856690114474","0.183163716435175"
"Often","2013","East Germany","Male","419","0.171458497018275","0.15702899907293","0.18588799496362"
"Rarely","2013","West Germany","Female","2706","0.277930896168225","0.269547454092466","0.286314338243984"
"Rarely","2013","West Germany","Male","2550","0.284365940001598","0.275046560442188","0.293685319561009"
"Rarely","2013","East Germany","Female","819","0.272017860172987","0.256435725059785","0.287599995286189"
"Rarely","2013","East Germany","Male","721","0.264325332123886","0.247443216329757","0.281207447918016"
"Sometimes","2013","West Germany","Female","4507","0.403002555881968","0.393823358494482","0.412181753269454"
"Sometimes","2013","West Germany","Male","3572","0.403202530647367","0.393068602487151","0.413336458807582"
"Sometimes","2013","East Germany","Female","1273","0.409921607406373","0.392700020996149","0.427143193816598"
"Sometimes","2013","East Germany","Male","1093","0.413360163362007","0.394507849297038","0.432212477426975"
"Very often","2013","West Germany","Female","588","0.0411646820663071","0.0374467712592565","0.0448825928733578"
"Very often","2013","West Germany","Male","327","0.0332056935877052","0.0295042082768024","0.0369071788986081"
"Very often","2013","East Germany","Female","177","0.0451884070864854","0.0379149605395057","0.0524618536334651"
"Very often","2013","East Germany","Male","94","0.0415189650791551","0.0338818452944179","0.0491560848638922"
"Very rare","2013","West Germany","Female","971","0.105198174479204","0.0994565854254088","0.110939763533"
"Very rare","2013","West Germany","Male","1012","0.113027848352713","0.106486753716465","0.11956894298896"
"Very rare","2013","East Germany","Female","302","0.10286192205933","0.0922247825233968","0.113499061595264"
"Very rare","2013","East Germany","Male","294","0.109337042416677","0.0973901504412166","0.121283934392137"
"Often","2014","West Germany","Female","2356","0.176887374891136","0.169952835602029","0.183821914180243"
"Often","2014","West Germany","Male","1671","0.170663041163015","0.163255222508225","0.178070859817804"
"Often","2014","East Germany","Female","599","0.184892286394914","0.171128487638458","0.19865608515137"
"Often","2014","East Germany","Male","425","0.183724997257355","0.168711908934415","0.198738085580295"
"Rarely","2014","West Germany","Female","2725","0.259282058536396","0.251317673857127","0.267246443215664"
"Rarely","2014","West Germany","Male","2754","0.283084086207819","0.274213610102129","0.291954562313509"
"Rarely","2014","East Germany","Female","771","0.27057774751251","0.254826790047453","0.286328704977567"
"Rarely","2014","East Germany","Male","699","0.272637810168611","0.255374023152211","0.289901597185011"
"Sometimes","2014","West Germany","Female","4665","0.401542003504129","0.392633148490389","0.410450858517869"
"Sometimes","2014","West Germany","Male","3878","0.385954598534882","0.376368907127543","0.395540289942221"
"Sometimes","2014","East Germany","Female","1210","0.385323563336871","0.368068860569092","0.40257826610465"
"Sometimes","2014","East Germany","Male","1030","0.385772077241744","0.366900950178569","0.404643204304918"
"Very often","2014","West Germany","Female","674","0.0464483108353011","0.0426236172673897","0.0502730044032126"
"Very often","2014","West Germany","Male","396","0.0363065878854418","0.0326234561307669","0.0399897196401168"
"Very often","2014","East Germany","Female","163","0.0493211455355038","0.0416439091901768","0.0569983818808309"
"Very often","2014","East Germany","Male","87","0.0371222157380084","0.0297927858504934","0.0444516456255234"
"Very rare","2014","West Germany","Female","1211","0.115840252233038","0.110024114533558","0.121656389932518"
"Very rare","2014","West Germany","Male","1209","0.123991686208843","0.117502272093717","0.130481100323968"
"Very rare","2014","East Germany","Female","313","0.109885257220201","0.0987969786607932","0.120973535779609"
"Very rare","2014","East Germany","Male","315","0.120742899594282","0.108111356476664","0.1333744427119"
"Often","2015","West Germany","Female","2070","0.165066387131383","0.158049595764312","0.172083178498453"
"Often","2015","West Germany","Male","1476","0.167461533205076","0.159781891840413","0.175141174569739"
"Often","2015","East Germany","Female","552","0.188336462304891","0.174029809446285","0.202643115163498"
"Often","2015","East Germany","Male","412","0.182613628326521","0.167195213420906","0.198032043232136"
"Rarely","2015","West Germany","Female","2708","0.274576858311928","0.266141356232251","0.283012360391604"
"Rarely","2015","West Germany","Male","2612","0.278689175776568","0.269467655437953","0.287910696115183"
"Rarely","2015","East Germany","Female","765","0.269609442772393","0.253371614607379","0.285847270937406"
"Rarely","2015","East Germany","Male","677","0.269205556168917","0.251504504603665","0.286906607734169"
"Sometimes","2015","West Germany","Female","4326","0.395565738389778","0.386323713383383","0.404807763396174"
"Sometimes","2015","West Germany","Male","3562","0.389943795605126","0.379912265410806","0.399975325799446"
"Sometimes","2015","East Germany","Female","1173","0.416876926068538","0.398835666328105","0.434918185808971"
"Sometimes","2015","East Germany","Male","979","0.400275339529545","0.380722276051168","0.419828403007923"
"Very often","2015","West Germany","Female","567","0.043486314419923","0.0396314850161475","0.0473411438236985"
"Very often","2015","West Germany","Male","340","0.0376061654941383","0.0336933695856936","0.0415189614025829"
"Very often","2015","East Germany","Female","124","0.040850181735265","0.0336071058082475","0.0480932576622825"
"Very often","2015","East Germany","Male","87","0.0477768936628563","0.0392647733797343","0.0562890139459783"
"Very rare","2015","West Germany","Female","1082","0.121304701746988","0.115133905075597","0.12747549841838"
"Very rare","2015","West Germany","Male","1091","0.126299329919092","0.119467089964321","0.133131569873863"
"Very rare","2015","East Germany","Female","255","0.0843269871189128","0.0741589688891845","0.0944950053486411"
"Very rare","2015","East Germany","Male","257","0.100128582312161","0.0881493578753398","0.112107806748982"
"Often","2016","West Germany","Female","1963","0.178142275619174","0.17078703687405","0.185497514364298"
"Often","2016","West Germany","Male","1411","0.170440505318934","0.162583779312626","0.178297231325243"
"Often","2016","East Germany","Female","489","0.171242529364346","0.157195736001929","0.185289322726763"
"Often","2016","East Germany","Male","348","0.154924880496933","0.140127806824994","0.169721954168873"
"Rarely","2016","West Germany","Female","2559","0.263809125066554","0.255337727235326","0.272280522897782"
"Rarely","2016","West Germany","Male","2495","0.274065721845038","0.264745903565645","0.283385540124431"
"Rarely","2016","East Germany","Female","726","0.267964305410772","0.25144992626553","0.284478684556014"
"Rarely","2016","East Germany","Male","627","0.257791234219417","0.239903113959669","0.275679354479164"
"Sometimes","2016","West Germany","Female","4206","0.392001082079528","0.382616606863443","0.401385557295614"
"Sometimes","2016","West Germany","Male","3423","0.396496949158393","0.386276003198081","0.406717895118705"
"Sometimes","2016","East Germany","Female","1105","0.393107339051244","0.374894855718152","0.411319822384337"
"Sometimes","2016","East Germany","Male","960","0.427217189359794","0.406987605885436","0.447446772834151"
"Very often","2016","West Germany","Female","556","0.0467254256153985","0.0426684668511513","0.0507823843796457"
"Very often","2016","West Germany","Male","333","0.0364569033123548","0.0325407751852685","0.0403730314394411"
"Very often","2016","East Germany","Female","156","0.0522298210982431","0.0439338269402009","0.0605258152562854"
"Very often","2016","East Germany","Male","84","0.0451904567087205","0.0366957315089994","0.0536851819084415"
"Very rare","2016","West Germany","Female","1112","0.119322091619345","0.113090715931317","0.125553467307373"
"Very rare","2016","West Germany","Male","1137","0.12253992036528","0.115688447964212","0.129391392766348"
"Very rare","2016","East Germany","Female","287","0.115456005075395","0.103540138520408","0.127371871630381"
"Very rare","2016","East Germany","Male","278","0.114876239215136","0.101836025839581","0.127916452590691"
"Often","2017","West Germany","Female","2002","0.167338804822335","0.160442636781329","0.174234972863342"
"Often","2017","West Germany","Male","1493","0.160419831317064","0.153107803514475","0.167731859119653"
"Often","2017","East Germany","Female","533","0.166375451776769","0.153121610745675","0.179629292807863"
"Often","2017","East Germany","Male","411","0.176969215884565","0.162274158456388","0.191664273312742"
"Rarely","2017","West Germany","Female","2779","0.257400003844946","0.249322873577709","0.265477134112182"
"Rarely","2017","West Germany","Male","2883","0.295244780637846","0.286156369078755","0.304333192196936"
"Rarely","2017","East Germany","Female","839","0.280374036691864","0.264388243323553","0.296359830060175"
"Rarely","2017","East Germany","Male","785","0.297861896933694","0.280252960292265","0.315470833575122"
"Sometimes","2017","West Germany","Female","4705","0.407714082620697","0.398635482218413","0.416792683022982"
"Sometimes","2017","West Germany","Male","3743","0.384708068521868","0.375014493451269","0.394401643592466"
"Sometimes","2017","East Germany","Female","1205","0.390147199172779","0.372787641941374","0.407506756404185"
"Sometimes","2017","East Germany","Male","1028","0.392340381033097","0.373539591929787","0.411141170136406"
"Very often","2017","West Germany","Female","573","0.0481706218433355","0.0442147153248309","0.0521265283618401"
"Very often","2017","West Germany","Male","333","0.0373773358949165","0.0335980483739774","0.0411566234158555"
"Very often","2017","East Germany","Female","141","0.0473949739062496","0.0398330123629475","0.0549569354495516"
"Very often","2017","East Germany","Male","93","0.0354652981279761","0.0283437384066906","0.0425868578492615"
"Very rare","2017","West Germany","Female","1196","0.119376486868686","0.113386444739438","0.125366528997934"
"Very rare","2017","West Germany","Male","1225","0.122249983628306","0.115723375335676","0.128776591920936"
"Very rare","2017","East Germany","Female","315","0.115708338452338","0.104324414669599","0.127092262235077"
"Very rare","2017","East Germany","Male","274","0.0973632080206683","0.085948407198356","0.108778008842981"
"Often","2018","West Germany","Female","2025","0.172016119004824","0.164928021801059","0.179104216208588"
"Often","2018","West Germany","Male","1462","0.159728260735739","0.152277319671531","0.167179201799947"
"Often","2018","East Germany","Female","502","0.151404554518082","0.138524300617059","0.164284808419106"
"Often","2018","East Germany","Male","366","0.149542747867053","0.135654757107857","0.163430738626249"
"Rarely","2018","West Germany","Female","2685","0.261192358852965","0.252941862547154","0.269442855158776"
"Rarely","2018","West Germany","Male","2766","0.294983431923605","0.285708540338167","0.304258323509044"
"Rarely","2018","East Germany","Female","825","0.279196426027146","0.263076316102808","0.295316535951484"
"Rarely","2018","East Germany","Male","822","0.329533950534677","0.311228982527419","0.347838918541936"
"Sometimes","2018","West Germany","Female","4419","0.403095397419377","0.393882620935356","0.412308173903398"
"Sometimes","2018","West Germany","Male","3545","0.381295011045276","0.371416699051181","0.391173323039371"
"Sometimes","2018","East Germany","Female","1178","0.409382998608196","0.391713571059588","0.427052426156805"
"Sometimes","2018","East Germany","Male","959","0.376916463326181","0.358044104384606","0.395788822267756"
"Very often","2018","West Germany","Female","587","0.0467346051097498","0.0427703613274361","0.0506988488920635"
"Very often","2018","West Germany","Male","330","0.0365857776705421","0.0327674513575761","0.0404041039835081"
"Very often","2018","East Germany","Female","150","0.0501445178257146","0.0423021880162281","0.0579868476352012"
"Very often","2018","East Germany","Male","81","0.0318105177258725","0.024976186153471","0.038644849298274"
"Very rare","2018","West Germany","Female","1174","0.116961519613085","0.110925571929145","0.122997467297024"
"Very rare","2018","West Germany","Male","1184","0.127407518624837","0.120626208122202","0.134188829127472"
"Very rare","2018","East Germany","Female","320","0.109871503020861","0.0986339050426489","0.121109100999072"
"Very rare","2018","East Germany","Male","305","0.112196320546216","0.0999055736957469","0.124487067396685"
"Often","2019","West Germany","Female","1851","0.16572866224551","0.158630275487451","0.172827049003569"
"Often","2019","West Germany","Male","1463","0.154825170950058","0.147606312542318","0.162044029357797"
"Often","2019","East Germany","Female","493","0.164101812964591","0.150661380045769","0.177542245883412"
"Often","2019","East Germany","Male","399","0.156684835870531","0.142863158473326","0.170506513267736"
"Rarely","2019","West Germany","Female","2786","0.280478951404454","0.271903063939136","0.289054838869772"
"Rarely","2019","West Germany","Male","2917","0.30281431823226","0.293645003179398","0.311983633285123"
"Rarely","2019","East Germany","Female","789","0.273761802545959","0.257580784357056","0.289942820734863"
"Rarely","2019","East Germany","Male","813","0.289599899069054","0.272353317605145","0.306846480532963"
"Sometimes","2019","West Germany","Female","4220","0.393268646241505","0.383943619946299","0.402593672536712"
"Sometimes","2019","West Germany","Male","3562","0.370946266294539","0.361306337266933","0.380586195322145"
"Sometimes","2019","East Germany","Female","1189","0.404889000581087","0.387075599170551","0.422702401991624"
"Sometimes","2019","East Germany","Male","1003","0.385735907108539","0.367227249886586","0.404244564330493"
"Very often","2019","West Germany","Female","540","0.0453749292930233","0.0414018102018797","0.049348048384167"
"Very often","2019","West Germany","Male","334","0.0301530928516695","0.0267404409827533","0.0335657447205858"
"Very often","2019","East Germany","Female","127","0.0415383355285309","0.0342974481112035","0.0487792229458584"
"Very often","2019","East Germany","Male","90","0.032415297304065","0.0256813174120676","0.0391492771960624"
"Very rare","2019","West Germany","Female","1144","0.115148810815507","0.109055237617312","0.121242384013702"
"Very rare","2019","West Germany","Male","1370","0.141261151671474","0.134310646213615","0.148211657129332"
"Very rare","2019","East Germany","Female","319","0.115709048379832","0.104100948721263","0.1273171480384"
"Very rare","2019","East Germany","Male","352","0.13556406064781","0.122547657067565","0.148580464228055"
