"m11124","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","2004","Hamburg","Rural Area","","","","","0"
"Not disabled","2004","Lower Saxony","Urban Area","843","0.837040740903758","0.813714338329301","0.860367143478216","0"
"Not disabled","2004","Lower Saxony","Rural Area","843","0.889539759409422","0.869350133489872","0.909729385328972","0"
"Not disabled","2004","Bremen","Urban Area","148","0.846672097508738","0.792189014944524","0.901155180072951","0"
"Not disabled","2004","Bremen","Rural Area","","","","","0"
"Not disabled","2004","Rhineland-Palatinate,Saarland","Urban Area","880","0.877634743930491","0.857282870765707","0.897986617095275","0"
"Not disabled","2004","Rhineland-Palatinate,Saarland","Rural Area","270","0.841972867459258","0.801301972465997","0.88264376245252","0"
"Not disabled","2004","Baden-Württemberg","Urban Area","2135","0.874224030886665","0.860921567023526","0.887526494749804","0"
"Not disabled","2004","North Rhine-Westphalia","Urban Area","3907","0.853881791516685","0.843501327975399","0.86426225505797","0"
"Not disabled","2004","North Rhine-Westphalia","Rural Area","95","0.909242234513636","0.854812288965499","0.963672180061774","0"
"Not disabled","2004","Hesse","Urban Area","1051","0.886039553654391","0.867954934301837","0.904124173006946","0"
"Not disabled","2004","Baden-Württemberg","Rural Area","198","0.816216074758162","0.766485158168974","0.865946991347349","0"
"Not disabled","2004","Bavaria","Urban Area","1359","0.882464467374518","0.866204312851729","0.898724621897307","0"
"Not disabled","2004","Hesse","Rural Area","220","0.836172963453183","0.790834274601529","0.881511652304837","0"
"Not disabled","2004","Bavaria","Rural Area","1400","0.884859922328987","0.868990061967503","0.900729782690472","0"
"Not disabled","2004","Berlin","Urban Area","707","0.851756066377352","0.827300160920665","0.876211971834039","0"
"Not disabled","2004","Berlin","Rural Area","","","","","0"
"Not disabled","2004","Brandenburg","Urban Area","65","0.897711736953854","0.828198419610805","0.967225054296903","0"
"Not disabled","2004","Mecklenburg-Western Pomerania","Urban Area","71","0.899801400798961","0.832294922467432","0.96730787913049","0"
"Not disabled","2004","Mecklenburg-Western Pomerania","Rural Area","389","0.901268919160758","0.873236691896253","0.929301146425263","0"
"Not disabled","2004","Brandenburg","Rural Area","736","0.874466853933996","0.852020994191388","0.896912713676603","0"
"Not disabled","2004","Saxony-Anhalt","Urban Area","210","0.822437266849843","0.774586120100517","0.870288413599168","0"
"Not disabled","2004","Saxony","Urban Area","714","0.901109252083984","0.880173472889798","0.922045031278169","0"
"Not disabled","2004","Saxony","Rural Area","733","0.903253973554698","0.882705193889813","0.923802753219583","0"
"Not disabled","2004","Saxony-Anhalt","Rural Area","628","0.9045564261178","0.882504471914221","0.926608380321379","0"
"Not disabled","2004","Thuringia","Urban Area","266","0.929432158918233","0.899699214146508","0.959165103689959","0"
"Not disabled","2004","Thuringia","Rural Area","594","0.874416619780538","0.849096810493405","0.899736429067671","0"
"Disabled","2005","Schleswig-Holstein","Urban Area","36","0.172204498019164","0.127822232248516","0.216586763789812","1"
"Disabled","2005","Brandenburg","Urban Area","7","","","","1"
"Disabled","2005","Schleswig-Holstein","Rural Area","41","0.101641756222706","0.0710169641412064","0.132266548304205","1"
"Disabled","2005","Hamburg","Urban Area","35","0.175323622935612","0.131635479245594","0.21901176662563","1"
"Disabled","2005","Brandenburg","Rural Area","100","0.122317947428755","0.0997537815992765","0.144882113258234","1"
"Disabled","2005","Hamburg","Rural Area","","","","","1"
"Disabled","2005","Lower Saxony","Urban Area","115","0.160289289028312","0.136491873167662","0.184086704888962","1"
"Disabled","2005","Lower Saxony","Rural Area","81","0.105885808481622","0.0855680632943631","0.126203553668881","1"
"Disabled","2005","Bremen","Urban Area","20","","","","1"
"Disabled","2005","Bremen","Rural Area","","","","","1"
"Disabled","2005","North Rhine-Westphalia","Urban Area","549","0.146388817977624","0.135779863812574","0.156997772142675","1"
"Disabled","2005","North Rhine-Westphalia","Rural Area","11","","","","1"
"Disabled","2005","Hesse","Urban Area","122","0.104766694555817","0.0868229621433034","0.12271042696833","1"
"Disabled","2005","Hesse","Rural Area","34","0.147200942780078","0.103281508414585","0.191120377145571","1"
"Disabled","2005","Rhineland-Palatinate,Saarland","Urban Area","101","0.11172935598157","0.0916648069033373","0.131793905059802","1"
"Disabled","2005","Rhineland-Palatinate,Saarland","Rural Area","38","0.14641050583181","0.106000856942805","0.186820154720816","1"
"Disabled","2005","Baden-Württemberg","Urban Area","240","0.115929811808797","0.102897174369195","0.1289624492484","1"
"Disabled","2005","Baden-Württemberg","Rural Area","29","","","","1"
"Disabled","2005","Bavaria","Urban Area","147","0.110115914981496","0.0939981186330151","0.126233711329976","1"
"Disabled","2005","Bavaria","Rural Area","158","0.120290781933197","0.103621700305127","0.136959863561267","1"
"Disabled","2005","Berlin","Urban Area","99","0.147785503498229","0.122521401577556","0.173049605418903","1"
"Disabled","2005","Berlin","Rural Area","","","","","1"
"Disabled","2005","Mecklenburg-Western Pomerania","Urban Area","6","","","","1"
"Disabled","2005","Mecklenburg-Western Pomerania","Rural Area","50","0.107684032016528","0.0785206281025971","0.136847435930458","1"
"Disabled","2005","Saxony","Urban Area","68","0.0947533375297627","0.0740400895181344","0.115466585541391","1"
"Disabled","2005","Saxony","Rural Area","66","0.1055860031153","0.0837808926750784","0.127391113555521","1"
"Disabled","2005","Saxony-Anhalt","Urban Area","30","0.158437865383782","0.111751856919763","0.205123873847801","1"
"Disabled","2005","Saxony-Anhalt","Rural Area","57","0.107890518808234","0.0842395966059207","0.131541441010548","1"
"Disabled","2005","Thuringia","Urban Area","22","","","","1"
"Disabled","2005","Thuringia","Rural Area","59","0.120363173033819","0.0946677216818854","0.146058624385752","1"
"Not disabled","2005","Hamburg","Urban Area","256","0.824676377064388","0.78098823337437","0.868364520754406","0"
"Not disabled","2005","Hamburg","Rural Area","","","","","0"
"Not disabled","2005","Schleswig-Holstein","Urban Area","242","0.827795501980836","0.783413236210187","0.872177767751484","0"
"Not disabled","2005","Schleswig-Holstein","Rural Area","333","0.898358243777294","0.867733451695795","0.928983035858794","0"
"Not disabled","2005","Lower Saxony","Urban Area","798","0.839710710971688","0.815913295111038","0.863508126832338","0"
"Not disabled","2005","Lower Saxony","Rural Area","800","0.894114191518378","0.873796446331119","0.914431936705637","0"
"Not disabled","2005","Bremen","Urban Area","127","0.839407186993247","0.780054714143862","0.898759659842632","0"
"Not disabled","2005","Bremen","Rural Area","","","","","0"
"Not disabled","2005","Rhineland-Palatinate,Saarland","Urban Area","846","0.88827064401843","0.868206094940198","0.908335193096663","0"
"Not disabled","2005","Rhineland-Palatinate,Saarland","Rural Area","256","0.85358949416819","0.813179845279184","0.893999143057195","0"
"Not disabled","2005","Baden-Württemberg","Urban Area","2078","0.884070188191203","0.8710375507516","0.897102825630805","0"
"Not disabled","2005","North Rhine-Westphalia","Urban Area","3716","0.853611182022376","0.843002227857325","0.864220136187426","0"
"Not disabled","2005","North Rhine-Westphalia","Rural Area","94","0.913224338590673","0.859379863628577","0.967068813552769","0"
"Not disabled","2005","Hesse","Urban Area","997","0.895233305444183","0.87728957303167","0.913177037856697","0"
"Not disabled","2005","Baden-Württemberg","Rural Area","185","0.857280036200454","0.810415435300451","0.904144637100457","0"
"Not disabled","2005","Bavaria","Urban Area","1302","0.889884085018504","0.873766288670024","0.906001881366985","0"
"Not disabled","2005","Hesse","Rural Area","216","0.852799057219922","0.808879622854429","0.896718491585415","0"
"Not disabled","2005","Bavaria","Rural Area","1305","0.879709218066803","0.863040136438733","0.896378299694873","0"
"Not disabled","2005","Berlin","Urban Area","659","0.852214496501771","0.826950394581097","0.877478598422444","0"
"Not disabled","2005","Berlin","Rural Area","","","","","0"
"Not disabled","2005","Brandenburg","Urban Area","71","0.909882208466967","0.84633468264205","0.973429734291883","0"
"Not disabled","2005","Mecklenburg-Western Pomerania","Urban Area","63","0.877777310538118","0.800492946243065","0.955061674833171","0"
"Not disabled","2005","Brandenburg","Rural Area","710","0.877682052571245","0.855117886741766","0.900246218400723","0"
"Not disabled","2005","Mecklenburg-Western Pomerania","Rural Area","384","0.892315967983472","0.863152564069542","0.921479371897403","0"
"Not disabled","2005","Saxony","Urban Area","700","0.905246662470237","0.884533414458609","0.925959910481866","0"
"Not disabled","2005","Saxony","Rural Area","697","0.8944139968847","0.872608886444478","0.916219107324922","0"
"Not disabled","2005","Saxony-Anhalt","Urban Area","205","0.841562134616218","0.794876126152199","0.888248143080237","0"
"Not disabled","2005","Saxony-Anhalt","Rural Area","604","0.892109481191766","0.868458558989452","0.915760403394079","0"
"Not disabled","2005","Thuringia","Urban Area","252","0.905288984841149","0.870617960454519","0.93996000922778","0"
"Not disabled","2005","Thuringia","Rural Area","557","0.879636826966181","0.853941375614248","0.905332278318114","0"
"Disabled","2006","Brandenburg","Urban Area","8","","","","1"
"Disabled","2006","Schleswig-Holstein","Urban Area","41","0.197062146356388","0.151201334313913","0.242922958398864","1"
"Disabled","2006","Brandenburg","Rural Area","107","0.116618696395624","0.0952539995305766","0.137983393260671","1"
"Disabled","2006","Schleswig-Holstein","Rural Area","52","0.129214667331517","0.0957948502861069","0.162634484376927","1"
"Disabled","2006","Hamburg","Urban Area","42","0.189766729405164","0.146046349812148","0.233487108998179","1"
"Disabled","2006","Hamburg","Rural Area","","","","","1"
"Disabled","2006","Lower Saxony","Urban Area","127","0.154274076272284","0.131716560242077","0.176831592302491","1"
"Disabled","2006","Lower Saxony","Rural Area","91","0.109873065605078","0.0903530021160447","0.129393129094111","1"
"Disabled","2006","Bremen","Urban Area","17","","","","1"
"Disabled","2006","Bremen","Rural Area","","","","","1"
"Disabled","2006","North Rhine-Westphalia","Urban Area","566","0.144549634610171","0.134202757670758","0.154896511549583","1"
"Disabled","2006","North Rhine-Westphalia","Rural Area","15","","","","1"
"Disabled","2006","Hesse","Urban Area","149","0.119818036812751","0.101535177674925","0.138100895950577","1"
"Disabled","2006","Hesse","Rural Area","45","0.189598232817507","0.142928987520574","0.236267478114439","1"
"Disabled","2006","Rhineland-Palatinate,Saarland","Urban Area","114","0.120220632685627","0.0998173722504155","0.140623893120839","1"
"Disabled","2006","Rhineland-Palatinate,Saarland","Rural Area","37","0.117326560088489","0.0816753627250329","0.152977757451946","1"
"Disabled","2006","Baden-Württemberg","Urban Area","286","0.126478260598949","0.11344108182511","0.139515439372788","1"
"Disabled","2006","Baden-Württemberg","Rural Area","35","0.154119992305021","0.107659054876156","0.200580929733886","1"
"Disabled","2006","Bavaria","Urban Area","171","0.119667514371316","0.103355973700617","0.135979055042016","1"
"Disabled","2006","Bavaria","Rural Area","167","0.113557604014488","0.0981599527126343","0.128955255316342","1"
"Disabled","2006","Berlin","Urban Area","98","0.139876182591601","0.115581032717539","0.164171332465663","1"
"Disabled","2006","Berlin","Rural Area","","","","","1"
"Disabled","2006","Mecklenburg-Western Pomerania","Urban Area","6","","","","1"
"Disabled","2006","Mecklenburg-Western Pomerania","Rural Area","53","0.115773092376708","0.0872096693347088","0.144336515418707","1"
"Disabled","2006","Saxony","Urban Area","81","0.136240175455341","0.112703121177815","0.159777229732867","1"
"Disabled","2006","Saxony","Rural Area","67","0.103600737964731","0.082005920218092","0.125195555711369","1"
"Disabled","2006","Saxony-Anhalt","Urban Area","33","0.166132364380735","0.118341397989894","0.213923330771576","1"
"Disabled","2006","Saxony-Anhalt","Rural Area","56","0.0919271698614027","0.0702113655020125","0.113642974220793","1"
"Disabled","2006","Thuringia","Urban Area","21","","","","1"
"Disabled","2006","Thuringia","Rural Area","78","0.135450903909606","0.109596987327083","0.161304820492129","1"
"Not disabled","2006","Hamburg","Urban Area","267","0.810233270594836","0.766512891001821","0.853953650187852","0"
"Not disabled","2006","Hamburg","Rural Area","","","","","0"
"Not disabled","2006","Schleswig-Holstein","Urban Area","248","0.802937853643612","0.757077041601136","0.848798665686087","0"
"Not disabled","2006","Schleswig-Holstein","Rural Area","335","0.870785332668483","0.837365515623073","0.904205149713893","0"
"Not disabled","2006","Lower Saxony","Urban Area","858","0.845725923727716","0.823168407697509","0.868283439757923","0"
"Not disabled","2006","Lower Saxony","Rural Area","895","0.890126934394922","0.870606870905889","0.909646997883955","0"
"Not disabled","2006","Bremen","Urban Area","128","0.861868578922694","0.805708093393666","0.918029064451722","0"
"Not disabled","2006","Bremen","Rural Area","","","","","0"
"Not disabled","2006","Rhineland-Palatinate,Saarland","Urban Area","862","0.879779367314373","0.859376106879161","0.900182627749584","0"
"Not disabled","2006","Rhineland-Palatinate,Saarland","Rural Area","276","0.882673439911511","0.847022242548054","0.918324637274967","0"
"Not disabled","2006","Baden-Württemberg","Urban Area","2211","0.873521739401051","0.860484560627212","0.88655891817489","0"
"Not disabled","2006","Baden-Württemberg","Rural Area","197","0.845880007694979","0.799419070266114","0.892340945123844","0"
"Not disabled","2006","Bavaria","Urban Area","1350","0.880332485628683","0.864020944957984","0.896644026299383","0"
"Not disabled","2006","North Rhine-Westphalia","Urban Area","3871","0.85545036538983","0.845103488450417","0.865797242329242","0"
"Not disabled","2006","North Rhine-Westphalia","Rural Area","104","0.88631509946767","0.829282905671304","0.943347293264036","0"
"Not disabled","2006","Hesse","Urban Area","1063","0.880181963187249","0.861899104049423","0.898464822325075","0"
"Not disabled","2006","Bavaria","Rural Area","1464","0.886442395985512","0.871044744683658","0.901840047287366","0"
"Not disabled","2006","Berlin","Urban Area","685","0.860123817408399","0.835828667534337","0.884418967282461","0"
"Not disabled","2006","Hesse","Rural Area","226","0.810401767182493","0.763732521885561","0.857071012479426","0"
"Not disabled","2006","Berlin","Rural Area","","","","","0"
"Not disabled","2006","Brandenburg","Urban Area","67","0.900146667413078","0.832295803722634","0.967997531103522","0"
"Not disabled","2006","Brandenburg","Rural Area","760","0.883381303604376","0.862016606739329","0.904746000469423","0"
"Not disabled","2006","Mecklenburg-Western Pomerania","Urban Area","63","0.879122091001553","0.802205219468669","0.956038962534438","0"
"Not disabled","2006","Mecklenburg-Western Pomerania","Rural Area","429","0.884226907623292","0.855663484581293","0.912790330665291","0"
"Not disabled","2006","Saxony","Urban Area","735","0.863759824544659","0.840222770267133","0.887296878822185","0"
"Not disabled","2006","Saxony-Anhalt","Urban Area","200","0.833867635619265","0.786076669228424","0.881658602010106","0"
"Not disabled","2006","Saxony","Rural Area","698","0.896399262035269","0.874804444288631","0.917994079781908","0"
"Not disabled","2006","Saxony-Anhalt","Rural Area","624","0.908072830138597","0.886357025779207","0.929788634497988","0"
"Not disabled","2006","Thuringia","Rural Area","595","0.864549096090394","0.838695179507871","0.890403012672917","0"
"Not disabled","2006","Thuringia","Urban Area","259","0.90883142815773","0.875115639752885","0.942547216562574","0"
"Disabled","2007","Schleswig-Holstein","Urban Area","35","0.171520396916064","0.125161827072673","0.217878966759454","1"
"Disabled","2007","Brandenburg","Urban Area","11","","","","1"
"Disabled","2007","Schleswig-Holstein","Rural Area","52","0.136457750299801","0.100997831275162","0.17191766932444","1"
"Disabled","2007","Hamburg","Urban Area","38","0.166563881623938","0.124118659490397","0.20900910375748","1"
"Disabled","2007","Brandenburg","Rural Area","103","0.125115277803313","0.102044346077104","0.148186209529521","1"
"Disabled","2007","Mecklenburg-Western Pomerania","Urban Area","5","","","","1"
"Disabled","2007","Hamburg","Rural Area","","","","","1"
"Disabled","2007","Lower Saxony","Urban Area","118","0.141267519384053","0.118822120427708","0.163712918340399","1"
"Disabled","2007","Lower Saxony","Rural Area","77","0.0904113497433289","0.0718200828366417","0.109002616650016","1"
"Disabled","2007","Mecklenburg-Western Pomerania","Rural Area","54","0.122143824084658","0.0917880179711774","0.152499630198139","1"
"Disabled","2007","Saxony","Urban Area","64","0.099319235743475","0.078041307918992","0.120597163567958","1"
"Disabled","2007","Saxony","Rural Area","69","0.105587317523929","0.0836523361088025","0.127522298939055","1"
"Disabled","2007","Bremen","Urban Area","19","","","","1"
"Disabled","2007","Bremen","Rural Area","","","","","1"
"Disabled","2007","North Rhine-Westphalia","Urban Area","538","0.146829458916949","0.136007533281903","0.157651384551994","1"
"Disabled","2007","North Rhine-Westphalia","Rural Area","16","","","","1"
"Disabled","2007","Hesse","Urban Area","148","0.133340247985577","0.11369289199478","0.152987603976374","1"
"Disabled","2007","Hesse","Rural Area","38","0.154035082105153","0.109107996255065","0.198962167955241","1"
"Disabled","2007","Rhineland-Palatinate,Saarland","Urban Area","105","0.121358350980213","0.0999411314783829","0.142775570482043","1"
"Disabled","2007","Rhineland-Palatinate,Saarland","Rural Area","35","0.148895729794724","0.107493719681988","0.190297739907461","1"
"Disabled","2007","Baden-Württemberg","Urban Area","258","0.120605449191102","0.107237769894522","0.133973128487681","1"
"Disabled","2007","Baden-Württemberg","Rural Area","31","0.147421589490854","0.100785802069186","0.194057376912522","1"
"Disabled","2007","Bavaria","Urban Area","173","0.127898753421256","0.110540145164341","0.145257361678171","1"
"Disabled","2007","Bavaria","Rural Area","167","0.121150582316209","0.104869430888294","0.137431733744124","1"
"Disabled","2007","Berlin","Urban Area","93","0.145964687566459","0.12076331277454","0.171166062358377","1"
"Disabled","2007","Berlin","Rural Area","","","","","1"
"Disabled","2007","Saxony-Anhalt","Urban Area","30","0.149236709678467","0.102469887198762","0.196003532158173","1"
"Disabled","2007","Saxony-Anhalt","Rural Area","53","0.0911861143655213","0.0690384683019737","0.113333760429069","1"
"Disabled","2007","Thuringia","Urban Area","23","","","","1"
"Disabled","2007","Thuringia","Rural Area","70","0.113269106653685","0.0888301033920674","0.137708109915302","1"
"Not disabled","2007","Hamburg","Urban Area","258","0.833436118376062","0.790990896242521","0.875881340509603","0"
"Not disabled","2007","Hamburg","Rural Area","","","","","0"
"Not disabled","2007","Schleswig-Holstein","Urban Area","219","0.828479603083936","0.782121033240546","0.874838172927327","0"
"Not disabled","2007","Schleswig-Holstein","Rural Area","308","0.863542249700199","0.82808233067556","0.899002168724838","0"
"Not disabled","2007","Lower Saxony","Urban Area","807","0.858732480615947","0.836287081659601","0.881177879572292","0"
"Not disabled","2007","Lower Saxony","Rural Area","837","0.909588650256671","0.890997383349984","0.928179917163358","0"
"Not disabled","2007","Bremen","Urban Area","129","0.831239462960487","0.770898010567573","0.891580915353402","0"
"Not disabled","2007","Bremen","Rural Area","","","","","0"
"Not disabled","2007","Rhineland-Palatinate,Saarland","Urban Area","788","0.878641649019787","0.857224429517957","0.900058868521617","0"
"Not disabled","2007","Rhineland-Palatinate,Saarland","Rural Area","249","0.851104270205276","0.809702260092539","0.892506280318012","0"
"Not disabled","2007","Baden-Württemberg","Urban Area","2022","0.879394550808898","0.866026871512319","0.892762230105478","0"
"Not disabled","2007","Bavaria","Urban Area","1249","0.872101246578744","0.854742638321829","0.889459854835659","0"
"Not disabled","2007","Baden-Württemberg","Rural Area","191","0.852578410509146","0.805942623087478","0.899214197930814","0"
"Not disabled","2007","North Rhine-Westphalia","Urban Area","3571","0.853170541083051","0.842348615448006","0.863992466718097","0"
"Not disabled","2007","Bavaria","Rural Area","1376","0.878849417683791","0.862568266255876","0.895130569111706","0"
"Not disabled","2007","North Rhine-Westphalia","Rural Area","90","0.857390782709276","0.790823878227528","0.923957687191025","0"
"Not disabled","2007","Hesse","Urban Area","1002","0.866659752014423","0.847012396023626","0.88630710800522","0"
"Not disabled","2007","Berlin","Urban Area","661","0.854035312433541","0.828833937641623","0.87923668722546","0"
"Not disabled","2007","Hesse","Rural Area","210","0.845964917894847","0.801037832044759","0.890892003744935","0"
"Not disabled","2007","Berlin","Rural Area","","","","","0"
"Not disabled","2007","Brandenburg","Urban Area","64","0.810244153198082","0.721503423522657","0.898984882873506","0"
"Not disabled","2007","Brandenburg","Rural Area","687","0.874884722196687","0.851813790470478","0.897955653922896","0"
"Not disabled","2007","Mecklenburg-Western Pomerania","Urban Area","59","0.864205271665185","0.780277051184731","0.948133492145639","0"
"Not disabled","2007","Mecklenburg-Western Pomerania","Rural Area","393","0.877856175915342","0.847500369801861","0.908211982028823","0"
"Not disabled","2007","Saxony","Urban Area","695","0.900680764256525","0.879402836432042","0.921958692081008","0"
"Not disabled","2007","Saxony","Rural Area","685","0.894412682476071","0.872477701060945","0.916347663891197","0"
"Not disabled","2007","Saxony-Anhalt","Urban Area","193","0.850763290321533","0.803996467841827","0.897530112801239","0"
"Not disabled","2007","Thuringia","Urban Area","246","0.910998046246186","0.876970514804059","0.945025577688312","0"
"Not disabled","2007","Thuringia","Rural Area","576","0.886730893346315","0.862291890084698","0.911169896607933","0"
"Not disabled","2007","Saxony-Anhalt","Rural Area","596","0.908813885634479","0.886666239570931","0.930961531698026","0"
"Disabled","2008","Brandenburg","Urban Area","9","","","","1"
"Disabled","2008","Schleswig-Holstein","Urban Area","27","","","","1"
"Disabled","2008","Brandenburg","Rural Area","92","0.125124173275731","0.101586093955246","0.148662252596217","1"
"Disabled","2008","Mecklenburg-Western Pomerania","Urban Area","5","","","","1"
"Disabled","2008","Schleswig-Holstein","Rural Area","50","0.134556372602011","0.0977381644497603","0.171374580754262","1"
"Disabled","2008","Hamburg","Urban Area","32","0.141999615964386","0.101260569201082","0.18273866272769","1"
"Disabled","2008","Mecklenburg-Western Pomerania","Rural Area","49","0.146548446984513","0.113043706897287","0.180053187071739","1"
"Disabled","2008","Saxony","Urban Area","62","0.079901906963242","0.0601923653888396","0.0996114485376443","1"
"Disabled","2008","Saxony","Rural Area","70","0.105070549517423","0.0824831432131319","0.127657955821714","1"
"Disabled","2008","Hamburg","Rural Area","","","","","1"
"Disabled","2008","Lower Saxony","Urban Area","109","0.1335493185052","0.11123851951224","0.15586011749816","1"
"Disabled","2008","Lower Saxony","Rural Area","87","0.111067880102995","0.0900552676846284","0.132080492521362","1"
"Disabled","2008","Bremen","Urban Area","17","","","","1"
"Disabled","2008","Bremen","Rural Area","","","","","1"
"Disabled","2008","North Rhine-Westphalia","Urban Area","493","0.144981024313525","0.133842207432092","0.156119841194957","1"
"Disabled","2008","North Rhine-Westphalia","Rural Area","14","","","","1"
"Disabled","2008","Hesse","Urban Area","151","0.137665319828709","0.117267064945932","0.158063574711486","1"
"Disabled","2008","Hesse","Rural Area","33","0.154678158014046","0.107218871962822","0.20213744406527","1"
"Disabled","2008","Rhineland-Palatinate,Saarland","Urban Area","93","0.115123307627292","0.0933703485082233","0.136876266746362","1"
"Disabled","2008","Rhineland-Palatinate,Saarland","Rural Area","35","0.129062535657686","0.089364739937487","0.168760331377885","1"
"Disabled","2008","Baden-Württemberg","Urban Area","243","0.125267791110222","0.111288584931131","0.139246997289313","1"
"Disabled","2008","Baden-Württemberg","Rural Area","31","0.142606557807815","0.0961892795367654","0.189023836078866","1"
"Disabled","2008","Bavaria","Urban Area","159","0.124573436845461","0.106738244932532","0.14240862875839","1"
"Disabled","2008","Bavaria","Rural Area","160","0.117995235600775","0.101361803530486","0.134628667671065","1"
"Disabled","2008","Berlin","Urban Area","94","0.15505466058366","0.128634395034004","0.181474926133316","1"
"Disabled","2008","Berlin","Rural Area","","","","","1"
"Disabled","2008","Saxony-Anhalt","Urban Area","26","","","","1"
"Disabled","2008","Saxony-Anhalt","Rural Area","48","0.0893275023188202","0.0664294434732817","0.112225561164359","1"
"Disabled","2008","Thuringia","Urban Area","24","","","","1"
"Disabled","2008","Thuringia","Rural Area","66","0.107458161495072","0.082942035294429","0.131974287695714","1"
"Not disabled","2008","Hamburg","Urban Area","250","0.858000384035614","0.81726133727231","0.898739430798918","0"
"Not disabled","2008","Hamburg","Rural Area","","","","","0"
"Not disabled","2008","Schleswig-Holstein","Urban Area","201","0.852554642356873","0.806533506760109","0.898575777953638","0"
"Not disabled","2008","Schleswig-Holstein","Rural Area","280","0.865443627397989","0.828625419245738","0.90226183555024","0"
"Not disabled","2008","Lower Saxony","Urban Area","784","0.8664506814948","0.84413988250184","0.88876148048776","0"
"Not disabled","2008","Lower Saxony","Rural Area","772","0.888932119897005","0.867919507478638","0.909944732315372","0"
"Not disabled","2008","Bremen","Urban Area","121","0.856398932274536","0.7978895597068","0.914908304842271","0"
"Not disabled","2008","Bremen","Rural Area","","","","","0"
"Not disabled","2008","Rhineland-Palatinate,Saarland","Urban Area","734","0.884876692372708","0.863123733253638","0.906629651491777","0"
"Not disabled","2008","Rhineland-Palatinate,Saarland","Rural Area","239","0.870937464342314","0.831239668622115","0.910635260062513","0"
"Not disabled","2008","Baden-Württemberg","Urban Area","1911","0.874732208889778","0.860753002710687","0.888711415068869","0"
"Not disabled","2008","Bavaria","Urban Area","1158","0.875426563154539","0.85759137124161","0.893261755067468","0"
"Not disabled","2008","Baden-Württemberg","Rural Area","187","0.857393442192185","0.810976163921135","0.903810720463235","0"
"Not disabled","2008","Bavaria","Rural Area","1285","0.882004764399224","0.865371332328935","0.898638196469514","0"
"Not disabled","2008","Berlin","Urban Area","627","0.84494533941634","0.818525073866683","0.871365604965996","0"
"Not disabled","2008","North Rhine-Westphalia","Urban Area","3345","0.855018975686475","0.843880158805043","0.866157792567908","0"
"Not disabled","2008","North Rhine-Westphalia","Rural Area","89","0.877526224065516","0.814214945467015","0.940837502664017","0"
"Not disabled","2008","Hesse","Urban Area","945","0.862334680171291","0.841936425288514","0.882732935054068","0"
"Not disabled","2008","Berlin","Rural Area","","","","","0"
"Not disabled","2008","Hesse","Rural Area","190","0.845321841985954","0.79786255593473","0.892781128037178","0"
"Not disabled","2008","Brandenburg","Urban Area","59","0.854405335651491","0.77057555296237","0.938235118340613","0"
"Not disabled","2008","Brandenburg","Rural Area","667","0.874875826724269","0.851337747403783","0.898413906044754","0"
"Not disabled","2008","Mecklenburg-Western Pomerania","Urban Area","58","0.912003461064859","0.842050056670107","0.981956865459611","0"
"Not disabled","2008","Mecklenburg-Western Pomerania","Rural Area","379","0.853451553015487","0.819946812928261","0.886956293102713","0"
"Not disabled","2008","Saxony","Urban Area","665","0.920098093036758","0.900388551462356","0.93980763461116","0"
"Not disabled","2008","Saxony-Anhalt","Urban Area","194","0.867809882707949","0.823054163509432","0.912565601906465","0"
"Not disabled","2008","Thuringia","Urban Area","241","0.917254772546377","0.884085066623391","0.950424478469364","0"
"Not disabled","2008","Saxony","Rural Area","638","0.894929450482577","0.872342044178286","0.917516856786868","0"
"Not disabled","2008","Saxony-Anhalt","Rural Area","548","0.91067249768118","0.887774438835641","0.933570556526718","0"
"Not disabled","2008","Thuringia","Rural Area","547","0.892541838504928","0.868025712304286","0.917057964705571","0"
"Disabled","2009","Schleswig-Holstein","Urban Area","24","","","","1"
"Disabled","2009","Brandenburg","Urban Area","8","","","","1"
"Disabled","2009","Schleswig-Holstein","Rural Area","48","0.127011119691179","0.0902972824742815","0.163724956908076","1"
"Disabled","2009","Hamburg","Urban Area","33","0.143805289482703","0.102028299485567","0.185582279479838","1"
"Disabled","2009","Brandenburg","Rural Area","89","0.102531827792192","0.0805115291602444","0.12455212642414","1"
"Disabled","2009","Mecklenburg-Western Pomerania","Urban Area","5","","","","1"
"Disabled","2009","Hamburg","Rural Area","","","","","1"
"Disabled","2009","Lower Saxony","Urban Area","113","0.150505688867832","0.126194607634759","0.174816770100906","1"
"Disabled","2009","Lower Saxony","Rural Area","88","0.126629542151875","0.103769891697055","0.149489192606694","1"
"Disabled","2009","Mecklenburg-Western Pomerania","Rural Area","44","0.117705029440015","0.0867747050029135","0.148635353877116","1"
"Disabled","2009","Saxony","Urban Area","66","0.103194312039085","0.0805936829292634","0.125794941148907","1"
"Disabled","2009","Saxony","Rural Area","62","0.0876506668331559","0.0663333306244788","0.108968003041833","1"
"Disabled","2009","Bremen","Urban Area","15","","","","1"
"Disabled","2009","Bremen","Rural Area","","","","","1"
"Disabled","2009","North Rhine-Westphalia","Urban Area","480","0.145584932877037","0.13395357527963","0.157216290474445","1"
"Disabled","2009","North Rhine-Westphalia","Rural Area","13","","","","1"
"Disabled","2009","Hesse","Urban Area","134","0.143334574374096","0.121648610757142","0.165020537991051","1"
