"m11124","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Not disabled","1986","66 and older","West Germany","1045","0.999638690138983","0.998487528825899","1.00078985145207"
"Not disabled","1986","66 and older","East Germany","","","",""
"Disabled","1986","16-34 y.","West Germany","4","","",""
"Disabled","1986","16-34 y.","East Germany","","","",""
"Disabled","1986","35-65 y.","West Germany","2","","",""
"Disabled","1986","35-65 y.","East Germany","","","",""
"Disabled","1986","66 and older","West Germany","2","","",""
"Disabled","1986","66 and older","East Germany","","","",""
"Not disabled","1987","16-34 y.","West Germany","3955","0.980082945675097","0.975769884064052","0.984396007286143"
"Not disabled","1987","16-34 y.","East Germany","","","",""
"Not disabled","1987","35-65 y.","West Germany","4777","0.866207190758965","0.857090125036264","0.875324256481667"
"Not disabled","1987","35-65 y.","East Germany","","","",""
"Not disabled","1987","66 and older","West Germany","837","0.786466235998683","0.762003105637488","0.810929366359877"
"Not disabled","1987","66 and older","East Germany","","","",""
"Disabled","1987","16-34 y.","West Germany","76","0.0199170543249026","0.0156039927138567","0.0242301159359485"
"Disabled","1987","16-34 y.","East Germany","","","",""
"Disabled","1987","35-65 y.","West Germany","579","0.133792809241034","0.124675743518333","0.142909874963736"
"Disabled","1987","35-65 y.","East Germany","","","",""
"Disabled","1987","66 and older","West Germany","241","0.213533764001317","0.189070633640123","0.237996894362512"
"Disabled","1987","66 and older","East Germany","","","",""
"Not disabled","1988","16-34 y.","West Germany","3764","0.978621534975609","0.974050835767611","0.983192234183607"
"Not disabled","1988","16-34 y.","East Germany","","","",""
"Not disabled","1988","35-65 y.","West Germany","4492","0.860364427336623","0.850837740911115","0.86989111376213"
"Not disabled","1988","35-65 y.","East Germany","","","",""
"Not disabled","1988","66 and older","West Germany","768","0.742891830519526","0.716419298662747","0.769364362376304"
"Not disabled","1988","66 and older","East Germany","","","",""
"Disabled","1988","16-34 y.","West Germany","83","0.0213784650243909","0.0168077658163928","0.0259491642323889"
"Disabled","1988","16-34 y.","East Germany","","","",""
"Disabled","1988","35-65 y.","West Germany","593","0.139635572663377","0.13010888623787","0.149162259088885"
"Disabled","1988","35-65 y.","East Germany","","","",""
"Disabled","1988","66 and older","West Germany","279","0.257108169480474","0.230635637623696","0.283580701337252"
"Disabled","1988","66 and older","East Germany","","","",""
"Not disabled","1989","16-34 y.","West Germany","3688","0.979275305712912","0.974722960757699","0.983827650668125"
"Not disabled","1989","16-34 y.","East Germany","","","",""
"Not disabled","1989","35-65 y.","West Germany","4309","0.858555299717584","0.848782078257348","0.868328521177821"
"Not disabled","1989","35-65 y.","East Germany","","","",""
"Not disabled","1989","66 and older","West Germany","723","0.715903738318686","0.688240991964977","0.743566484672396"
"Not disabled","1989","66 and older","East Germany","","","",""
"Disabled","1989","16-34 y.","West Germany","74","0.0207246942870877","0.0161723493318748","0.0252770392423006"
"Disabled","1989","16-34 y.","East Germany","","","",""
"Disabled","1989","35-65 y.","West Germany","575","0.141444700282416","0.131671478822179","0.151217921742652"
"Disabled","1989","35-65 y.","East Germany","","","",""
"Disabled","1989","66 and older","West Germany","298","0.284096261681314","0.256433515327604","0.311759008035023"
"Disabled","1989","66 and older","East Germany","","","",""
"Not disabled","1990","16-34 y.","West Germany","","","",""
"Not disabled","1990","16-34 y.","East Germany","","","",""
"Not disabled","1990","35-65 y.","West Germany","","","",""
"Not disabled","1990","35-65 y.","East Germany","","","",""
"Not disabled","1990","66 and older","West Germany","","","",""
"Not disabled","1990","66 and older","East Germany","","","",""
"Disabled","1990","16-34 y.","West Germany","","","",""
"Disabled","1990","16-34 y.","East Germany","","","",""
"Disabled","1990","35-65 y.","West Germany","","","",""
"Disabled","1990","35-65 y.","East Germany","","","",""
"Disabled","1990","66 and older","West Germany","","","",""
"Disabled","1990","66 and older","East Germany","","","",""
"Not disabled","1991","16-34 y.","West Germany","3561","0.977242639106156","0.972400016135843","0.98208526207647"
"Not disabled","1991","16-34 y.","East Germany","1520","1","1","1"
"Not disabled","1991","35-65 y.","West Germany","4194","0.86232128783635","0.852527723478043","0.872114852194658"
"Not disabled","1991","35-65 y.","East Germany","2235","1","1","1"
"Not disabled","1991","66 and older","West Germany","746","0.703737639840977","0.676314516539924","0.73116076314203"
"Not disabled","1991","66 and older","East Germany","408","1","1","1"
"Disabled","1991","16-34 y.","West Germany","82","0.0227573608938439","0.0179147379235305","0.0275999838641574"
"Disabled","1991","16-34 y.","East Germany","","","",""
"Disabled","1991","35-65 y.","West Germany","561","0.13767871216365","0.127885147805342","0.147472276521957"
"Disabled","1991","35-65 y.","East Germany","","","",""
"Disabled","1991","66 and older","West Germany","319","0.296262360159023","0.26883923685797","0.323685483460076"
"Disabled","1991","66 and older","East Germany","","","",""
"Not disabled","1992","16-34 y.","West Germany","3518","0.979098340564168","0.974419438775707","0.983777242352629"
"Not disabled","1992","16-34 y.","East Germany","1380","0.990571651227453","0.985500322597189","0.995642979857717"
"Not disabled","1992","35-65 y.","West Germany","4122","0.863003169695884","0.85316672842527","0.872839610966498"
"Not disabled","1992","35-65 y.","East Germany","2014","0.925002055523264","0.913876489757628","0.936127621288901"
"Not disabled","1992","66 and older","West Germany","736","0.685523679855489","0.657755260757386","0.713292098953593"
"Not disabled","1992","66 and older","East Germany","322","0.854139554776725","0.818836225499856","0.889442884053594"
"Disabled","1992","16-34 y.","West Germany","73","0.020901659435832","0.0162227576473708","0.0255805612242932"
"Disabled","1992","16-34 y.","East Germany","15","","",""
"Disabled","1992","35-65 y.","West Germany","572","0.136996830304116","0.127160389033502","0.14683327157473"
"Disabled","1992","35-65 y.","East Germany","139","0.0749979444767356","0.0638723787110992","0.0861235102423721"
"Disabled","1992","66 and older","West Germany","338","0.314476320144511","0.286707901046407","0.342244739242614"
"Disabled","1992","66 and older","East Germany","62","0.145860445223275","0.110557115946406","0.181163774500144"
"Not disabled","1993","16-34 y.","West Germany","","","",""
"Not disabled","1993","16-34 y.","East Germany","","","",""
"Not disabled","1993","35-65 y.","West Germany","","","",""
"Not disabled","1993","35-65 y.","East Germany","","","",""
"Not disabled","1993","66 and older","West Germany","","","",""
"Not disabled","1993","66 and older","East Germany","","","",""
"Disabled","1993","16-34 y.","West Germany","","","",""
"Disabled","1993","16-34 y.","East Germany","","","",""
"Disabled","1993","35-65 y.","West Germany","","","",""
"Disabled","1993","35-65 y.","East Germany","","","",""
"Disabled","1993","66 and older","West Germany","","","",""
"Disabled","1993","66 and older","East Germany","","","",""
"Not disabled","1994","16-34 y.","West Germany","3465","0.981476656623633","0.977031219268041","0.985922093979225"
"Not disabled","1994","16-34 y.","East Germany","1265","0.99324190972829","0.988744810078442","0.997739009378138"
"Not disabled","1994","35-65 y.","West Germany","3941","0.868887604323868","0.859005161820471","0.878770046827265"
"Not disabled","1994","35-65 y.","East Germany","1946","0.923150838280664","0.911715338888011","0.934586337673318"
"Not disabled","1994","66 and older","West Germany","776","0.694349409447519","0.667248225967024","0.721450592928014"
"Not disabled","1994","66 and older","East Germany","329","0.836064830010698","0.799738820842041","0.872390839179355"
"Disabled","1994","16-34 y.","West Germany","69","0.018523343376367","0.0140779060207746","0.0229687807319594"
"Disabled","1994","16-34 y.","East Germany","10","","",""
"Disabled","1994","35-65 y.","West Germany","540","0.131112395676132","0.121229953172735","0.140994838179529"
"Disabled","1994","35-65 y.","East Germany","138","0.0768491617193359","0.0654136623266824","0.0882846611119894"
"Disabled","1994","66 and older","West Germany","334","0.305650590552481","0.278549407071986","0.332751774032976"
"Disabled","1994","66 and older","East Germany","70","0.163935169989302","0.127609160820645","0.200261179157959"
"Not disabled","1995","16-34 y.","West Germany","3643","0.982096013906906","0.977832555029069","0.986359472784742"
"Not disabled","1995","16-34 y.","East Germany","1210","0.986888998414109","0.980521703805935","0.993256293022282"
"Not disabled","1995","35-65 y.","West Germany","4165","0.870762748496359","0.861197616622557","0.880327880370162"
"Not disabled","1995","35-65 y.","East Germany","1893","0.910554675019913","0.898182687230759","0.922926662809067"
"Not disabled","1995","66 and older","West Germany","771","0.662247702050811","0.634684721743913","0.689810682357709"
"Not disabled","1995","66 and older","East Germany","332","0.830146112810709","0.793754487568396","0.866537738053022"
"Disabled","1995","16-34 y.","West Germany","73","0.0179039860930942","0.0136405272152577","0.0221674449709308"
"Disabled","1995","16-34 y.","East Germany","16","","",""
"Disabled","1995","35-65 y.","West Germany","560","0.129237251503641","0.119672119629838","0.138802383377443"
"Disabled","1995","35-65 y.","East Germany","151","0.0894453249800867","0.0770733371909328","0.101817312769241"
"Disabled","1995","66 and older","West Germany","360","0.337752297949189","0.310189317642291","0.365315278256087"
"Disabled","1995","66 and older","East Germany","77","0.169853887189291","0.133462261946978","0.206245512431604"
"Not disabled","1996","16-34 y.","West Germany","3510","0.980915594881134","0.976436826081585","0.985394363680682"
"Not disabled","1996","16-34 y.","East Germany","1173","0.988372344276185","0.982271188393791","0.99447350015858"
"Not disabled","1996","35-65 y.","West Germany","4109","0.865690552691024","0.855909833865245","0.875471271516804"
"Not disabled","1996","35-65 y.","East Germany","1904","0.909367009864379","0.896984724330257","0.921749295398502"
"Not disabled","1996","66 and older","West Germany","792","0.67894440882529","0.651948664671762","0.705940152978817"
"Not disabled","1996","66 and older","East Germany","340","0.802572799221583","0.764594319339886","0.840551279103279"
"Disabled","1996","16-34 y.","West Germany","75","0.0190844051188664","0.0146056363193176","0.0235631739184153"
"Disabled","1996","16-34 y.","East Germany","13","","",""
"Disabled","1996","35-65 y.","West Germany","560","0.134309447308976","0.124528728483196","0.144090166134755"
"Disabled","1996","35-65 y.","East Germany","161","0.0906329901356206","0.078250704601498","0.103015275669743"
"Disabled","1996","66 and older","West Germany","357","0.32105559117471","0.294059847021183","0.348051335328238"
"Disabled","1996","66 and older","East Germany","82","0.197427200778417","0.159448720896721","0.235405680660114"
"Not disabled","1997","16-34 y.","West Germany","3392","0.981314862504532","0.976804235698947","0.985825489310118"
"Not disabled","1997","16-34 y.","East Germany","1147","0.986970429132183","0.980453014365637","0.993487843898729"
"Not disabled","1997","35-65 y.","West Germany","4048","0.865288871559307","0.855424780333706","0.875152962784908"
"Not disabled","1997","35-65 y.","East Germany","1857","0.904696437979507","0.891897806860464","0.91749506909855"
"Not disabled","1997","66 and older","West Germany","820","0.692841223239682","0.666373841115062","0.719308605364302"
"Not disabled","1997","66 and older","East Germany","361","0.831375400787513","0.796230372540009","0.866520429035016"
"Disabled","1997","16-34 y.","West Germany","70","0.0186851374954675","0.0141745106898817","0.0231957643010533"
"Disabled","1997","16-34 y.","East Germany","16","","",""
"Disabled","1997","35-65 y.","West Germany","554","0.134711128440693","0.124847037215092","0.144575219666294"
"Disabled","1997","35-65 y.","East Germany","165","0.095303562020493","0.08250493090145","0.108102193139536"
"Disabled","1997","66 and older","West Germany","347","0.307158776760318","0.280691394635698","0.333626158884938"
"Disabled","1997","66 and older","East Germany","75","0.168624599212487","0.133479570964984","0.203769627459991"
"Not disabled","1998","16-34 y.","West Germany","3602","0.980452891815434","0.975975838656784","0.984929944974084"
"Not disabled","1998","16-34 y.","East Germany","1189","0.985778562676649","0.979101644495416","0.992455480857883"
"Not disabled","1998","35-65 y.","West Germany","4710","0.874072904970107","0.865182846416693","0.882962963523522"
"Not disabled","1998","35-65 y.","East Germany","1976","0.908095253652674","0.895920659166631","0.920269848138716"
"Not disabled","1998","66 and older","West Germany","965","0.665920047950631","0.64123945964107","0.690600636260192"
"Not disabled","1998","66 and older","East Germany","404","0.845963425973367","0.81370350702594","0.878223344920793"
"Disabled","1998","16-34 y.","West Germany","71","0.019547108184566","0.0150700550259156","0.0240241613432165"
"Disabled","1998","16-34 y.","East Germany","19","","",""
"Disabled","1998","35-65 y.","West Germany","640","0.125927095029893","0.117037036476478","0.134817153583307"
"Disabled","1998","35-65 y.","East Germany","187","0.0919047463473264","0.0797301518612837","0.104079340833369"
"Disabled","1998","66 and older","West Germany","438","0.334079952049369","0.309399363739808","0.35876054035893"
"Disabled","1998","66 and older","East Germany","77","0.154036574026633","0.121776655079207","0.186296492974059"
"Not disabled","1999","16-34 y.","West Germany","3377","0.981911306974526","0.977458380958153","0.986364232990899"
"Not disabled","1999","16-34 y.","East Germany","1150","0.984166923150153","0.977017241811524","0.991316604488782"
"Not disabled","1999","35-65 y.","West Germany","4547","0.870558283549929","0.861411446619069","0.879705120480788"
"Not disabled","1999","35-65 y.","East Germany","1939","0.907264406760772","0.894943280041561","0.919585533479983"
"Not disabled","1999","66 and older","West Germany","918","0.65443953963594","0.628958518887141","0.67992056038474"
"Not disabled","1999","66 and older","East Germany","403","0.828990254069696","0.795618517647991","0.862361990491401"
"Disabled","1999","16-34 y.","West Germany","64","0.0180886930254743","0.0136357670091011","0.0225416190418474"
"Disabled","1999","16-34 y.","East Germany","21","","",""
"Disabled","1999","35-65 y.","West Germany","627","0.129441716450071","0.120294879519212","0.138588553380931"
"Disabled","1999","35-65 y.","East Germany","190","0.092735593239228","0.080414466520017","0.105056719958439"
"Disabled","1999","66 and older","West Germany","420","0.34556046036406","0.32007943961526","0.371041481112859"
"Disabled","1999","66 and older","East Germany","86","0.171009745930304","0.137638009508599","0.204381482352009"
"Not disabled","2000","16-34 y.","West Germany","5357","0.980735075437938","0.977088118591574","0.984382032284302"
"Not disabled","2000","16-34 y.","East Germany","1654","0.986048592897329","0.980436688325291","0.991660497469368"
"Not disabled","2000","35-65 y.","West Germany","9000","0.882550073122184","0.876285733228872","0.888814413015496"
"Not disabled","2000","35-65 y.","East Germany","2983","0.901525010855532","0.891357636975826","0.911692384735239"
"Not disabled","2000","66 and older","West Germany","2034","0.728561668764987","0.71192579316552","0.745197544364455"
"Not disabled","2000","66 and older","East Germany","734","0.82906076480679","0.804202306171585","0.853919223441995"
"Disabled","2000","16-34 y.","West Germany","100","0.019264924562062","0.0156179677156976","0.0229118814084263"
"Disabled","2000","16-34 y.","East Germany","24","","",""
"Disabled","2000","35-65 y.","West Germany","1147","0.117449926877816","0.111185586984504","0.123714266771128"
"Disabled","2000","35-65 y.","East Germany","316","0.0984749891444676","0.0883076152647614","0.108642363024174"
"Disabled","2000","66 and older","West Germany","711","0.271438331235013","0.254802455635545","0.28807420683448"
"Disabled","2000","66 and older","East Germany","147","0.17093923519321","0.146080776558005","0.195797693828415"
"Not disabled","2001","16-34 y.","West Germany","4667","0.980665755035602","0.97675320427045","0.984578305800755"
"Not disabled","2001","16-34 y.","East Germany","1521","0.989268288371263","0.984120504295605","0.994416072446922"
"Not disabled","2001","35-65 y.","West Germany","8205","0.881286933105747","0.874687924481913","0.88788594172958"
"Not disabled","2001","35-65 y.","East Germany","2754","0.896826546164906","0.886040042488868","0.907613049840944"
"Not disabled","2001","66 and older","West Germany","1916","0.731613976619316","0.714518743269334","0.748709209969298"
"Not disabled","2001","66 and older","East Germany","718","0.855744548597908","0.831970382189001","0.879518715006815"
"Disabled","2001","16-34 y.","West Germany","91","0.0193342449643978","0.0154216941992452","0.0232467957295505"
"Disabled","2001","16-34 y.","East Germany","18","","",""
"Disabled","2001","35-65 y.","West Germany","1024","0.118713066894253","0.11211405827042","0.125312075518087"
"Disabled","2001","35-65 y.","East Germany","301","0.103173453835094","0.092386950159056","0.113959957511132"
"Disabled","2001","66 and older","West Germany","665","0.268386023380684","0.251290790030702","0.285481256730666"
"Disabled","2001","66 and older","East Germany","121","0.144255451402092","0.120481284993185","0.168029617810999"
"Not disabled","2002","16-34 y.","West Germany","4598","0.976476152424353","0.972138118203106","0.9808141866456"
"Not disabled","2002","16-34 y.","East Germany","1471","0.982897751449294","0.976323390111095","0.989472112787493"
"Not disabled","2002","35-65 y.","West Germany","9169","0.877339047057253","0.87098894524089","0.883689148873616"
"Not disabled","2002","35-65 y.","East Germany","2727","0.881364841126781","0.869879629244521","0.892850053009042"
"Not disabled","2002","66 and older","West Germany","2008","0.719497270260815","0.70265150034033","0.736343040181301"
"Not disabled","2002","66 and older","East Germany","746","0.825120655746338","0.800248004875525","0.84999330661715"
"Disabled","2002","16-34 y.","West Germany","91","0.0235238475756468","0.0191858133543997","0.0278618817968939"
"Disabled","2002","16-34 y.","East Germany","23","","",""
"Disabled","2002","35-65 y.","West Germany","1083","0.122660952942747","0.116310851126384","0.12901105475911"
"Disabled","2002","35-65 y.","East Germany","318","0.118635158873219","0.107149946990958","0.130120370755479"
"Disabled","2002","66 and older","West Germany","724","0.280502729739185","0.263656959818699","0.29734849965967"
"Disabled","2002","66 and older","East Germany","150","0.174879344253663","0.15000669338285","0.199751995124475"
"Not disabled","2003","16-34 y.","West Germany","4334","0.979355343751743","0.975162969289196","0.983547718214291"
"Not disabled","2003","16-34 y.","East Germany","1444","0.984096727321206","0.977690661079306","0.990502793563107"
"Not disabled","2003","35-65 y.","West Germany","8687","0.879302942543506","0.87282389213959","0.885781992947422"
"Not disabled","2003","35-65 y.","East Germany","2654","0.889344457709668","0.878064217393722","0.900624698025615"
"Not disabled","2003","66 and older","West Germany","2026","0.721476942413269","0.704783342083806","0.738170542742731"
"Not disabled","2003","66 and older","East Germany","766","0.825356013412667","0.800796247190825","0.849915779634508"
"Disabled","2003","16-34 y.","West Germany","85","0.0206446562482567","0.0164522817857088","0.0248370307108046"
"Disabled","2003","16-34 y.","East Germany","21","","",""
"Disabled","2003","35-65 y.","West Germany","1025","0.120697057456494","0.114218007052578","0.12717610786041"
"Disabled","2003","35-65 y.","East Germany","317","0.110655542290332","0.0993753019743853","0.121935782606278"
"Disabled","2003","66 and older","West Germany","744","0.278523057586731","0.261829457257269","0.295216657916193"
"Disabled","2003","66 and older","East Germany","152","0.174643986587333","0.150084220365492","0.199203752809175"
"Not disabled","2004","16-34 y.","West Germany","4127","0.978203614664724","0.973792849729884","0.982614379599564"
"Not disabled","2004","16-34 y.","East Germany","1403","0.969937666323007","0.96109035046927","0.978784982176743"
"Not disabled","2004","35-65 y.","West Germany","8394","0.87530409606444","0.868627915204999","0.881980276923881"
"Not disabled","2004","35-65 y.","East Germany","2537","0.883374732173443","0.871584477914824","0.895164986432061"
"Not disabled","2004","66 and older","West Germany","2066","0.717867661629487","0.70131032324774","0.734425000011234"
"Not disabled","2004","66 and older","East Germany","799","0.824147503611424","0.800078221353822","0.848216785869025"
"Disabled","2004","16-34 y.","West Germany","83","0.0217963853352763","0.0173856204004363","0.0262071502701163"
"Disabled","2004","16-34 y.","East Germany","28","","",""
"Disabled","2004","35-65 y.","West Germany","1013","0.12469590393556","0.118019723076119","0.131372084795001"
"Disabled","2004","35-65 y.","East Germany","310","0.116625267826557","0.104835013567939","0.128415522085176"
"Disabled","2004","66 and older","West Germany","772","0.282132338370513","0.265574999988766","0.29868967675226"
"Disabled","2004","66 and older","East Germany","162","0.175852496388576","0.151783214130975","0.199921778646178"
"Not disabled","2005","16-34 y.","West Germany","3908","0.976596444627234","0.971904325768215","0.981288563486253"
"Not disabled","2005","16-34 y.","East Germany","1332","0.98108027368958","0.973818053009898","0.988342494369262"
"Not disabled","2005","35-65 y.","West Germany","7930","0.880790057446263","0.874057657175722","0.887522457716805"
"Not disabled","2005","35-65 y.","East Germany","2419","0.876639265461547","0.864303511451445","0.888975019471649"
"Not disabled","2005","66 and older","West Germany","2071","0.721947267053524","0.70545471430424","0.738439819802807"
"Not disabled","2005","66 and older","East Germany","793","0.79793646108065","0.772667327195048","0.823205594966253"
"Disabled","2005","16-34 y.","West Germany","80","0.0234035553727659","0.0187114365137466","0.0280956742317851"
"Disabled","2005","16-34 y.","East Germany","20","","",""
"Disabled","2005","35-65 y.","West Germany","969","0.119209942553737","0.112477542283195","0.125942342824278"
"Disabled","2005","35-65 y.","East Germany","311","0.123360734538453","0.111024980528351","0.135696488548555"
"Disabled","2005","66 and older","West Germany","764","0.278052732946476","0.261560180197193","0.29454528569576"
"Disabled","2005","66 and older","East Germany","177","0.20206353891935","0.176794405033747","0.227332672804952"
"Not disabled","2006","16-34 y.","West Germany","3788","0.97927371577248","0.974775281697295","0.983772149847666"
"Not disabled","2006","16-34 y.","East Germany","1266","0.968310073258577","0.958758285216979","0.977861861300176"
"Not disabled","2006","35-65 y.","West Germany","8520","0.88005781894013","0.873544783609266","0.886570854270993"
"Not disabled","2006","35-65 y.","East Germany","2540","0.877887370610453","0.865879425846843","0.889895315374064"
"Not disabled","2006","66 and older","West Germany","2429","0.714439449350911","0.699109808123901","0.72976909057792"
"Not disabled","2006","66 and older","East Germany","927","0.79563642099786","0.772208376648301","0.819064465347419"
"Disabled","2006","16-34 y.","West Germany","65","0.0207262842275196","0.016227850152334","0.0252247183027052"
"Disabled","2006","16-34 y.","East Germany","26","","",""
"Disabled","2006","35-65 y.","West Germany","1039","0.119942181059871","0.113429145729007","0.126455216390734"
"Disabled","2006","35-65 y.","East Germany","316","0.122112629389547","0.110104684625937","0.134120574153157"
"Disabled","2006","66 and older","West Germany","906","0.285560550649089","0.27023090942208","0.300890191876099"
"Disabled","2006","66 and older","East Germany","211","0.20436357900214","0.180935534652581","0.227791623351699"
"Not disabled","2007","16-34 y.","West Germany","3440","0.979996073054597","0.975357505707499","0.984634640401694"
"Not disabled","2007","16-34 y.","East Germany","1206","0.97532842687465","0.966652362417637","0.984004491331663"
"Not disabled","2007","35-65 y.","West Germany","7838","0.878350773435489","0.871525048124834","0.885176498746145"
"Not disabled","2007","35-65 y.","East Germany","2354","0.875242713462492","0.862678088618399","0.887807338306585"
"Not disabled","2007","66 and older","West Germany","2385","0.723576208373164","0.708205188936805","0.738947227809524"
"Not disabled","2007","66 and older","East Germany","938","0.806500392254896","0.783538366769051","0.829462417740742"
"Disabled","2007","16-34 y.","West Germany","60","0.0200039269454033","0.0153653595983057","0.024642494292501"
"Disabled","2007","16-34 y.","East Germany","22","","",""
"Disabled","2007","35-65 y.","West Germany","972","0.121649226564511","0.114823501253855","0.128474951875166"
"Disabled","2007","35-65 y.","East Germany","303","0.124757286537508","0.112192661693415","0.137321911381601"
"Disabled","2007","66 and older","West Germany","867","0.276423791626836","0.261052772190476","0.291794811063195"
"Disabled","2007","66 and older","East Germany","199","0.193499607745104","0.170537582259258","0.216461633230949"
"Not disabled","2008","16-34 y.","West Germany","3181","0.982754074737094","0.97826650805278","0.987241641421408"
"Not disabled","2008","16-34 y.","East Germany","1124","0.971538288460748","0.961893881987353","0.981182694934143"
"Not disabled","2008","35-65 y.","West Germany","7256","0.876738173011247","0.869607684987291","0.883868661035203"
"Not disabled","2008","35-65 y.","East Germany","2229","0.883711781545298","0.87116321537492","0.896260347715677"
"Not disabled","2008","66 and older","West Germany","2392","0.731263600811155","0.715937722249693","0.746589479372618"
"Not disabled","2008","66 and older","East Germany","932","0.808635153481282","0.785719498917518","0.831550808045047"
"Disabled","2008","16-34 y.","West Germany","52","0.0172459252629063","0.0127583585785921","0.0217334919472205"
"Disabled","2008","16-34 y.","East Germany","18","","",""
"Disabled","2008","35-65 y.","West Germany","909","0.123261826988753","0.116131338964797","0.130392315012709"
"Disabled","2008","35-65 y.","East Germany","278","0.116288218454702","0.103739652284323","0.12883678462508"
"Disabled","2008","66 and older","West Germany","822","0.268736399188845","0.253410520627382","0.284062277750307"
"Disabled","2008","66 and older","East Germany","200","0.191364846518718","0.168449191954953","0.214280501082482"
"Not disabled","2009","16-34 y.","West Germany","2918","0.980983717090563","0.976067518063802","0.985899916117325"
"Not disabled","2009","16-34 y.","East Germany","1019","0.984761546411195","0.977312918048354","0.992210174774037"
"Not disabled","2009","35-65 y.","West Germany","6633","0.874806989279244","0.867309802120598","0.882304176437889"
"Not disabled","2009","35-65 y.","East Germany","2123","0.87962584554616","0.866580224583216","0.892671466509104"
"Not disabled","2009","66 and older","West Germany","2304","0.733255300969577","0.717644081363028","0.748866520576125"
"Not disabled","2009","66 and older","East Germany","924","0.822486717334012","0.800158620653795","0.844814814014229"
"Disabled","2009","16-34 y.","West Germany","47","0.0190162829094366","0.0141000838826753","0.0239324819361979"
"Disabled","2009","16-34 y.","East Germany","20","","",""
"Disabled","2009","35-65 y.","West Germany","852","0.125193010720756","0.11769582356211","0.132690197879402"
"Disabled","2009","35-65 y.","East Germany","267","0.12037415445384","0.107328533490896","0.133419775416784"
"Disabled","2009","66 and older","West Germany","779","0.266744699030423","0.251133479423875","0.282355918636972"
"Disabled","2009","66 and older","East Germany","201","0.177513282665988","0.155185185985771","0.199841379346205"
"Not disabled","2010","16-34 y.","West Germany","4956","0.979855203178191","0.975974111669142","0.98373629468724"
"Not disabled","2010","16-34 y.","East Germany","1518","0.96889931487152","0.960243496164323","0.977555133578717"
"Not disabled","2010","35-65 y.","West Germany","9573","0.877728559550216","0.871465757254674","0.883991361845759"
"Not disabled","2010","35-65 y.","East Germany","2576","0.873609374604813","0.861426969052697","0.885791780156929"
"Not disabled","2010","66 and older","West Germany","2250","0.740616332187488","0.724900920933879","0.756331743441097"
"Not disabled","2010","66 and older","East Germany","869","0.82063141491035","0.797589395005045","0.843673434815655"
"Disabled","2010","16-34 y.","West Germany","78","0.0201447968218089","0.0162637053127595","0.0240258883308583"
"Disabled","2010","16-34 y.","East Germany","27","","",""
"Disabled","2010","35-65 y.","West Germany","938","0.122271440449783","0.116008638154241","0.128534242745326"
"Disabled","2010","35-65 y.","East Germany","282","0.126390625395187","0.114208219843071","0.138573030947303"
"Disabled","2010","66 and older","West Germany","738","0.259383667812512","0.243668256558903","0.275099079066121"
"Disabled","2010","66 and older","East Germany","196","0.17936858508965","0.156326565184345","0.202410604994955"
"Not disabled","2011","16-34 y.","West Germany","5169","0.982905753458049","0.979397111258903","0.986414395657195"
"Not disabled","2011","16-34 y.","East Germany","1534","0.962123206567437","0.952698411142028","0.971548001992846"
