"m11124","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not disabled","2009","1-pers.-HH","2403","0.821194457837413","0.80725044675138","0.835138468923445"
"Not disabled","2009","(Married) couple without C. ","5516","0.826348516945148","0.817257634363723","0.835439399526573"
"Not disabled","2009","Single parent ","927","0.941316210616658","0.926683051077115","0.955949370156201"
"Not disabled","2009","Couple + C. LE 16 ","2756","0.956591584063323","0.949120782077508","0.964062386049137"
"Not disabled","2009","Couple + C. GT 16 ","2899","0.913060443602411","0.903229235631425","0.922891651573397"
"Not disabled","2009","Couple + C. LE and GT 16","1136","0.962829029168618","0.952034999006326","0.973623059330909"
"Disabled","2009","1-pers.-HH","498","0.178805542162587","0.164861531076555","0.19274955324862"
"Disabled","2009","(Married) couple without C. ","1154","0.173651483054852","0.164560600473427","0.182742365636277"
"Disabled","2009","Single parent ","64","0.0586837893833421","0.0440506298437993","0.0733169489228848"
"Disabled","2009","Couple + C. LE 16 ","102","0.0434084159366773","0.0359376139508626","0.050879217922492"
"Disabled","2009","Couple + C. GT 16 ","256","0.0869395563975889","0.0771083484266029","0.0967707643685749"
"Disabled","2009","Couple + C. LE and GT 16","44","0.0371709708313824","0.0263769406690911","0.0479650009936736"
"Not disabled","2010","1-pers.-HH","2261","0.826078636849871","0.811880919367922","0.840276354331819"
"Not disabled","2010","(Married) couple without C. ","5220","0.825541161873324","0.816186314650062","0.834896009096586"
"Not disabled","2010","Single parent ","2160","0.932800672456981","0.922512593720154","0.943088751193808"
"Not disabled","2010","Couple + C. LE 16 ","7572","0.96357795625028","0.959412226285942","0.967743686214619"
"Not disabled","2010","Couple + C. GT 16 ","2641","0.915962942700348","0.905835491950112","0.926090393450583"
"Not disabled","2010","Couple + C. LE and GT 16","1542","0.950147446922996","0.939546031040052","0.960748862805939"
"Disabled","2010","1-pers.-HH","477","0.173921363150129","0.159723645668181","0.188119080632078"
"Disabled","2010","(Married) couple without C. ","1102","0.174458838126676","0.165103990903414","0.183813685349938"
"Disabled","2010","Single parent ","115","0.0671993275430191","0.0569112488061922","0.0774874062798461"
"Disabled","2010","Couple + C. LE 16 ","197","0.0364220437497197","0.0322563137853815","0.040587773714058"
"Disabled","2010","Couple + C. GT 16 ","242","0.0840370572996521","0.0739096065494165","0.0941645080498877"
"Disabled","2010","Couple + C. LE and GT 16","77","0.0498525530770044","0.039251137194061","0.0604539689599477"
"Not disabled","2011","1-pers.-HH","2953","0.828608668553992","0.816270995622791","0.840946341485193"
"Not disabled","2011","(Married) couple without C. ","6722","0.832059637003234","0.823939986927782","0.840179287078687"
"Not disabled","2011","Single parent ","2683","0.930733813737485","0.921418564250615","0.940049063224355"
"Not disabled","2011","Couple + C. LE 16 ","7780","0.964706969756791","0.960667368395152","0.968746571118431"
"Not disabled","2011","Couple + C. GT 16 ","3007","0.912670199947184","0.903024753858332","0.922315646036035"
"Not disabled","2011","Couple + C. LE and GT 16","1970","0.950212197604903","0.940846826423906","0.9595775687859"
"Disabled","2011","1-pers.-HH","631","0.171391331446008","0.159053658514807","0.183729004377209"
"Disabled","2011","(Married) couple without C. ","1420","0.167940362996765","0.159820712921313","0.176060013072218"
"Disabled","2011","Single parent ","171","0.069266186262515","0.0599509367756455","0.0785814357493846"
"Disabled","2011","Couple + C. LE 16 ","235","0.0352930302432088","0.0312534288815693","0.0393326316048483"
"Disabled","2011","Couple + C. GT 16 ","284","0.0873298000528162","0.077684353963965","0.0969752461416674"
"Disabled","2011","Couple + C. LE and GT 16","102","0.0497878023950969","0.0404224312140999","0.0591531735760939"
"Not disabled","2012","1-pers.-HH","3068","0.823621688700602","0.811414696773234","0.835828680627971"
"Not disabled","2012","(Married) couple without C. ","6717","0.82867961355237","0.820520847809684","0.836838379295056"
"Not disabled","2012","Single parent ","2573","0.91199476471449","0.901461712320957","0.922527817108023"
"Not disabled","2012","Couple + C. LE 16 ","7108","0.96477949615365","0.960559252310482","0.968999739996818"
"Not disabled","2012","Couple + C. GT 16 ","2840","0.916207374254804","0.906467854981006","0.925946893528602"
"Not disabled","2012","Couple + C. LE and GT 16","1929","0.941558812341066","0.931379551337641","0.951738073344492"
"Disabled","2012","1-pers.-HH","677","0.176378311299398","0.164171319372029","0.188585303226766"
"Disabled","2012","(Married) couple without C. ","1476","0.17132038644763","0.163161620704944","0.179479152190316"
"Disabled","2012","Single parent ","206","0.08800523528551","0.0774721828919773","0.0985382876790426"
"Disabled","2012","Couple + C. LE 16 ","221","0.0352205038463499","0.0310002600031818","0.0394407476895181"
"Disabled","2012","Couple + C. GT 16 ","269","0.0837926257451961","0.0740531064713975","0.0935321450189946"
"Disabled","2012","Couple + C. LE and GT 16","111","0.0584411876589337","0.0482619266555084","0.068620448662359"
"Not disabled","2013","1-pers.-HH","3272","0.821623471955777","0.809666657026979","0.833580286884575"
"Not disabled","2013","(Married) couple without C. ","7111","0.828363865012271","0.820363456666362","0.83636427335818"
"Not disabled","2013","Single parent ","2745","0.90772186029789","0.897286795240553","0.918156925355227"
"Not disabled","2013","Couple + C. LE 16 ","7942","0.965636682419383","0.96169540726771","0.969577957571055"
"Not disabled","2013","Couple + C. GT 16 ","3138","0.913324735848219","0.903900602775023","0.922748868921416"
"Not disabled","2013","Couple + C. LE and GT 16","2442","0.949543174492412","0.941064159010962","0.958022189973862"
"Disabled","2013","1-pers.-HH","666","0.178376528044223","0.166419713115425","0.190333342973021"
"Disabled","2013","(Married) couple without C. ","1422","0.171636134987729","0.16363572664182","0.179636543333638"
"Disabled","2013","Single parent ","210","0.09227813970211","0.081843074644773","0.102713204759447"
"Disabled","2013","Couple + C. LE 16 ","264","0.0343633175806175","0.030422042428945","0.03830459273229"
"Disabled","2013","Couple + C. GT 16 ","286","0.0866752641517806","0.0772511310785839","0.0960993972249773"
"Disabled","2013","Couple + C. LE and GT 16","118","0.0504568255075883","0.0419778100261381","0.0589358409890384"
"Not disabled","2014","1-pers.-HH","2980","0.809888439638773","0.797165698743819","0.822611180533727"
"Not disabled","2014","(Married) couple without C. ","6579","0.824454576977631","0.816117604560907","0.832791549394355"
"Not disabled","2014","Single parent ","2251","0.893897284045762","0.881705044279291","0.906089523812233"
"Not disabled","2014","Couple + C. LE 16 ","6631","0.962511364081317","0.958018561668571","0.967004166494064"
"Not disabled","2014","Couple + C. GT 16 ","2812","0.909619562735159","0.899483640393074","0.919755485077245"
"Not disabled","2014","Couple + C. LE and GT 16","2148","0.948314634994886","0.939160726324898","0.957468543664874"
"Disabled","2014","1-pers.-HH","674","0.190111560361227","0.177388819466273","0.202834301256181"
"Disabled","2014","(Married) couple without C. ","1420","0.175545423022369","0.167208450605645","0.183882395439093"
"Disabled","2014","Single parent ","200","0.106102715954238","0.0939104761877674","0.118294955720709"
"Disabled","2014","Couple + C. LE 16 ","236","0.0374886359186825","0.0329958335059362","0.0419814383314289"
"Disabled","2014","Couple + C. GT 16 ","262","0.0903804372648407","0.0802445149227553","0.100516359606926"
"Disabled","2014","Couple + C. LE and GT 16","99","0.0516853650051142","0.042531456335126","0.0608392736751023"
"Not disabled","2015","1-pers.-HH","3103","0.812736870294265","0.800213787293908","0.825259953294623"
"Not disabled","2015","(Married) couple without C. ","6613","0.828703395119253","0.820416119622151","0.836990670616355"
"Not disabled","2015","Single parent ","2193","0.906266905514064","0.894601548369426","0.917932262658703"
"Not disabled","2015","Couple + C. LE 16 ","6581","0.965363596104897","0.961014559308094","0.9697126329017"
"Not disabled","2015","Couple + C. GT 16 ","2720","0.918493952015017","0.908640494864286","0.928347409165748"
"Not disabled","2015","Couple + C. LE and GT 16","2159","0.94984021798779","0.940801076605338","0.958879359370242"
"Disabled","2015","1-pers.-HH","625","0.187263129705735","0.174740046705378","0.199786212706092"
"Disabled","2015","(Married) couple without C. ","1327","0.171296604880747","0.163009329383645","0.179583880377849"
"Disabled","2015","Single parent ","205","0.0937330944859358","0.0820677373412975","0.105398451630574"
"Disabled","2015","Couple + C. LE 16 ","210","0.0346364038951031","0.0302873670983002","0.0389854406919061"
"Disabled","2015","Couple + C. GT 16 ","242","0.0815060479849834","0.0716525908342524","0.0913595051357144"
"Disabled","2015","Couple + C. LE and GT 16","81","0.0501597820122101","0.0411206406297582","0.0591989233946621"
"Not disabled","2016","1-pers.-HH","2852","0.808041745870095","0.79494529919991","0.821138192540279"
"Not disabled","2016","(Married) couple without C. ","6159","0.834794214002512","0.826326094278264","0.843262333726761"
"Not disabled","2016","Single parent ","1959","0.908420055277211","0.896211079113311","0.920629031441111"
"Not disabled","2016","Couple + C. LE 16 ","5660","0.968680350061678","0.964211951132887","0.973148748990469"
"Not disabled","2016","Couple + C. GT 16 ","2522","0.905388404817238","0.894477300241038","0.916299509393438"
"Not disabled","2016","Couple + C. LE and GT 16","2016","0.953679540558071","0.944677366321588","0.962681714794554"
"Disabled","2016","1-pers.-HH","622","0.191958254129905","0.178861807459721","0.205054700800089"
"Disabled","2016","(Married) couple without C. ","1229","0.165205785997488","0.156737666273239","0.173673905721736"
"Disabled","2016","Single parent ","185","0.0915799447227886","0.0793709685588887","0.103788920886689"
"Disabled","2016","Couple + C. LE 16 ","177","0.031319649938322","0.0268512510095312","0.0357880488671128"
"Disabled","2016","Couple + C. GT 16 ","242","0.0946115951827621","0.0837004906065617","0.105522699758963"
"Disabled","2016","Couple + C. LE and GT 16","78","0.0463204594419291","0.0373182852054465","0.0553226336784117"
"Not disabled","2017","1-pers.-HH","3273","0.814741150973196","0.80260237127777","0.826879930668622"
"Not disabled","2017","(Married) couple without C. ","6875","0.836595004389561","0.828611845310886","0.844578163468237"
"Not disabled","2017","Single parent ","2041","0.910395434239883","0.89855440557276","0.922236462907005"
"Not disabled","2017","Couple + C. LE 16 ","5770","0.967008835888757","0.962471570408859","0.971546101368656"
"Not disabled","2017","Couple + C. GT 16 ","2988","0.907648301081419","0.897720461113407","0.917576141049431"
"Not disabled","2017","Couple + C. LE and GT 16","2141","0.957133960635856","0.948749534770105","0.965518386501607"
"Disabled","2017","1-pers.-HH","662","0.185258849026804","0.173120069331378","0.19739762872223"
"Disabled","2017","(Married) couple without C. ","1365","0.163404995610439","0.155421836531763","0.171388154689114"
"Disabled","2017","Single parent ","194","0.0896045657601175","0.0777635370929954","0.10144559442724"
"Disabled","2017","Couple + C. LE 16 ","183","0.0329911641112427","0.0284538986313439","0.0375284295911414"
"Disabled","2017","Couple + C. GT 16 ","279","0.0923516989185807","0.0824238589505688","0.102279538886593"
"Disabled","2017","Couple + C. LE and GT 16","101","0.0428660393641437","0.0344816134983928","0.0512504652298947"
"Not disabled","2018","1-pers.-HH","3383","0.814789925763662","0.802915038893805","0.82666481263352"
"Not disabled","2018","(Married) couple without C. ","6644","0.834256920544026","0.826110078549209","0.842403762538843"
"Not disabled","2018","Single parent ","2003","0.910646383928204","0.898756306854392","0.922536461002016"
"Not disabled","2018","Couple + C. LE 16 ","5283","0.970072708298425","0.965556544452773","0.974588872144077"
"Not disabled","2018","Couple + C. GT 16 ","2747","0.907824061570262","0.897501913979433","0.918146209161092"
"Not disabled","2018","Couple + C. LE and GT 16","2098","0.950045856435708","0.940944709780025","0.959147003091391"
"Disabled","2018","1-pers.-HH","728","0.185210074236337","0.17333518736648","0.197084961106195"
"Disabled","2018","(Married) couple without C. ","1359","0.165743079455974","0.157596237461157","0.173889921450791"
"Disabled","2018","Single parent ","208","0.0893536160717957","0.0774635389979835","0.101243693145608"
"Disabled","2018","Couple + C. LE 16 ","185","0.0299272917015748","0.0254111278559227","0.0344434555472268"
"Disabled","2018","Couple + C. GT 16 ","270","0.0921759384297376","0.0818537908389079","0.102498086020567"
"Disabled","2018","Couple + C. LE and GT 16","103","0.049954143564292","0.0408529969086087","0.0590552902199753"
"Not disabled","2019","1-pers.-HH","3508","0.820194387510929","0.808637981875622","0.831750793146237"
"Not disabled","2019","(Married) couple without C. ","7195","0.83715410313118","0.829319558067803","0.844988648194556"
"Not disabled","2019","Single parent ","1875","0.885031340228697","0.871256596108109","0.898806084349284"
"Not disabled","2019","Couple + C. LE 16 ","5051","0.976747507318956","0.972651784308305","0.980843230329607"
"Not disabled","2019","Couple + C. GT 16 ","2704","0.904063039087824","0.893482106118484","0.914643972057165"
"Not disabled","2019","Couple + C. LE and GT 16","2101","0.952593938418993","0.94369176489908","0.961496111938906"
"Disabled","2019","1-pers.-HH","734","0.179805612489071","0.168249206853763","0.191362018124378"
"Disabled","2019","(Married) couple without C. ","1337","0.162845896868821","0.155011351805444","0.170680441932197"
"Disabled","2019","Single parent ","185","0.114968659771303","0.101193915650716","0.128743403891891"
"Disabled","2019","Couple + C. LE 16 ","150","0.023252492681044","0.0191567696703926","0.0273482156916954"
"Disabled","2019","Couple + C. GT 16 ","272","0.0959369609121759","0.0853560279428355","0.106517893881516"
"Disabled","2019","Couple + C. LE and GT 16","88","0.0474060615810069","0.0385038880610938","0.0563082351009201"
