"m11124","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1986","direct migration background","vocational + Abi","","","","","1"
"Disabled","1986","direct migration background","higher vocational","","","","","1"
"Disabled","1986","no migration background","inadequately","1","","","","1"
"Disabled","1986","direct migration background","middle vocational","","","","","1"
"Disabled","1986","no migration background","in school","1","","","","1"
"Disabled","1986","no migration background","vocational + Abi","","","","","1"
"Disabled","1986","direct migration background","in school","","","","","1"
"Disabled","1986","direct migration background","inadequately","1","","","","1"
"Disabled","1986","direct migration background","general elemantary","","","","","1"
"Not disabled","1986","no migration background","in school","145","0.995881751512889","0.985493754307224","1.00626974871855","0"
"Not disabled","1986","no migration background","inadequately","84","0.993874647627843","0.977287566336899","1.01046172891879","0"
"Not disabled","1986","no migration background","general elemantary","1938","0.999731383417968","0.999002168913842","1.00046059792209","0"
"Not disabled","1986","no migration background","middle vocational","4072","0.99976343473959","0.999291253863818","1.00023561561536","0"
"Not disabled","1986","no migration background","vocational + Abi","172","1","1","1","0"
"Not disabled","1986","no migration background","higher vocational","527","1","1","1","0"
"Not disabled","1986","no migration background","higher education","637","1","1","1","0"
"Not disabled","1986","direct migration background","in school","31","1","1","1","0"
"Not disabled","1986","direct migration background","inadequately","697","0.999375082074293","0.997521140133614","1.00122902401497","0"
"Not disabled","1986","direct migration background","general elemantary","924","1","1","1","0"
"Not disabled","1986","direct migration background","middle vocational","878","1","1","1","0"
"Not disabled","1986","direct migration background","vocational + Abi","105","1","1","1","0"
"Not disabled","1986","direct migration background","higher vocational","50","1","1","1","0"
"Not disabled","1986","direct migration background","higher education","110","1","1","1","0"
"Not disabled","1986","indirect migration background","in school","11","","","","0"
"Not disabled","1986","indirect migration background","inadequately","7","","","","0"
"Not disabled","1986","indirect migration background","general elemantary","60","1","1","1","0"
"Not disabled","1986","indirect migration background","middle vocational","62","1","1","1","0"
"Not disabled","1986","indirect migration background","vocational + Abi","1","","","","0"
"Not disabled","1986","indirect migration background","higher vocational","6","","","","0"
"Not disabled","1986","indirect migration background","higher education","4","","","","0"
"Disabled","1987","indirect migration background","higher vocational","1","","","","1"
"Disabled","1987","indirect migration background","higher education","","","","","1"
"Disabled","1987","no migration background","higher education","47","0.0814613950402649","0.0602522925659373","0.102670497514592","1"
"Disabled","1987","indirect migration background","in school","","","","","1"
"Disabled","1987","no migration background","general elemantary","176","0.10583049567109","0.0917747295651119","0.119886261777069","1"
"Disabled","1987","no migration background","higher vocational","65","0.144735218238782","0.114079588835885","0.175390847641679","1"
"Disabled","1987","indirect migration background","inadequately","1","","","","1"
"Disabled","1987","indirect migration background","general elemantary","3","","","","1"
"Disabled","1987","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1987","no migration background","inadequately","21","","","","1"
"Disabled","1987","indirect migration background","middle vocational","1","","","","1"
"Disabled","1987","no migration background","in school","2","","","","1"
"Disabled","1987","direct migration background","vocational + Abi","4","","","","1"
"Disabled","1987","direct migration background","higher vocational","7","","","","1"
"Disabled","1987","direct migration background","higher education","7","","","","1"
"Disabled","1987","no migration background","middle vocational","414","0.118180834250545","0.108204055288443","0.128157613212646","1"
"Disabled","1987","no migration background","vocational + Abi","16","","","","1"
"Disabled","1987","direct migration background","inadequately","37","0.0515747856766664","0.0348653870235844","0.0682841843297484","1"
"Disabled","1987","direct migration background","middle vocational","50","0.107980726658053","0.0872863923016752","0.128675061014431","1"
"Disabled","1987","direct migration background","in school","1","","","","1"
"Disabled","1987","direct migration background","general elemantary","35","0.0706835323635557","0.0543254201280789","0.0870416445990325","1"
"Not disabled","1987","no migration background","in school","147","0.991943259380757","0.977589090115814","1.0062974286457","0"
"Not disabled","1987","no migration background","inadequately","54","0.697889651360436","0.593970967054345","0.801808335666528","0"
"Not disabled","1987","no migration background","general elemantary","1664","0.89416950432891","0.880113738222931","0.908225270434888","0"
"Not disabled","1987","no migration background","middle vocational","3608","0.881819165749456","0.871842386787354","0.891795944711557","0"
"Not disabled","1987","no migration background","vocational + Abi","158","0.909325230282667","0.86665978150255","0.951990679062784","0"
"Not disabled","1987","no migration background","higher vocational","441","0.855264781761218","0.824609152358321","0.885920411164115","0"
"Not disabled","1987","no migration background","higher education","592","0.918538604959735","0.897329502485408","0.939747707434063","0"
"Not disabled","1987","direct migration background","in school","31","0.966745608292667","0.90462242382046","1.02886879276488","0"
"Not disabled","1987","direct migration background","inadequately","636","0.948425214323334","0.931715815670252","0.965134612976416","0"
"Not disabled","1987","direct migration background","general elemantary","908","0.929316467636444","0.912958355400967","0.945674579871921","0"
"Not disabled","1987","direct migration background","middle vocational","814","0.892019273341947","0.871324938985569","0.912713607698325","0"
"Not disabled","1987","direct migration background","vocational + Abi","99","0.966012411567067","0.931019425233611","1.00100539790052","0"
"Not disabled","1987","direct migration background","higher vocational","47","0.855770205452004","0.762066387929804","0.949474022974203","0"
"Not disabled","1987","direct migration background","higher education","91","0.85545589405254","0.785835887754047","0.925075900351032","0"
"Not disabled","1987","indirect migration background","in school","9","","","","0"
"Not disabled","1987","indirect migration background","inadequately","8","","","","0"
"Not disabled","1987","indirect migration background","general elemantary","60","0.814427167017548","0.718429397765994","0.910424936269103","0"
"Not disabled","1987","indirect migration background","middle vocational","75","0.954728778712913","0.907988380605674","1.00146917682015","0"
"Not disabled","1987","indirect migration background","vocational + Abi","1","","","","0"
"Not disabled","1987","indirect migration background","higher vocational","6","","","","0"
"Not disabled","1987","indirect migration background","higher education","4","","","","0"
"Disabled","1988","no migration background","higher education","46","0.0856044624532582","0.0634203153129315","0.107788609593585","1"
"Disabled","1988","indirect migration background","general elemantary","3","","","","1"
"Disabled","1988","no migration background","higher vocational","61","0.141467856675186","0.110258307085699","0.172677406264673","1"
"Disabled","1988","indirect migration background","higher vocational","1","","","","1"
"Disabled","1988","indirect migration background","in school","","","","","1"
"Disabled","1988","indirect migration background","higher education","","","","","1"
"Disabled","1988","indirect migration background","inadequately","2","","","","1"
"Disabled","1988","no migration background","general elemantary","177","0.120657117033886","0.105308097528525","0.136006136539248","1"
"Disabled","1988","no migration background","middle vocational","440","0.131295612940849","0.120581699682769","0.14200952619893","1"
"Disabled","1988","no migration background","vocational + Abi","18","","","","1"
"Disabled","1988","no migration background","inadequately","18","","","","1"
"Disabled","1988","indirect migration background","middle vocational","3","","","","1"
"Disabled","1988","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1988","no migration background","in school","1","","","","1"
"Disabled","1988","direct migration background","inadequately","44","0.0703909179233658","0.0502554957581682","0.0905263400885634","1"
"Disabled","1988","direct migration background","general elemantary","51","0.100812688816928","0.0812936837367069","0.120331693897149","1"
"Disabled","1988","direct migration background","middle vocational","60","0.113304480954443","0.0917409515913594","0.134868010317526","1"
"Disabled","1988","direct migration background","vocational + Abi","6","","","","1"
"Disabled","1988","direct migration background","higher vocational","7","","","","1"
"Disabled","1988","direct migration background","higher education","7","","","","1"
"Disabled","1988","direct migration background","in school","","","","","1"
"Not disabled","1988","no migration background","in school","124","0.987632935515718","0.968258717641325","1.00700715339011","0"
"Not disabled","1988","no migration background","inadequately","49","0.709568976337741","0.600868986871866","0.818268965803615","0"
"Not disabled","1988","no migration background","general elemantary","1553","0.879342882966114","0.863993863460752","0.894691902471475","0"
"Not disabled","1988","no migration background","middle vocational","3377","0.868704387059151","0.85799047380107","0.879418300317231","0"
"Not disabled","1988","no migration background","vocational + Abi","154","0.891599338194855","0.845138750062707","0.938059926327003","0"
"Not disabled","1988","no migration background","higher vocational","418","0.858532143324814","0.827322593735327","0.889741692914301","0"
"Not disabled","1988","no migration background","higher education","565","0.914395537546742","0.892211390406415","0.936579684687069","0"
"Not disabled","1988","direct migration background","in school","20","","","","0"
"Not disabled","1988","direct migration background","inadequately","576","0.929609082076634","0.909473659911437","0.949744504241832","0"
"Not disabled","1988","direct migration background","general elemantary","863","0.899187311183072","0.879668306102851","0.918706316263293","0"
"Not disabled","1988","direct migration background","middle vocational","770","0.886695519045557","0.865131989682474","0.908259048408641","0"
"Not disabled","1988","direct migration background","vocational + Abi","90","0.946330365119702","0.901248883310318","0.991411846929086","0"
"Not disabled","1988","direct migration background","higher vocational","46","0.837202925020282","0.737811521474651","0.936594328565912","0"
"Not disabled","1988","direct migration background","higher education","78","0.839124908006574","0.761016760350775","0.917233055662374","0"
"Not disabled","1988","indirect migration background","in school","18","","","","0"
"Not disabled","1988","indirect migration background","inadequately","9","","","","0"
"Not disabled","1988","indirect migration background","general elemantary","79","0.82029632134784","0.737195554671022","0.903397088024657","0"
"Not disabled","1988","indirect migration background","middle vocational","86","0.951333296214827","0.906630426632887","0.996036165796768","0"
"Not disabled","1988","indirect migration background","vocational + Abi","3","","","","0"
"Not disabled","1988","indirect migration background","higher vocational","6","","","","0"
"Not disabled","1988","indirect migration background","higher education","4","","","","0"
"Disabled","1989","no migration background","higher education","47","0.0890031708587503","0.0662379416491993","0.111768400068301","1"
"Disabled","1989","indirect migration background","in school","","","","","1"
"Disabled","1989","indirect migration background","general elemantary","3","","","","1"
"Disabled","1989","no migration background","higher vocational","60","0.145704101832609","0.113427946426661","0.177980257238556","1"
"Disabled","1989","indirect migration background","inadequately","2","","","","1"
"Disabled","1989","indirect migration background","higher vocational","1","","","","1"
"Disabled","1989","indirect migration background","higher education","","","","","1"
"Disabled","1989","no migration background","inadequately","19","","","","1"
"Disabled","1989","no migration background","general elemantary","184","0.135174468745004","0.118394956430742","0.151953981059267","1"
"Disabled","1989","no migration background","middle vocational","433","0.137512031553613","0.126415325017243","0.148608738089983","1"
"Disabled","1989","no migration background","vocational + Abi","17","","","","1"
"Disabled","1989","indirect migration background","middle vocational","2","","","","1"
"Disabled","1989","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1989","no migration background","in school","2","","","","1"
"Disabled","1989","direct migration background","in school","","","","","1"
"Disabled","1989","direct migration background","inadequately","47","0.0767249593279957","0.0550644843723758","0.0983854342836155","1"
"Disabled","1989","direct migration background","general elemantary","44","0.0913536149263484","0.0722636827785668","0.11044354707413","1"
"Disabled","1989","direct migration background","middle vocational","60","0.111680400100237","0.0902265112901695","0.133134288910304","1"
"Disabled","1989","direct migration background","vocational + Abi","5","","","","1"
"Disabled","1989","direct migration background","higher vocational","5","","","","1"
"Disabled","1989","direct migration background","higher education","8","","","","1"
"Not disabled","1989","no migration background","in school","118","0.981680576523513","0.957686807815108","1.00567434523192","0"
"Not disabled","1989","no migration background","inadequately","47","0.677415997136597","0.564637770655424","0.790194223617771","0"
"Not disabled","1989","no migration background","general elemantary","1411","0.864825531254996","0.848046018940733","0.881605043569258","0"
"Not disabled","1989","no migration background","middle vocational","3267","0.862487968446387","0.851391261910016","0.873584674982757","0"
"Not disabled","1989","no migration background","vocational + Abi","175","0.90694838545369","0.865857006166814","0.948039764740567","0"
"Not disabled","1989","no migration background","higher vocational","399","0.854295898167392","0.822019742761444","0.886572053573339","0"
"Not disabled","1989","no migration background","higher education","554","0.91099682914125","0.888231599931699","0.933762058350801","0"
"Not disabled","1989","direct migration background","in school","25","","","","0"
"Not disabled","1989","direct migration background","inadequately","533","0.923275040672004","0.901614565716384","0.944935515627624","0"
"Not disabled","1989","direct migration background","general elemantary","831","0.908646385073652","0.88955645292587","0.927736317221433","0"
"Not disabled","1989","direct migration background","middle vocational","768","0.888319599899763","0.866865711089696","0.909773488709831","0"
"Not disabled","1989","direct migration background","vocational + Abi","89","0.965964034112805","0.929308995413552","1.00261907281206","0"
"Not disabled","1989","direct migration background","higher vocational","46","0.894663087454484","0.810410537273772","0.978915637635195","0"
"Not disabled","1989","direct migration background","higher education","81","0.853895408855948","0.780513778141776","0.92727703957012","0"
"Not disabled","1989","indirect migration background","in school","29","","","","0"
"Not disabled","1989","indirect migration background","inadequately","10","","","","0"
"Not disabled","1989","indirect migration background","general elemantary","103","0.859161485039578","0.792940859800255","0.9253821102789","0"
"Not disabled","1989","indirect migration background","middle vocational","88","0.95324380768636","0.909627549917129","0.996860065455591","0"
"Not disabled","1989","indirect migration background","vocational + Abi","4","","","","0"
"Not disabled","1989","indirect migration background","higher vocational","5","","","","0"
"Not disabled","1989","indirect migration background","higher education","4","","","","0"
"Disabled","1990","no migration background","higher vocational","","","","","1"
"Disabled","1990","no migration background","higher education","","","","","1"
"Disabled","1990","no migration background","inadequately","","","","","1"
"Disabled","1990","indirect migration background","in school","","","","","1"
"Disabled","1990","no migration background","general elemantary","","","","","1"
"Disabled","1990","no migration background","middle vocational","","","","","1"
"Disabled","1990","no migration background","vocational + Abi","","","","","1"
"Disabled","1990","indirect migration background","inadequately","","","","","1"
"Disabled","1990","indirect migration background","general elemantary","","","","","1"
"Disabled","1990","indirect migration background","higher education","","","","","1"
"Disabled","1990","indirect migration background","higher vocational","","","","","1"
"Disabled","1990","no migration background","in school","","","","","1"
"Disabled","1990","indirect migration background","middle vocational","","","","","1"
"Disabled","1990","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1990","direct migration background","in school","","","","","1"
"Disabled","1990","direct migration background","inadequately","","","","","1"
"Disabled","1990","direct migration background","general elemantary","","","","","1"
"Disabled","1990","direct migration background","middle vocational","","","","","1"
"Disabled","1990","direct migration background","vocational + Abi","","","","","1"
"Disabled","1990","direct migration background","higher vocational","","","","","1"
"Disabled","1990","direct migration background","higher education","","","","","1"
"Not disabled","1990","no migration background","in school","","","","","0"
"Not disabled","1990","no migration background","inadequately","","","","","0"
"Not disabled","1990","no migration background","general elemantary","","","","","0"
"Not disabled","1990","no migration background","middle vocational","","","","","0"
"Not disabled","1990","no migration background","vocational + Abi","","","","","0"
"Not disabled","1990","no migration background","higher vocational","","","","","0"
"Not disabled","1990","no migration background","higher education","","","","","0"
"Not disabled","1990","direct migration background","in school","","","","","0"
"Not disabled","1990","direct migration background","inadequately","","","","","0"
"Not disabled","1990","direct migration background","general elemantary","","","","","0"
"Not disabled","1990","direct migration background","middle vocational","","","","","0"
"Not disabled","1990","direct migration background","vocational + Abi","","","","","0"
"Not disabled","1990","direct migration background","higher vocational","","","","","0"
"Not disabled","1990","direct migration background","higher education","","","","","0"
"Not disabled","1990","indirect migration background","in school","","","","","0"
"Not disabled","1990","indirect migration background","inadequately","","","","","0"
"Not disabled","1990","indirect migration background","general elemantary","","","","","0"
"Not disabled","1990","indirect migration background","middle vocational","","","","","0"
"Not disabled","1990","indirect migration background","vocational + Abi","","","","","0"
"Not disabled","1990","indirect migration background","higher vocational","","","","","0"
"Not disabled","1990","indirect migration background","higher education","","","","","0"
"Disabled","1991","no migration background","general elemantary","181","0.122217691098616","0.107439455353239","0.136995926843992","1"
"Disabled","1991","no migration background","inadequately","20","","","","1"
"Disabled","1991","no migration background","middle vocational","435","0.109059972324786","0.101126906531643","0.11699303811793","1"
"Disabled","1991","no migration background","higher vocational","53","0.105383210402537","0.0825061995376164","0.128260221267458","1"
"Disabled","1991","no migration background","vocational + Abi","21","","","","1"
"Disabled","1991","no migration background","higher education","46","0.0522781666691913","0.0412113376240772","0.0633449957143054","1"
"Disabled","1991","no migration background","in school","3","","","","1"
"Disabled","1991","indirect migration background","in school","","","","","1"
"Disabled","1991","indirect migration background","higher education","","","","","1"
"Disabled","1991","indirect migration background","inadequately","3","","","","1"
"Disabled","1991","indirect migration background","general elemantary","1","","","","1"
"Disabled","1991","indirect migration background","higher vocational","1","","","","1"
"Disabled","1991","indirect migration background","middle vocational","2","","","","1"
"Disabled","1991","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1991","direct migration background","in school","","","","","1"
"Disabled","1991","direct migration background","inadequately","48","0.0847436458989906","0.0612322368681011","0.10825505492988","1"
"Disabled","1991","direct migration background","general elemantary","48","0.0980286913046188","0.0780622227942182","0.117995159815019","1"
"Disabled","1991","direct migration background","middle vocational","67","0.11486994186493","0.0936694982749383","0.136070385454921","1"
"Disabled","1991","direct migration background","vocational + Abi","8","","","","1"
"Disabled","1991","direct migration background","higher vocational","5","","","","1"
"Disabled","1991","direct migration background","higher education","11","","","","1"
"Not disabled","1991","no migration background","in school","104","0.967230360835548","0.933497203495461","1.00096351817563","0"
"Not disabled","1991","no migration background","inadequately","83","0.737130528180692","0.652120188044714","0.82214086831667","0"
"Not disabled","1991","no migration background","general elemantary","1706","0.877782308901384","0.863004073156008","0.892560544646761","0"
"Not disabled","1991","no migration background","middle vocational","5496","0.890940027675214","0.88300696188207","0.898873093468357","0"
"Not disabled","1991","no migration background","vocational + Abi","248","0.902656337137816","0.867233200795585","0.938079473480047","0"
"Not disabled","1991","no migration background","higher vocational","639","0.894616789597463","0.871739778732542","0.917493800462384","0"
"Not disabled","1991","no migration background","higher education","1508","0.947721833330809","0.936655004285695","0.958788662375923","0"
"Not disabled","1991","direct migration background","in school","20","","","","0"
"Not disabled","1991","direct migration background","inadequately","491","0.915256354101009","0.89174494507012","0.938767763131899","0"
"Not disabled","1991","direct migration background","general elemantary","804","0.901971308695381","0.882004840184981","0.921937777205782","0"
"Not disabled","1991","direct migration background","middle vocational","802","0.88513005813507","0.863929614545079","0.906330501725062","0"
"Not disabled","1991","direct migration background","vocational + Abi","94","0.937182517863231","0.890095589927124","0.984269445799337","0"
"Not disabled","1991","direct migration background","higher vocational","54","0.914484776754356","0.843128522836665","0.985841030672047","0"
"Not disabled","1991","direct migration background","higher education","116","0.887414036625246","0.832440775413118","0.942387297837374","0"
"Not disabled","1991","indirect migration background","in school","34","1","1","1","0"
"Not disabled","1991","indirect migration background","inadequately","16","","","","0"
"Not disabled","1991","indirect migration background","general elemantary","137","0.955991060266017","0.921769018563476","0.990213101968557","0"
"Not disabled","1991","indirect migration background","middle vocational","120","0.960414913560418","0.925815923488569","0.995013903632267","0"
"Not disabled","1991","indirect migration background","vocational + Abi","9","","","","0"
"Not disabled","1991","indirect migration background","higher vocational","5","","","","0"
"Not disabled","1991","indirect migration background","higher education","2","","","","0"
"Disabled","1992","no migration background","inadequately","24","","","","1"
"Disabled","1992","no migration background","general elemantary","201","0.137265370552838","0.121350099717216","0.15318064138846","1"
"Disabled","1992","no migration background","higher education","97","0.078505060873394","0.0649613685516047","0.0920487531951832","1"
"Disabled","1992","no migration background","middle vocational","561","0.127399167347232","0.118765411041496","0.136032923652969","1"
"Disabled","1992","no migration background","vocational + Abi","18","","","","1"
"Disabled","1992","no migration background","higher vocational","65","0.122960794733654","0.0985638015004698","0.147357787966838","1"
"Disabled","1992","no migration background","in school","","","","","1"
"Disabled","1992","indirect migration background","inadequately","5","","","","1"
"Disabled","1992","indirect migration background","general elemantary","1","","","","1"
"Disabled","1992","indirect migration background","in school","1","","","","1"
"Disabled","1992","indirect migration background","higher vocational","1","","","","1"
"Disabled","1992","indirect migration background","higher education","","","","","1"
"Disabled","1992","indirect migration background","middle vocational","4","","","","1"
"Disabled","1992","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1992","direct migration background","in school","","","","","1"
"Disabled","1992","direct migration background","inadequately","47","0.101402038500729","0.0752039828479321","0.127600094153526","1"
"Disabled","1992","direct migration background","general elemantary","63","0.122442976098771","0.100047887483992","0.14483806471355","1"
"Disabled","1992","direct migration background","middle vocational","82","0.12924384394494","0.106678214315545","0.151809473574336","1"
"Disabled","1992","direct migration background","vocational + Abi","6","","","","1"
"Disabled","1992","direct migration background","higher vocational","6","","","","1"
"Disabled","1992","direct migration background","higher education","10","","","","1"
"Not disabled","1992","no migration background","in school","125","1","1","1","0"
"Not disabled","1992","no migration background","inadequately","63","0.653102059991333","0.553083671711021","0.753120448271644","0"
"Not disabled","1992","no migration background","general elemantary","1595","0.862734629447162","0.84681935861154","0.878649900282784","0"
"Not disabled","1992","no migration background","middle vocational","5168","0.872600832652768","0.863967076347031","0.881234588958504","0"
"Not disabled","1992","no migration background","vocational + Abi","257","0.913431408866845","0.880196086972156","0.946666730761533","0"
"Not disabled","1992","no migration background","higher vocational","631","0.877039205266346","0.852642212033162","0.90143619849953","0"
"Not disabled","1992","no migration background","higher education","1418","0.921494939126606","0.907951246804817","0.935038631448395","0"
"Not disabled","1992","direct migration background","in school","14","","","","0"
"Not disabled","1992","direct migration background","inadequately","463","0.898597961499271","0.872399905846474","0.924796017152068","0"
"Not disabled","1992","direct migration background","general elemantary","760","0.877557023901229","0.85516193528645","0.899952112516008","0"
"Not disabled","1992","direct migration background","middle vocational","767","0.87075615605506","0.848190526425665","0.893321785684455","0"
"Not disabled","1992","direct migration background","vocational + Abi","92","0.957138870615941","0.917037950713285","0.997239790518597","0"
