"m11124","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1988","Rural Area","West Germany","1846","0.899040356316569","0.885892388270669","0.912188324362469","0"
"Not disabled","1988","Rural Area","East Germany","","","","","0"
"Not disabled","1988","Urban Area","West Germany","7178","0.87132862341366","0.863973855571249","0.878683391256071","0"
"Disabled","1989","Urban Area","West Germany","767","0.130796378543556","0.12329149744531","0.138301259641801","1"
"Disabled","1989","Urban Area","East Germany","","","","","1"
"Disabled","1989","Rural Area","East Germany","","","","","1"
"Disabled","1989","Rural Area","West Germany","180","0.116585604571911","0.102204398596389","0.130966810547433","1"
"Not disabled","1989","Urban Area","East Germany","","","","","0"
"Not disabled","1989","Urban Area","West Germany","6987","0.869203621456444","0.861698740358199","0.87670850255469","0"
"Not disabled","1989","Rural Area","West Germany","1733","0.883414395428089","0.869033189452567","0.897795601403611","0"
"Not disabled","1989","Rural Area","East Germany","","","","","0"
"Disabled","1990","Rural Area","East Germany","","","","","1"
"Disabled","1990","Urban Area","West Germany","","","","","1"
"Disabled","1990","Urban Area","East Germany","","","","","1"
"Disabled","1990","Rural Area","West Germany","","","","","1"
"Not disabled","1990","Urban Area","East Germany","","","","","0"
"Not disabled","1990","Rural Area","East Germany","","","","","0"
"Not disabled","1990","Urban Area","West Germany","","","","","0"
"Not disabled","1990","Rural Area","West Germany","","","","","0"
"Disabled","1991","Rural Area","East Germany","","","","","1"
"Disabled","1991","Urban Area","West Germany","781","0.134654459436346","0.12693468945272","0.142374229419972","1"
"Disabled","1991","Urban Area","East Germany","","","","","1"
"Disabled","1991","Rural Area","West Germany","181","0.115252699978782","0.101075928182804","0.129429471774759","1"
"Not disabled","1991","Urban Area","East Germany","1387","1","1","1","0"
"Not disabled","1991","Rural Area","East Germany","2689","1","1","1","0"
"Not disabled","1991","Urban Area","West Germany","6730","0.865345540563654","0.857625770580028","0.87306531054728","0"
"Not disabled","1991","Rural Area","West Germany","1768","0.884747300021218","0.870570528225241","0.898924071817196","0"
"Disabled","1992","Urban Area","West Germany","804","0.139736746908118","0.131845707163986","0.147627786652249","1"
"Disabled","1992","Urban Area","East Germany","72","0.0595314467586746","0.0470156592775894","0.0720472342397597","1"
"Disabled","1992","Rural Area","West Germany","179","0.113924129285808","0.0997494660188618","0.128098792552753","1"
"Disabled","1992","Rural Area","East Germany","136","0.0677806435828222","0.0578352330693284","0.077726054096316","1"
"Not disabled","1992","Urban Area","East Germany","1301","0.940468553241325","0.92795276576024","0.952984340722411","0"
"Not disabled","1992","Rural Area","East Germany","2318","0.932219356417178","0.922273945903684","0.942164766930672","0"
"Not disabled","1992","Urban Area","West Germany","6612","0.860263253091882","0.852372213347751","0.868154292836014","0"
"Not disabled","1992","Rural Area","West Germany","1751","0.886075870714192","0.871901207447247","0.900250533981138","0"
"Disabled","1993","Urban Area","West Germany","","","","","1"
"Disabled","1993","Urban Area","East Germany","","","","","1"
"Disabled","1993","Rural Area","West Germany","","","","","1"
"Disabled","1993","Rural Area","East Germany","","","","","1"
"Not disabled","1993","Urban Area","East Germany","","","","","0"
"Not disabled","1993","Rural Area","East Germany","","","","","0"
"Not disabled","1993","Urban Area","West Germany","","","","","0"
"Not disabled","1993","Rural Area","West Germany","","","","","0"
"Disabled","1994","Urban Area","West Germany","773","0.13573469357784","0.127845769243576","0.143623617912104","1"
"Disabled","1994","Urban Area","East Germany","73","0.0653189188758879","0.0521821190381095","0.0784557187136663","1"
"Disabled","1994","Rural Area","West Germany","170","0.110142153464147","0.0960055609187558","0.124278746009539","1"
"Disabled","1994","Rural Area","East Germany","145","0.0731680422413789","0.0627474072365261","0.0835886772462316","1"
"Not disabled","1994","Urban Area","West Germany","6468","0.86426530642216","0.856376382087896","0.872154230756424","0"
"Not disabled","1994","Urban Area","East Germany","1286","0.934681081124112","0.921544281286334","0.947817880961891","0"
"Not disabled","1994","Rural Area","East Germany","2254","0.926831957758621","0.916411322753768","0.937252592763474","0"
"Not disabled","1994","Rural Area","West Germany","1714","0.889857846535853","0.875721253990461","0.903994439081244","0"
"Disabled","1995","Urban Area","East Germany","79","0.0767348150063414","0.0620438608813276","0.0914257691313551","1"
"Disabled","1995","Rural Area","West Germany","184","0.124837681673299","0.110444873969928","0.13923048937667","1"
"Disabled","1995","Rural Area","East Germany","165","0.0842137274960594","0.0731447258327253","0.0952827291593936","1"
"Disabled","1995","Urban Area","West Germany","809","0.139127684196814","0.131319216110232","0.146936152283397","1"
"Not disabled","1995","Rural Area","East Germany","2253","0.915786272503941","0.904717270840606","0.926855274167275","0"
"Not disabled","1995","Urban Area","West Germany","6737","0.860872315803185","0.853063847716603","0.868680783889768","0"
"Not disabled","1995","Urban Area","East Germany","1182","0.923265184993659","0.908574230868645","0.937956139118672","0"
"Not disabled","1995","Rural Area","West Germany","1842","0.875162318326701","0.86076951062333","0.889555126030072","0"
"Disabled","1996","Urban Area","East Germany","85","0.0891918856030096","0.0736323098768206","0.104751461329199","1"
"Disabled","1996","Rural Area","West Germany","200","0.137037385665339","0.122074250790657","0.152000520540021","1"
"Disabled","1996","Rural Area","East Germany","171","0.0859204308029461","0.07467087978925","0.0971699818166422","1"
"Disabled","1996","Urban Area","West Germany","792","0.137015574012849","0.129166608508156","0.144864539517542","1"
"Not disabled","1996","Rural Area","East Germany","2213","0.914079569197054","0.902830018183358","0.92532912021075","0"
"Not disabled","1996","Urban Area","West Germany","6581","0.862984425987151","0.855135460482458","0.870833391491844","0"
"Not disabled","1996","Urban Area","East Germany","1204","0.91080811439699","0.895248538670801","0.92636769012318","0"
"Not disabled","1996","Rural Area","West Germany","1829","0.862962614334661","0.84799947945998","0.877925749209343","0"
"Disabled","1997","Urban Area","East Germany","84","0.0869863880318439","0.0714565436669441","0.102516232396744","1"
"Disabled","1997","Urban Area","West Germany","770","0.134570910538691","0.126714930322419","0.142426890754963","1"
"Disabled","1997","Rural Area","West Germany","201","0.139041107340529","0.123805187809331","0.154277026871728","1"
"Disabled","1997","Rural Area","East Germany","172","0.0832967688856344","0.0721387033808541","0.0944548343904146","1"
"Not disabled","1997","Urban Area","West Germany","6479","0.865429089461309","0.857573109245037","0.873285069677581","0"
"Not disabled","1997","Urban Area","East Germany","1181","0.913013611968156","0.897483767603256","0.928543456333056","0"
"Not disabled","1997","Rural Area","West Germany","1780","0.860958892659471","0.845722973128272","0.876194812190669","0"
"Not disabled","1997","Rural Area","East Germany","2184","0.916703231114366","0.905545165609585","0.927861296619146","0"
"Disabled","1998","Urban Area","East Germany","100","0.0880712426126174","0.0727071182151681","0.103435367010067","1"
"Disabled","1998","Rural Area","East Germany","183","0.0777876466282587","0.0673818584346999","0.0881934348218175","1"
"Disabled","1998","Urban Area","West Germany","902","0.135945608349155","0.12848827217241","0.143402944525901","1"
"Disabled","1998","Rural Area","West Germany","247","0.140601196618051","0.126431972917453","0.154770420318649","1"
"Not disabled","1998","Urban Area","West Germany","7212","0.864054391650845","0.856597055474099","0.87151172782759","0"
"Not disabled","1998","Urban Area","East Germany","1207","0.911928757387383","0.896564632989933","0.927292881784832","0"
"Not disabled","1998","Rural Area","West Germany","2065","0.859398803381949","0.845229579681351","0.873568027082547","0"
"Not disabled","1998","Rural Area","East Germany","2362","0.922212353371741","0.911806565178182","0.9326181415653","0"
"Disabled","1999","Urban Area","East Germany","96","0.0847556676358242","0.0695746205494206","0.0999367147222278","1"
"Disabled","1999","Rural Area","East Germany","201","0.0879120856606306","0.0768032525373615","0.0990209187838998","1"
"Disabled","1999","Urban Area","West Germany","881","0.143606268092047","0.135790539939802","0.151421996244292","1"
"Disabled","1999","Rural Area","West Germany","230","0.137586935942937","0.123254642126001","0.151919229759873","1"
"Not disabled","1999","Urban Area","West Germany","6853","0.856393731907953","0.848578003755708","0.864209460060197","0"
"Not disabled","1999","Urban Area","East Germany","1197","0.915244332364176","0.900063285277772","0.930425379450579","0"
"Not disabled","1999","Rural Area","West Germany","1989","0.862413064057063","0.848080770240127","0.876745357873999","0"
"Not disabled","1999","Rural Area","East Germany","2295","0.912087914339369","0.9009790812161","0.923196747462639","0"
"Disabled","2000","Urban Area","East Germany","157","0.09141422159914","0.0785399527459674","0.104288490452313","1"
"Disabled","2000","Rural Area","East Germany","330","0.0919937442731555","0.0829635043165929","0.101023984229718","1"
"Disabled","2000","Urban Area","West Germany","1531","0.123678934848766","0.118225387625085","0.129132482072448","1"
"Disabled","2000","Rural Area","West Germany","427","0.113309433495069","0.103890048659171","0.122728818330966","1"
"Not disabled","2000","Urban Area","East Germany","1768","0.90858577840086","0.895711509547687","0.921460047254033","0"
"Not disabled","2000","Rural Area","West Germany","3923","0.886690566504931","0.877271181669034","0.896109951340828","0"
"Not disabled","2000","Rural Area","East Germany","3605","0.908006255726845","0.898976015770282","0.917036495683407","0"
"Not disabled","2000","Urban Area","West Germany","12468","0.876321065151234","0.870867517927552","0.881774612374915","0"
"Disabled","2001","Urban Area","East Germany","154","0.0958199208402323","0.0822672663865289","0.109372575293936","1"
"Disabled","2001","Rural Area","East Germany","286","0.0842956100026533","0.0752463314738386","0.093344888531468","1"
"Disabled","2001","Urban Area","West Germany","1414","0.126784256294569","0.120994704435898","0.13257380815324","1"
"Disabled","2001","Rural Area","West Germany","366","0.110334755912784","0.1004764631834","0.120193048642168","1"
"Not disabled","2001","Urban Area","East Germany","1658","0.904180079159768","0.890627424706064","0.917732733613471","0"
"Not disabled","2001","Rural Area","West Germany","3514","0.889665244087216","0.879806951357832","0.8995235368166","0"
"Not disabled","2001","Rural Area","East Germany","3335","0.915704389997347","0.906655111468532","0.924753668526161","0"
"Not disabled","2001","Urban Area","West Germany","11274","0.873215743705431","0.86742619184676","0.879005295564102","0"
"Disabled","2002","Urban Area","West Germany","1504","0.133607836830665","0.127893725403287","0.139321948258042","1"
"Disabled","2002","Urban Area","East Germany","162","0.105153660832354","0.0911566165341822","0.119150705130527","1"
"Disabled","2002","Rural Area","East Germany","329","0.105356541617265","0.0953136999629226","0.115399383271607","1"
"Disabled","2002","Rural Area","West Germany","394","0.119552535990213","0.109565483355131","0.129539588625295","1"
"Not disabled","2002","Urban Area","East Germany","1683","0.894846339167646","0.880849294869473","0.908843383465818","0"
"Not disabled","2002","Urban Area","West Germany","12115","0.866392163169335","0.860678051741958","0.872106274596713","0"
"Not disabled","2002","Rural Area","West Germany","3660","0.880447464009787","0.870460411374705","0.890434516644869","0"
"Not disabled","2002","Rural Area","East Germany","3261","0.894643458382735","0.884600616728393","0.904686300037077","0"
"Disabled","2003","Rural Area","East Germany","327","0.103473938340373","0.0934121840335809","0.113535692647164","1"
"Disabled","2003","Urban Area","West Germany","1465","0.13379484855889","0.127962303305427","0.139627393812352","1"
"Disabled","2003","Urban Area","East Germany","163","0.0993484939190299","0.085658367485259","0.113038620352801","1"
"Disabled","2003","Rural Area","West Germany","389","0.114692690802352","0.104579862296804","0.124805519307899","1"
"Not disabled","2003","Urban Area","East Germany","1671","0.90065150608097","0.886961379647199","0.914341632514741","0"
"Not disabled","2003","Rural Area","East Germany","3193","0.896526061659627","0.886464307352836","0.906587815966419","0"
"Not disabled","2003","Urban Area","West Germany","11622","0.86620515144111","0.860372606187648","0.872037696694573","0"
"Not disabled","2003","Rural Area","West Germany","3425","0.885307309197648","0.875194480692101","0.895420137703196","0"
"Disabled","2004","Rural Area","East Germany","327","0.10850810311378","0.0980644651092354","0.118951741118324","1"
"Disabled","2004","Urban Area","West Germany","1468","0.1378980130767","0.131897402790539","0.143898623362861","1"
"Disabled","2004","Urban Area","East Germany","173","0.11039886652372","0.0960484228832795","0.124749310164161","1"
"Disabled","2004","Rural Area","West Germany","400","0.122625278309983","0.11215773393067","0.133092822689296","1"
"Not disabled","2004","Urban Area","East Germany","1659","0.88960113347628","0.875250689835839","0.903951577116721","0"
"Not disabled","2004","Rural Area","East Germany","3080","0.89149189688622","0.881048258881676","0.901935534890765","0"
"Not disabled","2004","Urban Area","West Germany","11215","0.8621019869233","0.856101376637139","0.868102597209461","0"
"Not disabled","2004","Rural Area","West Germany","3372","0.877374721690017","0.866907177310704","0.88784226606933","0"
"Disabled","2005","Urban Area","West Germany","1421","0.132422721596556","0.126393570041411","0.138451873151701","1"
"Disabled","2005","Urban Area","East Germany","176","0.118967259276136","0.103876304664418","0.134058213887855","1"
"Disabled","2005","Rural Area","West Germany","392","0.11877966159258","0.108183240014748","0.129376083170411","1"
"Disabled","2005","Rural Area","East Germany","332","0.112816215589987","0.101995921169264","0.12363651001071","1"
"Not disabled","2005","Urban Area","East Germany","1592","0.881032740723864","0.865941786112146","0.896123695335582","0"
"Not disabled","2005","Rural Area","East Germany","2952","0.887183784410013","0.87636348998929","0.898004078830736","0"
"Not disabled","2005","Urban Area","West Germany","10720","0.867577278403444","0.861548126848299","0.873606429958589","0"
"Not disabled","2005","Rural Area","West Germany","3189","0.88122033840742","0.870623916829589","0.891816759985252","0"
"Disabled","2006","Urban Area","West Germany","1568","0.136621771149004","0.130673812593684","0.142569729704324","1"
"Disabled","2006","Urban Area","East Germany","192","0.136124801627266","0.120365902548437","0.151883700706095","1"
"Disabled","2006","Rural Area","West Germany","442","0.122875820455314","0.112623578251603","0.133128062659024","1"
"Disabled","2006","Rural Area","East Germany","361","0.111961316609404","0.101465382134528","0.122457251084281","1"
"Not disabled","2006","Urban Area","East Germany","1627","0.863875198372734","0.848116299293905","0.879634097451563","0"
"Not disabled","2006","Rural Area","East Germany","3106","0.888038683390596","0.877542748915719","0.898534617865472","0"
"Not disabled","2006","Urban Area","West Germany","11240","0.863378228850996","0.857430270295677","0.869326187406316","0"
"Not disabled","2006","Rural Area","West Germany","3497","0.877124179544686","0.866871937340976","0.887376421748397","0"
"Disabled","2007","Urban Area","West Germany","1483","0.136981482296673","0.130800044747608","0.143162919845738","1"
"Disabled","2007","Urban Area","East Germany","175","0.127347714210001","0.11166614847262","0.143029279947382","1"
"Disabled","2007","Rural Area","West Germany","416","0.122972035055268","0.112357250669041","0.133586819441495","1"
"Disabled","2007","Rural Area","East Germany","349","0.111440365548951","0.100681193172153","0.12219953792575","1"
"Not disabled","2007","Urban Area","West Germany","10402","0.863018517703327","0.856837080154262","0.869199955252392","0"
"Not disabled","2007","Urban Area","East Germany","1561","0.872652285789999","0.856970720052618","0.88833385152738","0"
"Not disabled","2007","Rural Area","East Germany","2937","0.888559634451048","0.87780046207425","0.899318806827847","0"
"Not disabled","2007","Rural Area","West Germany","3261","0.877027964944732","0.866413180558505","0.887642749330959","0"
"Disabled","2008","Urban Area","East Germany","171","0.112500411516997","0.0973772463460732","0.127623576687921","1"
"Disabled","2008","Rural Area","West Germany","410","0.123864466213824","0.112875123627112","0.134853808800537","1"
"Disabled","2008","Rural Area","East Germany","325","0.114373294196358","0.103176984527693","0.125569603865023","1"
"Disabled","2008","Urban Area","West Germany","1373","0.135258527749308","0.128913383998061","0.141603671500554","1"
"Not disabled","2008","Rural Area","East Germany","2779","0.885626705803642","0.874430396134977","0.896823015472306","0"
"Not disabled","2008","Urban Area","West Germany","9787","0.864741472250692","0.858396328499445","0.871086616001939","0"
"Not disabled","2008","Urban Area","East Germany","1506","0.887499588483003","0.872376423312079","0.902622753653927","0"
"Not disabled","2008","Rural Area","West Germany","3042","0.876135533786176","0.865146191199463","0.887124876372888","0"
"Disabled","2009","Urban Area","East Germany","171","0.116757660271008","0.100983029931766","0.13253229061025","1"
"Disabled","2009","Rural Area","West Germany","398","0.125471944115122","0.11413391495439","0.136809973275853","1"
"Disabled","2009","Rural Area","East Germany","317","0.104047527459836","0.0930520540603495","0.115043000859323","1"
"Disabled","2009","Urban Area","West Germany","1280","0.135609500144236","0.128982736444402","0.14223626384407","1"
"Not disabled","2009","Rural Area","East Germany","2645","0.895952472540164","0.884956999140677","0.90694794593965","0"
"Not disabled","2009","Urban Area","West Germany","8974","0.864390499855764","0.85776373615593","0.871017263555598","0"
"Not disabled","2009","Urban Area","East Germany","1421","0.883242339728992","0.86746770938975","0.899016970068234","0"
"Not disabled","2009","Rural Area","West Germany","2881","0.874528055884878","0.863190026724147","0.88586608504561","0"
"Disabled","2010","Urban Area","East Germany","175","0.115793432935573","0.101609602097667","0.129977263773479","1"
"Disabled","2010","Urban Area","West Germany","1342","0.133016115131869","0.127355785125798","0.13867644513794","1"
"Disabled","2010","Rural Area","West Germany","412","0.122582869990726","0.113212859510266","0.131952880471187","1"
"Disabled","2010","Rural Area","East Germany","330","0.116932708274229","0.106306607754402","0.127558808794056","1"
"Not disabled","2010","Urban Area","West Germany","12485","0.866983884868131","0.86132355486206","0.872644214874202","0"
"Not disabled","2010","Urban Area","East Germany","1780","0.884206567064427","0.870022736226521","0.898390397902333","0"
"Not disabled","2010","Rural Area","West Germany","4294","0.877417130009274","0.868047119528813","0.886787140489734","0"
"Not disabled","2010","Rural Area","East Germany","3183","0.883067291725771","0.872441191205944","0.893693392245598","0"
"Disabled","2011","Urban Area","East Germany","233","0.11535643842383","0.102232413630515","0.128480463217145","1"
"Disabled","2011","Rural Area","East Germany","419","0.121969343107492","0.111895703695184","0.132042982519801","1"
"Disabled","2011","Urban Area","West Germany","1668","0.130767199019988","0.125564103080083","0.135970294959893","1"
"Disabled","2011","Rural Area","West Germany","590","0.119777668309869","0.11155968631958","0.127995650300157","1"
"Not disabled","2011","Urban Area","West Germany","14461","0.869232800980012","0.864029705040107","0.874435896919917","0"
"Not disabled","2011","Urban Area","East Germany","2043","0.88464356157617","0.871519536782855","0.897767586369485","0"
"Not disabled","2011","Rural Area","West Germany","5407","0.880222331690132","0.872004349699843","0.88844031368042","0"
"Not disabled","2011","Rural Area","East Germany","3635","0.878030656892508","0.867957017480199","0.888104296304816","0"
"Disabled","2012","Urban Area","East Germany","255","0.129206238160206","0.115199395889754","0.143213080430657","1"
"Disabled","2012","Rural Area","East Germany","450","0.135386860381165","0.124774851369905","0.145998869392424","1"
"Disabled","2012","Urban Area","West Germany","1696","0.132272819519382","0.126943825825343","0.137601813213422","1"
"Disabled","2012","Rural Area","West Germany","631","0.125126665792331","0.116737347689281","0.133515983895381","1"
"Not disabled","2012","Urban Area","West Germany","13830","0.867727180480618","0.862398186786578","0.873056174174657","0"
"Not disabled","2012","Urban Area","East Germany","1948","0.870793761839795","0.856786919569343","0.884800604110246","0"
"Not disabled","2012","Rural Area","West Germany","5344","0.874873334207669","0.866484016104619","0.883262652310719","0"
"Not disabled","2012","Rural Area","East Germany","3543","0.864613139618835","0.854001130607576","0.875225148630095","0"
"Disabled","2013","Urban Area","East Germany","243","0.127298627109685","0.113467964235498","0.141129289983872","1"
"Disabled","2013","Rural Area","East Germany","423","0.131667489507704","0.121059547824183","0.142275431191226","1"
"Disabled","2013","Urban Area","West Germany","1785","0.133908775819664","0.128955818897913","0.138861732741414","1"
"Disabled","2013","Rural Area","West Germany","625","0.125852590336156","0.117738537711542","0.13396664296077","1"
"Not disabled","2013","Urban Area","East Germany","1988","0.872701372890315","0.858870710016128","0.886532035764502","0"
"Not disabled","2013","Rural Area","West Germany","5794","0.874147409663844","0.86603335703923","0.882261462288458","0"
"Not disabled","2013","Rural Area","East Germany","3480","0.868332510492296","0.857724568808774","0.878940452175817","0"
"Not disabled","2013","Urban Area","West Germany","16376","0.866091224180336","0.861138267258586","0.871044181102087","0"
"Disabled","2014","Urban Area","East Germany","234","0.13039892767172","0.115757504851297","0.145040350492142","1"
"Disabled","2014","Rural Area","East Germany","429","0.142358799144058","0.130903253159327","0.153814345128789","1"
"Disabled","2014","Urban Area","West Germany","1686","0.137837051856836","0.132466915678983","0.14320718803469","1"
"Disabled","2014","Rural Area","West Germany","642","0.137874574538022","0.128946169051505","0.146802980024539","1"
"Not disabled","2014","Urban Area","East Germany","1798","0.86960107232828","0.854959649507858","0.884242495148703","0"
"Not disabled","2014","Rural Area","West Germany","5086","0.862125425461978","0.853197019975461","0.871053830948495","0"
"Not disabled","2014","Rural Area","East Germany","3145","0.857641200855942","0.846185654871211","0.869096746840673","0"
"Not disabled","2014","Urban Area","West Germany","14144","0.862162948143164","0.85679281196531","0.867533084321018","0"
"Disabled","2015","Urban Area","West Germany","1569","0.135173951310193","0.129827435147301","0.140520467473086","1"
"Disabled","2015","Urban Area","East Germany","218","0.121347422612234","0.107097286460398","0.13559755876407","1"
"Disabled","2015","Rural Area","East Germany","395","0.138406173088515","0.126842829471139","0.149969516705892","1"
"Disabled","2015","Rural Area","West Germany","589","0.128184796060245","0.119543429770521","0.136826162349968","1"
"Not disabled","2015","Urban Area","East Germany","1799","0.878652577387766","0.86440244123593","0.892902713539602","0"
"Not disabled","2015","Urban Area","West Germany","14141","0.864826048689807","0.859479532526914","0.870172564852699","0"
"Not disabled","2015","Rural Area","West Germany","5160","0.871815203939755","0.863173837650032","0.880456570229479","0"
"Not disabled","2015","Rural Area","East Germany","3031","0.861593826911485","0.850030483294108","0.873157170528861","0"
"Disabled","2016","Rural Area","East Germany","376","0.137714249279221","0.125784010985976","0.149644487572465","1"
"Disabled","2016","Urban Area","West Germany","1484","0.135642172010632","0.129997027499262","0.141287316522002","1"
"Disabled","2016","Urban Area","East Germany","199","0.112707685805419","0.0983168419771342","0.127098529633704","1"
"Disabled","2016","Rural Area","West Germany","553","0.129393752583026","0.120252774256263","0.138534730909789","1"
"Not disabled","2016","Urban Area","East Germany","1656","0.887292314194581","0.872901470366296","0.901683158022866","0"
"Not disabled","2016","Rural Area","East Germany","2829","0.862285750720779","0.850355512427535","0.874215989014024","0"
"Not disabled","2016","Urban Area","West Germany","12649","0.864357827989368","0.858712683477998","0.870002972500738","0"
"Not disabled","2016","Rural Area","West Germany","4626","0.870606247416974","0.861465269090211","0.879747225743737","0"
"Disabled","2017","Rural Area","East Germany","414","0.128493646507139","0.117661164744545","0.139326128269733","1"
"Disabled","2017","Urban Area","West Germany","1606","0.131610781271497","0.12624977628426","0.136971786258734","1"
"Disabled","2017","Urban Area","East Germany","215","0.117895460290771","0.103615090857396","0.132175829724146","1"
"Disabled","2017","Rural Area","West Germany","636","0.133862967406451","0.125072547265741","0.142653387547162","1"
"Not disabled","2017","Urban Area","East Germany","1744","0.882104539709229","0.867824170275854","0.896384909142604","0"
"Not disabled","2017","Rural Area","East Germany","3252","0.871506353492861","0.860673871730267","0.882338835255455","0"
"Not disabled","2017","Urban Area","West Germany","13670","0.868389218728503","0.863028213741266","0.87375022371574","0"
"Not disabled","2017","Rural Area","West Germany","5128","0.866137032593548","0.857346612452838","0.874927452734259","0"
"Disabled","2018","Urban Area","West Germany","1639","0.129188733877567","0.123779910723745","0.134597557031389","1"
"Disabled","2018","Urban Area","East Germany","226","0.129327897061325","0.114349408265742","0.144306385856908","1"
"Disabled","2018","Rural Area","West Germany","650","0.140334547070139","0.131120751341589","0.149548342798689","1"
"Disabled","2018","Rural Area","East Germany","426","0.128662271125408","0.117685118990587","0.139639423260229","1"
"Not disabled","2018","Urban Area","East Germany","1702","0.870672102938675","0.855693614143092","0.885650591734258","0"
"Not disabled","2018","Rural Area","East Germany","3148","0.871337728874592","0.860360576739772","0.882314881009413","0"
"Not disabled","2018","Urban Area","West Germany","13133","0.870811266122433","0.865402442968611","0.876220089276255","0"
"Not disabled","2018","Rural Area","West Germany","4809","0.859665452929861","0.850451657201311","0.868879248658411","0"
"Disabled","2019","Urban Area","West Germany","1435","0.123613407456934","0.118143883017928","0.129082931895939","1"
"Disabled","2019","Urban Area","East Germany","177","0.118654393847395","0.102461154214411","0.134847633480379","1"
"Disabled","2019","Rural Area","West Germany","600","0.139414009872973","0.130066687860801","0.148761331885145","1"
"Disabled","2019","Rural Area","East Germany","421","0.133765276124489","0.122625617237266","0.144904935011711","1"
"Not disabled","2019","Urban Area","East Germany","1355","0.881345606152605","0.865152366519621","0.897538845785589","0"
"Not disabled","2019","Rural Area","East Germany","3166","0.866234723875511","0.855095064988289","0.877374382762734","0"
"Not disabled","2019","Urban Area","West Germany","12476","0.876386592543066","0.870917068104061","0.881856116982072","0"
"Not disabled","2019","Rural Area","West Germany","4675","0.860585990127027","0.851238668114855","0.869933312139199","0"
