"m11124","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Not disabled","1985","vocational + Abi","Male","158","0.896682148331786","0.851194779845397","0.942169516818175"
"Not disabled","1985","vocational + Abi","Female","101","0.931099707213188","0.883108151223219","0.979091263203157"
"Not disabled","1985","higher vocational","Male","303","0.831480474335451","0.792866399702049","0.870094548968853"
"Not disabled","1985","higher vocational","Female","235","0.877629880199166","0.837718972777741","0.917540787620592"
"Not disabled","1985","higher education","Male","466","0.900329833664208","0.874305919846917","0.926353747481499"
"Not disabled","1985","higher education","Female","231","0.931121144815391","0.899345144396828","0.962897145233953"
"Disabled","1985","in school","Male","1","","",""
"Disabled","1985","in school","Female","","","",""
"Disabled","1985","inadequately","Male","32","0.189374585163553","0.148674619098101","0.230074551229005"
"Disabled","1985","inadequately","Female","22","","",""
"Disabled","1985","general elemantary","Male","92","0.136307024810659","0.115383408709108","0.157230640912209"
"Disabled","1985","general elemantary","Female","136","0.0865566737029671","0.0743338799222551","0.0987794674836791"
"Disabled","1985","middle vocational","Male","328","0.143886753400977","0.130983118413498","0.156790388388456"
"Disabled","1985","middle vocational","Female","159","0.0851339679918427","0.0738191147792678","0.0964488212044175"
"Disabled","1985","vocational + Abi","Male","14","","",""
"Disabled","1985","vocational + Abi","Female","6","","",""
"Disabled","1985","higher vocational","Male","58","0.168519525664549","0.129905451031147","0.207133600297951"
"Disabled","1985","higher vocational","Female","24","","",""
"Disabled","1985","higher education","Male","43","0.0996701663357919","0.0736462525185005","0.125694080153083"
"Disabled","1985","higher education","Female","13","","",""
"Not disabled","1986","in school","Male","114","0.993983993147459","0.97985071105494","1.00811727523998"
"Not disabled","1986","in school","Female","73","1","1","1"
"Not disabled","1986","inadequately","Male","332","1","1","1"
"Not disabled","1986","inadequately","Female","456","0.994736141877404","0.988109074465344","1.00136320928946"
"Not disabled","1986","general elemantary","Male","1014","1","1","1"
"Not disabled","1986","general elemantary","Female","1908","0.999676671291555","0.998870396057816","1.00048294652529"
"Not disabled","1986","middle vocational","Male","2745","0.999588588815759","0.998830380717779","1.00034679691374"
"Not disabled","1986","middle vocational","Female","2267","1","1","1"
"Not disabled","1986","vocational + Abi","Male","166","1","1","1"
"Not disabled","1986","vocational + Abi","Female","112","1","1","1"
"Not disabled","1986","higher vocational","Male","333","1","1","1"
"Not disabled","1986","higher vocational","Female","250","1","1","1"
"Not disabled","1986","higher education","Male","506","1","1","1"
"Not disabled","1986","higher education","Female","245","1","1","1"
"Disabled","1986","in school","Male","1","","",""
"Disabled","1986","in school","Female","","","",""
"Disabled","1986","inadequately","Male","","","",""
"Disabled","1986","inadequately","Female","2","","",""
"Disabled","1986","general elemantary","Male","","","",""
"Disabled","1986","general elemantary","Female","2","","",""
"Disabled","1986","middle vocational","Male","3","","",""
"Disabled","1986","middle vocational","Female","","","",""
"Disabled","1986","vocational + Abi","Male","","","",""
"Disabled","1986","vocational + Abi","Female","","","",""
"Disabled","1986","higher vocational","Male","","","",""
"Disabled","1986","higher vocational","Female","","","",""
"Disabled","1986","higher education","Male","","","",""
"Disabled","1986","higher education","Female","","","",""
"Not disabled","1987","in school","Male","99","0.985313405757139","0.961853020038545","1.00877379147573"
"Not disabled","1987","in school","Female","88","0.995915850317879","0.9826658699414","1.00916583069436"
"Not disabled","1987","inadequately","Male","281","0.825932860117931","0.784060871872988","0.867804848362874"
"Not disabled","1987","inadequately","Female","417","0.883920136334384","0.854057928426602","0.913782344242165"
"Not disabled","1987","general elemantary","Male","917","0.865431573334317","0.84429089066181","0.886572256006823"
"Not disabled","1987","general elemantary","Female","1715","0.909788740585679","0.896716484183646","0.922860996987713"
"Not disabled","1987","middle vocational","Male","2432","0.863281949536866","0.850406610189677","0.876157288884056"
"Not disabled","1987","middle vocational","Female","2065","0.90567367933618","0.893534472732414","0.917812885939947"
"Not disabled","1987","vocational + Abi","Male","148","0.901084154315614","0.854968246379993","0.947200062251235"
"Not disabled","1987","vocational + Abi","Female","110","0.939039127852169","0.895685784991038","0.9823924707133"
"Not disabled","1987","higher vocational","Male","264","0.819610406842678","0.777348994899011","0.861871818786345"
"Not disabled","1987","higher vocational","Female","230","0.896394645060596","0.858542617672847","0.934246672448345"
"Not disabled","1987","higher education","Male","451","0.897959441492554","0.871266318309748","0.924652564675361"
"Not disabled","1987","higher education","Female","236","0.943872563443412","0.915168465761631","0.972576661125192"
"Disabled","1987","in school","Male","2","","",""
"Disabled","1987","in school","Female","1","","",""
"Disabled","1987","inadequately","Male","34","0.174067139882069","0.132195151637126","0.215939128127012"
"Disabled","1987","inadequately","Female","25","","",""
"Disabled","1987","general elemantary","Male","84","0.134568426665683","0.113427743993177","0.15570910933819"
"Disabled","1987","general elemantary","Female","130","0.0902112594143206","0.0771390030122866","0.103283515816355"
"Disabled","1987","middle vocational","Male","303","0.136718050463134","0.123842711115944","0.149593389810323"
"Disabled","1987","middle vocational","Female","162","0.0943263206638195","0.0821871140600529","0.106465527267586"
"Disabled","1987","vocational + Abi","Male","13","","",""
"Disabled","1987","vocational + Abi","Female","7","","",""
"Disabled","1987","higher vocational","Male","54","0.180389593157322","0.138128181213655","0.22265100510099"
"Disabled","1987","higher vocational","Female","19","","",""
"Disabled","1987","higher education","Male","43","0.102040558507446","0.0753474353246392","0.128733681690252"
"Disabled","1987","higher education","Female","11","","",""
"Not disabled","1988","in school","Male","90","1","1","1"
"Not disabled","1988","in school","Female","72","0.975355765787995","0.939790516876397","1.01092101469959"
"Not disabled","1988","inadequately","Male","242","0.805862325694432","0.759113890124124","0.85261076126474"
"Not disabled","1988","inadequately","Female","392","0.882170822229064","0.851446615713714","0.912895028744415"
"Not disabled","1988","general elemantary","Male","888","0.857555286724723","0.8356058770436","0.879504696405847"
"Not disabled","1988","general elemantary","Female","1607","0.889801203767951","0.875138435877078","0.904463971658823"
"Not disabled","1988","middle vocational","Male","2252","0.847058009226305","0.833185539785195","0.860930478667415"
"Not disabled","1988","middle vocational","Female","1981","0.897575568471963","0.884759165512229","0.910391971431698"
"Not disabled","1988","vocational + Abi","Male","137","0.867505655670056","0.813960207467732","0.921051103872381"
"Not disabled","1988","vocational + Abi","Female","110","0.934562817443233","0.889753151594035","0.979372483292432"
"Not disabled","1988","higher vocational","Male","257","0.814534355506252","0.771267664306739","0.857801046705766"
"Not disabled","1988","higher vocational","Female","213","0.908986956033983","0.871733978088865","0.946239933979101"
"Not disabled","1988","higher education","Male","432","0.902743296445558","0.876012062887865","0.929474530003251"
"Not disabled","1988","higher education","Female","215","0.921524867022247","0.886618855543609","0.956430878500884"
"Disabled","1988","in school","Male","","","",""
"Disabled","1988","in school","Female","1","","",""
"Disabled","1988","inadequately","Male","33","0.194137674305568","0.14738923873526","0.240886109875876"
"Disabled","1988","inadequately","Female","31","0.117829177770936","0.087104971255585","0.148553384286286"
"Disabled","1988","general elemantary","Male","86","0.142444713275277","0.120495303594153","0.1643941229564"
"Disabled","1988","general elemantary","Female","145","0.110198796232049","0.0955360283411768","0.124861564122922"
"Disabled","1988","middle vocational","Male","334","0.152941990773695","0.139069521332585","0.166814460214805"
"Disabled","1988","middle vocational","Female","169","0.102424431528037","0.0896080285683022","0.115240834487771"
"Disabled","1988","vocational + Abi","Male","17","","",""
"Disabled","1988","vocational + Abi","Female","7","","",""
"Disabled","1988","higher vocational","Male","53","0.185465644493748","0.142198953294234","0.228732335693262"
"Disabled","1988","higher vocational","Female","16","","",""
"Disabled","1988","higher education","Male","40","0.0972567035544423","0.0705254699967494","0.123987937112135"
"Disabled","1988","higher education","Female","13","","",""
"Not disabled","1989","in school","Male","89","1","1","1"
"Not disabled","1989","in school","Female","83","0.963532422001003","0.92368270377782","1.00338214022419"
"Not disabled","1989","inadequately","Male","227","0.829961107720601","0.784210042166474","0.875712173274728"
"Not disabled","1989","inadequately","Female","363","0.840164656895294","0.804207921338529","0.876121392452059"
"Not disabled","1989","general elemantary","Male","820","0.842872179033967","0.819175286682834","0.866569071385101"
"Not disabled","1989","general elemantary","Female","1525","0.880446863018034","0.864886421390081","0.896007304645987"
"Not disabled","1989","middle vocational","Male","2195","0.841473870381829","0.827211071677571","0.855736669086086"
"Not disabled","1989","middle vocational","Female","1928","0.892089331798625","0.878816052422545","0.905362611174705"
"Not disabled","1989","vocational + Abi","Male","142","0.888953266689843","0.839806989749978","0.938099543629708"
"Not disabled","1989","vocational + Abi","Female","126","0.941516206144728","0.901636317288676","0.98139609500078"
"Not disabled","1989","higher vocational","Male","241","0.800145171799007","0.754434653819593","0.84585568977842"
"Not disabled","1989","higher vocational","Female","209","0.927808172729854","0.893763848504119","0.961852496955589"
"Not disabled","1989","higher education","Male","429","0.905303416405248","0.878804634861011","0.931802197949484"
"Not disabled","1989","higher education","Female","210","0.90872694356468","0.871096023970219","0.946357863159141"
"Disabled","1989","in school","Male","","","",""
"Disabled","1989","in school","Female","2","","",""
"Disabled","1989","inadequately","Male","32","0.170038892279399","0.124287826725272","0.215789957833526"
"Disabled","1989","inadequately","Female","36","0.159835343104706","0.123878607547941","0.195792078661471"
"Disabled","1989","general elemantary","Male","86","0.157127820966032","0.133430928614899","0.180824713317166"
"Disabled","1989","general elemantary","Female","145","0.119553136981966","0.103992695354013","0.135113578609919"
"Disabled","1989","middle vocational","Male","324","0.158526129618171","0.144263330913914","0.172788928322429"
"Disabled","1989","middle vocational","Female","171","0.107910668201375","0.0946373888252954","0.121183947577455"
"Disabled","1989","vocational + Abi","Male","15","","",""
"Disabled","1989","vocational + Abi","Female","7","","",""
"Disabled","1989","higher vocational","Male","53","0.199854828200993","0.15414431022158","0.245565346180407"
"Disabled","1989","higher vocational","Female","13","","",""
"Disabled","1989","higher education","Male","40","0.0946965835947525","0.0681978020505164","0.121195365138989"
"Disabled","1989","higher education","Female","15","","",""
"Not disabled","1990","in school","Male","","","",""
"Not disabled","1990","in school","Female","","","",""
"Not disabled","1990","inadequately","Male","","","",""
"Not disabled","1990","inadequately","Female","","","",""
"Not disabled","1990","general elemantary","Male","","","",""
"Not disabled","1990","general elemantary","Female","","","",""
"Not disabled","1990","middle vocational","Male","","","",""
"Not disabled","1990","middle vocational","Female","","","",""
"Not disabled","1990","vocational + Abi","Male","","","",""
"Not disabled","1990","vocational + Abi","Female","","","",""
"Not disabled","1990","higher vocational","Male","","","",""
"Not disabled","1990","higher vocational","Female","","","",""
"Not disabled","1990","higher education","Male","","","",""
"Not disabled","1990","higher education","Female","","","",""
"Disabled","1990","in school","Male","","","",""
"Disabled","1990","in school","Female","","","",""
"Disabled","1990","inadequately","Male","","","",""
"Disabled","1990","inadequately","Female","","","",""
"Disabled","1990","general elemantary","Male","","","",""
"Disabled","1990","general elemantary","Female","","","",""
"Disabled","1990","middle vocational","Male","","","",""
"Disabled","1990","middle vocational","Female","","","",""
"Disabled","1990","vocational + Abi","Male","","","",""
"Disabled","1990","vocational + Abi","Female","","","",""
"Disabled","1990","higher vocational","Male","","","",""
"Disabled","1990","higher vocational","Female","","","",""
"Disabled","1990","higher education","Male","","","",""
"Disabled","1990","higher education","Female","","","",""
"Not disabled","1991","in school","Male","89","0.98065805719527","0.95220455794738","1.00911155644316"
"Not disabled","1991","in school","Female","69","0.963154157191763","0.919335298078159","1.00697301630537"
"Not disabled","1991","inadequately","Male","227","0.810975191500851","0.763835325692737","0.858115057308965"
"Not disabled","1991","inadequately","Female","363","0.874140187690158","0.841471282433033","0.906809092947283"
"Not disabled","1991","general elemantary","Male","896","0.855824420336651","0.833899005256523","0.87774983541678"
"Not disabled","1991","general elemantary","Female","1751","0.89197781677384","0.877987233244909","0.905968400302771"
"Not disabled","1991","middle vocational","Male","3254","0.867126699018056","0.85601077827285","0.878242619763262"
"Not disabled","1991","middle vocational","Female","3164","0.916216850000608","0.906820648163641","0.925613051837575"
"Not disabled","1991","vocational + Abi","Male","193","0.890786536763882","0.848997138644653","0.93257593488311"
"Not disabled","1991","vocational + Abi","Female","158","0.930860048878556","0.89226773869038","0.969452359066732"
"Not disabled","1991","higher vocational","Male","446","0.86877148062329","0.838966316085109","0.898576645161471"
"Not disabled","1991","higher vocational","Female","252","0.935144058111831","0.905436957138704","0.964851159084958"
"Not disabled","1991","higher education","Male","885","0.938843838315458","0.923410517362061","0.954277159268855"
"Not disabled","1991","higher education","Female","741","0.949558247267247","0.933967890961289","0.965148603573206"
"Disabled","1991","in school","Male","1","","",""
"Disabled","1991","in school","Female","2","","",""
"Disabled","1991","inadequately","Male","38","0.189024808499149","0.141884942691035","0.236164674307263"
"Disabled","1991","inadequately","Female","33","0.125859812309842","0.0931909070527167","0.158528717566966"
"Disabled","1991","general elemantary","Male","90","0.144175579663349","0.12225016458322","0.166100994743477"
"Disabled","1991","general elemantary","Female","140","0.10802218322616","0.0940315996972292","0.122012766755091"
"Disabled","1991","middle vocational","Male","328","0.132873300981944","0.121757380236738","0.14398922172715"
"Disabled","1991","middle vocational","Female","176","0.0837831499993919","0.0743869481624248","0.093179351836359"
"Disabled","1991","vocational + Abi","Male","21","","",""
"Disabled","1991","vocational + Abi","Female","8","","",""
"Disabled","1991","higher vocational","Male","47","0.13122851937671","0.101423354838529","0.161033683914892"
"Disabled","1991","higher vocational","Female","12","","",""
"Disabled","1991","higher education","Male","41","0.0611561616845418","0.0457228407311447","0.0765894826379388"
"Disabled","1991","higher education","Female","16","","",""
"Not disabled","1992","in school","Male","92","0.994376205815979","0.979177847202907","1.00957456442905"
"Not disabled","1992","in school","Female","94","1","1","1"
"Not disabled","1992","inadequately","Male","211","0.791694627334237","0.741152753974667","0.842236500693808"
"Not disabled","1992","inadequately","Female","337","0.830793086017094","0.792895664889421","0.868690507144766"
"Not disabled","1992","general elemantary","Male","871","0.833755979214062","0.810326926920728","0.857185031507397"
"Not disabled","1992","general elemantary","Female","1651","0.880602473294158","0.865693139323294","0.895511807265022"
"Not disabled","1992","middle vocational","Male","3019","0.851086479843545","0.839158634507184","0.863014325179907"
"Not disabled","1992","middle vocational","Female","3036","0.895556787852443","0.885090375421916","0.90602320028297"
"Not disabled","1992","vocational + Abi","Male","199","0.898820063296882","0.85869628659136","0.938943840002405"
"Not disabled","1992","vocational + Abi","Female","162","0.950370455513665","0.917529933021392","0.983210978005938"
"Not disabled","1992","higher vocational","Male","438","0.863361813296408","0.832981670711432","0.893741955881384"
"Not disabled","1992","higher vocational","Female","256","0.902100373158809","0.866976718896147","0.93722402742147"
"Not disabled","1992","higher education","Male","834","0.907727769739856","0.888903484863447","0.926552054616265"
"Not disabled","1992","higher education","Female","707","0.929195877696405","0.910715317141733","0.947676438251077"
"Disabled","1992","in school","Male","1","","",""
"Disabled","1992","in school","Female","","","",""
"Disabled","1992","inadequately","Male","37","0.208305372665763","0.157763499306192","0.258847246025333"
"Disabled","1992","inadequately","Female","39","0.169206913982906","0.131309492855234","0.207104335110579"
"Disabled","1992","general elemantary","Male","99","0.166244020785938","0.142814968492603","0.189673073079272"
"Disabled","1992","general elemantary","Female","166","0.119397526705842","0.104488192734978","0.134306860676706"
"Disabled","1992","middle vocational","Male","403","0.148913520156455","0.136985674820093","0.160841365492817"
"Disabled","1992","middle vocational","Female","244","0.104443212147557","0.0939767997170299","0.114909624578084"
"Disabled","1992","vocational + Abi","Male","18","","",""
"Disabled","1992","vocational + Abi","Female","6","","",""
"Disabled","1992","higher vocational","Male","53","0.136638186703592","0.106258044118616","0.167018329288568"
"Disabled","1992","higher vocational","Female","19","","",""
"Disabled","1992","higher education","Male","74","0.0922722302601437","0.0734479453837348","0.111096515136553"
"Disabled","1992","higher education","Female","33","0.070804122303595","0.0523235617489232","0.0892846828582669"
"Not disabled","1993","in school","Male","","","",""
"Not disabled","1993","in school","Female","","","",""
"Not disabled","1993","inadequately","Male","","","",""
"Not disabled","1993","inadequately","Female","","","",""
"Not disabled","1993","general elemantary","Male","","","",""
"Not disabled","1993","general elemantary","Female","","","",""
"Not disabled","1993","middle vocational","Male","","","",""
"Not disabled","1993","middle vocational","Female","","","",""
"Not disabled","1993","vocational + Abi","Male","","","",""
"Not disabled","1993","vocational + Abi","Female","","","",""
"Not disabled","1993","higher vocational","Male","","","",""
"Not disabled","1993","higher vocational","Female","","","",""
"Not disabled","1993","higher education","Male","","","",""
"Not disabled","1993","higher education","Female","","","",""
"Disabled","1993","in school","Male","","","",""
"Disabled","1993","in school","Female","","","",""
"Disabled","1993","inadequately","Male","","","",""
"Disabled","1993","inadequately","Female","","","",""
"Disabled","1993","general elemantary","Male","","","",""
"Disabled","1993","general elemantary","Female","","","",""
"Disabled","1993","middle vocational","Male","","","",""
"Disabled","1993","middle vocational","Female","","","",""
"Disabled","1993","vocational + Abi","Male","","","",""
"Disabled","1993","vocational + Abi","Female","","","",""
"Disabled","1993","higher vocational","Male","","","",""
"Disabled","1993","higher vocational","Female","","","",""
"Disabled","1993","higher education","Male","","","",""
"Disabled","1993","higher education","Female","","","",""
"Not disabled","1994","in school","Male","108","1","1","1"
"Not disabled","1994","in school","Female","132","1","1","1"
"Not disabled","1994","inadequately","Male","194","0.811756066902043","0.760678512190822","0.862833621613263"
"Not disabled","1994","inadequately","Female","301","0.88141522824142","0.846586402698894","0.916244053783946"
"Not disabled","1994","general elemantary","Male","763","0.841000744590482","0.816504080662827","0.865497408518138"
"Not disabled","1994","general elemantary","Female","1474","0.867929058278997","0.85156304361033","0.884295072947663"
"Not disabled","1994","middle vocational","Male","2943","0.856754157561239","0.84484484463836","0.868663470484118"
"Not disabled","1994","middle vocational","Female","3003","0.898901561715647","0.888524608070914","0.909278515360379"
"Not disabled","1994","vocational + Abi","Male","199","0.91776337380786","0.881041328306617","0.954485419309104"
"Not disabled","1994","vocational + Abi","Female","172","0.949973791199801","0.917858189330355","0.982089393069246"
"Not disabled","1994","higher vocational","Male","421","0.844016400646755","0.811420759618735","0.876612041674774"
"Not disabled","1994","higher vocational","Female","257","0.885946073540962","0.848713089882269","0.923179057199654"
"Not disabled","1994","higher education","Male","841","0.916428045838409","0.898437447235311","0.934418644441507"
"Not disabled","1994","higher education","Female","699","0.919736163473049","0.900133661827995","0.939338665118103"
"Disabled","1994","in school","Male","","","",""
"Disabled","1994","in school","Female","","","",""
"Disabled","1994","inadequately","Male","31","0.188243933097957","0.137166378386737","0.239321487809178"
"Disabled","1994","inadequately","Female","30","0.11858477175858","0.0837559462160536","0.153413597301106"
"Disabled","1994","general elemantary","Male","93","0.158999255409517","0.134502591481862","0.183495919337173"
"Disabled","1994","general elemantary","Female","170","0.132070941721004","0.115704927052337","0.14843695638967"
"Disabled","1994","middle vocational","Male","381","0.143245842438761","0.131336529515882","0.15515515536164"
"Disabled","1994","middle vocational","Female","239","0.101098438284354","0.0907214846396211","0.111475391929086"
"Disabled","1994","vocational + Abi","Male","16","","",""
"Disabled","1994","vocational + Abi","Female","5","","",""
"Disabled","1994","higher vocational","Male","55","0.155983599353245","0.123387958325226","0.188579240381265"
"Disabled","1994","higher vocational","Female","23","","",""
"Disabled","1994","higher education","Male","68","0.0835719541615911","0.0655813555584931","0.101562552764689"
"Disabled","1994","higher education","Female","39","0.0802638365269508","0.0606613348818967","0.0998663381720049"
"Not disabled","1995","in school","Male","140","0.976910836415049","0.952208644999955","1.00161302783014"
"Not disabled","1995","in school","Female","144","1","1","1"
"Not disabled","1995","inadequately","Male","180","0.794744435718475","0.740376683466461","0.849112187970489"
"Not disabled","1995","inadequately","Female","284","0.867987870480374","0.830783130164305","0.905192610796443"
"Not disabled","1995","general elemantary","Male","775","0.847127760725452","0.823132250421087","0.871123271029817"
"Not disabled","1995","general elemantary","Female","1463","0.859465141467656","0.842603720247298","0.876326562688014"
"Not disabled","1995","middle vocational","Male","2961","0.847931309530523","0.835789632086655","0.860072986974392"
"Not disabled","1995","middle vocational","Female","3054","0.885697766020287","0.874886119843379","0.896509412197196"
"Not disabled","1995","vocational + Abi","Male","233","0.929757677093891","0.898015790432632","0.96149956375515"
"Not disabled","1995","vocational + Abi","Female","221","0.958763591560528","0.932840305364157","0.9846868777569"
"Not disabled","1995","higher vocational","Male","413","0.845789908479283","0.813208883810277","0.878370933148289"
"Not disabled","1995","higher vocational","Female","261","0.881629893667451","0.844124836339389","0.919134950995514"
"Not disabled","1995","higher education","Male","881","0.906402879099342","0.887929842600662","0.924875915598021"
"Not disabled","1995","higher education","Female","752","0.910116019068382","0.890284123351932","0.929947914784833"
"Disabled","1995","in school","Male","2","","",""
"Disabled","1995","in school","Female","","","",""
"Disabled","1995","inadequately","Male","32","0.205255564281525","0.150887812029511","0.259623316533539"
"Disabled","1995","inadequately","Female","34","0.132012129519626","0.0948073892035571","0.169216869835695"
"Disabled","1995","general elemantary","Male","89","0.152872239274548","0.128876728970184","0.176867749578913"
"Disabled","1995","general elemantary","Female","169","0.140534858532344","0.123673437311986","0.157396279752702"
"Disabled","1995","middle vocational","Male","399","0.152068690469477","0.139927013025608","0.164210367913345"
"Disabled","1995","middle vocational","Female","273","0.114302233979713","0.103490587802804","0.125113880156621"
"Disabled","1995","vocational + Abi","Male","16","","",""
"Disabled","1995","vocational + Abi","Female","5","","",""
"Disabled","1995","higher vocational","Male","59","0.154210091520717","0.121629066851711","0.186791116189723"
"Disabled","1995","higher vocational","Female","24","","",""
"Disabled","1995","higher education","Male","74","0.0935971209006584","0.0751240844019788","0.112070157399338"
"Disabled","1995","higher education","Female","47","0.089883980931618","0.0700520852151675","0.109715876648069"
"Not disabled","1996","in school","Male","138","1","1","1"
"Not disabled","1996","in school","Female","156","1","1","1"
"Not disabled","1996","inadequately","Male","165","0.750256645912377","0.690415216624502","0.810098075200252"
"Not disabled","1996","inadequately","Female","261","0.870212781910675","0.831797580310408","0.908627983510942"
"Not disabled","1996","general elemantary","Male","733","0.837175014317994","0.811935509174147","0.862414519461841"
"Not disabled","1996","general elemantary","Female","1393","0.852538504955042","0.835038887209896","0.870038122700188"
"Not disabled","1996","middle vocational","Male","2919","0.834526190337378","0.821916056722099","0.847136323952657"
"Not disabled","1996","middle vocational","Female","3024","0.893125491908999","0.882560389498424","0.903690594319574"
"Not disabled","1996","vocational + Abi","Male","226","0.930778169377487","0.898731403743688","0.962824935011287"
"Not disabled","1996","vocational + Abi","Female","229","0.949689959460838","0.921861307142944","0.977518611778732"
"Not disabled","1996","higher vocational","Male","420","0.846639402413683","0.81413192824881","0.879146876578556"
"Not disabled","1996","higher vocational","Female","264","0.863185711897481","0.823836854148695","0.902534569646267"
"Not disabled","1996","higher education","Male","900","0.912471885674681","0.894659651904907","0.930284119444455"
"Not disabled","1996","higher education","Female","751","0.917214837426092","0.898084143692053","0.93634553116013"
"Disabled","1996","in school","Male","","","",""
"Disabled","1996","in school","Female","","","",""
"Disabled","1996","inadequately","Male","36","0.249743354087623","0.189901924799749","0.309584783375498"
"Disabled","1996","inadequately","Female","33","0.129787218089325","0.0913720164890576","0.168202419689592"
"Disabled","1996","general elemantary","Male","89","0.162824985682006","0.137585480538159","0.188064490825853"
"Disabled","1996","general elemantary","Female","184","0.147461495044958","0.129961877299812","0.164961112790104"
"Disabled","1996","middle vocational","Male","417","0.165473809662622","0.152863676047343","0.178083943277901"
"Disabled","1996","middle vocational","Female","261","0.106874508091001","0.0963094056804255","0.117439610501576"
"Disabled","1996","vocational + Abi","Male","15","","",""
"Disabled","1996","vocational + Abi","Female","8","","",""
"Disabled","1996","higher vocational","Male","52","0.153360597586317","0.120853123421444","0.18586807175119"
"Disabled","1996","higher vocational","Female","29","","",""
"Disabled","1996","higher education","Male","67","0.087528114325319","0.0697158805555446","0.105340348095093"
"Disabled","1996","higher education","Female","46","0.0827851625739085","0.0636544688398704","0.101915856307947"
"Not disabled","1997","in school","Male","154","0.980953514583388","0.959504001896513","1.00240302727026"
"Not disabled","1997","in school","Female","159","0.990772350468585","0.975956704741876","1.00558799619529"
"Not disabled","1997","inadequately","Male","160","0.759677819905026","0.699239953059952","0.820115686750101"
"Not disabled","1997","inadequately","Female","242","0.876194573389599","0.837267490115312","0.915121656663886"
"Not disabled","1997","general elemantary","Male","735","0.831060153036612","0.805538123869216","0.856582182204007"
"Not disabled","1997","general elemantary","Female","1338","0.857864288643776","0.840240133037996","0.875488444249556"
"Not disabled","1997","middle vocational","Male","2830","0.834822449987768","0.822024198110126","0.847620701865409"
"Not disabled","1997","middle vocational","Female","2976","0.891619889807704","0.88092593113637","0.902313848479038"
"Not disabled","1997","vocational + Abi","Male","222","0.941594429177509","0.911611556778168","0.97157730157685"
"Not disabled","1997","vocational + Abi","Female","210","0.934558633337685","0.902027360136593","0.967089906538776"
"Not disabled","1997","higher vocational","Male","418","0.860166236478582","0.828878488069799","0.891453984887365"
"Not disabled","1997","higher vocational","Female","263","0.871416538877953","0.832554004791637","0.910279072964269"
