"m11124","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Not disabled","1985","Single parent ","middle vocational","224","0.933585897939999","0.901884295734676","0.965287500145321"
"Not disabled","1985","Single parent ","vocational + Abi","9","","",""
"Not disabled","1985","Single parent ","higher vocational","21","","",""
"Not disabled","1985","Single parent ","higher education","15","","",""
"Not disabled","1985","Couple + C. LE 16 ","in school","1","","",""
"Not disabled","1985","Couple + C. LE 16 ","inadequately","249","0.964578455052117","0.941801778274732","0.987355131829503"
"Not disabled","1985","Couple + C. LE 16 ","general elemantary","532","0.940539299658097","0.920829191435259","0.960249407880936"
"Not disabled","1985","Couple + C. LE 16 ","middle vocational","1275","0.958463485312142","0.947720055173342","0.969206915450942"
"Not disabled","1985","Couple + C. LE 16 ","vocational + Abi","74","0.954651033874915","0.908177173674837","1.00112489407499"
"Not disabled","1985","Couple + C. LE 16 ","higher vocational","179","0.939901663156451","0.906018057028319","0.973785269284583"
"Not disabled","1985","Couple + C. LE 16 ","higher education","244","0.9830582525479","0.966964091500533","0.999152413595266"
"Not disabled","1985","Couple + C. GT 16 ","in school","81","1","1","1"
"Not disabled","1985","Couple + C. GT 16 ","inadequately","120","0.780355682971081","0.709995241653801","0.850716124288361"
"Not disabled","1985","Couple + C. GT 16 ","general elemantary","575","0.932922676175668","0.913103615451987","0.952741736899349"
"Not disabled","1985","Couple + C. GT 16 ","middle vocational","846","0.898583644378689","0.879150571526352","0.918016717231026"
"Not disabled","1985","Couple + C. GT 16 ","vocational + Abi","34","0.993773307279462","0.967712584902941","1.01983402965598"
"Not disabled","1985","Couple + C. GT 16 ","higher vocational","82","0.827282904740421","0.753195773474287","0.901370036006556"
"Not disabled","1985","Couple + C. GT 16 ","higher education","96","0.881470935655417","0.820509857420128","0.942432013890705"
"Not disabled","1985","Couple + C. LE and GT 16","in school","80","1","1","1"
"Not disabled","1985","Couple + C. LE and GT 16","inadequately","191","0.900949479633084","0.85965151362884","0.942247445637328"
"Not disabled","1985","Couple + C. LE and GT 16","general elemantary","498","0.974530731288334","0.960817174208537","0.988244288368131"
"Not disabled","1985","Couple + C. LE and GT 16","middle vocational","551","0.953521016791781","0.936313919552393","0.970728114031169"
"Not disabled","1985","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"Not disabled","1985","Couple + C. LE and GT 16","higher vocational","32","0.864677218764073","0.754457399378839","0.974897038149308"
"Not disabled","1985","Couple + C. LE and GT 16","higher education","46","0.95960270862648","0.903903461071677","1.01530195618128"
"Disabled","1985","1-pers.-HH","in school","","","",""
"Disabled","1985","1-pers.-HH","inadequately","2","","",""
"Disabled","1985","1-pers.-HH","general elemantary","42","0.126827888640546","0.0912982778558677","0.162357499425225"
"Disabled","1985","1-pers.-HH","middle vocational","71","0.145184716389771","0.115796370568168","0.174573062211374"
"Disabled","1985","1-pers.-HH","vocational + Abi","2","","",""
"Disabled","1985","1-pers.-HH","higher vocational","16","","",""
"Disabled","1985","1-pers.-HH","higher education","6","","",""
"Disabled","1985","(Married) couple without C. ","in school","","","",""
"Disabled","1985","(Married) couple without C. ","inadequately","10","","",""
"Disabled","1985","(Married) couple without C. ","general elemantary","90","0.171346922138992","0.141069831852657","0.201624012425327"
"Disabled","1985","(Married) couple without C. ","middle vocational","229","0.200014013609845","0.178168535124269","0.221859492095422"
"Disabled","1985","(Married) couple without C. ","vocational + Abi","12","","",""
"Disabled","1985","(Married) couple without C. ","higher vocational","30","0.20886329771612","0.144869324727429","0.27285727070481"
"Disabled","1985","(Married) couple without C. ","higher education","29","","",""
"Disabled","1985","Single parent ","in school","","","",""
"Disabled","1985","Single parent ","inadequately","5","","",""
"Disabled","1985","Single parent ","general elemantary","10","","",""
"Disabled","1985","Single parent ","middle vocational","13","","",""
"Disabled","1985","Single parent ","vocational + Abi","","","",""
"Disabled","1985","Single parent ","higher vocational","2","","",""
"Disabled","1985","Single parent ","higher education","","","",""
"Disabled","1985","Couple + C. LE 16 ","in school","","","",""
"Disabled","1985","Couple + C. LE 16 ","inadequately","4","","",""
"Disabled","1985","Couple + C. LE 16 ","general elemantary","21","","",""
"Disabled","1985","Couple + C. LE 16 ","middle vocational","50","0.041536514687858","0.0307930845490584","0.0522799448266576"
"Disabled","1985","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Disabled","1985","Couple + C. LE 16 ","higher vocational","10","","",""
"Disabled","1985","Couple + C. LE 16 ","higher education","3","","",""
"Disabled","1985","Couple + C. GT 16 ","in school","","","",""
"Disabled","1985","Couple + C. GT 16 ","inadequately","13","","",""
"Disabled","1985","Couple + C. GT 16 ","general elemantary","37","0.067077323824332","0.0472582631006512","0.0868963845480129"
"Disabled","1985","Couple + C. GT 16 ","middle vocational","81","0.101416355621311","0.0819832827689737","0.120849428473648"
"Disabled","1985","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Disabled","1985","Couple + C. GT 16 ","higher vocational","18","","",""
"Disabled","1985","Couple + C. GT 16 ","higher education","12","","",""
"Disabled","1985","Couple + C. LE and GT 16","in school","","","",""
"Disabled","1985","Couple + C. LE and GT 16","inadequately","10","","",""
"Disabled","1985","Couple + C. LE and GT 16","general elemantary","9","","",""
"Disabled","1985","Couple + C. LE and GT 16","middle vocational","24","","",""
"Disabled","1985","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Disabled","1985","Couple + C. LE and GT 16","higher vocational","5","","",""
"Disabled","1985","Couple + C. LE and GT 16","higher education","2","","",""
"Not disabled","1986","1-pers.-HH","in school","1","","",""
"Not disabled","1986","1-pers.-HH","inadequately","45","1","1","1"
"Not disabled","1986","1-pers.-HH","general elemantary","306","1","1","1"
"Not disabled","1986","1-pers.-HH","middle vocational","547","1","1","1"
"Not disabled","1986","1-pers.-HH","vocational + Abi","32","1","1","1"
"Not disabled","1986","1-pers.-HH","higher vocational","72","1","1","1"
"Not disabled","1986","1-pers.-HH","higher education","111","1","1","1"
"Not disabled","1986","(Married) couple without C. ","in school","1","","",""
"Not disabled","1986","(Married) couple without C. ","inadequately","91","1","1","1"
"Not disabled","1986","(Married) couple without C. ","general elemantary","589","1","1","1"
"Not disabled","1986","(Married) couple without C. ","middle vocational","1266","0.999509194582974","0.99829010243303","1.00072828673292"
"Not disabled","1986","(Married) couple without C. ","vocational + Abi","74","1","1","1"
"Not disabled","1986","(Married) couple without C. ","higher vocational","155","1","1","1"
"Not disabled","1986","(Married) couple without C. ","higher education","193","1","1","1"
"Not disabled","1986","Single parent ","in school","22","","",""
"Not disabled","1986","Single parent ","inadequately","33","1","1","1"
"Not disabled","1986","Single parent ","general elemantary","173","1","1","1"
"Not disabled","1986","Single parent ","middle vocational","226","1","1","1"
"Not disabled","1986","Single parent ","vocational + Abi","8","","",""
"Not disabled","1986","Single parent ","higher vocational","22","","",""
"Not disabled","1986","Single parent ","higher education","19","","",""
"Not disabled","1986","Couple + C. LE 16 ","in school","","","",""
"Not disabled","1986","Couple + C. LE 16 ","inadequately","222","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","general elemantary","484","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","middle vocational","1187","0.999565397679982","0.998380198076061","1.0007505972839"
"Not disabled","1986","Couple + C. LE 16 ","vocational + Abi","79","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","higher vocational","170","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","higher education","244","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","in school","81","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","inadequately","135","0.985457193144088","0.965337486837102","1.00557689945107"
"Not disabled","1986","Couple + C. GT 16 ","general elemantary","657","0.999518879737317","0.997843329440443","1.00119443003419"
"Not disabled","1986","Couple + C. GT 16 ","middle vocational","975","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","vocational + Abi","35","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","higher vocational","91","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","higher education","110","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","in school","75","0.989584979796741","0.966760657005907","1.01240930258757"
"Not disabled","1986","Couple + C. LE and GT 16","inadequately","187","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","general elemantary","468","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","middle vocational","537","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","vocational + Abi","21","","",""
"Not disabled","1986","Couple + C. LE and GT 16","higher vocational","42","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","higher education","44","1","1","1"
"Disabled","1986","1-pers.-HH","in school","","","",""
"Disabled","1986","1-pers.-HH","inadequately","","","",""
"Disabled","1986","1-pers.-HH","general elemantary","","","",""
"Disabled","1986","1-pers.-HH","middle vocational","","","",""
"Disabled","1986","1-pers.-HH","vocational + Abi","","","",""
"Disabled","1986","1-pers.-HH","higher vocational","","","",""
"Disabled","1986","1-pers.-HH","higher education","","","",""
"Disabled","1986","(Married) couple without C. ","in school","","","",""
"Disabled","1986","(Married) couple without C. ","inadequately","","","",""
"Disabled","1986","(Married) couple without C. ","general elemantary","","","",""
"Disabled","1986","(Married) couple without C. ","middle vocational","2","","",""
"Disabled","1986","(Married) couple without C. ","vocational + Abi","","","",""
"Disabled","1986","(Married) couple without C. ","higher vocational","","","",""
"Disabled","1986","(Married) couple without C. ","higher education","","","",""
"Disabled","1986","Single parent ","in school","","","",""
"Disabled","1986","Single parent ","inadequately","","","",""
"Disabled","1986","Single parent ","general elemantary","","","",""
"Disabled","1986","Single parent ","middle vocational","","","",""
"Disabled","1986","Single parent ","vocational + Abi","","","",""
"Disabled","1986","Single parent ","higher vocational","","","",""
"Disabled","1986","Single parent ","higher education","","","",""
"Disabled","1986","Couple + C. LE 16 ","in school","","","",""
"Disabled","1986","Couple + C. LE 16 ","inadequately","","","",""
"Disabled","1986","Couple + C. LE 16 ","general elemantary","","","",""
"Disabled","1986","Couple + C. LE 16 ","middle vocational","1","","",""
"Disabled","1986","Couple + C. LE 16 ","vocational + Abi","","","",""
"Disabled","1986","Couple + C. LE 16 ","higher vocational","","","",""
"Disabled","1986","Couple + C. LE 16 ","higher education","","","",""
"Disabled","1986","Couple + C. GT 16 ","in school","","","",""
"Disabled","1986","Couple + C. GT 16 ","inadequately","1","","",""
"Disabled","1986","Couple + C. GT 16 ","general elemantary","1","","",""
"Disabled","1986","Couple + C. GT 16 ","middle vocational","","","",""
"Disabled","1986","Couple + C. GT 16 ","vocational + Abi","","","",""
"Disabled","1986","Couple + C. GT 16 ","higher vocational","","","",""
"Disabled","1986","Couple + C. GT 16 ","higher education","","","",""
"Disabled","1986","Couple + C. LE and GT 16","in school","1","","",""
"Disabled","1986","Couple + C. LE and GT 16","inadequately","","","",""
"Disabled","1986","Couple + C. LE and GT 16","general elemantary","","","",""
"Disabled","1986","Couple + C. LE and GT 16","middle vocational","","","",""
"Disabled","1986","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Disabled","1986","Couple + C. LE and GT 16","higher vocational","","","",""
"Disabled","1986","Couple + C. LE and GT 16","higher education","","","",""
"Not disabled","1987","1-pers.-HH","in school","1","","",""
"Not disabled","1987","1-pers.-HH","inadequately","46","0.913097957283579","0.833408448373235","0.992787466193923"
"Not disabled","1987","1-pers.-HH","general elemantary","274","0.883895590050709","0.848119112893347","0.919672067208071"
"Not disabled","1987","1-pers.-HH","middle vocational","461","0.847716949140768","0.817099326034818","0.878334572246717"
"Not disabled","1987","1-pers.-HH","vocational + Abi","32","0.905064328328057","0.809311573309977","1.00081708334614"
"Not disabled","1987","1-pers.-HH","higher vocational","50","0.791046276831437","0.690653187515105","0.891439366147768"
"Not disabled","1987","1-pers.-HH","higher education","117","0.962413459909658","0.928524953762048","0.996301966057268"
"Not disabled","1987","(Married) couple without C. ","in school","1","","",""
"Not disabled","1987","(Married) couple without C. ","inadequately","79","0.898616490594288","0.834823976593288","0.962409004595289"
"Not disabled","1987","(Married) couple without C. ","general elemantary","477","0.825340904530174","0.793922874639665","0.856758934420684"
"Not disabled","1987","(Married) couple without C. ","middle vocational","1055","0.814877153793361","0.793423004109612","0.836331303477109"
"Not disabled","1987","(Married) couple without C. ","vocational + Abi","68","0.852962154361811","0.773861117747134","0.932063190976489"
"Not disabled","1987","(Married) couple without C. ","higher vocational","126","0.809231615509736","0.7471765337131","0.871286697306371"
"Not disabled","1987","(Married) couple without C. ","higher education","155","0.803202808671189","0.746219279241203","0.860186338101175"
"Not disabled","1987","Single parent ","in school","27","","",""
"Not disabled","1987","Single parent ","inadequately","24","","",""
"Not disabled","1987","Single parent ","general elemantary","165","0.947700464868352","0.914525574175195","0.980875355561509"
"Not disabled","1987","Single parent ","middle vocational","224","0.939876742613141","0.909548392006604","0.970205093219679"
"Not disabled","1987","Single parent ","vocational + Abi","9","","",""
"Not disabled","1987","Single parent ","higher vocational","18","","",""
"Not disabled","1987","Single parent ","higher education","17","","",""
"Not disabled","1987","Couple + C. LE 16 ","in school","","","",""
"Not disabled","1987","Couple + C. LE 16 ","inadequately","220","0.96595009110447","0.942200321392861","0.98969986081608"
"Not disabled","1987","Couple + C. LE 16 ","general elemantary","444","0.954693151600603","0.935666797356663","0.973719505844543"
"Not disabled","1987","Couple + C. LE 16 ","middle vocational","1134","0.961050542037025","0.949983339301696","0.972117744772355"
"Not disabled","1987","Couple + C. LE 16 ","vocational + Abi","76","0.960158172669339","0.917028559664973","1.0032877856737"
"Not disabled","1987","Couple + C. LE 16 ","higher vocational","165","0.967183881102885","0.94040319102421","0.993964571181561"
"Not disabled","1987","Couple + C. LE 16 ","higher education","225","0.982429005180276","0.965374880610466","0.999483129750087"
"Not disabled","1987","Couple + C. GT 16 ","in school","89","0.991090924855185","0.971677601111551","1.01050424859882"
"Not disabled","1987","Couple + C. GT 16 ","inadequately","107","0.707593006636454","0.629401054025122","0.785784959247785"
"Not disabled","1987","Couple + C. GT 16 ","general elemantary","602","0.924154442840516","0.903659041498426","0.944649844182606"
"Not disabled","1987","Couple + C. GT 16 ","middle vocational","930","0.899079370336587","0.880584555352175","0.917574185320998"
"Not disabled","1987","Couple + C. GT 16 ","vocational + Abi","37","0.956135396404565","0.892670306742326","1.0196004860668"
"Not disabled","1987","Couple + C. GT 16 ","higher vocational","80","0.84358356800732","0.770150883101795","0.917016252912844"
"Not disabled","1987","Couple + C. GT 16 ","higher education","101","0.893626381741527","0.83627002485902","0.950982738624033"
"Not disabled","1987","Couple + C. LE and GT 16","in school","63","0.981473567401931","0.94869223383347","1.01425490097039"
"Not disabled","1987","Couple + C. LE and GT 16","inadequately","140","0.875955402866114","0.823027476281151","0.928883329451077"
"Not disabled","1987","Couple + C. LE and GT 16","general elemantary","428","0.954135283991491","0.934655211868995","0.973615356113987"
"Not disabled","1987","Couple + C. LE and GT 16","middle vocational","443","0.935996964413376","0.913869244355931","0.958124684470821"
"Not disabled","1987","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"Not disabled","1987","Couple + C. LE and GT 16","higher vocational","29","","",""
"Not disabled","1987","Couple + C. LE and GT 16","higher education","41","0.949116387515562","0.883431937556117","1.01480083747501"
"Disabled","1987","1-pers.-HH","in school","","","",""
"Disabled","1987","1-pers.-HH","inadequately","2","","",""
"Disabled","1987","1-pers.-HH","general elemantary","34","0.116104409949291","0.0803279327919288","0.151880887106653"
"Disabled","1987","1-pers.-HH","middle vocational","68","0.152283050859232","0.121665427753283","0.182900673965182"
"Disabled","1987","1-pers.-HH","vocational + Abi","4","","",""
"Disabled","1987","1-pers.-HH","higher vocational","13","","",""
"Disabled","1987","1-pers.-HH","higher education","4","","",""
"Disabled","1987","(Married) couple without C. ","in school","","","",""
"Disabled","1987","(Married) couple without C. ","inadequately","7","","",""
"Disabled","1987","(Married) couple without C. ","general elemantary","84","0.174659095469826","0.143241065579316","0.206077125360335"
"Disabled","1987","(Married) couple without C. ","middle vocational","204","0.185122846206639","0.163668696522891","0.206576995890388"
"Disabled","1987","(Married) couple without C. ","vocational + Abi","9","","",""
"Disabled","1987","(Married) couple without C. ","higher vocational","28","","",""
"Disabled","1987","(Married) couple without C. ","higher education","32","0.196797191328811","0.139813661898825","0.253780720758797"
"Disabled","1987","Single parent ","in school","","","",""
"Disabled","1987","Single parent ","inadequately","6","","",""
"Disabled","1987","Single parent ","general elemantary","8","","",""
"Disabled","1987","Single parent ","middle vocational","12","","",""
"Disabled","1987","Single parent ","vocational + Abi","","","",""
"Disabled","1987","Single parent ","higher vocational","3","","",""
"Disabled","1987","Single parent ","higher education","1","","",""
"Disabled","1987","Couple + C. LE 16 ","in school","","","",""
"Disabled","1987","Couple + C. LE 16 ","inadequately","4","","",""
"Disabled","1987","Couple + C. LE 16 ","general elemantary","15","","",""
"Disabled","1987","Couple + C. LE 16 ","middle vocational","40","0.0389494579629748","0.0278822552276451","0.0500166606983045"
"Disabled","1987","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Disabled","1987","Couple + C. LE 16 ","higher vocational","5","","",""
"Disabled","1987","Couple + C. LE 16 ","higher education","3","","",""
"Disabled","1987","Couple + C. GT 16 ","in school","1","","",""
"Disabled","1987","Couple + C. GT 16 ","inadequately","23","","",""
"Disabled","1987","Couple + C. GT 16 ","general elemantary","39","0.0758455571594839","0.0553501558173941","0.0963409585015736"
"Disabled","1987","Couple + C. GT 16 ","middle vocational","89","0.100920629663413","0.0824258146790021","0.119415444647825"
"Disabled","1987","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Disabled","1987","Couple + C. GT 16 ","higher vocational","14","","",""
"Disabled","1987","Couple + C. GT 16 ","higher education","10","","",""
"Disabled","1987","Couple + C. LE and GT 16","in school","2","","",""
"Disabled","1987","Couple + C. LE and GT 16","inadequately","9","","",""
"Disabled","1987","Couple + C. LE and GT 16","general elemantary","15","","",""
"Disabled","1987","Couple + C. LE and GT 16","middle vocational","27","","",""
"Disabled","1987","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Disabled","1987","Couple + C. LE and GT 16","higher vocational","10","","",""
"Disabled","1987","Couple + C. LE and GT 16","higher education","2","","",""
"Not disabled","1988","1-pers.-HH","in school","1","","",""
"Not disabled","1988","1-pers.-HH","inadequately","38","0.877401072644395","0.778211535986516","0.976590609302273"
"Not disabled","1988","1-pers.-HH","general elemantary","255","0.837619981343987","0.795747396918444","0.879492565769529"
"Not disabled","1988","1-pers.-HH","middle vocational","438","0.844004639113119","0.812574857093831","0.875434421132407"
"Not disabled","1988","1-pers.-HH","vocational + Abi","30","0.886397029514531","0.779733089415512","0.99306096961355"
"Not disabled","1988","1-pers.-HH","higher vocational","47","0.839857182726464","0.743804271964531","0.935910093488398"
"Not disabled","1988","1-pers.-HH","higher education","109","0.92592695601419","0.878268764704977","0.973585147323404"
"Not disabled","1988","(Married) couple without C. ","in school","","","",""
"Not disabled","1988","(Married) couple without C. ","inadequately","68","0.869322600188616","0.794999250835685","0.943645949541547"
