"m11124","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Disabled","2001","(Married) couple without C. ","no migration background","1023","0.18606494560525","0.176237678370161","0.195892212840339"
"Disabled","2001","(Married) couple without C. ","direct migration background","109","0.145914854139197","0.120833204344137","0.170996503934257"
"Disabled","2001","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","2001","Single parent ","no migration background","61","0.0676588271077235","0.0514293756422019","0.083888278573245"
"Disabled","2001","Single parent ","direct migration background","11","","",""
"Disabled","2001","Single parent ","indirect migration background","2","","",""
"Disabled","2001","Couple + C. LE 16 ","no migration background","110","0.0313942212572345","0.0258285415495426","0.0369599009649264"
"Disabled","2001","Couple + C. LE 16 ","direct migration background","17","","",""
"Disabled","2001","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2001","Couple + C. GT 16 ","no migration background","232","0.079247359853311","0.0694947261997482","0.0889999935068738"
"Disabled","2001","Couple + C. GT 16 ","direct migration background","46","0.0985790528507836","0.0718836500720222","0.125274455629545"
"Disabled","2001","Couple + C. GT 16 ","indirect migration background","12","","",""
"Disabled","2001","Couple + C. LE and GT 16","no migration background","45","0.0340459460230102","0.024314416285012","0.0437774757610084"
"Disabled","2001","Couple + C. LE and GT 16","direct migration background","13","","",""
"Disabled","2001","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2002","1-pers.-HH","no migration background","2278","0.835096781629774","0.821041945851193","0.849151617408355"
"Not disabled","2002","1-pers.-HH","direct migration background","201","0.82489481480787","0.776911708482866","0.872877921132873"
"Not disabled","2002","1-pers.-HH","indirect migration background","85","0.911275201157422","0.853793256551796","0.968757145763048"
"Not disabled","2002","(Married) couple without C. ","no migration background","5454","0.800566838889515","0.790914475840907","0.810219201938122"
"Not disabled","2002","(Married) couple without C. ","direct migration background","665","0.847191546642045","0.82198973816065","0.87239335512344"
"Not disabled","2002","(Married) couple without C. ","indirect migration background","95","0.922543483269929","0.87041083247378","0.974676134066077"
"Not disabled","2002","Single parent ","no migration background","861","0.92018491684507","0.902814016614009","0.937555817076131"
"Not disabled","2002","Single parent ","direct migration background","130","0.949666540893364","0.9134507452752","0.985882336511528"
"Not disabled","2002","Single parent ","indirect migration background","53","0.964244204603798","0.915172235335246","1.01331617387235"
"Not disabled","2002","Couple + C. LE 16 ","no migration background","3728","0.963863141324732","0.957961778781108","0.969764503868356"
"Not disabled","2002","Couple + C. LE 16 ","direct migration background","732","0.978293976807612","0.96786498609974","0.988722967515483"
"Not disabled","2002","Couple + C. LE 16 ","indirect migration background","167","0.99133442370434","0.977360654775457","1.00530819263322"
"Not disabled","2002","Couple + C. GT 16 ","no migration background","3084","0.903897598487442","0.893928991331501","0.913866205643383"
"Not disabled","2002","Couple + C. GT 16 ","direct migration background","411","0.916721200700461","0.891135639395032","0.94230676200589"
"Not disabled","2002","Couple + C. GT 16 ","indirect migration background","194","0.947494149338542","0.916811547099479","0.978176751577605"
"Not disabled","2002","Couple + C. LE and GT 16","no migration background","1480","0.959401301567821","0.94949596182137","0.969306641314272"
"Not disabled","2002","Couple + C. LE and GT 16","direct migration background","294","0.986239862059347","0.9731013165622","0.999378407556494"
"Not disabled","2002","Couple + C. LE and GT 16","indirect migration background","127","0.982227380789752","0.959427374223589","1.00502738735591"
"Disabled","2002","1-pers.-HH","no migration background","400","0.164903218370226","0.150848382591645","0.178958054148807"
"Disabled","2002","1-pers.-HH","direct migration background","40","0.17510518519213","0.127122078867127","0.223088291517134"
"Disabled","2002","1-pers.-HH","indirect migration background","9","","",""
"Disabled","2002","(Married) couple without C. ","no migration background","1129","0.199433161110485","0.189780798061878","0.209085524159093"
"Disabled","2002","(Married) couple without C. ","direct migration background","118","0.152808453357955","0.12760664487656","0.178010261839349"
"Disabled","2002","(Married) couple without C. ","indirect migration background","6","","",""
"Disabled","2002","Single parent ","no migration background","74","0.07981508315493","0.0624441829238693","0.0971859833859907"
"Disabled","2002","Single parent ","direct migration background","10","","",""
"Disabled","2002","Single parent ","indirect migration background","2","","",""
"Disabled","2002","Couple + C. LE 16 ","no migration background","114","0.0361368586752679","0.0302354961316437","0.0420382212188921"
"Disabled","2002","Couple + C. LE 16 ","direct migration background","18","","",""
"Disabled","2002","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2002","Couple + C. GT 16 ","no migration background","274","0.0961024015125581","0.0861337943566169","0.106071008668499"
"Disabled","2002","Couple + C. GT 16 ","direct migration background","37","0.0832787992995391","0.0576932379941102","0.108864360604968"
"Disabled","2002","Couple + C. GT 16 ","indirect migration background","9","","",""
"Disabled","2002","Couple + C. LE and GT 16","no migration background","45","0.0405986984321791","0.0306933586857282","0.05050403817863"
"Disabled","2002","Couple + C. LE and GT 16","direct migration background","8","","",""
"Disabled","2002","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2003","1-pers.-HH","no migration background","2254","0.827855260038754","0.813522706619928","0.842187813457581"
"Not disabled","2003","1-pers.-HH","direct migration background","200","0.857283437734736","0.812657074685143","0.901909800784329"
"Not disabled","2003","1-pers.-HH","indirect migration background","76","0.914416344277691","0.854592288219628","0.974240400335754"
"Not disabled","2003","(Married) couple without C. ","no migration background","5344","0.807725280448157","0.798107803259754","0.817342757636561"
"Not disabled","2003","(Married) couple without C. ","direct migration background","631","0.847570133225804","0.821707723026364","0.873432543425244"
"Not disabled","2003","(Married) couple without C. ","indirect migration background","118","0.974319969715614","0.946251628757788","1.00238831067344"
"Not disabled","2003","Single parent ","no migration background","842","0.927874198071695","0.911102969816368","0.944645426327021"
"Not disabled","2003","Single parent ","direct migration background","131","0.952351139551922","0.91731399289079","0.987388286213055"
"Not disabled","2003","Single parent ","indirect migration background","62","0.965617871698885","0.920977569096244","1.01025817430153"
"Not disabled","2003","Couple + C. LE 16 ","no migration background","3445","0.966253641018364","0.960306008046423","0.972201273990305"
"Not disabled","2003","Couple + C. LE 16 ","direct migration background","654","0.968999877717185","0.955915239855372","0.982084515578999"
"Not disabled","2003","Couple + C. LE 16 ","indirect migration background","174","0.992412331064127","0.97959221314487","1.00523244898338"
"Not disabled","2003","Couple + C. GT 16 ","no migration background","3077","0.90741957738464","0.897581076133983","0.917258078635296"
"Not disabled","2003","Couple + C. GT 16 ","direct migration background","386","0.903312827092721","0.875444574569186","0.931181079616256"
"Not disabled","2003","Couple + C. GT 16 ","indirect migration background","179","0.960885534891065","0.93317316341254","0.98859790636959"
"Not disabled","2003","Couple + C. LE and GT 16","no migration background","1364","0.953564722964408","0.942623895721504","0.964505550207311"
"Not disabled","2003","Couple + C. LE and GT 16","direct migration background","286","0.986472137541579","0.973312036108901","0.999632238974257"
"Not disabled","2003","Couple + C. LE and GT 16","indirect migration background","128","0.987469781495815","0.96827450089224","1.00666506209939"
"Disabled","2003","1-pers.-HH","no migration background","411","0.172144739961246","0.157812186542419","0.186477293380072"
"Disabled","2003","1-pers.-HH","direct migration background","36","0.142716562265264","0.0980901992156712","0.187342925314857"
"Disabled","2003","1-pers.-HH","indirect migration background","8","","",""
"Disabled","2003","(Married) couple without C. ","no migration background","1106","0.192274719551843","0.182657242363439","0.201892196740246"
"Disabled","2003","(Married) couple without C. ","direct migration background","111","0.152429866774196","0.126567456574755","0.178292276973636"
"Disabled","2003","(Married) couple without C. ","indirect migration background","4","","",""
"Disabled","2003","Single parent ","no migration background","72","0.0721258019283052","0.0553545736729787","0.0888970301836318"
"Disabled","2003","Single parent ","direct migration background","11","","",""
"Disabled","2003","Single parent ","indirect migration background","2","","",""
"Disabled","2003","Couple + C. LE 16 ","no migration background","96","0.0337463589816359","0.0277987260096952","0.0396939919535767"
"Disabled","2003","Couple + C. LE 16 ","direct migration background","20","","",""
"Disabled","2003","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2003","Couple + C. GT 16 ","no migration background","257","0.0925804226153603","0.0827419213647038","0.102418923866017"
"Disabled","2003","Couple + C. GT 16 ","direct migration background","46","0.0966871729072789","0.0688189203837437","0.124555425430814"
"Disabled","2003","Couple + C. GT 16 ","indirect migration background","9","","",""
"Disabled","2003","Couple + C. LE and GT 16","no migration background","57","0.0464352770355923","0.0354944497926886","0.057376104278496"
"Disabled","2003","Couple + C. LE and GT 16","direct migration background","10","","",""
"Disabled","2003","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Not disabled","2004","1-pers.-HH","no migration background","2198","0.818777421719181","0.804041662428035","0.833513181010327"
"Not disabled","2004","1-pers.-HH","direct migration background","182","0.837577489297597","0.788503221084134","0.88665175751106"
"Not disabled","2004","1-pers.-HH","indirect migration background","79","0.940681535883181","0.890464059176476","0.990899012589887"
"Not disabled","2004","(Married) couple without C. ","no migration background","5316","0.804126955609272","0.794423478684058","0.813830432534487"
"Not disabled","2004","(Married) couple without C. ","direct migration background","625","0.846351871260219","0.820369944857701","0.872333797662737"
"Not disabled","2004","(Married) couple without C. ","indirect migration background","110","0.969918111788704","0.938562466237728","1.00127375733968"
"Not disabled","2004","Single parent ","no migration background","813","0.915198311440659","0.896854436322291","0.933542186559027"
"Not disabled","2004","Single parent ","direct migration background","125","0.93465997208745","0.892973255801345","0.976346688373556"
"Not disabled","2004","Single parent ","indirect migration background","72","0.917258000102369","0.854909469845065","0.979606530359673"
"Not disabled","2004","Couple + C. LE 16 ","no migration background","3185","0.962283243903917","0.955767482913643","0.968799004894191"
"Not disabled","2004","Couple + C. LE 16 ","direct migration background","578","0.964029633765761","0.949141904007787","0.978917363523735"
"Not disabled","2004","Couple + C. LE 16 ","indirect migration background","177","0.988984413310117","0.973736501259864","1.00423232536037"
"Not disabled","2004","Couple + C. GT 16 ","no migration background","3031","0.91107950595475","0.90137130787389","0.92078770403561"
"Not disabled","2004","Couple + C. GT 16 ","direct migration background","385","0.899985259718211","0.871528604138493","0.928441915297929"
"Not disabled","2004","Couple + C. GT 16 ","indirect migration background","184","0.933712027315012","0.898793603617194","0.968630451012831"
"Not disabled","2004","Couple + C. LE and GT 16","no migration background","1306","0.953545443831652","0.942318383355824","0.96477250430748"
"Not disabled","2004","Couple + C. LE and GT 16","direct migration background","297","0.994430026104051","0.986091273827721","1.00276877838038"
"Not disabled","2004","Couple + C. LE and GT 16","indirect migration background","136","0.988392894204871","0.970522450878703","1.00626333753104"
"Disabled","2004","1-pers.-HH","no migration background","427","0.181222578280819","0.166486818989673","0.195958337571965"
"Disabled","2004","1-pers.-HH","direct migration background","35","0.162422510702403","0.11334824248894","0.211496778915867"
"Disabled","2004","1-pers.-HH","indirect migration background","6","","",""
"Disabled","2004","(Married) couple without C. ","no migration background","1110","0.195873044390728","0.186169567465513","0.205576521315942"
"Disabled","2004","(Married) couple without C. ","direct migration background","115","0.153648128739781","0.127666202337263","0.179630055142299"
"Disabled","2004","(Married) couple without C. ","indirect migration background","4","","",""
"Disabled","2004","Single parent ","no migration background","73","0.084801688559341","0.0664578134409731","0.103145563677709"
"Disabled","2004","Single parent ","direct migration background","10","","",""
"Disabled","2004","Single parent ","indirect migration background","3","","",""
"Disabled","2004","Couple + C. LE 16 ","no migration background","99","0.0377167560960827","0.0312009951058087","0.0442325170863566"
"Disabled","2004","Couple + C. LE 16 ","direct migration background","23","","",""
"Disabled","2004","Couple + C. LE 16 ","indirect migration background","3","","",""
"Disabled","2004","Couple + C. GT 16 ","no migration background","271","0.08892049404525","0.0792122959643898","0.0986286921261103"
"Disabled","2004","Couple + C. GT 16 ","direct migration background","42","0.100014740281789","0.0715580847020705","0.128471395861507"
"Disabled","2004","Couple + C. GT 16 ","indirect migration background","11","","",""
"Disabled","2004","Couple + C. LE and GT 16","no migration background","44","0.0464545561683478","0.0352274956925197","0.0576816166441759"
"Disabled","2004","Couple + C. LE and GT 16","direct migration background","9","","",""
"Disabled","2004","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2005","1-pers.-HH","no migration background","2217","0.819061249160574","0.804428938743352","0.833693559577796"
"Not disabled","2005","1-pers.-HH","direct migration background","175","0.836319672255447","0.786515633795492","0.886123710715402"
"Not disabled","2005","1-pers.-HH","indirect migration background","90","0.960523031016636","0.921158058210817","0.999888003822454"
"Not disabled","2005","(Married) couple without C. ","no migration background","5124","0.805846993893832","0.796021782854242","0.815672204933422"
"Not disabled","2005","(Married) couple without C. ","direct migration background","593","0.842782423396657","0.815893708575398","0.869671138217916"
"Not disabled","2005","(Married) couple without C. ","indirect migration background","110","0.955777945819559","0.918203106717958","0.993352784921161"
"Not disabled","2005","Single parent ","no migration background","850","0.945727701215857","0.930991778661696","0.960463623770018"
"Not disabled","2005","Single parent ","direct migration background","114","0.953719351030024","0.916889233740384","0.990549468319664"
"Not disabled","2005","Single parent ","indirect migration background","76","0.975107355296956","0.940308539528149","1.00990617106576"
"Not disabled","2005","Couple + C. LE 16 ","no migration background","2908","0.958618419185814","0.95150669428937","0.965730144082258"
"Not disabled","2005","Couple + C. LE 16 ","direct migration background","512","0.961233356614518","0.944906429109946","0.977560284119089"
"Not disabled","2005","Couple + C. LE 16 ","indirect migration background","175","0.992524931359108","0.979835570071232","1.00521429264698"
"Not disabled","2005","Couple + C. GT 16 ","no migration background","2799","0.911916404639568","0.90185483724662","0.921977972032515"
"Not disabled","2005","Couple + C. GT 16 ","direct migration background","369","0.936678242183555","0.912988694338549","0.960367790028561"
"Not disabled","2005","Couple + C. GT 16 ","indirect migration background","199","0.958212748942079","0.930953380361879","0.985472117522279"
"Not disabled","2005","Couple + C. LE and GT 16","no migration background","1249","0.950350959188777","0.938520253603134","0.962181664774421"
"Not disabled","2005","Couple + C. LE and GT 16","direct migration background","274","0.972135010295439","0.952925500941193","0.991344519649685"
"Not disabled","2005","Couple + C. LE and GT 16","indirect migration background","125","0.973300835671045","0.945264670309377","1.00133700103271"
"Disabled","2005","1-pers.-HH","no migration background","442","0.180938750839426","0.166306440422204","0.195571061256648"
"Disabled","2005","1-pers.-HH","direct migration background","37","0.163680327744553","0.113876289284598","0.213484366204508"
"Disabled","2005","1-pers.-HH","indirect migration background","4","","",""
"Disabled","2005","(Married) couple without C. ","no migration background","1102","0.194153006106168","0.184327795066578","0.203978217145758"
"Disabled","2005","(Married) couple without C. ","direct migration background","111","0.157217576603343","0.130328861782084","0.184106291424602"
"Disabled","2005","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","2005","Single parent ","no migration background","58","0.0542722987841428","0.039536376229982","0.0690082213383036"
"Disabled","2005","Single parent ","direct migration background","11","","",""
"Disabled","2005","Single parent ","indirect migration background","1","","",""
"Disabled","2005","Couple + C. LE 16 ","no migration background","105","0.0413815808141857","0.0342698559177414","0.0484933057106301"
"Disabled","2005","Couple + C. LE 16 ","direct migration background","25","","",""
"Disabled","2005","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2005","Couple + C. GT 16 ","no migration background","249","0.0880835953604322","0.0780220279674848","0.0981451627533795"
"Disabled","2005","Couple + C. GT 16 ","direct migration background","37","0.0633217578164454","0.0396322099714394","0.0870113056614513"
"Disabled","2005","Couple + C. GT 16 ","indirect migration background","8","","",""
"Disabled","2005","Couple + C. LE and GT 16","no migration background","46","0.0496490408112226","0.0378183352255789","0.0614797463968662"
"Disabled","2005","Couple + C. LE and GT 16","direct migration background","8","","",""
"Disabled","2005","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2006","1-pers.-HH","no migration background","2479","0.810055655450147","0.796028528106254","0.82408278279404"
"Not disabled","2006","1-pers.-HH","direct migration background","194","0.83292455491036","0.785025242787443","0.880823867033277"
"Not disabled","2006","1-pers.-HH","indirect migration background","98","0.968068550474491","0.934114479566229","1.00202262138275"
"Not disabled","2006","(Married) couple without C. ","no migration background","5751","0.805102942683942","0.795825369779019","0.814380515588866"
"Not disabled","2006","(Married) couple without C. ","direct migration background","614","0.826111313178427","0.798840311689153","0.853382314667701"
"Not disabled","2006","(Married) couple without C. ","indirect migration background","124","0.963130180241059","0.930736938047584","0.995523422434534"
"Not disabled","2006","Single parent ","no migration background","878","0.933847333662066","0.918050521615989","0.949644145708144"
"Not disabled","2006","Single parent ","direct migration background","126","0.920359232125089","0.875351503442462","0.965366960807716"
"Not disabled","2006","Single parent ","indirect migration background","76","0.971807122686947","0.93483601453642","1.00877823083747"
"Not disabled","2006","Couple + C. LE 16 ","no migration background","3097","0.964914357485285","0.958531344161185","0.971297370809384"
"Not disabled","2006","Couple + C. LE 16 ","direct migration background","527","0.969575339749164","0.955195254491734","0.983955425006594"
"Not disabled","2006","Couple + C. LE 16 ","indirect migration background","185","0.987794922944754","0.972099507195693","1.00349033869382"
"Not disabled","2006","Couple + C. GT 16 ","no migration background","2883","0.912170029636269","0.902247717802049","0.92209234147049"
"Not disabled","2006","Couple + C. GT 16 ","direct migration background","332","0.928307895226683","0.901659041802057","0.954956748651309"
"Not disabled","2006","Couple + C. GT 16 ","indirect migration background","183","0.970063796212035","0.945832881882406","0.994294710541664"
"Not disabled","2006","Couple + C. LE and GT 16","no migration background","1092","0.955251539700634","0.943212799076225","0.967290280325043"
"Not disabled","2006","Couple + C. LE and GT 16","direct migration background","252","0.975002614729304","0.95602631204047","0.993978917418139"
"Not disabled","2006","Couple + C. LE and GT 16","indirect migration background","102","0.956413796584887","0.917173809278904","0.995653783890871"
"Disabled","2006","1-pers.-HH","no migration background","525","0.189944344549853","0.17591721720596","0.203971471893746"
"Disabled","2006","1-pers.-HH","direct migration background","39","0.16707544508964","0.119176132966723","0.214974757212557"
"Disabled","2006","1-pers.-HH","indirect migration background","5","","",""
"Disabled","2006","(Married) couple without C. ","no migration background","1252","0.194897057316058","0.185619484411134","0.204174630220981"
"Disabled","2006","(Married) couple without C. ","direct migration background","128","0.173888686821573","0.1466176853323","0.201159688310847"
"Disabled","2006","(Married) couple without C. ","indirect migration background","6","","",""
"Disabled","2006","Single parent ","no migration background","73","0.0661526663379336","0.0503558542918562","0.0819494783840111"
"Disabled","2006","Single parent ","direct migration background","13","","",""
"Disabled","2006","Single parent ","indirect migration background","1","","",""
"Disabled","2006","Couple + C. LE 16 ","no migration background","95","0.0350856425147152","0.0287026291906157","0.0414686558388146"
"Disabled","2006","Couple + C. LE 16 ","direct migration background","21","","",""
"Disabled","2006","Couple + C. LE 16 ","indirect migration background","3","","",""
"Disabled","2006","Couple + C. GT 16 ","no migration background","243","0.0878299703637306","0.0779076585295098","0.0977522821979514"
"Disabled","2006","Couple + C. GT 16 ","direct migration background","28","","",""
"Disabled","2006","Couple + C. GT 16 ","indirect migration background","7","","",""
"Disabled","2006","Couple + C. LE and GT 16","no migration background","41","0.044748460299366","0.0327097196749568","0.0567872009237753"
"Disabled","2006","Couple + C. LE and GT 16","direct migration background","8","","",""
"Disabled","2006","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2007","1-pers.-HH","no migration background","2346","0.808114039319761","0.793649244297093","0.822578834342428"
"Not disabled","2007","1-pers.-HH","direct migration background","176","0.836582155203894","0.787043382618615","0.886120927789172"
"Not disabled","2007","1-pers.-HH","indirect migration background","97","0.94378575515639","0.899303235617336","0.988268274695443"
"Not disabled","2007","(Married) couple without C. ","no migration background","5401","0.811927722257594","0.802478708453434","0.821376736061753"
"Not disabled","2007","(Married) couple without C. ","direct migration background","557","0.833219347499332","0.804971358245943","0.861467336752722"
"Not disabled","2007","(Married) couple without C. ","indirect migration background","125","0.939197619524442","0.898584995235328","0.979810243813555"
"Not disabled","2007","Single parent ","no migration background","836","0.931599781659811","0.915135315685402","0.94806424763422"
"Not disabled","2007","Single parent ","direct migration background","111","0.960500152721845","0.925355964620109","0.995644340823581"
"Not disabled","2007","Single parent ","indirect migration background","74","0.992879021421894","0.973849166986797","1.01190887585699"
"Not disabled","2007","Couple + C. LE 16 ","no migration background","2831","0.957498784355328","0.950190650024536","0.96480691868612"
"Not disabled","2007","Couple + C. LE 16 ","direct migration background","465","0.966693763679301","0.950724515888969","0.982663011469634"
"Not disabled","2007","Couple + C. LE 16 ","indirect migration background","178","0.992453091754478","0.979810055947279","1.00509612756168"
"Not disabled","2007","Couple + C. GT 16 ","no migration background","2780","0.914765633909278","0.904808484670042","0.924722783148514"
"Not disabled","2007","Couple + C. GT 16 ","direct migration background","316","0.926854003431756","0.899378890309764","0.954329116553748"
"Not disabled","2007","Couple + C. GT 16 ","indirect migration background","166","0.964203475534594","0.93651941329416","0.991887537775028"
"Not disabled","2007","Couple + C. LE and GT 16","no migration background","992","0.954308971137714","0.941569006738789","0.967048935536639"
"Not disabled","2007","Couple + C. LE and GT 16","direct migration background","205","0.9617606812433","0.9360065519454","0.9875148105412"
"Not disabled","2007","Couple + C. LE and GT 16","indirect migration background","97","0.980597355407879","0.953426311965724","1.00776839885003"
"Disabled","2007","1-pers.-HH","no migration background","501","0.19188596068024","0.177421165657572","0.206350755702907"
"Disabled","2007","1-pers.-HH","direct migration background","38","0.163417844796106","0.113879072210828","0.212956617381385"
"Disabled","2007","1-pers.-HH","indirect migration background","6","","",""
"Disabled","2007","(Married) couple without C. ","no migration background","1169","0.188072277742406","0.178623263938247","0.197521291546566"
"Disabled","2007","(Married) couple without C. ","direct migration background","112","0.166780652500668","0.138532663247278","0.195028641754057"
"Disabled","2007","(Married) couple without C. ","indirect migration background","8","","",""
"Disabled","2007","Single parent ","no migration background","67","0.068400218340189","0.0519357523657798","0.0848646843145982"
"Disabled","2007","Single parent ","direct migration background","7","","",""
"Disabled","2007","Single parent ","indirect migration background","1","","",""
"Disabled","2007","Couple + C. LE 16 ","no migration background","96","0.0425012156446723","0.0351930813138802","0.0498093499754644"
"Disabled","2007","Couple + C. LE 16 ","direct migration background","20","","",""
"Disabled","2007","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2007","Couple + C. GT 16 ","no migration background","241","0.0852343660907219","0.075277216851486","0.0951915153299578"
"Disabled","2007","Couple + C. GT 16 ","direct migration background","29","","",""
"Disabled","2007","Couple + C. GT 16 ","indirect migration background","7","","",""
"Disabled","2007","Couple + C. LE and GT 16","no migration background","40","0.0456910288622862","0.032951064463361","0.0584309932612114"
"Disabled","2007","Couple + C. LE and GT 16","direct migration background","8","","",""
"Disabled","2007","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2008","1-pers.-HH","no migration background","2273","0.812679519431691","0.798099601311358","0.827259437552024"
"Not disabled","2008","1-pers.-HH","direct migration background","174","0.840357599860321","0.790218405573213","0.89049679414743"
"Not disabled","2008","1-pers.-HH","indirect migration background","82","0.9265546029978","0.872051082490598","0.981058123505002"
"Not disabled","2008","(Married) couple without C. ","no migration background","5224","0.816893825227252","0.807368547468107","0.826419102986398"
"Not disabled","2008","(Married) couple without C. ","direct migration background","498","0.824953616325155","0.794572607429617","0.855334625220694"
"Not disabled","2008","(Married) couple without C. ","indirect migration background","128","0.933806977668303","0.892175438228525","0.975438517108081"
"Not disabled","2008","Single parent ","no migration background","827","0.929161339051672","0.912306142359724","0.946016535743621"
"Not disabled","2008","Single parent ","direct migration background","105","0.925787073291226","0.877458474347697","0.974115672234755"
"Not disabled","2008","Single parent ","indirect migration background","83","0.961597011441531","0.920744600483892","1.00244942239917"
"Not disabled","2008","Couple + C. LE 16 ","no migration background","2509","0.960986068666108","0.953531903765834","0.968440233566382"
"Not disabled","2008","Couple + C. LE 16 ","direct migration background","415","0.959810455751434","0.941353811493239","0.978267100009629"
"Not disabled","2008","Couple + C. LE 16 ","indirect migration background","183","0.987941523893653","0.972213503624827","1.00366954416248"
"Not disabled","2008","Couple + C. GT 16 ","no migration background","2627","0.909177119252206","0.898656728200721","0.919697510303691"
"Not disabled","2008","Couple + C. GT 16 ","direct migration background","304","0.964674512370435","0.944787544183878","0.984561480556992"
"Not disabled","2008","Couple + C. GT 16 ","indirect migration background","166","0.965605748656985","0.938449617903033","0.992761879410937"
"Not disabled","2008","Couple + C. LE and GT 16","no migration background","928","0.964463171871844","0.952770410065565","0.976155933678124"
"Not disabled","2008","Couple + C. LE and GT 16","direct migration background","161","0.984874033777928","0.96630685351652","1.00344121403933"
"Not disabled","2008","Couple + C. LE and GT 16","indirect migration background","83","0.937585499518068","0.886458882619178","0.988712116416958"
"Disabled","2008","1-pers.-HH","no migration background","478","0.187320480568309","0.172740562447976","0.201900398688643"
"Disabled","2008","1-pers.-HH","direct migration background","31","0.159642400139679","0.10950320585257","0.209781594426787"
"Disabled","2008","1-pers.-HH","indirect migration background","6","","",""
"Disabled","2008","(Married) couple without C. ","no migration background","1109","0.183106174772748","0.173580897013602","0.192631452531893"
"Disabled","2008","(Married) couple without C. ","direct migration background","103","0.175046383674845","0.144665374779306","0.205427392570383"
"Disabled","2008","(Married) couple without C. ","indirect migration background","9","","",""
"Disabled","2008","Single parent ","no migration background","63","0.0708386609483279","0.0539834642563794","0.0876938576402763"
"Disabled","2008","Single parent ","direct migration background","8","","",""
"Disabled","2008","Single parent ","indirect migration background","2","","",""
"Disabled","2008","Couple + C. LE 16 ","no migration background","83","0.0390139313338922","0.0315597664336182","0.0464680962341662"
"Disabled","2008","Couple + C. LE 16 ","direct migration background","20","","",""
"Disabled","2008","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","2008","Couple + C. GT 16 ","no migration background","239","0.090822880747794","0.0803024896963088","0.101343271799279"
"Disabled","2008","Couple + C. GT 16 ","direct migration background","27","","",""
"Disabled","2008","Couple + C. GT 16 ","indirect migration background","7","","",""
"Disabled","2008","Couple + C. LE and GT 16","no migration background","35","0.0355368281281555","0.0238440663218763","0.0472295899344346"
"Disabled","2008","Couple + C. LE and GT 16","direct migration background","5","","",""
"Disabled","2008","Couple + C. LE and GT 16","indirect migration background","3","","",""
"Not disabled","2009","1-pers.-HH","no migration background","2173","0.813564134062668","0.798705153134572","0.828423114990764"
"Not disabled","2009","1-pers.-HH","direct migration background","159","0.857635826020031","0.807147497498654","0.908124154541409"
"Not disabled","2009","1-pers.-HH","indirect migration background","71","0.931641542717051","0.875637247132348","0.987645838301753"
"Not disabled","2009","(Married) couple without C. ","no migration background","4976","0.824869932287326","0.815276753701015","0.834463110873637"
"Not disabled","2009","(Married) couple without C. ","direct migration background","432","0.816234877734009","0.783137442804623","0.849332312663395"
"Not disabled","2009","(Married) couple without C. ","indirect migration background","108","0.953862551206957","0.915353275286862","0.992371827127052"
"Not disabled","2009","Single parent ","no migration background","775","0.93515852402372","0.918395981592552","0.951921066454889"
"Not disabled","2009","Single parent ","direct migration background","79","0.946795541332685","0.899902449168138","0.993688633497232"
"Not disabled","2009","Single parent ","indirect migration background","73","0.991950511967162","0.971591281265178","1.01230974266914"
"Not disabled","2009","Couple + C. LE 16 ","no migration background","2264","0.950371314071811","0.941596252447953","0.959146375695668"
"Not disabled","2009","Couple + C. LE 16 ","direct migration background","326","0.968770078300971","0.950199349552581","0.987340807049361"
"Not disabled","2009","Couple + C. LE 16 ","indirect migration background","166","0.992516151815044","0.979483742063638","1.00554856156645"
"Not disabled","2009","Couple + C. GT 16 ","no migration background","2458","0.904575087923956","0.893447628983326","0.915702546864587"
"Not disabled","2009","Couple + C. GT 16 ","direct migration background","283","0.924055664919716","0.894754827957038","0.953356501882394"
"Not disabled","2009","Couple + C. GT 16 ","indirect migration background","158","0.97247373858032","0.947356791825303","0.997590685335337"
"Not disabled","2009","Couple + C. LE and GT 16","no migration background","875","0.965777945727918","0.953959569013791","0.977596322442046"
"Not disabled","2009","Couple + C. LE and GT 16","direct migration background","164","0.966672262399051","0.939611047885114","0.993733476912988"
"Not disabled","2009","Couple + C. LE and GT 16","indirect migration background","97","0.941009891152466","0.895286893226006","0.986732889078927"
"Disabled","2009","1-pers.-HH","no migration background","466","0.186435865937332","0.171576885009236","0.201294846865428"
"Disabled","2009","1-pers.-HH","direct migration background","25","","",""
"Disabled","2009","1-pers.-HH","indirect migration background","7","","",""
