"m11124","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Not disabled","1987","Single parent ","no migration background","383","0.936578465239458","0.9129006654477","0.960256265031216"
"Not disabled","1987","Single parent ","direct migration background","98","0.92583111976596","0.875224628504146","0.976437611027775"
"Not disabled","1987","Single parent ","indirect migration background","10","","",""
"Not disabled","1987","Couple + C. LE 16 ","no migration background","1415","0.961933516241715","0.952141391354093","0.971725641129338"
"Not disabled","1987","Couple + C. LE 16 ","direct migration background","850","0.964092367320434","0.951721763113431","0.976462971527437"
"Not disabled","1987","Couple + C. LE 16 ","indirect migration background","22","","",""
"Not disabled","1987","Couple + C. GT 16 ","no migration background","1464","0.907064659254781","0.892838172275599","0.921291146233963"
"Not disabled","1987","Couple + C. GT 16 ","direct migration background","453","0.86671324748244","0.836801728824295","0.896624766140586"
"Not disabled","1987","Couple + C. GT 16 ","indirect migration background","56","1","1","1"
"Not disabled","1987","Couple + C. LE and GT 16","no migration background","608","0.925730960581325","0.905619769230704","0.945842151931945"
"Not disabled","1987","Couple + C. LE and GT 16","direct migration background","530","0.943227712676103","0.923888302777119","0.962567122575086"
"Not disabled","1987","Couple + C. LE and GT 16","indirect migration background","50","0.959585903504776","0.906568491651389","1.01260331535816"
"Disabled","1987","1-pers.-HH","no migration background","118","0.136640234332025","0.11440976533379","0.158870703330261"
"Disabled","1987","1-pers.-HH","direct migration background","7","","",""
"Disabled","1987","1-pers.-HH","indirect migration background","1","","",""
"Disabled","1987","(Married) couple without C. ","no migration background","324","0.182273739540026","0.165147019105194","0.199400459974858"
"Disabled","1987","(Married) couple without C. ","direct migration background","39","0.164858993349921","0.127502619569333","0.20221536713051"
"Disabled","1987","(Married) couple without C. ","indirect migration background","2","","",""
"Disabled","1987","Single parent ","no migration background","24","","",""
"Disabled","1987","Single parent ","direct migration background","5","","",""
"Disabled","1987","Single parent ","indirect migration background","1","","",""
"Disabled","1987","Couple + C. LE 16 ","no migration background","52","0.0380664837582846","0.0282743588706623","0.0478586086459068"
"Disabled","1987","Couple + C. LE 16 ","direct migration background","19","","",""
"Disabled","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1987","Couple + C. GT 16 ","no migration background","136","0.0929353407452193","0.0787088537660375","0.107161827724401"
"Disabled","1987","Couple + C. GT 16 ","direct migration background","43","0.13328675251756","0.103375233859414","0.163198271175705"
"Disabled","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Disabled","1987","Couple + C. LE and GT 16","no migration background","45","0.0742690394186751","0.0541578480680546","0.0943802307692957"
"Disabled","1987","Couple + C. LE and GT 16","direct migration background","20","","",""
"Disabled","1987","Couple + C. LE and GT 16","indirect migration background","3","","",""
"Not disabled","1988","1-pers.-HH","no migration background","752","0.846861384319276","0.823068051558443","0.870654717080109"
"Not disabled","1988","1-pers.-HH","direct migration background","160","0.904130708121758","0.860259417662661","0.948001998580855"
"Not disabled","1988","1-pers.-HH","indirect migration background","11","","",""
"Not disabled","1988","(Married) couple without C. ","no migration background","1502","0.797810301872559","0.779488778769399","0.816131824975719"
"Not disabled","1988","(Married) couple without C. ","direct migration background","363","0.808062860836119","0.77021829670041","0.845907424971829"
"Not disabled","1988","(Married) couple without C. ","indirect migration background","14","","",""
"Not disabled","1988","Single parent ","no migration background","368","0.939458746312278","0.915850179713054","0.963067312911501"
"Not disabled","1988","Single parent ","direct migration background","98","0.933145945479679","0.884910294843896","0.981381596115462"
"Not disabled","1988","Single parent ","indirect migration background","12","","",""
"Not disabled","1988","Couple + C. LE 16 ","no migration background","1378","0.962093293558864","0.95218143838128","0.972005148736447"
"Not disabled","1988","Couple + C. LE 16 ","direct migration background","753","0.965342850869506","0.952481849291951","0.97820385244706"
"Not disabled","1988","Couple + C. LE 16 ","indirect migration background","27","","",""
"Not disabled","1988","Couple + C. GT 16 ","no migration background","1473","0.895502828078154","0.880652363569833","0.910353292586475"
"Not disabled","1988","Couple + C. GT 16 ","direct migration background","433","0.834075975852631","0.800899368888535","0.867252582816728"
"Not disabled","1988","Couple + C. GT 16 ","indirect migration background","85","0.963177753230532","0.924052113529948","1.00230339293112"
"Not disabled","1988","Couple + C. LE and GT 16","no migration background","508","0.935777875900619","0.915062840849042","0.956492910952196"
"Not disabled","1988","Couple + C. LE and GT 16","direct migration background","473","0.966525337497644","0.950615268236021","0.982435406759268"
"Not disabled","1988","Couple + C. LE and GT 16","indirect migration background","54","0.966277082967141","0.918998169825144","1.01355599610914"
"Disabled","1988","1-pers.-HH","no migration background","128","0.153138615680724","0.129345282919891","0.176931948441557"
"Disabled","1988","1-pers.-HH","direct migration background","13","","",""
"Disabled","1988","1-pers.-HH","indirect migration background","1","","",""
"Disabled","1988","(Married) couple without C. ","no migration background","344","0.202189698127441","0.183868175024281","0.220511221230601"
"Disabled","1988","(Married) couple without C. ","direct migration background","53","0.191937139163881","0.154092575028171","0.22978170329959"
"Disabled","1988","(Married) couple without C. ","indirect migration background","3","","",""
"Disabled","1988","Single parent ","no migration background","24","","",""
"Disabled","1988","Single parent ","direct migration background","5","","",""
"Disabled","1988","Single parent ","indirect migration background","","","",""
"Disabled","1988","Couple + C. LE 16 ","no migration background","48","0.0379067064411363","0.027994851263553","0.0478185616187196"
"Disabled","1988","Couple + C. LE 16 ","direct migration background","24","","",""
"Disabled","1988","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1988","Couple + C. GT 16 ","no migration background","157","0.104497171921846","0.0896467074135248","0.119347636430166"
"Disabled","1988","Couple + C. GT 16 ","direct migration background","50","0.165924024147369","0.132747417183272","0.199100631111465"
"Disabled","1988","Couple + C. GT 16 ","indirect migration background","4","","",""
"Disabled","1988","Couple + C. LE and GT 16","no migration background","30","0.0642221240993809","0.0435070890478036","0.0849371591509583"
"Disabled","1988","Couple + C. LE and GT 16","direct migration background","18","","",""
"Disabled","1988","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","1989","1-pers.-HH","no migration background","742","0.826887065021397","0.801960392127592","0.851813737915202"
"Not disabled","1989","1-pers.-HH","direct migration background","151","0.908340082129685","0.864312981111081","0.952367183148288"
"Not disabled","1989","1-pers.-HH","indirect migration background","10","","",""
"Not disabled","1989","(Married) couple without C. ","no migration background","1472","0.784379392928314","0.765552654943914","0.803206130912715"
"Not disabled","1989","(Married) couple without C. ","direct migration background","347","0.810504286893316","0.772098607845348","0.848909965941284"
"Not disabled","1989","(Married) couple without C. ","indirect migration background","20","","",""
"Not disabled","1989","Single parent ","no migration background","334","0.91999192382895","0.891966269443366","0.948017578214535"
"Not disabled","1989","Single parent ","direct migration background","94","0.923576229999731","0.871504897259345","0.975647562740117"
"Not disabled","1989","Single parent ","indirect migration background","12","","",""
"Not disabled","1989","Couple + C. LE 16 ","no migration background","1338","0.961166819326023","0.950988386550455","0.971345252101591"
"Not disabled","1989","Couple + C. LE 16 ","direct migration background","719","0.977589288279881","0.966866725636465","0.988311850923298"
"Not disabled","1989","Couple + C. LE 16 ","indirect migration background","25","","",""
"Not disabled","1989","Couple + C. GT 16 ","no migration background","1409","0.904004205250926","0.889305588795647","0.918702821706205"
"Not disabled","1989","Couple + C. GT 16 ","direct migration background","434","0.860296250428271","0.829474450098787","0.891118050757755"
"Not disabled","1989","Couple + C. GT 16 ","indirect migration background","105","0.974342341482112","0.944522830876836","1.00416185208739"
"Not disabled","1989","Couple + C. LE and GT 16","no migration background","434","0.943813585538287","0.922746691071608","0.964880480004966"
"Not disabled","1989","Couple + C. LE and GT 16","direct migration background","434","0.965902005344723","0.949245011596969","0.982558999092476"
"Not disabled","1989","Couple + C. LE and GT 16","indirect migration background","67","0.980995442647196","0.948778381611941","1.01321250368245"
"Disabled","1989","1-pers.-HH","no migration background","143","0.173112934978603","0.148186262084798","0.198039607872408"
"Disabled","1989","1-pers.-HH","direct migration background","14","","",""
"Disabled","1989","1-pers.-HH","indirect migration background","1","","",""
"Disabled","1989","(Married) couple without C. ","no migration background","361","0.215620607071686","0.196793869087285","0.234447345056086"
"Disabled","1989","(Married) couple without C. ","direct migration background","53","0.189495713106684","0.151090034058716","0.227901392154652"
"Disabled","1989","(Married) couple without C. ","indirect migration background","3","","",""
"Disabled","1989","Single parent ","no migration background","26","","",""
"Disabled","1989","Single parent ","direct migration background","6","","",""
"Disabled","1989","Single parent ","indirect migration background","","","",""
"Disabled","1989","Couple + C. LE 16 ","no migration background","46","0.0388331806739767","0.0286547478984087","0.0490116134495448"
"Disabled","1989","Couple + C. LE 16 ","direct migration background","13","","",""
"Disabled","1989","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1989","Couple + C. GT 16 ","no migration background","134","0.095995794749074","0.0812971782937947","0.110694411204353"
"Disabled","1989","Couple + C. GT 16 ","direct migration background","52","0.139703749571729","0.108881949242245","0.170525549901213"
"Disabled","1989","Couple + C. GT 16 ","indirect migration background","3","","",""
"Disabled","1989","Couple + C. LE and GT 16","no migration background","25","","",""
"Disabled","1989","Couple + C. LE and GT 16","direct migration background","22","","",""
"Disabled","1989","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","1990","1-pers.-HH","no migration background","","","",""
"Not disabled","1990","1-pers.-HH","direct migration background","","","",""
"Not disabled","1990","1-pers.-HH","indirect migration background","","","",""
"Not disabled","1990","(Married) couple without C. ","no migration background","","","",""
"Not disabled","1990","(Married) couple without C. ","direct migration background","","","",""
"Not disabled","1990","(Married) couple without C. ","indirect migration background","","","",""
"Not disabled","1990","Single parent ","no migration background","","","",""
"Not disabled","1990","Single parent ","direct migration background","","","",""
"Not disabled","1990","Single parent ","indirect migration background","","","",""
"Not disabled","1990","Couple + C. LE 16 ","no migration background","","","",""
"Not disabled","1990","Couple + C. LE 16 ","direct migration background","","","",""
"Not disabled","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Not disabled","1990","Couple + C. GT 16 ","no migration background","","","",""
"Not disabled","1990","Couple + C. GT 16 ","direct migration background","","","",""
"Not disabled","1990","Couple + C. GT 16 ","indirect migration background","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","no migration background","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","indirect migration background","","","",""
"Disabled","1990","1-pers.-HH","no migration background","","","",""
"Disabled","1990","1-pers.-HH","direct migration background","","","",""
"Disabled","1990","1-pers.-HH","indirect migration background","","","",""
"Disabled","1990","(Married) couple without C. ","no migration background","","","",""
"Disabled","1990","(Married) couple without C. ","direct migration background","","","",""
"Disabled","1990","(Married) couple without C. ","indirect migration background","","","",""
"Disabled","1990","Single parent ","no migration background","","","",""
"Disabled","1990","Single parent ","direct migration background","","","",""
"Disabled","1990","Single parent ","indirect migration background","","","",""
"Disabled","1990","Couple + C. LE 16 ","no migration background","","","",""
"Disabled","1990","Couple + C. LE 16 ","direct migration background","","","",""
"Disabled","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1990","Couple + C. GT 16 ","no migration background","","","",""
"Disabled","1990","Couple + C. GT 16 ","direct migration background","","","",""
"Disabled","1990","Couple + C. GT 16 ","indirect migration background","","","",""
"Disabled","1990","Couple + C. LE and GT 16","no migration background","","","",""
"Disabled","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Disabled","1990","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1991","1-pers.-HH","no migration background","1001","0.852310974445768","0.831742687209836","0.872879261681701"
"Not disabled","1991","1-pers.-HH","direct migration background","160","0.882831285284902","0.835315660126274","0.93034691044353"
"Not disabled","1991","1-pers.-HH","indirect migration background","16","","",""
"Not disabled","1991","(Married) couple without C. ","no migration background","2335","0.826844059473345","0.812576952361642","0.841111166585048"
"Not disabled","1991","(Married) couple without C. ","direct migration background","419","0.815876590175124","0.781453460645953","0.850299719704295"
"Not disabled","1991","(Married) couple without C. ","indirect migration background","29","","",""
"Not disabled","1991","Single parent ","no migration background","512","0.930133477425395","0.908731345255252","0.951535609595537"
"Not disabled","1991","Single parent ","direct migration background","85","0.958029718725152","0.916602357909767","0.999457079540538"
"Not disabled","1991","Single parent ","indirect migration background","22","","",""
"Not disabled","1991","Couple + C. LE 16 ","no migration background","2671","0.980662065138715","0.97547539659099","0.985848733686441"
"Not disabled","1991","Couple + C. LE 16 ","direct migration background","696","0.966998083131954","0.953903928668956","0.980092237594953"
"Not disabled","1991","Couple + C. LE 16 ","indirect migration background","30","0.888218912966013","0.777298515623504","0.999139310308521"
"Not disabled","1991","Couple + C. GT 16 ","no migration background","2045","0.919533031650285","0.908093436168583","0.930972627131987"
"Not disabled","1991","Couple + C. GT 16 ","direct migration background","443","0.88022659341509","0.851737720898371","0.908715465931809"
"Not disabled","1991","Couple + C. GT 16 ","indirect migration background","133","0.982339172622337","0.960202370091623","1.00447597515305"
"Not disabled","1991","Couple + C. LE and GT 16","no migration background","704","0.948683116946294","0.932677317097729","0.964688916794859"
"Not disabled","1991","Couple + C. LE and GT 16","direct migration background","375","0.97071360822754","0.953958324623359","0.98746889183172"
"Not disabled","1991","Couple + C. LE and GT 16","indirect migration background","94","0.989316639675753","0.968643431239484","1.00998984811202"
"Disabled","1991","1-pers.-HH","no migration background","142","0.147689025554232","0.127120738318299","0.168257312790164"
"Disabled","1991","1-pers.-HH","direct migration background","16","","",""
"Disabled","1991","1-pers.-HH","indirect migration background","2","","",""
"Disabled","1991","(Married) couple without C. ","no migration background","367","0.173155940526655","0.158888833414952","0.187423047638358"
"Disabled","1991","(Married) couple without C. ","direct migration background","68","0.184123409824876","0.149700280295705","0.218546539354047"
"Disabled","1991","(Married) couple without C. ","indirect migration background","1","","",""
"Disabled","1991","Single parent ","no migration background","33","0.0698665225746052","0.0484643904044628","0.0912686547447477"
"Disabled","1991","Single parent ","direct migration background","5","","",""
"Disabled","1991","Single parent ","indirect migration background","","","",""
"Disabled","1991","Couple + C. LE 16 ","no migration background","37","0.0193379348612847","0.0141512663135592","0.0245246034090101"
"Disabled","1991","Couple + C. LE 16 ","direct migration background","19","","",""
"Disabled","1991","Couple + C. LE 16 ","indirect migration background","1","","",""
"Disabled","1991","Couple + C. GT 16 ","no migration background","127","0.0804669683497151","0.0690273728680131","0.0919065638314171"
"Disabled","1991","Couple + C. GT 16 ","direct migration background","56","0.11977340658491","0.0912845340681909","0.148262279101629"
"Disabled","1991","Couple + C. GT 16 ","indirect migration background","3","","",""
"Disabled","1991","Couple + C. LE and GT 16","no migration background","26","","",""
"Disabled","1991","Couple + C. LE and GT 16","direct migration background","14","","",""
"Disabled","1991","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Not disabled","1992","1-pers.-HH","no migration background","966","0.832804704137983","0.811124639540458","0.854484768735509"
"Not disabled","1992","1-pers.-HH","direct migration background","159","0.875577128042094","0.826675155028627","0.924479101055561"
"Not disabled","1992","1-pers.-HH","indirect migration background","19","","",""
"Not disabled","1992","(Married) couple without C. ","no migration background","2261","0.800661359844043","0.785636743578501","0.815685976109585"
"Not disabled","1992","(Married) couple without C. ","direct migration background","416","0.790317309779115","0.75459990831932","0.82603471123891"
"Not disabled","1992","(Married) couple without C. ","indirect migration background","28","","",""
"Not disabled","1992","Single parent ","no migration background","461","0.924151056667145","0.900921331702093","0.947380781632197"
"Not disabled","1992","Single parent ","direct migration background","98","0.950748726649918","0.909160248428644","0.992337204871192"
"Not disabled","1992","Single parent ","indirect migration background","32","1","1","1"
"Not disabled","1992","Couple + C. LE 16 ","no migration background","2550","0.973477625559474","0.967321387325343","0.979633863793606"
"Not disabled","1992","Couple + C. LE 16 ","direct migration background","621","0.957851177882908","0.942259979710684","0.973442376055132"
"Not disabled","1992","Couple + C. LE 16 ","indirect migration background","35","0.821183412023097","0.697710635306424","0.944656188739769"
"Not disabled","1992","Couple + C. GT 16 ","no migration background","1872","0.901893692957583","0.88899516804831","0.914792217866856"
"Not disabled","1992","Couple + C. GT 16 ","direct migration background","456","0.894623575730375","0.868105843877869","0.921141307582881"
"Not disabled","1992","Couple + C. GT 16 ","indirect migration background","162","0.977760155496304","0.955395001319414","1.00012530967319"
"Not disabled","1992","Couple + C. LE and GT 16","no migration background","664","0.955244261281276","0.939771507426028","0.970717015136525"
"Not disabled","1992","Couple + C. LE and GT 16","direct migration background","357","0.959849410528733","0.939873404962913","0.979825416094552"
"Not disabled","1992","Couple + C. LE and GT 16","indirect migration background","100","0.98850984491381","0.967827420306557","1.00919226952106"
"Disabled","1992","1-pers.-HH","no migration background","172","0.167195295862017","0.145515231264491","0.188875360459542"
"Disabled","1992","1-pers.-HH","direct migration background","16","","",""
"Disabled","1992","1-pers.-HH","indirect migration background","2","","",""
"Disabled","1992","(Married) couple without C. ","no migration background","455","0.199338640155957","0.184314023890415","0.214363256421499"
"Disabled","1992","(Married) couple without C. ","direct migration background","83","0.209682690220885","0.17396528876109","0.24540009168068"
"Disabled","1992","(Married) couple without C. ","indirect migration background","1","","",""
"Disabled","1992","Single parent ","no migration background","38","0.075848943332855","0.0526192183678027","0.0990786682979074"
"Disabled","1992","Single parent ","direct migration background","6","","",""
"Disabled","1992","Single parent ","indirect migration background","","","",""
"Disabled","1992","Couple + C. LE 16 ","no migration background","67","0.0265223744405258","0.0203661362063944","0.0326786126746571"
"Disabled","1992","Couple + C. LE 16 ","direct migration background","17","","",""
"Disabled","1992","Couple + C. LE 16 ","indirect migration background","2","","",""
"Disabled","1992","Couple + C. GT 16 ","no migration background","171","0.098106307042417","0.0852077821331443","0.11100483195169"
"Disabled","1992","Couple + C. GT 16 ","direct migration background","59","0.105376424269625","0.0788586924171188","0.131894156122131"
"Disabled","1992","Couple + C. GT 16 ","indirect migration background","5","","",""
"Disabled","1992","Couple + C. LE and GT 16","no migration background","22","","",""
"Disabled","1992","Couple + C. LE and GT 16","direct migration background","14","","",""
"Disabled","1992","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","1993","1-pers.-HH","no migration background","","","",""
"Not disabled","1993","1-pers.-HH","direct migration background","","","",""
"Not disabled","1993","1-pers.-HH","indirect migration background","","","",""
"Not disabled","1993","(Married) couple without C. ","no migration background","","","",""
