"m11124","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1987","higher vocational","Rural Area","107","0.910494980659785","0.85854545699687","0.9624445043227","0"
"Not disabled","1987","higher education","Urban Area","577","0.917852492223161","0.896255864964256","0.939449119482066","0"
"Not disabled","1987","higher education","Rural Area","110","0.893682459257396","0.838531693604291","0.948833224910502","0"
"Disabled","1988","inadequately","Urban Area","56","0.132580804136594","0.105513545440428","0.15964806283276","1"
"Disabled","1988","in school","Rural Area","1","","","","1"
"Disabled","1988","higher education","Rural Area","8","","","","1"
"Disabled","1988","inadequately","Rural Area","8","","","","1"
"Disabled","1988","general elemantary","Urban Area","179","0.125848076476895","0.111755868987846","0.139940283965943","1"
"Disabled","1988","higher vocational","Rural Area","8","","","","1"
"Disabled","1988","general elemantary","Rural Area","52","0.0981063990825171","0.074265434663381","0.121947363501653","1"
"Disabled","1988","higher education","Urban Area","45","0.0904084385011874","0.0672495272139081","0.113567349788467","1"
"Disabled","1988","in school","Urban Area","","","","","1"
"Disabled","1988","higher vocational","Urban Area","61","0.161066700908821","0.126241566237978","0.195891835579665","1"
"Disabled","1988","middle vocational","Urban Area","416","0.138267334049377","0.127170530869274","0.14936413722948","1"
"Disabled","1988","middle vocational","Rural Area","87","0.0995349746331757","0.081153418336476","0.117916530929875","1"
"Disabled","1988","vocational + Abi","Urban Area","18","","","","1"
"Disabled","1988","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1988","in school","Urban Area","135","1","1","1","0"
"Not disabled","1988","in school","Rural Area","27","","","","0"
"Not disabled","1988","inadequately","Urban Area","547","0.867419195863406","0.84035193716724","0.894486454559572","0"
"Not disabled","1988","inadequately","Rural Area","87","0.7790660462841","0.695639424261605","0.862492668306596","0"
"Not disabled","1988","general elemantary","Urban Area","1949","0.874151923523105","0.860059716034057","0.888244131012154","0"
"Not disabled","1988","general elemantary","Rural Area","546","0.901893600917483","0.878052636498347","0.925734565336619","0"
"Not disabled","1988","middle vocational","Urban Area","3301","0.861732665950623","0.85063586277052","0.872829469130726","0"
"Not disabled","1988","middle vocational","Rural Area","932","0.900465025366824","0.882083469070125","0.918846581663524","0"
"Not disabled","1988","vocational + Abi","Urban Area","217","0.913409718079375","0.877452875341278","0.949366560817473","0"
"Not disabled","1988","vocational + Abi","Rural Area","30","0.817610378207216","0.691465361167892","0.94375539524654","0"
"Not disabled","1988","higher vocational","Urban Area","367","0.838933299091179","0.804108164420335","0.873758433762022","0"
"Not disabled","1988","higher vocational","Rural Area","103","0.914996838765586","0.863115169950338","0.966878507580834","0"
"Not disabled","1988","higher education","Urban Area","544","0.909591561498813","0.886432650211533","0.932750472786092","0"
"Not disabled","1988","higher education","Rural Area","103","0.906270703082356","0.852051484807184","0.960489921357528","0"
"Disabled","1989","inadequately","Urban Area","61","0.155648554681524","0.125991616185649","0.185305493177399","1"
"Disabled","1989","higher vocational","Rural Area","9","","","","1"
"Disabled","1989","higher education","Urban Area","47","0.0940882411306479","0.0704704289902401","0.117706053271056","1"
"Disabled","1989","in school","Rural Area","1","","","","1"
"Disabled","1989","higher vocational","Urban Area","57","0.155957268013759","0.120752374408419","0.191162161619099","1"
"Disabled","1989","higher education","Rural Area","8","","","","1"
"Disabled","1989","inadequately","Rural Area","7","","","","1"
"Disabled","1989","general elemantary","Urban Area","170","0.128532971787293","0.113952365216176","0.143113578358411","1"
"Disabled","1989","general elemantary","Rural Area","61","0.132082757387236","0.103837809762061","0.16032770501241","1"
"Disabled","1989","in school","Urban Area","1","","","","1"
"Disabled","1989","middle vocational","Urban Area","406","0.141369954083984","0.130053265869391","0.152686642298577","1"
"Disabled","1989","middle vocational","Rural Area","89","0.112266547290166","0.0924710103934467","0.132062084186885","1"
"Disabled","1989","vocational + Abi","Urban Area","18","","","","1"
"Disabled","1989","vocational + Abi","Rural Area","4","","","","1"
"Not disabled","1989","in school","Urban Area","146","0.992928931042098","0.979383555744571","1.00647430633962","0"
"Not disabled","1989","in school","Rural Area","26","","","","0"
"Not disabled","1989","inadequately","Urban Area","513","0.844351445318476","0.814694506822601","0.874008383814351","0"
"Not disabled","1989","inadequately","Rural Area","77","0.801698128680735","0.716431853940166","0.886964403421304","0"
"Not disabled","1989","general elemantary","Urban Area","1854","0.871467028212707","0.856886421641589","0.886047634783824","0"
"Not disabled","1989","general elemantary","Rural Area","491","0.867917242612764","0.83967229498759","0.896162190237939","0"
"Not disabled","1989","middle vocational","Urban Area","3235","0.858630045916016","0.847313357701423","0.869946734130609","0"
"Not disabled","1989","middle vocational","Rural Area","888","0.887733452709834","0.867937915813115","0.907528989606553","0"
"Not disabled","1989","vocational + Abi","Urban Area","235","0.923603017007782","0.890871313698594","0.95633472031697","0"
"Not disabled","1989","vocational + Abi","Rural Area","33","0.858455489474409","0.746136642755998","0.970774336192821","0"
"Not disabled","1989","higher vocational","Urban Area","351","0.844042731986241","0.808837838380901","0.879247625591581","0"
"Not disabled","1989","higher vocational","Rural Area","99","0.897180564730454","0.839899148243926","0.954461981216982","0"
"Not disabled","1989","higher education","Urban Area","540","0.905911758869352","0.882293946728944","0.92952957100976","0"
"Not disabled","1989","higher education","Rural Area","99","0.909073300051561","0.854597782115485","0.963548817987637","0"
"Disabled","1990","inadequately","Urban Area","","","","","1"
"Disabled","1990","higher vocational","Rural Area","","","","","1"
"Disabled","1990","higher education","Urban Area","","","","","1"
"Disabled","1990","in school","Rural Area","","","","","1"
"Disabled","1990","inadequately","Rural Area","","","","","1"
"Disabled","1990","higher vocational","Urban Area","","","","","1"
"Disabled","1990","higher education","Rural Area","","","","","1"
"Disabled","1990","general elemantary","Urban Area","","","","","1"
"Disabled","1990","general elemantary","Rural Area","","","","","1"
"Disabled","1990","in school","Urban Area","","","","","1"
"Disabled","1990","middle vocational","Urban Area","","","","","1"
"Disabled","1990","middle vocational","Rural Area","","","","","1"
"Disabled","1990","vocational + Abi","Urban Area","","","","","1"
"Disabled","1990","vocational + Abi","Rural Area","","","","","1"
"Not disabled","1990","in school","Urban Area","","","","","0"
"Not disabled","1990","in school","Rural Area","","","","","0"
"Not disabled","1990","inadequately","Urban Area","","","","","0"
"Not disabled","1990","inadequately","Rural Area","","","","","0"
"Not disabled","1990","general elemantary","Urban Area","","","","","0"
"Not disabled","1990","general elemantary","Rural Area","","","","","0"
"Not disabled","1990","middle vocational","Urban Area","","","","","0"
"Not disabled","1990","middle vocational","Rural Area","","","","","0"
"Not disabled","1990","vocational + Abi","Urban Area","","","","","0"
"Not disabled","1990","vocational + Abi","Rural Area","","","","","0"
"Not disabled","1990","higher vocational","Urban Area","","","","","0"
"Not disabled","1990","higher vocational","Rural Area","","","","","0"
"Not disabled","1990","higher education","Urban Area","","","","","0"
"Not disabled","1990","higher education","Rural Area","","","","","0"
"Disabled","1991","general elemantary","Urban Area","175","0.128272477149004","0.113704476341793","0.142840477956215","1"
"Disabled","1991","inadequately","Urban Area","63","0.151402812463731","0.121446764887429","0.181358860040034","1"
"Disabled","1991","inadequately","Rural Area","8","","","","1"
"Disabled","1991","in school","Rural Area","1","","","","1"
"Disabled","1991","higher vocational","Rural Area","9","","","","1"
"Disabled","1991","higher education","Urban Area","49","0.0710929916990084","0.055093330781164","0.0870926526168528","1"
"Disabled","1991","general elemantary","Rural Area","55","0.0945218564621974","0.0747731156066703","0.114270597317725","1"
"Disabled","1991","higher vocational","Urban Area","50","0.127652121818757","0.0976740643244937","0.157630179313019","1"
"Disabled","1991","higher education","Rural Area","8","","","","1"
"Disabled","1991","in school","Urban Area","2","","","","1"
"Disabled","1991","middle vocational","Urban Area","410","0.130952333785312","0.12086105819229","0.141043609378334","1"
"Disabled","1991","middle vocational","Rural Area","94","0.0648456160696527","0.0553305859952877","0.0743606461440178","1"
"Disabled","1991","vocational + Abi","Urban Area","25","","","","1"
"Disabled","1991","vocational + Abi","Rural Area","4","","","","1"
"Not disabled","1991","in school","Urban Area","120","0.974993380514686","0.947285934092609","1.00270082693676","0"
"Not disabled","1991","in school","Rural Area","38","0.965914149345195","0.908966982848103","1.02286131584229","0"
"Not disabled","1991","inadequately","Urban Area","487","0.848597187536269","0.818641139959966","0.878553235112571","0"
"Not disabled","1991","inadequately","Rural Area","102","0.841533182340503","0.773290429215953","0.909775935465053","0"
"Not disabled","1991","general elemantary","Urban Area","1849","0.871727522850996","0.857159522043785","0.886295523658207","0"
"Not disabled","1991","general elemantary","Rural Area","788","0.905478143537803","0.885729402682275","0.92522688439333","0"
"Not disabled","1991","middle vocational","Urban Area","3883","0.869047666214688","0.858956390621666","0.87913894180771","0"
"Not disabled","1991","middle vocational","Rural Area","2479","0.935154383930347","0.925639353855982","0.944669414004712","0"
"Not disabled","1991","vocational + Abi","Urban Area","271","0.906632784773876","0.873488004208608","0.939777565339144","0"
"Not disabled","1991","vocational + Abi","Rural Area","79","0.914655847380781","0.85454888401612","0.974762810745442","0"
"Not disabled","1991","higher vocational","Urban Area","426","0.872347878181244","0.842369820686981","0.902325935675506","0"
"Not disabled","1991","higher vocational","Rural Area","270","0.941099372420444","0.913473010794984","0.968725734045905","0"
"Not disabled","1991","higher education","Urban Area","942","0.928907008300992","0.912907347383147","0.944906669218836","0"
"Not disabled","1991","higher education","Rural Area","664","0.973201601026062","0.960991499188826","0.985411702863299","0"
"Disabled","1992","general elemantary","Urban Area","190","0.135592532294669","0.120455387871836","0.150729676717501","1"
"Disabled","1992","inadequately","Urban Area","66","0.179235477337983","0.146364052983823","0.212106901692142","1"
"Disabled","1992","higher vocational","Rural Area","18","","","","1"
"Disabled","1992","inadequately","Rural Area","10","","","","1"
"Disabled","1992","higher education","Urban Area","72","0.0931159122579198","0.0751409049044512","0.111090919611388","1"
"Disabled","1992","in school","Rural Area","","","","","1"
"Disabled","1992","general elemantary","Rural Area","75","0.126430822624949","0.103501751757299","0.149359893492599","1"
"Disabled","1992","higher education","Rural Area","34","0.0623236675255495","0.0432023909347708","0.0814449441163281","1"
"Disabled","1992","higher vocational","Urban Area","54","0.127415781779267","0.0976484532570606","0.157183110301474","1"
"Disabled","1992","in school","Urban Area","1","","","","1"
"Disabled","1992","middle vocational","Urban Area","468","0.144758075311776","0.134158466245423","0.155357684378129","1"
"Disabled","1992","middle vocational","Rural Area","172","0.0890512087047671","0.0776610839537462","0.100441333455788","1"
"Disabled","1992","vocational + Abi","Urban Area","20","","","","1"
"Disabled","1992","vocational + Abi","Rural Area","4","","","","1"
"Not disabled","1992","in school","Urban Area","129","0.995698169690733","0.984447797070202","1.00694854231126","0"
"Not disabled","1992","in school","Rural Area","57","1","1","1","0"
"Not disabled","1992","inadequately","Urban Area","457","0.820764522662017","0.787893098307858","0.853635947016177","0"
"Not disabled","1992","inadequately","Rural Area","90","0.789871182387266","0.710022264661989","0.869720100112543","0"
"Not disabled","1992","general elemantary","Urban Area","1775","0.864407467705331","0.849270323282499","0.879544612128164","0"
"Not disabled","1992","general elemantary","Rural Area","732","0.873569177375051","0.850640106507401","0.896498248242701","0"
"Not disabled","1992","middle vocational","Urban Area","3765","0.855241924688224","0.844642315621871","0.865841533754577","0"
"Not disabled","1992","middle vocational","Rural Area","2230","0.910948791295233","0.899558666544212","0.922338916046254","0"
"Not disabled","1992","vocational + Abi","Urban Area","281","0.924386721780367","0.894519782011055","0.954253661549679","0"
"Not disabled","1992","vocational + Abi","Rural Area","79","0.902006604910938","0.838046037779832","0.965967172042044","0"
"Not disabled","1992","higher vocational","Urban Area","428","0.872584218220733","0.842816889698526","0.902351546742939","0"
"Not disabled","1992","higher vocational","Rural Area","263","0.890484898492754","0.853972092003727","0.926997704981781","0"
"Not disabled","1992","higher education","Urban Area","932","0.90688408774208","0.888909080388612","0.924859095095549","0"
"Not disabled","1992","higher education","Rural Area","580","0.937676332474451","0.918555055883672","0.956797609065229","0"
"Disabled","1993","general elemantary","Urban Area","","","","","1"
"Disabled","1993","inadequately","Urban Area","","","","","1"
"Disabled","1993","inadequately","Rural Area","","","","","1"
"Disabled","1993","higher vocational","Rural Area","","","","","1"
"Disabled","1993","higher education","Urban Area","","","","","1"
"Disabled","1993","in school","Rural Area","","","","","1"
"Disabled","1993","general elemantary","Rural Area","","","","","1"
"Disabled","1993","higher education","Rural Area","","","","","1"
"Disabled","1993","higher vocational","Urban Area","","","","","1"
"Disabled","1993","in school","Urban Area","","","","","1"
"Disabled","1993","middle vocational","Urban Area","","","","","1"
"Disabled","1993","middle vocational","Rural Area","","","","","1"
"Disabled","1993","vocational + Abi","Urban Area","","","","","1"
"Disabled","1993","vocational + Abi","Rural Area","","","","","1"
"Not disabled","1993","in school","Urban Area","","","","","0"
"Not disabled","1993","in school","Rural Area","","","","","0"
"Not disabled","1993","inadequately","Urban Area","","","","","0"
"Not disabled","1993","inadequately","Rural Area","","","","","0"
"Not disabled","1993","general elemantary","Urban Area","","","","","0"
"Not disabled","1993","general elemantary","Rural Area","","","","","0"
"Not disabled","1993","middle vocational","Urban Area","","","","","0"
"Not disabled","1993","middle vocational","Rural Area","","","","","0"
"Not disabled","1993","vocational + Abi","Urban Area","","","","","0"
"Not disabled","1993","vocational + Abi","Rural Area","","","","","0"
"Not disabled","1993","higher vocational","Urban Area","","","","","0"
"Not disabled","1993","higher vocational","Rural Area","","","","","0"
"Not disabled","1993","higher education","Urban Area","","","","","0"
"Not disabled","1993","higher education","Rural Area","","","","","0"
"Disabled","1994","inadequately","Urban Area","53","0.138714741257251","0.107399195876764","0.170030286637738","1"
"Disabled","1994","general elemantary","Urban Area","191","0.149585104379326","0.132884174838528","0.166286033920125","1"
"Disabled","1994","in school","Rural Area","","","","","1"
"Disabled","1994","inadequately","Rural Area","8","","","","1"
"Disabled","1994","higher vocational","Rural Area","17","","","","1"
"Disabled","1994","higher education","Urban Area","64","0.0768385138734192","0.0607213484278297","0.0929556793190087","1"
"Disabled","1994","in school","Urban Area","","","","","1"
"Disabled","1994","general elemantary","Rural Area","72","0.116435439187098","0.0934496706531789","0.139421207721018","1"
"Disabled","1994","higher education","Rural Area","43","0.096087580295064","0.0724667965072704","0.119708364082858","1"
"Disabled","1994","higher vocational","Urban Area","61","0.157994916094267","0.125263272421604","0.190726559766929","1"
"Disabled","1994","middle vocational","Urban Area","455","0.138921228557996","0.12847743904394","0.149365018072052","1"
"Disabled","1994","middle vocational","Rural Area","165","0.0859135135174415","0.0745905133991606","0.0972365136357223","1"
"Disabled","1994","vocational + Abi","Urban Area","15","","","","1"
"Disabled","1994","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1994","general elemantary","Urban Area","1561","0.850414895620674","0.833713966079875","0.867115825161472","0"
"Not disabled","1994","general elemantary","Rural Area","676","0.883564560812901","0.860578792278982","0.906550329346821","0"
"Not disabled","1994","middle vocational","Urban Area","3758","0.861078771442004","0.850634981927948","0.87152256095606","0"
"Not disabled","1994","middle vocational","Rural Area","2188","0.914086486482559","0.902763486364278","0.925409486600839","0"
"Not disabled","1994","vocational + Abi","Urban Area","276","0.945927031779214","0.919942163496661","0.971911900061767","0"
"Not disabled","1994","in school","Urban Area","171","1","1","1","0"
"Not disabled","1994","in school","Rural Area","69","1","1","1","0"
"Not disabled","1994","inadequately","Urban Area","415","0.861285258742749","0.829969713362262","0.892600804123236","0"
"Not disabled","1994","inadequately","Rural Area","80","0.81280669364514","0.731308956887422","0.894304430402857","0"
"Not disabled","1994","vocational + Abi","Rural Area","95","0.889274241876047","0.828077318078324","0.95047116567377","0"
"Not disabled","1994","higher vocational","Urban Area","416","0.842005083905733","0.809273440233071","0.874736727578395","0"
"Not disabled","1994","higher vocational","Rural Area","262","0.89816295455936","0.862675368892007","0.933650540226712","0"
"Not disabled","1994","higher education","Urban Area","985","0.923161486126581","0.907044320680991","0.93927865157217","0"
"Not disabled","1994","higher education","Rural Area","555","0.903912419704936","0.880291635917142","0.92753320349273","0"
"Disabled","1995","in school","Rural Area","1","","","","1"
"Disabled","1995","inadequately","Urban Area","59","0.157025557653313","0.123184106165171","0.190867009141455","1"
"Disabled","1995","higher vocational","Rural Area","25","","","","1"
"Disabled","1995","higher education","Urban Area","73","0.0862600170711006","0.0698253326537225","0.102694701488479","1"
"Disabled","1995","inadequately","Rural Area","7","","","","1"
"Disabled","1995","general elemantary","Urban Area","186","0.150856291903688","0.134039398201363","0.167673185606013","1"
"Disabled","1995","higher education","Rural Area","48","0.106978621538351","0.0829003303259764","0.131056912750726","1"
"Disabled","1995","in school","Urban Area","1","","","","1"
"Disabled","1995","general elemantary","Rural Area","72","0.128336039773346","0.104494403666598","0.152177675880095","1"
"Disabled","1995","higher vocational","Urban Area","58","0.145076910849812","0.113169773825189","0.176984047874435","1"
"Disabled","1995","middle vocational","Urban Area","487","0.149516357568606","0.13881684221231","0.160215872924902","1"
"Disabled","1995","middle vocational","Rural Area","185","0.0987919667475043","0.0869038311268217","0.110680102368187","1"
"Disabled","1995","vocational + Abi","Urban Area","15","","","","1"
"Disabled","1995","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1995","general elemantary","Urban Area","1554","0.849143708096312","0.832326814393987","0.865960601798637","0"
"Not disabled","1995","general elemantary","Rural Area","684","0.871663960226654","0.847822324119905","0.895505596333402","0"
"Not disabled","1995","middle vocational","Urban Area","3780","0.850483642431394","0.839784127075098","0.86118315778769","0"
"Not disabled","1995","middle vocational","Rural Area","2235","0.901208033252496","0.889319897631813","0.913096168873178","0"
"Not disabled","1995","vocational + Abi","Urban Area","346","0.960202060710799","0.940036695144143","0.980367426277454","0"
"Not disabled","1995","in school","Urban Area","197","0.992085728964502","0.979743444360629","1.00442801356837","0"
"Not disabled","1995","in school","Rural Area","87","0.974842457756867","0.942122850789511","1.00756206472422","0"
"Not disabled","1995","inadequately","Urban Area","385","0.842974442346687","0.809132990858545","0.876815893834829","0"
"Not disabled","1995","inadequately","Rural Area","79","0.817082923519791","0.735375962418572","0.898789884621011","0"
"Not disabled","1995","vocational + Abi","Rural Area","108","0.887875880365611","0.829956845342648","0.945794915388573","0"
"Not disabled","1995","higher vocational","Urban Area","410","0.854923089150188","0.823015952125565","0.886830226174811","0"
"Not disabled","1995","higher vocational","Rural Area","264","0.869689502699083","0.830877059246593","0.908501946151573","0"
"Not disabled","1995","higher education","Urban Area","1048","0.913739982928899","0.897305298511521","0.930174667346278","0"
"Not disabled","1995","higher education","Rural Area","585","0.893021378461649","0.868943087249274","0.917099669674024","0"
"Disabled","1996","in school","Rural Area","","","","","1"
"Disabled","1996","inadequately","Urban Area","59","0.156327273059683","0.121131474923549","0.191523071195818","1"
"Disabled","1996","higher education","Urban Area","68","0.0787971387392305","0.0630953311365829","0.0944989463418781","1"
"Disabled","1996","higher education","Rural Area","45","0.103582626003813","0.079844587654237","0.127320664353389","1"
"Disabled","1996","higher vocational","Rural Area","26","","","","1"
"Disabled","1996","inadequately","Rural Area","10","","","","1"
"Disabled","1996","general elemantary","Urban Area","188","0.154239308788473","0.1368960032234","0.171582614353547","1"
"Disabled","1996","in school","Urban Area","","","","","1"
"Disabled","1996","general elemantary","Rural Area","85","0.145650604073056","0.120113596390859","0.171187611755254","1"
"Disabled","1996","higher vocational","Urban Area","55","0.136279220376331","0.105586952740717","0.166971488011944","1"
"Disabled","1996","middle vocational","Urban Area","485","0.151498203447193","0.140666699741749","0.162329707152638","1"
"Disabled","1996","middle vocational","Rural Area","193","0.103343024252274","0.0911922700687881","0.11549377843576","1"
"Disabled","1996","vocational + Abi","Urban Area","17","","","","1"
"Disabled","1996","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1996","general elemantary","Urban Area","1478","0.845760691211527","0.828417385646453","0.8631039967766","0"
"Not disabled","1996","general elemantary","Rural Area","648","0.854349395926944","0.828812388244746","0.879886403609141","0"
"Not disabled","1996","middle vocational","Urban Area","3724","0.848501796552807","0.837670292847362","0.859333300258251","0"
"Not disabled","1996","middle vocational","Rural Area","2218","0.896656975747726","0.88450622156424","0.908807729931212","0"
"Not disabled","1996","vocational + Abi","Urban Area","346","0.954322668881424","0.932844722252224","0.975800615510624","0"
"Not disabled","1996","in school","Urban Area","203","1","1","1","0"
"Not disabled","1996","in school","Rural Area","91","1","1","1","0"
"Not disabled","1996","inadequately","Urban Area","350","0.843672726940317","0.808476928804182","0.878868525076451","0"
"Not disabled","1996","inadequately","Rural Area","76","0.722592995823738","0.627968310049595","0.817217681597882","0"
"Not disabled","1996","vocational + Abi","Rural Area","109","0.886889583763686","0.829002023215311","0.944777144312061","0"
"Not disabled","1996","higher vocational","Urban Area","425","0.863720779623669","0.833028511988056","0.894413047259283","0"
"Not disabled","1996","higher vocational","Rural Area","259","0.832744509927068","0.789416200798081","0.876072819056055","0"
"Not disabled","1996","higher education","Urban Area","1063","0.92120286126077","0.905501053658122","0.936904668863417","0"
"Not disabled","1996","higher education","Rural Area","588","0.896417373996187","0.872679335646611","0.920155412345763","0"
"Disabled","1997","in school","Rural Area","1","","","","1"
"Disabled","1997","inadequately","Urban Area","54","0.146916069549885","0.111780554947886","0.182051584151884","1"
"Disabled","1997","higher vocational","Rural Area","20","","","","1"
"Disabled","1997","higher education","Urban Area","69","0.0813761603258067","0.0653851587575316","0.0973671618940817","1"
"Disabled","1997","higher education","Rural Area","42","0.078190038494675","0.0575032838914997","0.0988767930978504","1"
"Disabled","1997","inadequately","Rural Area","11","","","","1"
