"m11124","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1984","Couple + C. GT 16 ","Male","973","0.88532364911429","0.866355654614461","0.904291643614119","0"
"Not disabled","1984","Couple + C. GT 16 ","Female","853","0.933719305910322","0.917520399909585","0.94991821191106","0"
"Not disabled","1984","Couple + C. LE and GT 16","Male","871","0.937671941309692","0.922084337248909","0.953259545370476","0"
"Not disabled","1984","Couple + C. LE and GT 16","Female","772","0.972073700220362","0.960598988204383","0.983548412236341","0"
"Disabled","1985","1-pers.-HH","Male","44","0.123457233404141","0.0937170263770817","0.153197440431201","1"
"Disabled","1985","1-pers.-HH","Female","96","0.138923889184747","0.113411274072903","0.164436504296591","1"
"Disabled","1985","(Married) couple without C. ","Male","271","0.257465858554207","0.23283984826149","0.282091868846923","1"
"Disabled","1985","(Married) couple without C. ","Female","129","0.119985832239725","0.101669236651541","0.13830242782791","1"
"Disabled","1985","Couple + C. LE 16 ","Female","24","","","","1"
"Disabled","1985","Single parent ","Male","9","","","","1"
"Disabled","1985","Single parent ","Female","21","","","","1"
"Disabled","1985","Couple + C. LE 16 ","Male","68","0.0627175345720621","0.0497311715911121","0.0757038975530121","1"
"Disabled","1985","Couple + C. GT 16 ","Male","117","0.120651605908927","0.101472637152845","0.139830574665009","1"
"Disabled","1985","Couple + C. GT 16 ","Female","45","0.054948969355339","0.0401755032975704","0.0697224354131077","1"
"Disabled","1985","Couple + C. LE and GT 16","Male","39","0.060016437888034","0.0436393134901731","0.076393562285895","1"
"Disabled","1985","Couple + C. LE and GT 16","Female","13","","","","1"
"Not disabled","1985","1-pers.-HH","Male","426","0.876542766595859","0.846802559568799","0.906282973622918","0"
"Not disabled","1985","1-pers.-HH","Female","610","0.861076110815253","0.835563495703409","0.886588725927097","0"
"Not disabled","1985","(Married) couple without C. ","Male","940","0.742534141445793","0.717908131153077","0.76716015173851","0"
"Not disabled","1985","(Married) couple without C. ","Female","1080","0.880014167760275","0.86169757217209","0.898330763348459","0"
"Not disabled","1985","Single parent ","Male","179","0.941626626647686","0.908113424394707","0.975139828900666","0"
"Not disabled","1985","Single parent ","Female","332","0.9257044987413","0.898346886854821","0.953062110627779","0"
"Not disabled","1985","Couple + C. LE 16 ","Male","1271","0.937282465427938","0.924296102446988","0.950268828408888","0"
"Not disabled","1985","Couple + C. LE 16 ","Female","1315","0.975187737756804","0.96685600944448","0.983519466069129","0"
"Not disabled","1985","Couple + C. GT 16 ","Male","991","0.879348394091073","0.860169425334991","0.898527362847155","0"
"Not disabled","1985","Couple + C. GT 16 ","Female","869","0.945051030644661","0.930277564586892","0.95982449670243","0"
"Not disabled","1985","Couple + C. LE and GT 16","Male","769","0.939983562111966","0.923606437714105","0.956360686509827","0"
"Not disabled","1985","Couple + C. LE and GT 16","Female","668","0.979257716943129","0.96855358842818","0.989961845458078","0"
"Disabled","1986","1-pers.-HH","Male","","","","","1"
"Disabled","1986","1-pers.-HH","Female","","","","","1"
"Disabled","1986","Couple + C. LE 16 ","Female","","","","","1"
"Disabled","1986","(Married) couple without C. ","Male","2","","","","1"
"Disabled","1986","(Married) couple without C. ","Female","","","","","1"
"Disabled","1986","Single parent ","Male","","","","","1"
"Disabled","1986","Single parent ","Female","","","","","1"
"Disabled","1986","Couple + C. LE 16 ","Male","1","","","","1"
"Disabled","1986","Couple + C. GT 16 ","Male","","","","","1"
"Disabled","1986","Couple + C. GT 16 ","Female","2","","","","1"
"Disabled","1986","Couple + C. LE and GT 16","Male","1","","","","1"
"Disabled","1986","Couple + C. LE and GT 16","Female","","","","","1"
"Not disabled","1986","Single parent ","Male","180","1","1","1","0"
"Not disabled","1986","Single parent ","Female","331","1","1","1","0"
"Not disabled","1986","Couple + C. LE 16 ","Male","1204","0.999518080249456","0.998278892083051","1.00075726841586","0"
"Not disabled","1986","Couple + C. LE 16 ","Female","1206","1","1","1","0"
"Not disabled","1986","Couple + C. GT 16 ","Male","1162","1","1","1","0"
"Not disabled","1986","Couple + C. GT 16 ","Female","943","0.998945453215321","0.99687609345418","1.00101481297646","0"
"Not disabled","1986","1-pers.-HH","Male","456","1","1","1","0"
"Not disabled","1986","1-pers.-HH","Female","666","1","1","1","0"
"Not disabled","1986","(Married) couple without C. ","Male","1189","0.999458482460321","0.998137245076525","1.00077971984412","0"
"Not disabled","1986","(Married) couple without C. ","Female","1197","1","1","1","0"
"Not disabled","1986","Couple + C. LE and GT 16","Male","753","0.99886673164119","0.996465231734534","1.00126823154785","0"
"Not disabled","1986","Couple + C. LE and GT 16","Female","649","1","1","1","0"
"Disabled","1987","1-pers.-HH","Female","96","0.151007401072303","0.123732061571256","0.17828274057335","1"
"Disabled","1987","1-pers.-HH","Male","30","0.0926048991816417","0.0658220342694786","0.119387764093805","1"
"Disabled","1987","(Married) couple without C. ","Female","121","0.1172041474075","0.0987728124297245","0.135635482385275","1"
"Disabled","1987","(Married) couple without C. ","Male","244","0.243843277384946","0.219280620320777","0.268405934449115","1"
"Disabled","1987","Couple + C. LE 16 ","Female","22","","","","1"
"Disabled","1987","Single parent ","Male","12","","","","1"
"Disabled","1987","Single parent ","Female","18","","","","1"
"Disabled","1987","Couple + C. LE 16 ","Male","49","0.0485003438137414","0.0362381573764716","0.0607625302510113","1"
"Disabled","1987","Couple + C. GT 16 ","Male","130","0.127159934051299","0.108302570097175","0.146017298005423","1"
"Disabled","1987","Couple + C. GT 16 ","Female","49","0.0563838551426269","0.041739282405053","0.0710284278802008","1"
"Disabled","1987","Couple + C. LE and GT 16","Male","49","0.0975896585572593","0.075102273153193","0.120077043961326","1"
"Disabled","1987","Couple + C. LE and GT 16","Female","19","","","","1"
"Not disabled","1987","Single parent ","Male","182","0.931568656997661","0.896039721808281","0.967097592187041","0"
"Not disabled","1987","Single parent ","Female","309","0.935237928749539","0.908563468801384","0.961912388697694","0"
"Not disabled","1987","Couple + C. LE 16 ","Male","1130","0.951499656186259","0.939237469748989","0.963761842623528","0"
"Not disabled","1987","Couple + C. LE 16 ","Female","1157","0.973727080243237","0.964597223095191","0.982856937391283","0"
"Not disabled","1987","Couple + C. GT 16 ","Male","1069","0.872840065948701","0.853982701994576","0.891697429902825","0"
"Not disabled","1987","Couple + C. GT 16 ","Female","904","0.943616144857373","0.928971572119799","0.958260717594947","0"
"Not disabled","1987","1-pers.-HH","Male","420","0.907395100818358","0.880612235906195","0.934177965730521","0"
"Not disabled","1987","1-pers.-HH","Female","566","0.848992598927697","0.82171725942665","0.876267938428744","0"
"Not disabled","1987","(Married) couple without C. ","Male","930","0.756156722615054","0.731594065550885","0.780719379679224","0"
"Not disabled","1987","(Married) couple without C. ","Female","1049","0.8827958525925","0.864364517614725","0.901227187570275","0"
"Not disabled","1987","Couple + C. LE and GT 16","Male","620","0.902410341442741","0.879922956038674","0.924897726846807","0"
"Not disabled","1987","Couple + C. LE and GT 16","Female","568","0.960253094516445","0.944448856591856","0.976057332441034","0"
"Disabled","1988","1-pers.-HH","Male","38","0.0923855657006992","0.0651110592112823","0.119660072190116","1"
"Disabled","1988","1-pers.-HH","Female","104","0.177536446295078","0.147744996124121","0.207327896466034","1"
"Disabled","1988","(Married) couple without C. ","Male","266","0.273565113477679","0.247676133965804","0.299454092989553","1"
"Disabled","1988","(Married) couple without C. ","Female","134","0.129029753687935","0.109569779538813","0.148489727837056","1"
"Disabled","1988","Single parent ","Male","10","","","","1"
"Disabled","1988","Single parent ","Female","19","","","","1"
"Disabled","1988","Couple + C. LE 16 ","Female","22","","","","1"
"Disabled","1988","Couple + C. LE 16 ","Male","50","0.0488813507535803","0.0362195800800707","0.0615431214270899","1"
"Disabled","1988","Couple + C. GT 16 ","Male","149","0.139979167319017","0.120549461044044","0.15940887359399","1"
"Disabled","1988","Couple + C. GT 16 ","Female","62","0.0685496185861554","0.0527049487882543","0.0843942883840566","1"
"Disabled","1988","Couple + C. LE and GT 16","Male","35","0.08132051764517","0.058882073564049","0.103758961726291","1"
"Disabled","1988","Couple + C. LE and GT 16","Female","15","","","","1"
"Not disabled","1988","1-pers.-HH","Male","395","0.907614434299301","0.880339927809884","0.934888940788718","0"
"Not disabled","1988","1-pers.-HH","Female","528","0.822463553704922","0.792672103533966","0.852255003875879","0"
"Not disabled","1988","Single parent ","Male","178","0.938386645845564","0.904015223708274","0.972758067982855","0"
"Not disabled","1988","Single parent ","Female","300","0.940009678508716","0.913950572850048","0.966068784167384","0"
"Not disabled","1988","Couple + C. LE 16 ","Male","1064","0.95111864924642","0.93845687857291","0.963780419919929","0"
"Not disabled","1988","Couple + C. LE 16 ","Female","1094","0.974595005846816","0.965363179341275","0.983826832352357","0"
"Not disabled","1988","Couple + C. GT 16 ","Male","1076","0.860020832680983","0.84059112640601","0.879450538955956","0"
"Not disabled","1988","Couple + C. GT 16 ","Female","915","0.931450381413845","0.915605711615943","0.947295051211746","0"
"Not disabled","1988","(Married) couple without C. ","Male","873","0.726434886522321","0.700545907010447","0.752323866034195","0"
"Not disabled","1988","(Married) couple without C. ","Female","1006","0.870970246312065","0.851510272162944","0.890430220461186","0"
"Not disabled","1988","Couple + C. LE and GT 16","Male","535","0.91867948235483","0.896241038273709","0.941117926435951","0"
"Not disabled","1988","Couple + C. LE and GT 16","Female","500","0.968553894086694","0.953481237349516","0.983626550823872","0"
"Disabled","1989","1-pers.-HH","Female","112","0.194052121405511","0.163268753149031","0.224835489661991","1"
"Disabled","1989","1-pers.-HH","Male","46","0.115448708038464","0.0851384102853697","0.145759005791558","1"
"Disabled","1989","Couple + C. LE 16 ","Female","19","","","","1"
"Disabled","1989","(Married) couple without C. ","Female","152","0.14645110142188","0.125836763378187","0.167065439465572","1"
"Disabled","1989","(Married) couple without C. ","Male","265","0.280521026419457","0.254280613874571","0.306761438964344","1"
"Disabled","1989","Single parent ","Male","15","","","","1"
"Disabled","1989","Single parent ","Female","17","","","","1"
"Disabled","1989","Couple + C. LE 16 ","Male","40","0.0487542577831695","0.0358204642247446","0.0616880513415944","1"
"Disabled","1989","Couple + C. GT 16 ","Male","139","0.132017475513197","0.112888730416756","0.151146220609638","1"
"Disabled","1989","Couple + C. GT 16 ","Female","50","0.0545565139655287","0.0399913376600479","0.0691216902710095","1"
"Disabled","1989","Couple + C. LE and GT 16","Male","33","0.0679674915524727","0.0458620308358784","0.0900729522690669","1"
"Disabled","1989","Couple + C. LE and GT 16","Female","16","","","","1"
"Not disabled","1989","1-pers.-HH","Male","381","0.884551291961536","0.854240994208442","0.91486158971463","0"
"Not disabled","1989","1-pers.-HH","Female","522","0.805947878594489","0.775164510338009","0.836731246850969","0"
"Not disabled","1989","Single parent ","Male","156","0.896232660633918","0.850524814182219","0.941940507085617","0"
"Not disabled","1989","Single parent ","Female","284","0.935668587404861","0.907952149659762","0.963385025149959","0"
"Not disabled","1989","Couple + C. LE 16 ","Male","1025","0.95124574221683","0.938311948658406","0.964179535775255","0"
"Not disabled","1989","Couple + C. LE 16 ","Female","1057","0.976311283039801","0.967224568622525","0.985397997457077","0"
"Not disabled","1989","Couple + C. GT 16 ","Male","1064","0.867982524486803","0.848853779390362","0.887111269583244","0"
"Not disabled","1989","Couple + C. GT 16 ","Female","884","0.945443486034471","0.930878309728991","0.960008662339952","0"
"Not disabled","1989","(Married) couple without C. ","Male","861","0.719478973580543","0.693238561035657","0.745719386125429","0"
"Not disabled","1989","(Married) couple without C. ","Female","978","0.85354889857812","0.832934560534428","0.874163236621813","0"
"Not disabled","1989","Couple + C. LE and GT 16","Male","465","0.932032508447527","0.909927047730933","0.954137969164122","0"
"Not disabled","1989","Couple + C. LE and GT 16","Female","470","0.969078078927895","0.953687938772658","0.984468219083132","0"
"Disabled","1990","1-pers.-HH","Male","","","","","1"
"Disabled","1990","1-pers.-HH","Female","","","","","1"
"Disabled","1990","Couple + C. LE 16 ","Female","","","","","1"
"Disabled","1990","(Married) couple without C. ","Female","","","","","1"
"Disabled","1990","(Married) couple without C. ","Male","","","","","1"
"Disabled","1990","Single parent ","Male","","","","","1"
"Disabled","1990","Single parent ","Female","","","","","1"
"Disabled","1990","Couple + C. LE 16 ","Male","","","","","1"
"Disabled","1990","Couple + C. GT 16 ","Male","","","","","1"
"Disabled","1990","Couple + C. GT 16 ","Female","","","","","1"
"Disabled","1990","Couple + C. LE and GT 16","Male","","","","","1"
"Disabled","1990","Couple + C. LE and GT 16","Female","","","","","1"
"Not disabled","1990","1-pers.-HH","Male","","","","","0"
"Not disabled","1990","1-pers.-HH","Female","","","","","0"
"Not disabled","1990","Single parent ","Male","","","","","0"
"Not disabled","1990","Single parent ","Female","","","","","0"
"Not disabled","1990","Couple + C. LE 16 ","Male","","","","","0"
"Not disabled","1990","Couple + C. LE 16 ","Female","","","","","0"
"Not disabled","1990","Couple + C. GT 16 ","Male","","","","","0"
"Not disabled","1990","Couple + C. GT 16 ","Female","","","","","0"
"Not disabled","1990","(Married) couple without C. ","Male","","","","","0"
"Not disabled","1990","(Married) couple without C. ","Female","","","","","0"
"Not disabled","1990","Couple + C. LE and GT 16","Male","","","","","0"
"Not disabled","1990","Couple + C. LE and GT 16","Female","","","","","0"
"Disabled","1991","1-pers.-HH","Female","116","0.168517518542681","0.143382606309312","0.19365243077605","1"
"Disabled","1991","1-pers.-HH","Male","44","0.0996961249448687","0.0730330078142691","0.126359242075468","1"
"Disabled","1991","Couple + C. LE 16 ","Female","18","","","","1"
"Disabled","1991","(Married) couple without C. ","Female","148","0.110215096317687","0.0949278722518153","0.125502320383559","1"
"Disabled","1991","(Married) couple without C. ","Male","288","0.234436452479103","0.213723436212722","0.255149468745483","1"
"Disabled","1991","Single parent ","Male","16","","","","1"
"Disabled","1991","Single parent ","Female","22","","","","1"
"Disabled","1991","Couple + C. LE 16 ","Male","39","0.0289814387359412","0.0210327256188696","0.0369301518530127","1"
"Disabled","1991","Couple + C. GT 16 ","Male","128","0.107710642833771","0.0922069680916672","0.123214317575876","1"
"Disabled","1991","Couple + C. GT 16 ","Female","58","0.0511987946174095","0.0390818590687701","0.0633157301660488","1"
"Disabled","1991","Couple + C. LE and GT 16","Male","32","0.0678881159787218","0.0482606464355585","0.0875155855218851","1"
"Disabled","1991","Couple + C. LE and GT 16","Female","9","","","","1"
"Not disabled","1991","1-pers.-HH","Male","441","0.900303875055131","0.873640757924532","0.926966992185731","0"
"Not disabled","1991","Single parent ","Male","225","0.921649637975587","0.887722829906684","0.95557644604449","0"
"Not disabled","1991","Single parent ","Female","394","0.940336757426906","0.917575483866037","0.963098030987774","0"
"Not disabled","1991","Couple + C. LE 16 ","Male","1672","0.971018561264059","0.963069848146987","0.97896727438113","0"
"Not disabled","1991","Couple + C. LE 16 ","Female","1725","0.985606555931196","0.980014988694199","0.991198123168193","0"
"Not disabled","1991","Couple + C. GT 16 ","Male","1408","0.892289357166229","0.876785682424124","0.907793031908333","0"
"Not disabled","1991","Couple + C. GT 16 ","Female","1213","0.94880120538259","0.936684269833951","0.96091814093123","0"
"Not disabled","1991","1-pers.-HH","Female","736","0.831482481457319","0.80634756922395","0.856617393690688","0"
"Not disabled","1991","Couple + C. LE and GT 16","Male","599","0.932111884021278","0.912484414478115","0.951739353564442","0"
"Not disabled","1991","Couple + C. LE and GT 16","Female","574","0.979272388866292","0.967707533796961","0.990837243935624","0"
"Not disabled","1991","(Married) couple without C. ","Male","1319","0.765563547520897","0.744850531254517","0.786276563787278","0"
"Not disabled","1991","(Married) couple without C. ","Female","1464","0.889784903682313","0.874497679616441","0.905072127748185","0"
"Disabled","1992","1-pers.-HH","Male","49","0.103180604590063","0.0759105709973016","0.130450638182823","1"
"Disabled","1992","1-pers.-HH","Female","141","0.195515756988458","0.168947634693708","0.222083879283207","1"
"Disabled","1992","Couple + C. LE 16 ","Female","29","","","","1"
"Disabled","1992","(Married) couple without C. ","Female","192","0.132618712997214","0.116183933937678","0.14905349205675","1"
"Disabled","1992","(Married) couple without C. ","Male","347","0.264360329222075","0.242805936993413","0.285914721450738","1"
"Disabled","1992","Single parent ","Male","19","","","","1"
"Disabled","1992","Single parent ","Female","25","","","","1"
"Disabled","1992","Couple + C. LE 16 ","Male","57","0.0396041470603057","0.0301276073930376","0.0490806867275737","1"
"Disabled","1992","Couple + C. GT 16 ","Male","160","0.126144385063933","0.109325740466049","0.142963029661817","1"
"Disabled","1992","Couple + C. GT 16 ","Female","75","0.0591472223518815","0.045953208962872","0.0723412357408909","1"
"Disabled","1992","Couple + C. LE and GT 16","Male","25","","","","1"
"Disabled","1992","Couple + C. LE and GT 16","Female","13","","","","1"
"Not disabled","1992","1-pers.-HH","Male","429","0.896819395409937","0.869549361817176","0.924089429002698","0"
"Not disabled","1992","Single parent ","Male","192","0.900316216527008","0.859894322763794","0.940738110290221","0"
"Not disabled","1992","Single parent ","Female","399","0.943081479946483","0.92102853615203","0.965134423740937","0"
"Not disabled","1992","Couple + C. LE 16 ","Male","1570","0.960395852939694","0.950919313272426","0.969872392606962","0"
"Not disabled","1992","Couple + C. LE 16 ","Female","1636","0.980615684593112","0.97399328132128","0.987238087864945","0"
"Not disabled","1992","Couple + C. GT 16 ","Male","1337","0.873855614936067","0.857036970338183","0.890674259533951","0"
"Not disabled","1992","Couple + C. GT 16 ","Female","1153","0.940852777648118","0.927658764259109","0.954046791037128","0"
"Not disabled","1992","1-pers.-HH","Female","715","0.804484243011542","0.777916120716793","0.831052365306292","0"
"Not disabled","1992","Couple + C. LE and GT 16","Male","583","0.949620819747437","0.932234928307775","0.9670067111871","0"
"Not disabled","1992","Couple + C. LE and GT 16","Female","538","0.967752406796356","0.953002031341224","0.982502782251489","0"
"Not disabled","1992","(Married) couple without C. ","Male","1261","0.735639670777925","0.714085278549262","0.757194063006587","0"
"Not disabled","1992","(Married) couple without C. ","Female","1444","0.867381287002786","0.85094650794325","0.883816066062322","0"
"Disabled","1993","1-pers.-HH","Female","","","","","1"
"Disabled","1993","1-pers.-HH","Male","","","","","1"
"Disabled","1993","(Married) couple without C. ","Female","","","","","1"
"Disabled","1993","Couple + C. LE 16 ","Female","","","","","1"
"Disabled","1993","(Married) couple without C. ","Male","","","","","1"
"Disabled","1993","Single parent ","Male","","","","","1"
"Disabled","1993","Single parent ","Female","","","","","1"
"Disabled","1993","Couple + C. LE 16 ","Male","","","","","1"
"Disabled","1993","Couple + C. GT 16 ","Male","","","","","1"
"Disabled","1993","Couple + C. GT 16 ","Female","","","","","1"
"Disabled","1993","Couple + C. LE and GT 16","Male","","","","","1"
"Disabled","1993","Couple + C. LE and GT 16","Female","","","","","1"
"Not disabled","1993","1-pers.-HH","Male","","","","","0"
"Not disabled","1993","1-pers.-HH","Female","","","","","0"
"Not disabled","1993","Single parent ","Male","","","","","0"
"Not disabled","1993","Single parent ","Female","","","","","0"
"Not disabled","1993","Couple + C. LE 16 ","Male","","","","","0"
"Not disabled","1993","Couple + C. LE 16 ","Female","","","","","0"
"Not disabled","1993","Couple + C. GT 16 ","Male","","","","","0"
"Not disabled","1993","Couple + C. GT 16 ","Female","","","","","0"
"Not disabled","1993","(Married) couple without C. ","Male","","","","","0"
"Not disabled","1993","(Married) couple without C. ","Female","","","","","0"
"Not disabled","1993","Couple + C. LE and GT 16","Male","","","","","0"
"Not disabled","1993","Couple + C. LE and GT 16","Female","","","","","0"
"Disabled","1994","1-pers.-HH","Male","60","0.122170370930208","0.093914330447641","0.150426411412775","1"
"Disabled","1994","1-pers.-HH","Female","149","0.200924812670817","0.174540739740981","0.227308885600653","1"
"Disabled","1994","(Married) couple without C. ","Female","187","0.12208377176319","0.106493743745833","0.137673799780548","1"
"Disabled","1994","(Married) couple without C. ","Male","338","0.240367810237117","0.219995298711544","0.260740321762689","1"
"Disabled","1994","Couple + C. GT 16 ","Male","135","0.115778675837028","0.0987550153839384","0.132802336290117","1"
"Disabled","1994","Single parent ","Male","12","","","","1"
"Disabled","1994","Single parent ","Female","24","","","","1"
"Disabled","1994","Couple + C. LE 16 ","Male","59","0.047437953955527","0.03664801765887","0.0582278902521839","1"
"Disabled","1994","Couple + C. LE 16 ","Female","30","0.0222027533195289","0.0148197987247023","0.0295857079143555","1"
"Disabled","1994","Couple + C. GT 16 ","Female","66","0.0619599046611435","0.0477066082668113","0.0762132010554757","1"
"Disabled","1994","Couple + C. LE and GT 16","Male","20","","","","1"
"Disabled","1994","Couple + C. LE and GT 16","Female","16","","","","1"
"Not disabled","1994","1-pers.-HH","Male","456","0.877829629069792","0.849573588587225","0.906085669552359","0"
"Not disabled","1994","1-pers.-HH","Female","737","0.799075187329183","0.772691114399346","0.825459260259019","0"
"Not disabled","1994","Single parent ","Male","165","0.920482849547507","0.880626298688942","0.960339400406071","0"
"Not disabled","1994","Single parent ","Female","376","0.941151103185772","0.918088042798108","0.964214163573436","0"
"Not disabled","1994","Couple + C. LE 16 ","Male","1432","0.952562046044473","0.941772109747816","0.96335198234113","0"
"Not disabled","1994","Couple + C. LE 16 ","Female","1500","0.977797246680471","0.970414292085644","0.985180201275298","0"
"Not disabled","1994","Couple + C. GT 16 ","Male","1222","0.884221324162972","0.867197663709883","0.901244984616062","0"
"Not disabled","1994","Couple + C. GT 16 ","Female","1033","0.938040095338856","0.923786798944524","0.952293391733189","0"
"Not disabled","1994","(Married) couple without C. ","Male","1352","0.759632189762883","0.739259678237311","0.780004701288456","0"
"Not disabled","1994","(Married) couple without C. ","Female","1507","0.877916228236809","0.862326200219452","0.893506256254167","0"
"Not disabled","1994","Couple + C. LE and GT 16","Male","581","0.970330775802791","0.956765649142307","0.983895902463275","0"
"Not disabled","1994","Couple + C. LE and GT 16","Female","564","0.967522161023448","0.953095756129186","0.98194856591771","0"
"Disabled","1995","1-pers.-HH","Female","153","0.19973543434354","0.173787963968927","0.225682904718154","1"
"Disabled","1995","1-pers.-HH","Male","59","0.11609840818779","0.0888515820136046","0.143345234361975","1"
"Disabled","1995","(Married) couple without C. ","Female","218","0.147684403152387","0.131066640490726","0.164302165814049","1"
"Disabled","1995","Couple + C. GT 16 ","Male","135","0.123346051472613","0.105863086597561","0.140829016347665","1"
"Disabled","1995","(Married) couple without C. ","Male","346","0.248069759835834","0.227670838363803","0.268468681307865","1"
"Disabled","1995","Single parent ","Male","15","","","","1"
"Disabled","1995","Single parent ","Female","19","","","","1"
"Disabled","1995","Couple + C. LE 16 ","Male","59","0.0440175107906939","0.033801999914825","0.0542330216665628","1"
"Disabled","1995","Couple + C. LE 16 ","Female","35","0.0230799684881201","0.0157154773126108","0.0304444596636294","1"
"Disabled","1995","Couple + C. GT 16 ","Female","80","0.081046644457258","0.0651557849011574","0.0969375040133585","1"
"Disabled","1995","Couple + C. LE and GT 16","Male","30","0.0464541726903852","0.0300843348082213","0.062824010572549","1"
"Disabled","1995","Couple + C. LE and GT 16","Female","18","","","","1"
"Not disabled","1995","1-pers.-HH","Male","472","0.88390159181221","0.856654765638025","0.911148417986395","0"
"Not disabled","1995","1-pers.-HH","Female","759","0.80026456565646","0.774317095281846","0.826212036031073","0"
"Not disabled","1995","Single parent ","Male","177","0.927574771068299","0.890912709795155","0.964236832341443","0"
"Not disabled","1995","Single parent ","Female","400","0.946342372310242","0.924765874358379","0.967918870262105","0"
"Not disabled","1995","Couple + C. LE 16 ","Male","1490","0.955982489209306","0.945766978333437","0.966198000085175","0"
"Not disabled","1995","Couple + C. LE 16 ","Female","1562","0.97692003151188","0.96955554033637","0.984284522687389","0"
"Not disabled","1995","Couple + C. GT 16 ","Male","1224","0.876653948527387","0.859170983652335","0.894136913402439","0"
"Not disabled","1995","Couple + C. GT 16 ","Female","1053","0.918953355542742","0.903062495986641","0.934844215098843","0"
"Not disabled","1995","(Married) couple without C. ","Male","1376","0.751930240164166","0.731531318692135","0.772329161636197","0"
"Not disabled","1995","(Married) couple without C. ","Female","1533","0.852315596847613","0.835697834185951","0.868933359509274","0"
"Not disabled","1995","Couple + C. LE and GT 16","Male","605","0.953545827309615","0.937175989427451","0.969915665191779","0"
"Not disabled","1995","Couple + C. LE and GT 16","Female","588","0.971478003429843","0.958224880497285","0.984731126362401","0"
"Disabled","1996","1-pers.-HH","Male","64","0.141708738669827","0.112535974554131","0.170881502785522","1"
"Disabled","1996","1-pers.-HH","Female","157","0.191365921468755","0.166070113568805","0.216661729368704","1"
"Disabled","1996","(Married) couple without C. ","Female","223","0.141371028992581","0.125235497452155","0.157506560533007","1"
"Disabled","1996","(Married) couple without C. ","Male","352","0.248519100772516","0.228352269694016","0.268685931851016","1"
"Disabled","1996","Couple + C. GT 16 ","Male","129","0.123069007707318","0.105093058931697","0.14104495648294","1"
"Disabled","1996","Single parent ","Male","17","","","","1"
"Disabled","1996","Single parent ","Female","27","","","","1"
"Disabled","1996","Couple + C. LE 16 ","Male","54","0.0444532080222776","0.0339459739485638","0.0549604420959914","1"
"Disabled","1996","Couple + C. LE 16 ","Female","36","0.0263428513987401","0.0182995830430303","0.0343861197544498","1"
"Disabled","1996","Couple + C. GT 16 ","Female","73","0.077267390228605","0.0613793885014831","0.0931553919557269","1"
"Disabled","1996","Couple + C. LE and GT 16","Male","33","0.0587624237514734","0.0406827374235487","0.0768421100793981","1"
"Disabled","1996","Couple + C. LE and GT 16","Female","18","","","","1"
"Not disabled","1996","1-pers.-HH","Male","485","0.858291261330173","0.829118497214478","0.887464025445868","0"
"Not disabled","1996","1-pers.-HH","Female","772","0.808634078531245","0.783338270631296","0.833929886431195","0"
"Not disabled","1996","Single parent ","Male","209","0.918277097905585","0.882561934762449","0.953992261048721","0"
"Not disabled","1996","Single parent ","Female","400","0.934733089505992","0.911305668099632","0.958160510912352","0"
"Not disabled","1996","Couple + C. LE 16 ","Male","1424","0.955546791977722","0.945039557904009","0.966054026051436","0"
"Not disabled","1996","Couple + C. LE 16 ","Female","1487","0.97365714860126","0.96561388024555","0.98170041695697","0"
