"m11124","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Not disabled","1986","35-65 y.","Male","2755","0.999653817997247","0.998959422708643","1.00034821328585"
"Not disabled","1986","35-65 y.","Female","2741","1","1","1"
"Not disabled","1986","66 and older","Male","425","1","1","1"
"Not disabled","1986","66 and older","Female","620","0.99943481451551","0.99756703488311","1.00130259414791"
"Disabled","1986","16-34 y.","Male","2","","",""
"Disabled","1986","16-34 y.","Female","2","","",""
"Disabled","1986","35-65 y.","Male","2","","",""
"Disabled","1986","35-65 y.","Female","","","",""
"Disabled","1986","66 and older","Male","","","",""
"Disabled","1986","66 and older","Female","2","","",""
"Not disabled","1987","16-34 y.","Male","2027","0.97957809898391","0.973488049347838","0.985668148619982"
"Not disabled","1987","16-34 y.","Female","1928","0.980611231484608","0.974505264982467","0.986717197986749"
"Not disabled","1987","35-65 y.","Male","2331","0.834065139373596","0.820006582137678","0.848123696609514"
"Not disabled","1987","35-65 y.","Female","2446","0.897336808757849","0.885815464861409","0.908858152654289"
"Not disabled","1987","66 and older","Male","292","0.6925067069965","0.648686632942392","0.736326781050608"
"Not disabled","1987","66 and older","Female","545","0.838338351383541","0.81008060896874","0.866596093798342"
"Disabled","1987","16-34 y.","Male","45","0.0204219010160906","0.0143318513800184","0.0265119506521627"
"Disabled","1987","16-34 y.","Female","31","0.019388768515392","0.0132828020132515","0.0254947350175326"
"Disabled","1987","35-65 y.","Male","359","0.165934860626404","0.151876303390486","0.179993417862322"
"Disabled","1987","35-65 y.","Female","220","0.102663191242151","0.0911418473457106","0.114184535138591"
"Disabled","1987","66 and older","Male","134","0.3074932930035","0.263673218949392","0.351313367057608"
"Disabled","1987","66 and older","Female","107","0.161661648616459","0.133403906201658","0.18991939103126"
"Not disabled","1988","16-34 y.","Male","1924","0.978827650847932","0.972465799027924","0.985189502667941"
"Not disabled","1988","16-34 y.","Female","1840","0.978404073560023","0.971833334627103","0.984974812492943"
"Not disabled","1988","35-65 y.","Male","2177","0.82719546643623","0.812521090542273","0.841869842330187"
"Not disabled","1988","35-65 y.","Female","2315","0.892895798697918","0.880857565488245","0.904934031907592"
"Not disabled","1988","66 and older","Male","265","0.642264178803956","0.596312856287861","0.688215501320051"
"Not disabled","1988","66 and older","Female","503","0.799385616027195","0.768090110787478","0.830681121266911"
"Disabled","1988","16-34 y.","Male","43","0.0211723491520675","0.0148104973320589","0.0275342009720762"
"Disabled","1988","16-34 y.","Female","40","0.0215959264399767","0.0150251875070569","0.0281666653728966"
"Disabled","1988","35-65 y.","Male","373","0.17280453356377","0.158130157669813","0.187478909457727"
"Disabled","1988","35-65 y.","Female","220","0.107104201302081","0.095065968092408","0.119142434511755"
"Disabled","1988","66 and older","Male","153","0.357735821196044","0.311784498679949","0.403687143712139"
"Disabled","1988","66 and older","Female","126","0.200614383972805","0.169318878733089","0.231909889212522"
"Not disabled","1989","16-34 y.","Male","1886","0.980213808193646","0.973989372788674","0.986438243598617"
"Not disabled","1989","16-34 y.","Female","1802","0.978286575073671","0.971625344924398","0.984947805222944"
"Not disabled","1989","35-65 y.","Male","2091","0.833357174728316","0.818567756506509","0.848146592950122"
"Not disabled","1989","35-65 y.","Female","2218","0.883348367962629","0.870624473025806","0.896072262899451"
"Not disabled","1989","66 and older","Male","231","0.579229851796931","0.530849833993591","0.627609869600271"
"Not disabled","1989","66 and older","Female","492","0.791628258584873","0.759684769872558","0.823571747297189"
"Disabled","1989","16-34 y.","Male","37","0.0197861918063544","0.0135617564013825","0.0260106272113262"
"Disabled","1989","16-34 y.","Female","37","0.021713424926329","0.0150521947770558","0.0283746550756022"
"Disabled","1989","35-65 y.","Male","348","0.166642825271684","0.151853407049878","0.181432243493491"
"Disabled","1989","35-65 y.","Female","227","0.116651632037372","0.103927737100549","0.129375526974194"
"Disabled","1989","66 and older","Male","169","0.420770148203069","0.372390130399729","0.469150166006409"
"Disabled","1989","66 and older","Female","129","0.208371741415127","0.176428252702811","0.240315230127442"
"Not disabled","1990","16-34 y.","Male","","","",""
"Not disabled","1990","16-34 y.","Female","","","",""
"Not disabled","1990","35-65 y.","Male","","","",""
"Not disabled","1990","35-65 y.","Female","","","",""
"Not disabled","1990","66 and older","Male","","","",""
"Not disabled","1990","66 and older","Female","","","",""
"Disabled","1990","16-34 y.","Male","","","",""
"Disabled","1990","16-34 y.","Female","","","",""
"Disabled","1990","35-65 y.","Male","","","",""
"Disabled","1990","35-65 y.","Female","","","",""
"Disabled","1990","66 and older","Male","","","",""
"Disabled","1990","66 and older","Female","","","",""
"Not disabled","1991","16-34 y.","Male","2555","0.981243140146082","0.976026427665583","0.986459852626581"
"Not disabled","1991","16-34 y.","Female","2526","0.982650311905739","0.977597306762622","0.987703317048855"
"Not disabled","1991","35-65 y.","Male","3150","0.874172298412129","0.863165867679499","0.885178729144758"
"Not disabled","1991","35-65 y.","Female","3279","0.908713142980274","0.899174039672073","0.918252246288476"
"Not disabled","1991","66 and older","Male","364","0.621421197239969","0.581032077592008","0.661810316887929"
"Not disabled","1991","66 and older","Female","790","0.828413391071362","0.804037775821658","0.852789006321066"
"Disabled","1991","16-34 y.","Male","43","0.0187568598539176","0.0135401473734185","0.0239735723344166"
"Disabled","1991","16-34 y.","Female","39","0.0173496880942613","0.0122966829511447","0.0224026932373779"
"Disabled","1991","35-65 y.","Male","338","0.125827701587871","0.114821270855241","0.1368341323205"
"Disabled","1991","35-65 y.","Female","223","0.0912868570197257","0.0817477537115242","0.100825960327927"
"Disabled","1991","66 and older","Male","190","0.378578802760031","0.33818968311207","0.418967922407992"
"Disabled","1991","66 and older","Female","129","0.171586608928638","0.147210993678934","0.195962224178342"
"Not disabled","1992","16-34 y.","Male","2439","0.979593970513116","0.974037327390116","0.985150613636117"
"Not disabled","1992","16-34 y.","Female","2459","0.983347296836342","0.978330103954078","0.988364489718606"
"Not disabled","1992","35-65 y.","Male","2994","0.858395610591563","0.846683493185203","0.870107727997922"
"Not disabled","1992","35-65 y.","Female","3142","0.893081584521207","0.88275988044299","0.903403288599423"
"Not disabled","1992","66 and older","Male","319","0.580095744823343","0.538848805861683","0.621342683785003"
"Not disabled","1992","66 and older","Female","739","0.78844897882697","0.761884608420492","0.815013349233449"
"Disabled","1992","16-34 y.","Male","48","0.0204060294868835","0.0148493863638831","0.0259626726098838"
"Disabled","1992","16-34 y.","Female","40","0.0166527031636581","0.011635510281394","0.0216698960459222"
"Disabled","1992","35-65 y.","Male","410","0.141604389408437","0.129892272002078","0.153316506814797"
"Disabled","1992","35-65 y.","Female","301","0.106918415478793","0.0965967114005772","0.11724011955701"
"Disabled","1992","66 and older","Male","231","0.419904255176657","0.378657316214997","0.461151194138316"
"Disabled","1992","66 and older","Female","169","0.21155102117303","0.184986650766551","0.238115391579508"
"Not disabled","1993","16-34 y.","Male","","","",""
"Not disabled","1993","16-34 y.","Female","","","",""
"Not disabled","1993","35-65 y.","Male","","","",""
"Not disabled","1993","35-65 y.","Female","","","",""
"Not disabled","1993","66 and older","Male","","","",""
"Not disabled","1993","66 and older","Female","","","",""
"Disabled","1993","16-34 y.","Male","","","",""
"Disabled","1993","16-34 y.","Female","","","",""
"Disabled","1993","35-65 y.","Male","","","",""
"Disabled","1993","35-65 y.","Female","","","",""
"Disabled","1993","66 and older","Male","","","",""
"Disabled","1993","66 and older","Female","","","",""
"Not disabled","1994","16-34 y.","Male","2334","0.982236746647717","0.976924409523168","0.987549083772266"
"Not disabled","1994","16-34 y.","Female","2396","0.985462761445937","0.980707779507778","0.990217743384096"
"Not disabled","1994","35-65 y.","Male","2891","0.868079930140947","0.856482998076935","0.879676862204959"
"Not disabled","1994","35-65 y.","Female","2996","0.891719492509191","0.881108022157846","0.902330962860537"
"Not disabled","1994","66 and older","Male","344","0.602789761696108","0.562654769062559","0.642924754329656"
"Not disabled","1994","66 and older","Female","761","0.786228564162913","0.759992667119695","0.812464461206132"
"Disabled","1994","16-34 y.","Male","41","0.0177632533522832","0.012450916227734","0.0230755904768324"
"Disabled","1994","16-34 y.","Female","38","0.014537238554063","0.00978225661590428","0.0192922204922217"
"Disabled","1994","35-65 y.","Male","380","0.131920069859053","0.12032313779504","0.143517001923065"
"Disabled","1994","35-65 y.","Female","298","0.108280507490808","0.0976690371394632","0.118891977842154"
"Disabled","1994","66 and older","Male","227","0.397210238303893","0.357075245670344","0.437345230937441"
"Disabled","1994","66 and older","Female","177","0.213771435837087","0.187535538793868","0.240007332880305"
"Not disabled","1995","16-34 y.","Male","2391","0.981056784861456","0.975643219712013","0.986470350010898"
"Not disabled","1995","16-34 y.","Female","2462","0.985092241680711","0.980347613557245","0.989836869804176"
"Not disabled","1995","35-65 y.","Male","2955","0.866985306838917","0.855489174271768","0.878481439406066"
"Not disabled","1995","35-65 y.","Female","3103","0.890138531452332","0.8796533222008","0.900623740703865"
"Not disabled","1995","66 and older","Male","351","0.587351863326965","0.547423566346897","0.627280160307032"
"Not disabled","1995","66 and older","Female","752","0.75371010183135","0.726398660981243","0.781021542681458"
"Disabled","1995","16-34 y.","Male","45","0.0189432151385441","0.0135296499891018","0.0243567802879864"
"Disabled","1995","16-34 y.","Female","44","0.0149077583192894","0.0101631301958236","0.0196523864427551"
"Disabled","1995","35-65 y.","Male","397","0.133014693161083","0.121518560593934","0.144510825728232"
"Disabled","1995","35-65 y.","Female","314","0.109861468547668","0.0993762592961353","0.1203466777992"
"Disabled","1995","66 and older","Male","233","0.412648136673036","0.372719839692968","0.452576433653103"
"Disabled","1995","66 and older","Female","204","0.24628989816865","0.218978457318542","0.273601339018757"
"Not disabled","1996","16-34 y.","Male","2310","0.981263128688186","0.975785581357162","0.986740676019209"
"Not disabled","1996","16-34 y.","Female","2373","0.983413588797364","0.978321991088885","0.988505186505843"
"Not disabled","1996","35-65 y.","Male","2937","0.859909700925241","0.848131864308249","0.871687537542234"
"Not disabled","1996","35-65 y.","Female","3076","0.888520853210824","0.877938870824398","0.899102835597249"
"Not disabled","1996","66 and older","Male","371","0.584846388500736","0.545614691411681","0.624078085589791"
"Not disabled","1996","66 and older","Female","761","0.769924546089026","0.743369707806495","0.796479384371558"
"Disabled","1996","16-34 y.","Male","44","0.0187368713118143","0.0132593239807908","0.0242144186428378"
"Disabled","1996","16-34 y.","Female","44","0.0165864112026362","0.0114948134941574","0.021678008911115"
"Disabled","1996","35-65 y.","Male","399","0.140090299074759","0.128312462457766","0.151868135691751"
"Disabled","1996","35-65 y.","Female","322","0.111479146789177","0.100897164402751","0.122061129175602"
"Disabled","1996","66 and older","Male","235","0.415153611499264","0.375921914410209","0.454385308588319"
"Disabled","1996","66 and older","Female","204","0.230075453910974","0.203520615628443","0.256630292193505"
"Not disabled","1997","16-34 y.","Male","2252","0.981473141228819","0.975956219134944","0.986990063322693"
"Not disabled","1997","16-34 y.","Female","2287","0.983340391279602","0.978143370321176","0.988537412238029"
"Not disabled","1997","35-65 y.","Male","2880","0.860163471015435","0.84828184431032","0.87204509772055"
"Not disabled","1997","35-65 y.","Female","3025","0.885673442632654","0.874899584531146","0.896447300734163"
"Not disabled","1997","66 and older","Male","415","0.61387411023503","0.576154931875018","0.651593288595042"
"Not disabled","1997","66 and older","Female","766","0.78076600795057","0.754635410346247","0.806896605554894"
"Disabled","1997","16-34 y.","Male","43","0.0185268587711815","0.013009936677307","0.0240437808650559"
"Disabled","1997","16-34 y.","Female","43","0.0166596087203976","0.011462587761971","0.0218566296788242"
"Disabled","1997","35-65 y.","Male","393","0.139836528984565","0.127954902279449","0.15171815568968"
"Disabled","1997","35-65 y.","Female","326","0.114326557367346","0.103552699265837","0.125100415468854"
"Disabled","1997","66 and older","Male","225","0.38612588976497","0.348406711404958","0.423845068124982"
"Disabled","1997","66 and older","Female","197","0.21923399204943","0.193103394445106","0.245364589653753"
"Not disabled","1998","16-34 y.","Male","2370","0.983465630599304","0.978379787766319","0.988551473432289"
"Not disabled","1998","16-34 y.","Female","2421","0.979408514573781","0.97380349245269","0.985013536694872"
"Not disabled","1998","35-65 y.","Male","3265","0.869291974794769","0.858458470406482","0.880125479183056"
"Not disabled","1998","35-65 y.","Female","3421","0.892038108721984","0.882163352708611","0.901912864735358"
"Not disabled","1998","66 and older","Male","489","0.600900557845514","0.566084214315828","0.635716901375201"
"Not disabled","1998","66 and older","Female","880","0.759289026775228","0.73429613885852","0.784281914691936"
"Disabled","1998","16-34 y.","Male","45","0.016534369400696","0.0114485265677112","0.0216202122336809"
"Disabled","1998","16-34 y.","Female","45","0.020591485426219","0.0149864633051284","0.0261965075473097"
"Disabled","1998","35-65 y.","Male","454","0.130708025205231","0.119874520816944","0.141541529593518"
"Disabled","1998","35-65 y.","Female","373","0.107961891278016","0.0980871352646422","0.117836647291389"
"Disabled","1998","66 and older","Male","271","0.399099442154486","0.3642830986248","0.433915785684172"
"Disabled","1998","66 and older","Female","244","0.240710973224772","0.215718085308064","0.26570386114148"
"Not disabled","1999","16-34 y.","Male","2230","0.983766077893946","0.978566255697298","0.988965900090594"
"Not disabled","1999","16-34 y.","Female","2297","0.980848627090754","0.975299011553521","0.986398242627987"
"Not disabled","1999","35-65 y.","Male","3179","0.868398311793733","0.85737214488557","0.879424478701895"
"Not disabled","1999","35-65 y.","Female","3307","0.886567008731741","0.876337783993014","0.896796233470468"
"Not disabled","1999","66 and older","Male","488","0.601135153748579","0.566184012449635","0.636086295047523"
"Not disabled","1999","66 and older","Female","833","0.741243096108068","0.715038677185863","0.767447515030273"
"Disabled","1999","16-34 y.","Male","39","0.0162339221060543","0.0110340999094062","0.0214337443027025"
"Disabled","1999","16-34 y.","Female","46","0.0191513729092462","0.0136017573720134","0.024700988446479"
"Disabled","1999","35-65 y.","Male","432","0.131601688206267","0.120575521298105","0.14262785511443"
"Disabled","1999","35-65 y.","Female","385","0.113432991268259","0.103203766529532","0.123662216006986"
"Disabled","1999","66 and older","Male","266","0.398864846251421","0.363913704952477","0.433815987550365"
"Disabled","1999","66 and older","Female","240","0.258756903891932","0.232552484969727","0.284961322814137"
"Not disabled","2000","16-34 y.","Male","3387","0.979328017585821","0.974582266508702","0.98407376866294"
"Not disabled","2000","16-34 y.","Female","3624","0.984206863048657","0.980179844831921","0.988233881265392"
"Not disabled","2000","35-65 y.","Male","5828","0.871585653416676","0.86353334526008","0.879637961573272"
"Not disabled","2000","35-65 y.","Female","6155","0.900750034956751","0.893651275079107","0.907848794834396"
"Not disabled","2000","66 and older","Male","1071","0.673515787682408","0.650103073985236","0.696928501379579"
"Not disabled","2000","66 and older","Female","1697","0.79794156330302","0.780706253298802","0.815176873307237"
"Disabled","2000","16-34 y.","Male","66","0.020671982414179","0.0159262313370603","0.0254177334912976"
"Disabled","2000","16-34 y.","Female","58","0.0157931369513432","0.0117661187346075","0.0198201551680789"
"Disabled","2000","35-65 y.","Male","803","0.128414346583324","0.120362038426728","0.13646665473992"
"Disabled","2000","35-65 y.","Female","660","0.0992499650432487","0.0921512051656042","0.106348724920893"
"Disabled","2000","66 and older","Male","470","0.326484212317592","0.303071498620421","0.349896926014764"
"Disabled","2000","66 and older","Female","388","0.20205843669698","0.184823126692763","0.219293746701198"
"Not disabled","2001","16-34 y.","Male","2979","0.979491956699","0.974449626372382","0.984534287025618"
"Not disabled","2001","16-34 y.","Female","3209","0.985168742190055","0.981020630736113","0.989316853643996"
"Not disabled","2001","35-65 y.","Male","5338","0.874380496558361","0.866025838002006","0.882735155114715"
"Not disabled","2001","35-65 y.","Female","5621","0.894076128046624","0.88643997240513","0.901712283688119"
"Not disabled","2001","66 and older","Male","1048","0.685095279133015","0.661407577915035","0.708782980350996"
"Not disabled","2001","66 and older","Female","1586","0.803629349588826","0.785965804360779","0.821292894816872"
"Disabled","2001","16-34 y.","Male","56","0.0205080433009996","0.0154657129743816","0.0255503736276176"
"Disabled","2001","16-34 y.","Female","53","0.0148312578099452","0.0106831463560034","0.018979369263887"
"Disabled","2001","35-65 y.","Male","707","0.125619503441639","0.117264844885285","0.133974161997994"
"Disabled","2001","35-65 y.","Female","618","0.105923871953376","0.098287716311881","0.11356002759487"
"Disabled","2001","66 and older","Male","429","0.314904720866984","0.291217019649004","0.338592422084965"
"Disabled","2001","66 and older","Female","357","0.196370650411174","0.178707105183128","0.214034195639221"
"Not disabled","2002","16-34 y.","Male","2926","0.977057352558352","0.971681816822995","0.982432888293709"
"Not disabled","2002","16-34 y.","Female","3143","0.978383583239677","0.973347231513266","0.983419934966087"
"Not disabled","2002","35-65 y.","Male","5802","0.866673363326415","0.858443719136608","0.874903007516222"
"Not disabled","2002","35-65 y.","Female","6094","0.889637590953451","0.882158674877684","0.897116507029218"
"Not disabled","2002","66 and older","Male","1146","0.677538836451595","0.65479160893464","0.70028606396855"
"Not disabled","2002","66 and older","Female","1608","0.784294000315815","0.766294801030006","0.802293199601624"
"Disabled","2002","16-34 y.","Male","54","0.022942647441648","0.0175671117062907","0.0283181831770054"
"Disabled","2002","16-34 y.","Female","60","0.0216164167603234","0.0165800650339129","0.0266527684867338"
"Disabled","2002","35-65 y.","Male","752","0.133326636673585","0.125096992483778","0.141556280863392"
"Disabled","2002","35-65 y.","Female","649","0.110362409046549","0.102883492970782","0.117841325122316"
"Disabled","2002","66 and older","Male","476","0.322461163548405","0.29971393603145","0.345208391065361"
"Disabled","2002","66 and older","Female","398","0.215705999684185","0.197706800398376","0.233705198969994"
"Not disabled","2003","16-34 y.","Male","2761","0.975410369037885","0.969695369002378","0.981125369073392"
"Not disabled","2003","16-34 y.","Female","3017","0.98523192890013","0.980960179975277","0.989503677824982"
"Not disabled","2003","35-65 y.","Male","5508","0.870949046962059","0.862621434334597","0.879276659589521"
"Not disabled","2003","35-65 y.","Female","5833","0.891438352147045","0.883850540032265","0.899026164261825"
"Not disabled","2003","66 and older","Male","1185","0.68695819830193","0.664697098650188","0.709219297953671"
"Not disabled","2003","66 and older","Female","1607","0.781134493402263","0.763107782120841","0.799161204683685"
"Disabled","2003","16-34 y.","Male","60","0.0245896309621152","0.0188746309266081","0.0303046309976224"
"Disabled","2003","16-34 y.","Female","46","0.0147680710998701","0.0104963221750176","0.0190398200247226"
"Disabled","2003","35-65 y.","Male","718","0.129050953037941","0.120723340410479","0.137378565665403"
"Disabled","2003","35-65 y.","Female","624","0.108561647852955","0.100973835738175","0.116149459967735"
"Disabled","2003","66 and older","Male","482","0.31304180169807","0.290780702046329","0.335302901349812"
"Disabled","2003","66 and older","Female","414","0.218865506597737","0.200838795316315","0.236892217879159"
"Not disabled","2004","16-34 y.","Male","2647","0.973531965479519","0.967484966193786","0.979578964765253"
"Not disabled","2004","16-34 y.","Female","2883","0.979854063964664","0.974770217094892","0.984937910834436"
"Not disabled","2004","35-65 y.","Male","5285","0.867537520942639","0.858945643531168","0.87612939835411"
"Not disabled","2004","35-65 y.","Female","5646","0.886034845092042","0.878171863168053","0.893897827016032"
"Not disabled","2004","66 and older","Male","1225","0.691702875610517","0.669891852144558","0.713513899076476"
"Not disabled","2004","66 and older","Female","1640","0.772849184783372","0.75483003193492","0.790868337631824"
"Disabled","2004","16-34 y.","Male","60","0.0264680345204807","0.0204210352347473","0.0325150338062142"
"Disabled","2004","16-34 y.","Female","51","0.0201459360353361","0.0150620891655637","0.0252297829051085"
"Disabled","2004","35-65 y.","Male","695","0.132462479057361","0.123870601645891","0.141054356468832"
"Disabled","2004","35-65 y.","Female","628","0.113965154907958","0.106102172983968","0.121828136831947"
"Disabled","2004","66 and older","Male","497","0.308297124389483","0.286486100923524","0.330108147855442"
"Disabled","2004","66 and older","Female","437","0.227150815216628","0.209131662368176","0.24516996806508"
"Not disabled","2005","16-34 y.","Male","2500","0.970665701700264","0.964125284965317","0.977206118435212"
"Not disabled","2005","16-34 y.","Female","2740","0.984457257870177","0.979861535961459","0.989052979778895"
"Not disabled","2005","35-65 y.","Male","4952","0.867215372519062","0.858352915304067","0.876077829734057"
"Not disabled","2005","35-65 y.","Female","5397","0.892950379841855","0.885125326709664","0.900775432974046"
"Not disabled","2005","66 and older","Male","1233","0.69064942013151","0.668924779905206","0.712374060357813"
"Not disabled","2005","66 and older","Female","1631","0.770682919804871","0.752555374417211","0.788810465192532"
"Disabled","2005","16-34 y.","Male","57","0.0293342982997357","0.0227938815647879","0.0358747150346835"
"Disabled","2005","16-34 y.","Female","43","0.0155427421298231","0.0109470202211047","0.0201384640385415"
"Disabled","2005","35-65 y.","Male","680","0.132784627480938","0.123922170265943","0.141647084695933"
"Disabled","2005","35-65 y.","Female","600","0.107049620158145","0.0992245670259544","0.114874673290336"
"Disabled","2005","66 and older","Male","506","0.30935057986849","0.287625939642187","0.331075220094794"
"Disabled","2005","66 and older","Female","435","0.229317080195128","0.211189534807468","0.247444625582789"
"Not disabled","2006","16-34 y.","Male","2395","0.973511009838678","0.967140600548384","0.979881419128972"
"Not disabled","2006","16-34 y.","Female","2659","0.980948101795343","0.975795377693702","0.986100825896985"
"Not disabled","2006","35-65 y.","Male","5250","0.867392610209425","0.858785951350377","0.875999269068472"
"Not disabled","2006","35-65 y.","Female","5810","0.892056374338498","0.884483462781663","0.899629285895332"
"Not disabled","2006","66 and older","Male","1488","0.689979003694686","0.670155310573989","0.709802696815384"
"Not disabled","2006","66 and older","Female","1868","0.761377746774372","0.744260544875817","0.778494948672926"
"Disabled","2006","16-34 y.","Male","46","0.0264889901613223","0.0201185808710284","0.0328593994516162"
"Disabled","2006","16-34 y.","Female","45","0.0190518982046568","0.0138991741030154","0.0242046223062982"
"Disabled","2006","35-65 y.","Male","715","0.132607389790575","0.124000730931528","0.141214048649623"
"Disabled","2006","35-65 y.","Female","640","0.107943625661502","0.100370714104668","0.115516537218337"
"Disabled","2006","66 and older","Male","603","0.310020996305314","0.290197303184616","0.329844689426011"
"Disabled","2006","66 and older","Female","514","0.238622253225628","0.221505051327074","0.255739455124182"
"Not disabled","2007","16-34 y.","Male","2207","0.975415065894528","0.969013603604174","0.981816528184882"
"Not disabled","2007","16-34 y.","Female","2439","0.982845749470816","0.977735397571439","0.987956101370193"
"Not disabled","2007","35-65 y.","Male","4848","0.864905853950391","0.855875358838261","0.87393634906252"
"Not disabled","2007","35-65 y.","Female","5344","0.890771088953424","0.882853963169791","0.898688214737058"
"Not disabled","2007","66 and older","Male","1471","0.698554231964119","0.678670406792076","0.718438057136163"
"Not disabled","2007","66 and older","Female","1852","0.771221852274676","0.754213631687691","0.788230072861661"
"Disabled","2007","16-34 y.","Male","41","0.024584934105472","0.0181834718151182","0.0309863963958258"
"Disabled","2007","16-34 y.","Female","41","0.0171542505291841","0.0120438986298072","0.0222646024285609"
"Disabled","2007","35-65 y.","Male","656","0.135094146049609","0.12606365093748","0.144124641161739"
"Disabled","2007","35-65 y.","Female","619","0.109228911046575","0.101311785262942","0.117146036830209"
"Disabled","2007","66 and older","Male","575","0.301445768035881","0.281561942863837","0.321329593207924"
"Disabled","2007","66 and older","Female","491","0.228778147725324","0.211769927138339","0.245786368312309"
"Not disabled","2008","16-34 y.","Male","2044","0.978275767320974","0.972015306142425","0.984536228499523"
"Not disabled","2008","16-34 y.","Female","2261","0.98297576718555","0.977679791713263","0.988271742657837"
"Not disabled","2008","35-65 y.","Male","4490","0.867093931740799","0.857783482413113","0.876404381068485"
"Not disabled","2008","35-65 y.","Female","4995","0.888907664086655","0.880651356172246","0.897163972001064"
"Not disabled","2008","66 and older","Male","1496","0.711363018674521","0.691733448112548","0.730992589236495"
"Not disabled","2008","66 and older","Female","1828","0.773027411071384","0.755905085207172","0.790149736935596"
"Disabled","2008","16-34 y.","Male","39","0.0217242326790264","0.0154637715004773","0.0279846938575754"
"Disabled","2008","16-34 y.","Female","31","0.0170242328144497","0.0117282573421629","0.0223202082867365"
"Disabled","2008","35-65 y.","Male","617","0.132906068259201","0.123595618931516","0.142216517586887"
"Disabled","2008","35-65 y.","Female","570","0.111092335913345","0.102836027998936","0.119348643827754"
"Disabled","2008","66 and older","Male","551","0.288636981325479","0.269007410763505","0.308266551887452"
"Disabled","2008","66 and older","Female","471","0.226972588928615","0.209850263064403","0.244094914792827"
"Not disabled","2009","16-34 y.","Male","1886","0.980459079507306","0.9742757844726","0.986642374542013"
"Not disabled","2009","16-34 y.","Female","2051","0.983014119231036","0.977459621932868","0.988568616529205"
"Not disabled","2009","35-65 y.","Male","4139","0.866854701673757","0.857151393651225","0.876558009696289"
"Not disabled","2009","35-65 y.","Female","4617","0.884547061407864","0.875832734302303","0.893261388513425"
"Not disabled","2009","66 and older","Male","1452","0.717374734198923","0.697591372870532","0.737158095527315"
"Not disabled","2009","66 and older","Female","1776","0.776589225290954","0.759254576073881","0.793923874508026"
"Disabled","2009","16-34 y.","Male","39","0.0195409204926939","0.0133576254579874","0.0257242155274003"
"Disabled","2009","16-34 y.","Female","28","","",""
"Disabled","2009","35-65 y.","Male","570","0.133145298326243","0.123441990303711","0.142848606348775"
"Disabled","2009","35-65 y.","Female","549","0.115452938592136","0.106738611486575","0.124167265697697"
"Disabled","2009","66 and older","Male","538","0.282625265801077","0.262841904472685","0.302408627129468"
"Disabled","2009","66 and older","Female","442","0.223410774709046","0.206076125491974","0.240745423926119"
"Not disabled","2010","16-34 y.","Male","2720","0.974506101700783","0.968644822948461","0.980367380453104"
"Not disabled","2010","16-34 y.","Female","3754","0.981290599068768","0.97698307298232","0.985598125155216"
