"m11124","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1984","Hamburg","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","North Rhine-Westphalia","(Married) couple without C. ","139","0.238119960546522","0.206834014431304","0.269405906661741","1"
"Disabled","1984","Schleswig-Holstein","Couple + C. GT 16 ","5","","","","1"
"Disabled","1984","Schleswig-Holstein","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1984","Hamburg","1-pers.-HH","9","","","","1"
"Disabled","1984","Hamburg","(Married) couple without C. ","8","","","","1"
"Disabled","1984","Hamburg","Couple + C. GT 16 ","2","","","","1"
"Disabled","1984","Hesse","Couple + C. GT 16 ","21","","","","1"
"Disabled","1984","Rhineland-Palatinate,Saarland","Single parent ","4","","","","1"
"Disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","4","","","","1"
"Disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","","","1"
"Disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","","","1"
"Disabled","1984","Baden-Württemberg","1-pers.-HH","20","","","","1"
"Disabled","1984","Baden-Württemberg","(Married) couple without C. ","47","0.133680160663766","0.100618588929971","0.166741732397562","1"
"Disabled","1984","Baden-Württemberg","Single parent ","5","","","","1"
"Disabled","1984","Baden-Württemberg","Couple + C. LE 16 ","18","","","","1"
"Disabled","1984","Baden-Württemberg","Couple + C. GT 16 ","32","0.0885054790704644","0.0604955729628609","0.116515385178068","1"
"Disabled","1984","Baden-Württemberg","Couple + C. LE and GT 16","17","","","","1"
"Disabled","1984","Bavaria","1-pers.-HH","25","","","","1"
"Disabled","1984","Bavaria","(Married) couple without C. ","73","0.171554544930915","0.137898921030069","0.205210168831761","1"
"Disabled","1984","Bavaria","Single parent ","6","","","","1"
"Disabled","1984","Bavaria","Couple + C. LE 16 ","11","","","","1"
"Disabled","1984","Bavaria","Couple + C. GT 16 ","33","0.114759315367076","0.0802659295455377","0.149252701188614","1"
"Disabled","1984","Bavaria","Couple + C. LE and GT 16","12","","","","1"
"Disabled","1984","Berlin","1-pers.-HH","12","","","","1"
"Disabled","1984","Berlin","(Married) couple without C. ","23","","","","1"
"Disabled","1984","Berlin","Couple + C. LE 16 ","10","","","","1"
"Disabled","1984","Berlin","Couple + C. GT 16 ","4","","","","1"
"Disabled","1984","Berlin","Couple + C. LE and GT 16","4","","","","1"
"Disabled","1984","Brandenburg","Single parent ","","","","","1"
"Disabled","1984","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Disabled","1984","Berlin","Single parent ","","","","","1"
"Disabled","1984","Brandenburg","1-pers.-HH","","","","","1"
"Disabled","1984","Brandenburg","(Married) couple without C. ","","","","","1"
"Disabled","1984","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Disabled","1984","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Disabled","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Disabled","1984","Saxony","1-pers.-HH","","","","","1"
"Disabled","1984","Saxony","(Married) couple without C. ","","","","","1"
"Disabled","1984","Saxony","Single parent ","","","","","1"
"Disabled","1984","Saxony","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","Saxony","Couple + C. GT 16 ","","","","","1"
"Disabled","1984","Saxony","Couple + C. LE and GT 16","","","","","1"
"Disabled","1984","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Disabled","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Disabled","1984","Saxony-Anhalt","Single parent ","","","","","1"
"Disabled","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Disabled","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Disabled","1984","Thuringia","1-pers.-HH","","","","","1"
"Disabled","1984","Thuringia","(Married) couple without C. ","","","","","1"
"Disabled","1984","Thuringia","Single parent ","","","","","1"
"Disabled","1984","Thuringia","Couple + C. LE 16 ","","","","","1"
"Disabled","1984","Thuringia","Couple + C. GT 16 ","","","","","1"
"Disabled","1984","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Not disabled","1984","Schleswig-Holstein","1-pers.-HH","51","0.958622156460676","0.905003267088714","1.01224104583264","0"
"Not disabled","1984","Schleswig-Holstein","(Married) couple without C. ","79","0.887041532809581","0.820905501904657","0.953177563714505","0"
"Not disabled","1984","Schleswig-Holstein","Single parent ","18","","","","0"
"Not disabled","1984","Schleswig-Holstein","Couple + C. LE 16 ","96","0.976619036947948","0.946701292804111","1.00653678109179","0"
"Not disabled","1984","Schleswig-Holstein","Couple + C. GT 16 ","62","0.922186091982672","0.858043192546472","0.986328991418873","0"
"Not disabled","1984","Schleswig-Holstein","Couple + C. LE and GT 16","35","0.970998767530209","0.91618187566686","1.02581565939356","0"
"Not disabled","1984","Hamburg","1-pers.-HH","46","0.851059733552158","0.756967705140515","0.9451517619638","0"
"Not disabled","1984","Hamburg","(Married) couple without C. ","83","0.904502432751989","0.844117523405893","0.964887342098085","0"
"Not disabled","1984","Hamburg","Single parent ","16","","","","0"
"Not disabled","1984","Hamburg","Couple + C. LE 16 ","64","1","1","1","0"
"Not disabled","1984","Hamburg","Couple + C. GT 16 ","32","0.939312728868983","0.859059495123443","1.01956596261452","0"
"Not disabled","1984","Hamburg","Couple + C. LE and GT 16","34","0.995892760661633","0.974704497318731","1.01708102400454","0"
"Not disabled","1984","Lower Saxony","1-pers.-HH","105","0.877172292517632","0.818197661022575","0.936146924012689","0"
"Not disabled","1984","Lower Saxony","(Married) couple without C. ","230","0.796780856484645","0.749648318168801","0.843913394800489","0"
"Not disabled","1984","Lower Saxony","Single parent ","57","0.948209144396329","0.892136494788119","1.00428179400454","0"
"Not disabled","1984","Lower Saxony","Couple + C. LE 16 ","272","0.952818671847062","0.92824583568127","0.977391508012853","0"
"Not disabled","1984","Lower Saxony","Couple + C. GT 16 ","207","0.92605142292361","0.891550205763223","0.960552640083998","0"
"Not disabled","1984","Lower Saxony","Couple + C. LE and GT 16","139","0.957623219477123","0.924946911805137","0.990299527149108","0"
"Not disabled","1984","Bremen","1-pers.-HH","21","","","","0"
"Not disabled","1984","Bremen","(Married) couple without C. ","36","0.786031241134105","0.666209142529412","0.905853339738798","0"
"Not disabled","1984","Bremen","Single parent ","5","","","","0"
"Not disabled","1984","Bremen","Couple + C. LE 16 ","22","","","","0"
"Not disabled","1984","Bremen","Couple + C. GT 16 ","13","","","","0"
"Not disabled","1984","Bremen","Couple + C. LE and GT 16","12","","","","0"
"Not disabled","1984","North Rhine-Westphalia","1-pers.-HH","307","0.789201260043971","0.747808768819132","0.83059375126881","0"
"Not disabled","1984","North Rhine-Westphalia","(Married) couple without C. ","573","0.761880039453478","0.730594093338259","0.793165985568696","0"
"Not disabled","1984","North Rhine-Westphalia","Single parent ","130","0.84916048146383","0.791501138480046","0.906819824447614","0"
"Not disabled","1984","North Rhine-Westphalia","Couple + C. LE 16 ","821","0.947597891103061","0.932670028330038","0.962525753876084","0"
"Not disabled","1984","North Rhine-Westphalia","Couple + C. GT 16 ","465","0.895634679696811","0.869074393173269","0.922194966220353","0"
"Not disabled","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","467","0.940333488343224","0.919382060745195","0.961284915941253","0"
"Not disabled","1984","Hesse","1-pers.-HH","112","0.877664851285247","0.820222386763138","0.935107315807357","0"
"Not disabled","1984","Hesse","(Married) couple without C. ","244","0.827455173970812","0.783587069461289","0.871323278480335","0"
"Not disabled","1984","Hesse","Single parent ","40","0.878976001432908","0.783681884074037","0.974270118791778","0"
"Not disabled","1984","Hesse","Couple + C. LE 16 ","286","0.956565548891189","0.933305446637751","0.979825651144628","0"
"Not disabled","1984","Hesse","Couple + C. GT 16 ","208","0.905149268028638","0.867199354078537","0.943099181978738","0"
"Not disabled","1984","Hesse","Couple + C. LE and GT 16","160","0.974594994833799","0.950512698333204","0.998677291334395","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","68","0.866538983093655","0.791069381548231","0.942008584639079","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","170","0.822882463560167","0.770365481968776","0.875399445151559","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Single parent ","43","0.898418396226992","0.812051758512093","0.984785033941892","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","167","0.981117767641459","0.960717433777873","1.00151810150505","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","145","0.932933490041551","0.893427229297516","0.972439750785587","0"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","116","0.981865408559551","0.957890636978007","1.0058401801411","0"
"Not disabled","1984","Baden-Württemberg","1-pers.-HH","201","0.889565492006866","0.848242351663704","0.930888632350027","0"
"Not disabled","1984","Baden-Württemberg","(Married) couple without C. ","360","0.866319839336234","0.833258267602438","0.899381411070029","0"
"Not disabled","1984","Baden-Württemberg","Single parent ","110","0.951915055902225","0.912812708800682","0.991017403003769","0"
"Not disabled","1984","Baden-Württemberg","Couple + C. LE 16 ","634","0.957663024591908","0.942207257408556","0.97311879177526","0"
"Not disabled","1984","Baden-Württemberg","Couple + C. GT 16 ","363","0.911494520929536","0.883484614821932","0.939504427037139","0"
"Not disabled","1984","Baden-Württemberg","Couple + C. LE and GT 16","321","0.947424366964989","0.923631089385093","0.971217644544886","0"
"Not disabled","1984","Bavaria","1-pers.-HH","179","0.863035785406751","0.815856542763625","0.910215028049877","0"
"Not disabled","1984","Bavaria","(Married) couple without C. ","409","0.828445455069085","0.794789831168239","0.862101078969931","0"
"Not disabled","1984","Bavaria","Single parent ","88","0.916134601698581","0.860100138684561","0.972169064712601","0"
"Not disabled","1984","Bavaria","Couple + C. LE 16 ","527","0.974631381266578","0.961344423355986","0.98791833917717","0"
"Not disabled","1984","Bavaria","Couple + C. GT 16 ","295","0.885240684632924","0.850747298811386","0.919734070454462","0"
"Not disabled","1984","Bavaria","Couple + C. LE and GT 16","315","0.952349535929216","0.929260490978237","0.975438580880194","0"
"Not disabled","1984","Berlin","1-pers.-HH","61","0.805521081352967","0.71472619655785","0.896315966148085","0"
"Not disabled","1984","Berlin","(Married) couple without C. ","81","0.747241409309912","0.663716723741376","0.830766094878449","0"
"Not disabled","1984","Berlin","Single parent ","27","","","","0"
"Not disabled","1984","Berlin","Couple + C. LE 16 ","82","0.865172991368815","0.795382845901768","0.934963136835862","0"
"Not disabled","1984","Berlin","Couple + C. GT 16 ","36","0.885378320462138","0.786655871298421","0.984100769625855","0"
"Not disabled","1984","Berlin","Couple + C. LE and GT 16","44","0.906807245994913","0.824568583920629","0.989045908069197","0"
"Not disabled","1984","Brandenburg","1-pers.-HH","","","","","0"
"Not disabled","1984","Brandenburg","(Married) couple without C. ","","","","","0"
"Not disabled","1984","Brandenburg","Single parent ","","","","","0"
"Not disabled","1984","Brandenburg","Couple + C. LE 16 ","","","","","0"
"Not disabled","1984","Brandenburg","Couple + C. GT 16 ","","","","","0"
"Not disabled","1984","Brandenburg","Couple + C. LE and GT 16","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","0"
"Not disabled","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","0"
"Not disabled","1984","Saxony","1-pers.-HH","","","","","0"
"Not disabled","1984","Saxony","(Married) couple without C. ","","","","","0"
"Not disabled","1984","Saxony","Single parent ","","","","","0"
"Not disabled","1984","Saxony","Couple + C. LE 16 ","","","","","0"
"Not disabled","1984","Saxony","Couple + C. GT 16 ","","","","","0"
"Not disabled","1984","Saxony","Couple + C. LE and GT 16","","","","","0"
"Not disabled","1984","Saxony-Anhalt","1-pers.-HH","","","","","0"
"Not disabled","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","0"
"Not disabled","1984","Saxony-Anhalt","Single parent ","","","","","0"
"Not disabled","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","0"
"Not disabled","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","0"
"Not disabled","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","0"
"Not disabled","1984","Thuringia","1-pers.-HH","","","","","0"
"Not disabled","1984","Thuringia","(Married) couple without C. ","","","","","0"
"Not disabled","1984","Thuringia","Single parent ","","","","","0"
"Not disabled","1984","Thuringia","Couple + C. LE 16 ","","","","","0"
"Not disabled","1984","Thuringia","Couple + C. GT 16 ","","","","","0"
"Not disabled","1984","Thuringia","Couple + C. LE and GT 16","","","","","0"
"Disabled","1985","Schleswig-Holstein","(Married) couple without C. ","9","","","","1"
"Disabled","1985","Lower Saxony","Couple + C. LE and GT 16","6","","","","1"
"Disabled","1985","Bremen","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","North Rhine-Westphalia","1-pers.-HH","50","0.17511071683891","0.134104914427485","0.216116519250336","1"
"Disabled","1985","Bremen","Single parent ","","","","","1"
"Disabled","1985","Hesse","(Married) couple without C. ","41","0.186081564997717","0.139832201882868","0.232330928112566","1"
"Disabled","1985","Bremen","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Schleswig-Holstein","1-pers.-HH","4","","","","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","32","0.195060203212006","0.136849328420393","0.253271078003618","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","11","","","","1"
"Disabled","1985","Bremen","1-pers.-HH","5","","","","1"
"Disabled","1985","Schleswig-Holstein","Couple + C. GT 16 ","5","","","","1"
"Disabled","1985","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1985","Hamburg","1-pers.-HH","7","","","","1"
"Disabled","1985","Hamburg","(Married) couple without C. ","7","","","","1"
"Disabled","1985","Hamburg","Single parent ","","","","","1"
"Disabled","1985","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","Lower Saxony","1-pers.-HH","6","","","","1"
"Disabled","1985","Lower Saxony","(Married) couple without C. ","45","0.198206895547268","0.149843322842205","0.246570468252331","1"
"Disabled","1985","Lower Saxony","Single parent ","3","","","","1"
"Disabled","1985","Schleswig-Holstein","Single parent ","1","","","","1"
"Disabled","1985","Lower Saxony","Couple + C. GT 16 ","19","","","","1"
"Disabled","1985","Bremen","(Married) couple without C. ","9","","","","1"
"Disabled","1985","Bremen","Couple + C. LE 16 ","2","","","","1"
"Disabled","1985","North Rhine-Westphalia","(Married) couple without C. ","130","0.243265880432953","0.209574692367238","0.276957068498667","1"
"Disabled","1985","North Rhine-Westphalia","Single parent ","11","","","","1"
"Disabled","1985","North Rhine-Westphalia","Couple + C. GT 16 ","44","0.0944077989755868","0.0698144060006714","0.119001191950502","1"
"Disabled","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","17","","","","1"
"Disabled","1985","Hesse","1-pers.-HH","9","","","","1"
"Disabled","1985","Hesse","Couple + C. LE 16 ","10","","","","1"
"Disabled","1985","Hesse","Couple + C. GT 16 ","17","","","","1"
"Disabled","1985","Hesse","Couple + C. LE and GT 16","1","","","","1"
"Disabled","1985","Schleswig-Holstein","Couple + C. LE 16 ","5","","","","1"
"Disabled","1985","Hesse","Single parent ","2","","","","1"
"Disabled","1985","Lower Saxony","Couple + C. LE 16 ","10","","","","1"
"Disabled","1985","Hamburg","Couple + C. LE 16 ","1","","","","1"
"Disabled","1985","Hamburg","Couple + C. GT 16 ","3","","","","1"
"Disabled","1985","North Rhine-Westphalia","Couple + C. LE 16 ","29","","","","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","Single parent ","3","","","","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","","","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","11","","","","1"
"Disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1985","Baden-Württemberg","1-pers.-HH","16","","","","1"
"Disabled","1985","Baden-Württemberg","(Married) couple without C. ","42","0.129677805177399","0.0947310570680072","0.164624553286791","1"
"Disabled","1985","Baden-Württemberg","Single parent ","3","","","","1"
"Disabled","1985","Baden-Württemberg","Couple + C. LE 16 ","16","","","","1"
"Disabled","1985","Baden-Württemberg","Couple + C. GT 16 ","29","","","","1"
"Disabled","1985","Baden-Württemberg","Couple + C. LE and GT 16","15","","","","1"
"Disabled","1985","Bavaria","1-pers.-HH","21","","","","1"
"Disabled","1985","Bavaria","(Married) couple without C. ","69","0.179771896792668","0.143769153360162","0.215774640225174","1"
"Disabled","1985","Bavaria","Single parent ","5","","","","1"
"Disabled","1985","Berlin","Couple + C. GT 16 ","6","","","","1"
"Disabled","1985","Berlin","Couple + C. LE and GT 16","2","","","","1"
"Disabled","1985","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Disabled","1985","Bavaria","Couple + C. LE 16 ","11","","","","1"
"Disabled","1985","Bavaria","Couple + C. GT 16 ","28","","","","1"
"Disabled","1985","Bavaria","Couple + C. LE and GT 16","7","","","","1"
"Disabled","1985","Berlin","1-pers.-HH","11","","","","1"
"Disabled","1985","Berlin","(Married) couple without C. ","16","","","","1"
"Disabled","1985","Berlin","Single parent ","2","","","","1"
"Disabled","1985","Berlin","Couple + C. LE 16 ","6","","","","1"
"Disabled","1985","Brandenburg","1-pers.-HH","","","","","1"
"Disabled","1985","Brandenburg","(Married) couple without C. ","","","","","1"
"Disabled","1985","Brandenburg","Single parent ","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","Saxony","1-pers.-HH","","","","","1"
"Disabled","1985","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","Saxony","(Married) couple without C. ","","","","","1"
"Disabled","1985","Saxony","Single parent ","","","","","1"
"Disabled","1985","Saxony","Couple + C. LE 16 ","","","","","1"
"Disabled","1985","Saxony","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Saxony","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Disabled","1985","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Disabled","1985","Saxony-Anhalt","Single parent ","","","","","1"
"Disabled","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Disabled","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Disabled","1985","Thuringia","1-pers.-HH","","","","","1"
"Disabled","1985","Thuringia","(Married) couple without C. ","","","","","1"
"Disabled","1985","Thuringia","Single parent ","","","","","1"
"Disabled","1985","Thuringia","Couple + C. LE 16 ","","","","","1"
"Disabled","1985","Thuringia","Couple + C. GT 16 ","","","","","1"
"Disabled","1985","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Not disabled","1985","Hesse","(Married) couple without C. ","231","0.813918435002283","0.767669071887434","0.860167798117132","0"
"Not disabled","1985","Hesse","Single parent ","46","0.962562686266172","0.908860208629488","1.01626516390286","0"
"Not disabled","1985","Hesse","Couple + C. LE 16 ","260","0.947881792153456","0.921370064105576","0.974393520201335","0"
"Not disabled","1985","Hesse","Couple + C. GT 16 ","188","0.903833963551911","0.863476269165805","0.944191657938016","0"
"Not disabled","1985","Hesse","Couple + C. LE and GT 16","140","0.985839354577642","0.966337175750186","1.0053415334051","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","59","0.842493374983448","0.757157483247678","0.927829266719219","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","146","0.804939796787994","0.746728921996382","0.863150671579607","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Single parent ","42","0.917870753398237","0.83765096361862","0.998090543177854","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","147","0.984069909219758","0.963966159992111","1.0041736584474","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","154","0.924249962280183","0.883876846577073","0.964623077983293","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","95","0.968388109230534","0.93356943872519","1.00320677973588","0"
"Not disabled","1985","Baden-Württemberg","1-pers.-HH","173","0.894023346127171","0.850140304649726","0.937906387604617","0"
"Not disabled","1985","Baden-Württemberg","(Married) couple without C. ","313","0.870322194822601","0.835375446713209","0.905268942931993","0"
"Not disabled","1985","Baden-Württemberg","Single parent ","95","0.964524665524093","0.927901576580858","1.00114775446733","0"
"Not disabled","1985","Baden-Württemberg","Couple + C. LE 16 ","537","0.95154079640677","0.933643502582773","0.969438090230768","0"
"Not disabled","1985","Baden-Württemberg","Couple + C. GT 16 ","392","0.923759120746405","0.898408980817435","0.949109260675375","0"
"Not disabled","1985","Baden-Württemberg","Couple + C. LE and GT 16","306","0.940242538481732","0.914311996577024","0.96617308038644","0"
"Not disabled","1985","Schleswig-Holstein","1-pers.-HH","41","0.906054323604825","0.820811593321917","0.991297053887733","0"
"Not disabled","1985","Schleswig-Holstein","(Married) couple without C. ","73","0.876587181944128","0.805397204165986","0.947777159722271","0"
"Not disabled","1985","Schleswig-Holstein","Single parent ","22","","","","0"
"Not disabled","1985","Schleswig-Holstein","Couple + C. LE 16 ","89","0.937773872380094","0.888940174033453","0.986607570726734","0"
"Not disabled","1985","Schleswig-Holstein","Couple + C. GT 16 ","49","0.891030566600169","0.807921221745732","0.974139911454607","0"
"Not disabled","1985","Schleswig-Holstein","Couple + C. LE and GT 16","33","0.937065350020053","0.856612039550336","1.01751866048977","0"
"Not disabled","1985","Hamburg","1-pers.-HH","51","0.882235146126725","0.799281759607152","0.965188532646299","0"
"Not disabled","1985","Hamburg","(Married) couple without C. ","84","0.927246102864718","0.873881530439908","0.980610675289528","0"
"Not disabled","1985","Hamburg","Single parent ","13","","","","0"
"Not disabled","1985","Hamburg","Couple + C. LE 16 ","55","0.991791849555056","0.968160582999688","1.01542311611042","0"
"Not disabled","1985","Hamburg","Couple + C. GT 16 ","29","","","","0"
"Not disabled","1985","Hamburg","Couple + C. LE and GT 16","23","","","","0"
"Not disabled","1985","Lower Saxony","1-pers.-HH","99","0.937810438456489","0.89161812430635","0.984002752606629","0"
"Not disabled","1985","Lower Saxony","(Married) couple without C. ","216","0.801793104452732","0.753429531747669","0.850156677157795","0"
"Not disabled","1985","Lower Saxony","Single parent ","56","0.944029105428355","0.885375339534752","1.00268287132196","0"
"Not disabled","1985","Lower Saxony","Couple + C. LE 16 ","230","0.960789178221513","0.936233072543522","0.985345283899504","0"
"Not disabled","1985","Lower Saxony","Couple + C. GT 16 ","190","0.902796759777411","0.862635223721692","0.94295829583313","0"
"Not disabled","1985","Lower Saxony","Couple + C. LE and GT 16","118","0.965910798949166","0.933972324315661","0.997849273582672","0"
"Not disabled","1985","Bremen","1-pers.-HH","18","","","","0"
"Not disabled","1985","Bremen","(Married) couple without C. ","31","0.752401156104297","0.618643968483739","0.886158343724854","0"
"Not disabled","1985","Bremen","Single parent ","4","","","","0"
"Not disabled","1985","Bremen","Couple + C. LE 16 ","19","","","","0"
"Not disabled","1985","Bremen","Couple + C. GT 16 ","11","","","","0"
"Not disabled","1985","Bremen","Couple + C. LE and GT 16","10","","","","0"
"Not disabled","1985","North Rhine-Westphalia","1-pers.-HH","280","0.824889283161089","0.783883480749664","0.865895085572515","0"
"Not disabled","1985","North Rhine-Westphalia","(Married) couple without C. ","493","0.756734119567047","0.723042931501333","0.790425307632762","0"
"Not disabled","1985","North Rhine-Westphalia","Single parent ","124","0.896874854488626","0.845573430758835","0.948176278218418","0"
"Not disabled","1985","North Rhine-Westphalia","Couple + C. LE 16 ","717","0.950344485322955","0.934756034738466","0.965932935907445","0"
"Not disabled","1985","North Rhine-Westphalia","Couple + C. GT 16 ","499","0.905592201024413","0.880998808049498","0.930185593999329","0"
