"m11124","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Not disabled","1994","Not Employed","East Germany","1147","0.869570102494771","0.851319168466679","0.887821036522863"
"Not disabled","1994","Employed","West Germany","5576","0.939656897551888","0.933574670046443","0.945739125057332"
"Not disabled","1994","Employed","East Germany","2393","0.973547621004357","0.967193199533506","0.979902042475208"
"Disabled","1994","Not Employed","West Germany","631","0.232767222320437","0.218209238660749","0.247325205980125"
"Disabled","1994","Not Employed","East Germany","161","0.130429897505229","0.112178963477137","0.148680831533321"
"Disabled","1994","Employed","West Germany","312","0.0603431024481122","0.054260874942668","0.0664253299535565"
"Disabled","1994","Employed","East Germany","57","0.0264523789956428","0.0200979575247921","0.0328068004664935"
"Not disabled","1995","Not Employed","West Germany","2823","0.760870683196207","0.746723081955835","0.775018284436579"
"Not disabled","1995","Not Employed","East Germany","1115","0.849190398627096","0.829699572808313","0.86868122444588"
"Not disabled","1995","Employed","West Germany","5756","0.937888584925178","0.931821813419177","0.943955356431179"
"Not disabled","1995","Employed","East Germany","2320","0.971000770810439","0.964264834378788","0.97773670724209"
"Disabled","1995","Not Employed","West Germany","669","0.239129316803793","0.224981715563421","0.253276918044164"
"Disabled","1995","Not Employed","East Germany","180","0.150809601372904","0.13131877555412","0.170300427191687"
"Disabled","1995","Employed","West Germany","324","0.062111415074822","0.0560446435688208","0.0681781865808232"
"Disabled","1995","Employed","East Germany","64","0.028999229189561","0.02226329275791","0.035735165621212"
"Not disabled","1996","Not Employed","West Germany","2681","0.751079685473465","0.736459542128771","0.765699828818159"
"Not disabled","1996","Not Employed","East Germany","1088","0.834463187695267","0.814110376148027","0.854815999242506"
"Not disabled","1996","Employed","West Germany","5730","0.941910261430808","0.936012648455943","0.947807874405672"
"Not disabled","1996","Employed","East Germany","2329","0.971126662022538","0.964416176565623","0.977837147479453"
"Disabled","1996","Not Employed","West Germany","679","0.248920314526535","0.234300171181841","0.263540457871229"
"Disabled","1996","Not Employed","East Germany","193","0.165536812304733","0.145184000757494","0.185889623851973"
"Disabled","1996","Employed","West Germany","313","0.0580897385691923","0.0521921255943276","0.0639873515440569"
"Disabled","1996","Employed","East Germany","63","0.0288733379774616","0.0221628525205467","0.0355838234343766"
"Not disabled","1997","Not Employed","West Germany","2729","0.763036291965003","0.748745434392618","0.777327149537389"
"Not disabled","1997","Not Employed","East Germany","1131","0.85266316724353","0.833469548688536","0.871856785798523"
"Not disabled","1997","Employed","West Germany","5531","0.93837679514156","0.932204103474327","0.944549486808792"
"Not disabled","1997","Employed","East Germany","2234","0.963256517921676","0.955586272645579","0.970926763197773"
"Disabled","1997","Not Employed","West Germany","672","0.236963708034997","0.222672850462611","0.251254565607382"
"Disabled","1997","Not Employed","East Germany","179","0.14733683275647","0.128143214201477","0.166530451311464"
"Disabled","1997","Employed","West Germany","299","0.0616232048584401","0.0554505131912076","0.0677958965256726"
"Disabled","1997","Employed","East Germany","77","0.0367434820783239","0.0290732368022273","0.0444137273544205"
"Not disabled","1998","Not Employed","West Germany","3190","0.764060266428663","0.750900846705785","0.777219686151541"
"Not disabled","1998","Not Employed","East Germany","1198","0.855465890059837","0.837053271836518","0.873878508283156"
"Not disabled","1998","Employed","West Germany","6087","0.937818171455644","0.931914325635597","0.943722017275691"
"Not disabled","1998","Employed","East Germany","2371","0.966702514926082","0.959599731443629","0.973805298408534"
"Disabled","1998","Not Employed","West Germany","809","0.235939733571337","0.22278031384846","0.249099153294215"
"Disabled","1998","Not Employed","East Germany","203","0.144534109940163","0.126121491716844","0.162946728163482"
"Disabled","1998","Employed","West Germany","340","0.0621818285443563","0.0562779827243093","0.0680856743644033"
"Disabled","1998","Employed","East Germany","80","0.0332974850739185","0.0261947015914663","0.0404002685563707"
"Not disabled","1999","Not Employed","West Germany","2818","0.747305653939431","0.733066807073581","0.761544500805281"
"Not disabled","1999","Not Employed","East Germany","1159","0.845041385933529","0.825886647985082","0.864196123881976"
"Not disabled","1999","Employed","West Germany","6024","0.932638124468985","0.926485340538927","0.938790908399043"
"Not disabled","1999","Employed","East Germany","2333","0.965033229282008","0.957711412795383","0.972355045768632"
"Disabled","1999","Not Employed","West Germany","760","0.252694346060569","0.238455499194719","0.266933192926419"
"Disabled","1999","Not Employed","East Germany","212","0.154958614066471","0.135803876118025","0.174113352014918"
"Disabled","1999","Employed","West Germany","351","0.0673618755310154","0.0612090916009573","0.0735146594610734"
"Disabled","1999","Employed","East Germany","85","0.0349667707179923","0.0276449542313679","0.0422885872046167"
"Not disabled","2000","Not Employed","West Germany","5481","0.78717378413033","0.777452527511421","0.796895040749238"
"Not disabled","2000","Not Employed","East Germany","1865","0.833316205029066","0.817833846704957","0.848798563353175"
"Not disabled","2000","Employed","West Germany","10910","0.938007792962609","0.933607964176766","0.942407621748451"
"Not disabled","2000","Employed","East Germany","3506","0.964665013705052","0.958660665103554","0.97066936230655"
"Disabled","2000","Not Employed","West Germany","1329","0.21282621586967","0.203104959250762","0.222547472488579"
"Disabled","2000","Not Employed","East Germany","361","0.166683794970934","0.151201436646825","0.182166153295043"
"Disabled","2000","Employed","West Germany","629","0.0619922070373914","0.0575923782515489","0.0663920358232338"
"Disabled","2000","Employed","East Germany","126","0.0353349862949481","0.0293306376934504","0.0413393348964459"
"Not disabled","2001","Not Employed","West Germany","4771","0.77382921344142","0.763240136750577","0.784418290132264"
"Not disabled","2001","Not Employed","East Germany","1765","0.838576090373484","0.822817588745933","0.854334592001035"
"Not disabled","2001","Employed","West Germany","10017","0.941205786949666","0.936721647613034","0.945689926286298"
"Not disabled","2001","Employed","East Germany","3228","0.966236926524412","0.960110564120488","0.972363288928337"
"Disabled","2001","Not Employed","West Germany","1225","0.22617078655858","0.215581709867736","0.236759863249423"
"Disabled","2001","Not Employed","East Germany","329","0.161423909626516","0.145665407998965","0.177182411254067"
"Disabled","2001","Employed","West Germany","555","0.0587942130503342","0.0543100737137021","0.0632783523869662"
"Disabled","2001","Employed","East Germany","111","0.0337630734755875","0.0276367110716626","0.0398894358795124"
"Not disabled","2002","Not Employed","West Germany","4898","0.768153686404241","0.757627066651203","0.778680306157279"
"Not disabled","2002","Not Employed","East Germany","1735","0.814298621736327","0.79765101280763","0.830946230665024"
"Not disabled","2002","Employed","West Germany","10877","0.934594066913395","0.930075110663698","0.939113023163091"
"Not disabled","2002","Employed","East Germany","3209","0.958310561394239","0.951530930623092","0.965090192165387"
"Disabled","2002","Not Employed","West Germany","1276","0.231846313595759","0.221319693842721","0.242372933348797"
"Disabled","2002","Not Employed","East Germany","361","0.185701378263673","0.169053769334976","0.20234898719237"
"Disabled","2002","Employed","West Germany","622","0.0654059330866053","0.0608869768369088","0.0699248893363019"
"Disabled","2002","Employed","East Germany","130","0.0416894386057606","0.0349098078346134","0.0484690693769078"
"Not disabled","2003","Not Employed","West Germany","4816","0.774585808554152","0.76406615725583","0.785105459852475"
"Not disabled","2003","Not Employed","East Germany","1756","0.819954231340076","0.803602489493324","0.836305973186828"
"Not disabled","2003","Employed","West Germany","10231","0.934441097326851","0.929781748203971","0.939100446449732"
"Not disabled","2003","Employed","East Germany","3108","0.962764827937559","0.956238302586551","0.969291353288568"
"Disabled","2003","Not Employed","West Germany","1245","0.225414191445847","0.214894540147525","0.23593384274417"
"Disabled","2003","Not Employed","East Germany","365","0.180045768659924","0.163694026813172","0.196397510506676"
"Disabled","2003","Employed","West Germany","609","0.0655589026731489","0.0608995535502683","0.0702182517960295"
"Disabled","2003","Employed","East Germany","125","0.0372351720624409","0.0307086467114324","0.0437616974134494"
"Not disabled","2004","Not Employed","West Germany","4771","0.76665246446588","0.755982220414963","0.777322708516798"
"Not disabled","2004","Not Employed","East Germany","1787","0.816761803933214","0.800443407350653","0.833080200515776"
"Not disabled","2004","Employed","West Germany","9816","0.932803066831743","0.927995727472212","0.937610406191275"
"Not disabled","2004","Employed","East Germany","2952","0.95616325183937","0.948932925122444","0.963393578556297"
"Disabled","2004","Not Employed","West Germany","1265","0.23334753553412","0.222677291483202","0.244017779585037"
"Disabled","2004","Not Employed","East Germany","372","0.183238196066786","0.166919799484224","0.199556592649347"
"Disabled","2004","Employed","West Germany","603","0.0671969331682567","0.0623895938087253","0.0720042725277881"
"Disabled","2004","Employed","East Germany","128","0.0438367481606295","0.0366064214437026","0.0510670748775564"
"Not disabled","2005","Not Employed","West Germany","4564","0.771723783787568","0.760918276072315","0.782529291502821"
"Not disabled","2005","Not Employed","East Germany","1725","0.803295754298666","0.786314622073135","0.820276886524197"
"Not disabled","2005","Employed","West Germany","9345","0.934592235326619","0.929728312299478","0.93945615835376"
"Not disabled","2005","Employed","East Germany","2819","0.953833733404489","0.946257440795123","0.961410026013856"
"Disabled","2005","Not Employed","West Germany","1232","0.228276216212432","0.217470708497178","0.239081723927685"
"Disabled","2005","Not Employed","East Germany","380","0.196704245701334","0.179723113475803","0.213685377926865"
"Disabled","2005","Employed","West Germany","581","0.0654077646733808","0.0605438416462398","0.0702716877005217"
"Disabled","2005","Employed","East Germany","128","0.0461662665955109","0.0385899739861443","0.0537425592048775"
"Not disabled","2006","Not Employed","West Germany","4949","0.764570281270933","0.754128506515918","0.775012056025948"
"Not disabled","2006","Not Employed","East Germany","1793","0.786002692994478","0.768934659314183","0.803070726674773"
"Not disabled","2006","Employed","West Germany","9788","0.933864086368802","0.929088930364997","0.938639242372608"
"Not disabled","2006","Employed","East Germany","2940","0.957522787980652","0.950386490020689","0.964659085940615"
"Disabled","2006","Not Employed","West Germany","1393","0.235429718729067","0.224987943974052","0.245871493484082"
"Disabled","2006","Not Employed","East Germany","425","0.213997307005522","0.196929273325227","0.231065340685817"
"Disabled","2006","Employed","West Germany","617","0.0661359136311979","0.0613607576273923","0.0709110696350035"
"Disabled","2006","Employed","East Germany","128","0.0424772120193481","0.0353409140593854","0.0496135099793107"
"Not disabled","2007","Not Employed","West Germany","4561","0.765805983982864","0.754976907267178","0.776635060698549"
"Not disabled","2007","Not Employed","East Germany","1718","0.794751516703748","0.777493897405828","0.812009136001668"
"Not disabled","2007","Employed","West Germany","9102","0.931461229128574","0.926429653690875","0.936492804566274"
"Not disabled","2007","Employed","East Germany","2780","0.954853577231706","0.947320272959596","0.962386881503816"
"Disabled","2007","Not Employed","West Germany","1314","0.234194016017136","0.223364939301451","0.245023092732822"
"Disabled","2007","Not Employed","East Germany","386","0.205248483296252","0.187990863998332","0.222506102594172"
"Disabled","2007","Employed","West Germany","585","0.0685387708714255","0.0635071954337259","0.0735703463091252"
"Disabled","2007","Employed","East Germany","138","0.045146422768294","0.037613118496184","0.052679727040404"
"Not disabled","2008","Not Employed","West Germany","4266","0.76287903395636","0.751634601332091","0.774123466580629"
"Not disabled","2008","Not Employed","East Germany","1614","0.8054543516918","0.788018357230622","0.822890346152979"
"Not disabled","2008","Employed","West Germany","8563","0.933048217862504","0.927917489202948","0.938178946522061"
"Not disabled","2008","Employed","East Germany","2671","0.948359769052647","0.940164330740637","0.956555207364657"
"Disabled","2008","Not Employed","West Germany","1230","0.23712096604364","0.22587653341937","0.248365398667909"
"Disabled","2008","Not Employed","East Germany","366","0.1945456483082","0.177109653847021","0.211981642769378"
"Disabled","2008","Employed","West Germany","553","0.0669517821374958","0.0618210534779394","0.0720825107970521"
"Disabled","2008","Employed","East Germany","130","0.051640230947353","0.0434447926353433","0.0598356692593627"
"Not disabled","2009","Not Employed","West Germany","3850","0.755821595517954","0.743906786208053","0.767736404827856"
"Not disabled","2009","Not Employed","East Germany","1506","0.804556676647508","0.78654529645036","0.822568056844656"
"Not disabled","2009","Employed","West Germany","8005","0.933111172206737","0.927812243560697","0.938410100852777"
"Not disabled","2009","Employed","East Germany","2560","0.954261995307365","0.946370069667907","0.962153920946823"
"Disabled","2009","Not Employed","West Germany","1144","0.244178404482046","0.232263595172144","0.256093213791947"
"Disabled","2009","Not Employed","East Germany","356","0.195443323352492","0.177431943155343","0.21345470354964"
"Disabled","2009","Employed","West Germany","534","0.0668888277932631","0.0615898991472235","0.0721877564393027"
"Disabled","2009","Employed","East Germany","132","0.0457380046926353","0.0378460790531771","0.0536299303320934"
"Not disabled","2010","Not Employed","West Germany","5213","0.763146438017578","0.752691132036531","0.773601743998624"
"Not disabled","2010","Not Employed","East Germany","1692","0.800333421910408","0.783028911172761","0.817637932648055"
"Not disabled","2010","Employed","West Germany","11566","0.93350084620261","0.929076266355765","0.937925426049455"
"Not disabled","2010","Employed","East Germany","3271","0.939225361530574","0.931215810745226","0.947234912315923"
"Disabled","2010","Not Employed","West Germany","1139","0.236853561982422","0.226398256001376","0.247308867963469"
"Disabled","2010","Not Employed","East Germany","358","0.199666578089592","0.182362067351945","0.216971088827239"
"Disabled","2010","Employed","West Germany","615","0.0664991537973904","0.0620745739505454","0.0709237336442353"
"Disabled","2010","Employed","East Germany","147","0.0607746384694257","0.052765087684077","0.0687841892547744"
"Not disabled","2011","Not Employed","West Germany","6246","0.764308035840431","0.754845815911738","0.773770255769125"
"Not disabled","2011","Not Employed","East Germany","1959","0.792270174566796","0.7760902830641","0.808450066069492"
"Not disabled","2011","Employed","West Germany","13622","0.935790214591955","0.931786141951409","0.939794287232502"
"Not disabled","2011","Employed","East Germany","3719","0.938872187536469","0.931367979385045","0.946376395687893"
"Disabled","2011","Not Employed","West Germany","1483","0.235691964159569","0.226229744230875","0.245154184088262"
"Disabled","2011","Not Employed","East Germany","456","0.207729825433204","0.191549933930508","0.2239097169359"
"Disabled","2011","Employed","West Germany","775","0.0642097854080448","0.0602057127674985","0.068213858048591"
"Disabled","2011","Employed","East Germany","196","0.0611278124635309","0.0536236043121067","0.068632020614955"
"Not disabled","2012","Not Employed","West Germany","5878","0.76083104811218","0.751107287653724","0.770554808570637"
"Not disabled","2012","Not Employed","East Germany","1892","0.769898092705504","0.753055470848952","0.786740714562056"
"Not disabled","2012","Employed","West Germany","13296","0.932804084211679","0.928672829010766","0.936935339412593"
"Not disabled","2012","Employed","East Germany","3599","0.934486053317335","0.926615938180041","0.942356168454629"
"Disabled","2012","Not Employed","West Germany","1515","0.23916895188782","0.229445191429363","0.248892712346276"
"Disabled","2012","Not Employed","East Germany","507","0.230101907294496","0.213259285437944","0.246944529151048"
"Disabled","2012","Employed","West Germany","812","0.0671959157883206","0.0630646605874072","0.071327170989234"
"Disabled","2012","Employed","East Germany","198","0.0655139466826648","0.0576438315453707","0.0733840618199589"
"Not disabled","2013","Not Employed","West Germany","9666","0.792612268225076","0.785125327084006","0.800099209366146"
"Not disabled","2013","Not Employed","East Germany","2070","0.778195034376073","0.762053899830257","0.794336168921889"
"Not disabled","2013","Employed","West Germany","12504","0.9264857562557","0.922052910437896","0.930918602073503"
"Not disabled","2013","Employed","East Germany","3398","0.936200092540347","0.928204406621693","0.944195778459001"
"Disabled","2013","Not Employed","West Germany","1599","0.207387731774924","0.199900790633854","0.214874672915994"
"Disabled","2013","Not Employed","East Germany","475","0.221804965623927","0.205663831078111","0.237946100169743"
"Disabled","2013","Employed","West Germany","811","0.0735142437443003","0.0690813979264968","0.0779470895621038"
"Disabled","2013","Employed","East Germany","191","0.0637999074596533","0.0558042215409994","0.0717955933783072"
"Not disabled","2014","Not Employed","West Germany","5722","0.749943826350095","0.739949503147614","0.759938149552576"
"Not disabled","2014","Not Employed","East Germany","1677","0.75581137855789","0.737643660690388","0.773979096425392"
"Not disabled","2014","Employed","West Germany","13508","0.928338337489327","0.924117688258568","0.932558986720087"
"Not disabled","2014","Employed","East Germany","3266","0.931962251849618","0.923569396787906","0.94035510691133"
"Disabled","2014","Not Employed","West Germany","1490","0.250056173649905","0.240061850447424","0.260050496852386"
"Disabled","2014","Not Employed","East Germany","471","0.24418862144211","0.226020903574608","0.262356339309612"
"Disabled","2014","Employed","West Germany","838","0.0716616625106726","0.0674410132799133","0.075882311741432"
"Disabled","2014","Employed","East Germany","192","0.0680377481503822","0.0596448930886704","0.076430603212094"
"Not disabled","2015","Not Employed","West Germany","6660","0.765213472990826","0.755960495188663","0.77446645079299"
"Not disabled","2015","Not Employed","East Germany","1757","0.768055965277552","0.750398886046917","0.785713044508187"
"Not disabled","2015","Employed","West Germany","12641","0.928540008654996","0.924178267444883","0.932901749865109"
"Not disabled","2015","Employed","East Germany","3073","0.935617296458791","0.92717668699609","0.944057905921492"
"Disabled","2015","Not Employed","West Germany","1401","0.234786527009174","0.22553354920701","0.244039504811338"
"Disabled","2015","Not Employed","East Germany","438","0.231944034722448","0.214286955491814","0.249601113953083"
"Disabled","2015","Employed","West Germany","757","0.0714599913450038","0.0670982501348909","0.0758217325551167"
"Disabled","2015","Employed","East Germany","175","0.064382703541209","0.0559420940785081","0.0728233130039099"
"Not disabled","2016","Not Employed","West Germany","5012","0.755186951680498","0.744587101781464","0.765786801579532"
"Not disabled","2016","Not Employed","East Germany","1497","0.759912642585906","0.740706605142437","0.779118680029375"
"Not disabled","2016","Employed","West Germany","12263","0.928548684021813","0.924119392602687","0.93297797544094"
"Not disabled","2016","Employed","East Germany","2988","0.935872666448101","0.927331159030264","0.944414173865937"
"Disabled","2016","Not Employed","West Germany","1309","0.244813048319502","0.234213198420468","0.255412898218536"
"Disabled","2016","Not Employed","East Germany","403","0.240087357414094","0.220881319970625","0.259293394857563"
"Disabled","2016","Employed","West Germany","728","0.0714513159781867","0.0670220245590602","0.0758806073973132"
"Disabled","2016","Employed","East Germany","172","0.0641273335518992","0.0555858261340628","0.0726688409697357"
"Not disabled","2017","Not Employed","West Germany","5181","0.755663742389457","0.745269592458345","0.766057892320568"
"Not disabled","2017","Not Employed","East Germany","1595","0.772349556241829","0.754104371348265","0.790594741135393"
"Not disabled","2017","Employed","West Germany","13617","0.928989893273671","0.924805770859569","0.933174015687774"
"Not disabled","2017","Employed","East Germany","3401","0.937192136427096","0.929262384922998","0.945121887931195"
"Disabled","2017","Not Employed","West Germany","1384","0.244336257610543","0.233942107679432","0.254730407541655"
"Disabled","2017","Not Employed","East Germany","434","0.227650443758171","0.209405258864607","0.245895628651735"
"Disabled","2017","Employed","West Germany","858","0.0710101067263284","0.066825984312226","0.0751942291404309"
"Disabled","2017","Employed","East Germany","195","0.0628078635729038","0.0548781120688052","0.0707376150770024"
"Not disabled","2018","Not Employed","West Germany","4868","0.75003060227161","0.739315573021013","0.760745631522207"
"Not disabled","2018","Not Employed","East Germany","1547","0.761531307701076","0.742793933771398","0.780268681630753"
"Not disabled","2018","Employed","West Germany","13074","0.930104308853931","0.925874433945612","0.934334183762249"
"Not disabled","2018","Employed","East Germany","3303","0.931878209360388","0.923548918419098","0.940207500301678"
"Disabled","2018","Not Employed","West Germany","1405","0.24996939772839","0.239254368477793","0.260684426978987"
"Disabled","2018","Not Employed","East Germany","440","0.238468692298924","0.219731318369247","0.257206066228602"
"Disabled","2018","Employed","West Germany","884","0.0698956911460693","0.0656658162377512","0.0741255660543875"
"Disabled","2018","Employed","East Germany","212","0.0681217906396118","0.0597924996983216","0.0764510815809019"
"Not disabled","2019","Not Employed","West Germany","4760","0.753477577214381","0.742660304945581","0.764294849483181"
"Not disabled","2019","Not Employed","East Germany","1511","0.758500370373363","0.739552683961398","0.777448056785329"
"Not disabled","2019","Employed","West Germany","13241","0.933367232256008","0.929247408253826","0.937487056258191"
"Not disabled","2019","Employed","East Germany","3401","0.935867244810063","0.927876607487834","0.943857882132291"
"Disabled","2019","Not Employed","West Germany","1338","0.246522422785619","0.235705150516818","0.257339695054419"
"Disabled","2019","Not Employed","East Germany","449","0.241499629626636","0.222551943214671","0.260447316038602"
"Disabled","2019","Employed","West Germany","835","0.0666327677439917","0.062512943741809","0.0707525917461744"
"Disabled","2019","Employed","East Germany","210","0.0641327551899374","0.0561421178677087","0.0721233925121661"
