"m11124","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not disabled","2019","Not Employed","(Married) couple without C. ","2688","0.731274080752627","0.7168173834063","0.745730778098954"
"Not disabled","2019","Not Employed","Single parent ","493","0.762828408111504","0.728448541190062","0.797208275032946"
"Not disabled","2019","Not Employed","Couple + C. LE 16 ","587","0.95393721813753","0.937594490993293","0.970279945281767"
"Not disabled","2019","Not Employed","Couple + C. GT 16 ","573","0.82746106906012","0.799450183479054","0.855471954641185"
"Not disabled","2019","Not Employed","Couple + C. LE and GT 16","473","0.921125740340733","0.897593681263711","0.944657799417755"
"Not disabled","2019","Employed","1-pers.-HH","2206","0.905123846578955","0.893448414924536","0.916799278233373"
"Not disabled","2019","Employed","(Married) couple without C. ","4507","0.917800558146414","0.910125633279394","0.925475483013434"
"Not disabled","2019","Employed","Single parent ","1382","0.936427750939749","0.923963530769481","0.948891971110016"
"Not disabled","2019","Employed","Couple + C. LE 16 ","4464","0.979504692503041","0.975396337237242","0.98361304776884"
"Not disabled","2019","Employed","Couple + C. GT 16 ","2131","0.930493606160756","0.920047951811772","0.940939260509741"
"Not disabled","2019","Employed","Couple + C. LE and GT 16","1628","0.961117554055515","0.951887310058261","0.97034779805277"
"Disabled","2019","Not Employed","1-pers.-HH","520","0.278019062205658","0.257447178652568","0.298590945758747"
"Disabled","2019","Not Employed","(Married) couple without C. ","924","0.268725919247373","0.254269221901046","0.2831826165937"
"Disabled","2019","Not Employed","Single parent ","95","0.237171591888496","0.202791724967054","0.271551458809938"
"Disabled","2019","Not Employed","Couple + C. LE 16 ","45","0.0460627818624701","0.0297200547182333","0.0624055090067069"
"Disabled","2019","Not Employed","Couple + C. GT 16 ","126","0.17253893093988","0.144528045358815","0.200549816520946"
"Disabled","2019","Not Employed","Couple + C. LE and GT 16","31","0.0788742596592672","0.0553422005822452","0.102406318736289"
"Disabled","2019","Employed","1-pers.-HH","214","0.094876153421045","0.0832007217666265","0.106551585075464"
"Disabled","2019","Employed","(Married) couple without C. ","413","0.0821994418535862","0.0745245169865665","0.0898743667206059"
"Disabled","2019","Employed","Single parent ","90","0.0635722490602514","0.0511080288899836","0.0760364692305192"
"Disabled","2019","Employed","Couple + C. LE 16 ","105","0.0204953074969594","0.0163869522311604","0.0246036627627584"
"Disabled","2019","Employed","Couple + C. GT 16 ","146","0.0695063938392437","0.0590607394902592","0.0799520481882281"
"Disabled","2019","Employed","Couple + C. LE and GT 16","57","0.0388824459444846","0.0296522019472298","0.0481126899417395"
