"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","direct migration background","1.39","1","236","1","1","1","2","4","1.25","1.53","1","12","1","1"
"2007","indirect migration background","1.19","1","64","1","1","1","2","3","0.94","1.44","1","7","1","1"
"2007","no migration background","1.47","1","2126","1","1","2","2","5","1.42","1.52","1","23","1","1"
"2008","direct migration background","1.3","1","208","1","1","1","2","4","1.22","1.38","1","4","1","1"
"2008","indirect migration background","1.2","1","69","1","1","1","2","3","0.92","1.48","1","10","1","1"
"2008","no migration background","1.44","1","1938","1","1","2","2","5","1.38","1.5","1","42","1","1"
"2009","direct migration background","1.38","1","195","1","1","2","2","3","1.27","1.49","1","8","1","1"
"2009","indirect migration background","1.17","1","61","1","1","1","2","3","1","1.34","1","4","1","1"
"2009","no migration background","1.49","1","2010","1","1","2","2","6","1.44","1.54","1","28","1","1"
"2010","direct migration background","1.52","1","419","1","1","1","2","13","1.42","1.62","1","14","1","1"
"2010","indirect migration background","1.38","1","151","1","1","2","2","5","1.24","1.52","1","7","1","1"
"2010","no migration background","1.44","1","2676","1","1","1","2","5","1.4","1.48","1","20","1","1"
"2011","direct migration background","1.36","1","479","1","1","1","2","4","1.28","1.44","1","13","1","1"
"2011","indirect migration background","1.46","1","138","1","1","1","3","5","1.31","1.61","1","7","1","1"
"2011","no migration background","1.43","1","3235","1","1","2","2","5","1.39","1.47","1","30","1","1"
"2012","direct migration background","1.38","1","394","1","1","1","2","6","1.3","1.46","1","7","1","1"
"2012","indirect migration background","1.47","1","153","1","1","1","3","10","1.26","1.68","1","11","1","1"
"2012","no migration background","1.46","1","3140","1","1","2","2","6","1.42","1.5","1","26","1","1"
"2013","direct migration background","1.44","1","340","1","1","1","3","5","1.35","1.53","1","9","1","1"
"2013","indirect migration background","1.37","1","128","1","1","1","2","6","1.21","1.53","1","6","1","1"
"2013","no migration background","1.42","1","2949","1","1","2","2","5","1.38","1.46","1","26","1","1"
"2014","direct migration background","1.3","1","301","1","1","1","2","4","1.2","1.4","1","10","1","1"
"2014","indirect migration background","1.21","1","112","1","1","1","2","3","1.11","1.31","1","3","1","1"
"2014","no migration background","1.41","1","2556","1","1","2","2","5","1.37","1.45","1","17","1","1"
"2015","direct migration background","1.31","1","580","1","1","1","2","4","1.13","1.49","1","50","1","1"
"2015","indirect migration background","1.23","1","192","1","1","1","2","4","1.12","1.34","1","8","1","1"
"2015","no migration background","1.47","1","2534","1","1","1","2","6","1.41","1.53","1","32","1","1"
"2016","direct migration background","1.28","1","638","1","1","1","2","4","1.21","1.35","1","12","1","1"
"2016","indirect migration background","1.7","1","190","1","1","1","2","30","1.38","2.02","1","30","1","1"
"2016","no migration background","1.5","1","2332","1","1","2","2","6","1.44","1.56","1","48","1","1"
"2017","direct migration background","1.35","1","609","1","1","1","2","4","1.29","1.41","1","10","1","1"
"2017","indirect migration background","1.27","1","204","1","1","1","2","4","1.17","1.37","1","5","1","1"
"2017","no migration background","1.46","1","2710","1","1","2","2","5","1.42","1.5","1","30","1","1"
"2018","direct migration background","1.22","1","570","1","1","1","2","5","0.87","1.57","1","100","1","1"
"2018","indirect migration background","1.21","1","198","1","1","1","2","5","1.09","1.33","1","7","1","1"
"2018","no migration background","1.46","1","2621","1","1","2","2","5","1.38","1.54","1","98","1","1"
"2019","direct migration background","1.35","1","499","1","1","1","2","5","1.14","1.56","1","50","1","1"
"2019","indirect migration background","1.23","1","205","1","1","1","2","4","1.13","1.33","1","6","1","1"
"2019","no migration background","1.46","1","2719","1","1","2","2","6","1.42","1.5","1","20","1","1"
