"pli0091_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1987","(2a) intermediate vocational","West Germany","","","",""
"Daily","1987","(2a) intermediate vocational","East Germany","","","",""
"Daily","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1987","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","1987","(3a) lower tertiary education","West Germany","","","",""
"Daily","1987","(3a) lower tertiary education","East Germany","","","",""
"Daily","1987","(3b) higher tertiary education","West Germany","","","",""
"Daily","1987","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","1987","(0) in school","West Germany","","","",""
"Min 1x per week","1987","(0) in school","East Germany","","","",""
"Min 1x per week","1987","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","1987","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","1987","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","1987","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","1987","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","1987","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","1987","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","1987","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","1987","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","1987","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","1987","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","1987","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","1987","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1987","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","1987","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1987","(0) in school","West Germany","","","",""
"Min 1x per month","1987","(0) in school","East Germany","","","",""
"Min 1x per month","1987","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","1987","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1987","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","1987","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1987","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","1987","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1987","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","1987","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1987","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","1987","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1987","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1987","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","1987","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1987","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","1987","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1987","(0) in school","West Germany","","","",""
"Rarely","1987","(0) in school","East Germany","","","",""
"Rarely","1987","(1a) inadequately completed","West Germany","","","",""
"Rarely","1987","(1a) inadequately completed","East Germany","","","",""
"Rarely","1987","(1b) general elementary school","West Germany","","","",""
"Rarely","1987","(1b) general elementary school","East Germany","","","",""
"Rarely","1987","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","1987","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","1987","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","1987","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","1987","(2a) intermediate vocational","West Germany","","","",""
"Rarely","1987","(2a) intermediate vocational","East Germany","","","",""
"Rarely","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","1987","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","1987","(3a) lower tertiary education","West Germany","","","",""
"Rarely","1987","(3a) lower tertiary education","East Germany","","","",""
"Rarely","1987","(3b) higher tertiary education","West Germany","","","",""
"Rarely","1987","(3b) higher tertiary education","East Germany","","","",""
"Never","1987","(0) in school","West Germany","","","",""
"Never","1987","(0) in school","East Germany","","","",""
"Never","1987","(1a) inadequately completed","West Germany","","","",""
"Never","1987","(1a) inadequately completed","East Germany","","","",""
"Never","1987","(1b) general elementary school","West Germany","","","",""
"Never","1987","(1b) general elementary school","East Germany","","","",""
"Never","1987","(1c) basic vocational qualification","West Germany","","","",""
"Never","1987","(1c) basic vocational qualification","East Germany","","","",""
"Never","1987","(2b) intermediate general qualification","West Germany","","","",""
"Never","1987","(2b) intermediate general qualification","East Germany","","","",""
"Never","1987","(2a) intermediate vocational","West Germany","","","",""
"Never","1987","(2a) intermediate vocational","East Germany","","","",""
"Never","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","1987","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","1987","(3a) lower tertiary education","West Germany","","","",""
"Never","1987","(3a) lower tertiary education","East Germany","","","",""
"Never","1987","(3b) higher tertiary education","West Germany","","","",""
"Never","1987","(3b) higher tertiary education","East Germany","","","",""
"Daily","1988","(0) in school","West Germany","","","",""
"Daily","1988","(0) in school","East Germany","","","",""
"Daily","1988","(1a) inadequately completed","West Germany","","","",""
"Daily","1988","(1a) inadequately completed","East Germany","","","",""
"Daily","1988","(1b) general elementary school","West Germany","","","",""
"Daily","1988","(1b) general elementary school","East Germany","","","",""
"Daily","1988","(1c) basic vocational qualification","West Germany","","","",""
"Daily","1988","(1c) basic vocational qualification","East Germany","","","",""
"Daily","1988","(2b) intermediate general qualification","West Germany","","","",""
"Daily","1988","(2b) intermediate general qualification","East Germany","","","",""
"Daily","1988","(2a) intermediate vocational","West Germany","","","",""
"Daily","1988","(2a) intermediate vocational","East Germany","","","",""
"Daily","1988","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1988","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","1988","(3a) lower tertiary education","West Germany","","","",""
"Daily","1988","(3a) lower tertiary education","East Germany","","","",""
"Daily","1988","(3b) higher tertiary education","West Germany","","","",""
"Daily","1988","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","1988","(0) in school","West Germany","59","0.372386070967434","0.297710568458538","0.447061573476331"
"Min 1x per week","1988","(0) in school","East Germany","","","",""
"Min 1x per week","1988","(1a) inadequately completed","West Germany","24","","",""
"Min 1x per week","1988","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","1988","(1b) general elementary school","West Germany","164","0.049829926471676","0.0409738060396336","0.0586860469037185"
"Min 1x per week","1988","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","1988","(1c) basic vocational qualification","West Germany","201","0.0543736784193304","0.0467405534051559","0.0620068034335049"
"Min 1x per week","1988","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","1988","(2b) intermediate general qualification","West Germany","118","0.232919054492646","0.192732873799213","0.273105235186079"
"Min 1x per week","1988","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","1988","(2a) intermediate vocational","West Germany","106","0.0783386941729091","0.0635605441186587","0.0931168442271595"
"Min 1x per week","1988","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","1988","(2c_gen) general maturity certificate","West Germany","88","0.277726089865094","0.230602034528549","0.324850145201639"
"Min 1x per week","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","1988","(2c_voc) vocational maturity certificate","West Germany","33","0.0949442975130058","0.0658513391899953","0.124037255836016"
"Min 1x per week","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","1988","(3a) lower tertiary education","West Germany","15","","",""
"Min 1x per week","1988","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1988","(3b) higher tertiary education","West Germany","35","0.0687584249560595","0.0457837555450574","0.0917330943670616"
"Min 1x per week","1988","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1988","(0) in school","West Germany","59","0.389636525895525","0.314308037542831","0.464965014248219"
"Min 1x per month","1988","(0) in school","East Germany","","","",""
"Min 1x per month","1988","(1a) inadequately completed","West Germany","49","0.0839451943562433","0.0641648766257785","0.103725512086708"
"Min 1x per month","1988","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1988","(1b) general elementary school","West Germany","237","0.0784321080396147","0.067489815327024","0.0893744007522053"
"Min 1x per month","1988","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1988","(1c) basic vocational qualification","West Germany","433","0.114701506702006","0.103974521886865","0.125428491517147"
"Min 1x per month","1988","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1988","(2b) intermediate general qualification","West Germany","120","0.256776193852319","0.215243432122242","0.298308955582397"
"Min 1x per month","1988","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1988","(2a) intermediate vocational","West Germany","240","0.17820423411608","0.157157380062554","0.199251088169607"
"Min 1x per month","1988","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1988","(2c_gen) general maturity certificate","West Germany","124","0.37374761324897","0.322844157761827","0.424651068736114"
"Min 1x per month","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1988","(2c_voc) vocational maturity certificate","West Germany","82","0.230650427150444","0.188842871394967","0.272457982905921"
"Min 1x per month","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1988","(3a) lower tertiary education","West Germany","48","0.210959101976879","0.158572645641488","0.26334555831227"
"Min 1x per month","1988","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1988","(3b) higher tertiary education","West Germany","93","0.190898348869669","0.155215644452518","0.226581053286819"
"Min 1x per month","1988","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1988","(0) in school","West Germany","34","0.200674839147549","0.138810075701296","0.262539602593803"
"Rarely","1988","(0) in school","East Germany","","","",""
"Rarely","1988","(1a) inadequately completed","West Germany","126","0.20175271626513","0.17312721930114","0.230378213229119"
"Rarely","1988","(1a) inadequately completed","East Germany","","","",""
"Rarely","1988","(1b) general elementary school","West Germany","543","0.209653103174874","0.19308559321244","0.226220613137308"
"Rarely","1988","(1b) general elementary school","East Germany","","","",""
"Rarely","1988","(1c) basic vocational qualification","West Germany","1186","0.341101929597334","0.325143158413726","0.357060700780943"
