"pli0091_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2003","general elemantary","Urban Area","120","0.0636828544752318","0.0525915915255475","0.0747741174249161"
"Min 1x per week","2003","general elemantary","Rural Area","71","0.068841240579431","0.0522075239632176","0.0854749571956445"
"Min 1x per week","2003","middle vocational","Urban Area","289","0.0331950544253881","0.0290423447793515","0.0373477640714247"
"Min 1x per week","2003","middle vocational","Rural Area","182","0.0386465631833719","0.0326620213247728","0.044631105041971"
"Min 1x per week","2003","vocational + Abi","Urban Area","35","0.0352204452697196","0.0231437518834798","0.0472971386559595"
"Min 1x per week","2003","vocational + Abi","Rural Area","20","","",""
"Min 1x per week","2003","higher vocational","Urban Area","28","","",""
"Min 1x per week","2003","higher vocational","Rural Area","13","","",""
"Min 1x per week","2003","higher education","Urban Area","102","0.0360162115744624","0.0294580654743002","0.0425743576746247"
"Min 1x per week","2003","higher education","Rural Area","22","","",""
"Min 1x per month","2003","in school","Urban Area","209","0.51696856498286","0.46912088937742","0.564816240588299"
"Min 1x per month","2003","in school","Rural Area","90","0.485232144891372","0.414722272611252","0.555742017171493"
"Min 1x per month","2003","inadequately","Urban Area","12","","",""
"Min 1x per month","2003","inadequately","Rural Area","3","","",""
"Min 1x per month","2003","general elemantary","Urban Area","267","0.122720992425676","0.107817551492986","0.137624433358367"
"Min 1x per month","2003","general elemantary","Rural Area","148","0.136694829185133","0.114125881903045","0.159263776467222"
"Min 1x per month","2003","middle vocational","Urban Area","1112","0.140708040266646","0.132647664776247","0.148768415757045"
"Min 1x per month","2003","middle vocational","Rural Area","548","0.137549916069768","0.126856140202336","0.148243691937201"
"Min 1x per month","2003","vocational + Abi","Urban Area","227","0.247512498441762","0.21923865910461","0.275786337778915"
"Min 1x per month","2003","vocational + Abi","Rural Area","55","0.173353379141336","0.127861552451873","0.2188452058308"
"Min 1x per month","2003","higher vocational","Urban Area","171","0.14739347166271","0.12627084555792","0.168516097767501"
"Min 1x per month","2003","higher vocational","Rural Area","70","0.131922290432481","0.104912088646356","0.158932492218606"
"Min 1x per month","2003","higher education","Urban Area","721","0.244512950536864","0.229385642409976","0.259640258663752"
"Min 1x per month","2003","higher education","Rural Area","214","0.179521348341405","0.158271088296599","0.200771608386211"
"Rarely","2003","in school","Urban Area","86","0.224653817933691","0.184691947467141","0.264615688400241"
"Rarely","2003","in school","Rural Area","50","0.277442560773284","0.214275282141584","0.340609839404984"
"Rarely","2003","inadequately","Urban Area","31","0.140954523399032","0.0936651009519227","0.188243945846141"
"Rarely","2003","inadequately","Rural Area","16","","",""
"Rarely","2003","general elemantary","Urban Area","429","0.217017615728687","0.198294343912569","0.235740887544805"
"Rarely","2003","general elemantary","Rural Area","209","0.212535485376081","0.185658267648622","0.23941270310354"
"Rarely","2003","middle vocational","Urban Area","2859","0.387636911263474","0.376343048473281","0.398930774053668"
"Rarely","2003","middle vocational","Rural Area","1657","0.386672062666381","0.37155206586027","0.401792059472493"
"Rarely","2003","vocational + Abi","Urban Area","409","0.440893473343829","0.408365973062394","0.473420973625263"
"Rarely","2003","vocational + Abi","Rural Area","130","0.437630037174903","0.37801279364152","0.497247280708286"
"Rarely","2003","higher vocational","Urban Area","529","0.45837486061046","0.428685949939869","0.488063771281051"
"Rarely","2003","higher vocational","Rural Area","310","0.457745265726196","0.417980077565524","0.497510453886868"
"Rarely","2003","higher education","Urban Area","1557","0.469013471997542","0.451449140789367","0.486577803205718"
"Rarely","2003","higher education","Rural Area","682","0.473123655324726","0.445478805378619","0.500768505270834"
"Never","2003","in school","Urban Area","15","","",""
"Never","2003","in school","Rural Area","4","","",""
"Never","2003","inadequately","Urban Area","158","0.753709563712265","0.695157499480353","0.812261627944178"
"Never","2003","inadequately","Rural Area","40","0.672989857723135","0.555265035188611","0.790714680257659"
"Never","2003","general elemantary","Urban Area","1045","0.596470845350192","0.574186990450076","0.618754700250308"
"Never","2003","general elemantary","Rural Area","462","0.581928444859355","0.549523357935913","0.614333531782797"
"Never","2003","middle vocational","Urban Area","2887","0.437858843163288","0.426358383563339","0.449359302763238"
"Never","2003","middle vocational","Rural Area","1596","0.436720050059764","0.421320868478304","0.452119231641224"
"Never","2003","vocational + Abi","Urban Area","224","0.276373582944689","0.24707530840165","0.305671857487728"
"Never","2003","vocational + Abi","Rural Area","61","0.332490160501095","0.275875943211297","0.389104377790894"
"Never","2003","higher vocational","Urban Area","354","0.367799995671516","0.339067882540822","0.39653210880221"
"Never","2003","higher vocational","Rural Area","209","0.391240723136473","0.352288319875793","0.430193126397152"
"Never","2003","higher education","Urban Area","721","0.250457365891132","0.235207631392901","0.265707100389362"
"Never","2003","higher education","Rural Area","335","0.318856147250343","0.293052008207438","0.344660286293248"
"Daily","2004","in school","Urban Area","","","",""
"Daily","2004","in school","Rural Area","","","",""
"Daily","2004","inadequately","Urban Area","","","",""
"Daily","2004","inadequately","Rural Area","","","",""
"Daily","2004","general elemantary","Urban Area","","","",""
"Daily","2004","general elemantary","Rural Area","","","",""
"Daily","2004","middle vocational","Urban Area","","","",""
"Daily","2004","middle vocational","Rural Area","","","",""
"Daily","2004","vocational + Abi","Urban Area","","","",""
"Daily","2004","vocational + Abi","Rural Area","","","",""
"Daily","2004","higher vocational","Urban Area","","","",""
"Daily","2004","higher vocational","Rural Area","","","",""
"Daily","2004","higher education","Urban Area","","","",""
"Daily","2004","higher education","Rural Area","","","",""
"Min 1x per week","2004","in school","Urban Area","","","",""
"Min 1x per week","2004","in school","Rural Area","","","",""
"Min 1x per week","2004","inadequately","Urban Area","","","",""
"Min 1x per week","2004","inadequately","Rural Area","","","",""
"Min 1x per week","2004","general elemantary","Urban Area","","","",""
"Min 1x per week","2004","general elemantary","Rural Area","","","",""
"Min 1x per week","2004","middle vocational","Urban Area","","","",""
"Min 1x per week","2004","middle vocational","Rural Area","","","",""
"Min 1x per week","2004","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2004","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2004","higher vocational","Urban Area","","","",""
"Min 1x per week","2004","higher vocational","Rural Area","","","",""
"Min 1x per week","2004","higher education","Urban Area","","","",""
"Min 1x per week","2004","higher education","Rural Area","","","",""
"Min 1x per month","2004","in school","Urban Area","","","",""
"Min 1x per month","2004","in school","Rural Area","","","",""
"Min 1x per month","2004","inadequately","Urban Area","","","",""
"Min 1x per month","2004","inadequately","Rural Area","","","",""
"Min 1x per month","2004","general elemantary","Urban Area","","","",""
"Min 1x per month","2004","general elemantary","Rural Area","","","",""
"Min 1x per month","2004","middle vocational","Urban Area","","","",""
"Min 1x per month","2004","middle vocational","Rural Area","","","",""
"Min 1x per month","2004","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2004","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2004","higher vocational","Urban Area","","","",""
"Min 1x per month","2004","higher vocational","Rural Area","","","",""
"Min 1x per month","2004","higher education","Urban Area","","","",""
"Min 1x per month","2004","higher education","Rural Area","","","",""
"Rarely","2004","in school","Urban Area","","","",""
"Rarely","2004","in school","Rural Area","","","",""
"Rarely","2004","inadequately","Urban Area","","","",""
"Rarely","2004","inadequately","Rural Area","","","",""
"Rarely","2004","general elemantary","Urban Area","","","",""
"Rarely","2004","general elemantary","Rural Area","","","",""
"Rarely","2004","middle vocational","Urban Area","","","",""
"Rarely","2004","middle vocational","Rural Area","","","",""
"Rarely","2004","vocational + Abi","Urban Area","","","",""
"Rarely","2004","vocational + Abi","Rural Area","","","",""
"Rarely","2004","higher vocational","Urban Area","","","",""
"Rarely","2004","higher vocational","Rural Area","","","",""
"Rarely","2004","higher education","Urban Area","","","",""
"Rarely","2004","higher education","Rural Area","","","",""
"Never","2004","in school","Urban Area","","","",""
"Never","2004","in school","Rural Area","","","",""
"Never","2004","inadequately","Urban Area","","","",""
"Never","2004","inadequately","Rural Area","","","",""
"Never","2004","general elemantary","Urban Area","","","",""
"Never","2004","general elemantary","Rural Area","","","",""
"Never","2004","middle vocational","Urban Area","","","",""
"Never","2004","middle vocational","Rural Area","","","",""
"Never","2004","vocational + Abi","Urban Area","","","",""
"Never","2004","vocational + Abi","Rural Area","","","",""
"Never","2004","higher vocational","Urban Area","","","",""
"Never","2004","higher vocational","Rural Area","","","",""
"Never","2004","higher education","Urban Area","","","",""
"Never","2004","higher education","Rural Area","","","",""
"Daily","2005","in school","Urban Area","","","",""
"Daily","2005","in school","Rural Area","","","",""
"Daily","2005","inadequately","Urban Area","","","",""
"Daily","2005","inadequately","Rural Area","","","",""
"Daily","2005","general elemantary","Urban Area","","","",""
"Daily","2005","general elemantary","Rural Area","","","",""
"Daily","2005","middle vocational","Urban Area","","","",""
"Daily","2005","middle vocational","Rural Area","","","",""
"Daily","2005","vocational + Abi","Urban Area","","","",""
"Daily","2005","vocational + Abi","Rural Area","","","",""
"Daily","2005","higher vocational","Urban Area","","","",""
"Daily","2005","higher vocational","Rural Area","","","",""
"Daily","2005","higher education","Urban Area","","","",""
"Daily","2005","higher education","Rural Area","","","",""
"Min 1x per week","2005","in school","Urban Area","155","0.289479606281167","0.247530551352097","0.331428661210236"
"Min 1x per week","2005","in school","Rural Area","54","0.205119568490489","0.148876378390122","0.261362758590857"
"Min 1x per week","2005","inadequately","Urban Area","6","","",""
"Min 1x per week","2005","inadequately","Rural Area","6","","",""
"Min 1x per week","2005","general elemantary","Urban Area","127","0.0748169772732245","0.0621069324544702","0.0875270220919789"
"Min 1x per week","2005","general elemantary","Rural Area","57","0.050402971915549","0.0348490812954819","0.065956862535616"
"Min 1x per week","2005","middle vocational","Urban Area","364","0.0514487109167955","0.04609554777238","0.056801874061211"
"Min 1x per week","2005","middle vocational","Rural Area","199","0.0509943183573795","0.0439184308781972","0.0580702058365618"
"Min 1x per week","2005","vocational + Abi","Urban Area","47","0.0564381814038059","0.041086359858423","0.0717900029491889"
"Min 1x per week","2005","vocational + Abi","Rural Area","25","","",""
"Min 1x per week","2005","higher vocational","Urban Area","43","0.0415465425848931","0.0291723091269262","0.0539207760428599"
"Min 1x per week","2005","higher vocational","Rural Area","16","","",""
"Min 1x per week","2005","higher education","Urban Area","155","0.0625068339404324","0.0537891048249232","0.0712245630559417"
"Min 1x per week","2005","higher education","Rural Area","42","0.0345988918719197","0.0242410925512498","0.0449566911925895"
"Min 1x per month","2005","in school","Urban Area","206","0.502859544407112","0.456612091131367","0.549106997682856"
"Min 1x per month","2005","in school","Rural Area","86","0.435068900953254","0.366014357592238","0.50412344431427"
"Min 1x per month","2005","inadequately","Urban Area","15","","",""
"Min 1x per month","2005","inadequately","Rural Area","7","","",""
"Min 1x per month","2005","general elemantary","Urban Area","231","0.135839606934676","0.119287870488255","0.152391343381096"
"Min 1x per month","2005","general elemantary","Rural Area","126","0.14396664679228","0.119008198406719","0.168925095177841"
"Min 1x per month","2005","middle vocational","Urban Area","1061","0.149077468686723","0.140446812073275","0.157708125300172"
"Min 1x per month","2005","middle vocational","Rural Area","556","0.14791483398058","0.136495704853419","0.159333963107742"
"Min 1x per month","2005","vocational + Abi","Urban Area","225","0.25459313822018","0.225612478420972","0.283573798019388"
"Min 1x per month","2005","vocational + Abi","Rural Area","57","0.200059958364311","0.151894692790986","0.248225223937637"
"Min 1x per month","2005","higher vocational","Urban Area","156","0.158347897105443","0.135709910248338","0.180985883962548"
"Min 1x per month","2005","higher vocational","Rural Area","66","0.128331952862858","0.100581251984688","0.156082653741028"
"Min 1x per month","2005","higher education","Urban Area","726","0.246615131910703","0.231092195772162","0.262138068049243"
"Min 1x per month","2005","higher education","Rural Area","209","0.207989429392269","0.18498726929251","0.230991589492028"
"Rarely","2005","in school","Urban Area","77","0.175875301617747","0.140660616202904","0.211089987032589"
"Rarely","2005","in school","Rural Area","50","0.309912180455611","0.245497182156702","0.37432717875452"
"Rarely","2005","inadequately","Urban Area","37","0.218732068977162","0.159482728936215","0.277981409018109"
"Rarely","2005","inadequately","Rural Area","7","","",""
"Rarely","2005","general elemantary","Urban Area","451","0.274377741414222","0.252822002628186","0.295933480200258"
"Rarely","2005","general elemantary","Rural Area","191","0.254933235452133","0.223948191300071","0.285918279604196"
"Rarely","2005","middle vocational","Urban Area","2917","0.440626954717553","0.428596580988024","0.452657328447081"
"Rarely","2005","middle vocational","Rural Area","1700","0.442755641320945","0.426778815211632","0.458732467430258"
"Rarely","2005","vocational + Abi","Urban Area","435","0.486087146201932","0.452837269663057","0.519337022740806"
"Rarely","2005","vocational + Abi","Rural Area","134","0.474912189728307","0.414788201553764","0.53503617790285"
"Rarely","2005","higher vocational","Urban Area","522","0.491976578858788","0.460975312938686","0.522977844778889"
"Rarely","2005","higher vocational","Rural Area","313","0.514465776578876","0.472997196977794","0.555934356179957"
"Rarely","2005","higher education","Urban Area","1516","0.476961047643929","0.458973828041354","0.494948267246505"
"Rarely","2005","higher education","Rural Area","680","0.516491378021017","0.488169884582898","0.544812871459137"
"Never","2005","in school","Urban Area","11","","",""
"Never","2005","in school","Rural Area","8","","",""
"Never","2005","inadequately","Urban Area","129","0.615444505715147","0.545717462776927","0.685171548653367"
"Never","2005","inadequately","Rural Area","38","0.615515836506995","0.490319120246112","0.740712552767879"
"Never","2005","general elemantary","Urban Area","837","0.514965674377878","0.490821711558999","0.539109637196756"
"Never","2005","general elemantary","Rural Area","386","0.550697145840038","0.515332664226906","0.58606162745317"
"Never","2005","middle vocational","Urban Area","2200","0.358846865678928","0.347223596793804","0.370470134564053"
"Never","2005","middle vocational","Rural Area","1258","0.358335206341095","0.342911652213808","0.373758760468382"
"Never","2005","vocational + Abi","Urban Area","161","0.202881534174083","0.17612863063896","0.229634437709205"
"Never","2005","vocational + Abi","Rural Area","49","0.225476930025368","0.175162403560351","0.275791456490386"
"Never","2005","higher vocational","Urban Area","278","0.308128981450877","0.279497475560134","0.33676048734162"
"Never","2005","higher vocational","Rural Area","163","0.3262102529299","0.287310934307184","0.365109571552615"
"Never","2005","higher education","Urban Area","565","0.213916986504936","0.199149301993667","0.228684671016204"
"Never","2005","higher education","Rural Area","265","0.240920300714794","0.216684192223322","0.265156409206265"
"Daily","2006","in school","Urban Area","","","",""
"Daily","2006","in school","Rural Area","","","",""
"Daily","2006","inadequately","Urban Area","","","",""
"Daily","2006","inadequately","Rural Area","","","",""
"Daily","2006","general elemantary","Urban Area","","","",""
"Daily","2006","general elemantary","Rural Area","","","",""
"Daily","2006","middle vocational","Urban Area","","","",""
"Daily","2006","middle vocational","Rural Area","","","",""
"Daily","2006","vocational + Abi","Urban Area","","","",""
"Daily","2006","vocational + Abi","Rural Area","","","",""
"Daily","2006","higher vocational","Urban Area","","","",""
"Daily","2006","higher vocational","Rural Area","","","",""
"Daily","2006","higher education","Urban Area","","","",""
"Daily","2006","higher education","Rural Area","","","",""
"Min 1x per week","2006","in school","Urban Area","","","",""
"Min 1x per week","2006","in school","Rural Area","","","",""
"Min 1x per week","2006","inadequately","Urban Area","","","",""
"Min 1x per week","2006","inadequately","Rural Area","","","",""
"Min 1x per week","2006","general elemantary","Urban Area","","","",""
"Min 1x per week","2006","general elemantary","Rural Area","","","",""
"Min 1x per week","2006","middle vocational","Urban Area","","","",""
"Min 1x per week","2006","middle vocational","Rural Area","","","",""
"Min 1x per week","2006","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2006","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2006","higher vocational","Urban Area","","","",""
"Min 1x per week","2006","higher vocational","Rural Area","","","",""
"Min 1x per week","2006","higher education","Urban Area","","","",""
"Min 1x per week","2006","higher education","Rural Area","","","",""
"Min 1x per month","2006","in school","Urban Area","","","",""
"Min 1x per month","2006","in school","Rural Area","","","",""
"Min 1x per month","2006","inadequately","Urban Area","","","",""
"Min 1x per month","2006","inadequately","Rural Area","","","",""
"Min 1x per month","2006","general elemantary","Urban Area","","","",""
"Min 1x per month","2006","general elemantary","Rural Area","","","",""
"Min 1x per month","2006","middle vocational","Urban Area","","","",""
"Min 1x per month","2006","middle vocational","Rural Area","","","",""
"Min 1x per month","2006","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2006","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2006","higher vocational","Urban Area","","","",""
"Min 1x per month","2006","higher vocational","Rural Area","","","",""
"Min 1x per month","2006","higher education","Urban Area","","","",""
"Min 1x per month","2006","higher education","Rural Area","","","",""
"Rarely","2006","in school","Urban Area","","","",""
"Rarely","2006","in school","Rural Area","","","",""
"Rarely","2006","inadequately","Urban Area","","","",""
"Rarely","2006","inadequately","Rural Area","","","",""
"Rarely","2006","general elemantary","Urban Area","","","",""
"Rarely","2006","general elemantary","Rural Area","","","",""
"Rarely","2006","middle vocational","Urban Area","","","",""
"Rarely","2006","middle vocational","Rural Area","","","",""
"Rarely","2006","vocational + Abi","Urban Area","","","",""
"Rarely","2006","vocational + Abi","Rural Area","","","",""
"Rarely","2006","higher vocational","Urban Area","","","",""
"Rarely","2006","higher vocational","Rural Area","","","",""
"Rarely","2006","higher education","Urban Area","","","",""
"Rarely","2006","higher education","Rural Area","","","",""
"Never","2006","in school","Urban Area","","","",""
"Never","2006","in school","Rural Area","","","",""
"Never","2006","inadequately","Urban Area","","","",""
"Never","2006","inadequately","Rural Area","","","",""
"Never","2006","general elemantary","Urban Area","","","",""
"Never","2006","general elemantary","Rural Area","","","",""
"Never","2006","middle vocational","Urban Area","","","",""
"Never","2006","middle vocational","Rural Area","","","",""
"Never","2006","vocational + Abi","Urban Area","","","",""
"Never","2006","vocational + Abi","Rural Area","","","",""
"Never","2006","higher vocational","Urban Area","","","",""
"Never","2006","higher vocational","Rural Area","","","",""
"Never","2006","higher education","Urban Area","","","",""
"Never","2006","higher education","Rural Area","","","",""
"Daily","2007","in school","Urban Area","","","",""
"Daily","2007","in school","Rural Area","","","",""
"Daily","2007","inadequately","Urban Area","","","",""
"Daily","2007","inadequately","Rural Area","","","",""
"Daily","2007","general elemantary","Urban Area","","","",""
"Daily","2007","general elemantary","Rural Area","","","",""
"Daily","2007","middle vocational","Urban Area","","","",""
"Daily","2007","middle vocational","Rural Area","","","",""
"Daily","2007","vocational + Abi","Urban Area","","","",""
"Daily","2007","vocational + Abi","Rural Area","","","",""
"Daily","2007","higher vocational","Urban Area","","","",""
"Daily","2007","higher vocational","Rural Area","","","",""
"Daily","2007","higher education","Urban Area","","","",""
"Daily","2007","higher education","Rural Area","","","",""
"Min 1x per week","2007","in school","Urban Area","69","0.210679158590629","0.157747166344548","0.263611150836709"
"Min 1x per week","2007","in school","Rural Area","38","0.298438624486006","0.214443125265417","0.382434123706596"
"Min 1x per week","2007","inadequately","Urban Area","6","","",""
"Min 1x per week","2007","inadequately","Rural Area","3","","",""
"Min 1x per week","2007","general elemantary","Urban Area","91","0.0575818103615042","0.0456652874973696","0.0694983332256388"
"Min 1x per week","2007","general elemantary","Rural Area","55","0.0580570052209388","0.041242143147696","0.0748718672941815"
"Min 1x per week","2007","middle vocational","Urban Area","359","0.0548526839446916","0.0493297041975687","0.0603756636918146"
"Min 1x per week","2007","middle vocational","Rural Area","185","0.0532026164363713","0.0460600927439438","0.0603451401287989"
"Min 1x per week","2007","vocational + Abi","Urban Area","49","0.0566760512632805","0.041425063887225","0.071927038639336"
"Min 1x per week","2007","vocational + Abi","Rural Area","31","0.102546508702094","0.0676312304643408","0.137461786939848"
"Min 1x per week","2007","higher vocational","Urban Area","37","0.0449939152155595","0.0318400355107773","0.0581477949203417"
"Min 1x per week","2007","higher vocational","Rural Area","20","","",""
"Min 1x per week","2007","higher education","Urban Area","141","0.0526640551266728","0.0448302772113641","0.0604978330419816"
"Min 1x per week","2007","higher education","Rural Area","54","0.0373868320409411","0.0268994839103307","0.0478741801715515"
"Min 1x per month","2007","in school","Urban Area","104","0.49414351611842","0.42924707536001","0.55903995687683"
"Min 1x per month","2007","in school","Rural Area","40","0.397584681438322","0.307747009240042","0.487422353636602"
"Min 1x per month","2007","inadequately","Urban Area","7","","",""
"Min 1x per month","2007","inadequately","Rural Area","12","","",""
"Min 1x per month","2007","general elemantary","Urban Area","206","0.128684941805605","0.111555763179402","0.145814120431808"
"Min 1x per month","2007","general elemantary","Rural Area","98","0.115174966618008","0.0922208051533008","0.138129128082716"
"Min 1x per month","2007","middle vocational","Urban Area","1076","0.152766134614445","0.144039637384302","0.161492631844588"
"Min 1x per month","2007","middle vocational","Rural Area","551","0.144379556605464","0.133194193219353","0.155564919991575"
"Min 1x per month","2007","vocational + Abi","Urban Area","208","0.233497722474479","0.205593765830783","0.261401679118176"
"Min 1x per month","2007","vocational + Abi","Rural Area","53","0.184294199108236","0.139669869967717","0.228918528248755"
"Min 1x per month","2007","higher vocational","Urban Area","156","0.169230877037738","0.145437620910663","0.193024133164813"
"Min 1x per month","2007","higher vocational","Rural Area","78","0.122815285186081","0.0960571459037969","0.149573424468365"
"Min 1x per month","2007","higher education","Urban Area","754","0.24810536010413","0.232957242547588","0.263253477660672"
"Min 1x per month","2007","higher education","Rural Area","212","0.167367279856","0.146730474508197","0.188004085203803"
"Rarely","2007","in school","Urban Area","50","0.272103687344263","0.214336311352682","0.329871063335844"
"Rarely","2007","in school","Rural Area","32","0.2824940786263","0.199849744548843","0.365138412703757"
"Rarely","2007","inadequately","Urban Area","31","0.204432573978503","0.140530357743599","0.268334790213407"
"Rarely","2007","inadequately","Rural Area","10","","",""
"Rarely","2007","general elemantary","Urban Area","394","0.277554542570602","0.254647882800508","0.300461202340696"
"Rarely","2007","general elemantary","Rural Area","193","0.264132366767106","0.232431995679039","0.295832737855174"
"Rarely","2007","middle vocational","Urban Area","2872","0.432570124627882","0.420552763380473","0.444587485875292"
"Rarely","2007","middle vocational","Rural Area","1765","0.449763593924141","0.433932042356183","0.465595145492098"
"Rarely","2007","vocational + Abi","Urban Area","455","0.497767364712366","0.464788673682125","0.530746055742608"
"Rarely","2007","vocational + Abi","Rural Area","151","0.509912203413183","0.452376988558758","0.567447418267609"
"Rarely","2007","higher vocational","Urban Area","501","0.504052513636733","0.472325467304303","0.535779559969163"
"Rarely","2007","higher vocational","Rural Area","321","0.599286691620005","0.559336545539055","0.639236837700956"
"Rarely","2007","higher education","Urban Area","1609","0.504993642087622","0.487458453434252","0.522528830740993"
"Rarely","2007","higher education","Rural Area","709","0.544356451301943","0.516824642042414","0.571888260561472"
"Never","2007","in school","Urban Area","5","","",""
"Never","2007","in school","Rural Area","4","","",""
"Never","2007","inadequately","Urban Area","109","0.694700077773917","0.62172670891288","0.767673446634954"
"Never","2007","inadequately","Rural Area","41","0.643141698949455","0.527563117649937","0.758720280248972"
"Never","2007","general elemantary","Urban Area","777","0.536178705262289","0.510668427578959","0.561688982945618"
"Never","2007","general elemantary","Rural Area","397","0.562635661393947","0.52696682051535","0.598304502272543"
"Never","2007","middle vocational","Urban Area","2222","0.359811056812981","0.348169365119376","0.371452748506586"
"Never","2007","middle vocational","Rural Area","1292","0.352654233034024","0.33744877956645","0.367859686501599"
"Never","2007","vocational + Abi","Urban Area","171","0.212058861549874","0.185097436708439","0.239020286391309"
"Never","2007","vocational + Abi","Rural Area","55","0.203247088776487","0.15693193733981","0.249562240213163"
"Never","2007","higher vocational","Urban Area","260","0.281722694109969","0.253177638551463","0.310267749668476"
"Never","2007","higher vocational","Rural Area","159","0.254891646411113","0.219363570404027","0.290419722418199"
"Never","2007","higher education","Urban Area","619","0.194236942681575","0.180361984218314","0.208111901144836"
"Never","2007","higher education","Rural Area","282","0.250889436801116","0.226923489444019","0.274855384158213"
"Daily","2008","in school","Urban Area","","","",""
"Daily","2008","in school","Rural Area","","","",""
"Daily","2008","inadequately","Urban Area","","","",""
"Daily","2008","inadequately","Rural Area","","","",""
"Daily","2008","general elemantary","Urban Area","1","","",""
"Daily","2008","general elemantary","Rural Area","","","",""
"Daily","2008","middle vocational","Urban Area","2","","",""
"Daily","2008","middle vocational","Rural Area","","","",""
"Daily","2008","vocational + Abi","Urban Area","","","",""
"Daily","2008","vocational + Abi","Rural Area","","","",""
"Daily","2008","higher vocational","Urban Area","1","","",""
"Daily","2008","higher vocational","Rural Area","","","",""
"Daily","2008","higher education","Urban Area","2","","",""
"Daily","2008","higher education","Rural Area","","","",""
"Min 1x per week","2008","in school","Urban Area","47","0.185870104409173","0.136240168730347","0.235500040087998"
"Min 1x per week","2008","in school","Rural Area","26","","",""
"Min 1x per week","2008","inadequately","Urban Area","1","","",""
"Min 1x per week","2008","inadequately","Rural Area","4","","",""
"Min 1x per week","2008","general elemantary","Urban Area","48","0.0320412896417998","0.0226295401573285","0.041453039126271"
"Min 1x per week","2008","general elemantary","Rural Area","34","0.0618210662611957","0.0438124308163947","0.0798297017059967"
"Min 1x per week","2008","middle vocational","Urban Area","191","0.030219514113509","0.0259465741594372","0.0344924540675807"
"Min 1x per week","2008","middle vocational","Rural Area","80","0.0269066249343348","0.0216098638829045","0.0322033859857651"
"Min 1x per week","2008","vocational + Abi","Urban Area","35","0.0419723568330875","0.0282640795435909","0.0556806341225841"
"Min 1x per week","2008","vocational + Abi","Rural Area","13","","",""
"Min 1x per week","2008","higher vocational","Urban Area","10","","",""
"Min 1x per week","2008","higher vocational","Rural Area","3","","",""
"Min 1x per week","2008","higher education","Urban Area","79","0.0316627419908878","0.0253875435133734","0.0379379404684021"
"Min 1x per week","2008","higher education","Rural Area","13","","",""
"Min 1x per month","2008","in school","Urban Area","108","0.455493823190947","0.391955647544764","0.51903199883713"
"Min 1x per month","2008","in school","Rural Area","55","0.518991443420104","0.428068058311784","0.609914828528424"
"Min 1x per month","2008","inadequately","Urban Area","11","","",""
"Min 1x per month","2008","inadequately","Rural Area","4","","",""
"Min 1x per month","2008","general elemantary","Urban Area","187","0.130314783747124","0.112323388833978","0.148306178660269"
"Min 1x per month","2008","general elemantary","Rural Area","98","0.125962652216046","0.101151003948168","0.150774300483923"
"Min 1x per month","2008","middle vocational","Urban Area","859","0.134167883069149","0.125660667060237","0.142675099078061"
"Min 1x per month","2008","middle vocational","Rural Area","451","0.13694816729313","0.125694344743178","0.148201989843083"
"Min 1x per month","2008","vocational + Abi","Urban Area","170","0.221449759853932","0.193064484559829","0.249835035148036"
"Min 1x per month","2008","vocational + Abi","Rural Area","39","0.13374985826744","0.0934465093676085","0.174053207167272"
"Min 1x per month","2008","higher vocational","Urban Area","124","0.13970866167486","0.11691932670777","0.16249799664195"
"Min 1x per month","2008","higher vocational","Rural Area","54","0.101504054992387","0.0758419645223498","0.127166145462425"
"Min 1x per month","2008","higher education","Urban Area","635","0.230345542884848","0.215255944345192","0.245435141424504"
"Min 1x per month","2008","higher education","Rural Area","178","0.149621789995583","0.129465121092312","0.169778458898855"
"Rarely","2008","in school","Urban Area","72","0.314012393594937","0.254798499999703","0.373226287190171"
"Rarely","2008","in school","Rural Area","28","","",""
"Rarely","2008","inadequately","Urban Area","29","","",""
"Rarely","2008","inadequately","Rural Area","11","","",""
"Rarely","2008","general elemantary","Urban Area","336","0.258286307550886","0.234894930532292","0.281677684569481"
"Rarely","2008","general elemantary","Rural Area","155","0.225595641950975","0.1943406803614","0.256850603540551"
"Rarely","2008","middle vocational","Urban Area","2520","0.412337492741289","0.400050750836273","0.424624234646304"
"Rarely","2008","middle vocational","Rural Area","1554","0.41627787427122","0.400141786304814","0.432413962237626"
"Rarely","2008","vocational + Abi","Urban Area","415","0.480797693548297","0.446642112600117","0.514953274496476"
"Rarely","2008","vocational + Abi","Rural Area","148","0.512097518683118","0.452911972637542","0.571283064728694"
"Rarely","2008","higher vocational","Urban Area","454","0.530231133398898","0.497423723990504","0.563038542807291"
"Rarely","2008","higher vocational","Rural Area","273","0.507725808672209","0.465243273213243","0.550208344131174"
"Rarely","2008","higher education","Urban Area","1533","0.48640633466025","0.468494118362201","0.504318550958299"
