"pli0091_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2010","Part Time","vocational + Abi","","","","","1"
"Daily","2010","Part Time","higher vocational","","","","","1"
"Daily","2010","Full Time","general elemantary","","","","","1"
"Daily","2010","Full Time","middle vocational","","","","","1"
"Daily","2010","Full Time","vocational + Abi","","","","","1"
"Daily","2010","Full Time","higher vocational","","","","","1"
"Daily","2010","Full Time","higher education","","","","","1"
"Daily","2010","Part Time","in school","","","","","1"
"Daily","2010","Part Time","inadequately","","","","","1"
"Daily","2010","Part Time","general elemantary","","","","","1"
"Daily","2010","Part Time","higher education","","","","","1"
"Daily","2010","Not Working","in school","","","","","1"
"Daily","2010","Not Working","inadequately","","","","","1"
"Daily","2010","Not Working","general elemantary","","","","","1"
"Daily","2010","Not Working","middle vocational","","","","","1"
"Daily","2010","Not Working","vocational + Abi","","","","","1"
"Daily","2010","Not Working","higher vocational","","","","","1"
"Daily","2010","Not Working","higher education","","","","","1"
"Daily","2010","Full Time","inadequately","","","","","1"
"Daily","2010","Full Time","in school","","","","","1"
"Min 1x per month","2010","Full Time","in school","","","","","3"
"Min 1x per month","2010","Full Time","general elemantary","","","","","3"
"Min 1x per month","2010","Full Time","middle vocational","","","","","3"
"Min 1x per month","2010","Full Time","vocational + Abi","","","","","3"
"Min 1x per month","2010","Full Time","higher vocational","","","","","3"
"Min 1x per month","2010","Full Time","higher education","","","","","3"
"Min 1x per month","2010","Part Time","in school","","","","","3"
"Min 1x per month","2010","Part Time","inadequately","","","","","3"
"Min 1x per month","2010","Part Time","general elemantary","","","","","3"
"Min 1x per month","2010","Part Time","middle vocational","","","","","3"
"Min 1x per month","2010","Part Time","vocational + Abi","","","","","3"
"Min 1x per month","2010","Part Time","higher vocational","","","","","3"
"Min 1x per month","2010","Part Time","higher education","","","","","3"
"Min 1x per month","2010","Not Working","in school","","","","","3"
"Min 1x per month","2010","Not Working","inadequately","","","","","3"
"Min 1x per month","2010","Not Working","general elemantary","","","","","3"
"Min 1x per month","2010","Not Working","middle vocational","","","","","3"
"Min 1x per month","2010","Not Working","vocational + Abi","","","","","3"
"Min 1x per month","2010","Not Working","higher vocational","","","","","3"
"Min 1x per month","2010","Not Working","higher education","","","","","3"
"Min 1x per month","2010","Full Time","inadequately","","","","","3"
"Min 1x per week","2010","Full Time","general elemantary","","","","","2"
"Min 1x per week","2010","Full Time","middle vocational","","","","","2"
"Min 1x per week","2010","Full Time","vocational + Abi","","","","","2"
"Min 1x per week","2010","Full Time","higher vocational","","","","","2"
"Min 1x per week","2010","Part Time","higher vocational","","","","","2"
"Min 1x per week","2010","Part Time","higher education","","","","","2"
"Min 1x per week","2010","Not Working","in school","","","","","2"
"Min 1x per week","2010","Full Time","higher education","","","","","2"
"Min 1x per week","2010","Part Time","inadequately","","","","","2"
"Min 1x per week","2010","Part Time","general elemantary","","","","","2"
"Min 1x per week","2010","Part Time","middle vocational","","","","","2"
"Min 1x per week","2010","Part Time","vocational + Abi","","","","","2"
"Min 1x per week","2010","Not Working","inadequately","","","","","2"
"Min 1x per week","2010","Not Working","general elemantary","","","","","2"
"Min 1x per week","2010","Not Working","middle vocational","","","","","2"
"Min 1x per week","2010","Not Working","vocational + Abi","","","","","2"
"Min 1x per week","2010","Not Working","higher vocational","","","","","2"
"Min 1x per week","2010","Not Working","higher education","","","","","2"
"Min 1x per week","2010","Part Time","in school","","","","","2"
"Min 1x per week","2010","Full Time","in school","","","","","2"
"Min 1x per week","2010","Full Time","inadequately","","","","","2"
"Never","2010","Full Time","higher vocational","","","","","5"
"Never","2010","Part Time","inadequately","","","","","5"
"Never","2010","Part Time","in school","","","","","5"
"Never","2010","Full Time","in school","","","","","5"
"Never","2010","Full Time","vocational + Abi","","","","","5"
"Never","2010","Full Time","higher education","","","","","5"
"Never","2010","Part Time","general elemantary","","","","","5"
"Never","2010","Part Time","middle vocational","","","","","5"
"Never","2010","Part Time","vocational + Abi","","","","","5"
"Never","2010","Part Time","higher vocational","","","","","5"
"Never","2010","Part Time","higher education","","","","","5"
"Never","2010","Full Time","inadequately","","","","","5"
"Never","2010","Full Time","general elemantary","","","","","5"
"Never","2010","Full Time","middle vocational","","","","","5"
"Never","2010","Not Working","in school","","","","","5"
"Never","2010","Not Working","general elemantary","","","","","5"
"Never","2010","Not Working","middle vocational","","","","","5"
"Never","2010","Not Working","vocational + Abi","","","","","5"
"Never","2010","Not Working","higher vocational","","","","","5"
"Never","2010","Not Working","higher education","","","","","5"
"Never","2010","Not Working","inadequately","","","","","5"
"Rarely","2010","Not Working","higher vocational","","","","","4"
"Rarely","2010","Not Working","vocational + Abi","","","","","4"
"Rarely","2010","Not Working","middle vocational","","","","","4"
"Rarely","2010","Not Working","higher education","","","","","4"
"Rarely","2010","Part Time","inadequately","","","","","4"
"Rarely","2010","Part Time","vocational + Abi","","","","","4"
"Rarely","2010","Part Time","higher education","","","","","4"
"Rarely","2010","Not Working","in school","","","","","4"
"Rarely","2010","Part Time","in school","","","","","4"
"Rarely","2010","Part Time","general elemantary","","","","","4"
"Rarely","2010","Part Time","middle vocational","","","","","4"
"Rarely","2010","Not Working","general elemantary","","","","","4"
"Rarely","2010","Full Time","general elemantary","","","","","4"
"Rarely","2010","Full Time","middle vocational","","","","","4"
"Rarely","2010","Full Time","higher education","","","","","4"
"Rarely","2010","Part Time","higher vocational","","","","","4"
"Rarely","2010","Full Time","vocational + Abi","","","","","4"
"Rarely","2010","Not Working","inadequately","","","","","4"
"Rarely","2010","Full Time","higher vocational","","","","","4"
"Rarely","2010","Full Time","in school","","","","","4"
"Rarely","2010","Full Time","inadequately","","","","","4"
"Daily","2011","Full Time","general elemantary","","","","","1"
"Daily","2011","Part Time","middle vocational","","","","","1"
"Daily","2011","Part Time","vocational + Abi","","","","","1"
"Daily","2011","Part Time","higher vocational","","","","","1"
"Daily","2011","Not Working","general elemantary","","","","","1"
"Daily","2011","Not Working","middle vocational","","","","","1"
"Daily","2011","Not Working","vocational + Abi","","","","","1"
"Daily","2011","Full Time","middle vocational","","","","","1"
"Daily","2011","Full Time","vocational + Abi","","","","","1"
"Daily","2011","Full Time","higher vocational","","","","","1"
"Daily","2011","Full Time","higher education","","","","","1"
"Daily","2011","Part Time","in school","","","","","1"
"Daily","2011","Part Time","inadequately","","","","","1"
"Daily","2011","Part Time","general elemantary","","","","","1"
"Daily","2011","Part Time","higher education","","","","","1"
"Daily","2011","Not Working","in school","","","","","1"
"Daily","2011","Not Working","inadequately","","","","","1"
"Daily","2011","Not Working","higher vocational","","","","","1"
"Daily","2011","Not Working","higher education","","","","","1"
"Daily","2011","Full Time","inadequately","","","","","1"
"Daily","2011","Full Time","in school","","","","","1"
"Min 1x per month","2011","Full Time","in school","2","","","","3"
"Min 1x per month","2011","Full Time","general elemantary","164","0.264208092380578","0.230797390951596","0.297618793809561","3"
"Min 1x per month","2011","Full Time","middle vocational","900","0.211300450845394","0.199829149810708","0.222771751880081","3"
"Min 1x per month","2011","Full Time","vocational + Abi","189","0.287745663780355","0.256394491990153","0.319096835570558","3"
"Min 1x per month","2011","Full Time","higher vocational","189","0.253100668058271","0.224773609349058","0.281427726767484","3"
"Min 1x per month","2011","Full Time","higher education","782","0.279298893834741","0.263479819986868","0.295117967682614","3"
"Min 1x per month","2011","Part Time","in school","42","0.476225021036473","0.372464637935252","0.579985404137693","3"
"Min 1x per month","2011","Part Time","inadequately","9","","","","3"
"Min 1x per month","2011","Part Time","general elemantary","102","0.154458049127348","0.127275758202434","0.181640340052261","3"
"Min 1x per month","2011","Part Time","middle vocational","681","0.196915736325475","0.184501770343813","0.209329702307137","3"
"Min 1x per month","2011","Part Time","vocational + Abi","151","0.2556406413462","0.224104344332842","0.287176938359558","3"
"Min 1x per month","2011","Part Time","higher vocational","65","0.17151674911017","0.136010951141049","0.207022547079291","3"
"Min 1x per month","2011","Part Time","higher education","365","0.271125557379277","0.248951966350878","0.293299148407676","3"
"Min 1x per month","2011","Not Working","in school","157","0.400301281898852","0.35090864163898","0.449693922158724","3"
"Min 1x per month","2011","Not Working","inadequately","9","","","","3"
"Min 1x per month","2011","Not Working","general elemantary","115","0.0571776209780168","0.0458327894502724","0.0685224525057612","3"
"Min 1x per month","2011","Not Working","middle vocational","443","0.0847889321403015","0.0771503921920005","0.0924274720886025","3"
"Min 1x per month","2011","Not Working","vocational + Abi","74","0.180841831868075","0.146082536068925","0.215601127667226","3"
"Min 1x per month","2011","Not Working","higher vocational","54","0.101315915553587","0.075178931527742","0.127452899579432","3"
"Min 1x per month","2011","Not Working","higher education","197","0.137240119961361","0.120246209442566","0.154234030480155","3"
"Min 1x per month","2011","Full Time","inadequately","10","","","","3"
"Min 1x per week","2011","Full Time","general elemantary","65","0.100000553564518","0.0772675219794295","0.122733585149607","2"
"Min 1x per week","2011","Full Time","middle vocational","231","0.0566975536424905","0.0501990358944048","0.0631960713905762","2"
"Min 1x per week","2011","Full Time","higher education","150","0.0550086140622497","0.0469696862705571","0.0630475418539423","2"
"Min 1x per week","2011","Part Time","vocational + Abi","31","0.0431598295793569","0.0284684025649671","0.0578512565937466","2"
"Min 1x per week","2011","Part Time","higher vocational","22","","","","2"
"Min 1x per week","2011","Part Time","higher education","48","0.0483930996034206","0.0376891278540884","0.0590970713527528","2"
"Min 1x per week","2011","Not Working","in school","103","0.302186248173038","0.255893890354439","0.348478605991637","2"
"Min 1x per week","2011","Full Time","vocational + Abi","54","0.0938743077320343","0.0736767234560525","0.114071892008016","2"
"Min 1x per week","2011","Full Time","higher vocational","39","0.0552788193318042","0.0403901800897923","0.0701674585738162","2"
"Min 1x per week","2011","Part Time","in school","29","","","","2"
"Min 1x per week","2011","Part Time","inadequately","4","","","","2"
"Min 1x per week","2011","Part Time","general elemantary","50","0.0778708007589831","0.0577151691834499","0.0980264323345164","2"
"Min 1x per week","2011","Part Time","middle vocational","175","0.0474135930068682","0.0407793189981303","0.0540478670156062","2"
"Min 1x per week","2011","Not Working","inadequately","7","","","","2"
"Min 1x per week","2011","Not Working","general elemantary","33","0.0189929092106611","0.0123232769624296","0.0256625414588927","2"
"Min 1x per week","2011","Not Working","middle vocational","187","0.0413732813395005","0.0359123729930377","0.0468341896859633","2"
"Min 1x per week","2011","Not Working","vocational + Abi","17","","","","2"
"Min 1x per week","2011","Not Working","higher vocational","14","","","","2"
"Min 1x per week","2011","Not Working","higher education","47","0.0358340116780924","0.0266542494770869","0.0450137738790978","2"
"Min 1x per week","2011","Full Time","in school","1","","","","2"
"Min 1x per week","2011","Full Time","inadequately","3","","","","2"
"Never","2011","Full Time","higher vocational","124","0.110273623075186","0.0898662146564894","0.130681031493883","5"
"Never","2011","Full Time","in school","","","","","5"
"Never","2011","Full Time","inadequately","39","0.444524447407576","0.334248425781252","0.5548004690339","5"
"Never","2011","Full Time","general elemantary","181","0.25384099777499","0.220862443974284","0.286819551575696","5"
"Never","2011","Full Time","middle vocational","976","0.189397711453991","0.178387442065746","0.200407980842235","5"
"Never","2011","Full Time","vocational + Abi","118","0.107706188648645","0.0862374710936752","0.129174906203616","5"
"Never","2011","Full Time","higher education","357","0.102505406116134","0.0918109634324052","0.113199848799863","5"
"Never","2011","Part Time","in school","2","","","","5"
"Never","2011","Part Time","inadequately","47","0.564477298211323","0.462040622706394","0.666913973716253","5"
"Never","2011","Part Time","general elemantary","254","0.371205871456112","0.334866713371764","0.407545029540461","5"
"Never","2011","Part Time","middle vocational","937","0.230785608333841","0.217632819637962","0.24393839702972","5"
"Never","2011","Part Time","vocational + Abi","112","0.157499965275397","0.13116519001958","0.183834740531214","5"
"Never","2011","Part Time","higher vocational","87","0.190511712080655","0.153522909906117","0.227500514255192","5"
"Never","2011","Part Time","higher education","251","0.168614941808915","0.149939384143457","0.187290499474373","5"
"Never","2011","Not Working","in school","14","","","","5"
"Never","2011","Not Working","inadequately","167","0.777871266122856","0.725607441306942","0.830135090938771","5"
"Never","2011","Not Working","general elemantary","1053","0.72381724075795","0.701970693287973","0.745663788227927","5"
"Never","2011","Not Working","middle vocational","2701","0.569471961134998","0.555894547999047","0.583049374270948","5"
"Never","2011","Not Working","vocational + Abi","177","0.407907818510023","0.363525159730128","0.452290477289917","5"
"Never","2011","Not Working","higher vocational","246","0.506758868318105","0.463453330942681","0.55006440569353","5"
"Never","2011","Not Working","higher education","610","0.421303410400281","0.396917961159284","0.445688859641279","5"
"Rarely","2011","Not Working","middle vocational","1778","0.3043658253852","0.291748464115363","0.316983186655038","4"
"Rarely","2011","Not Working","vocational + Abi","203","0.361045026918742","0.317668632580447","0.404421421257037","4"
"Rarely","2011","Not Working","higher vocational","198","0.370046924098654","0.328225808827228","0.41186803937008","4"
"Rarely","2011","Not Working","higher education","721","0.405622457960266","0.381373113426016","0.429871802494516","4"
"Rarely","2011","Part Time","in school","16","","","","4"
"Rarely","2011","Part Time","inadequately","30","0.319856519431102","0.223494762528084","0.41621827633412","4"
"Rarely","2011","Part Time","general elemantary","273","0.396465278657557","0.359672133535276","0.433258423779838","4"
"Rarely","2011","Part Time","middle vocational","2149","0.524885062333816","0.509295955612427","0.540474169055206","4"
"Rarely","2011","Part Time","vocational + Abi","441","0.543699563799046","0.507690705173765","0.579708422424326","4"
"Rarely","2011","Part Time","higher education","880","0.511866401208387","0.486933540797062","0.536799261619712","4"
"Rarely","2011","Not Working","in school","104","0.252275302430077","0.208491807861208","0.296058796998946","4"
"Rarely","2011","Not Working","general elemantary","408","0.200012229053372","0.180467033588951","0.219557424517793","4"
"Rarely","2011","Full Time","general elemantary","259","0.381950356279914","0.3451332058426","0.418767506717227","4"
"Rarely","2011","Full Time","middle vocational","2758","0.542604284058124","0.528605370745767","0.556603197370482","4"
"Rarely","2011","Full Time","vocational + Abi","440","0.510673839838965","0.476055769527237","0.545291910150693","4"
"Rarely","2011","Full Time","higher education","1801","0.563187085986875","0.545698973828715","0.580675198145035","4"
"Rarely","2011","Part Time","higher vocational","259","0.585387295952118","0.538984185586722","0.631790406317515","4"
"Rarely","2011","Not Working","inadequately","60","0.178562269584791","0.130408850808752","0.22671568836083","4"
"Rarely","2011","Full Time","higher vocational","553","0.581346889534739","0.549205204640815","0.613488574428663","4"
"Rarely","2011","Full Time","inadequately","26","","","","4"
"Rarely","2011","Full Time","in school","2","","","","4"
"Daily","2012","Full Time","general elemantary","","","","","1"
"Daily","2012","Full Time","middle vocational","","","","","1"
"Daily","2012","Full Time","vocational + Abi","","","","","1"
"Daily","2012","Full Time","higher vocational","","","","","1"
"Daily","2012","Full Time","higher education","","","","","1"
"Daily","2012","Part Time","in school","","","","","1"
"Daily","2012","Part Time","inadequately","","","","","1"
"Daily","2012","Part Time","general elemantary","","","","","1"
"Daily","2012","Part Time","middle vocational","","","","","1"
"Daily","2012","Part Time","vocational + Abi","","","","","1"
"Daily","2012","Part Time","higher vocational","","","","","1"
"Daily","2012","Part Time","higher education","","","","","1"
"Daily","2012","Not Working","in school","","","","","1"
"Daily","2012","Not Working","inadequately","","","","","1"
"Daily","2012","Not Working","general elemantary","","","","","1"
"Daily","2012","Not Working","middle vocational","","","","","1"
"Daily","2012","Not Working","vocational + Abi","","","","","1"
"Daily","2012","Full Time","in school","","","","","1"
"Daily","2012","Full Time","inadequately","","","","","1"
"Daily","2012","Not Working","higher vocational","","","","","1"
"Daily","2012","Not Working","higher education","","","","","1"
"Min 1x per month","2012","Full Time","in school","","","","","3"
"Min 1x per month","2012","Full Time","general elemantary","","","","","3"
"Min 1x per month","2012","Full Time","middle vocational","","","","","3"
"Min 1x per month","2012","Full Time","vocational + Abi","","","","","3"
"Min 1x per month","2012","Full Time","higher vocational","","","","","3"
"Min 1x per month","2012","Full Time","higher education","","","","","3"
"Min 1x per month","2012","Part Time","in school","","","","","3"
"Min 1x per month","2012","Part Time","inadequately","","","","","3"
"Min 1x per month","2012","Part Time","general elemantary","","","","","3"
"Min 1x per month","2012","Part Time","middle vocational","","","","","3"
"Min 1x per month","2012","Part Time","vocational + Abi","","","","","3"
"Min 1x per month","2012","Part Time","higher vocational","","","","","3"
"Min 1x per month","2012","Part Time","higher education","","","","","3"
"Min 1x per month","2012","Not Working","in school","","","","","3"
"Min 1x per month","2012","Not Working","inadequately","","","","","3"
"Min 1x per month","2012","Not Working","general elemantary","","","","","3"
"Min 1x per month","2012","Not Working","middle vocational","","","","","3"
"Min 1x per month","2012","Not Working","vocational + Abi","","","","","3"
"Min 1x per month","2012","Not Working","higher vocational","","","","","3"
"Min 1x per month","2012","Not Working","higher education","","","","","3"
"Min 1x per month","2012","Full Time","inadequately","","","","","3"
"Min 1x per week","2012","Part Time","vocational + Abi","","","","","2"
"Min 1x per week","2012","Part Time","higher vocational","","","","","2"
"Min 1x per week","2012","Part Time","higher education","","","","","2"
"Min 1x per week","2012","Full Time","general elemantary","","","","","2"
"Min 1x per week","2012","Full Time","middle vocational","","","","","2"
"Min 1x per week","2012","Full Time","vocational + Abi","","","","","2"
"Min 1x per week","2012","Full Time","higher vocational","","","","","2"
"Min 1x per week","2012","Full Time","higher education","","","","","2"
"Min 1x per week","2012","Part Time","in school","","","","","2"
"Min 1x per week","2012","Part Time","general elemantary","","","","","2"
"Min 1x per week","2012","Part Time","middle vocational","","","","","2"
"Min 1x per week","2012","Not Working","in school","","","","","2"
"Min 1x per week","2012","Not Working","inadequately","","","","","2"
"Min 1x per week","2012","Part Time","inadequately","","","","","2"
"Min 1x per week","2012","Not Working","general elemantary","","","","","2"
"Min 1x per week","2012","Not Working","middle vocational","","","","","2"
"Min 1x per week","2012","Not Working","vocational + Abi","","","","","2"
"Min 1x per week","2012","Not Working","higher vocational","","","","","2"
"Min 1x per week","2012","Not Working","higher education","","","","","2"
"Min 1x per week","2012","Full Time","in school","","","","","2"
"Min 1x per week","2012","Full Time","inadequately","","","","","2"
"Never","2012","Full Time","higher vocational","","","","","5"
"Never","2012","Full Time","in school","","","","","5"
"Never","2012","Full Time","inadequately","","","","","5"
"Never","2012","Full Time","general elemantary","","","","","5"
"Never","2012","Full Time","middle vocational","","","","","5"
"Never","2012","Full Time","vocational + Abi","","","","","5"
"Never","2012","Full Time","higher education","","","","","5"
"Never","2012","Part Time","in school","","","","","5"
"Never","2012","Part Time","inadequately","","","","","5"
"Never","2012","Part Time","general elemantary","","","","","5"
"Never","2012","Part Time","middle vocational","","","","","5"
"Never","2012","Part Time","vocational + Abi","","","","","5"
"Never","2012","Part Time","higher vocational","","","","","5"
"Never","2012","Part Time","higher education","","","","","5"
"Never","2012","Not Working","in school","","","","","5"
"Never","2012","Not Working","inadequately","","","","","5"
"Never","2012","Not Working","general elemantary","","","","","5"
"Never","2012","Not Working","middle vocational","","","","","5"
"Never","2012","Not Working","vocational + Abi","","","","","5"
"Never","2012","Not Working","higher vocational","","","","","5"
"Never","2012","Not Working","higher education","","","","","5"
"Rarely","2012","Not Working","middle vocational","","","","","4"
"Rarely","2012","Not Working","vocational + Abi","","","","","4"
"Rarely","2012","Not Working","higher vocational","","","","","4"
"Rarely","2012","Not Working","higher education","","","","","4"
"Rarely","2012","Full Time","vocational + Abi","","","","","4"
"Rarely","2012","Part Time","in school","","","","","4"
"Rarely","2012","Part Time","inadequately","","","","","4"
"Rarely","2012","Part Time","general elemantary","","","","","4"
"Rarely","2012","Part Time","middle vocational","","","","","4"
"Rarely","2012","Part Time","vocational + Abi","","","","","4"
"Rarely","2012","Part Time","higher education","","","","","4"
"Rarely","2012","Not Working","in school","","","","","4"
"Rarely","2012","Not Working","general elemantary","","","","","4"
"Rarely","2012","Full Time","general elemantary","","","","","4"
"Rarely","2012","Full Time","middle vocational","","","","","4"
"Rarely","2012","Full Time","higher vocational","","","","","4"
"Rarely","2012","Full Time","higher education","","","","","4"
"Rarely","2012","Part Time","higher vocational","","","","","4"
"Rarely","2012","Not Working","inadequately","","","","","4"
"Rarely","2012","Full Time","in school","","","","","4"
"Rarely","2012","Full Time","inadequately","","","","","4"
"Daily","2013","Not Working","in school","","","","","1"
"Daily","2013","Not Working","inadequately","","","","","1"
"Daily","2013","Not Working","general elemantary","","","","","1"
"Daily","2013","Not Working","middle vocational","1","","","","1"
"Daily","2013","Not Working","vocational + Abi","","","","","1"
"Daily","2013","Not Working","higher vocational","","","","","1"
"Daily","2013","Not Working","higher education","","","","","1"
"Daily","2013","Part Time","inadequately","","","","","1"
"Daily","2013","Part Time","general elemantary","1","","","","1"
"Daily","2013","Part Time","middle vocational","2","","","","1"
"Daily","2013","Part Time","vocational + Abi","","","","","1"
"Daily","2013","Part Time","higher vocational","","","","","1"
"Daily","2013","Part Time","higher education","","","","","1"
"Daily","2013","Full Time","general elemantary","","","","","1"
"Daily","2013","Full Time","middle vocational","1","","","","1"
"Daily","2013","Full Time","vocational + Abi","1","","","","1"
"Daily","2013","Full Time","higher vocational","","","","","1"
"Daily","2013","Full Time","higher education","1","","","","1"
"Daily","2013","Part Time","in school","","","","","1"
"Daily","2013","Full Time","in school","","","","","1"
"Daily","2013","Full Time","inadequately","","","","","1"
"Min 1x per month","2013","Full Time","in school","1","","","","3"
"Min 1x per month","2013","Full Time","general elemantary","143","0.290378029852793","0.253842437920095","0.326913621785491","3"
"Min 1x per month","2013","Full Time","middle vocational","837","0.213364346992967","0.201241293754317","0.225487400231618","3"
"Min 1x per month","2013","Full Time","vocational + Abi","200","0.264616923460622","0.233357353655173","0.295876493266072","3"
"Min 1x per month","2013","Full Time","higher vocational","158","0.184507254075464","0.158337861540058","0.21067664661087","3"
"Min 1x per month","2013","Full Time","higher education","752","0.304928927583085","0.288026869827901","0.321830985338269","3"
"Min 1x per month","2013","Part Time","in school","52","0.532958455176756","0.432633095890735","0.633283814462777","3"
"Min 1x per month","2013","Part Time","inadequately","12","","","","3"
"Min 1x per month","2013","Part Time","general elemantary","135","0.206072481616877","0.174953443051693","0.237191520182062","3"
"Min 1x per month","2013","Part Time","middle vocational","650","0.182791279653244","0.17018175013269","0.195400809173797","3"
"Min 1x per month","2013","Part Time","vocational + Abi","128","0.215524331929013","0.184178106400554","0.246870557457471","3"
"Min 1x per month","2013","Part Time","higher vocational","59","0.176053157231235","0.136710078085174","0.215396236377296","3"
"Min 1x per month","2013","Part Time","higher education","374","0.282543156895306","0.259841573651729","0.305244740138884","3"
"Min 1x per month","2013","Not Working","in school","182","0.484995147269567","0.432334717532241","0.537655577006894","3"
"Min 1x per month","2013","Not Working","inadequately","12","","","","3"
"Min 1x per month","2013","Not Working","general elemantary","119","0.0564793103270459","0.0441789000035996","0.0687797206504921","3"
"Min 1x per month","2013","Not Working","middle vocational","414","0.0802274439308074","0.0722237005645629","0.088231187297052","3"
"Min 1x per month","2013","Not Working","vocational + Abi","50","0.148935147785115","0.111689591878377","0.186180703691853","3"
"Min 1x per month","2013","Not Working","higher vocational","38","0.0721603526038434","0.0488417078006424","0.0954789974070444","3"
"Min 1x per month","2013","Not Working","higher education","223","0.150750563510233","0.132422159116771","0.169078967903695","3"
"Min 1x per month","2013","Full Time","inadequately","8","","","","3"
"Min 1x per week","2013","Not Working","in school","48","0.146758739425674","0.109472554229671","0.184044924621678","2"
"Min 1x per week","2013","Full Time","general elemantary","43","0.050741486748104","0.0330772617160964","0.0684057117801115","2"
"Min 1x per week","2013","Full Time","middle vocational","118","0.0332591473189719","0.0279530542291623","0.0385652404087815","2"
"Min 1x per week","2013","Part Time","inadequately","1","","","","2"
"Min 1x per week","2013","Part Time","vocational + Abi","19","","","","2"
"Min 1x per week","2013","Part Time","higher vocational","3","","","","2"
"Min 1x per week","2013","Part Time","higher education","29","","","","2"
"Min 1x per week","2013","Not Working","general elemantary","16","","","","2"
"Min 1x per week","2013","Not Working","middle vocational","48","0.0128640905379768","0.00954385057233778","0.0161843305036158","2"
"Min 1x per week","2013","Not Working","vocational + Abi","4","","","","2"
"Min 1x per week","2013","Not Working","higher vocational","6","","","","2"
"Min 1x per week","2013","Full Time","vocational + Abi","12","","","","2"
"Min 1x per week","2013","Full Time","higher vocational","10","","","","2"
"Min 1x per week","2013","Full Time","higher education","52","0.0274396508422286","0.0214421097634821","0.0334371919209751","2"
"Min 1x per week","2013","Part Time","in school","13","","","","2"
"Min 1x per week","2013","Part Time","general elemantary","36","0.0794541770517779","0.0586473040989412","0.100261050004615","2"
"Min 1x per week","2013","Part Time","middle vocational","70","0.0320212074898748","0.0262773133985999","0.0377651015811496","2"
"Min 1x per week","2013","Not Working","inadequately","4","","","","2"
"Min 1x per week","2013","Not Working","higher education","14","","","","2"
"Min 1x per week","2013","Full Time","in school","","","","","2"
"Min 1x per week","2013","Full Time","inadequately","1","","","","2"
"Never","2013","Full Time","higher vocational","137","0.130528151445944","0.107800386769891","0.153255916121997","5"
"Never","2013","Full Time","in school","","","","","5"
"Never","2013","Full Time","inadequately","31","0.313402820319593","0.204734856677396","0.422070783961789","5"
"Never","2013","Full Time","general elemantary","172","0.267876448323435","0.232232960099273","0.303519936547597","5"
"Never","2013","Full Time","middle vocational","1090","0.253575800229416","0.240701873538323","0.266449726920509","5"
"Never","2013","Full Time","vocational + Abi","109","0.09751165504226","0.0764900226008022","0.118533287483718","5"
"Never","2013","Full Time","higher education","339","0.103922443054753","0.092718958107488","0.115125928002018","5"
"Never","2013","Part Time","in school","3","","","","5"
"Never","2013","Part Time","inadequately","33","0.501345496277875","0.389666587879024","0.613024404676726","5"
"Never","2013","Part Time","general elemantary","213","0.32227808252405","0.286322453276821","0.358233711771279","5"
"Never","2013","Part Time","middle vocational","919","0.266586267852779","0.252160197163215","0.281012338542343","5"
"Never","2013","Part Time","vocational + Abi","114","0.178039003030762","0.148876114138087","0.207201891923437","5"
"Never","2013","Part Time","higher vocational","85","0.221312701752344","0.178430057622316","0.264195345882372","5"
"Never","2013","Part Time","higher education","246","0.177925359951635","0.158641657979053","0.197209061924218","5"
"Never","2013","Not Working","in school","12","","","","5"
"Never","2013","Not Working","inadequately","133","0.766172555239213","0.704510238025672","0.827834872452753","5"
"Never","2013","Not Working","general elemantary","893","0.75462091125293","0.731692055335821","0.777549767170039","5"
"Never","2013","Not Working","middle vocational","2514","0.608543670164763","0.594163004543287","0.622924335786238","5"
"Never","2013","Not Working","vocational + Abi","147","0.51406373279753","0.461776859509887","0.566350606085172","5"
"Never","2013","Not Working","higher vocational","256","0.607069973850089","0.563055602259765","0.651084345440413","5"
"Never","2013","Not Working","higher education","589","0.421014449330595","0.395723803720092","0.446305094941099","5"
"Rarely","2013","Full Time","general elemantary","235","0.391004035075668","0.351728820041245","0.430279250110092","4"
"Rarely","2013","Full Time","middle vocational","2341","0.498513750962251","0.483718158529978","0.513309343394524","4"
"Rarely","2013","Full Time","vocational + Abi","443","0.597427888111471","0.562675715373094","0.632180060849848","4"
"Rarely","2013","Full Time","higher education","1706","0.563561539012543","0.54535372359449","0.581769354430596","4"
"Rarely","2013","Full Time","higher vocational","539","0.667869276342071","0.636094893333582","0.69964365935056","4"
"Rarely","2013","Part Time","in school","27","","","","4"
"Rarely","2013","Part Time","inadequately","31","0.346074192727104","0.239818654799944","0.452329730654264","4"
"Rarely","2013","Part Time","general elemantary","264","0.392096159992951","0.354534958097277","0.429657361888624","4"
"Rarely","2013","Part Time","middle vocational","1968","0.51737082160118","0.501068013998246","0.533673629204115","4"
"Rarely","2013","Part Time","vocational + Abi","400","0.569839422959309","0.532096206299871","0.607582639618748","4"
"Rarely","2013","Part Time","higher vocational","213","0.594648057513883","0.543932293520162","0.645363821507603","4"
"Rarely","2013","Not Working","in school","104","0.333232479640135","0.283565137266511","0.382899822013759","4"
"Rarely","2013","Not Working","inadequately","32","0.144010462914829","0.0928611204765963","0.195159805353061","4"
"Rarely","2013","Not Working","middle vocational","1448","0.298162663158233","0.284684325964301","0.311641000352165","4"
