"pli0091_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","Berlin","college entrance qualification","14","","",""
"Rarely","1985","Berlin","Other degree","19","","",""
"Rarely","1985","Berlin","no degree/no degree yet","9","","",""
"Rarely","1985","Brandenburg","lower secondary degree","","","",""
"Rarely","1985","Brandenburg","secondary school degree","","","",""
"Rarely","1985","Brandenburg","college entrance qualification","","","",""
"Rarely","1985","Brandenburg","Other degree","","","",""
"Rarely","1985","Brandenburg","no degree/no degree yet","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","1985","Saxony","lower secondary degree","","","",""
"Rarely","1985","Saxony","secondary school degree","","","",""
"Rarely","1985","Saxony","college entrance qualification","","","",""
"Rarely","1985","Saxony","Other degree","","","",""
"Rarely","1985","Saxony","no degree/no degree yet","","","",""
"Rarely","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","1985","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","1985","Saxony-Anhalt","Other degree","","","",""
"Rarely","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","1985","Thuringia","lower secondary degree","","","",""
"Rarely","1985","Thuringia","secondary school degree","","","",""
"Rarely","1985","Thuringia","college entrance qualification","","","",""
"Rarely","1985","Thuringia","Other degree","","","",""
"Rarely","1985","Thuringia","no degree/no degree yet","","","",""
"Never","1985","Schleswig-Holstein","lower secondary degree","81","0.457199628980824","0.387985532279819","0.526413725681829"
"Never","1985","Schleswig-Holstein","secondary school degree","25","","",""
"Never","1985","Schleswig-Holstein","college entrance qualification","9","","",""
"Never","1985","Schleswig-Holstein","Other degree","7","","",""
"Never","1985","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Never","1985","Hamburg","lower secondary degree","60","0.549120761802373","0.459342511247523","0.638899012357223"
"Never","1985","Hamburg","secondary school degree","20","","",""
"Never","1985","Hamburg","college entrance qualification","8","","",""
"Never","1985","Hamburg","Other degree","18","","",""
"Never","1985","Hamburg","no degree/no degree yet","18","","",""
"Never","1985","Lower Saxony","lower secondary degree","267","0.496979394333351","0.456804782686544","0.537154005980157"
"Never","1985","Lower Saxony","secondary school degree","56","0.293300760974977","0.233411974853434","0.35318954709652"
"Never","1985","Lower Saxony","college entrance qualification","33","0.317452023764528","0.23416772955451","0.400736317974546"
"Never","1985","Lower Saxony","Other degree","35","0.47735866770959","0.356854961088911","0.59786237433027"
"Never","1985","Lower Saxony","no degree/no degree yet","26","","",""
"Never","1985","Bremen","lower secondary degree","40","0.649478895958534","0.536898401182512","0.762059390734557"
"Never","1985","Bremen","secondary school degree","6","","",""
"Never","1985","Bremen","college entrance qualification","4","","",""
"Never","1985","Bremen","Other degree","5","","",""
"Never","1985","Bremen","no degree/no degree yet","2","","",""
"Never","1985","North Rhine-Westphalia","lower secondary degree","739","0.592161080824073","0.566381868369142","0.617940293279003"
"Never","1985","North Rhine-Westphalia","secondary school degree","134","0.316999597898533","0.274977524905325","0.359021670891741"
"Never","1985","North Rhine-Westphalia","college entrance qualification","94","0.274977816696799","0.229786298224858","0.32016933516874"
"Never","1985","North Rhine-Westphalia","Other degree","183","0.560513973799485","0.506048848507145","0.614979099091824"
"Never","1985","North Rhine-Westphalia","no degree/no degree yet","221","0.407192903078151","0.354892499623261","0.459493306533041"
"Never","1985","Hesse","lower secondary degree","219","0.499604228705058","0.455242542213043","0.543965915197074"
"Never","1985","Hesse","secondary school degree","53","0.330070091221384","0.261752874100049","0.398387308342719"
"Never","1985","Hesse","college entrance qualification","31","0.275427080693895","0.201690515503053","0.349163645884738"
"Never","1985","Hesse","Other degree","89","0.468163525884001","0.394022035180644","0.542305016587357"
"Never","1985","Hesse","no degree/no degree yet","82","0.501167064570297","0.410952655514395","0.5913814736262"
"Never","1985","Rhineland-Palatinate,Saarland","lower secondary degree","262","0.595463173491496","0.551510345878031","0.639416001104961"
"Never","1985","Rhineland-Palatinate,Saarland","secondary school degree","26","","",""
"Never","1985","Rhineland-Palatinate,Saarland","college entrance qualification","17","","",""
"Never","1985","Rhineland-Palatinate,Saarland","Other degree","27","","",""
"Never","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","34","0.391816260555178","0.274928424214304","0.508704096896053"
"Never","1985","Baden-Württemberg","lower secondary degree","492","0.588787817880084","0.55748183245185","0.620093803308317"
"Never","1985","Baden-Württemberg","secondary school degree","87","0.354689375850906","0.298751827414322","0.41062692428749"
"Never","1985","Baden-Württemberg","college entrance qualification","50","0.305420286968149","0.23737442109285","0.373466152843449"
"Never","1985","Baden-Württemberg","Other degree","175","0.545657775133154","0.489594495364611","0.601721054901697"
"Never","1985","Baden-Württemberg","no degree/no degree yet","199","0.460600769062279","0.404291183096678","0.516910355027881"
"Never","1985","Bavaria","lower secondary degree","498","0.551026434872569","0.520105579354198","0.581947290390941"
"Never","1985","Bavaria","secondary school degree","93","0.287716930689823","0.241211205681586","0.33422265569806"
"Never","1985","Bavaria","college entrance qualification","73","0.394827864740543","0.329640327401909","0.460015402079177"
"Never","1985","Bavaria","Other degree","115","0.54448714273626","0.475466781556511","0.613507503916009"
"Never","1985","Bavaria","no degree/no degree yet","53","0.40037977187931","0.306660772507944","0.494098771250676"
"Never","1985","Berlin","lower secondary degree","68","0.528313633768722","0.446207332258955","0.610419935278489"
"Never","1985","Berlin","secondary school degree","21","","",""
"Never","1985","Berlin","college entrance qualification","11","","",""
"Never","1985","Berlin","Other degree","21","","",""
"Never","1985","Berlin","no degree/no degree yet","20","","",""
"Never","1985","Brandenburg","lower secondary degree","","","",""
"Never","1985","Brandenburg","secondary school degree","","","",""
"Never","1985","Brandenburg","college entrance qualification","","","",""
"Never","1985","Brandenburg","Other degree","","","",""
"Never","1985","Brandenburg","no degree/no degree yet","","","",""
"Never","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1985","Saxony","lower secondary degree","","","",""
"Never","1985","Saxony","secondary school degree","","","",""
"Never","1985","Saxony","college entrance qualification","","","",""
"Never","1985","Saxony","Other degree","","","",""
"Never","1985","Saxony","no degree/no degree yet","","","",""
"Never","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1985","Saxony-Anhalt","secondary school degree","","","",""
"Never","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1985","Saxony-Anhalt","Other degree","","","",""
"Never","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1985","Thuringia","lower secondary degree","","","",""
"Never","1985","Thuringia","secondary school degree","","","",""
"Never","1985","Thuringia","college entrance qualification","","","",""
"Never","1985","Thuringia","Other degree","","","",""
"Never","1985","Thuringia","no degree/no degree yet","","","",""
"Daily","1986","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1986","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1986","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1986","Schleswig-Holstein","Other degree","","","",""
"Daily","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1986","Hamburg","lower secondary degree","","","",""
"Daily","1986","Hamburg","secondary school degree","","","",""
