"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"21","1985","Rural Area","East Germany","","","",""
"22","1985","Urban Area","West Germany","5","","",""
"22","1985","Urban Area","East Germany","","","",""
"22","1985","Rural Area","West Germany","2","","",""
"22","1985","Rural Area","East Germany","","","",""
"23","1985","Urban Area","West Germany","3","","",""
"23","1985","Urban Area","East Germany","","","",""
"23","1985","Rural Area","West Germany","","","",""
"23","1985","Rural Area","East Germany","","","",""
"24","1985","Urban Area","West Germany","2","","",""
"24","1985","Urban Area","East Germany","","","",""
"24","1985","Rural Area","West Germany","","","",""
"24","1985","Rural Area","East Germany","","","",""
"25","1985","Urban Area","West Germany","","","",""
"25","1985","Urban Area","East Germany","","","",""
"25","1985","Rural Area","West Germany","","","",""
"25","1985","Rural Area","East Germany","","","",""
"26","1985","Urban Area","West Germany","2","","",""
"26","1985","Urban Area","East Germany","","","",""
"26","1985","Rural Area","West Germany","","","",""
"26","1985","Rural Area","East Germany","","","",""
"27","1985","Urban Area","West Germany","","","",""
"27","1985","Urban Area","East Germany","","","",""
"27","1985","Rural Area","West Germany","","","",""
"27","1985","Rural Area","East Germany","","","",""
"28","1985","Urban Area","West Germany","","","",""
"28","1985","Urban Area","East Germany","","","",""
"28","1985","Rural Area","West Germany","","","",""
"28","1985","Rural Area","East Germany","","","",""
"29","1985","Urban Area","West Germany","","","",""
"29","1985","Urban Area","East Germany","","","",""
"29","1985","Rural Area","West Germany","","","",""
"29","1985","Rural Area","East Germany","","","",""
"30","1985","Urban Area","West Germany","","","",""
"30","1985","Urban Area","East Germany","","","",""
"30","1985","Rural Area","West Germany","","","",""
"30","1985","Rural Area","East Germany","","","",""
"31","1985","Urban Area","West Germany","2","","",""
"31","1985","Urban Area","East Germany","","","",""
"31","1985","Rural Area","West Germany","","","",""
"31","1985","Rural Area","East Germany","","","",""
"32","1985","Urban Area","West Germany","","","",""
"32","1985","Urban Area","East Germany","","","",""
"32","1985","Rural Area","West Germany","","","",""
"32","1985","Rural Area","East Germany","","","",""
"34","1985","Urban Area","West Germany","1","","",""
"34","1985","Urban Area","East Germany","","","",""
"34","1985","Rural Area","West Germany","","","",""
"34","1985","Rural Area","East Germany","","","",""
"35","1985","Urban Area","West Germany","","","",""
"35","1985","Urban Area","East Germany","","","",""
"35","1985","Rural Area","West Germany","","","",""
"35","1985","Rural Area","East Germany","","","",""
"37","1985","Urban Area","West Germany","","","",""
"37","1985","Urban Area","East Germany","","","",""
"37","1985","Rural Area","West Germany","","","",""
"37","1985","Rural Area","East Germany","","","",""
"38","1985","Urban Area","West Germany","2","","",""
"38","1985","Urban Area","East Germany","","","",""
"38","1985","Rural Area","West Germany","","","",""
"38","1985","Rural Area","East Germany","","","",""
"39","1985","Urban Area","West Germany","2","","",""
"39","1985","Urban Area","East Germany","","","",""
"39","1985","Rural Area","West Germany","","","",""
"39","1985","Rural Area","East Germany","","","",""
"40","1985","Urban Area","West Germany","","","",""
"40","1985","Urban Area","East Germany","","","",""
"40","1985","Rural Area","West Germany","","","",""
"40","1985","Rural Area","East Germany","","","",""
"41","1985","Urban Area","West Germany","","","",""
"41","1985","Urban Area","East Germany","","","",""
"41","1985","Rural Area","West Germany","1","","",""
"41","1985","Rural Area","East Germany","","","",""
"42","1985","Urban Area","West Germany","1","","",""
"42","1985","Urban Area","East Germany","","","",""
"42","1985","Rural Area","West Germany","","","",""
"42","1985","Rural Area","East Germany","","","",""
"43","1985","Urban Area","West Germany","2","","",""
"43","1985","Urban Area","East Germany","","","",""
"43","1985","Rural Area","West Germany","","","",""
"43","1985","Rural Area","East Germany","","","",""
"44","1985","Urban Area","West Germany","","","",""
"44","1985","Urban Area","East Germany","","","",""
"44","1985","Rural Area","West Germany","1","","",""
"44","1985","Rural Area","East Germany","","","",""
"45","1985","Urban Area","West Germany","","","",""
"45","1985","Urban Area","East Germany","","","",""
"45","1985","Rural Area","West Germany","","","",""
"45","1985","Rural Area","East Germany","","","",""
"46","1985","Urban Area","West Germany","","","",""
"46","1985","Urban Area","East Germany","","","",""
"46","1985","Rural Area","West Germany","","","",""
"46","1985","Rural Area","East Germany","","","",""
"47","1985","Urban Area","West Germany","","","",""
"47","1985","Urban Area","East Germany","","","",""
"47","1985","Rural Area","West Germany","","","",""
"47","1985","Rural Area","East Germany","","","",""
"48","1985","Urban Area","West Germany","","","",""
"48","1985","Urban Area","East Germany","","","",""
"48","1985","Rural Area","West Germany","","","",""
"48","1985","Rural Area","East Germany","","","",""
"49","1985","Urban Area","West Germany","","","",""
"49","1985","Urban Area","East Germany","","","",""
"49","1985","Rural Area","West Germany","","","",""
"49","1985","Rural Area","East Germany","","","",""
"50","1985","Urban Area","West Germany","","","",""
"50","1985","Urban Area","East Germany","","","",""
"50","1985","Rural Area","West Germany","","","",""
"50","1985","Rural Area","East Germany","","","",""
"51","1985","Urban Area","West Germany","","","",""
"51","1985","Urban Area","East Germany","","","",""
"51","1985","Rural Area","West Germany","","","",""
"51","1985","Rural Area","East Germany","","","",""
"52","1985","Urban Area","West Germany","","","",""
"52","1985","Urban Area","East Germany","","","",""
"52","1985","Rural Area","West Germany","","","",""
"52","1985","Rural Area","East Germany","","","",""
"53","1985","Urban Area","West Germany","","","",""
"53","1985","Urban Area","East Germany","","","",""
"53","1985","Rural Area","West Germany","","","",""
"53","1985","Rural Area","East Germany","","","",""
"54","1985","Urban Area","West Germany","","","",""
"54","1985","Urban Area","East Germany","","","",""
"54","1985","Rural Area","West Germany","","","",""
"54","1985","Rural Area","East Germany","","","",""
"55","1985","Urban Area","West Germany","","","",""
"55","1985","Urban Area","East Germany","","","",""
"55","1985","Rural Area","West Germany","","","",""
"55","1985","Rural Area","East Germany","","","",""
"56","1985","Urban Area","West Germany","","","",""
"56","1985","Urban Area","East Germany","","","",""
"56","1985","Rural Area","West Germany","","","",""
"56","1985","Rural Area","East Germany","","","",""
"59","1985","Urban Area","West Germany","","","",""
"59","1985","Urban Area","East Germany","","","",""
"59","1985","Rural Area","West Germany","","","",""
"59","1985","Rural Area","East Germany","","","",""
"60","1985","Urban Area","West Germany","","","",""
"60","1985","Urban Area","East Germany","","","",""
"60","1985","Rural Area","West Germany","","","",""
"60","1985","Rural Area","East Germany","","","",""
"61","1985","Urban Area","West Germany","","","",""
"61","1985","Urban Area","East Germany","","","",""
"61","1985","Rural Area","West Germany","","","",""
"61","1985","Rural Area","East Germany","","","",""
"64","1985","Urban Area","West Germany","","","",""
"64","1985","Urban Area","East Germany","","","",""
"64","1985","Rural Area","West Germany","","","",""
"64","1985","Rural Area","East Germany","","","",""
"65","1985","Urban Area","West Germany","","","",""
"65","1985","Urban Area","East Germany","","","",""
"65","1985","Rural Area","West Germany","","","",""
"65","1985","Rural Area","East Germany","","","",""
"66","1985","Urban Area","West Germany","","","",""
"66","1985","Urban Area","East Germany","","","",""
"66","1985","Rural Area","West Germany","","","",""
"66","1985","Rural Area","East Germany","","","",""
"67","1985","Urban Area","West Germany","","","",""
"67","1985","Urban Area","East Germany","","","",""
"67","1985","Rural Area","West Germany","","","",""
"67","1985","Rural Area","East Germany","","","",""
"68","1985","Urban Area","West Germany","","","",""
"68","1985","Urban Area","East Germany","","","",""
"68","1985","Rural Area","West Germany","","","",""
"68","1985","Rural Area","East Germany","","","",""
"71","1985","Urban Area","West Germany","","","",""
"71","1985","Urban Area","East Germany","","","",""
"71","1985","Rural Area","West Germany","","","",""
"71","1985","Rural Area","East Germany","","","",""
"72","1985","Urban Area","West Germany","","","",""
"72","1985","Urban Area","East Germany","","","",""
"72","1985","Rural Area","West Germany","","","",""
"72","1985","Rural Area","East Germany","","","",""
"73","1985","Urban Area","West Germany","","","",""
"73","1985","Urban Area","East Germany","","","",""
"73","1985","Rural Area","West Germany","","","",""
"73","1985","Rural Area","East Germany","","","",""
"74","1985","Urban Area","West Germany","","","",""
"74","1985","Urban Area","East Germany","","","",""
"74","1985","Rural Area","West Germany","","","",""
"74","1985","Rural Area","East Germany","","","",""
"75","1985","Urban Area","West Germany","","","",""
"75","1985","Urban Area","East Germany","","","",""
"75","1985","Rural Area","West Germany","","","",""
"75","1985","Rural Area","East Germany","","","",""
"76","1985","Urban Area","West Germany","","","",""
"76","1985","Urban Area","East Germany","","","",""
"76","1985","Rural Area","West Germany","","","",""
"76","1985","Rural Area","East Germany","","","",""
"77","1985","Urban Area","West Germany","","","",""
"77","1985","Urban Area","East Germany","","","",""
"77","1985","Rural Area","West Germany","","","",""
"77","1985","Rural Area","East Germany","","","",""
"78","1985","Urban Area","West Germany","","","",""
"78","1985","Urban Area","East Germany","","","",""
"78","1985","Rural Area","West Germany","","","",""
"78","1985","Rural Area","East Germany","","","",""
"79","1985","Urban Area","West Germany","","","",""
"79","1985","Urban Area","East Germany","","","",""
"79","1985","Rural Area","West Germany","","","",""
"79","1985","Rural Area","East Germany","","","",""
"80","1985","Urban Area","West Germany","","","",""
"80","1985","Urban Area","East Germany","","","",""
"80","1985","Rural Area","West Germany","","","",""
"80","1985","Rural Area","East Germany","","","",""
"81","1985","Urban Area","West Germany","","","",""
"81","1985","Urban Area","East Germany","","","",""
"81","1985","Rural Area","West Germany","","","",""
"81","1985","Rural Area","East Germany","","","",""
"82","1985","Urban Area","West Germany","","","",""
"82","1985","Urban Area","East Germany","","","",""
"82","1985","Rural Area","West Germany","","","",""
"82","1985","Rural Area","East Germany","","","",""
"83","1985","Urban Area","West Germany","","","",""
"83","1985","Urban Area","East Germany","","","",""
"83","1985","Rural Area","West Germany","","","",""
"83","1985","Rural Area","East Germany","","","",""
"84","1985","Urban Area","West Germany","","","",""
"84","1985","Urban Area","East Germany","","","",""
"84","1985","Rural Area","West Germany","","","",""
"84","1985","Rural Area","East Germany","","","",""
"85","1985","Urban Area","West Germany","","","",""
"85","1985","Urban Area","East Germany","","","",""
"85","1985","Rural Area","West Germany","","","",""
"85","1985","Rural Area","East Germany","","","",""
"86","1985","Urban Area","West Germany","","","",""
"86","1985","Urban Area","East Germany","","","",""
"86","1985","Rural Area","West Germany","","","",""
"86","1985","Rural Area","East Germany","","","",""
"89","1985","Urban Area","West Germany","","","",""
"89","1985","Urban Area","East Germany","","","",""
"89","1985","Rural Area","West Germany","","","",""
"89","1985","Rural Area","East Germany","","","",""
"90","1985","Urban Area","West Germany","","","",""
"90","1985","Urban Area","East Germany","","","",""
"90","1985","Rural Area","West Germany","","","",""
"90","1985","Rural Area","East Germany","","","",""
"92","1985","Urban Area","West Germany","","","",""
"92","1985","Urban Area","East Germany","","","",""
"92","1985","Rural Area","West Germany","","","",""
"92","1985","Rural Area","East Germany","","","",""
"94","1985","Urban Area","West Germany","","","",""
"94","1985","Urban Area","East Germany","","","",""
"94","1985","Rural Area","West Germany","","","",""
"94","1985","Rural Area","East Germany","","","",""
"95","1985","Urban Area","West Germany","","","",""
"95","1985","Urban Area","East Germany","","","",""
"95","1985","Rural Area","West Germany","","","",""
"95","1985","Rural Area","East Germany","","","",""
"96","1985","Urban Area","West Germany","","","",""
"96","1985","Urban Area","East Germany","","","",""
"96","1985","Rural Area","West Germany","","","",""
"96","1985","Rural Area","East Germany","","","",""
"97","1985","Urban Area","West Germany","","","",""
"97","1985","Urban Area","East Germany","","","",""
"97","1985","Rural Area","West Germany","","","",""
"97","1985","Rural Area","East Germany","","","",""
"98","1985","Urban Area","West Germany","8","","",""
"98","1985","Urban Area","East Germany","","","",""
"98","1985","Rural Area","West Germany","2","","",""
"98","1985","Rural Area","East Germany","","","",""
"101","1985","Urban Area","West Germany","","","",""
"101","1985","Urban Area","East Germany","","","",""
"101","1985","Rural Area","West Germany","","","",""
"101","1985","Rural Area","East Germany","","","",""
"102","1985","Urban Area","West Germany","","","",""
"102","1985","Urban Area","East Germany","","","",""
"102","1985","Rural Area","West Germany","","","",""
"102","1985","Rural Area","East Germany","","","",""
"103","1985","Urban Area","West Germany","","","",""
"103","1985","Urban Area","East Germany","","","",""
"103","1985","Rural Area","West Germany","","","",""
"103","1985","Rural Area","East Germany","","","",""
"105","1985","Urban Area","West Germany","","","",""
"105","1985","Urban Area","East Germany","","","",""
"105","1985","Rural Area","West Germany","","","",""
"105","1985","Rural Area","East Germany","","","",""
"108","1985","Urban Area","West Germany","","","",""
"108","1985","Urban Area","East Germany","","","",""
"108","1985","Rural Area","West Germany","","","",""
"108","1985","Rural Area","East Germany","","","",""
"110","1985","Urban Area","West Germany","","","",""
"110","1985","Urban Area","East Germany","","","",""
"110","1985","Rural Area","West Germany","","","",""
"110","1985","Rural Area","East Germany","","","",""
"111","1985","Urban Area","West Germany","","","",""
"111","1985","Urban Area","East Germany","","","",""
"111","1985","Rural Area","West Germany","","","",""
"111","1985","Rural Area","East Germany","","","",""
"113","1985","Urban Area","West Germany","","","",""
"113","1985","Urban Area","East Germany","","","",""
"113","1985","Rural Area","West Germany","","","",""
"113","1985","Rural Area","East Germany","","","",""
"116","1985","Urban Area","West Germany","","","",""
"116","1985","Urban Area","East Germany","","","",""
"116","1985","Rural Area","West Germany","","","",""
"116","1985","Rural Area","East Germany","","","",""
"117","1985","Urban Area","West Germany","","","",""
"117","1985","Urban Area","East Germany","","","",""
"117","1985","Rural Area","West Germany","","","",""
"117","1985","Rural Area","East Germany","","","",""
"118","1985","Urban Area","West Germany","","","",""
"118","1985","Urban Area","East Germany","","","",""
"118","1985","Rural Area","West Germany","","","",""
"118","1985","Rural Area","East Germany","","","",""
"119","1985","Urban Area","West Germany","","","",""
"119","1985","Urban Area","East Germany","","","",""
"119","1985","Rural Area","West Germany","","","",""
"119","1985","Rural Area","East Germany","","","",""
"120","1985","Urban Area","West Germany","","","",""
"120","1985","Urban Area","East Germany","","","",""
"120","1985","Rural Area","West Germany","","","",""
"120","1985","Rural Area","East Germany","","","",""
"121","1985","Urban Area","West Germany","","","",""
"121","1985","Urban Area","East Germany","","","",""
"121","1985","Rural Area","West Germany","","","",""
"121","1985","Rural Area","East Germany","","","",""
"122","1985","Urban Area","West Germany","","","",""
"122","1985","Urban Area","East Germany","","","",""
"122","1985","Rural Area","West Germany","","","",""
"122","1985","Rural Area","East Germany","","","",""
"123","1985","Urban Area","West Germany","","","",""
"123","1985","Urban Area","East Germany","","","",""
"123","1985","Rural Area","West Germany","","","",""
"123","1985","Rural Area","East Germany","","","",""
"124","1985","Urban Area","West Germany","","","",""
"124","1985","Urban Area","East Germany","","","",""
"124","1985","Rural Area","West Germany","","","",""
"124","1985","Rural Area","East Germany","","","",""
"125","1985","Urban Area","West Germany","","","",""
"125","1985","Urban Area","East Germany","","","",""
"125","1985","Rural Area","West Germany","","","",""
"125","1985","Rural Area","East Germany","","","",""
"127","1985","Urban Area","West Germany","","","",""
"127","1985","Urban Area","East Germany","","","",""
"127","1985","Rural Area","West Germany","","","",""
"127","1985","Rural Area","East Germany","","","",""
"128","1985","Urban Area","West Germany","","","",""
"128","1985","Urban Area","East Germany","","","",""
"128","1985","Rural Area","West Germany","","","",""
"128","1985","Rural Area","East Germany","","","",""
"129","1985","Urban Area","West Germany","","","",""
"129","1985","Urban Area","East Germany","","","",""
"129","1985","Rural Area","West Germany","","","",""
"129","1985","Rural Area","East Germany","","","",""
"130","1985","Urban Area","West Germany","","","",""
"130","1985","Urban Area","East Germany","","","",""
"130","1985","Rural Area","West Germany","","","",""
"130","1985","Rural Area","East Germany","","","",""
"131","1985","Urban Area","West Germany","","","",""
"131","1985","Urban Area","East Germany","","","",""
"131","1985","Rural Area","West Germany","","","",""
"131","1985","Rural Area","East Germany","","","",""
"132","1985","Urban Area","West Germany","","","",""
"132","1985","Urban Area","East Germany","","","",""
"132","1985","Rural Area","West Germany","","","",""
"132","1985","Rural Area","East Germany","","","",""
"133","1985","Urban Area","West Germany","","","",""
"133","1985","Urban Area","East Germany","","","",""
"133","1985","Rural Area","West Germany","","","",""
"133","1985","Rural Area","East Germany","","","",""
"135","1985","Urban Area","West Germany","","","",""
"135","1985","Urban Area","East Germany","","","",""
"135","1985","Rural Area","West Germany","","","",""
"135","1985","Rural Area","East Germany","","","",""
"138","1985","Urban Area","West Germany","","","",""
"138","1985","Urban Area","East Germany","","","",""
"138","1985","Rural Area","West Germany","","","",""
"138","1985","Rural Area","East Germany","","","",""
"139","1985","Urban Area","West Germany","","","",""
"139","1985","Urban Area","East Germany","","","",""
"139","1985","Rural Area","West Germany","","","",""
"139","1985","Rural Area","East Germany","","","",""
"140","1985","Urban Area","West Germany","","","",""
"140","1985","Urban Area","East Germany","","","",""
"140","1985","Rural Area","West Germany","","","",""
"140","1985","Rural Area","East Germany","","","",""
"141","1985","Urban Area","West Germany","","","",""
"141","1985","Urban Area","East Germany","","","",""
"141","1985","Rural Area","West Germany","","","",""
"141","1985","Rural Area","East Germany","","","",""
"142","1985","Urban Area","West Germany","","","",""
"142","1985","Urban Area","East Germany","","","",""
"142","1985","Rural Area","West Germany","","","",""
"142","1985","Rural Area","East Germany","","","",""
"143","1985","Urban Area","West Germany","","","",""
"143","1985","Urban Area","East Germany","","","",""
"143","1985","Rural Area","West Germany","","","",""
"143","1985","Rural Area","East Germany","","","",""
"144","1985","Urban Area","West Germany","","","",""
"144","1985","Urban Area","East Germany","","","",""
"144","1985","Rural Area","West Germany","","","",""
"144","1985","Rural Area","East Germany","","","",""
"145","1985","Urban Area","West Germany","","","",""
"145","1985","Urban Area","East Germany","","","",""
"145","1985","Rural Area","West Germany","","","",""
"145","1985","Rural Area","East Germany","","","",""
"146","1985","Urban Area","West Germany","","","",""
"146","1985","Urban Area","East Germany","","","",""
"146","1985","Rural Area","West Germany","","","",""
"146","1985","Rural Area","East Germany","","","",""
"147","1985","Urban Area","West Germany","","","",""
"147","1985","Urban Area","East Germany","","","",""
"147","1985","Rural Area","West Germany","","","",""
"147","1985","Rural Area","East Germany","","","",""
"148","1985","Urban Area","West Germany","","","",""
"148","1985","Urban Area","East Germany","","","",""
"148","1985","Rural Area","West Germany","","","",""
"148","1985","Rural Area","East Germany","","","",""
"149","1985","Urban Area","West Germany","","","",""
"149","1985","Urban Area","East Germany","","","",""
"149","1985","Rural Area","West Germany","","","",""
"149","1985","Rural Area","East Germany","","","",""
"151","1985","Urban Area","West Germany","","","",""
"151","1985","Urban Area","East Germany","","","",""
"151","1985","Rural Area","West Germany","","","",""
"151","1985","Rural Area","East Germany","","","",""
"152","1985","Urban Area","West Germany","","","",""
"152","1985","Urban Area","East Germany","","","",""
"152","1985","Rural Area","West Germany","","","",""
"152","1985","Rural Area","East Germany","","","",""
"154","1985","Urban Area","West Germany","","","",""
"154","1985","Urban Area","East Germany","","","",""
"154","1985","Rural Area","West Germany","","","",""
"154","1985","Rural Area","East Germany","","","",""
"155","1985","Urban Area","West Germany","","","",""
"155","1985","Urban Area","East Germany","","","",""
"155","1985","Rural Area","West Germany","","","",""
"155","1985","Rural Area","East Germany","","","",""
"156","1985","Urban Area","West Germany","","","",""
"156","1985","Urban Area","East Germany","","","",""
"156","1985","Rural Area","West Germany","","","",""
"156","1985","Rural Area","East Germany","","","",""
"158","1985","Urban Area","West Germany","","","",""
"158","1985","Urban Area","East Germany","","","",""
"158","1985","Rural Area","West Germany","","","",""
"158","1985","Rural Area","East Germany","","","",""
"162","1985","Urban Area","West Germany","","","",""
"162","1985","Urban Area","East Germany","","","",""
"162","1985","Rural Area","West Germany","","","",""
"162","1985","Rural Area","East Germany","","","",""
"164","1985","Urban Area","West Germany","","","",""
"164","1985","Urban Area","East Germany","","","",""
"164","1985","Rural Area","West Germany","","","",""
"164","1985","Rural Area","East Germany","","","",""
"165","1985","Urban Area","West Germany","","","",""
"165","1985","Urban Area","East Germany","","","",""
"165","1985","Rural Area","West Germany","","","",""
"165","1985","Rural Area","East Germany","","","",""
"166","1985","Urban Area","West Germany","","","",""
"166","1985","Urban Area","East Germany","","","",""
"166","1985","Rural Area","West Germany","","","",""
"166","1985","Rural Area","East Germany","","","",""
"167","1985","Urban Area","West Germany","","","",""
"167","1985","Urban Area","East Germany","","","",""
"167","1985","Rural Area","West Germany","","","",""
"167","1985","Rural Area","East Germany","","","",""
"168","1985","Urban Area","West Germany","","","",""
"168","1985","Urban Area","East Germany","","","",""
"168","1985","Rural Area","West Germany","","","",""
"168","1985","Rural Area","East Germany","","","",""
"169","1985","Urban Area","West Germany","","","",""
"169","1985","Urban Area","East Germany","","","",""
"169","1985","Rural Area","West Germany","","","",""
"169","1985","Rural Area","East Germany","","","",""
"172","1985","Urban Area","West Germany","","","",""
"172","1985","Urban Area","East Germany","","","",""
"172","1985","Rural Area","West Germany","","","",""
"172","1985","Rural Area","East Germany","","","",""
"173","1985","Urban Area","West Germany","","","",""
"173","1985","Urban Area","East Germany","","","",""
"173","1985","Rural Area","West Germany","","","",""
"173","1985","Rural Area","East Germany","","","",""
"178","1985","Urban Area","West Germany","","","",""
"178","1985","Urban Area","East Germany","","","",""
"178","1985","Rural Area","West Germany","","","",""
"178","1985","Rural Area","East Germany","","","",""
"181","1985","Urban Area","West Germany","","","",""
"181","1985","Urban Area","East Germany","","","",""
"181","1985","Rural Area","West Germany","","","",""
"181","1985","Rural Area","East Germany","","","",""
"183","1985","Urban Area","West Germany","","","",""
"183","1985","Urban Area","East Germany","","","",""
"183","1985","Rural Area","West Germany","","","",""
"183","1985","Rural Area","East Germany","","","",""
"188","1985","Urban Area","West Germany","","","",""
"188","1985","Urban Area","East Germany","","","",""
"188","1985","Rural Area","West Germany","","","",""
"188","1985","Rural Area","East Germany","","","",""
"195","1985","Urban Area","West Germany","","","",""
"195","1985","Urban Area","East Germany","","","",""
"195","1985","Rural Area","West Germany","","","",""
"195","1985","Rural Area","East Germany","","","",""
"196","1985","Urban Area","West Germany","","","",""
"196","1985","Urban Area","East Germany","","","",""
"196","1985","Rural Area","West Germany","","","",""
"196","1985","Rural Area","East Germany","","","",""
"999","1985","Urban Area","West Germany","","","",""
"999","1985","Urban Area","East Germany","","","",""
"999","1985","Rural Area","West Germany","","","",""
"999","1985","Rural Area","East Germany","","","",""
"1","1986","Urban Area","West Germany","6140","0.927787387431296","0.922270797700323","0.933303977162268"
"1","1986","Urban Area","East Germany","","","",""
"1","1986","Rural Area","West Germany","1880","0.965548964075427","0.957901619410902","0.973196308739953"
"1","1986","Rural Area","East Germany","","","",""
"2","1986","Urban Area","West Germany","788","0.0251992301310925","0.0218588838267209","0.028539576435464"
"2","1986","Urban Area","East Germany","","","",""
"2","1986","Rural Area","West Germany","76","0.00735273220463304","0.0037705784695099","0.0109348859397562"
"2","1986","Rural Area","East Germany","","","",""
"3","1986","Urban Area","West Germany","388","0.0126631151964275","0.0102800118013388","0.0150462185915161"
"3","1986","Urban Area","East Germany","","","",""
"3","1986","Rural Area","West Germany","71","0.0080609861947341","0.00431161062787692","0.0118103617615913"
"3","1986","Rural Area","East Germany","","","",""
"4","1986","Urban Area","West Germany","348","0.00603959065902111","0.00438828214067445","0.00769089917736777"
"4","1986","Urban Area","East Germany","","","",""
"4","1986","Rural Area","West Germany","44","0.00250002516223975","0.000406148931247272","0.00459390139323222"
"4","1986","Rural Area","East Germany","","","",""
"5","1986","Urban Area","West Germany","434","0.0117053071643012","0.00941299074755294","0.0139976235810495"
"5","1986","Urban Area","East Germany","","","",""
"5","1986","Rural Area","West Germany","61","0.00617281561121107","0.00288869227744784","0.00945693894497431"
"5","1986","Rural Area","East Germany","","","",""
"6","1986","Urban Area","West Germany","267","0.00295513255001566","0.0017982593520528","0.00411200574797852"
"6","1986","Urban Area","East Germany","","","",""
"6","1986","Rural Area","West Germany","36","0.00152655934844452","-0.000110436113661396","0.00316355481055044"
"6","1986","Rural Area","East Germany","","","",""
"10","1986","Urban Area","West Germany","26","","",""
"10","1986","Urban Area","East Germany","","","",""
"10","1986","Rural Area","West Germany","3","","",""
"10","1986","Rural Area","East Germany","","","",""
"11","1986","Urban Area","West Germany","9","","",""
"11","1986","Urban Area","East Germany","","","",""
"11","1986","Rural Area","West Germany","3","","",""
"11","1986","Rural Area","East Germany","","","",""
