"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"77","1984","Part Time","direct migration background","","","",""
"77","1984","Part Time","indirect migration background","","","",""
"77","1984","Not Working","no migration background","","","",""
"77","1984","Not Working","direct migration background","","","",""
"77","1984","Not Working","indirect migration background","","","",""
"78","1984","Full Time","no migration background","","","",""
"78","1984","Full Time","direct migration background","","","",""
"78","1984","Full Time","indirect migration background","","","",""
"78","1984","Part Time","no migration background","","","",""
"78","1984","Part Time","direct migration background","","","",""
"78","1984","Part Time","indirect migration background","","","",""
"78","1984","Not Working","no migration background","","","",""
"78","1984","Not Working","direct migration background","","","",""
"78","1984","Not Working","indirect migration background","","","",""
"79","1984","Full Time","no migration background","","","",""
"79","1984","Full Time","direct migration background","","","",""
"79","1984","Full Time","indirect migration background","","","",""
"79","1984","Part Time","no migration background","","","",""
"79","1984","Part Time","direct migration background","","","",""
"79","1984","Part Time","indirect migration background","","","",""
"79","1984","Not Working","no migration background","","","",""
"79","1984","Not Working","direct migration background","","","",""
"79","1984","Not Working","indirect migration background","","","",""
"80","1984","Full Time","no migration background","","","",""
"80","1984","Full Time","direct migration background","","","",""
"80","1984","Full Time","indirect migration background","","","",""
"80","1984","Part Time","no migration background","","","",""
"80","1984","Part Time","direct migration background","","","",""
"80","1984","Part Time","indirect migration background","","","",""
"80","1984","Not Working","no migration background","","","",""
"80","1984","Not Working","direct migration background","","","",""
"80","1984","Not Working","indirect migration background","","","",""
"81","1984","Full Time","no migration background","","","",""
"81","1984","Full Time","direct migration background","","","",""
"81","1984","Full Time","indirect migration background","","","",""
"81","1984","Part Time","no migration background","","","",""
"81","1984","Part Time","direct migration background","","","",""
"81","1984","Part Time","indirect migration background","","","",""
"81","1984","Not Working","no migration background","","","",""
"81","1984","Not Working","direct migration background","","","",""
"81","1984","Not Working","indirect migration background","","","",""
"82","1984","Full Time","no migration background","","","",""
"82","1984","Full Time","direct migration background","","","",""
"82","1984","Full Time","indirect migration background","","","",""
"82","1984","Part Time","no migration background","","","",""
"82","1984","Part Time","direct migration background","","","",""
"82","1984","Part Time","indirect migration background","","","",""
"82","1984","Not Working","no migration background","","","",""
"82","1984","Not Working","direct migration background","","","",""
"82","1984","Not Working","indirect migration background","","","",""
"83","1984","Full Time","no migration background","","","",""
"83","1984","Full Time","direct migration background","","","",""
"83","1984","Full Time","indirect migration background","","","",""
"83","1984","Part Time","no migration background","","","",""
"83","1984","Part Time","direct migration background","","","",""
"83","1984","Part Time","indirect migration background","","","",""
"83","1984","Not Working","no migration background","","","",""
"83","1984","Not Working","direct migration background","","","",""
"83","1984","Not Working","indirect migration background","","","",""
"84","1984","Full Time","no migration background","","","",""
"84","1984","Full Time","direct migration background","","","",""
"84","1984","Full Time","indirect migration background","","","",""
"84","1984","Part Time","no migration background","","","",""
"84","1984","Part Time","direct migration background","","","",""
"84","1984","Part Time","indirect migration background","","","",""
