"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"131","2011","Not Working","direct migration background","","","",""
"131","2011","Not Working","indirect migration background","","","",""
"132","2011","Full Time","no migration background","","","",""
"132","2011","Full Time","direct migration background","","","",""
"132","2011","Full Time","indirect migration background","","","",""
"132","2011","Part Time","no migration background","","","",""
"132","2011","Part Time","direct migration background","2","","",""
"132","2011","Part Time","indirect migration background","","","",""
"132","2011","Not Working","no migration background","","","",""
"132","2011","Not Working","direct migration background","4","","",""
"132","2011","Not Working","indirect migration background","","","",""
"133","2011","Full Time","no migration background","","","",""
"133","2011","Full Time","direct migration background","","","",""
"133","2011","Full Time","indirect migration background","","","",""
"133","2011","Part Time","no migration background","","","",""
"133","2011","Part Time","direct migration background","","","",""
"133","2011","Part Time","indirect migration background","","","",""
"133","2011","Not Working","no migration background","","","",""
"133","2011","Not Working","direct migration background","","","",""
"133","2011","Not Working","indirect migration background","","","",""
"135","2011","Full Time","no migration background","","","",""
"135","2011","Full Time","direct migration background","","","",""
"135","2011","Full Time","indirect migration background","","","",""
"135","2011","Part Time","no migration background","","","",""
"135","2011","Part Time","direct migration background","1","","",""
"135","2011","Part Time","indirect migration background","","","",""
"135","2011","Not Working","no migration background","","","",""
"135","2011","Not Working","direct migration background","","","",""
"135","2011","Not Working","indirect migration background","","","",""
"138","2011","Full Time","no migration background","","","",""
"138","2011","Full Time","direct migration background","","","",""
"138","2011","Full Time","indirect migration background","","","",""
"138","2011","Part Time","no migration background","","","",""
"138","2011","Part Time","direct migration background","","","",""
"138","2011","Part Time","indirect migration background","","","",""
"138","2011","Not Working","no migration background","","","",""
"138","2011","Not Working","direct migration background","","","",""
"138","2011","Not Working","indirect migration background","","","",""
"139","2011","Full Time","no migration background","","","",""
"139","2011","Full Time","direct migration background","","","",""
"139","2011","Full Time","indirect migration background","","","",""
"139","2011","Part Time","no migration background","","","",""
"139","2011","Part Time","direct migration background","3","","",""
"139","2011","Part Time","indirect migration background","","","",""
"139","2011","Not Working","no migration background","","","",""
"139","2011","Not Working","direct migration background","1","","",""
"139","2011","Not Working","indirect migration background","","","",""
"140","2011","Full Time","no migration background","","","",""
"140","2011","Full Time","direct migration background","16","","",""
"140","2011","Full Time","indirect migration background","1","","",""
"140","2011","Part Time","no migration background","","","",""
"140","2011","Part Time","direct migration background","10","","",""
"140","2011","Part Time","indirect migration background","","","",""
"140","2011","Not Working","no migration background","","","",""
"140","2011","Not Working","direct migration background","23","","",""
"140","2011","Not Working","indirect migration background","","","",""
"141","2011","Full Time","no migration background","","","",""
"141","2011","Full Time","direct migration background","","","",""
"141","2011","Full Time","indirect migration background","","","",""
"141","2011","Part Time","no migration background","","","",""
"141","2011","Part Time","direct migration background","","","",""
"141","2011","Part Time","indirect migration background","","","",""
"141","2011","Not Working","no migration background","","","",""
"141","2011","Not Working","direct migration background","","","",""
"141","2011","Not Working","indirect migration background","","","",""
"142","2011","Full Time","no migration background","","","",""
"142","2011","Full Time","direct migration background","","","",""
"142","2011","Full Time","indirect migration background","","","",""
"142","2011","Part Time","no migration background","","","",""
"142","2011","Part Time","direct migration background","","","",""
"142","2011","Part Time","indirect migration background","","","",""
"142","2011","Not Working","no migration background","","","",""
"142","2011","Not Working","direct migration background","","","",""
"142","2011","Not Working","indirect migration background","","","",""
"143","2011","Full Time","no migration background","","","",""
"143","2011","Full Time","direct migration background","","","",""
"143","2011","Full Time","indirect migration background","","","",""
"143","2011","Part Time","no migration background","","","",""
"143","2011","Part Time","direct migration background","2","","",""
"143","2011","Part Time","indirect migration background","","","",""
"143","2011","Not Working","no migration background","","","",""
"143","2011","Not Working","direct migration background","2","","",""
"143","2011","Not Working","indirect migration background","1","","",""
"144","2011","Full Time","no migration background","","","",""
"144","2011","Full Time","direct migration background","1","","",""
"144","2011","Full Time","indirect migration background","","","",""
"144","2011","Part Time","no migration background","","","",""
"144","2011","Part Time","direct migration background","1","","",""
"144","2011","Part Time","indirect migration background","","","",""
"144","2011","Not Working","no migration background","","","",""
"144","2011","Not Working","direct migration background","1","","",""
"144","2011","Not Working","indirect migration background","","","",""
"145","2011","Full Time","no migration background","","","",""
"145","2011","Full Time","direct migration background","1","","",""
"145","2011","Full Time","indirect migration background","","","",""
"145","2011","Part Time","no migration background","","","",""
"145","2011","Part Time","direct migration background","","","",""
"145","2011","Part Time","indirect migration background","","","",""
"145","2011","Not Working","no migration background","","","",""
"145","2011","Not Working","direct migration background","","","",""
"145","2011","Not Working","indirect migration background","","","",""
"146","2011","Full Time","no migration background","","","",""
"146","2011","Full Time","direct migration background","2","","",""
"146","2011","Full Time","indirect migration background","","","",""
"146","2011","Part Time","no migration background","","","",""
"146","2011","Part Time","direct migration background","5","","",""
"146","2011","Part Time","indirect migration background","","","",""
"146","2011","Not Working","no migration background","","","",""
"146","2011","Not Working","direct migration background","3","","",""
"146","2011","Not Working","indirect migration background","","","",""
"147","2011","Full Time","no migration background","","","",""
"147","2011","Full Time","direct migration background","","","",""
"147","2011","Full Time","indirect migration background","","","",""
"147","2011","Part Time","no migration background","","","",""
"147","2011","Part Time","direct migration background","","","",""
"147","2011","Part Time","indirect migration background","","","",""
"147","2011","Not Working","no migration background","","","",""
"147","2011","Not Working","direct migration background","","","",""
"147","2011","Not Working","indirect migration background","","","",""
"148","2011","Full Time","no migration background","","","",""
"148","2011","Full Time","direct migration background","","","",""
"148","2011","Full Time","indirect migration background","","","",""
"148","2011","Part Time","no migration background","","","",""
"148","2011","Part Time","direct migration background","","","",""
"148","2011","Part Time","indirect migration background","","","",""
"148","2011","Not Working","no migration background","","","",""
"148","2011","Not Working","direct migration background","1","","",""
"148","2011","Not Working","indirect migration background","","","",""
"149","2011","Full Time","no migration background","","","",""
"149","2011","Full Time","direct migration background","1","","",""
"149","2011","Full Time","indirect migration background","","","",""
"149","2011","Part Time","no migration background","","","",""
"149","2011","Part Time","direct migration background","","","",""
"149","2011","Part Time","indirect migration background","","","",""
"149","2011","Not Working","no migration background","","","",""
"149","2011","Not Working","direct migration background","","","",""
"149","2011","Not Working","indirect migration background","","","",""
"151","2011","Full Time","no migration background","","","",""
"151","2011","Full Time","direct migration background","","","",""
"151","2011","Full Time","indirect migration background","","","",""
"151","2011","Part Time","no migration background","","","",""
"151","2011","Part Time","direct migration background","","","",""
"151","2011","Part Time","indirect migration background","","","",""
"151","2011","Not Working","no migration background","","","",""
"151","2011","Not Working","direct migration background","","","",""
"151","2011","Not Working","indirect migration background","","","",""
"152","2011","Full Time","no migration background","","","",""
"152","2011","Full Time","direct migration background","","","",""
"152","2011","Full Time","indirect migration background","","","",""
"152","2011","Part Time","no migration background","","","",""
"152","2011","Part Time","direct migration background","","","",""
"152","2011","Part Time","indirect migration background","","","",""
"152","2011","Not Working","no migration background","","","",""
"152","2011","Not Working","direct migration background","3","","",""
"152","2011","Not Working","indirect migration background","","","",""
"154","2011","Full Time","no migration background","","","",""
"154","2011","Full Time","direct migration background","","","",""
"154","2011","Full Time","indirect migration background","","","",""
"154","2011","Part Time","no migration background","","","",""
"154","2011","Part Time","direct migration background","","","",""
"154","2011","Part Time","indirect migration background","","","",""
"154","2011","Not Working","no migration background","","","",""
"154","2011","Not Working","direct migration background","1","","",""
"154","2011","Not Working","indirect migration background","","","",""
"155","2011","Full Time","no migration background","","","",""
"155","2011","Full Time","direct migration background","","","",""
"155","2011","Full Time","indirect migration background","","","",""
"155","2011","Part Time","no migration background","","","",""
"155","2011","Part Time","direct migration background","","","",""
"155","2011","Part Time","indirect migration background","","","",""
"155","2011","Not Working","no migration background","","","",""
"155","2011","Not Working","direct migration background","","","",""
"155","2011","Not Working","indirect migration background","","","",""
"156","2011","Full Time","no migration background","","","",""
"156","2011","Full Time","direct migration background","","","",""
"156","2011","Full Time","indirect migration background","","","",""
"156","2011","Part Time","no migration background","","","",""
"156","2011","Part Time","direct migration background","","","",""
"156","2011","Part Time","indirect migration background","","","",""
"156","2011","Not Working","no migration background","","","",""
"156","2011","Not Working","direct migration background","","","",""
"156","2011","Not Working","indirect migration background","","","",""
"158","2011","Full Time","no migration background","","","",""
"158","2011","Full Time","direct migration background","","","",""
"158","2011","Full Time","indirect migration background","","","",""
"158","2011","Part Time","no migration background","","","",""
"158","2011","Part Time","direct migration background","","","",""
"158","2011","Part Time","indirect migration background","","","",""
"158","2011","Not Working","no migration background","","","",""
"158","2011","Not Working","direct migration background","","","",""
"158","2011","Not Working","indirect migration background","","","",""
"162","2011","Full Time","no migration background","","","",""
"162","2011","Full Time","direct migration background","","","",""
"162","2011","Full Time","indirect migration background","","","",""
"162","2011","Part Time","no migration background","","","",""
"162","2011","Part Time","direct migration background","","","",""
"162","2011","Part Time","indirect migration background","","","",""
"162","2011","Not Working","no migration background","","","",""
"162","2011","Not Working","direct migration background","","","",""
"162","2011","Not Working","indirect migration background","","","",""
"164","2011","Full Time","no migration background","","","",""
"164","2011","Full Time","direct migration background","","","",""
"164","2011","Full Time","indirect migration background","","","",""
"164","2011","Part Time","no migration background","","","",""
"164","2011","Part Time","direct migration background","","","",""
"164","2011","Part Time","indirect migration background","","","",""
"164","2011","Not Working","no migration background","","","",""
"164","2011","Not Working","direct migration background","1","","",""
"164","2011","Not Working","indirect migration background","","","",""
"165","2011","Full Time","no migration background","","","",""
"165","2011","Full Time","direct migration background","10","","",""
"165","2011","Full Time","indirect migration background","5","","",""
"165","2011","Part Time","no migration background","","","",""
"165","2011","Part Time","direct migration background","9","","",""
"165","2011","Part Time","indirect migration background","5","","",""
"165","2011","Not Working","no migration background","","","",""
"165","2011","Not Working","direct migration background","14","","",""
"165","2011","Not Working","indirect migration background","2","","",""
"166","2011","Full Time","no migration background","","","",""
"166","2011","Full Time","direct migration background","","","",""
"166","2011","Full Time","indirect migration background","","","",""
"166","2011","Part Time","no migration background","","","",""
"166","2011","Part Time","direct migration background","","","",""
"166","2011","Part Time","indirect migration background","","","",""
"166","2011","Not Working","no migration background","","","",""
"166","2011","Not Working","direct migration background","","","",""
"166","2011","Not Working","indirect migration background","","","",""
"167","2011","Full Time","no migration background","","","",""
"167","2011","Full Time","direct migration background","1","","",""
"167","2011","Full Time","indirect migration background","","","",""
"167","2011","Part Time","no migration background","","","",""
"167","2011","Part Time","direct migration background","","","",""
"167","2011","Part Time","indirect migration background","","","",""
"167","2011","Not Working","no migration background","","","",""
"167","2011","Not Working","direct migration background","","","",""
"167","2011","Not Working","indirect migration background","","","",""
"168","2011","Full Time","no migration background","","","",""
"168","2011","Full Time","direct migration background","","","",""
"168","2011","Full Time","indirect migration background","","","",""
"168","2011","Part Time","no migration background","","","",""
"168","2011","Part Time","direct migration background","3","","",""
"168","2011","Part Time","indirect migration background","","","",""
"168","2011","Not Working","no migration background","","","",""
"168","2011","Not Working","direct migration background","","","",""
"168","2011","Not Working","indirect migration background","","","",""
"169","2011","Full Time","no migration background","","","",""
"169","2011","Full Time","direct migration background","","","",""
"169","2011","Full Time","indirect migration background","","","",""
"169","2011","Part Time","no migration background","","","",""
"169","2011","Part Time","direct migration background","1","","",""
"169","2011","Part Time","indirect migration background","","","",""
"169","2011","Not Working","no migration background","","","",""
"169","2011","Not Working","direct migration background","","","",""
"169","2011","Not Working","indirect migration background","","","",""
"172","2011","Full Time","no migration background","","","",""
"172","2011","Full Time","direct migration background","","","",""
"172","2011","Full Time","indirect migration background","","","",""
"172","2011","Part Time","no migration background","","","",""
"172","2011","Part Time","direct migration background","","","",""
"172","2011","Part Time","indirect migration background","","","",""
"172","2011","Not Working","no migration background","","","",""
"172","2011","Not Working","direct migration background","","","",""
"172","2011","Not Working","indirect migration background","","","",""
"173","2011","Full Time","no migration background","","","",""
"173","2011","Full Time","direct migration background","","","",""
"173","2011","Full Time","indirect migration background","","","",""
"173","2011","Part Time","no migration background","","","",""
"173","2011","Part Time","direct migration background","","","",""
"173","2011","Part Time","indirect migration background","","","",""
"173","2011","Not Working","no migration background","","","",""
"173","2011","Not Working","direct migration background","","","",""
"173","2011","Not Working","indirect migration background","","","",""
"178","2011","Full Time","no migration background","","","",""
"178","2011","Full Time","direct migration background","","","",""
"178","2011","Full Time","indirect migration background","","","",""
"178","2011","Part Time","no migration background","","","",""
"178","2011","Part Time","direct migration background","","","",""
"178","2011","Part Time","indirect migration background","","","",""
"178","2011","Not Working","no migration background","","","",""
"178","2011","Not Working","direct migration background","","","",""
"178","2011","Not Working","indirect migration background","","","",""
"181","2011","Full Time","no migration background","","","",""
"181","2011","Full Time","direct migration background","","","",""
"181","2011","Full Time","indirect migration background","","","",""
"181","2011","Part Time","no migration background","","","",""
"181","2011","Part Time","direct migration background","","","",""
"181","2011","Part Time","indirect migration background","","","",""
"181","2011","Not Working","no migration background","","","",""
"181","2011","Not Working","direct migration background","","","",""
"181","2011","Not Working","indirect migration background","","","",""
"183","2011","Full Time","no migration background","","","",""
"183","2011","Full Time","direct migration background","","","",""
"183","2011","Full Time","indirect migration background","","","",""
"183","2011","Part Time","no migration background","","","",""
"183","2011","Part Time","direct migration background","","","",""
"183","2011","Part Time","indirect migration background","","","",""
"183","2011","Not Working","no migration background","","","",""
"183","2011","Not Working","direct migration background","","","",""
"183","2011","Not Working","indirect migration background","","","",""
"188","2011","Full Time","no migration background","","","",""
"188","2011","Full Time","direct migration background","","","",""
"188","2011","Full Time","indirect migration background","","","",""
"188","2011","Part Time","no migration background","","","",""
"188","2011","Part Time","direct migration background","","","",""
"188","2011","Part Time","indirect migration background","","","",""
"188","2011","Not Working","no migration background","","","",""
"188","2011","Not Working","direct migration background","","","",""
"188","2011","Not Working","indirect migration background","","","",""
"195","2011","Full Time","no migration background","","","",""
"195","2011","Full Time","direct migration background","","","",""
"195","2011","Full Time","indirect migration background","","","",""
"195","2011","Part Time","no migration background","","","",""
"195","2011","Part Time","direct migration background","","","",""
"195","2011","Part Time","indirect migration background","","","",""
"195","2011","Not Working","no migration background","","","",""
"195","2011","Not Working","direct migration background","","","",""
"195","2011","Not Working","indirect migration background","","","",""
"196","2011","Full Time","no migration background","","","",""
"196","2011","Full Time","direct migration background","","","",""
"196","2011","Full Time","indirect migration background","","","",""
"196","2011","Part Time","no migration background","","","",""
"196","2011","Part Time","direct migration background","","","",""
"196","2011","Part Time","indirect migration background","","","",""
"196","2011","Not Working","no migration background","","","",""
"196","2011","Not Working","direct migration background","","","",""
"196","2011","Not Working","indirect migration background","","","",""
"999","2011","Full Time","no migration background","","","",""
"999","2011","Full Time","direct migration background","","","",""
"999","2011","Full Time","indirect migration background","","","",""
"999","2011","Part Time","no migration background","","","",""
"999","2011","Part Time","direct migration background","","","",""
"999","2011","Part Time","indirect migration background","","","",""
"999","2011","Not Working","no migration background","","","",""
"999","2011","Not Working","direct migration background","","","",""
"999","2011","Not Working","indirect migration background","","","",""
"1","2012","Full Time","no migration background","8871","0.999575089584764","0.999146299455519","1.00000387971401"
"1","2012","Full Time","direct migration background","654","0.528839668967021","0.498930622074346","0.558748715859695"
"1","2012","Full Time","indirect migration background","385","0.750861201002157","0.7129123760132","0.788810025991114"
"1","2012","Part Time","no migration background","6207","0.999376542585897","0.998755716061476","0.999997369110318"
"1","2012","Part Time","direct migration background","470","0.462129638696157","0.428067736962637","0.496191540429676"
"1","2012","Part Time","indirect migration background","355","0.721762406337224","0.679937610520717","0.763587202153731"
"1","2012","Not Working","no migration background","8739","0.998845274599332","0.998133517473578","0.999557031725086"
"1","2012","Not Working","direct migration background","648","0.454598114122698","0.426151407610691","0.483044820634706"
"1","2012","Not Working","indirect migration background","342","0.752855359874706","0.712273252302511","0.793437467446902"
"2","2012","Full Time","no migration background","","","",""
"2","2012","Full Time","direct migration background","75","0.0834471634417717","0.0668764676549719","0.100017859228571"
"2","2012","Full Time","indirect migration background","37","0.0796455513409233","0.0558904910152806","0.103400611666566"
"2","2012","Part Time","no migration background","","","",""
"2","2012","Part Time","direct migration background","49","0.0524513367069729","0.0372203788897605","0.0676822945241853"
"2","2012","Part Time","indirect migration background","24","","",""
"2","2012","Not Working","no migration background","2","","",""
"2","2012","Not Working","direct migration background","90","0.114658804865982","0.0964568136194899","0.132860796112474"
"2","2012","Not Working","indirect migration background","41","0.132119438563634","0.100261580967557","0.16397729615971"
"3","2012","Full Time","no migration background","","","",""
"3","2012","Full Time","direct migration background","1","","",""
"3","2012","Full Time","indirect migration background","","","",""
"3","2012","Part Time","no migration background","","","",""
"3","2012","Part Time","direct migration background","2","","",""
"3","2012","Part Time","indirect migration background","","","",""
"3","2012","Not Working","no migration background","","","",""
"3","2012","Not Working","direct migration background","7","","",""
"3","2012","Not Working","indirect migration background","1","","",""
"4","2012","Full Time","no migration background","","","",""
"4","2012","Full Time","direct migration background","25","","",""
"4","2012","Full Time","indirect migration background","19","","",""
"4","2012","Part Time","no migration background","1","","",""
"4","2012","Part Time","direct migration background","15","","",""
"4","2012","Part Time","indirect migration background","8","","",""
"4","2012","Not Working","no migration background","","","",""
"4","2012","Not Working","direct migration background","23","","",""
"4","2012","Not Working","indirect migration background","7","","",""
"5","2012","Full Time","no migration background","1","","",""
"5","2012","Full Time","direct migration background","43","0.047131103676189","0.0344333592219","0.059828848130478"
"5","2012","Full Time","indirect migration background","22","","",""
"5","2012","Part Time","no migration background","","","",""
"5","2012","Part Time","direct migration background","27","","",""
"5","2012","Part Time","indirect migration background","21","","",""
"5","2012","Not Working","no migration background","","","",""
"5","2012","Not Working","direct migration background","52","0.0737929372435886","0.0588573844117993","0.0887284900753778"
"5","2012","Not Working","indirect migration background","15","","",""
"6","2012","Full Time","no migration background","","","",""
"6","2012","Full Time","direct migration background","11","","",""
"6","2012","Full Time","indirect migration background","5","","",""
"6","2012","Part Time","no migration background","","","",""
"6","2012","Part Time","direct migration background","9","","",""
"6","2012","Part Time","indirect migration background","5","","",""
"6","2012","Not Working","no migration background","","","",""
"6","2012","Not Working","direct migration background","8","","",""
"6","2012","Not Working","indirect migration background","5","","",""
"10","2012","Full Time","no migration background","1","","",""
"10","2012","Full Time","direct migration background","19","","",""
"10","2012","Full Time","indirect migration background","3","","",""
"10","2012","Part Time","no migration background","1","","",""
"10","2012","Part Time","direct migration background","15","","",""
"10","2012","Part Time","indirect migration background","4","","",""
"10","2012","Not Working","no migration background","2","","",""
"10","2012","Not Working","direct migration background","18","","",""
"10","2012","Not Working","indirect migration background","1","","",""
"11","2012","Full Time","no migration background","","","",""
"11","2012","Full Time","direct migration background","12","","",""
"11","2012","Full Time","indirect migration background","1","","",""
"11","2012","Part Time","no migration background","","","",""
"11","2012","Part Time","direct migration background","12","","",""
"11","2012","Part Time","indirect migration background","","","",""
"11","2012","Not Working","no migration background","","","",""
"11","2012","Not Working","direct migration background","4","","",""
"11","2012","Not Working","indirect migration background","1","","",""
"12","2012","Full Time","no migration background","","","",""
"12","2012","Full Time","direct migration background","","","",""
"12","2012","Full Time","indirect migration background","","","",""
"12","2012","Part Time","no migration background","","","",""
"12","2012","Part Time","direct migration background","","","",""
"12","2012","Part Time","indirect migration background","","","",""
"12","2012","Not Working","no migration background","","","",""
"12","2012","Not Working","direct migration background","","","",""
"12","2012","Not Working","indirect migration background","","","",""
"13","2012","Full Time","no migration background","","","",""
"13","2012","Full Time","direct migration background","2","","",""
"13","2012","Full Time","indirect migration background","1","","",""
"13","2012","Part Time","no migration background","","","",""
"13","2012","Part Time","direct migration background","4","","",""
"13","2012","Part Time","indirect migration background","1","","",""
"13","2012","Not Working","no migration background","","","",""
"13","2012","Not Working","direct migration background","3","","",""
"13","2012","Not Working","indirect migration background","1","","",""
"14","2012","Full Time","no migration background","","","",""
"14","2012","Full Time","direct migration background","11","","",""
"14","2012","Full Time","indirect migration background","3","","",""
"14","2012","Part Time","no migration background","","","",""
"14","2012","Part Time","direct migration background","4","","",""
"14","2012","Part Time","indirect migration background","1","","",""
"14","2012","Not Working","no migration background","","","",""
"14","2012","Not Working","direct migration background","10","","",""
"14","2012","Not Working","indirect migration background","1","","",""
"15","2012","Full Time","no migration background","","","",""
"15","2012","Full Time","direct migration background","2","","",""
"15","2012","Full Time","indirect migration background","","","",""
"15","2012","Part Time","no migration background","","","",""
"15","2012","Part Time","direct migration background","1","","",""
"15","2012","Part Time","indirect migration background","","","",""
"15","2012","Not Working","no migration background","","","",""
"15","2012","Not Working","direct migration background","2","","",""
"15","2012","Not Working","indirect migration background","","","",""
"16","2012","Full Time","no migration background","","","",""
"16","2012","Full Time","direct migration background","","","",""
"16","2012","Full Time","indirect migration background","","","",""
"16","2012","Part Time","no migration background","","","",""
"16","2012","Part Time","direct migration background","1","","",""
"16","2012","Part Time","indirect migration background","","","",""
"16","2012","Not Working","no migration background","","","",""
"16","2012","Not Working","direct migration background","","","",""
"16","2012","Not Working","indirect migration background","","","",""
"17","2012","Full Time","no migration background","","","",""
"17","2012","Full Time","direct migration background","","","",""
"17","2012","Full Time","indirect migration background","","","",""
"17","2012","Part Time","no migration background","","","",""
"17","2012","Part Time","direct migration background","3","","",""
"17","2012","Part Time","indirect migration background","","","",""
"17","2012","Not Working","no migration background","","","",""
"17","2012","Not Working","direct migration background","3","","",""
"17","2012","Not Working","indirect migration background","","","",""
"18","2012","Full Time","no migration background","","","",""
"18","2012","Full Time","direct migration background","11","","",""
"18","2012","Full Time","indirect migration background","1","","",""
"18","2012","Part Time","no migration background","","","",""
"18","2012","Part Time","direct migration background","9","","",""
"18","2012","Part Time","indirect migration background","3","","",""
"18","2012","Not Working","no migration background","","","",""
"18","2012","Not Working","direct migration background","7","","",""
"18","2012","Not Working","indirect migration background","","","",""
"19","2012","Full Time","no migration background","","","",""
"19","2012","Full Time","direct migration background","6","","",""
"19","2012","Full Time","indirect migration background","","","",""
"19","2012","Part Time","no migration background","","","",""
"19","2012","Part Time","direct migration background","3","","",""
"19","2012","Part Time","indirect migration background","","","",""
"19","2012","Not Working","no migration background","","","",""
"19","2012","Not Working","direct migration background","6","","",""
"19","2012","Not Working","indirect migration background","1","","",""
"20","2012","Full Time","no migration background","","","",""
"20","2012","Full Time","direct migration background","","","",""
"20","2012","Full Time","indirect migration background","","","",""
"20","2012","Part Time","no migration background","","","",""
"20","2012","Part Time","direct migration background","","","",""
"20","2012","Part Time","indirect migration background","","","",""
"20","2012","Not Working","no migration background","","","",""
"20","2012","Not Working","direct migration background","2","","",""
"20","2012","Not Working","indirect migration background","","","",""
"21","2012","Full Time","no migration background","","","",""
"21","2012","Full Time","direct migration background","9","","",""
"21","2012","Full Time","indirect migration background","","","",""
"21","2012","Part Time","no migration background","","","",""
"21","2012","Part Time","direct migration background","9","","",""
"21","2012","Part Time","indirect migration background","","","",""
"21","2012","Not Working","no migration background","","","",""
"21","2012","Not Working","direct migration background","9","","",""
"21","2012","Not Working","indirect migration background","","","",""
"22","2012","Full Time","no migration background","","","",""
"22","2012","Full Time","direct migration background","18","","",""
"22","2012","Full Time","indirect migration background","","","",""
"22","2012","Part Time","no migration background","","","",""
"22","2012","Part Time","direct migration background","21","","",""
"22","2012","Part Time","indirect migration background","","","",""
"22","2012","Not Working","no migration background","","","",""
"22","2012","Not Working","direct migration background","20","","",""
"22","2012","Not Working","indirect migration background","","","",""
"23","2012","Full Time","no migration background","","","",""
"23","2012","Full Time","direct migration background","1","","",""
"23","2012","Full Time","indirect migration background","","","",""
"23","2012","Part Time","no migration background","","","",""
"23","2012","Part Time","direct migration background","","","",""
"23","2012","Part Time","indirect migration background","","","",""
"23","2012","Not Working","no migration background","","","",""
"23","2012","Not Working","direct migration background","","","",""
"23","2012","Not Working","indirect migration background","","","",""
"24","2012","Full Time","no migration background","","","",""
"24","2012","Full Time","direct migration background","1","","",""
"24","2012","Full Time","indirect migration background","","","",""
"24","2012","Part Time","no migration background","","","",""
"24","2012","Part Time","direct migration background","4","","",""
"24","2012","Part Time","indirect migration background","","","",""
"24","2012","Not Working","no migration background","","","",""
"24","2012","Not Working","direct migration background","4","","",""
"24","2012","Not Working","indirect migration background","","","",""
"25","2012","Full Time","no migration background","","","",""
"25","2012","Full Time","direct migration background","1","","",""
"25","2012","Full Time","indirect migration background","","","",""
"25","2012","Part Time","no migration background","","","",""
"25","2012","Part Time","direct migration background","","","",""
"25","2012","Part Time","indirect migration background","1","","",""
"25","2012","Not Working","no migration background","","","",""
"25","2012","Not Working","direct migration background","2","","",""
"25","2012","Not Working","indirect migration background","","","",""
"26","2012","Full Time","no migration background","","","",""
"26","2012","Full Time","direct migration background","8","","",""
"26","2012","Full Time","indirect migration background","","","",""
"26","2012","Part Time","no migration background","","","",""
"26","2012","Part Time","direct migration background","4","","",""
"26","2012","Part Time","indirect migration background","","","",""
"26","2012","Not Working","no migration background","","","",""
"26","2012","Not Working","direct migration background","4","","",""
"26","2012","Not Working","indirect migration background","","","",""
"27","2012","Full Time","no migration background","","","",""
"27","2012","Full Time","direct migration background","","","",""
"27","2012","Full Time","indirect migration background","","","",""
"27","2012","Part Time","no migration background","","","",""
"27","2012","Part Time","direct migration background","","","",""
"27","2012","Part Time","indirect migration background","","","",""
"27","2012","Not Working","no migration background","","","",""
"27","2012","Not Working","direct migration background","","","",""
"27","2012","Not Working","indirect migration background","","","",""
"28","2012","Full Time","no migration background","1","","",""
"28","2012","Full Time","direct migration background","11","","",""
"28","2012","Full Time","indirect migration background","1","","",""
"28","2012","Part Time","no migration background","","","",""
"28","2012","Part Time","direct migration background","3","","",""
"28","2012","Part Time","indirect migration background","1","","",""
"28","2012","Not Working","no migration background","","","",""
"28","2012","Not Working","direct migration background","1","","",""
"28","2012","Not Working","indirect migration background","","","",""
"29","2012","Full Time","no migration background","","","",""
"29","2012","Full Time","direct migration background","4","","",""
"29","2012","Full Time","indirect migration background","","","",""
"29","2012","Part Time","no migration background","","","",""
"29","2012","Part Time","direct migration background","3","","",""
"29","2012","Part Time","indirect migration background","","","",""
"29","2012","Not Working","no migration background","","","",""
"29","2012","Not Working","direct migration background","4","","",""
"29","2012","Not Working","indirect migration background","","","",""
"30","2012","Full Time","no migration background","","","",""
"30","2012","Full Time","direct migration background","2","","",""
"30","2012","Full Time","indirect migration background","","","",""
"30","2012","Part Time","no migration background","","","",""
"30","2012","Part Time","direct migration background","","","",""
"30","2012","Part Time","indirect migration background","","","",""
"30","2012","Not Working","no migration background","","","",""
"30","2012","Not Working","direct migration background","2","","",""
"30","2012","Not Working","indirect migration background","","","",""
"31","2012","Full Time","no migration background","","","",""
"31","2012","Full Time","direct migration background","4","","",""
"31","2012","Full Time","indirect migration background","","","",""
"31","2012","Part Time","no migration background","","","",""
"31","2012","Part Time","direct migration background","5","","",""
"31","2012","Part Time","indirect migration background","","","",""
"31","2012","Not Working","no migration background","","","",""
"31","2012","Not Working","direct migration background","5","","",""
"31","2012","Not Working","indirect migration background","","","",""
"32","2012","Full Time","no migration background","","","",""
"32","2012","Full Time","direct migration background","13","","",""
"32","2012","Full Time","indirect migration background","","","",""
"32","2012","Part Time","no migration background","","","",""
"32","2012","Part Time","direct migration background","18","","",""
"32","2012","Part Time","indirect migration background","","","",""
"32","2012","Not Working","no migration background","","","",""
"32","2012","Not Working","direct migration background","24","","",""
"32","2012","Not Working","indirect migration background","","","",""
"34","2012","Full Time","no migration background","","","",""
"34","2012","Full Time","direct migration background","","","",""
"34","2012","Full Time","indirect migration background","","","",""
"34","2012","Part Time","no migration background","","","",""
"34","2012","Part Time","direct migration background","3","","",""
"34","2012","Part Time","indirect migration background","","","",""
"34","2012","Not Working","no migration background","","","",""
"34","2012","Not Working","direct migration background","","","",""
"34","2012","Not Working","indirect migration background","","","",""
"35","2012","Full Time","no migration background","","","",""
"35","2012","Full Time","direct migration background","1","","",""
"35","2012","Full Time","indirect migration background","","","",""
"35","2012","Part Time","no migration background","","","",""
"35","2012","Part Time","direct migration background","","","",""
"35","2012","Part Time","indirect migration background","","","",""
"35","2012","Not Working","no migration background","","","",""
