"pgnation","year","e11102","n","percent","lower_confidence","upper_confidence"
"144","1984","Not Employed","","","",""
"144","1984","Employed","","","",""
"145","1984","Not Employed","","","",""
"145","1984","Employed","","","",""
"146","1984","Not Employed","","","",""
"146","1984","Employed","","","",""
"147","1984","Not Employed","","","",""
"147","1984","Employed","","","",""
"148","1984","Not Employed","","","",""
"148","1984","Employed","","","",""
"149","1984","Not Employed","","","",""
"149","1984","Employed","","","",""
"151","1984","Not Employed","","","",""
"151","1984","Employed","","","",""
"152","1984","Not Employed","","","",""
"152","1984","Employed","","","",""
"154","1984","Not Employed","","","",""
"154","1984","Employed","","","",""
"155","1984","Not Employed","","","",""
"155","1984","Employed","","","",""
"156","1984","Not Employed","","","",""
"156","1984","Employed","","","",""
"158","1984","Not Employed","","","",""
"158","1984","Employed","","","",""
"162","1984","Not Employed","","","",""
"162","1984","Employed","","","",""
"164","1984","Not Employed","","","",""
"164","1984","Employed","","","",""
"165","1984","Not Employed","","","",""
"165","1984","Employed","","","",""
"166","1984","Not Employed","","","",""
"166","1984","Employed","","","",""
"167","1984","Not Employed","","","",""
"167","1984","Employed","","","",""
"168","1984","Not Employed","","","",""
"168","1984","Employed","","","",""
"169","1984","Not Employed","","","",""
"169","1984","Employed","","","",""
"172","1984","Not Employed","","","",""
"172","1984","Employed","","","",""
"173","1984","Not Employed","","","",""
"173","1984","Employed","","","",""
"178","1984","Not Employed","","","",""
"178","1984","Employed","","","",""
"181","1984","Not Employed","","","",""
"181","1984","Employed","","","",""
"183","1984","Not Employed","","","",""
"183","1984","Employed","","","",""
"188","1984","Not Employed","","","",""
"188","1984","Employed","","","",""
"195","1984","Not Employed","","","",""
"195","1984","Employed","","","",""
"196","1984","Not Employed","","","",""
"196","1984","Employed","","","",""
"999","1984","Not Employed","","","",""
"999","1984","Employed","","","",""
"1","1985","Not Employed","3418","0.955902853896285","0.949717905540046","0.962087802252524"
"1","1985","Employed","4941","0.922532560205083","0.916203685552963","0.928861434857204"
"2","1985","Not Employed","328","0.0167418308191008","0.0128767443625102","0.0206069172756915"
"2","1985","Employed","534","0.0227432588563433","0.0192138113612517","0.0262727063514349"
"3","1985","Not Employed","107","0.0052590417906966","0.00308016703157995","0.00743791654981325"
"3","1985","Employed","382","0.0162113742035228","0.0132216105709696","0.019201137836076"
"4","1985","Not Employed","112","0.00298986833888997","0.00134511879459769","0.00463461788318225"
"4","1985","Employed","300","0.00661282407368872","0.00469402809308718","0.00853162005429026"
"5","1985","Not Employed","141","0.00618053372349547","0.00381956248453518","0.00854150496245576"
"5","1985","Employed","388","0.013754313842153","0.0109969881713052","0.0165116395130009"
"6","1985","Not Employed","88","0.00154254244976878","0.000360297951834995","0.00272478694770257"
"6","1985","Employed","233","0.00346504010162151","0.0020738821480813","0.00485619805516173"
"10","1985","Not Employed","3","","",""
"10","1985","Employed","28","","",""
"11","1985","Not Employed","3","","",""
"11","1985","Employed","9","","",""
"12","1985","Not Employed","6","","",""
"12","1985","Employed","5","","",""
"13","1985","Not Employed","","","",""
"13","1985","Employed","","","",""
"14","1985","Not Employed","","","",""
"14","1985","Employed","5","","",""
"15","1985","Not Employed","","","",""
"15","1985","Employed","","","",""
"16","1985","Not Employed","","","",""
"16","1985","Employed","","","",""
"17","1985","Not Employed","","","",""
"17","1985","Employed","1","","",""
"18","1985","Not Employed","5","","",""
"18","1985","Employed","3","","",""
"19","1985","Not Employed","3","","",""
"19","1985","Employed","4","","",""
"20","1985","Not Employed","2","","",""
"20","1985","Employed","","","",""
"21","1985","Not Employed","1","","",""
"21","1985","Employed","1","","",""
"22","1985","Not Employed","3","","",""
"22","1985","Employed","4","","",""
"23","1985","Not Employed","2","","",""
"23","1985","Employed","1","","",""
"24","1985","Not Employed","2","","",""
"24","1985","Employed","","","",""
"25","1985","Not Employed","","","",""
"25","1985","Employed","","","",""
"26","1985","Not Employed","","","",""
"26","1985","Employed","2","","",""
"27","1985","Not Employed","","","",""
"27","1985","Employed","","","",""
"28","1985","Not Employed","","","",""
"28","1985","Employed","","","",""
"29","1985","Not Employed","","","",""
"29","1985","Employed","","","",""
"30","1985","Not Employed","","","",""
"30","1985","Employed","","","",""
"31","1985","Not Employed","","","",""
"31","1985","Employed","2","","",""
"32","1985","Not Employed","","","",""
"32","1985","Employed","","","",""
"34","1985","Not Employed","1","","",""
"34","1985","Employed","","","",""
"35","1985","Not Employed","","","",""
"35","1985","Employed","","","",""
"36","1985","Not Employed","","","",""
"36","1985","Employed","","","",""
"37","1985","Not Employed","","","",""
"37","1985","Employed","","","",""
"38","1985","Not Employed","1","","",""
"38","1985","Employed","1","","",""
"39","1985","Not Employed","","","",""
"39","1985","Employed","2","","",""
"40","1985","Not Employed","","","",""
"40","1985","Employed","","","",""
"41","1985","Not Employed","","","",""
"41","1985","Employed","1","","",""
"42","1985","Not Employed","","","",""
"42","1985","Employed","1","","",""
"43","1985","Not Employed","1","","",""
"43","1985","Employed","1","","",""
"44","1985","Not Employed","1","","",""
"44","1985","Employed","","","",""
"45","1985","Not Employed","","","",""
"45","1985","Employed","","","",""
"46","1985","Not Employed","","","",""
"46","1985","Employed","","","",""
"47","1985","Not Employed","","","",""
"47","1985","Employed","","","",""
"48","1985","Not Employed","","","",""
"48","1985","Employed","","","",""
"49","1985","Not Employed","","","",""
"49","1985","Employed","","","",""
"50","1985","Not Employed","","","",""
"50","1985","Employed","","","",""
"51","1985","Not Employed","","","",""
"51","1985","Employed","","","",""
"52","1985","Not Employed","","","",""
"52","1985","Employed","","","",""
"53","1985","Not Employed","","","",""
"53","1985","Employed","","","",""
"54","1985","Not Employed","","","",""
"54","1985","Employed","","","",""
"55","1985","Not Employed","","","",""
"55","1985","Employed","","","",""
"56","1985","Not Employed","","","",""
"56","1985","Employed","","","",""
"59","1985","Not Employed","","","",""
"59","1985","Employed","","","",""
"60","1985","Not Employed","","","",""
"60","1985","Employed","","","",""
"61","1985","Not Employed","","","",""
"61","1985","Employed","","","",""
"64","1985","Not Employed","","","",""
"64","1985","Employed","","","",""
"65","1985","Not Employed","","","",""
"65","1985","Employed","","","",""
"66","1985","Not Employed","","","",""
"66","1985","Employed","","","",""
"67","1985","Not Employed","","","",""
"67","1985","Employed","","","",""
"68","1985","Not Employed","","","",""
"68","1985","Employed","","","",""
"71","1985","Not Employed","","","",""
"71","1985","Employed","","","",""
"72","1985","Not Employed","","","",""
"72","1985","Employed","","","",""
"73","1985","Not Employed","","","",""
"73","1985","Employed","","","",""
"74","1985","Not Employed","","","",""
"74","1985","Employed","","","",""
"75","1985","Not Employed","","","",""
"75","1985","Employed","","","",""
"76","1985","Not Employed","","","",""
"76","1985","Employed","","","",""
"77","1985","Not Employed","","","",""
"77","1985","Employed","","","",""
"78","1985","Not Employed","","","",""
"78","1985","Employed","","","",""
"79","1985","Not Employed","","","",""
"79","1985","Employed","","","",""
"80","1985","Not Employed","","","",""
"80","1985","Employed","","","",""
"81","1985","Not Employed","","","",""
"81","1985","Employed","","","",""
"82","1985","Not Employed","","","",""
"82","1985","Employed","","","",""
"83","1985","Not Employed","","","",""
"83","1985","Employed","","","",""
"84","1985","Not Employed","","","",""
"84","1985","Employed","","","",""
"85","1985","Not Employed","","","",""
"85","1985","Employed","","","",""
"86","1985","Not Employed","","","",""
"86","1985","Employed","","","",""
"89","1985","Not Employed","","","",""
"89","1985","Employed","","","",""
"90","1985","Not Employed","","","",""
"90","1985","Employed","","","",""
"92","1985","Not Employed","","","",""
"92","1985","Employed","","","",""
"94","1985","Not Employed","","","",""
"94","1985","Employed","","","",""
"95","1985","Not Employed","","","",""
"95","1985","Employed","","","",""
"96","1985","Not Employed","","","",""
"96","1985","Employed","","","",""
"97","1985","Not Employed","","","",""
"97","1985","Employed","","","",""
"98","1985","Not Employed","5","","",""
"98","1985","Employed","5","","",""
"101","1985","Not Employed","","","",""
"101","1985","Employed","","","",""
"102","1985","Not Employed","","","",""
"102","1985","Employed","","","",""
"103","1985","Not Employed","","","",""
"103","1985","Employed","","","",""
"105","1985","Not Employed","","","",""
"105","1985","Employed","","","",""
"108","1985","Not Employed","","","",""
"108","1985","Employed","","","",""
"110","1985","Not Employed","","","",""
"110","1985","Employed","","","",""
"111","1985","Not Employed","","","",""
"111","1985","Employed","","","",""
"113","1985","Not Employed","","","",""
"113","1985","Employed","","","",""
"116","1985","Not Employed","","","",""
"116","1985","Employed","","","",""
"117","1985","Not Employed","","","",""
"117","1985","Employed","","","",""
"118","1985","Not Employed","","","",""
"118","1985","Employed","","","",""
"119","1985","Not Employed","","","",""
"119","1985","Employed","","","",""
"120","1985","Not Employed","","","",""
"120","1985","Employed","","","",""
"121","1985","Not Employed","","","",""
"121","1985","Employed","","","",""
"122","1985","Not Employed","","","",""
"122","1985","Employed","","","",""
"123","1985","Not Employed","","","",""
"123","1985","Employed","","","",""
"124","1985","Not Employed","","","",""
"124","1985","Employed","","","",""
"125","1985","Not Employed","","","",""
"125","1985","Employed","","","",""
"127","1985","Not Employed","","","",""
"127","1985","Employed","","","",""
"128","1985","Not Employed","","","",""
"128","1985","Employed","","","",""
"129","1985","Not Employed","","","",""
"129","1985","Employed","","","",""
"130","1985","Not Employed","","","",""
"130","1985","Employed","","","",""
"131","1985","Not Employed","","","",""
"131","1985","Employed","","","",""
"132","1985","Not Employed","","","",""
"132","1985","Employed","","","",""
"133","1985","Not Employed","","","",""
"133","1985","Employed","","","",""
"135","1985","Not Employed","","","",""
"135","1985","Employed","","","",""
"138","1985","Not Employed","","","",""
"138","1985","Employed","","","",""
"139","1985","Not Employed","","","",""
"139","1985","Employed","","","",""
"140","1985","Not Employed","","","",""
"140","1985","Employed","","","",""
"141","1985","Not Employed","","","",""
"141","1985","Employed","","","",""
"142","1985","Not Employed","","","",""
"142","1985","Employed","","","",""
"143","1985","Not Employed","","","",""
"143","1985","Employed","","","",""
"144","1985","Not Employed","","","",""
"144","1985","Employed","","","",""
"145","1985","Not Employed","","","",""
"145","1985","Employed","","","",""
"146","1985","Not Employed","","","",""
"146","1985","Employed","","","",""
"147","1985","Not Employed","","","",""
"147","1985","Employed","","","",""
"148","1985","Not Employed","","","",""
"148","1985","Employed","","","",""
"149","1985","Not Employed","","","",""
"149","1985","Employed","","","",""
"151","1985","Not Employed","","","",""
"151","1985","Employed","","","",""
"152","1985","Not Employed","","","",""
"152","1985","Employed","","","",""
"154","1985","Not Employed","","","",""
"154","1985","Employed","","","",""
"155","1985","Not Employed","","","",""
"155","1985","Employed","","","",""
"156","1985","Not Employed","","","",""
"156","1985","Employed","","","",""
"158","1985","Not Employed","","","",""
"158","1985","Employed","","","",""
"162","1985","Not Employed","","","",""
"162","1985","Employed","","","",""
"164","1985","Not Employed","","","",""
"164","1985","Employed","","","",""
"165","1985","Not Employed","","","",""
"165","1985","Employed","","","",""
"166","1985","Not Employed","","","",""
"166","1985","Employed","","","",""
"167","1985","Not Employed","","","",""
"167","1985","Employed","","","",""
"168","1985","Not Employed","","","",""
"168","1985","Employed","","","",""
"169","1985","Not Employed","","","",""
"169","1985","Employed","","","",""
"172","1985","Not Employed","","","",""
"172","1985","Employed","","","",""
"173","1985","Not Employed","","","",""
"173","1985","Employed","","","",""
"178","1985","Not Employed","","","",""
"178","1985","Employed","","","",""
"181","1985","Not Employed","","","",""
"181","1985","Employed","","","",""
"183","1985","Not Employed","","","",""
"183","1985","Employed","","","",""
"188","1985","Not Employed","","","",""
"188","1985","Employed","","","",""
"195","1985","Not Employed","","","",""
"195","1985","Employed","","","",""
"196","1985","Not Employed","","","",""
"196","1985","Employed","","","",""
"999","1985","Not Employed","","","",""
"999","1985","Employed","","","",""
"1","1986","Not Employed","3188","0.955875302861199","0.949465847502757","0.96228475821964"
"1","1986","Employed","4832","0.921996415287969","0.91557401431774","0.928418816258198"
"2","1986","Not Employed","322","0.0169207128956954","0.0128955520534618","0.0209458737379289"
"2","1986","Employed","542","0.0241561454389174","0.0204792650434102","0.0278330258344245"
"3","1986","Not Employed","109","0.00650165070315998","0.00399337639585647","0.0090099250104635"
"3","1986","Employed","350","0.0154406194951266","0.0124878548177214","0.0183933841725317"
"4","1986","Not Employed","99","0.00267914863256782","0.00106592159787791","0.00429237566725774"
"4","1986","Employed","293","0.00713291729080186","0.00511754784670462","0.00914828673489911"
"5","1986","Not Employed","118","0.00558962351245263","0.00326285198809528","0.00791639503680997"
"5","1986","Employed","377","0.0140672797552652","0.011246921866698","0.0168876376438324"
"6","1986","Not Employed","69","0.00128349415909468","0.000166122375958233","0.00240086594223112"
"6","1986","Employed","234","0.00363499524365293","0.00219375402032743","0.00507623646697843"
"10","1986","Not Employed","5","","",""
"10","1986","Employed","24","","",""
"11","1986","Not Employed","3","","",""
"11","1986","Employed","9","","",""
"12","1986","Not Employed","6","","",""
"12","1986","Employed","3","","",""
"13","1986","Not Employed","","","",""
"13","1986","Employed","","","",""
"14","1986","Not Employed","","","",""
"14","1986","Employed","6","","",""
"15","1986","Not Employed","","","",""
"15","1986","Employed","","","",""
"16","1986","Not Employed","","","",""
"16","1986","Employed","","","",""
"17","1986","Not Employed","","","",""
"17","1986","Employed","1","","",""
"18","1986","Not Employed","3","","",""
"18","1986","Employed","6","","",""
"19","1986","Not Employed","2","","",""
"19","1986","Employed","3","","",""
"20","1986","Not Employed","1","","",""
"20","1986","Employed","1","","",""
"21","1986","Not Employed","1","","",""
"21","1986","Employed","1","","",""
"22","1986","Not Employed","4","","",""
"22","1986","Employed","3","","",""
"23","1986","Not Employed","1","","",""
"23","1986","Employed","1","","",""
"24","1986","Not Employed","3","","",""
"24","1986","Employed","","","",""
"25","1986","Not Employed","1","","",""
"25","1986","Employed","1","","",""
"26","1986","Not Employed","1","","",""
"26","1986","Employed","1","","",""
"27","1986","Not Employed","","","",""
"27","1986","Employed","","","",""
"28","1986","Not Employed","","","",""
"28","1986","Employed","","","",""
"29","1986","Not Employed","","","",""
"29","1986","Employed","","","",""
"30","1986","Not Employed","","","",""
"30","1986","Employed","","","",""
"31","1986","Not Employed","","","",""
"31","1986","Employed","2","","",""
"32","1986","Not Employed","","","",""
"32","1986","Employed","","","",""
"34","1986","Not Employed","1","","",""
"34","1986","Employed","","","",""
"35","1986","Not Employed","","","",""
"35","1986","Employed","","","",""
"36","1986","Not Employed","","","",""
"36","1986","Employed","","","",""
"37","1986","Not Employed","","","",""
"37","1986","Employed","","","",""
"38","1986","Not Employed","","","",""
"38","1986","Employed","1","","",""
"39","1986","Not Employed","","","",""
"39","1986","Employed","1","","",""
"40","1986","Not Employed","","","",""
"40","1986","Employed","","","",""
"41","1986","Not Employed","","","",""
"41","1986","Employed","1","","",""
"42","1986","Not Employed","","","",""
"42","1986","Employed","","","",""
"43","1986","Not Employed","1","","",""
"43","1986","Employed","1","","",""
"44","1986","Not Employed","1","","",""
"44","1986","Employed","","","",""
"45","1986","Not Employed","","","",""
"45","1986","Employed","","","",""
"46","1986","Not Employed","","","",""
"46","1986","Employed","","","",""
"47","1986","Not Employed","1","","",""
"47","1986","Employed","","","",""
"48","1986","Not Employed","","","",""
"48","1986","Employed","","","",""
"49","1986","Not Employed","","","",""
"49","1986","Employed","","","",""
"50","1986","Not Employed","","","",""
"50","1986","Employed","","","",""
"51","1986","Not Employed","","","",""
"51","1986","Employed","","","",""
"52","1986","Not Employed","","","",""
"52","1986","Employed","","","",""
"53","1986","Not Employed","","","",""
"53","1986","Employed","","","",""
"54","1986","Not Employed","","","",""
"54","1986","Employed","","","",""
"55","1986","Not Employed","","","",""
"55","1986","Employed","","","",""
"56","1986","Not Employed","","","",""
"56","1986","Employed","","","",""
"59","1986","Not Employed","","","",""
"59","1986","Employed","","","",""
"60","1986","Not Employed","","","",""
"60","1986","Employed","","","",""
"61","1986","Not Employed","","","",""
"61","1986","Employed","","","",""
"64","1986","Not Employed","","","",""
"64","1986","Employed","","","",""
"65","1986","Not Employed","","","",""
"65","1986","Employed","","","",""
"66","1986","Not Employed","","","",""
"66","1986","Employed","","","",""
"67","1986","Not Employed","","","",""
"67","1986","Employed","","","",""
"68","1986","Not Employed","","","",""
"68","1986","Employed","","","",""
"71","1986","Not Employed","","","",""
"71","1986","Employed","","","",""
"72","1986","Not Employed","","","",""
"72","1986","Employed","","","",""
"73","1986","Not Employed","","","",""
"73","1986","Employed","","","",""
"74","1986","Not Employed","","","",""
"74","1986","Employed","","","",""
"75","1986","Not Employed","","","",""
"75","1986","Employed","","","",""
"76","1986","Not Employed","","","",""
"76","1986","Employed","","","",""
"77","1986","Not Employed","","","",""
"77","1986","Employed","","","",""
"78","1986","Not Employed","","","",""
"78","1986","Employed","","","",""
"79","1986","Not Employed","","","",""
"79","1986","Employed","","","",""
"80","1986","Not Employed","","","",""
"80","1986","Employed","","","",""
"81","1986","Not Employed","","","",""
"81","1986","Employed","","","",""
"82","1986","Not Employed","","","",""
"82","1986","Employed","","","",""
"83","1986","Not Employed","","","",""
"83","1986","Employed","","","",""
"84","1986","Not Employed","","","",""
"84","1986","Employed","","","",""
"85","1986","Not Employed","","","",""
"85","1986","Employed","","","",""
"86","1986","Not Employed","","","",""
"86","1986","Employed","","","",""
"89","1986","Not Employed","","","",""
"89","1986","Employed","","","",""
"90","1986","Not Employed","","","",""
"90","1986","Employed","","","",""
"92","1986","Not Employed","","","",""
"92","1986","Employed","","","",""
"94","1986","Not Employed","","","",""
"94","1986","Employed","","","",""
"95","1986","Not Employed","","","",""
"95","1986","Employed","","","",""
"96","1986","Not Employed","","","",""
"96","1986","Employed","","","",""
"97","1986","Not Employed","","","",""
"97","1986","Employed","","","",""
"98","1986","Not Employed","4","","",""
"98","1986","Employed","4","","",""
"101","1986","Not Employed","","","",""
"101","1986","Employed","","","",""
"102","1986","Not Employed","","","",""
"102","1986","Employed","","","",""
"103","1986","Not Employed","","","",""
"103","1986","Employed","","","",""
"105","1986","Not Employed","","","",""
"105","1986","Employed","","","",""
"108","1986","Not Employed","","","",""
"108","1986","Employed","","","",""
"110","1986","Not Employed","","","",""
"110","1986","Employed","","","",""
"111","1986","Not Employed","","","",""
"111","1986","Employed","","","",""
"113","1986","Not Employed","","","",""
"113","1986","Employed","","","",""
"116","1986","Not Employed","","","",""
"116","1986","Employed","","","",""
"117","1986","Not Employed","","","",""
"117","1986","Employed","","","",""
"118","1986","Not Employed","","","",""
"118","1986","Employed","","","",""
"119","1986","Not Employed","","","",""
"119","1986","Employed","","","",""
"120","1986","Not Employed","","","",""
"120","1986","Employed","","","",""
"121","1986","Not Employed","","","",""
"121","1986","Employed","","","",""
"122","1986","Not Employed","","","",""
"122","1986","Employed","","","",""
"123","1986","Not Employed","","","",""
"123","1986","Employed","","","",""
"124","1986","Not Employed","","","",""
"124","1986","Employed","","","",""
"125","1986","Not Employed","","","",""
"125","1986","Employed","","","",""
"127","1986","Not Employed","","","",""
"127","1986","Employed","","","",""
"128","1986","Not Employed","","","",""
"128","1986","Employed","","","",""
"129","1986","Not Employed","","","",""
"129","1986","Employed","","","",""
"130","1986","Not Employed","","","",""
"130","1986","Employed","","","",""
"131","1986","Not Employed","","","",""
"131","1986","Employed","","","",""
"132","1986","Not Employed","","","",""
"132","1986","Employed","","","",""
"133","1986","Not Employed","","","",""
"133","1986","Employed","","","",""
"135","1986","Not Employed","","","",""
"135","1986","Employed","","","",""
"138","1986","Not Employed","","","",""
"138","1986","Employed","","","",""
"139","1986","Not Employed","","","",""
"139","1986","Employed","","","",""
"140","1986","Not Employed","","","",""
"140","1986","Employed","","","",""
"141","1986","Not Employed","","","",""
"141","1986","Employed","","","",""
"142","1986","Not Employed","","","",""
"142","1986","Employed","","","",""
"143","1986","Not Employed","","","",""
"143","1986","Employed","","","",""
