"pgnation","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"73","1996","Not Working","Urban Area","","","",""
"73","1996","Not Working","Rural Area","","","",""
"74","1996","Full Time","Urban Area","1","","",""
"74","1996","Full Time","Rural Area","","","",""
"74","1996","Part Time","Urban Area","","","",""
"74","1996","Part Time","Rural Area","","","",""
"74","1996","Not Working","Urban Area","1","","",""
"74","1996","Not Working","Rural Area","","","",""
"75","1996","Full Time","Urban Area","2","","",""
"75","1996","Full Time","Rural Area","","","",""
"75","1996","Part Time","Urban Area","","","",""
"75","1996","Part Time","Rural Area","","","",""
"75","1996","Not Working","Urban Area","","","",""
"75","1996","Not Working","Rural Area","","","",""
"76","1996","Full Time","Urban Area","","","",""
"76","1996","Full Time","Rural Area","","","",""
"76","1996","Part Time","Urban Area","","","",""
"76","1996","Part Time","Rural Area","","","",""
"76","1996","Not Working","Urban Area","","","",""
"76","1996","Not Working","Rural Area","","","",""
"77","1996","Full Time","Urban Area","","","",""
"77","1996","Full Time","Rural Area","","","",""
"77","1996","Part Time","Urban Area","","","",""
"77","1996","Part Time","Rural Area","","","",""
"77","1996","Not Working","Urban Area","","","",""
"77","1996","Not Working","Rural Area","","","",""
"78","1996","Full Time","Urban Area","1","","",""
"78","1996","Full Time","Rural Area","","","",""
"78","1996","Part Time","Urban Area","","","",""
"78","1996","Part Time","Rural Area","2","","",""
"78","1996","Not Working","Urban Area","1","","",""
"78","1996","Not Working","Rural Area","","","",""
"79","1996","Full Time","Urban Area","","","",""
"79","1996","Full Time","Rural Area","","","",""
"79","1996","Part Time","Urban Area","","","",""
"79","1996","Part Time","Rural Area","1","","",""
"79","1996","Not Working","Urban Area","","","",""
"79","1996","Not Working","Rural Area","","","",""
"80","1996","Full Time","Urban Area","","","",""
"80","1996","Full Time","Rural Area","","","",""
"80","1996","Part Time","Urban Area","","","",""
"80","1996","Part Time","Rural Area","","","",""
"80","1996","Not Working","Urban Area","","","",""
"80","1996","Not Working","Rural Area","","","",""
"81","1996","Full Time","Urban Area","","","",""
"81","1996","Full Time","Rural Area","","","",""
"81","1996","Part Time","Urban Area","","","",""
"81","1996","Part Time","Rural Area","","","",""
"81","1996","Not Working","Urban Area","","","",""
"81","1996","Not Working","Rural Area","","","",""
"82","1996","Full Time","Urban Area","","","",""
"82","1996","Full Time","Rural Area","","","",""
"82","1996","Part Time","Urban Area","","","",""
"82","1996","Part Time","Rural Area","","","",""
"82","1996","Not Working","Urban Area","","","",""
"82","1996","Not Working","Rural Area","","","",""
"83","1996","Full Time","Urban Area","3","","",""
"83","1996","Full Time","Rural Area","","","",""
"83","1996","Part Time","Urban Area","","","",""
"83","1996","Part Time","Rural Area","2","","",""
"83","1996","Not Working","Urban Area","","","",""
"83","1996","Not Working","Rural Area","","","",""
"84","1996","Full Time","Urban Area","","","",""
"84","1996","Full Time","Rural Area","","","",""
"84","1996","Part Time","Urban Area","","","",""
"84","1996","Part Time","Rural Area","","","",""
"84","1996","Not Working","Urban Area","","","",""
"84","1996","Not Working","Rural Area","","","",""
"85","1996","Full Time","Urban Area","","","",""
"85","1996","Full Time","Rural Area","","","",""
"85","1996","Part Time","Urban Area","","","",""
"85","1996","Part Time","Rural Area","","","",""
"85","1996","Not Working","Urban Area","","","",""
"85","1996","Not Working","Rural Area","","","",""
"86","1996","Full Time","Urban Area","","","",""
"86","1996","Full Time","Rural Area","","","",""
"86","1996","Part Time","Urban Area","","","",""
"86","1996","Part Time","Rural Area","","","",""
"86","1996","Not Working","Urban Area","","","",""
"86","1996","Not Working","Rural Area","","","",""
"89","1996","Full Time","Urban Area","","","",""
"89","1996","Full Time","Rural Area","","","",""
"89","1996","Part Time","Urban Area","1","","",""
"89","1996","Part Time","Rural Area","","","",""
"89","1996","Not Working","Urban Area","4","","",""
"89","1996","Not Working","Rural Area","","","",""
"90","1996","Full Time","Urban Area","","","",""
"90","1996","Full Time","Rural Area","","","",""
"90","1996","Part Time","Urban Area","","","",""
"90","1996","Part Time","Rural Area","","","",""
"90","1996","Not Working","Urban Area","1","","",""
"90","1996","Not Working","Rural Area","","","",""
"92","1996","Full Time","Urban Area","","","",""
"92","1996","Full Time","Rural Area","","","",""
"92","1996","Part Time","Urban Area","","","",""
"92","1996","Part Time","Rural Area","","","",""
"92","1996","Not Working","Urban Area","","","",""
"92","1996","Not Working","Rural Area","","","",""
"94","1996","Full Time","Urban Area","1","","",""
"94","1996","Full Time","Rural Area","","","",""
"94","1996","Part Time","Urban Area","","","",""
"94","1996","Part Time","Rural Area","","","",""
"94","1996","Not Working","Urban Area","","","",""
"94","1996","Not Working","Rural Area","","","",""
"95","1996","Full Time","Urban Area","","","",""
"95","1996","Full Time","Rural Area","","","",""
"95","1996","Part Time","Urban Area","","","",""
"95","1996","Part Time","Rural Area","","","",""
"95","1996","Not Working","Urban Area","","","",""
"95","1996","Not Working","Rural Area","","","",""
"96","1996","Full Time","Urban Area","","","",""
"96","1996","Full Time","Rural Area","","","",""
"96","1996","Part Time","Urban Area","","","",""
"96","1996","Part Time","Rural Area","","","",""
"96","1996","Not Working","Urban Area","","","",""
"96","1996","Not Working","Rural Area","","","",""
"97","1996","Full Time","Urban Area","","","",""
"97","1996","Full Time","Rural Area","","","",""
"97","1996","Part Time","Urban Area","","","",""
"97","1996","Part Time","Rural Area","","","",""
"97","1996","Not Working","Urban Area","","","",""
"97","1996","Not Working","Rural Area","","","",""
"98","1996","Full Time","Urban Area","2","","",""
"98","1996","Full Time","Rural Area","","","",""
"98","1996","Part Time","Urban Area","1","","",""
"98","1996","Part Time","Rural Area","","","",""
"98","1996","Not Working","Urban Area","","","",""
"98","1996","Not Working","Rural Area","","","",""
"101","1996","Full Time","Urban Area","","","",""
"101","1996","Full Time","Rural Area","","","",""
"101","1996","Part Time","Urban Area","","","",""
"101","1996","Part Time","Rural Area","","","",""
"101","1996","Not Working","Urban Area","","","",""
"101","1996","Not Working","Rural Area","","","",""
"102","1996","Full Time","Urban Area","","","",""
"102","1996","Full Time","Rural Area","","","",""
"102","1996","Part Time","Urban Area","2","","",""
"102","1996","Part Time","Rural Area","","","",""
"102","1996","Not Working","Urban Area","1","","",""
"102","1996","Not Working","Rural Area","","","",""
"103","1996","Full Time","Urban Area","","","",""
"103","1996","Full Time","Rural Area","","","",""
"103","1996","Part Time","Urban Area","","","",""
"103","1996","Part Time","Rural Area","","","",""
"103","1996","Not Working","Urban Area","2","","",""
"103","1996","Not Working","Rural Area","","","",""
"105","1996","Full Time","Urban Area","","","",""
"105","1996","Full Time","Rural Area","","","",""
"105","1996","Part Time","Urban Area","","","",""
"105","1996","Part Time","Rural Area","","","",""
"105","1996","Not Working","Urban Area","","","",""
"105","1996","Not Working","Rural Area","","","",""
"108","1996","Full Time","Urban Area","","","",""
"108","1996","Full Time","Rural Area","","","",""
"108","1996","Part Time","Urban Area","","","",""
"108","1996","Part Time","Rural Area","","","",""
"108","1996","Not Working","Urban Area","","","",""
"108","1996","Not Working","Rural Area","","","",""
"110","1996","Full Time","Urban Area","","","",""
"110","1996","Full Time","Rural Area","","","",""
"110","1996","Part Time","Urban Area","","","",""
"110","1996","Part Time","Rural Area","","","",""
"110","1996","Not Working","Urban Area","","","",""
"110","1996","Not Working","Rural Area","","","",""
"111","1996","Full Time","Urban Area","","","",""
"111","1996","Full Time","Rural Area","","","",""
"111","1996","Part Time","Urban Area","","","",""
"111","1996","Part Time","Rural Area","","","",""
"111","1996","Not Working","Urban Area","","","",""
"111","1996","Not Working","Rural Area","","","",""
"113","1996","Full Time","Urban Area","","","",""
"113","1996","Full Time","Rural Area","","","",""
"113","1996","Part Time","Urban Area","","","",""
"113","1996","Part Time","Rural Area","","","",""
"113","1996","Not Working","Urban Area","","","",""
"113","1996","Not Working","Rural Area","","","",""
"116","1996","Full Time","Urban Area","","","",""
"116","1996","Full Time","Rural Area","","","",""
"116","1996","Part Time","Urban Area","","","",""
"116","1996","Part Time","Rural Area","","","",""
"116","1996","Not Working","Urban Area","","","",""
"116","1996","Not Working","Rural Area","","","",""
"117","1996","Full Time","Urban Area","","","",""
"117","1996","Full Time","Rural Area","","","",""
"117","1996","Part Time","Urban Area","","","",""
"117","1996","Part Time","Rural Area","","","",""
"117","1996","Not Working","Urban Area","","","",""
"117","1996","Not Working","Rural Area","","","",""
"118","1996","Full Time","Urban Area","","","",""
"118","1996","Full Time","Rural Area","","","",""
"118","1996","Part Time","Urban Area","","","",""
"118","1996","Part Time","Rural Area","","","",""
"118","1996","Not Working","Urban Area","","","",""
"118","1996","Not Working","Rural Area","","","",""
"119","1996","Full Time","Urban Area","","","",""
"119","1996","Full Time","Rural Area","","","",""
"119","1996","Part Time","Urban Area","","","",""
"119","1996","Part Time","Rural Area","","","",""
"119","1996","Not Working","Urban Area","","","",""
"119","1996","Not Working","Rural Area","","","",""
"120","1996","Full Time","Urban Area","","","",""
"120","1996","Full Time","Rural Area","","","",""
"120","1996","Part Time","Urban Area","","","",""
"120","1996","Part Time","Rural Area","","","",""
"120","1996","Not Working","Urban Area","","","",""
"120","1996","Not Working","Rural Area","","","",""
"121","1996","Full Time","Urban Area","","","",""
"121","1996","Full Time","Rural Area","","","",""
"121","1996","Part Time","Urban Area","","","",""
"121","1996","Part Time","Rural Area","","","",""
"121","1996","Not Working","Urban Area","","","",""
"121","1996","Not Working","Rural Area","","","",""
"122","1996","Full Time","Urban Area","","","",""
"122","1996","Full Time","Rural Area","","","",""
"122","1996","Part Time","Urban Area","","","",""
"122","1996","Part Time","Rural Area","","","",""
"122","1996","Not Working","Urban Area","","","",""
"122","1996","Not Working","Rural Area","","","",""
"123","1996","Full Time","Urban Area","","","",""
"123","1996","Full Time","Rural Area","","","",""
"123","1996","Part Time","Urban Area","","","",""
"123","1996","Part Time","Rural Area","","","",""
"123","1996","Not Working","Urban Area","","","",""
"123","1996","Not Working","Rural Area","","","",""
"124","1996","Full Time","Urban Area","","","",""
"124","1996","Full Time","Rural Area","","","",""
"124","1996","Part Time","Urban Area","","","",""
"124","1996","Part Time","Rural Area","","","",""
"124","1996","Not Working","Urban Area","","","",""
"124","1996","Not Working","Rural Area","","","",""
"125","1996","Full Time","Urban Area","","","",""
"125","1996","Full Time","Rural Area","","","",""
"125","1996","Part Time","Urban Area","","","",""
"125","1996","Part Time","Rural Area","","","",""
"125","1996","Not Working","Urban Area","","","",""
"125","1996","Not Working","Rural Area","","","",""
"127","1996","Full Time","Urban Area","","","",""
"127","1996","Full Time","Rural Area","","","",""
"127","1996","Part Time","Urban Area","","","",""
"127","1996","Part Time","Rural Area","","","",""
"127","1996","Not Working","Urban Area","","","",""
"127","1996","Not Working","Rural Area","","","",""
"128","1996","Full Time","Urban Area","","","",""
"128","1996","Full Time","Rural Area","","","",""
"128","1996","Part Time","Urban Area","","","",""
"128","1996","Part Time","Rural Area","","","",""
"128","1996","Not Working","Urban Area","","","",""
"128","1996","Not Working","Rural Area","","","",""
"129","1996","Full Time","Urban Area","","","",""
"129","1996","Full Time","Rural Area","","","",""
"129","1996","Part Time","Urban Area","","","",""
"129","1996","Part Time","Rural Area","","","",""
"129","1996","Not Working","Urban Area","","","",""
"129","1996","Not Working","Rural Area","","","",""
"130","1996","Full Time","Urban Area","","","",""
"130","1996","Full Time","Rural Area","","","",""
"130","1996","Part Time","Urban Area","","","",""
"130","1996","Part Time","Rural Area","","","",""
"130","1996","Not Working","Urban Area","","","",""
"130","1996","Not Working","Rural Area","","","",""
"131","1996","Full Time","Urban Area","","","",""
"131","1996","Full Time","Rural Area","","","",""
"131","1996","Part Time","Urban Area","","","",""
"131","1996","Part Time","Rural Area","","","",""
"131","1996","Not Working","Urban Area","","","",""
"131","1996","Not Working","Rural Area","","","",""
