"pgnation","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"35","1985","Employed","Urban Area","","","",""
"35","1985","Employed","Rural Area","","","",""
"37","1985","Not Employed","Urban Area","","","",""
"37","1985","Not Employed","Rural Area","","","",""
"37","1985","Employed","Urban Area","","","",""
"37","1985","Employed","Rural Area","","","",""
"38","1985","Not Employed","Urban Area","1","","",""
"38","1985","Not Employed","Rural Area","","","",""
"38","1985","Employed","Urban Area","1","","",""
"38","1985","Employed","Rural Area","","","",""
"39","1985","Not Employed","Urban Area","","","",""
"39","1985","Not Employed","Rural Area","","","",""
"39","1985","Employed","Urban Area","2","","",""
"39","1985","Employed","Rural Area","","","",""
"40","1985","Not Employed","Urban Area","","","",""
"40","1985","Not Employed","Rural Area","","","",""
"40","1985","Employed","Urban Area","","","",""
"40","1985","Employed","Rural Area","","","",""
"41","1985","Not Employed","Urban Area","","","",""
"41","1985","Not Employed","Rural Area","","","",""
"41","1985","Employed","Urban Area","","","",""
"41","1985","Employed","Rural Area","1","","",""
"42","1985","Not Employed","Urban Area","","","",""
"42","1985","Not Employed","Rural Area","","","",""
"42","1985","Employed","Urban Area","1","","",""
"42","1985","Employed","Rural Area","","","",""
"43","1985","Not Employed","Urban Area","1","","",""
"43","1985","Not Employed","Rural Area","","","",""
"43","1985","Employed","Urban Area","1","","",""
"43","1985","Employed","Rural Area","","","",""
"44","1985","Not Employed","Urban Area","","","",""
"44","1985","Not Employed","Rural Area","1","","",""
"44","1985","Employed","Urban Area","","","",""
"44","1985","Employed","Rural Area","","","",""
"45","1985","Not Employed","Urban Area","","","",""
"45","1985","Not Employed","Rural Area","","","",""
"45","1985","Employed","Urban Area","","","",""
"45","1985","Employed","Rural Area","","","",""
"46","1985","Not Employed","Urban Area","","","",""
"46","1985","Not Employed","Rural Area","","","",""
"46","1985","Employed","Urban Area","","","",""
"46","1985","Employed","Rural Area","","","",""
"47","1985","Not Employed","Urban Area","","","",""
"47","1985","Not Employed","Rural Area","","","",""
"47","1985","Employed","Urban Area","","","",""
"47","1985","Employed","Rural Area","","","",""
"48","1985","Not Employed","Urban Area","","","",""
"48","1985","Not Employed","Rural Area","","","",""
"48","1985","Employed","Urban Area","","","",""
"48","1985","Employed","Rural Area","","","",""
"49","1985","Not Employed","Urban Area","","","",""
"49","1985","Not Employed","Rural Area","","","",""
"49","1985","Employed","Urban Area","","","",""
"49","1985","Employed","Rural Area","","","",""
"50","1985","Not Employed","Urban Area","","","",""
"50","1985","Not Employed","Rural Area","","","",""
"50","1985","Employed","Urban Area","","","",""
"50","1985","Employed","Rural Area","","","",""
"51","1985","Not Employed","Urban Area","","","",""
"51","1985","Not Employed","Rural Area","","","",""
"51","1985","Employed","Urban Area","","","",""
"51","1985","Employed","Rural Area","","","",""
"52","1985","Not Employed","Urban Area","","","",""
"52","1985","Not Employed","Rural Area","","","",""
"52","1985","Employed","Urban Area","","","",""
"52","1985","Employed","Rural Area","","","",""
"53","1985","Not Employed","Urban Area","","","",""
"53","1985","Not Employed","Rural Area","","","",""
"53","1985","Employed","Urban Area","","","",""
"53","1985","Employed","Rural Area","","","",""
"54","1985","Not Employed","Urban Area","","","",""
"54","1985","Not Employed","Rural Area","","","",""
"54","1985","Employed","Urban Area","","","",""
"54","1985","Employed","Rural Area","","","",""
"55","1985","Not Employed","Urban Area","","","",""
"55","1985","Not Employed","Rural Area","","","",""
"55","1985","Employed","Urban Area","","","",""
"55","1985","Employed","Rural Area","","","",""
"56","1985","Not Employed","Urban Area","","","",""
"56","1985","Not Employed","Rural Area","","","",""
"56","1985","Employed","Urban Area","","","",""
"56","1985","Employed","Rural Area","","","",""
"59","1985","Not Employed","Urban Area","","","",""
"59","1985","Not Employed","Rural Area","","","",""
"59","1985","Employed","Urban Area","","","",""
"59","1985","Employed","Rural Area","","","",""
"60","1985","Not Employed","Urban Area","","","",""
"60","1985","Not Employed","Rural Area","","","",""
"60","1985","Employed","Urban Area","","","",""
"60","1985","Employed","Rural Area","","","",""
"61","1985","Not Employed","Urban Area","","","",""
"61","1985","Not Employed","Rural Area","","","",""
"61","1985","Employed","Urban Area","","","",""
"61","1985","Employed","Rural Area","","","",""
"64","1985","Not Employed","Urban Area","","","",""
"64","1985","Not Employed","Rural Area","","","",""
"64","1985","Employed","Urban Area","","","",""
"64","1985","Employed","Rural Area","","","",""
"65","1985","Not Employed","Urban Area","","","",""
"65","1985","Not Employed","Rural Area","","","",""
"65","1985","Employed","Urban Area","","","",""
"65","1985","Employed","Rural Area","","","",""
"66","1985","Not Employed","Urban Area","","","",""
"66","1985","Not Employed","Rural Area","","","",""
"66","1985","Employed","Urban Area","","","",""
"66","1985","Employed","Rural Area","","","",""
"67","1985","Not Employed","Urban Area","","","",""
"67","1985","Not Employed","Rural Area","","","",""
"67","1985","Employed","Urban Area","","","",""
"67","1985","Employed","Rural Area","","","",""
"68","1985","Not Employed","Urban Area","","","",""
"68","1985","Not Employed","Rural Area","","","",""
"68","1985","Employed","Urban Area","","","",""
"68","1985","Employed","Rural Area","","","",""
"71","1985","Not Employed","Urban Area","","","",""
"71","1985","Not Employed","Rural Area","","","",""
"71","1985","Employed","Urban Area","","","",""
"71","1985","Employed","Rural Area","","","",""
"72","1985","Not Employed","Urban Area","","","",""
"72","1985","Not Employed","Rural Area","","","",""
"72","1985","Employed","Urban Area","","","",""
"72","1985","Employed","Rural Area","","","",""
"73","1985","Not Employed","Urban Area","","","",""
"73","1985","Not Employed","Rural Area","","","",""
"73","1985","Employed","Urban Area","","","",""
"73","1985","Employed","Rural Area","","","",""
"74","1985","Not Employed","Urban Area","","","",""
"74","1985","Not Employed","Rural Area","","","",""
"74","1985","Employed","Urban Area","","","",""
"74","1985","Employed","Rural Area","","","",""
"75","1985","Not Employed","Urban Area","","","",""
"75","1985","Not Employed","Rural Area","","","",""
"75","1985","Employed","Urban Area","","","",""
"75","1985","Employed","Rural Area","","","",""
"76","1985","Not Employed","Urban Area","","","",""
"76","1985","Not Employed","Rural Area","","","",""
"76","1985","Employed","Urban Area","","","",""
"76","1985","Employed","Rural Area","","","",""
"77","1985","Not Employed","Urban Area","","","",""
"77","1985","Not Employed","Rural Area","","","",""
"77","1985","Employed","Urban Area","","","",""
"77","1985","Employed","Rural Area","","","",""
"78","1985","Not Employed","Urban Area","","","",""
"78","1985","Not Employed","Rural Area","","","",""
"78","1985","Employed","Urban Area","","","",""
"78","1985","Employed","Rural Area","","","",""
"79","1985","Not Employed","Urban Area","","","",""
"79","1985","Not Employed","Rural Area","","","",""
"79","1985","Employed","Urban Area","","","",""
"79","1985","Employed","Rural Area","","","",""
"80","1985","Not Employed","Urban Area","","","",""
"80","1985","Not Employed","Rural Area","","","",""
"80","1985","Employed","Urban Area","","","",""
"80","1985","Employed","Rural Area","","","",""
"81","1985","Not Employed","Urban Area","","","",""
"81","1985","Not Employed","Rural Area","","","",""
"81","1985","Employed","Urban Area","","","",""
"81","1985","Employed","Rural Area","","","",""
"82","1985","Not Employed","Urban Area","","","",""
"82","1985","Not Employed","Rural Area","","","",""
"82","1985","Employed","Urban Area","","","",""
"82","1985","Employed","Rural Area","","","",""
"83","1985","Not Employed","Urban Area","","","",""
"83","1985","Not Employed","Rural Area","","","",""
"83","1985","Employed","Urban Area","","","",""
"83","1985","Employed","Rural Area","","","",""
"84","1985","Not Employed","Urban Area","","","",""
"84","1985","Not Employed","Rural Area","","","",""
"84","1985","Employed","Urban Area","","","",""
"84","1985","Employed","Rural Area","","","",""
"85","1985","Not Employed","Urban Area","","","",""
"85","1985","Not Employed","Rural Area","","","",""
"85","1985","Employed","Urban Area","","","",""
"85","1985","Employed","Rural Area","","","",""
"86","1985","Not Employed","Urban Area","","","",""
"86","1985","Not Employed","Rural Area","","","",""
"86","1985","Employed","Urban Area","","","",""
"86","1985","Employed","Rural Area","","","",""
"89","1985","Not Employed","Urban Area","","","",""
"89","1985","Not Employed","Rural Area","","","",""
"89","1985","Employed","Urban Area","","","",""
"89","1985","Employed","Rural Area","","","",""
"90","1985","Not Employed","Urban Area","","","",""
"90","1985","Not Employed","Rural Area","","","",""
"90","1985","Employed","Urban Area","","","",""
"90","1985","Employed","Rural Area","","","",""
"92","1985","Not Employed","Urban Area","","","",""
"92","1985","Not Employed","Rural Area","","","",""
"92","1985","Employed","Urban Area","","","",""
"92","1985","Employed","Rural Area","","","",""
"94","1985","Not Employed","Urban Area","","","",""
"94","1985","Not Employed","Rural Area","","","",""
"94","1985","Employed","Urban Area","","","",""
"94","1985","Employed","Rural Area","","","",""
"95","1985","Not Employed","Urban Area","","","",""
"95","1985","Not Employed","Rural Area","","","",""
"95","1985","Employed","Urban Area","","","",""
"95","1985","Employed","Rural Area","","","",""
"96","1985","Not Employed","Urban Area","","","",""
"96","1985","Not Employed","Rural Area","","","",""
"96","1985","Employed","Urban Area","","","",""
"96","1985","Employed","Rural Area","","","",""
"97","1985","Not Employed","Urban Area","","","",""
"97","1985","Not Employed","Rural Area","","","",""
"97","1985","Employed","Urban Area","","","",""
"97","1985","Employed","Rural Area","","","",""
"98","1985","Not Employed","Urban Area","3","","",""
"98","1985","Not Employed","Rural Area","2","","",""
"98","1985","Employed","Urban Area","5","","",""
"98","1985","Employed","Rural Area","","","",""
"101","1985","Not Employed","Urban Area","","","",""
"101","1985","Not Employed","Rural Area","","","",""
"101","1985","Employed","Urban Area","","","",""
"101","1985","Employed","Rural Area","","","",""
"102","1985","Not Employed","Urban Area","","","",""
"102","1985","Not Employed","Rural Area","","","",""
"102","1985","Employed","Urban Area","","","",""
"102","1985","Employed","Rural Area","","","",""
"103","1985","Not Employed","Urban Area","","","",""
"103","1985","Not Employed","Rural Area","","","",""
"103","1985","Employed","Urban Area","","","",""
"103","1985","Employed","Rural Area","","","",""
"105","1985","Not Employed","Urban Area","","","",""
"105","1985","Not Employed","Rural Area","","","",""
"105","1985","Employed","Urban Area","","","",""
"105","1985","Employed","Rural Area","","","",""
"108","1985","Not Employed","Urban Area","","","",""
"108","1985","Not Employed","Rural Area","","","",""
"108","1985","Employed","Urban Area","","","",""
"108","1985","Employed","Rural Area","","","",""
"110","1985","Not Employed","Urban Area","","","",""
"110","1985","Not Employed","Rural Area","","","",""
"110","1985","Employed","Urban Area","","","",""
"110","1985","Employed","Rural Area","","","",""
"111","1985","Not Employed","Urban Area","","","",""
"111","1985","Not Employed","Rural Area","","","",""
"111","1985","Employed","Urban Area","","","",""
"111","1985","Employed","Rural Area","","","",""
"113","1985","Not Employed","Urban Area","","","",""
"113","1985","Not Employed","Rural Area","","","",""
"113","1985","Employed","Urban Area","","","",""
"113","1985","Employed","Rural Area","","","",""
"116","1985","Not Employed","Urban Area","","","",""
"116","1985","Not Employed","Rural Area","","","",""
"116","1985","Employed","Urban Area","","","",""
"116","1985","Employed","Rural Area","","","",""
"117","1985","Not Employed","Urban Area","","","",""
"117","1985","Not Employed","Rural Area","","","",""
"117","1985","Employed","Urban Area","","","",""
"117","1985","Employed","Rural Area","","","",""
"118","1985","Not Employed","Urban Area","","","",""
"118","1985","Not Employed","Rural Area","","","",""
"118","1985","Employed","Urban Area","","","",""
"118","1985","Employed","Rural Area","","","",""
"119","1985","Not Employed","Urban Area","","","",""
"119","1985","Not Employed","Rural Area","","","",""
"119","1985","Employed","Urban Area","","","",""
"119","1985","Employed","Rural Area","","","",""
"120","1985","Not Employed","Urban Area","","","",""
"120","1985","Not Employed","Rural Area","","","",""
"120","1985","Employed","Urban Area","","","",""
"120","1985","Employed","Rural Area","","","",""
"121","1985","Not Employed","Urban Area","","","",""
"121","1985","Not Employed","Rural Area","","","",""
"121","1985","Employed","Urban Area","","","",""
"121","1985","Employed","Rural Area","","","",""
"122","1985","Not Employed","Urban Area","","","",""
"122","1985","Not Employed","Rural Area","","","",""
"122","1985","Employed","Urban Area","","","",""
"122","1985","Employed","Rural Area","","","",""
"123","1985","Not Employed","Urban Area","","","",""
"123","1985","Not Employed","Rural Area","","","",""
"123","1985","Employed","Urban Area","","","",""
"123","1985","Employed","Rural Area","","","",""
"124","1985","Not Employed","Urban Area","","","",""
"124","1985","Not Employed","Rural Area","","","",""
"124","1985","Employed","Urban Area","","","",""
"124","1985","Employed","Rural Area","","","",""
"125","1985","Not Employed","Urban Area","","","",""
"125","1985","Not Employed","Rural Area","","","",""
"125","1985","Employed","Urban Area","","","",""
"125","1985","Employed","Rural Area","","","",""
"127","1985","Not Employed","Urban Area","","","",""
"127","1985","Not Employed","Rural Area","","","",""
"127","1985","Employed","Urban Area","","","",""
"127","1985","Employed","Rural Area","","","",""
"128","1985","Not Employed","Urban Area","","","",""
"128","1985","Not Employed","Rural Area","","","",""
"128","1985","Employed","Urban Area","","","",""
"128","1985","Employed","Rural Area","","","",""
"129","1985","Not Employed","Urban Area","","","",""
"129","1985","Not Employed","Rural Area","","","",""
"129","1985","Employed","Urban Area","","","",""
"129","1985","Employed","Rural Area","","","",""
"130","1985","Not Employed","Urban Area","","","",""
"130","1985","Not Employed","Rural Area","","","",""
"130","1985","Employed","Urban Area","","","",""
"130","1985","Employed","Rural Area","","","",""
"131","1985","Not Employed","Urban Area","","","",""
"131","1985","Not Employed","Rural Area","","","",""
"131","1985","Employed","Urban Area","","","",""
"131","1985","Employed","Rural Area","","","",""
"132","1985","Not Employed","Urban Area","","","",""
"132","1985","Not Employed","Rural Area","","","",""
"132","1985","Employed","Urban Area","","","",""
"132","1985","Employed","Rural Area","","","",""
"133","1985","Not Employed","Urban Area","","","",""
"133","1985","Not Employed","Rural Area","","","",""
"133","1985","Employed","Urban Area","","","",""
"133","1985","Employed","Rural Area","","","",""
"135","1985","Not Employed","Urban Area","","","",""
"135","1985","Not Employed","Rural Area","","","",""
"135","1985","Employed","Urban Area","","","",""
"135","1985","Employed","Rural Area","","","",""
"138","1985","Not Employed","Urban Area","","","",""
"138","1985","Not Employed","Rural Area","","","",""
"138","1985","Employed","Urban Area","","","",""
"138","1985","Employed","Rural Area","","","",""
"139","1985","Not Employed","Urban Area","","","",""
"139","1985","Not Employed","Rural Area","","","",""
"139","1985","Employed","Urban Area","","","",""
"139","1985","Employed","Rural Area","","","",""
"140","1985","Not Employed","Urban Area","","","",""
"140","1985","Not Employed","Rural Area","","","",""
"140","1985","Employed","Urban Area","","","",""
"140","1985","Employed","Rural Area","","","",""
"141","1985","Not Employed","Urban Area","","","",""
"141","1985","Not Employed","Rural Area","","","",""
"141","1985","Employed","Urban Area","","","",""
"141","1985","Employed","Rural Area","","","",""
"142","1985","Not Employed","Urban Area","","","",""
"142","1985","Not Employed","Rural Area","","","",""
"142","1985","Employed","Urban Area","","","",""
"142","1985","Employed","Rural Area","","","",""
"143","1985","Not Employed","Urban Area","","","",""
"143","1985","Not Employed","Rural Area","","","",""
"143","1985","Employed","Urban Area","","","",""
"143","1985","Employed","Rural Area","","","",""
"144","1985","Not Employed","Urban Area","","","",""
"144","1985","Not Employed","Rural Area","","","",""
"144","1985","Employed","Urban Area","","","",""
"144","1985","Employed","Rural Area","","","",""
"145","1985","Not Employed","Urban Area","","","",""
"145","1985","Not Employed","Rural Area","","","",""
"145","1985","Employed","Urban Area","","","",""
"145","1985","Employed","Rural Area","","","",""
"146","1985","Not Employed","Urban Area","","","",""
"146","1985","Not Employed","Rural Area","","","",""
"146","1985","Employed","Urban Area","","","",""
"146","1985","Employed","Rural Area","","","",""
"147","1985","Not Employed","Urban Area","","","",""
"147","1985","Not Employed","Rural Area","","","",""
"147","1985","Employed","Urban Area","","","",""
"147","1985","Employed","Rural Area","","","",""
"148","1985","Not Employed","Urban Area","","","",""
"148","1985","Not Employed","Rural Area","","","",""
"148","1985","Employed","Urban Area","","","",""
"148","1985","Employed","Rural Area","","","",""
"149","1985","Not Employed","Urban Area","","","",""
"149","1985","Not Employed","Rural Area","","","",""
"149","1985","Employed","Urban Area","","","",""
"149","1985","Employed","Rural Area","","","",""
"151","1985","Not Employed","Urban Area","","","",""
"151","1985","Not Employed","Rural Area","","","",""
"151","1985","Employed","Urban Area","","","",""
"151","1985","Employed","Rural Area","","","",""
"152","1985","Not Employed","Urban Area","","","",""
"152","1985","Not Employed","Rural Area","","","",""
"152","1985","Employed","Urban Area","","","",""
"152","1985","Employed","Rural Area","","","",""
"154","1985","Not Employed","Urban Area","","","",""
"154","1985","Not Employed","Rural Area","","","",""
"154","1985","Employed","Urban Area","","","",""
"154","1985","Employed","Rural Area","","","",""
"155","1985","Not Employed","Urban Area","","","",""
"155","1985","Not Employed","Rural Area","","","",""
"155","1985","Employed","Urban Area","","","",""
"155","1985","Employed","Rural Area","","","",""
"156","1985","Not Employed","Urban Area","","","",""
"156","1985","Not Employed","Rural Area","","","",""
"156","1985","Employed","Urban Area","","","",""
"156","1985","Employed","Rural Area","","","",""
"158","1985","Not Employed","Urban Area","","","",""
"158","1985","Not Employed","Rural Area","","","",""
"158","1985","Employed","Urban Area","","","",""
"158","1985","Employed","Rural Area","","","",""
"162","1985","Not Employed","Urban Area","","","",""
"162","1985","Not Employed","Rural Area","","","",""
"162","1985","Employed","Urban Area","","","",""
"162","1985","Employed","Rural Area","","","",""
"164","1985","Not Employed","Urban Area","","","",""
"164","1985","Not Employed","Rural Area","","","",""
"164","1985","Employed","Urban Area","","","",""
"164","1985","Employed","Rural Area","","","",""
"165","1985","Not Employed","Urban Area","","","",""
"165","1985","Not Employed","Rural Area","","","",""
"165","1985","Employed","Urban Area","","","",""
"165","1985","Employed","Rural Area","","","",""
"166","1985","Not Employed","Urban Area","","","",""
"166","1985","Not Employed","Rural Area","","","",""
"166","1985","Employed","Urban Area","","","",""
"166","1985","Employed","Rural Area","","","",""
"167","1985","Not Employed","Urban Area","","","",""
"167","1985","Not Employed","Rural Area","","","",""
"167","1985","Employed","Urban Area","","","",""
"167","1985","Employed","Rural Area","","","",""
"168","1985","Not Employed","Urban Area","","","",""
"168","1985","Not Employed","Rural Area","","","",""
"168","1985","Employed","Urban Area","","","",""
"168","1985","Employed","Rural Area","","","",""
"169","1985","Not Employed","Urban Area","","","",""
"169","1985","Not Employed","Rural Area","","","",""
"169","1985","Employed","Urban Area","","","",""
"169","1985","Employed","Rural Area","","","",""
"172","1985","Not Employed","Urban Area","","","",""
"172","1985","Not Employed","Rural Area","","","",""
"172","1985","Employed","Urban Area","","","",""
"172","1985","Employed","Rural Area","","","",""
"173","1985","Not Employed","Urban Area","","","",""
"173","1985","Not Employed","Rural Area","","","",""
"173","1985","Employed","Urban Area","","","",""
"173","1985","Employed","Rural Area","","","",""
"178","1985","Not Employed","Urban Area","","","",""
"178","1985","Not Employed","Rural Area","","","",""
"178","1985","Employed","Urban Area","","","",""
"178","1985","Employed","Rural Area","","","",""
"181","1985","Not Employed","Urban Area","","","",""
"181","1985","Not Employed","Rural Area","","","",""
"181","1985","Employed","Urban Area","","","",""
"181","1985","Employed","Rural Area","","","",""
"183","1985","Not Employed","Urban Area","","","",""
"183","1985","Not Employed","Rural Area","","","",""
"183","1985","Employed","Urban Area","","","",""
"183","1985","Employed","Rural Area","","","",""
"188","1985","Not Employed","Urban Area","","","",""
"188","1985","Not Employed","Rural Area","","","",""
"188","1985","Employed","Urban Area","","","",""
"188","1985","Employed","Rural Area","","","",""
"195","1985","Not Employed","Urban Area","","","",""
"195","1985","Not Employed","Rural Area","","","",""
"195","1985","Employed","Urban Area","","","",""
"195","1985","Employed","Rural Area","","","",""
"196","1985","Not Employed","Urban Area","","","",""
"196","1985","Not Employed","Rural Area","","","",""
"196","1985","Employed","Urban Area","","","",""
"196","1985","Employed","Rural Area","","","",""
"999","1985","Not Employed","Urban Area","","","",""
"999","1985","Not Employed","Rural Area","","","",""
"999","1985","Employed","Urban Area","","","",""
"999","1985","Employed","Rural Area","","","",""
"1","1986","Not Employed","Urban Area","2447","0.949834866983461","0.942187693191055","0.957482040775867"
"1","1986","Not Employed","Rural Area","741","0.97581167006961","0.965257554771402","0.986365785367817"
"1","1986","Employed","Urban Area","3693","0.911086174103365","0.90344304633343","0.9187293018733"
"1","1986","Employed","Rural Area","1139","0.957815803487901","0.947175714662108","0.968455892313694"
"2","1986","Not Employed","Urban Area","295","0.0202748462123927","0.0153373493141604","0.025212343110625"
"2","1986","Not Employed","Rural Area","27","","",""
"2","1986","Employed","Urban Area","493","0.0289295062445251","0.0244285723715602","0.0334304401174901"
"2","1986","Employed","Rural Area","49","0.00848473535536344","0.00362963494206744","0.0133398357686594"
"3","1986","Not Employed","Urban Area","90","0.00673664526865043","0.00387095025240556","0.00960234028489531"
"3","1986","Not Employed","Rural Area","19","","",""
"3","1986","Employed","Urban Area","298","0.017152482713979","0.0136657929219421","0.0206391725060158"
"3","1986","Employed","Rural Area","52","0.00982040522637239","0.0046006389863247","0.0150401714664201"
"4","1986","Not Employed","Urban Area","91","0.00321686422489793","0.00123308823976834","0.00520064021002751"
"4","1986","Not Employed","Rural Area","8","","",""
"4","1986","Employed","Urban Area","257","0.0081778376287547","0.00575935546668022","0.0105963197908292"
"4","1986","Employed","Rural Area","36","0.00370234168849944","0.000487480934136691","0.00691720244286218"
"5","1986","Not Employed","Urban Area","109","0.0065805622750235","0.00374803728168475","0.00941308726836226"
"5","1986","Not Employed","Rural Area","9","","",""
"5","1986","Employed","Urban Area","325","0.0155873589627638","0.012260904350842","0.0189138135746855"
