"pgnation","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"999","2001","Employed","Rural Area","","","",""
"1","2002","Not Employed","Urban Area","4872","0.904603968625785","0.89682979611865","0.91237814113292"
"1","2002","Not Employed","Rural Area","2738","0.972192802817242","0.96612864417899","0.978256961455494"
"1","2002","Employed","Urban Area","8941","0.889448576423934","0.88330321743559","0.895593935412277"
"1","2002","Employed","Rural Area","4706","0.968732461223509","0.963832358764364","0.973632563682653"
"2","2002","Not Employed","Urban Area","261","0.0385871112813425","0.0334898619353443","0.0436843606273407"
"2","2002","Not Employed","Rural Area","25","","",""
"2","2002","Employed","Urban Area","326","0.0324888304440099","0.0290142713815745","0.0359633895064452"
"2","2002","Employed","Rural Area","22","","",""
"3","2002","Not Employed","Urban Area","31","0.00383891183793692","0.00220236427763989","0.00547545939823396"
"3","2002","Not Employed","Rural Area","4","","",""
"3","2002","Employed","Urban Area","70","0.00786376810513572","0.00613273381891436","0.00959480239135707"
"3","2002","Employed","Rural Area","7","","",""
"4","2002","Not Employed","Urban Area","51","0.0033543630847608","0.00182420889784975","0.00488451727167185"
"4","2002","Not Employed","Rural Area","6","","",""
"4","2002","Employed","Urban Area","92","0.00476882228844375","0.00341870275206133","0.00611894182482618"
"4","2002","Employed","Rural Area","18","","",""
"5","2002","Not Employed","Urban Area","91","0.0124372943932167","0.00950434160205976","0.0153702471843736"
"5","2002","Not Employed","Rural Area","11","","",""
"5","2002","Employed","Urban Area","176","0.0130038481801213","0.0107836162668034","0.0152240800934392"
"5","2002","Employed","Rural Area","28","","",""
"6","2002","Not Employed","Urban Area","15","","",""
"6","2002","Not Employed","Rural Area","1","","",""
"6","2002","Employed","Urban Area","51","0.00320738382254347","0.00209927467705375","0.00431549296803319"
"6","2002","Employed","Rural Area","2","","",""
"10","2002","Not Employed","Urban Area","14","","",""
"10","2002","Not Employed","Rural Area","6","","",""
"10","2002","Employed","Urban Area","27","","",""
"10","2002","Employed","Rural Area","11","","",""
"11","2002","Not Employed","Urban Area","6","","",""
"11","2002","Not Employed","Rural Area","","","",""
"11","2002","Employed","Urban Area","14","","",""
"11","2002","Employed","Rural Area","1","","",""
"12","2002","Not Employed","Urban Area","","","",""
"12","2002","Not Employed","Rural Area","","","",""
"12","2002","Employed","Urban Area","","","",""
"12","2002","Employed","Rural Area","","","",""
"13","2002","Not Employed","Urban Area","","","",""
"13","2002","Not Employed","Rural Area","","","",""
"13","2002","Employed","Urban Area","1","","",""
"13","2002","Employed","Rural Area","2","","",""
"14","2002","Not Employed","Urban Area","4","","",""
"14","2002","Not Employed","Rural Area","1","","",""
"14","2002","Employed","Urban Area","12","","",""
"14","2002","Employed","Rural Area","8","","",""
"15","2002","Not Employed","Urban Area","2","","",""
"15","2002","Not Employed","Rural Area","","","",""
"15","2002","Employed","Urban Area","","","",""
"15","2002","Employed","Rural Area","","","",""
"16","2002","Not Employed","Urban Area","1","","",""
"16","2002","Not Employed","Rural Area","","","",""
"16","2002","Employed","Urban Area","","","",""
"16","2002","Employed","Rural Area","","","",""
"17","2002","Not Employed","Urban Area","1","","",""
"17","2002","Not Employed","Rural Area","","","",""
"17","2002","Employed","Urban Area","3","","",""
"17","2002","Employed","Rural Area","","","",""
"18","2002","Not Employed","Urban Area","3","","",""
"18","2002","Not Employed","Rural Area","2","","",""
"18","2002","Employed","Urban Area","16","","",""
"18","2002","Employed","Rural Area","3","","",""
"19","2002","Not Employed","Urban Area","1","","",""
"19","2002","Not Employed","Rural Area","","","",""
"19","2002","Employed","Urban Area","5","","",""
"19","2002","Employed","Rural Area","1","","",""
"20","2002","Not Employed","Urban Area","","","",""
"20","2002","Not Employed","Rural Area","","","",""
"20","2002","Employed","Urban Area","1","","",""
"20","2002","Employed","Rural Area","","","",""
"21","2002","Not Employed","Urban Area","1","","",""
"21","2002","Not Employed","Rural Area","","","",""
"21","2002","Employed","Urban Area","8","","",""
"21","2002","Employed","Rural Area","","","",""
"22","2002","Not Employed","Urban Area","7","","",""
"22","2002","Not Employed","Rural Area","3","","",""
"22","2002","Employed","Urban Area","21","","",""
"22","2002","Employed","Rural Area","6","","",""
"23","2002","Not Employed","Urban Area","1","","",""
"23","2002","Not Employed","Rural Area","","","",""
"23","2002","Employed","Urban Area","","","",""
"23","2002","Employed","Rural Area","","","",""
"24","2002","Not Employed","Urban Area","4","","",""
"24","2002","Not Employed","Rural Area","","","",""
"24","2002","Employed","Urban Area","6","","",""
"24","2002","Employed","Rural Area","","","",""
"25","2002","Not Employed","Urban Area","","","",""
"25","2002","Not Employed","Rural Area","","","",""
"25","2002","Employed","Urban Area","3","","",""
"25","2002","Employed","Rural Area","","","",""
"26","2002","Not Employed","Urban Area","2","","",""
"26","2002","Not Employed","Rural Area","","","",""
"26","2002","Employed","Urban Area","7","","",""
"26","2002","Employed","Rural Area","","","",""
"27","2002","Not Employed","Urban Area","1","","",""
"27","2002","Not Employed","Rural Area","","","",""
"27","2002","Employed","Urban Area","","","",""
"27","2002","Employed","Rural Area","","","",""
"28","2002","Not Employed","Urban Area","","","",""
"28","2002","Not Employed","Rural Area","","","",""
"28","2002","Employed","Urban Area","16","","",""
"28","2002","Employed","Rural Area","","","",""
"29","2002","Not Employed","Urban Area","","","",""
"29","2002","Not Employed","Rural Area","1","","",""
"29","2002","Employed","Urban Area","1","","",""
"29","2002","Employed","Rural Area","","","",""
"30","2002","Not Employed","Urban Area","","","",""
"30","2002","Not Employed","Rural Area","","","",""
"30","2002","Employed","Urban Area","","","",""
"30","2002","Employed","Rural Area","","","",""
"31","2002","Not Employed","Urban Area","1","","",""
"31","2002","Not Employed","Rural Area","","","",""
"31","2002","Employed","Urban Area","3","","",""
"31","2002","Employed","Rural Area","1","","",""
"32","2002","Not Employed","Urban Area","6","","",""
"32","2002","Not Employed","Rural Area","2","","",""
"32","2002","Employed","Urban Area","10","","",""
"32","2002","Employed","Rural Area","2","","",""
"34","2002","Not Employed","Urban Area","","","",""
"34","2002","Not Employed","Rural Area","","","",""
"34","2002","Employed","Urban Area","","","",""
"34","2002","Employed","Rural Area","","","",""
"35","2002","Not Employed","Urban Area","","","",""
"35","2002","Not Employed","Rural Area","","","",""
"35","2002","Employed","Urban Area","","","",""
"35","2002","Employed","Rural Area","","","",""
"37","2002","Not Employed","Urban Area","","","",""
"37","2002","Not Employed","Rural Area","","","",""
"37","2002","Employed","Urban Area","","","",""
"37","2002","Employed","Rural Area","","","",""
"38","2002","Not Employed","Urban Area","","","",""
"38","2002","Not Employed","Rural Area","1","","",""
"38","2002","Employed","Urban Area","2","","",""
"38","2002","Employed","Rural Area","1","","",""
"39","2002","Not Employed","Urban Area","","","",""
"39","2002","Not Employed","Rural Area","","","",""
"39","2002","Employed","Urban Area","","","",""
"39","2002","Employed","Rural Area","","","",""
"40","2002","Not Employed","Urban Area","1","","",""
"40","2002","Not Employed","Rural Area","","","",""
"40","2002","Employed","Urban Area","1","","",""
"40","2002","Employed","Rural Area","","","",""
"41","2002","Not Employed","Urban Area","","","",""
"41","2002","Not Employed","Rural Area","","","",""
"41","2002","Employed","Urban Area","","","",""
"41","2002","Employed","Rural Area","","","",""
"42","2002","Not Employed","Urban Area","","","",""
"42","2002","Not Employed","Rural Area","","","",""
"42","2002","Employed","Urban Area","","","",""
"42","2002","Employed","Rural Area","","","",""
"43","2002","Not Employed","Urban Area","1","","",""
"43","2002","Not Employed","Rural Area","","","",""
"43","2002","Employed","Urban Area","","","",""
"43","2002","Employed","Rural Area","","","",""
"44","2002","Not Employed","Urban Area","1","","",""
"44","2002","Not Employed","Rural Area","","","",""
"44","2002","Employed","Urban Area","1","","",""
"44","2002","Employed","Rural Area","","","",""
"45","2002","Not Employed","Urban Area","","","",""
"45","2002","Not Employed","Rural Area","","","",""
"45","2002","Employed","Urban Area","","","",""
"45","2002","Employed","Rural Area","","","",""
"46","2002","Not Employed","Urban Area","","","",""
"46","2002","Not Employed","Rural Area","","","",""
"46","2002","Employed","Urban Area","","","",""
"46","2002","Employed","Rural Area","","","",""
"47","2002","Not Employed","Urban Area","","","",""
"47","2002","Not Employed","Rural Area","","","",""
"47","2002","Employed","Urban Area","","","",""
"47","2002","Employed","Rural Area","","","",""
"48","2002","Not Employed","Urban Area","","","",""
"48","2002","Not Employed","Rural Area","","","",""
"48","2002","Employed","Urban Area","1","","",""
"48","2002","Employed","Rural Area","","","",""
"49","2002","Not Employed","Urban Area","1","","",""
"49","2002","Not Employed","Rural Area","","","",""
"49","2002","Employed","Urban Area","1","","",""
"49","2002","Employed","Rural Area","1","","",""
"50","2002","Not Employed","Urban Area","","","",""
"50","2002","Not Employed","Rural Area","","","",""
"50","2002","Employed","Urban Area","1","","",""
"50","2002","Employed","Rural Area","","","",""
"51","2002","Not Employed","Urban Area","","","",""
"51","2002","Not Employed","Rural Area","1","","",""
"51","2002","Employed","Urban Area","","","",""
"51","2002","Employed","Rural Area","","","",""
"52","2002","Not Employed","Urban Area","","","",""
"52","2002","Not Employed","Rural Area","","","",""
"52","2002","Employed","Urban Area","2","","",""
"52","2002","Employed","Rural Area","","","",""
"53","2002","Not Employed","Urban Area","","","",""
"53","2002","Not Employed","Rural Area","","","",""
"53","2002","Employed","Urban Area","","","",""
"53","2002","Employed","Rural Area","","","",""
"54","2002","Not Employed","Urban Area","","","",""
"54","2002","Not Employed","Rural Area","1","","",""
"54","2002","Employed","Urban Area","1","","",""
"54","2002","Employed","Rural Area","","","",""
"55","2002","Not Employed","Urban Area","1","","",""
"55","2002","Not Employed","Rural Area","1","","",""
"55","2002","Employed","Urban Area","2","","",""
"55","2002","Employed","Rural Area","1","","",""
"56","2002","Not Employed","Urban Area","","","",""
"56","2002","Not Employed","Rural Area","","","",""
"56","2002","Employed","Urban Area","","","",""
"56","2002","Employed","Rural Area","","","",""
"59","2002","Not Employed","Urban Area","","","",""
"59","2002","Not Employed","Rural Area","1","","",""
"59","2002","Employed","Urban Area","1","","",""
"59","2002","Employed","Rural Area","","","",""
"60","2002","Not Employed","Urban Area","1","","",""
"60","2002","Not Employed","Rural Area","","","",""
"60","2002","Employed","Urban Area","3","","",""
"60","2002","Employed","Rural Area","","","",""
"61","2002","Not Employed","Urban Area","","","",""
"61","2002","Not Employed","Rural Area","1","","",""
"61","2002","Employed","Urban Area","2","","",""
"61","2002","Employed","Rural Area","","","",""
"64","2002","Not Employed","Urban Area","","","",""
"64","2002","Not Employed","Rural Area","","","",""
"64","2002","Employed","Urban Area","","","",""
"64","2002","Employed","Rural Area","","","",""
"65","2002","Not Employed","Urban Area","1","","",""
"65","2002","Not Employed","Rural Area","","","",""
"65","2002","Employed","Urban Area","2","","",""
"65","2002","Employed","Rural Area","","","",""
"66","2002","Not Employed","Urban Area","","","",""
"66","2002","Not Employed","Rural Area","","","",""
"66","2002","Employed","Urban Area","","","",""
"66","2002","Employed","Rural Area","","","",""
"67","2002","Not Employed","Urban Area","","","",""
"67","2002","Not Employed","Rural Area","","","",""
"67","2002","Employed","Urban Area","1","","",""
"67","2002","Employed","Rural Area","","","",""
"68","2002","Not Employed","Urban Area","","","",""
"68","2002","Not Employed","Rural Area","","","",""
"68","2002","Employed","Urban Area","1","","",""
"68","2002","Employed","Rural Area","","","",""
"71","2002","Not Employed","Urban Area","","","",""
"71","2002","Not Employed","Rural Area","","","",""
"71","2002","Employed","Urban Area","","","",""
"71","2002","Employed","Rural Area","","","",""
"72","2002","Not Employed","Urban Area","","","",""
"72","2002","Not Employed","Rural Area","","","",""
"72","2002","Employed","Urban Area","","","",""
"72","2002","Employed","Rural Area","","","",""
"73","2002","Not Employed","Urban Area","","","",""
"73","2002","Not Employed","Rural Area","","","",""
"73","2002","Employed","Urban Area","","","",""
"73","2002","Employed","Rural Area","","","",""
"74","2002","Not Employed","Urban Area","","","",""
"74","2002","Not Employed","Rural Area","","","",""
"74","2002","Employed","Urban Area","4","","",""
"74","2002","Employed","Rural Area","","","",""
"75","2002","Not Employed","Urban Area","6","","",""
"75","2002","Not Employed","Rural Area","","","",""
"75","2002","Employed","Urban Area","5","","",""
"75","2002","Employed","Rural Area","","","",""
"76","2002","Not Employed","Urban Area","1","","",""
"76","2002","Not Employed","Rural Area","1","","",""
"76","2002","Employed","Urban Area","1","","",""
"76","2002","Employed","Rural Area","1","","",""
"77","2002","Not Employed","Urban Area","","","",""
"77","2002","Not Employed","Rural Area","","","",""
"77","2002","Employed","Urban Area","","","",""
"77","2002","Employed","Rural Area","","","",""
"78","2002","Not Employed","Urban Area","5","","",""
"78","2002","Not Employed","Rural Area","3","","",""
"78","2002","Employed","Urban Area","3","","",""
"78","2002","Employed","Rural Area","1","","",""
"79","2002","Not Employed","Urban Area","","","",""
"79","2002","Not Employed","Rural Area","","","",""
"79","2002","Employed","Urban Area","","","",""
"79","2002","Employed","Rural Area","","","",""
"80","2002","Not Employed","Urban Area","","","",""
"80","2002","Not Employed","Rural Area","","","",""
"80","2002","Employed","Urban Area","1","","",""
"80","2002","Employed","Rural Area","","","",""
"81","2002","Not Employed","Urban Area","","","",""
"81","2002","Not Employed","Rural Area","","","",""
"81","2002","Employed","Urban Area","1","","",""
"81","2002","Employed","Rural Area","","","",""
"82","2002","Not Employed","Urban Area","","","",""
"82","2002","Not Employed","Rural Area","","","",""
"82","2002","Employed","Urban Area","","","",""
"82","2002","Employed","Rural Area","","","",""
"83","2002","Not Employed","Urban Area","1","","",""
"83","2002","Not Employed","Rural Area","","","",""
"83","2002","Employed","Urban Area","2","","",""
"83","2002","Employed","Rural Area","","","",""
"84","2002","Not Employed","Urban Area","","","",""
"84","2002","Not Employed","Rural Area","","","",""
"84","2002","Employed","Urban Area","","","",""
"84","2002","Employed","Rural Area","","","",""
"85","2002","Not Employed","Urban Area","2","","",""
"85","2002","Not Employed","Rural Area","","","",""
"85","2002","Employed","Urban Area","","","",""
"85","2002","Employed","Rural Area","","","",""
"86","2002","Not Employed","Urban Area","","","",""
"86","2002","Not Employed","Rural Area","","","",""
"86","2002","Employed","Urban Area","","","",""
"86","2002","Employed","Rural Area","","","",""
"89","2002","Not Employed","Urban Area","","","",""
"89","2002","Not Employed","Rural Area","","","",""
"89","2002","Employed","Urban Area","2","","",""
"89","2002","Employed","Rural Area","","","",""
"90","2002","Not Employed","Urban Area","","","",""
"90","2002","Not Employed","Rural Area","","","",""
"90","2002","Employed","Urban Area","","","",""
"90","2002","Employed","Rural Area","","","",""
"92","2002","Not Employed","Urban Area","","","",""
"92","2002","Not Employed","Rural Area","","","",""
"92","2002","Employed","Urban Area","1","","",""
"92","2002","Employed","Rural Area","","","",""
"94","2002","Not Employed","Urban Area","","","",""
"94","2002","Not Employed","Rural Area","","","",""
"94","2002","Employed","Urban Area","","","",""
"94","2002","Employed","Rural Area","","","",""
"95","2002","Not Employed","Urban Area","","","",""
"95","2002","Not Employed","Rural Area","","","",""
"95","2002","Employed","Urban Area","","","",""
"95","2002","Employed","Rural Area","","","",""
"96","2002","Not Employed","Urban Area","","","",""
"96","2002","Not Employed","Rural Area","","","",""
"96","2002","Employed","Urban Area","","","",""
"96","2002","Employed","Rural Area","","","",""
"97","2002","Not Employed","Urban Area","","","",""
"97","2002","Not Employed","Rural Area","","","",""
"97","2002","Employed","Urban Area","","","",""
"97","2002","Employed","Rural Area","","","",""
"98","2002","Not Employed","Urban Area","1","","",""
"98","2002","Not Employed","Rural Area","","","",""
"98","2002","Employed","Urban Area","1","","",""
"98","2002","Employed","Rural Area","2","","",""
"101","2002","Not Employed","Urban Area","","","",""
"101","2002","Not Employed","Rural Area","","","",""
"101","2002","Employed","Urban Area","","","",""
"101","2002","Employed","Rural Area","","","",""
"102","2002","Not Employed","Urban Area","","","",""
"102","2002","Not Employed","Rural Area","","","",""
"102","2002","Employed","Urban Area","","","",""
"102","2002","Employed","Rural Area","","","",""
"103","2002","Not Employed","Urban Area","1","","",""
"103","2002","Not Employed","Rural Area","","","",""
"103","2002","Employed","Urban Area","","","",""
"103","2002","Employed","Rural Area","","","",""
"105","2002","Not Employed","Urban Area","","","",""
"105","2002","Not Employed","Rural Area","","","",""
"105","2002","Employed","Urban Area","","","",""
"105","2002","Employed","Rural Area","","","",""
"108","2002","Not Employed","Urban Area","","","",""
"108","2002","Not Employed","Rural Area","","","",""
"108","2002","Employed","Urban Area","","","",""
"108","2002","Employed","Rural Area","","","",""
"110","2002","Not Employed","Urban Area","","","",""
"110","2002","Not Employed","Rural Area","","","",""
"110","2002","Employed","Urban Area","","","",""
"110","2002","Employed","Rural Area","","","",""
"111","2002","Not Employed","Urban Area","","","",""
"111","2002","Not Employed","Rural Area","","","",""
"111","2002","Employed","Urban Area","","","",""
"111","2002","Employed","Rural Area","","","",""
"113","2002","Not Employed","Urban Area","","","",""
"113","2002","Not Employed","Rural Area","","","",""
"113","2002","Employed","Urban Area","","","",""
"113","2002","Employed","Rural Area","","","",""
"116","2002","Not Employed","Urban Area","2","","",""
"116","2002","Not Employed","Rural Area","","","",""
"116","2002","Employed","Urban Area","3","","",""
"116","2002","Employed","Rural Area","","","",""
"117","2002","Not Employed","Urban Area","1","","",""
"117","2002","Not Employed","Rural Area","1","","",""
"117","2002","Employed","Urban Area","8","","",""
"117","2002","Employed","Rural Area","","","",""
"118","2002","Not Employed","Urban Area","9","","",""
"118","2002","Not Employed","Rural Area","1","","",""
"118","2002","Employed","Urban Area","15","","",""
"118","2002","Employed","Rural Area","1","","",""
"119","2002","Not Employed","Urban Area","33","0.00476305108614358","0.00294097864098378","0.00658512353130338"
"119","2002","Not Employed","Rural Area","5","","",""
"119","2002","Employed","Urban Area","62","0.0056551577291208","0.0041855699228395","0.00712474553540209"
"119","2002","Employed","Rural Area","8","","",""
"120","2002","Not Employed","Urban Area","19","","",""
"120","2002","Not Employed","Rural Area","3","","",""
"120","2002","Employed","Urban Area","36","0.00395895354126393","0.00272830657194812","0.00518960051057975"
"120","2002","Employed","Rural Area","4","","",""
"121","2002","Not Employed","Urban Area","6","","",""
"121","2002","Not Employed","Rural Area","","","",""
"121","2002","Employed","Urban Area","12","","",""
"121","2002","Employed","Rural Area","5","","",""
"122","2002","Not Employed","Urban Area","4","","",""
"122","2002","Not Employed","Rural Area","","","",""
"122","2002","Employed","Urban Area","4","","",""
"122","2002","Employed","Rural Area","","","",""
"123","2002","Not Employed","Urban Area","","","",""
"123","2002","Not Employed","Rural Area","","","",""
"123","2002","Employed","Urban Area","","","",""
"123","2002","Employed","Rural Area","1","","",""
"124","2002","Not Employed","Urban Area","","","",""
"124","2002","Not Employed","Rural Area","","","",""
"124","2002","Employed","Urban Area","","","",""
"124","2002","Employed","Rural Area","","","",""
"125","2002","Not Employed","Urban Area","","","",""
"125","2002","Not Employed","Rural Area","","","",""
"125","2002","Employed","Urban Area","","","",""
"125","2002","Employed","Rural Area","","","",""
"127","2002","Not Employed","Urban Area","","","",""
"127","2002","Not Employed","Rural Area","","","",""
"127","2002","Employed","Urban Area","","","",""
"127","2002","Employed","Rural Area","","","",""
"128","2002","Not Employed","Urban Area","","","",""
"128","2002","Not Employed","Rural Area","","","",""
"128","2002","Employed","Urban Area","","","",""
"128","2002","Employed","Rural Area","","","",""
"129","2002","Not Employed","Urban Area","","","",""
"129","2002","Not Employed","Rural Area","","","",""
"129","2002","Employed","Urban Area","","","",""
"129","2002","Employed","Rural Area","","","",""
"130","2002","Not Employed","Urban Area","","","",""
"130","2002","Not Employed","Rural Area","","","",""
"130","2002","Employed","Urban Area","","","",""
"130","2002","Employed","Rural Area","1","","",""
"131","2002","Not Employed","Urban Area","","","",""
"131","2002","Not Employed","Rural Area","","","",""
"131","2002","Employed","Urban Area","","","",""
"131","2002","Employed","Rural Area","","","",""
"132","2002","Not Employed","Urban Area","1","","",""
"132","2002","Not Employed","Rural Area","1","","",""
"132","2002","Employed","Urban Area","","","",""
"132","2002","Employed","Rural Area","","","",""
"133","2002","Not Employed","Urban Area","","","",""
"133","2002","Not Employed","Rural Area","","","",""
"133","2002","Employed","Urban Area","","","",""
"133","2002","Employed","Rural Area","","","",""
"135","2002","Not Employed","Urban Area","","","",""
"135","2002","Not Employed","Rural Area","","","",""
"135","2002","Employed","Urban Area","","","",""
"135","2002","Employed","Rural Area","","","",""
"138","2002","Not Employed","Urban Area","1","","",""
"138","2002","Not Employed","Rural Area","","","",""
"138","2002","Employed","Urban Area","","","",""
"138","2002","Employed","Rural Area","","","",""
"139","2002","Not Employed","Urban Area","","","",""
"139","2002","Not Employed","Rural Area","","","",""
"139","2002","Employed","Urban Area","1","","",""
"139","2002","Employed","Rural Area","","","",""
"140","2002","Not Employed","Urban Area","8","","",""
"140","2002","Not Employed","Rural Area","3","","",""
"140","2002","Employed","Urban Area","7","","",""
"140","2002","Employed","Rural Area","1","","",""
"141","2002","Not Employed","Urban Area","","","",""
"141","2002","Not Employed","Rural Area","","","",""
"141","2002","Employed","Urban Area","","","",""
"141","2002","Employed","Rural Area","","","",""
"142","2002","Not Employed","Urban Area","","","",""
"142","2002","Not Employed","Rural Area","","","",""
"142","2002","Employed","Urban Area","","","",""
"142","2002","Employed","Rural Area","","","",""
"143","2002","Not Employed","Urban Area","","","",""
"143","2002","Not Employed","Rural Area","","","",""
"143","2002","Employed","Urban Area","","","",""
"143","2002","Employed","Rural Area","","","",""
"144","2002","Not Employed","Urban Area","","","",""
"144","2002","Not Employed","Rural Area","","","",""
"144","2002","Employed","Urban Area","","","",""
"144","2002","Employed","Rural Area","","","",""
"145","2002","Not Employed","Urban Area","","","",""
"145","2002","Not Employed","Rural Area","","","",""
"145","2002","Employed","Urban Area","","","",""
"145","2002","Employed","Rural Area","","","",""
"146","2002","Not Employed","Urban Area","","","",""
"146","2002","Not Employed","Rural Area","","","",""
"146","2002","Employed","Urban Area","","","",""
"146","2002","Employed","Rural Area","","","",""
"147","2002","Not Employed","Urban Area","1","","",""
"147","2002","Not Employed","Rural Area","","","",""
"147","2002","Employed","Urban Area","","","",""
"147","2002","Employed","Rural Area","","","",""
"148","2002","Not Employed","Urban Area","","","",""
"148","2002","Not Employed","Rural Area","","","",""
"148","2002","Employed","Urban Area","1","","",""
"148","2002","Employed","Rural Area","","","",""
"149","2002","Not Employed","Urban Area","","","",""
"149","2002","Not Employed","Rural Area","","","",""
"149","2002","Employed","Urban Area","","","",""
"149","2002","Employed","Rural Area","","","",""
"151","2002","Not Employed","Urban Area","","","",""
"151","2002","Not Employed","Rural Area","","","",""
"151","2002","Employed","Urban Area","","","",""
"151","2002","Employed","Rural Area","","","",""
"152","2002","Not Employed","Urban Area","","","",""
"152","2002","Not Employed","Rural Area","","","",""
"152","2002","Employed","Urban Area","","","",""
"152","2002","Employed","Rural Area","","","",""
"154","2002","Not Employed","Urban Area","","","",""
"154","2002","Not Employed","Rural Area","","","",""
"154","2002","Employed","Urban Area","","","",""
"154","2002","Employed","Rural Area","","","",""
"155","2002","Not Employed","Urban Area","","","",""
"155","2002","Not Employed","Rural Area","","","",""
"155","2002","Employed","Urban Area","","","",""
"155","2002","Employed","Rural Area","","","",""
"156","2002","Not Employed","Urban Area","","","",""
"156","2002","Not Employed","Rural Area","","","",""
"156","2002","Employed","Urban Area","","","",""
"156","2002","Employed","Rural Area","","","",""
"158","2002","Not Employed","Urban Area","","","",""
"158","2002","Not Employed","Rural Area","","","",""
"158","2002","Employed","Urban Area","","","",""
"158","2002","Employed","Rural Area","","","",""
"162","2002","Not Employed","Urban Area","","","",""
"162","2002","Not Employed","Rural Area","","","",""
"162","2002","Employed","Urban Area","","","",""
"162","2002","Employed","Rural Area","","","",""
"164","2002","Not Employed","Urban Area","","","",""
"164","2002","Not Employed","Rural Area","","","",""
"164","2002","Employed","Urban Area","","","",""
"164","2002","Employed","Rural Area","","","",""
"165","2002","Not Employed","Urban Area","","","",""
"165","2002","Not Employed","Rural Area","","","",""
"165","2002","Employed","Urban Area","","","",""
"165","2002","Employed","Rural Area","","","",""
"166","2002","Not Employed","Urban Area","","","",""
"166","2002","Not Employed","Rural Area","","","",""
"166","2002","Employed","Urban Area","","","",""
"166","2002","Employed","Rural Area","","","",""
"167","2002","Not Employed","Urban Area","","","",""
"167","2002","Not Employed","Rural Area","","","",""
"167","2002","Employed","Urban Area","","","",""
"167","2002","Employed","Rural Area","","","",""
"168","2002","Not Employed","Urban Area","","","",""
"168","2002","Not Employed","Rural Area","","","",""
"168","2002","Employed","Urban Area","","","",""
"168","2002","Employed","Rural Area","","","",""
"169","2002","Not Employed","Urban Area","","","",""
"169","2002","Not Employed","Rural Area","","","",""
"169","2002","Employed","Urban Area","","","",""
"169","2002","Employed","Rural Area","","","",""
"172","2002","Not Employed","Urban Area","","","",""
"172","2002","Not Employed","Rural Area","","","",""
"172","2002","Employed","Urban Area","","","",""
"172","2002","Employed","Rural Area","","","",""
"173","2002","Not Employed","Urban Area","","","",""
"173","2002","Not Employed","Rural Area","","","",""
"173","2002","Employed","Urban Area","","","",""
"173","2002","Employed","Rural Area","","","",""
"178","2002","Not Employed","Urban Area","","","",""
"178","2002","Not Employed","Rural Area","","","",""
"178","2002","Employed","Urban Area","","","",""
"178","2002","Employed","Rural Area","","","",""
"181","2002","Not Employed","Urban Area","","","",""
"181","2002","Not Employed","Rural Area","","","",""
"181","2002","Employed","Urban Area","","","",""
"181","2002","Employed","Rural Area","","","",""
"183","2002","Not Employed","Urban Area","","","",""
"183","2002","Not Employed","Rural Area","","","",""
"183","2002","Employed","Urban Area","","","",""
"183","2002","Employed","Rural Area","","","",""
"188","2002","Not Employed","Urban Area","","","",""
"188","2002","Not Employed","Rural Area","","","",""
"188","2002","Employed","Urban Area","","","",""
"188","2002","Employed","Rural Area","","","",""
"195","2002","Not Employed","Urban Area","","","",""
"195","2002","Not Employed","Rural Area","","","",""
"195","2002","Employed","Urban Area","","","",""
"195","2002","Employed","Rural Area","","","",""
"196","2002","Not Employed","Urban Area","","","",""
"196","2002","Not Employed","Rural Area","","","",""
"196","2002","Employed","Urban Area","","","",""
"196","2002","Employed","Rural Area","","","",""
"999","2002","Not Employed","Urban Area","","","",""
"999","2002","Not Employed","Rural Area","","","",""
"999","2002","Employed","Urban Area","","","",""
"999","2002","Employed","Rural Area","","","",""
"1","2003","Not Employed","Urban Area","4856","0.898783366158547","0.890780886622693","0.9067858456944"
"1","2003","Not Employed","Rural Area","2688","0.972462384148522","0.96635949012939","0.978565278167653"
"1","2003","Employed","Urban Area","8558","0.892059995140819","0.885816852850092","0.898303137431546"
"1","2003","Employed","Rural Area","4454","0.967280579418173","0.962132853415644","0.972428305420702"
"2","2003","Not Employed","Urban Area","255","0.0387301963238363","0.0336108016370389","0.0438495910106337"
"2","2003","Not Employed","Rural Area","12","","",""
"2","2003","Employed","Urban Area","284","0.0298643843064636","0.0264397989761702","0.033288969636757"
"2","2003","Employed","Rural Area","15","","",""
"3","2003","Not Employed","Urban Area","32","0.00403367299576148","0.00235199134435637","0.00571535464716658"
"3","2003","Not Employed","Rural Area","3","","",""
"3","2003","Employed","Urban Area","62","0.00718103474844541","0.00548222974571123","0.00887983975117959"
"3","2003","Employed","Rural Area","5","","",""
"4","2003","Not Employed","Urban Area","39","0.00206064778172674","0.000857483109729861","0.00326381245372362"
"4","2003","Not Employed","Rural Area","7","","",""
"4","2003","Employed","Urban Area","88","0.00585097483984807","0.00431651740575274","0.00738543227394339"
"4","2003","Employed","Rural Area","19","","",""
"5","2003","Not Employed","Urban Area","84","0.0109885984014047","0.00822265738812919","0.0137545394146802"
"5","2003","Not Employed","Rural Area","12","","",""
"5","2003","Employed","Urban Area","156","0.0128679551097875","0.0106004024652143","0.0151355077543607"
"5","2003","Employed","Rural Area","33","0.00614724146362631","0.00388552819221017","0.00840895473504245"
"6","2003","Not Employed","Urban Area","15","","",""
"6","2003","Not Employed","Rural Area","2","","",""
