"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"18","1985","Not Employed","West Germany","5","","",""
"18","1985","Not Employed","East Germany","","","",""
"18","1985","Employed","West Germany","3","","",""
"18","1985","Employed","East Germany","","","",""
"19","1985","Not Employed","West Germany","3","","",""
"19","1985","Not Employed","East Germany","","","",""
"19","1985","Employed","West Germany","4","","",""
"19","1985","Employed","East Germany","","","",""
"20","1985","Not Employed","West Germany","2","","",""
"20","1985","Not Employed","East Germany","","","",""
"20","1985","Employed","West Germany","","","",""
"20","1985","Employed","East Germany","","","",""
"21","1985","Not Employed","West Germany","1","","",""
"21","1985","Not Employed","East Germany","","","",""
"21","1985","Employed","West Germany","1","","",""
"21","1985","Employed","East Germany","","","",""
"22","1985","Not Employed","West Germany","3","","",""
"22","1985","Not Employed","East Germany","","","",""
"22","1985","Employed","West Germany","4","","",""
"22","1985","Employed","East Germany","","","",""
"23","1985","Not Employed","West Germany","2","","",""
"23","1985","Not Employed","East Germany","","","",""
"23","1985","Employed","West Germany","1","","",""
"23","1985","Employed","East Germany","","","",""
"24","1985","Not Employed","West Germany","2","","",""
"24","1985","Not Employed","East Germany","","","",""
"24","1985","Employed","West Germany","","","",""
"24","1985","Employed","East Germany","","","",""
"25","1985","Not Employed","West Germany","","","",""
"25","1985","Not Employed","East Germany","","","",""
"25","1985","Employed","West Germany","","","",""
"25","1985","Employed","East Germany","","","",""
"26","1985","Not Employed","West Germany","","","",""
"26","1985","Not Employed","East Germany","","","",""
"26","1985","Employed","West Germany","2","","",""
"26","1985","Employed","East Germany","","","",""
"27","1985","Not Employed","West Germany","","","",""
"27","1985","Not Employed","East Germany","","","",""
"27","1985","Employed","West Germany","","","",""
"27","1985","Employed","East Germany","","","",""
"28","1985","Not Employed","West Germany","","","",""
"28","1985","Not Employed","East Germany","","","",""
"28","1985","Employed","West Germany","","","",""
"28","1985","Employed","East Germany","","","",""
"29","1985","Not Employed","West Germany","","","",""
"29","1985","Not Employed","East Germany","","","",""
"29","1985","Employed","West Germany","","","",""
"29","1985","Employed","East Germany","","","",""
"30","1985","Not Employed","West Germany","","","",""
"30","1985","Not Employed","East Germany","","","",""
"30","1985","Employed","West Germany","","","",""
"30","1985","Employed","East Germany","","","",""
"31","1985","Not Employed","West Germany","","","",""
"31","1985","Not Employed","East Germany","","","",""
"31","1985","Employed","West Germany","2","","",""
"31","1985","Employed","East Germany","","","",""
"32","1985","Not Employed","West Germany","","","",""
"32","1985","Not Employed","East Germany","","","",""
"32","1985","Employed","West Germany","","","",""
"32","1985","Employed","East Germany","","","",""
"34","1985","Not Employed","West Germany","1","","",""
"34","1985","Not Employed","East Germany","","","",""
"34","1985","Employed","West Germany","","","",""
"34","1985","Employed","East Germany","","","",""
"35","1985","Not Employed","West Germany","","","",""
"35","1985","Not Employed","East Germany","","","",""
"35","1985","Employed","West Germany","","","",""
"35","1985","Employed","East Germany","","","",""
"36","1985","Not Employed","West Germany","","","",""
"36","1985","Not Employed","East Germany","","","",""
"36","1985","Employed","West Germany","","","",""
"36","1985","Employed","East Germany","","","",""
"37","1985","Not Employed","West Germany","","","",""
"37","1985","Not Employed","East Germany","","","",""
"37","1985","Employed","West Germany","","","",""
"37","1985","Employed","East Germany","","","",""
"38","1985","Not Employed","West Germany","1","","",""
"38","1985","Not Employed","East Germany","","","",""
"38","1985","Employed","West Germany","1","","",""
"38","1985","Employed","East Germany","","","",""
"39","1985","Not Employed","West Germany","","","",""
"39","1985","Not Employed","East Germany","","","",""
"39","1985","Employed","West Germany","2","","",""
"39","1985","Employed","East Germany","","","",""
"40","1985","Not Employed","West Germany","","","",""
"40","1985","Not Employed","East Germany","","","",""
"40","1985","Employed","West Germany","","","",""
"40","1985","Employed","East Germany","","","",""
"41","1985","Not Employed","West Germany","","","",""
"41","1985","Not Employed","East Germany","","","",""
"41","1985","Employed","West Germany","1","","",""
"41","1985","Employed","East Germany","","","",""
"42","1985","Not Employed","West Germany","","","",""
"42","1985","Not Employed","East Germany","","","",""
"42","1985","Employed","West Germany","1","","",""
"42","1985","Employed","East Germany","","","",""
"43","1985","Not Employed","West Germany","1","","",""
"43","1985","Not Employed","East Germany","","","",""
"43","1985","Employed","West Germany","1","","",""
"43","1985","Employed","East Germany","","","",""
"44","1985","Not Employed","West Germany","1","","",""
"44","1985","Not Employed","East Germany","","","",""
"44","1985","Employed","West Germany","","","",""
"44","1985","Employed","East Germany","","","",""
"45","1985","Not Employed","West Germany","","","",""
"45","1985","Not Employed","East Germany","","","",""
"45","1985","Employed","West Germany","","","",""
"45","1985","Employed","East Germany","","","",""
"46","1985","Not Employed","West Germany","","","",""
"46","1985","Not Employed","East Germany","","","",""
"46","1985","Employed","West Germany","","","",""
"46","1985","Employed","East Germany","","","",""
"47","1985","Not Employed","West Germany","","","",""
"47","1985","Not Employed","East Germany","","","",""
"47","1985","Employed","West Germany","","","",""
"47","1985","Employed","East Germany","","","",""
"48","1985","Not Employed","West Germany","","","",""
"48","1985","Not Employed","East Germany","","","",""
"48","1985","Employed","West Germany","","","",""
"48","1985","Employed","East Germany","","","",""
"49","1985","Not Employed","West Germany","","","",""
"49","1985","Not Employed","East Germany","","","",""
"49","1985","Employed","West Germany","","","",""
"49","1985","Employed","East Germany","","","",""
"50","1985","Not Employed","West Germany","","","",""
"50","1985","Not Employed","East Germany","","","",""
"50","1985","Employed","West Germany","","","",""
"50","1985","Employed","East Germany","","","",""
"51","1985","Not Employed","West Germany","","","",""
"51","1985","Not Employed","East Germany","","","",""
"51","1985","Employed","West Germany","","","",""
"51","1985","Employed","East Germany","","","",""
"52","1985","Not Employed","West Germany","","","",""
"52","1985","Not Employed","East Germany","","","",""
"52","1985","Employed","West Germany","","","",""
"52","1985","Employed","East Germany","","","",""
"53","1985","Not Employed","West Germany","","","",""
"53","1985","Not Employed","East Germany","","","",""
"53","1985","Employed","West Germany","","","",""
"53","1985","Employed","East Germany","","","",""
"54","1985","Not Employed","West Germany","","","",""
"54","1985","Not Employed","East Germany","","","",""
"54","1985","Employed","West Germany","","","",""
"54","1985","Employed","East Germany","","","",""
"55","1985","Not Employed","West Germany","","","",""
"55","1985","Not Employed","East Germany","","","",""
"55","1985","Employed","West Germany","","","",""
"55","1985","Employed","East Germany","","","",""
"56","1985","Not Employed","West Germany","","","",""
"56","1985","Not Employed","East Germany","","","",""
"56","1985","Employed","West Germany","","","",""
"56","1985","Employed","East Germany","","","",""
"59","1985","Not Employed","West Germany","","","",""
"59","1985","Not Employed","East Germany","","","",""
"59","1985","Employed","West Germany","","","",""
"59","1985","Employed","East Germany","","","",""
"60","1985","Not Employed","West Germany","","","",""
"60","1985","Not Employed","East Germany","","","",""
"60","1985","Employed","West Germany","","","",""
"60","1985","Employed","East Germany","","","",""
"61","1985","Not Employed","West Germany","","","",""
"61","1985","Not Employed","East Germany","","","",""
"61","1985","Employed","West Germany","","","",""
"61","1985","Employed","East Germany","","","",""
"64","1985","Not Employed","West Germany","","","",""
"64","1985","Not Employed","East Germany","","","",""
"64","1985","Employed","West Germany","","","",""
"64","1985","Employed","East Germany","","","",""
"65","1985","Not Employed","West Germany","","","",""
"65","1985","Not Employed","East Germany","","","",""
"65","1985","Employed","West Germany","","","",""
"65","1985","Employed","East Germany","","","",""
"66","1985","Not Employed","West Germany","","","",""
"66","1985","Not Employed","East Germany","","","",""
"66","1985","Employed","West Germany","","","",""
"66","1985","Employed","East Germany","","","",""
"67","1985","Not Employed","West Germany","","","",""
"67","1985","Not Employed","East Germany","","","",""
"67","1985","Employed","West Germany","","","",""
"67","1985","Employed","East Germany","","","",""
"68","1985","Not Employed","West Germany","","","",""
"68","1985","Not Employed","East Germany","","","",""
"68","1985","Employed","West Germany","","","",""
"68","1985","Employed","East Germany","","","",""
"71","1985","Not Employed","West Germany","","","",""
"71","1985","Not Employed","East Germany","","","",""
"71","1985","Employed","West Germany","","","",""
"71","1985","Employed","East Germany","","","",""
"72","1985","Not Employed","West Germany","","","",""
"72","1985","Not Employed","East Germany","","","",""
"72","1985","Employed","West Germany","","","",""
"72","1985","Employed","East Germany","","","",""
"73","1985","Not Employed","West Germany","","","",""
"73","1985","Not Employed","East Germany","","","",""
"73","1985","Employed","West Germany","","","",""
"73","1985","Employed","East Germany","","","",""
"74","1985","Not Employed","West Germany","","","",""
"74","1985","Not Employed","East Germany","","","",""
"74","1985","Employed","West Germany","","","",""
"74","1985","Employed","East Germany","","","",""
