"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"14","2018","Not Employed","Full Time","","","",""
"14","2018","Not Employed","Part Time","","","",""
"14","2018","Not Employed","Not Working","8","","",""
"14","2018","Employed","Full Time","13","","",""
"14","2018","Employed","Part Time","5","","",""
"14","2018","Employed","Not Working","","","",""
"15","2018","Not Employed","Full Time","","","",""
"15","2018","Not Employed","Part Time","","","",""
"15","2018","Not Employed","Not Working","2","","",""
"15","2018","Employed","Full Time","4","","",""
"15","2018","Employed","Part Time","1","","",""
"15","2018","Employed","Not Working","","","",""
"16","2018","Not Employed","Full Time","","","",""
"16","2018","Not Employed","Part Time","","","",""
"16","2018","Not Employed","Not Working","1","","",""
"16","2018","Employed","Full Time","","","",""
"16","2018","Employed","Part Time","1","","",""
"16","2018","Employed","Not Working","","","",""
"17","2018","Not Employed","Full Time","","","",""
"17","2018","Not Employed","Part Time","","","",""
"17","2018","Not Employed","Not Working","2","","",""
"17","2018","Employed","Full Time","1","","",""
"17","2018","Employed","Part Time","3","","",""
"17","2018","Employed","Not Working","","","",""
"18","2018","Not Employed","Full Time","","","",""
"18","2018","Not Employed","Part Time","","","",""
"18","2018","Not Employed","Not Working","6","","",""
"18","2018","Employed","Full Time","11","","",""
"18","2018","Employed","Part Time","7","","",""
"18","2018","Employed","Not Working","","","",""
"19","2018","Not Employed","Full Time","","","",""
"19","2018","Not Employed","Part Time","","","",""
"19","2018","Not Employed","Not Working","2","","",""
"19","2018","Employed","Full Time","2","","",""
"19","2018","Employed","Part Time","7","","",""
"19","2018","Employed","Not Working","","","",""
"20","2018","Not Employed","Full Time","","","",""
"20","2018","Not Employed","Part Time","","","",""
"20","2018","Not Employed","Not Working","2","","",""
"20","2018","Employed","Full Time","1","","",""
"20","2018","Employed","Part Time","1","","",""
"20","2018","Employed","Not Working","","","",""
"21","2018","Not Employed","Full Time","","","",""
"21","2018","Not Employed","Part Time","","","",""
"21","2018","Not Employed","Not Working","32","0.00306416320300833","0.00210211874865817","0.00402620765735849"
"21","2018","Employed","Full Time","82","0.00493519816508981","0.00356784566845314","0.00630255066172648"
"21","2018","Employed","Part Time","61","0.00258906353507035","0.00146926262597409","0.00370886444416661"
"21","2018","Employed","Not Working","","","",""
"22","2018","Not Employed","Full Time","","","",""
"22","2018","Not Employed","Part Time","","","",""
"22","2018","Not Employed","Not Working","52","0.00441370602320609","0.00325986295226418","0.005567549094148"
"22","2018","Employed","Full Time","102","0.00981316909112401","0.00788978631743518","0.0117365518648128"
"22","2018","Employed","Part Time","89","0.0108819558359911","0.00859577836565046","0.0131681333063318"
"22","2018","Employed","Not Working","","","",""
"23","2018","Not Employed","Full Time","","","",""
"23","2018","Not Employed","Part Time","","","",""
"23","2018","Not Employed","Not Working","1","","",""
"23","2018","Employed","Full Time","1","","",""
"23","2018","Employed","Part Time","","","",""
"23","2018","Employed","Not Working","","","",""
"24","2018","Not Employed","Full Time","","","",""
"24","2018","Not Employed","Part Time","","","",""
"24","2018","Not Employed","Not Working","68","0.001456234501351","0.000792484094283337","0.00211998490841867"
"24","2018","Employed","Full Time","2","","",""
"24","2018","Employed","Part Time","10","","",""
"24","2018","Employed","Not Working","","","",""
"25","2018","Not Employed","Full Time","","","",""
"25","2018","Not Employed","Part Time","","","",""
"25","2018","Not Employed","Not Working","2","","",""
"25","2018","Employed","Full Time","","","",""
"25","2018","Employed","Part Time","","","",""
"25","2018","Employed","Not Working","","","",""
"26","2018","Not Employed","Full Time","","","",""
"26","2018","Not Employed","Part Time","","","",""
"26","2018","Not Employed","Not Working","14","","",""
"26","2018","Employed","Full Time","36","0.00297854644419341","0.00191524366794825","0.00404184922043856"
"26","2018","Employed","Part Time","15","","",""
"26","2018","Employed","Not Working","","","",""
"27","2018","Not Employed","Full Time","","","",""
"27","2018","Not Employed","Part Time","","","",""
"27","2018","Not Employed","Not Working","","","",""
"27","2018","Employed","Full Time","","","",""
"27","2018","Employed","Part Time","","","",""
"27","2018","Employed","Not Working","","","",""
"28","2018","Not Employed","Full Time","","","",""
"28","2018","Not Employed","Part Time","","","",""
"28","2018","Not Employed","Not Working","8","","",""
"28","2018","Employed","Full Time","18","","",""
"28","2018","Employed","Part Time","6","","",""
"28","2018","Employed","Not Working","","","",""
"29","2018","Not Employed","Full Time","","","",""
"29","2018","Not Employed","Part Time","","","",""
"29","2018","Not Employed","Not Working","22","","",""
"29","2018","Employed","Full Time","22","","",""
"29","2018","Employed","Part Time","41","0.00224961557312269","0.00120562276824832","0.00329360837799706"
"29","2018","Employed","Not Working","","","",""
"30","2018","Not Employed","Full Time","","","",""
"30","2018","Not Employed","Part Time","","","",""
"30","2018","Not Employed","Not Working","2206","0.0135259427283805","0.0115153125515645","0.0155365729051965"
"30","2018","Employed","Full Time","84","0.000889789704641571","0.000308017598299343","0.0014715618109838"
"30","2018","Employed","Part Time","193","0.00208614802849084","0.00108071884888432","0.00309157720809735"
"30","2018","Employed","Not Working","","","",""
"31","2018","Not Employed","Full Time","","","",""
"31","2018","Not Employed","Part Time","","","",""
"31","2018","Not Employed","Not Working","4","","",""
"31","2018","Employed","Full Time","4","","",""
"31","2018","Employed","Part Time","7","","",""
"31","2018","Employed","Not Working","","","",""
"32","2018","Not Employed","Full Time","","","",""
"32","2018","Not Employed","Part Time","","","",""
"32","2018","Not Employed","Not Working","57","0.00201338089985002","0.00123313603072923","0.00279362576897081"
"32","2018","Employed","Full Time","46","0.00319693605938974","0.00209546227516238","0.0042984098436171"
"32","2018","Employed","Part Time","56","0.00486587754073949","0.00333248341470641","0.00639927166677258"
"32","2018","Employed","Not Working","","","",""
"34","2018","Not Employed","Full Time","","","",""
"34","2018","Not Employed","Part Time","","","",""
"34","2018","Not Employed","Not Working","","","",""
"34","2018","Employed","Full Time","1","","",""
"34","2018","Employed","Part Time","3","","",""
"34","2018","Employed","Not Working","","","",""
"35","2018","Not Employed","Full Time","","","",""
"35","2018","Not Employed","Part Time","","","",""
"35","2018","Not Employed","Not Working","","","",""
"35","2018","Employed","Full Time","1","","",""
"35","2018","Employed","Part Time","","","",""
"35","2018","Employed","Not Working","","","",""
"36","2018","Not Employed","Full Time","","","",""
"36","2018","Not Employed","Part Time","","","",""
"36","2018","Not Employed","Not Working","","","",""
"36","2018","Employed","Full Time","","","",""
"36","2018","Employed","Part Time","","","",""
"36","2018","Employed","Not Working","","","",""
"37","2018","Not Employed","Full Time","","","",""
"37","2018","Not Employed","Part Time","","","",""
"37","2018","Not Employed","Not Working","","","",""
"37","2018","Employed","Full Time","","","",""
"37","2018","Employed","Part Time","","","",""
"37","2018","Employed","Not Working","","","",""
"38","2018","Not Employed","Full Time","","","",""
"38","2018","Not Employed","Part Time","","","",""
"38","2018","Not Employed","Not Working","1","","",""
"38","2018","Employed","Full Time","1","","",""
"38","2018","Employed","Part Time","2","","",""
"38","2018","Employed","Not Working","","","",""
"39","2018","Not Employed","Full Time","","","",""
"39","2018","Not Employed","Part Time","","","",""
"39","2018","Not Employed","Not Working","","","",""
"39","2018","Employed","Full Time","","","",""
"39","2018","Employed","Part Time","2","","",""
"39","2018","Employed","Not Working","","","",""
"40","2018","Not Employed","Full Time","","","",""
"40","2018","Not Employed","Part Time","","","",""
"40","2018","Not Employed","Not Working","2","","",""
"40","2018","Employed","Full Time","2","","",""
"40","2018","Employed","Part Time","","","",""
"40","2018","Employed","Not Working","","","",""
"41","2018","Not Employed","Full Time","","","",""
"41","2018","Not Employed","Part Time","","","",""
"41","2018","Not Employed","Not Working","","","",""
"41","2018","Employed","Full Time","","","",""
"41","2018","Employed","Part Time","","","",""
"41","2018","Employed","Not Working","","","",""
"42","2018","Not Employed","Full Time","","","",""
"42","2018","Not Employed","Part Time","","","",""
"42","2018","Not Employed","Not Working","9","","",""
"42","2018","Employed","Full Time","7","","",""
"42","2018","Employed","Part Time","5","","",""
"42","2018","Employed","Not Working","","","",""
"43","2018","Not Employed","Full Time","","","",""
"43","2018","Not Employed","Part Time","","","",""
"43","2018","Not Employed","Not Working","535","0.00494497724871764","0.00372398955391314","0.00616596494352213"
"43","2018","Employed","Full Time","23","","",""
"43","2018","Employed","Part Time","43","0.00116005669658119","0.00040995532920185","0.00191015806396054"
"43","2018","Employed","Not Working","","","",""
"44","2018","Not Employed","Full Time","","","",""
"44","2018","Not Employed","Part Time","","","",""
"44","2018","Not Employed","Not Working","4","","",""
"44","2018","Employed","Full Time","2","","",""
"44","2018","Employed","Part Time","8","","",""
"44","2018","Employed","Not Working","","","",""
"45","2018","Not Employed","Full Time","","","",""
"45","2018","Not Employed","Part Time","","","",""
"45","2018","Not Employed","Not Working","","","",""
"45","2018","Employed","Full Time","2","","",""
"45","2018","Employed","Part Time","","","",""
"45","2018","Employed","Not Working","","","",""
"46","2018","Not Employed","Full Time","","","",""
"46","2018","Not Employed","Part Time","","","",""
"46","2018","Not Employed","Not Working","","","",""
"46","2018","Employed","Full Time","","","",""
"46","2018","Employed","Part Time","","","",""
"46","2018","Employed","Not Working","","","",""
"47","2018","Not Employed","Full Time","","","",""
"47","2018","Not Employed","Part Time","","","",""
"47","2018","Not Employed","Not Working","15","","",""
"47","2018","Employed","Full Time","2","","",""
"47","2018","Employed","Part Time","2","","",""
"47","2018","Employed","Not Working","","","",""
"48","2018","Not Employed","Full Time","","","",""
"48","2018","Not Employed","Part Time","","","",""
"48","2018","Not Employed","Not Working","","","",""
"48","2018","Employed","Full Time","3","","",""
"48","2018","Employed","Part Time","","","",""
"48","2018","Employed","Not Working","","","",""
"49","2018","Not Employed","Full Time","","","",""
"49","2018","Not Employed","Part Time","","","",""
"49","2018","Not Employed","Not Working","8","","",""
"49","2018","Employed","Full Time","3","","",""
"49","2018","Employed","Part Time","6","","",""
"49","2018","Employed","Not Working","","","",""
"50","2018","Not Employed","Full Time","","","",""
"50","2018","Not Employed","Part Time","","","",""
"50","2018","Not Employed","Not Working","4","","",""
"50","2018","Employed","Full Time","1","","",""
"50","2018","Employed","Part Time","2","","",""
"50","2018","Employed","Not Working","","","",""
"51","2018","Not Employed","Full Time","","","",""
"51","2018","Not Employed","Part Time","","","",""
"51","2018","Not Employed","Not Working","","","",""
"51","2018","Employed","Full Time","","","",""
"51","2018","Employed","Part Time","","","",""
"51","2018","Employed","Not Working","","","",""
"52","2018","Not Employed","Full Time","","","",""
"52","2018","Not Employed","Part Time","","","",""
"52","2018","Not Employed","Not Working","6","","",""
"52","2018","Employed","Full Time","1","","",""
"52","2018","Employed","Part Time","4","","",""
"52","2018","Employed","Not Working","","","",""
"53","2018","Not Employed","Full Time","","","",""
"53","2018","Not Employed","Part Time","","","",""
"53","2018","Not Employed","Not Working","","","",""
"53","2018","Employed","Full Time","","","",""
"53","2018","Employed","Part Time","","","",""
"53","2018","Employed","Not Working","","","",""
"54","2018","Not Employed","Full Time","","","",""
"54","2018","Not Employed","Part Time","","","",""
"54","2018","Not Employed","Not Working","37","0.00177191264012879","0.00103986113821772","0.00250396414203987"
"54","2018","Employed","Full Time","2","","",""
"54","2018","Employed","Part Time","4","","",""
"54","2018","Employed","Not Working","","","",""
"55","2018","Not Employed","Full Time","","","",""
"55","2018","Not Employed","Part Time","","","",""
"55","2018","Not Employed","Not Working","1","","",""
"55","2018","Employed","Full Time","1","","",""
"55","2018","Employed","Part Time","1","","",""
"55","2018","Employed","Not Working","","","",""
"56","2018","Not Employed","Full Time","","","",""
"56","2018","Not Employed","Part Time","","","",""
"56","2018","Not Employed","Not Working","","","",""
"56","2018","Employed","Full Time","2","","",""
"56","2018","Employed","Part Time","","","",""
"56","2018","Employed","Not Working","","","",""
"59","2018","Not Employed","Full Time","","","",""
"59","2018","Not Employed","Part Time","","","",""
"59","2018","Not Employed","Not Working","2","","",""
"59","2018","Employed","Full Time","","","",""
"59","2018","Employed","Part Time","1","","",""
"59","2018","Employed","Not Working","","","",""
"60","2018","Not Employed","Full Time","","","",""
"60","2018","Not Employed","Part Time","","","",""
"60","2018","Not Employed","Not Working","575","0.00525286222298586","0.00399463248873202","0.0065110919572397"
"60","2018","Employed","Full Time","23","","",""
"60","2018","Employed","Part Time","51","0.0012415110119543","0.000465553523671759","0.00201746850023685"
"60","2018","Employed","Not Working","","","",""
"61","2018","Not Employed","Full Time","","","",""
"61","2018","Not Employed","Part Time","","","",""
"61","2018","Not Employed","Not Working","4","","",""
"61","2018","Employed","Full Time","2","","",""
"61","2018","Employed","Part Time","5","","",""
"61","2018","Employed","Not Working","","","",""
"64","2018","Not Employed","Full Time","","","",""
"64","2018","Not Employed","Part Time","","","",""
"64","2018","Not Employed","Not Working","","","",""
"64","2018","Employed","Full Time","3","","",""
"64","2018","Employed","Part Time","1","","",""
"64","2018","Employed","Not Working","","","",""
"65","2018","Not Employed","Full Time","","","",""
"65","2018","Not Employed","Part Time","","","",""
"65","2018","Not Employed","Not Working","9","","",""
"65","2018","Employed","Full Time","","","",""
"65","2018","Employed","Part Time","4","","",""
"65","2018","Employed","Not Working","","","",""
"66","2018","Not Employed","Full Time","","","",""
"66","2018","Not Employed","Part Time","","","",""
"66","2018","Not Employed","Not Working","","","",""
"66","2018","Employed","Full Time","","","",""
"66","2018","Employed","Part Time","1","","",""
"66","2018","Employed","Not Working","","","",""
"67","2018","Not Employed","Full Time","","","",""
"67","2018","Not Employed","Part Time","","","",""
"67","2018","Not Employed","Not Working","14","","",""
"67","2018","Employed","Full Time","3","","",""
"67","2018","Employed","Part Time","7","","",""
"67","2018","Employed","Not Working","","","",""
"68","2018","Not Employed","Full Time","","","",""
"68","2018","Not Employed","Part Time","","","",""
"68","2018","Not Employed","Not Working","1","","",""
"68","2018","Employed","Full Time","3","","",""
"68","2018","Employed","Part Time","3","","",""
"68","2018","Employed","Not Working","","","",""
"71","2018","Not Employed","Full Time","","","",""
"71","2018","Not Employed","Part Time","","","",""
"71","2018","Not Employed","Not Working","1","","",""
"71","2018","Employed","Full Time","2","","",""
"71","2018","Employed","Part Time","1","","",""
"71","2018","Employed","Not Working","","","",""
"72","2018","Not Employed","Full Time","","","",""
"72","2018","Not Employed","Part Time","","","",""
"72","2018","Not Employed","Not Working","","","",""
"72","2018","Employed","Full Time","","","",""
"72","2018","Employed","Part Time","","","",""
"72","2018","Employed","Not Working","","","",""
"73","2018","Not Employed","Full Time","","","",""
"73","2018","Not Employed","Part Time","","","",""
"73","2018","Not Employed","Not Working","1","","",""
"73","2018","Employed","Full Time","","","",""
"73","2018","Employed","Part Time","","","",""
"73","2018","Employed","Not Working","","","",""
"74","2018","Not Employed","Full Time","","","",""
"74","2018","Not Employed","Part Time","","","",""
"74","2018","Not Employed","Not Working","8","","",""
"74","2018","Employed","Full Time","11","","",""
"74","2018","Employed","Part Time","11","","",""
"74","2018","Employed","Not Working","","","",""
"75","2018","Not Employed","Full Time","","","",""
"75","2018","Not Employed","Part Time","","","",""
"75","2018","Not Employed","Not Working","15","","",""
"75","2018","Employed","Full Time","9","","",""
"75","2018","Employed","Part Time","2","","",""
"75","2018","Employed","Not Working","","","",""
"76","2018","Not Employed","Full Time","","","",""
"76","2018","Not Employed","Part Time","","","",""
"76","2018","Not Employed","Not Working","25","","",""
"76","2018","Employed","Full Time","2","","",""
"76","2018","Employed","Part Time","3","","",""
"76","2018","Employed","Not Working","","","",""
"77","2018","Not Employed","Full Time","","","",""
"77","2018","Not Employed","Part Time","","","",""
"77","2018","Not Employed","Not Working","","","",""
"77","2018","Employed","Full Time","","","",""
"77","2018","Employed","Part Time","3","","",""
"77","2018","Employed","Not Working","","","",""
"78","2018","Not Employed","Full Time","","","",""
"78","2018","Not Employed","Part Time","","","",""
"78","2018","Not Employed","Not Working","31","0.00168871080029649","0.000974023241997411","0.00240339835859558"
"78","2018","Employed","Full Time","15","","",""
"78","2018","Employed","Part Time","31","0.0038146764282238","0.00245626501687114","0.00517308783957647"
"78","2018","Employed","Not Working","","","",""
"79","2018","Not Employed","Full Time","","","",""
"79","2018","Not Employed","Part Time","","","",""
"79","2018","Not Employed","Not Working","4","","",""
"79","2018","Employed","Full Time","1","","",""
"79","2018","Employed","Part Time","","","",""
"79","2018","Employed","Not Working","","","",""
"80","2018","Not Employed","Full Time","","","",""
"80","2018","Not Employed","Part Time","","","",""
"80","2018","Not Employed","Not Working","","","",""
"80","2018","Employed","Full Time","","","",""
"80","2018","Employed","Part Time","","","",""
"80","2018","Employed","Not Working","","","",""
"81","2018","Not Employed","Full Time","","","",""
"81","2018","Not Employed","Part Time","","","",""
"81","2018","Not Employed","Not Working","4","","",""
"81","2018","Employed","Full Time","4","","",""
"81","2018","Employed","Part Time","3","","",""
"81","2018","Employed","Not Working","","","",""
"82","2018","Not Employed","Full Time","","","",""
"82","2018","Not Employed","Part Time","","","",""
"82","2018","Not Employed","Not Working","4","","",""
"82","2018","Employed","Full Time","","","",""
"82","2018","Employed","Part Time","","","",""
"82","2018","Employed","Not Working","","","",""
"83","2018","Not Employed","Full Time","","","",""
"83","2018","Not Employed","Part Time","","","",""
"83","2018","Not Employed","Not Working","1","","",""
"83","2018","Employed","Full Time","3","","",""
"83","2018","Employed","Part Time","1","","",""
"83","2018","Employed","Not Working","","","",""
"84","2018","Not Employed","Full Time","","","",""
"84","2018","Not Employed","Part Time","","","",""
"84","2018","Not Employed","Not Working","53","0.000506876453191928","0.00011509258151001","0.000898660324873846"
"84","2018","Employed","Full Time","1","","",""
"84","2018","Employed","Part Time","8","","",""
"84","2018","Employed","Not Working","","","",""
"85","2018","Not Employed","Full Time","","","",""
"85","2018","Not Employed","Part Time","","","",""
"85","2018","Not Employed","Not Working","57","0.00147212181485003","0.000804765826911347","0.00213947780278872"
"85","2018","Employed","Full Time","10","","",""
"85","2018","Employed","Part Time","19","","",""
"85","2018","Employed","Not Working","","","",""
"86","2018","Not Employed","Full Time","","","",""
"86","2018","Not Employed","Part Time","","","",""
"86","2018","Not Employed","Not Working","1","","",""
"86","2018","Employed","Full Time","","","",""
"86","2018","Employed","Part Time","","","",""
"86","2018","Employed","Not Working","","","",""
"89","2018","Not Employed","Full Time","","","",""
"89","2018","Not Employed","Part Time","","","",""
"89","2018","Not Employed","Not Working","180","0.00142758679064469","0.00077038818628726","0.00208478539500212"
"89","2018","Employed","Full Time","12","","",""
"89","2018","Employed","Part Time","30","0.000404234049855957","-3.87224196245064e-05","0.00084719051933642"
"89","2018","Employed","Not Working","","","",""
"90","2018","Not Employed","Full Time","","","",""
"90","2018","Not Employed","Part Time","","","",""
"90","2018","Not Employed","Not Working","2","","",""
"90","2018","Employed","Full Time","","","",""
"90","2018","Employed","Part Time","1","","",""
"90","2018","Employed","Not Working","","","",""
"92","2018","Not Employed","Full Time","","","",""
"92","2018","Not Employed","Part Time","","","",""
"92","2018","Not Employed","Not Working","","","",""
"92","2018","Employed","Full Time","","","",""
"92","2018","Employed","Part Time","","","",""
"92","2018","Employed","Not Working","","","",""
"94","2018","Not Employed","Full Time","","","",""
"94","2018","Not Employed","Part Time","","","",""
"94","2018","Not Employed","Not Working","2","","",""
"94","2018","Employed","Full Time","","","",""
"94","2018","Employed","Part Time","1","","",""
"94","2018","Employed","Not Working","","","",""
"95","2018","Not Employed","Full Time","","","",""
"95","2018","Not Employed","Part Time","","","",""
"95","2018","Not Employed","Not Working","1","","",""
"95","2018","Employed","Full Time","","","",""
"95","2018","Employed","Part Time","","","",""
"95","2018","Employed","Not Working","","","",""
"96","2018","Not Employed","Full Time","","","",""
"96","2018","Not Employed","Part Time","","","",""
"96","2018","Not Employed","Not Working","","","",""
"96","2018","Employed","Full Time","","","",""
"96","2018","Employed","Part Time","","","",""
"96","2018","Employed","Not Working","","","",""
"97","2018","Not Employed","Full Time","","","",""
"97","2018","Not Employed","Part Time","","","",""
"97","2018","Not Employed","Not Working","3","","",""
"97","2018","Employed","Full Time","1","","",""
"97","2018","Employed","Part Time","","","",""
"97","2018","Employed","Not Working","","","",""
"98","2018","Not Employed","Full Time","","","",""
"98","2018","Not Employed","Part Time","","","",""
"98","2018","Not Employed","Not Working","102","0.00122598532935199","0.000616894803792592","0.00183507585491139"
"98","2018","Employed","Full Time","5","","",""
"98","2018","Employed","Part Time","10","","",""
"98","2018","Employed","Not Working","","","",""
"101","2018","Not Employed","Full Time","","","",""
"101","2018","Not Employed","Part Time","","","",""
"101","2018","Not Employed","Not Working","","","",""
"101","2018","Employed","Full Time","","","",""
"101","2018","Employed","Part Time","","","",""
"101","2018","Employed","Not Working","","","",""
"102","2018","Not Employed","Full Time","","","",""
"102","2018","Not Employed","Part Time","","","",""
"102","2018","Not Employed","Not Working","1","","",""
"102","2018","Employed","Full Time","","","",""
"102","2018","Employed","Part Time","1","","",""
"102","2018","Employed","Not Working","","","",""
"103","2018","Not Employed","Full Time","","","",""
"103","2018","Not Employed","Part Time","","","",""
"103","2018","Not Employed","Not Working","3","","",""
"103","2018","Employed","Full Time","3","","",""
"103","2018","Employed","Part Time","3","","",""
"103","2018","Employed","Not Working","","","",""
"105","2018","Not Employed","Full Time","","","",""
"105","2018","Not Employed","Part Time","","","",""
"105","2018","Not Employed","Not Working","","","",""
"105","2018","Employed","Full Time","","","",""
"105","2018","Employed","Part Time","","","",""
"105","2018","Employed","Not Working","","","",""
"108","2018","Not Employed","Full Time","","","",""
"108","2018","Not Employed","Part Time","","","",""
"108","2018","Not Employed","Not Working","","","",""
"108","2018","Employed","Full Time","","","",""
"108","2018","Employed","Part Time","","","",""
"108","2018","Employed","Not Working","","","",""
"110","2018","Not Employed","Full Time","","","",""
"110","2018","Not Employed","Part Time","","","",""
"110","2018","Not Employed","Not Working","3","","",""
"110","2018","Employed","Full Time","","","",""
"110","2018","Employed","Part Time","","","",""
"110","2018","Employed","Not Working","","","",""
"111","2018","Not Employed","Full Time","","","",""
"111","2018","Not Employed","Part Time","","","",""
"111","2018","Not Employed","Not Working","4","","",""
"111","2018","Employed","Full Time","","","",""
"111","2018","Employed","Part Time","","","",""
"111","2018","Employed","Not Working","","","",""
"113","2018","Not Employed","Full Time","","","",""
"113","2018","Not Employed","Part Time","","","",""
"113","2018","Not Employed","Not Working","","","",""
"113","2018","Employed","Full Time","","","",""
"113","2018","Employed","Part Time","","","",""
"113","2018","Employed","Not Working","","","",""
"116","2018","Not Employed","Full Time","","","",""
"116","2018","Not Employed","Part Time","","","",""
"116","2018","Not Employed","Not Working","2","","",""
"116","2018","Employed","Full Time","1","","",""
"116","2018","Employed","Part Time","","","",""
"116","2018","Employed","Not Working","","","",""
"117","2018","Not Employed","Full Time","","","",""
"117","2018","Not Employed","Part Time","","","",""
"117","2018","Not Employed","Not Working","1","","",""
"117","2018","Employed","Full Time","2","","",""
"117","2018","Employed","Part Time","2","","",""
"117","2018","Employed","Not Working","","","",""
"118","2018","Not Employed","Full Time","","","",""
"118","2018","Not Employed","Part Time","","","",""
"118","2018","Not Employed","Not Working","18","","",""
"118","2018","Employed","Full Time","20","","",""
"118","2018","Employed","Part Time","10","","",""
"118","2018","Employed","Not Working","","","",""
"119","2018","Not Employed","Full Time","","","",""
"119","2018","Not Employed","Part Time","","","",""
"119","2018","Not Employed","Not Working","13","","",""
"119","2018","Employed","Full Time","28","","",""
"119","2018","Employed","Part Time","22","","",""
"119","2018","Employed","Not Working","","","",""
"120","2018","Not Employed","Full Time","","","",""
"120","2018","Not Employed","Part Time","","","",""
"120","2018","Not Employed","Not Working","13","","",""
"120","2018","Employed","Full Time","21","","",""
"120","2018","Employed","Part Time","15","","",""
"120","2018","Employed","Not Working","","","",""
"121","2018","Not Employed","Full Time","","","",""
"121","2018","Not Employed","Part Time","","","",""
"121","2018","Not Employed","Not Working","19","","",""
"121","2018","Employed","Full Time","17","","",""
"121","2018","Employed","Part Time","9","","",""
"121","2018","Employed","Not Working","","","",""
"122","2018","Not Employed","Full Time","","","",""
"122","2018","Not Employed","Part Time","","","",""
"122","2018","Not Employed","Not Working","2","","",""
"122","2018","Employed","Full Time","6","","",""
"122","2018","Employed","Part Time","3","","",""
"122","2018","Employed","Not Working","","","",""
"123","2018","Not Employed","Full Time","","","",""
"123","2018","Not Employed","Part Time","","","",""
"123","2018","Not Employed","Not Working","1","","",""
"123","2018","Employed","Full Time","8","","",""
"123","2018","Employed","Part Time","6","","",""
"123","2018","Employed","Not Working","","","",""
"124","2018","Not Employed","Full Time","","","",""
"124","2018","Not Employed","Part Time","","","",""
"124","2018","Not Employed","Not Working","","","",""
"124","2018","Employed","Full Time","","","",""
"124","2018","Employed","Part Time","","","",""
"124","2018","Employed","Not Working","","","",""
"125","2018","Not Employed","Full Time","","","",""
"125","2018","Not Employed","Part Time","","","",""
"125","2018","Not Employed","Not Working","7","","",""
"125","2018","Employed","Full Time","","","",""
"125","2018","Employed","Part Time","2","","",""
"125","2018","Employed","Not Working","","","",""
"127","2018","Not Employed","Full Time","","","",""
"127","2018","Not Employed","Part Time","","","",""
"127","2018","Not Employed","Not Working","","","",""
"127","2018","Employed","Full Time","","","",""
"127","2018","Employed","Part Time","","","",""
"127","2018","Employed","Not Working","","","",""
"128","2018","Not Employed","Full Time","","","",""
"128","2018","Not Employed","Part Time","","","",""
"128","2018","Not Employed","Not Working","1","","",""
"128","2018","Employed","Full Time","1","","",""
"128","2018","Employed","Part Time","","","",""
"128","2018","Employed","Not Working","","","",""
"129","2018","Not Employed","Full Time","","","",""
"129","2018","Not Employed","Part Time","","","",""
"129","2018","Not Employed","Not Working","1","","",""
"129","2018","Employed","Full Time","","","",""
"129","2018","Employed","Part Time","","","",""
"129","2018","Employed","Not Working","","","",""
"130","2018","Not Employed","Full Time","","","",""
"130","2018","Not Employed","Part Time","","","",""
"130","2018","Not Employed","Not Working","14","","",""
"130","2018","Employed","Full Time","3","","",""
"130","2018","Employed","Part Time","4","","",""
"130","2018","Employed","Not Working","","","",""
"131","2018","Not Employed","Full Time","","","",""
"131","2018","Not Employed","Part Time","","","",""
"131","2018","Not Employed","Not Working","","","",""
"131","2018","Employed","Full Time","","","",""
"131","2018","Employed","Part Time","","","",""
"131","2018","Employed","Not Working","","","",""
"132","2018","Not Employed","Full Time","","","",""
"132","2018","Not Employed","Part Time","","","",""
"132","2018","Not Employed","Not Working","5","","",""
"132","2018","Employed","Full Time","5","","",""
"132","2018","Employed","Part Time","4","","",""
"132","2018","Employed","Not Working","","","",""
"133","2018","Not Employed","Full Time","","","",""
"133","2018","Not Employed","Part Time","","","",""
"133","2018","Not Employed","Not Working","","","",""
"133","2018","Employed","Full Time","1","","",""
"133","2018","Employed","Part Time","","","",""
"133","2018","Employed","Not Working","","","",""
"135","2018","Not Employed","Full Time","","","",""
"135","2018","Not Employed","Part Time","","","",""
"135","2018","Not Employed","Not Working","1","","",""
"135","2018","Employed","Full Time","","","",""
"135","2018","Employed","Part Time","","","",""
"135","2018","Employed","Not Working","","","",""
"138","2018","Not Employed","Full Time","","","",""
"138","2018","Not Employed","Part Time","","","",""
"138","2018","Not Employed","Not Working","1","","",""
"138","2018","Employed","Full Time","","","",""
"138","2018","Employed","Part Time","1","","",""
"138","2018","Employed","Not Working","","","",""
"139","2018","Not Employed","Full Time","","","",""
"139","2018","Not Employed","Part Time","","","",""
"139","2018","Not Employed","Not Working","4","","",""
"139","2018","Employed","Full Time","1","","",""
"139","2018","Employed","Part Time","3","","",""
"139","2018","Employed","Not Working","","","",""
"140","2018","Not Employed","Full Time","","","",""
"140","2018","Not Employed","Part Time","","","",""
"140","2018","Not Employed","Not Working","50","0.00346996859323853","0.00244640799923473","0.00449352918724232"
"140","2018","Employed","Full Time","34","0.00274352930480095","0.00172291713849454","0.00376414147110736"
"140","2018","Employed","Part Time","41","0.00447778512450794","0.00300652487549066","0.00594904537352522"
"140","2018","Employed","Not Working","","","",""
"141","2018","Not Employed","Full Time","","","",""
"141","2018","Not Employed","Part Time","","","",""
