"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"166","2010","(Married) couple without C. ","Rural Area","","","",""
"166","2010","Single parent ","Urban Area","","","",""
"166","2010","Single parent ","Rural Area","","","",""
"166","2010","Couple + C. LE 16 ","Urban Area","3","","",""
"166","2010","Couple + C. LE 16 ","Rural Area","","","",""
"166","2010","Couple + C. GT 16 ","Urban Area","","","",""
"166","2010","Couple + C. GT 16 ","Rural Area","","","",""
"166","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"166","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"167","2010","1-pers.-HH","Urban Area","","","",""
"167","2010","1-pers.-HH","Rural Area","","","",""
"167","2010","(Married) couple without C. ","Urban Area","","","",""
"167","2010","(Married) couple without C. ","Rural Area","","","",""
"167","2010","Single parent ","Urban Area","","","",""
"167","2010","Single parent ","Rural Area","","","",""
"167","2010","Couple + C. LE 16 ","Urban Area","1","","",""
"167","2010","Couple + C. LE 16 ","Rural Area","","","",""
"167","2010","Couple + C. GT 16 ","Urban Area","","","",""
"167","2010","Couple + C. GT 16 ","Rural Area","","","",""
"167","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"167","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"168","2010","1-pers.-HH","Urban Area","","","",""
"168","2010","1-pers.-HH","Rural Area","","","",""
"168","2010","(Married) couple without C. ","Urban Area","","","",""
"168","2010","(Married) couple without C. ","Rural Area","","","",""
"168","2010","Single parent ","Urban Area","","","",""
"168","2010","Single parent ","Rural Area","","","",""
"168","2010","Couple + C. LE 16 ","Urban Area","","","",""
"168","2010","Couple + C. LE 16 ","Rural Area","","","",""
"168","2010","Couple + C. GT 16 ","Urban Area","","","",""
"168","2010","Couple + C. GT 16 ","Rural Area","","","",""
"168","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"168","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"169","2010","1-pers.-HH","Urban Area","","","",""
"169","2010","1-pers.-HH","Rural Area","","","",""
"169","2010","(Married) couple without C. ","Urban Area","","","",""
"169","2010","(Married) couple without C. ","Rural Area","","","",""
"169","2010","Single parent ","Urban Area","","","",""
"169","2010","Single parent ","Rural Area","","","",""
"169","2010","Couple + C. LE 16 ","Urban Area","","","",""
"169","2010","Couple + C. LE 16 ","Rural Area","","","",""
"169","2010","Couple + C. GT 16 ","Urban Area","","","",""
"169","2010","Couple + C. GT 16 ","Rural Area","","","",""
"169","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"169","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"172","2010","1-pers.-HH","Urban Area","","","",""
"172","2010","1-pers.-HH","Rural Area","","","",""
"172","2010","(Married) couple without C. ","Urban Area","","","",""
"172","2010","(Married) couple without C. ","Rural Area","","","",""
"172","2010","Single parent ","Urban Area","","","",""
"172","2010","Single parent ","Rural Area","","","",""
"172","2010","Couple + C. LE 16 ","Urban Area","","","",""
"172","2010","Couple + C. LE 16 ","Rural Area","","","",""
"172","2010","Couple + C. GT 16 ","Urban Area","","","",""
"172","2010","Couple + C. GT 16 ","Rural Area","","","",""
"172","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"172","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"173","2010","1-pers.-HH","Urban Area","","","",""
"173","2010","1-pers.-HH","Rural Area","","","",""
"173","2010","(Married) couple without C. ","Urban Area","","","",""
"173","2010","(Married) couple without C. ","Rural Area","","","",""
"173","2010","Single parent ","Urban Area","","","",""
"173","2010","Single parent ","Rural Area","","","",""
"173","2010","Couple + C. LE 16 ","Urban Area","","","",""
"173","2010","Couple + C. LE 16 ","Rural Area","","","",""
"173","2010","Couple + C. GT 16 ","Urban Area","","","",""
"173","2010","Couple + C. GT 16 ","Rural Area","","","",""
"173","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"173","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"178","2010","1-pers.-HH","Urban Area","","","",""
"178","2010","1-pers.-HH","Rural Area","","","",""
"178","2010","(Married) couple without C. ","Urban Area","","","",""
"178","2010","(Married) couple without C. ","Rural Area","","","",""
"178","2010","Single parent ","Urban Area","","","",""
"178","2010","Single parent ","Rural Area","","","",""
"178","2010","Couple + C. LE 16 ","Urban Area","","","",""
"178","2010","Couple + C. LE 16 ","Rural Area","","","",""
"178","2010","Couple + C. GT 16 ","Urban Area","","","",""
"178","2010","Couple + C. GT 16 ","Rural Area","","","",""
"178","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"178","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"181","2010","1-pers.-HH","Urban Area","","","",""
"181","2010","1-pers.-HH","Rural Area","","","",""
"181","2010","(Married) couple without C. ","Urban Area","","","",""
"181","2010","(Married) couple without C. ","Rural Area","","","",""
"181","2010","Single parent ","Urban Area","","","",""
"181","2010","Single parent ","Rural Area","","","",""
"181","2010","Couple + C. LE 16 ","Urban Area","","","",""
"181","2010","Couple + C. LE 16 ","Rural Area","","","",""
"181","2010","Couple + C. GT 16 ","Urban Area","","","",""
"181","2010","Couple + C. GT 16 ","Rural Area","","","",""
"181","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"181","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"183","2010","1-pers.-HH","Urban Area","","","",""
"183","2010","1-pers.-HH","Rural Area","","","",""
"183","2010","(Married) couple without C. ","Urban Area","","","",""
"183","2010","(Married) couple without C. ","Rural Area","","","",""
"183","2010","Single parent ","Urban Area","","","",""
"183","2010","Single parent ","Rural Area","","","",""
"183","2010","Couple + C. LE 16 ","Urban Area","","","",""
"183","2010","Couple + C. LE 16 ","Rural Area","","","",""
"183","2010","Couple + C. GT 16 ","Urban Area","","","",""
"183","2010","Couple + C. GT 16 ","Rural Area","","","",""
"183","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"183","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"188","2010","1-pers.-HH","Urban Area","","","",""
"188","2010","1-pers.-HH","Rural Area","","","",""
"188","2010","(Married) couple without C. ","Urban Area","","","",""
"188","2010","(Married) couple without C. ","Rural Area","","","",""
"188","2010","Single parent ","Urban Area","","","",""
"188","2010","Single parent ","Rural Area","","","",""
"188","2010","Couple + C. LE 16 ","Urban Area","","","",""
"188","2010","Couple + C. LE 16 ","Rural Area","","","",""
"188","2010","Couple + C. GT 16 ","Urban Area","","","",""
"188","2010","Couple + C. GT 16 ","Rural Area","","","",""
"188","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"188","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"195","2010","1-pers.-HH","Urban Area","","","",""
"195","2010","1-pers.-HH","Rural Area","","","",""
"195","2010","(Married) couple without C. ","Urban Area","","","",""
"195","2010","(Married) couple without C. ","Rural Area","","","",""
"195","2010","Single parent ","Urban Area","","","",""
"195","2010","Single parent ","Rural Area","","","",""
"195","2010","Couple + C. LE 16 ","Urban Area","","","",""
"195","2010","Couple + C. LE 16 ","Rural Area","","","",""
"195","2010","Couple + C. GT 16 ","Urban Area","","","",""
"195","2010","Couple + C. GT 16 ","Rural Area","","","",""
"195","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"195","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"196","2010","1-pers.-HH","Urban Area","","","",""
"196","2010","1-pers.-HH","Rural Area","","","",""
"196","2010","(Married) couple without C. ","Urban Area","","","",""
"196","2010","(Married) couple without C. ","Rural Area","","","",""
"196","2010","Single parent ","Urban Area","","","",""
"196","2010","Single parent ","Rural Area","","","",""
"196","2010","Couple + C. LE 16 ","Urban Area","","","",""
"196","2010","Couple + C. LE 16 ","Rural Area","","","",""
"196","2010","Couple + C. GT 16 ","Urban Area","","","",""
"196","2010","Couple + C. GT 16 ","Rural Area","","","",""
"196","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"196","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"999","2010","1-pers.-HH","Urban Area","","","",""
"999","2010","1-pers.-HH","Rural Area","","","",""
"999","2010","(Married) couple without C. ","Urban Area","","","",""
"999","2010","(Married) couple without C. ","Rural Area","","","",""
"999","2010","Single parent ","Urban Area","","","",""
"999","2010","Single parent ","Rural Area","","","",""
"999","2010","Couple + C. LE 16 ","Urban Area","","","",""
"999","2010","Couple + C. LE 16 ","Rural Area","","","",""
"999","2010","Couple + C. GT 16 ","Urban Area","","","",""
"999","2010","Couple + C. GT 16 ","Rural Area","","","",""
"999","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"999","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"1","2011","1-pers.-HH","Urban Area","2388","0.955066699178399","0.946892136480355","0.963241261876443"
"1","2011","1-pers.-HH","Rural Area","1117","0.977334616168283","0.96866443729783","0.986004795038736"
"1","2011","(Married) couple without C. ","Urban Area","4997","0.925753481589574","0.918644773720618","0.932862189458531"
"1","2011","(Married) couple without C. ","Rural Area","2854","0.952375092143103","0.944655746358514","0.960094437927693"
"1","2011","Single parent ","Urban Area","1872","0.915914860399455","0.903684982396193","0.928144738402718"
"1","2011","Single parent ","Rural Area","1013","0.961773157691533","0.950063343139219","0.973482972243846"
"1","2011","Couple + C. LE 16 ","Urban Area","4606","0.835951560666364","0.825895045328511","0.846008076004216"
"1","2011","Couple + C. LE 16 ","Rural Area","2669","0.927725081266564","0.918142442583161","0.937307719949967"
"1","2011","Couple + C. GT 16 ","Urban Area","2036","0.889269992813582","0.876067142269923","0.902472843357241"
"1","2011","Couple + C. GT 16 ","Rural Area","1217","0.950483827481468","0.938438046307822","0.962529608655113"
"1","2011","Couple + C. LE and GT 16","Urban Area","1200","0.807244029244477","0.786647267989334","0.827840790499619"
"1","2011","Couple + C. LE and GT 16","Rural Area","857","0.876272559096305","0.854867384703998","0.897677733488611"
"2","2011","1-pers.-HH","Urban Area","12","","",""
"2","2011","1-pers.-HH","Rural Area","","","",""
"2","2011","(Married) couple without C. ","Urban Area","38","0.0126693692920793","0.00963677895635844","0.0157019596278002"
"2","2011","(Married) couple without C. ","Rural Area","8","","",""
"2","2011","Single parent ","Urban Area","19","","",""
"2","2011","Single parent ","Rural Area","2","","",""
"2","2011","Couple + C. LE 16 ","Urban Area","132","0.0344323679016563","0.0294807661633061","0.0393839696400064"
"2","2011","Couple + C. LE 16 ","Rural Area","19","","",""
"2","2011","Couple + C. GT 16 ","Urban Area","39","0.0331189721244639","0.0255898703420443","0.0406480739068836"
"2","2011","Couple + C. GT 16 ","Rural Area","","","",""
"2","2011","Couple + C. LE and GT 16","Urban Area","77","0.0799551205922445","0.0657932623758141","0.0941169788086748"
"2","2011","Couple + C. LE and GT 16","Rural Area","19","","",""
"3","2011","1-pers.-HH","Urban Area","1","","",""
"3","2011","1-pers.-HH","Rural Area","1","","",""
"3","2011","(Married) couple without C. ","Urban Area","1","","",""
"3","2011","(Married) couple without C. ","Rural Area","","","",""
"3","2011","Single parent ","Urban Area","","","",""
"3","2011","Single parent ","Rural Area","2","","",""
"3","2011","Couple + C. LE 16 ","Urban Area","5","","",""
"3","2011","Couple + C. LE 16 ","Rural Area","7","","",""
"3","2011","Couple + C. GT 16 ","Urban Area","","","",""
"3","2011","Couple + C. GT 16 ","Rural Area","","","",""
"3","2011","Couple + C. LE and GT 16","Urban Area","3","","",""
"3","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"4","2011","1-pers.-HH","Urban Area","3","","",""
"4","2011","1-pers.-HH","Rural Area","","","",""
"4","2011","(Married) couple without C. ","Urban Area","16","","",""
"4","2011","(Married) couple without C. ","Rural Area","","","",""
"4","2011","Single parent ","Urban Area","6","","",""
"4","2011","Single parent ","Rural Area","","","",""
"4","2011","Couple + C. LE 16 ","Urban Area","26","","",""
"4","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"4","2011","Couple + C. GT 16 ","Urban Area","13","","",""
"4","2011","Couple + C. GT 16 ","Rural Area","4","","",""
"4","2011","Couple + C. LE and GT 16","Urban Area","16","","",""
"4","2011","Couple + C. LE and GT 16","Rural Area","1","","",""
"5","2011","1-pers.-HH","Urban Area","15","","",""
"5","2011","1-pers.-HH","Rural Area","3","","",""
"5","2011","(Married) couple without C. ","Urban Area","37","0.00998387658955847","0.00728815101121331","0.0126796021679036"
"5","2011","(Married) couple without C. ","Rural Area","9","","",""
"5","2011","Single parent ","Urban Area","11","","",""
"5","2011","Single parent ","Rural Area","3","","",""
"5","2011","Couple + C. LE 16 ","Urban Area","54","0.0139383680530839","0.0107546917367489","0.0171220443694189"
"5","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"5","2011","Couple + C. GT 16 ","Urban Area","14","","",""
"5","2011","Couple + C. GT 16 ","Rural Area","7","","",""
"5","2011","Couple + C. LE and GT 16","Urban Area","34","0.0322664322047968","0.0230397413257825","0.0414931230838111"
"5","2011","Couple + C. LE and GT 16","Rural Area","2","","",""
"6","2011","1-pers.-HH","Urban Area","5","","",""
"6","2011","1-pers.-HH","Rural Area","","","",""
"6","2011","(Married) couple without C. ","Urban Area","13","","",""
"6","2011","(Married) couple without C. ","Rural Area","","","",""
"6","2011","Single parent ","Urban Area","6","","",""
"6","2011","Single parent ","Rural Area","","","",""
"6","2011","Couple + C. LE 16 ","Urban Area","11","","",""
"6","2011","Couple + C. LE 16 ","Rural Area","6","","",""
"6","2011","Couple + C. GT 16 ","Urban Area","4","","",""
"6","2011","Couple + C. GT 16 ","Rural Area","","","",""
"6","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"6","2011","Couple + C. LE and GT 16","Rural Area","2","","",""
"10","2011","1-pers.-HH","Urban Area","4","","",""
"10","2011","1-pers.-HH","Rural Area","3","","",""
"10","2011","(Married) couple without C. ","Urban Area","11","","",""
"10","2011","(Married) couple without C. ","Rural Area","5","","",""
"10","2011","Single parent ","Urban Area","3","","",""
"10","2011","Single parent ","Rural Area","","","",""
"10","2011","Couple + C. LE 16 ","Urban Area","13","","",""
"10","2011","Couple + C. LE 16 ","Rural Area","4","","",""
"10","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"10","2011","Couple + C. GT 16 ","Rural Area","5","","",""
"10","2011","Couple + C. LE and GT 16","Urban Area","2","","",""
"10","2011","Couple + C. LE and GT 16","Rural Area","1","","",""
"11","2011","1-pers.-HH","Urban Area","1","","",""
"11","2011","1-pers.-HH","Rural Area","","","",""
"11","2011","(Married) couple without C. ","Urban Area","5","","",""
"11","2011","(Married) couple without C. ","Rural Area","1","","",""
"11","2011","Single parent ","Urban Area","3","","",""
"11","2011","Single parent ","Rural Area","","","",""
"11","2011","Couple + C. LE 16 ","Urban Area","16","","",""
"11","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"11","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"11","2011","Couple + C. GT 16 ","Rural Area","1","","",""
"11","2011","Couple + C. LE and GT 16","Urban Area","2","","",""
"11","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"12","2011","1-pers.-HH","Urban Area","","","",""
"12","2011","1-pers.-HH","Rural Area","","","",""
"12","2011","(Married) couple without C. ","Urban Area","","","",""
"12","2011","(Married) couple without C. ","Rural Area","","","",""
"12","2011","Single parent ","Urban Area","","","",""
"12","2011","Single parent ","Rural Area","","","",""
"12","2011","Couple + C. LE 16 ","Urban Area","","","",""
"12","2011","Couple + C. LE 16 ","Rural Area","","","",""
"12","2011","Couple + C. GT 16 ","Urban Area","","","",""
"12","2011","Couple + C. GT 16 ","Rural Area","","","",""
"12","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"12","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"13","2011","1-pers.-HH","Urban Area","","","",""
"13","2011","1-pers.-HH","Rural Area","","","",""
"13","2011","(Married) couple without C. ","Urban Area","2","","",""
"13","2011","(Married) couple without C. ","Rural Area","2","","",""
"13","2011","Single parent ","Urban Area","4","","",""
"13","2011","Single parent ","Rural Area","","","",""
"13","2011","Couple + C. LE 16 ","Urban Area","2","","",""
"13","2011","Couple + C. LE 16 ","Rural Area","2","","",""
"13","2011","Couple + C. GT 16 ","Urban Area","","","",""
"13","2011","Couple + C. GT 16 ","Rural Area","1","","",""
"13","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"13","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"14","2011","1-pers.-HH","Urban Area","2","","",""
"14","2011","1-pers.-HH","Rural Area","2","","",""
"14","2011","(Married) couple without C. ","Urban Area","3","","",""
"14","2011","(Married) couple without C. ","Rural Area","4","","",""
"14","2011","Single parent ","Urban Area","2","","",""
"14","2011","Single parent ","Rural Area","","","",""
"14","2011","Couple + C. LE 16 ","Urban Area","11","","",""
"14","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"14","2011","Couple + C. GT 16 ","Urban Area","2","","",""
"14","2011","Couple + C. GT 16 ","Rural Area","","","",""
"14","2011","Couple + C. LE and GT 16","Urban Area","4","","",""
"14","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"15","2011","1-pers.-HH","Urban Area","","","",""
"15","2011","1-pers.-HH","Rural Area","","","",""
"15","2011","(Married) couple without C. ","Urban Area","1","","",""
"15","2011","(Married) couple without C. ","Rural Area","","","",""
"15","2011","Single parent ","Urban Area","","","",""
"15","2011","Single parent ","Rural Area","","","",""
"15","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"15","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"15","2011","Couple + C. GT 16 ","Urban Area","","","",""
"15","2011","Couple + C. GT 16 ","Rural Area","","","",""
"15","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"15","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"16","2011","1-pers.-HH","Urban Area","","","",""
"16","2011","1-pers.-HH","Rural Area","","","",""
"16","2011","(Married) couple without C. ","Urban Area","","","",""
"16","2011","(Married) couple without C. ","Rural Area","","","",""
"16","2011","Single parent ","Urban Area","","","",""
"16","2011","Single parent ","Rural Area","","","",""
"16","2011","Couple + C. LE 16 ","Urban Area","2","","",""
"16","2011","Couple + C. LE 16 ","Rural Area","","","",""
"16","2011","Couple + C. GT 16 ","Urban Area","","","",""
"16","2011","Couple + C. GT 16 ","Rural Area","","","",""
"16","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"16","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"17","2011","1-pers.-HH","Urban Area","","","",""
"17","2011","1-pers.-HH","Rural Area","","","",""
"17","2011","(Married) couple without C. ","Urban Area","2","","",""
"17","2011","(Married) couple without C. ","Rural Area","","","",""
"17","2011","Single parent ","Urban Area","1","","",""
"17","2011","Single parent ","Rural Area","","","",""
"17","2011","Couple + C. LE 16 ","Urban Area","","","",""
"17","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"17","2011","Couple + C. GT 16 ","Urban Area","","","",""
"17","2011","Couple + C. GT 16 ","Rural Area","","","",""
"17","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"17","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"18","2011","1-pers.-HH","Urban Area","","","",""
"18","2011","1-pers.-HH","Rural Area","1","","",""
"18","2011","(Married) couple without C. ","Urban Area","5","","",""
"18","2011","(Married) couple without C. ","Rural Area","2","","",""
"18","2011","Single parent ","Urban Area","1","","",""
"18","2011","Single parent ","Rural Area","1","","",""
"18","2011","Couple + C. LE 16 ","Urban Area","15","","",""
"18","2011","Couple + C. LE 16 ","Rural Area","","","",""
"18","2011","Couple + C. GT 16 ","Urban Area","2","","",""
"18","2011","Couple + C. GT 16 ","Rural Area","","","",""
"18","2011","Couple + C. LE and GT 16","Urban Area","1","","",""
"18","2011","Couple + C. LE and GT 16","Rural Area","1","","",""
"19","2011","1-pers.-HH","Urban Area","2","","",""
"19","2011","1-pers.-HH","Rural Area","","","",""
"19","2011","(Married) couple without C. ","Urban Area","1","","",""
"19","2011","(Married) couple without C. ","Rural Area","2","","",""
"19","2011","Single parent ","Urban Area","2","","",""
"19","2011","Single parent ","Rural Area","","","",""
"19","2011","Couple + C. LE 16 ","Urban Area","5","","",""
"19","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"19","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"19","2011","Couple + C. GT 16 ","Rural Area","","","",""
"19","2011","Couple + C. LE and GT 16","Urban Area","1","","",""
"19","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"20","2011","1-pers.-HH","Urban Area","","","",""
"20","2011","1-pers.-HH","Rural Area","","","",""
"20","2011","(Married) couple without C. ","Urban Area","","","",""
"20","2011","(Married) couple without C. ","Rural Area","","","",""
"20","2011","Single parent ","Urban Area","","","",""
"20","2011","Single parent ","Rural Area","","","",""
"20","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"20","2011","Couple + C. LE 16 ","Rural Area","","","",""
"20","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"20","2011","Couple + C. GT 16 ","Rural Area","","","",""
"20","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"20","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"21","2011","1-pers.-HH","Urban Area","2","","",""
"21","2011","1-pers.-HH","Rural Area","","","",""
"21","2011","(Married) couple without C. ","Urban Area","2","","",""
"21","2011","(Married) couple without C. ","Rural Area","1","","",""
"21","2011","Single parent ","Urban Area","3","","",""
"21","2011","Single parent ","Rural Area","2","","",""
"21","2011","Couple + C. LE 16 ","Urban Area","7","","",""
"21","2011","Couple + C. LE 16 ","Rural Area","5","","",""
"21","2011","Couple + C. GT 16 ","Urban Area","","","",""
"21","2011","Couple + C. GT 16 ","Rural Area","2","","",""
"21","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"21","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"22","2011","1-pers.-HH","Urban Area","1","","",""
"22","2011","1-pers.-HH","Rural Area","","","",""
"22","2011","(Married) couple without C. ","Urban Area","2","","",""
"22","2011","(Married) couple without C. ","Rural Area","2","","",""
"22","2011","Single parent ","Urban Area","7","","",""
"22","2011","Single parent ","Rural Area","1","","",""
"22","2011","Couple + C. LE 16 ","Urban Area","20","","",""
"22","2011","Couple + C. LE 16 ","Rural Area","10","","",""
"22","2011","Couple + C. GT 16 ","Urban Area","3","","",""
"22","2011","Couple + C. GT 16 ","Rural Area","3","","",""
"22","2011","Couple + C. LE and GT 16","Urban Area","3","","",""
"22","2011","Couple + C. LE and GT 16","Rural Area","2","","",""
"23","2011","1-pers.-HH","Urban Area","1","","",""
"23","2011","1-pers.-HH","Rural Area","","","",""
"23","2011","(Married) couple without C. ","Urban Area","","","",""
"23","2011","(Married) couple without C. ","Rural Area","","","",""
"23","2011","Single parent ","Urban Area","","","",""
"23","2011","Single parent ","Rural Area","","","",""
"23","2011","Couple + C. LE 16 ","Urban Area","","","",""
"23","2011","Couple + C. LE 16 ","Rural Area","","","",""
"23","2011","Couple + C. GT 16 ","Urban Area","","","",""
"23","2011","Couple + C. GT 16 ","Rural Area","","","",""
"23","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"23","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"24","2011","1-pers.-HH","Urban Area","1","","",""
"24","2011","1-pers.-HH","Rural Area","","","",""
"24","2011","(Married) couple without C. ","Urban Area","","","",""
"24","2011","(Married) couple without C. ","Rural Area","","","",""
"24","2011","Single parent ","Urban Area","","","",""
"24","2011","Single parent ","Rural Area","","","",""
"24","2011","Couple + C. LE 16 ","Urban Area","5","","",""
"24","2011","Couple + C. LE 16 ","Rural Area","","","",""
"24","2011","Couple + C. GT 16 ","Urban Area","","","",""
"24","2011","Couple + C. GT 16 ","Rural Area","","","",""
"24","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"24","2011","Couple + C. LE and GT 16","Rural Area","1","","",""
"25","2011","1-pers.-HH","Urban Area","","","",""
"25","2011","1-pers.-HH","Rural Area","","","",""
"25","2011","(Married) couple without C. ","Urban Area","","","",""
"25","2011","(Married) couple without C. ","Rural Area","","","",""
"25","2011","Single parent ","Urban Area","","","",""
"25","2011","Single parent ","Rural Area","","","",""
"25","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"25","2011","Couple + C. LE 16 ","Rural Area","","","",""
"25","2011","Couple + C. GT 16 ","Urban Area","3","","",""
"25","2011","Couple + C. GT 16 ","Rural Area","1","","",""
"25","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"25","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"26","2011","1-pers.-HH","Urban Area","1","","",""
"26","2011","1-pers.-HH","Rural Area","","","",""
"26","2011","(Married) couple without C. ","Urban Area","3","","",""
"26","2011","(Married) couple without C. ","Rural Area","1","","",""
"26","2011","Single parent ","Urban Area","2","","",""
"26","2011","Single parent ","Rural Area","","","",""
"26","2011","Couple + C. LE 16 ","Urban Area","5","","",""
"26","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"26","2011","Couple + C. GT 16 ","Urban Area","","","",""
"26","2011","Couple + C. GT 16 ","Rural Area","","","",""
"26","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"26","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"27","2011","1-pers.-HH","Urban Area","1","","",""
"27","2011","1-pers.-HH","Rural Area","","","",""
"27","2011","(Married) couple without C. ","Urban Area","","","",""
"27","2011","(Married) couple without C. ","Rural Area","","","",""
"27","2011","Single parent ","Urban Area","","","",""
"27","2011","Single parent ","Rural Area","","","",""
"27","2011","Couple + C. LE 16 ","Urban Area","","","",""
"27","2011","Couple + C. LE 16 ","Rural Area","","","",""
"27","2011","Couple + C. GT 16 ","Urban Area","","","",""
"27","2011","Couple + C. GT 16 ","Rural Area","","","",""
"27","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"27","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"28","2011","1-pers.-HH","Urban Area","2","","",""
"28","2011","1-pers.-HH","Rural Area","","","",""
"28","2011","(Married) couple without C. ","Urban Area","2","","",""
"28","2011","(Married) couple without C. ","Rural Area","","","",""
"28","2011","Single parent ","Urban Area","2","","",""
"28","2011","Single parent ","Rural Area","","","",""
"28","2011","Couple + C. LE 16 ","Urban Area","14","","",""
"28","2011","Couple + C. LE 16 ","Rural Area","","","",""
"28","2011","Couple + C. GT 16 ","Urban Area","","","",""
"28","2011","Couple + C. GT 16 ","Rural Area","","","",""
"28","2011","Couple + C. LE and GT 16","Urban Area","4","","",""
"28","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"29","2011","1-pers.-HH","Urban Area","","","",""
"29","2011","1-pers.-HH","Rural Area","","","",""
"29","2011","(Married) couple without C. ","Urban Area","1","","",""
"29","2011","(Married) couple without C. ","Rural Area","","","",""
"29","2011","Single parent ","Urban Area","","","",""
"29","2011","Single parent ","Rural Area","","","",""
"29","2011","Couple + C. LE 16 ","Urban Area","7","","",""
"29","2011","Couple + C. LE 16 ","Rural Area","","","",""
"29","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"29","2011","Couple + C. GT 16 ","Rural Area","","","",""
"29","2011","Couple + C. LE and GT 16","Urban Area","1","","",""
"29","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"30","2011","1-pers.-HH","Urban Area","","","",""
"30","2011","1-pers.-HH","Rural Area","","","",""
"30","2011","(Married) couple without C. ","Urban Area","","","",""
"30","2011","(Married) couple without C. ","Rural Area","","","",""
"30","2011","Single parent ","Urban Area","","","",""
"30","2011","Single parent ","Rural Area","","","",""
"30","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"30","2011","Couple + C. LE 16 ","Rural Area","","","",""
"30","2011","Couple + C. GT 16 ","Urban Area","","","",""
"30","2011","Couple + C. GT 16 ","Rural Area","","","",""
"30","2011","Couple + C. LE and GT 16","Urban Area","3","","",""
"30","2011","Couple + C. LE and GT 16","Rural Area","","","",""
