"pgnation","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"29","1984","35-65 y.","Female","1","","",""
"29","1984","66 and older","Male","","","",""
"29","1984","66 and older","Female","","","",""
"30","1984","16-34 y.","Male","","","",""
"30","1984","16-34 y.","Female","","","",""
"30","1984","35-65 y.","Male","","","",""
"30","1984","35-65 y.","Female","","","",""
"30","1984","66 and older","Male","","","",""
"30","1984","66 and older","Female","","","",""
"31","1984","16-34 y.","Male","","","",""
"31","1984","16-34 y.","Female","2","","",""
"31","1984","35-65 y.","Male","","","",""
"31","1984","35-65 y.","Female","1","","",""
"31","1984","66 and older","Male","","","",""
"31","1984","66 and older","Female","","","",""
"32","1984","16-34 y.","Male","","","",""
"32","1984","16-34 y.","Female","","","",""
"32","1984","35-65 y.","Male","","","",""
"32","1984","35-65 y.","Female","","","",""
"32","1984","66 and older","Male","","","",""
"32","1984","66 and older","Female","","","",""
"34","1984","16-34 y.","Male","1","","",""
"34","1984","16-34 y.","Female","2","","",""
"34","1984","35-65 y.","Male","","","",""
"34","1984","35-65 y.","Female","1","","",""
"34","1984","66 and older","Male","","","",""
"34","1984","66 and older","Female","","","",""
"35","1984","16-34 y.","Male","","","",""
"35","1984","16-34 y.","Female","","","",""
"35","1984","35-65 y.","Male","","","",""
"35","1984","35-65 y.","Female","","","",""
"35","1984","66 and older","Male","","","",""
"35","1984","66 and older","Female","","","",""
"36","1984","16-34 y.","Male","","","",""
"36","1984","16-34 y.","Female","1","","",""
"36","1984","35-65 y.","Male","","","",""
"36","1984","35-65 y.","Female","","","",""
"36","1984","66 and older","Male","","","",""
"36","1984","66 and older","Female","","","",""
"37","1984","16-34 y.","Male","","","",""
"37","1984","16-34 y.","Female","","","",""
"37","1984","35-65 y.","Male","","","",""
"37","1984","35-65 y.","Female","","","",""
"37","1984","66 and older","Male","","","",""
"37","1984","66 and older","Female","","","",""
"38","1984","16-34 y.","Male","","","",""
"38","1984","16-34 y.","Female","","","",""
"38","1984","35-65 y.","Male","","","",""
"38","1984","35-65 y.","Female","2","","",""
"38","1984","66 and older","Male","","","",""
"38","1984","66 and older","Female","","","",""
"39","1984","16-34 y.","Male","1","","",""
"39","1984","16-34 y.","Female","","","",""
"39","1984","35-65 y.","Male","","","",""
"39","1984","35-65 y.","Female","","","",""
"39","1984","66 and older","Male","","","",""
"39","1984","66 and older","Female","","","",""
"40","1984","16-34 y.","Male","","","",""
"40","1984","16-34 y.","Female","","","",""
"40","1984","35-65 y.","Male","","","",""
"40","1984","35-65 y.","Female","1","","",""
"40","1984","66 and older","Male","","","",""
"40","1984","66 and older","Female","","","",""
"41","1984","16-34 y.","Male","","","",""
"41","1984","16-34 y.","Female","","","",""
"41","1984","35-65 y.","Male","1","","",""
"41","1984","35-65 y.","Female","","","",""
"41","1984","66 and older","Male","","","",""
"41","1984","66 and older","Female","","","",""
"42","1984","16-34 y.","Male","1","","",""
"42","1984","16-34 y.","Female","","","",""
"42","1984","35-65 y.","Male","","","",""
"42","1984","35-65 y.","Female","","","",""
"42","1984","66 and older","Male","","","",""
"42","1984","66 and older","Female","","","",""
"43","1984","16-34 y.","Male","1","","",""
"43","1984","16-34 y.","Female","1","","",""
"43","1984","35-65 y.","Male","","","",""
"43","1984","35-65 y.","Female","","","",""
"43","1984","66 and older","Male","","","",""
"43","1984","66 and older","Female","","","",""
"44","1984","16-34 y.","Male","","","",""
"44","1984","16-34 y.","Female","","","",""
"44","1984","35-65 y.","Male","","","",""
"44","1984","35-65 y.","Female","","","",""
"44","1984","66 and older","Male","","","",""
"44","1984","66 and older","Female","","","",""
"45","1984","16-34 y.","Male","","","",""
"45","1984","16-34 y.","Female","","","",""
"45","1984","35-65 y.","Male","","","",""
"45","1984","35-65 y.","Female","","","",""
"45","1984","66 and older","Male","","","",""
"45","1984","66 and older","Female","","","",""
"46","1984","16-34 y.","Male","","","",""
"46","1984","16-34 y.","Female","","","",""
"46","1984","35-65 y.","Male","","","",""
"46","1984","35-65 y.","Female","","","",""
"46","1984","66 and older","Male","","","",""
"46","1984","66 and older","Female","","","",""
"47","1984","16-34 y.","Male","","","",""
"47","1984","16-34 y.","Female","","","",""
"47","1984","35-65 y.","Male","","","",""
"47","1984","35-65 y.","Female","","","",""
"47","1984","66 and older","Male","","","",""
"47","1984","66 and older","Female","","","",""
"48","1984","16-34 y.","Male","","","",""
"48","1984","16-34 y.","Female","","","",""
"48","1984","35-65 y.","Male","","","",""
"48","1984","35-65 y.","Female","","","",""
"48","1984","66 and older","Male","","","",""
"48","1984","66 and older","Female","","","",""
"49","1984","16-34 y.","Male","","","",""
"49","1984","16-34 y.","Female","","","",""
"49","1984","35-65 y.","Male","","","",""
"49","1984","35-65 y.","Female","","","",""
"49","1984","66 and older","Male","","","",""
"49","1984","66 and older","Female","","","",""
"50","1984","16-34 y.","Male","","","",""
"50","1984","16-34 y.","Female","","","",""
"50","1984","35-65 y.","Male","","","",""
"50","1984","35-65 y.","Female","","","",""
"50","1984","66 and older","Male","","","",""
"50","1984","66 and older","Female","","","",""
"51","1984","16-34 y.","Male","","","",""
"51","1984","16-34 y.","Female","","","",""
"51","1984","35-65 y.","Male","","","",""
"51","1984","35-65 y.","Female","","","",""
"51","1984","66 and older","Male","","","",""
"51","1984","66 and older","Female","","","",""
"52","1984","16-34 y.","Male","","","",""
"52","1984","16-34 y.","Female","","","",""
"52","1984","35-65 y.","Male","","","",""
"52","1984","35-65 y.","Female","","","",""
"52","1984","66 and older","Male","","","",""
"52","1984","66 and older","Female","","","",""
"53","1984","16-34 y.","Male","","","",""
"53","1984","16-34 y.","Female","","","",""
"53","1984","35-65 y.","Male","","","",""
"53","1984","35-65 y.","Female","","","",""
"53","1984","66 and older","Male","","","",""
"53","1984","66 and older","Female","","","",""
"54","1984","16-34 y.","Male","","","",""
"54","1984","16-34 y.","Female","","","",""
"54","1984","35-65 y.","Male","","","",""
"54","1984","35-65 y.","Female","","","",""
"54","1984","66 and older","Male","","","",""
"54","1984","66 and older","Female","","","",""
"55","1984","16-34 y.","Male","","","",""
"55","1984","16-34 y.","Female","","","",""
"55","1984","35-65 y.","Male","","","",""
"55","1984","35-65 y.","Female","","","",""
"55","1984","66 and older","Male","","","",""
"55","1984","66 and older","Female","","","",""
"56","1984","16-34 y.","Male","","","",""
"56","1984","16-34 y.","Female","","","",""
"56","1984","35-65 y.","Male","","","",""
"56","1984","35-65 y.","Female","","","",""
"56","1984","66 and older","Male","","","",""
"56","1984","66 and older","Female","","","",""
"59","1984","16-34 y.","Male","","","",""
"59","1984","16-34 y.","Female","","","",""
"59","1984","35-65 y.","Male","","","",""
"59","1984","35-65 y.","Female","","","",""
"59","1984","66 and older","Male","","","",""
"59","1984","66 and older","Female","","","",""
"60","1984","16-34 y.","Male","","","",""
"60","1984","16-34 y.","Female","","","",""
"60","1984","35-65 y.","Male","","","",""
"60","1984","35-65 y.","Female","","","",""
"60","1984","66 and older","Male","","","",""
"60","1984","66 and older","Female","","","",""
"61","1984","16-34 y.","Male","","","",""
"61","1984","16-34 y.","Female","","","",""
"61","1984","35-65 y.","Male","","","",""
"61","1984","35-65 y.","Female","","","",""
"61","1984","66 and older","Male","","","",""
"61","1984","66 and older","Female","","","",""
"64","1984","16-34 y.","Male","","","",""
"64","1984","16-34 y.","Female","","","",""
"64","1984","35-65 y.","Male","","","",""
"64","1984","35-65 y.","Female","","","",""
"64","1984","66 and older","Male","","","",""
"64","1984","66 and older","Female","","","",""
"65","1984","16-34 y.","Male","","","",""
"65","1984","16-34 y.","Female","","","",""
"65","1984","35-65 y.","Male","","","",""
"65","1984","35-65 y.","Female","","","",""
"65","1984","66 and older","Male","","","",""
"65","1984","66 and older","Female","","","",""
"66","1984","16-34 y.","Male","","","",""
"66","1984","16-34 y.","Female","","","",""
"66","1984","35-65 y.","Male","","","",""
"66","1984","35-65 y.","Female","","","",""
"66","1984","66 and older","Male","","","",""
"66","1984","66 and older","Female","","","",""
"67","1984","16-34 y.","Male","","","",""
"67","1984","16-34 y.","Female","","","",""
"67","1984","35-65 y.","Male","","","",""
"67","1984","35-65 y.","Female","","","",""
"67","1984","66 and older","Male","","","",""
"67","1984","66 and older","Female","","","",""
"68","1984","16-34 y.","Male","","","",""
"68","1984","16-34 y.","Female","","","",""
"68","1984","35-65 y.","Male","","","",""
"68","1984","35-65 y.","Female","","","",""
"68","1984","66 and older","Male","","","",""
"68","1984","66 and older","Female","","","",""
"71","1984","16-34 y.","Male","","","",""
"71","1984","16-34 y.","Female","","","",""
"71","1984","35-65 y.","Male","","","",""
"71","1984","35-65 y.","Female","","","",""
"71","1984","66 and older","Male","","","",""
"71","1984","66 and older","Female","","","",""
"72","1984","16-34 y.","Male","","","",""
"72","1984","16-34 y.","Female","","","",""
"72","1984","35-65 y.","Male","","","",""
"72","1984","35-65 y.","Female","","","",""
"72","1984","66 and older","Male","","","",""
"72","1984","66 and older","Female","","","",""
"73","1984","16-34 y.","Male","","","",""
"73","1984","16-34 y.","Female","","","",""
"73","1984","35-65 y.","Male","","","",""
"73","1984","35-65 y.","Female","","","",""
"73","1984","66 and older","Male","","","",""
"73","1984","66 and older","Female","","","",""
"74","1984","16-34 y.","Male","","","",""
"74","1984","16-34 y.","Female","","","",""
"74","1984","35-65 y.","Male","","","",""
"74","1984","35-65 y.","Female","","","",""
"74","1984","66 and older","Male","","","",""
"74","1984","66 and older","Female","","","",""
"75","1984","16-34 y.","Male","","","",""
"75","1984","16-34 y.","Female","","","",""
"75","1984","35-65 y.","Male","","","",""
"75","1984","35-65 y.","Female","","","",""
"75","1984","66 and older","Male","","","",""
"75","1984","66 and older","Female","","","",""
"76","1984","16-34 y.","Male","","","",""
"76","1984","16-34 y.","Female","","","",""
"76","1984","35-65 y.","Male","","","",""
"76","1984","35-65 y.","Female","","","",""
"76","1984","66 and older","Male","","","",""
"76","1984","66 and older","Female","","","",""
"77","1984","16-34 y.","Male","","","",""
"77","1984","16-34 y.","Female","","","",""
"77","1984","35-65 y.","Male","","","",""
"77","1984","35-65 y.","Female","","","",""
"77","1984","66 and older","Male","","","",""
"77","1984","66 and older","Female","","","",""
"78","1984","16-34 y.","Male","","","",""
"78","1984","16-34 y.","Female","","","",""
"78","1984","35-65 y.","Male","","","",""
"78","1984","35-65 y.","Female","","","",""
"78","1984","66 and older","Male","","","",""
"78","1984","66 and older","Female","","","",""
"79","1984","16-34 y.","Male","","","",""
"79","1984","16-34 y.","Female","","","",""
"79","1984","35-65 y.","Male","","","",""
"79","1984","35-65 y.","Female","","","",""
"79","1984","66 and older","Male","","","",""
"79","1984","66 and older","Female","","","",""
"80","1984","16-34 y.","Male","","","",""
"80","1984","16-34 y.","Female","","","",""
"80","1984","35-65 y.","Male","","","",""
"80","1984","35-65 y.","Female","","","",""
"80","1984","66 and older","Male","","","",""
"80","1984","66 and older","Female","","","",""
"81","1984","16-34 y.","Male","","","",""
"81","1984","16-34 y.","Female","","","",""
"81","1984","35-65 y.","Male","","","",""
"81","1984","35-65 y.","Female","","","",""
"81","1984","66 and older","Male","","","",""
"81","1984","66 and older","Female","","","",""
"82","1984","16-34 y.","Male","","","",""
"82","1984","16-34 y.","Female","","","",""
"82","1984","35-65 y.","Male","","","",""
"82","1984","35-65 y.","Female","","","",""
"82","1984","66 and older","Male","","","",""
"82","1984","66 and older","Female","","","",""
"83","1984","16-34 y.","Male","","","",""
"83","1984","16-34 y.","Female","","","",""
"83","1984","35-65 y.","Male","","","",""
"83","1984","35-65 y.","Female","","","",""
"83","1984","66 and older","Male","","","",""
"83","1984","66 and older","Female","","","",""
"84","1984","16-34 y.","Male","","","",""
"84","1984","16-34 y.","Female","","","",""
"84","1984","35-65 y.","Male","","","",""
"84","1984","35-65 y.","Female","","","",""
"84","1984","66 and older","Male","","","",""
"84","1984","66 and older","Female","","","",""
"85","1984","16-34 y.","Male","","","",""
"85","1984","16-34 y.","Female","","","",""
"85","1984","35-65 y.","Male","","","",""
"85","1984","35-65 y.","Female","","","",""
"85","1984","66 and older","Male","","","",""
"85","1984","66 and older","Female","","","",""
"86","1984","16-34 y.","Male","","","",""
"86","1984","16-34 y.","Female","","","",""
"86","1984","35-65 y.","Male","","","",""
"86","1984","35-65 y.","Female","","","",""
"86","1984","66 and older","Male","","","",""
"86","1984","66 and older","Female","","","",""
"89","1984","16-34 y.","Male","","","",""
"89","1984","16-34 y.","Female","","","",""
"89","1984","35-65 y.","Male","","","",""
"89","1984","35-65 y.","Female","","","",""
"89","1984","66 and older","Male","","","",""
"89","1984","66 and older","Female","","","",""
"90","1984","16-34 y.","Male","","","",""
"90","1984","16-34 y.","Female","","","",""
"90","1984","35-65 y.","Male","","","",""
"90","1984","35-65 y.","Female","","","",""
"90","1984","66 and older","Male","","","",""
"90","1984","66 and older","Female","","","",""
"92","1984","16-34 y.","Male","","","",""
"92","1984","16-34 y.","Female","","","",""
"92","1984","35-65 y.","Male","","","",""
"92","1984","35-65 y.","Female","","","",""
"92","1984","66 and older","Male","","","",""
"92","1984","66 and older","Female","","","",""
"94","1984","16-34 y.","Male","","","",""
"94","1984","16-34 y.","Female","","","",""
"94","1984","35-65 y.","Male","","","",""
"94","1984","35-65 y.","Female","","","",""
"94","1984","66 and older","Male","","","",""
"94","1984","66 and older","Female","","","",""
"95","1984","16-34 y.","Male","","","",""
"95","1984","16-34 y.","Female","","","",""
"95","1984","35-65 y.","Male","","","",""
"95","1984","35-65 y.","Female","","","",""
"95","1984","66 and older","Male","","","",""
"95","1984","66 and older","Female","","","",""
"96","1984","16-34 y.","Male","","","",""
"96","1984","16-34 y.","Female","","","",""
"96","1984","35-65 y.","Male","","","",""
"96","1984","35-65 y.","Female","","","",""
"96","1984","66 and older","Male","","","",""
"96","1984","66 and older","Female","","","",""
"97","1984","16-34 y.","Male","","","",""
"97","1984","16-34 y.","Female","","","",""
"97","1984","35-65 y.","Male","","","",""
"97","1984","35-65 y.","Female","","","",""
"97","1984","66 and older","Male","","","",""
"97","1984","66 and older","Female","","","",""
"98","1984","16-34 y.","Male","1","","",""
"98","1984","16-34 y.","Female","3","","",""
"98","1984","35-65 y.","Male","2","","",""
"98","1984","35-65 y.","Female","1","","",""
"98","1984","66 and older","Male","2","","",""
"98","1984","66 and older","Female","1","","",""
"101","1984","16-34 y.","Male","","","",""
"101","1984","16-34 y.","Female","","","",""
"101","1984","35-65 y.","Male","","","",""
"101","1984","35-65 y.","Female","","","",""
"101","1984","66 and older","Male","","","",""
"101","1984","66 and older","Female","","","",""
"102","1984","16-34 y.","Male","","","",""
"102","1984","16-34 y.","Female","","","",""
"102","1984","35-65 y.","Male","","","",""
"102","1984","35-65 y.","Female","","","",""
"102","1984","66 and older","Male","","","",""
"102","1984","66 and older","Female","","","",""
"103","1984","16-34 y.","Male","","","",""
"103","1984","16-34 y.","Female","","","",""
"103","1984","35-65 y.","Male","","","",""
"103","1984","35-65 y.","Female","","","",""
"103","1984","66 and older","Male","","","",""
"103","1984","66 and older","Female","","","",""
"105","1984","16-34 y.","Male","","","",""
"105","1984","16-34 y.","Female","","","",""
"105","1984","35-65 y.","Male","","","",""
"105","1984","35-65 y.","Female","","","",""
"105","1984","66 and older","Male","","","",""
"105","1984","66 and older","Female","","","",""
"108","1984","16-34 y.","Male","","","",""
"108","1984","16-34 y.","Female","","","",""
"108","1984","35-65 y.","Male","","","",""
"108","1984","35-65 y.","Female","","","",""
"108","1984","66 and older","Male","","","",""
"108","1984","66 and older","Female","","","",""
"110","1984","16-34 y.","Male","","","",""
"110","1984","16-34 y.","Female","","","",""
"110","1984","35-65 y.","Male","","","",""
"110","1984","35-65 y.","Female","","","",""
"110","1984","66 and older","Male","","","",""
"110","1984","66 and older","Female","","","",""
"111","1984","16-34 y.","Male","","","",""
"111","1984","16-34 y.","Female","","","",""
"111","1984","35-65 y.","Male","","","",""
"111","1984","35-65 y.","Female","","","",""
"111","1984","66 and older","Male","","","",""
"111","1984","66 and older","Female","","","",""
"113","1984","16-34 y.","Male","","","",""
"113","1984","16-34 y.","Female","","","",""
"113","1984","35-65 y.","Male","","","",""
"113","1984","35-65 y.","Female","","","",""
"113","1984","66 and older","Male","","","",""
"113","1984","66 and older","Female","","","",""
"116","1984","16-34 y.","Male","","","",""
"116","1984","16-34 y.","Female","","","",""
"116","1984","35-65 y.","Male","","","",""
"116","1984","35-65 y.","Female","","","",""
"116","1984","66 and older","Male","","","",""
"116","1984","66 and older","Female","","","",""
"117","1984","16-34 y.","Male","","","",""
"117","1984","16-34 y.","Female","","","",""
"117","1984","35-65 y.","Male","","","",""
"117","1984","35-65 y.","Female","","","",""
"117","1984","66 and older","Male","","","",""
"117","1984","66 and older","Female","","","",""
"118","1984","16-34 y.","Male","","","",""
"118","1984","16-34 y.","Female","","","",""
"118","1984","35-65 y.","Male","","","",""
"118","1984","35-65 y.","Female","","","",""
"118","1984","66 and older","Male","","","",""
"118","1984","66 and older","Female","","","",""
"119","1984","16-34 y.","Male","","","",""
"119","1984","16-34 y.","Female","","","",""
"119","1984","35-65 y.","Male","","","",""
"119","1984","35-65 y.","Female","","","",""
"119","1984","66 and older","Male","","","",""
"119","1984","66 and older","Female","","","",""
"120","1984","16-34 y.","Male","","","",""
"120","1984","16-34 y.","Female","","","",""
"120","1984","35-65 y.","Male","","","",""
"120","1984","35-65 y.","Female","","","",""
"120","1984","66 and older","Male","","","",""
"120","1984","66 and older","Female","","","",""
"121","1984","16-34 y.","Male","","","",""
"121","1984","16-34 y.","Female","","","",""
"121","1984","35-65 y.","Male","","","",""
"121","1984","35-65 y.","Female","","","",""
"121","1984","66 and older","Male","","","",""
"121","1984","66 and older","Female","","","",""
"122","1984","16-34 y.","Male","","","",""
"122","1984","16-34 y.","Female","","","",""
"122","1984","35-65 y.","Male","","","",""
"122","1984","35-65 y.","Female","","","",""
"122","1984","66 and older","Male","","","",""
"122","1984","66 and older","Female","","","",""
"123","1984","16-34 y.","Male","","","",""
"123","1984","16-34 y.","Female","","","",""
"123","1984","35-65 y.","Male","","","",""
"123","1984","35-65 y.","Female","","","",""
"123","1984","66 and older","Male","","","",""
"123","1984","66 and older","Female","","","",""
"124","1984","16-34 y.","Male","","","",""
"124","1984","16-34 y.","Female","","","",""
"124","1984","35-65 y.","Male","","","",""
"124","1984","35-65 y.","Female","","","",""
"124","1984","66 and older","Male","","","",""
"124","1984","66 and older","Female","","","",""
"125","1984","16-34 y.","Male","","","",""
"125","1984","16-34 y.","Female","","","",""
"125","1984","35-65 y.","Male","","","",""
"125","1984","35-65 y.","Female","","","",""
"125","1984","66 and older","Male","","","",""
"125","1984","66 and older","Female","","","",""
"127","1984","16-34 y.","Male","","","",""
"127","1984","16-34 y.","Female","","","",""
"127","1984","35-65 y.","Male","","","",""
"127","1984","35-65 y.","Female","","","",""
"127","1984","66 and older","Male","","","",""
"127","1984","66 and older","Female","","","",""
"128","1984","16-34 y.","Male","","","",""
"128","1984","16-34 y.","Female","","","",""
"128","1984","35-65 y.","Male","","","",""
"128","1984","35-65 y.","Female","","","",""
"128","1984","66 and older","Male","","","",""
"128","1984","66 and older","Female","","","",""
"129","1984","16-34 y.","Male","","","",""
"129","1984","16-34 y.","Female","","","",""
"129","1984","35-65 y.","Male","","","",""
"129","1984","35-65 y.","Female","","","",""
"129","1984","66 and older","Male","","","",""
"129","1984","66 and older","Female","","","",""
"130","1984","16-34 y.","Male","","","",""
"130","1984","16-34 y.","Female","","","",""
"130","1984","35-65 y.","Male","","","",""
"130","1984","35-65 y.","Female","","","",""
"130","1984","66 and older","Male","","","",""
"130","1984","66 and older","Female","","","",""
"131","1984","16-34 y.","Male","","","",""
"131","1984","16-34 y.","Female","","","",""
"131","1984","35-65 y.","Male","","","",""
"131","1984","35-65 y.","Female","","","",""
"131","1984","66 and older","Male","","","",""
"131","1984","66 and older","Female","","","",""
"132","1984","16-34 y.","Male","","","",""
"132","1984","16-34 y.","Female","","","",""
"132","1984","35-65 y.","Male","","","",""
"132","1984","35-65 y.","Female","","","",""
"132","1984","66 and older","Male","","","",""
"132","1984","66 and older","Female","","","",""
"133","1984","16-34 y.","Male","","","",""
"133","1984","16-34 y.","Female","","","",""
