"pgnation","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"49","2002","Rural Area","Male","1","","",""
"49","2002","Rural Area","Female","","","",""
"50","2002","Urban Area","Male","1","","",""
"50","2002","Urban Area","Female","","","",""
"50","2002","Rural Area","Male","","","",""
"50","2002","Rural Area","Female","","","",""
"51","2002","Urban Area","Male","","","",""
"51","2002","Urban Area","Female","","","",""
"51","2002","Rural Area","Male","1","","",""
"51","2002","Rural Area","Female","","","",""
"52","2002","Urban Area","Male","2","","",""
"52","2002","Urban Area","Female","","","",""
"52","2002","Rural Area","Male","","","",""
"52","2002","Rural Area","Female","","","",""
"53","2002","Urban Area","Male","","","",""
"53","2002","Urban Area","Female","","","",""
"53","2002","Rural Area","Male","","","",""
"53","2002","Rural Area","Female","","","",""
"54","2002","Urban Area","Male","1","","",""
"54","2002","Urban Area","Female","","","",""
"54","2002","Rural Area","Male","","","",""
"54","2002","Rural Area","Female","1","","",""
"55","2002","Urban Area","Male","1","","",""
"55","2002","Urban Area","Female","2","","",""
"55","2002","Rural Area","Male","1","","",""
"55","2002","Rural Area","Female","1","","",""
"56","2002","Urban Area","Male","","","",""
"56","2002","Urban Area","Female","","","",""
"56","2002","Rural Area","Male","","","",""
"56","2002","Rural Area","Female","","","",""
"59","2002","Urban Area","Male","","","",""
"59","2002","Urban Area","Female","1","","",""
"59","2002","Rural Area","Male","","","",""
"59","2002","Rural Area","Female","1","","",""
"60","2002","Urban Area","Male","3","","",""
"60","2002","Urban Area","Female","1","","",""
"60","2002","Rural Area","Male","","","",""
"60","2002","Rural Area","Female","","","",""
"61","2002","Urban Area","Male","","","",""
"61","2002","Urban Area","Female","2","","",""
"61","2002","Rural Area","Male","","","",""
"61","2002","Rural Area","Female","1","","",""
"64","2002","Urban Area","Male","","","",""
"64","2002","Urban Area","Female","","","",""
"64","2002","Rural Area","Male","","","",""
"64","2002","Rural Area","Female","","","",""
"65","2002","Urban Area","Male","1","","",""
"65","2002","Urban Area","Female","2","","",""
"65","2002","Rural Area","Male","","","",""
"65","2002","Rural Area","Female","","","",""
"66","2002","Urban Area","Male","","","",""
"66","2002","Urban Area","Female","","","",""
"66","2002","Rural Area","Male","","","",""
"66","2002","Rural Area","Female","","","",""
"67","2002","Urban Area","Male","1","","",""
"67","2002","Urban Area","Female","","","",""
"67","2002","Rural Area","Male","","","",""
"67","2002","Rural Area","Female","","","",""
"68","2002","Urban Area","Male","","","",""
"68","2002","Urban Area","Female","1","","",""
"68","2002","Rural Area","Male","","","",""
"68","2002","Rural Area","Female","","","",""
"71","2002","Urban Area","Male","","","",""
"71","2002","Urban Area","Female","","","",""
"71","2002","Rural Area","Male","","","",""
"71","2002","Rural Area","Female","","","",""
"72","2002","Urban Area","Male","","","",""
"72","2002","Urban Area","Female","","","",""
"72","2002","Rural Area","Male","","","",""
"72","2002","Rural Area","Female","","","",""
"73","2002","Urban Area","Male","","","",""
"73","2002","Urban Area","Female","","","",""
"73","2002","Rural Area","Male","","","",""
"73","2002","Rural Area","Female","","","",""
"74","2002","Urban Area","Male","1","","",""
"74","2002","Urban Area","Female","3","","",""
"74","2002","Rural Area","Male","","","",""
"74","2002","Rural Area","Female","","","",""
"75","2002","Urban Area","Male","6","","",""
"75","2002","Urban Area","Female","5","","",""
"75","2002","Rural Area","Male","","","",""
"75","2002","Rural Area","Female","","","",""
"76","2002","Urban Area","Male","1","","",""
"76","2002","Urban Area","Female","1","","",""
"76","2002","Rural Area","Male","1","","",""
"76","2002","Rural Area","Female","1","","",""
"77","2002","Urban Area","Male","","","",""
"77","2002","Urban Area","Female","","","",""
"77","2002","Rural Area","Male","","","",""
"77","2002","Rural Area","Female","","","",""
"78","2002","Urban Area","Male","3","","",""
"78","2002","Urban Area","Female","5","","",""
"78","2002","Rural Area","Male","1","","",""
"78","2002","Rural Area","Female","3","","",""
"79","2002","Urban Area","Male","","","",""
"79","2002","Urban Area","Female","","","",""
"79","2002","Rural Area","Male","","","",""
"79","2002","Rural Area","Female","","","",""
"80","2002","Urban Area","Male","1","","",""
"80","2002","Urban Area","Female","","","",""
"80","2002","Rural Area","Male","","","",""
"80","2002","Rural Area","Female","","","",""
"81","2002","Urban Area","Male","1","","",""
"81","2002","Urban Area","Female","","","",""
"81","2002","Rural Area","Male","","","",""
"81","2002","Rural Area","Female","","","",""
"82","2002","Urban Area","Male","","","",""
"82","2002","Urban Area","Female","","","",""
"82","2002","Rural Area","Male","","","",""
"82","2002","Rural Area","Female","","","",""
"83","2002","Urban Area","Male","1","","",""
"83","2002","Urban Area","Female","2","","",""
"83","2002","Rural Area","Male","","","",""
"83","2002","Rural Area","Female","","","",""
"84","2002","Urban Area","Male","","","",""
"84","2002","Urban Area","Female","","","",""
"84","2002","Rural Area","Male","","","",""
"84","2002","Rural Area","Female","","","",""
"85","2002","Urban Area","Male","1","","",""
"85","2002","Urban Area","Female","1","","",""
"85","2002","Rural Area","Male","","","",""
"85","2002","Rural Area","Female","","","",""
"86","2002","Urban Area","Male","","","",""
"86","2002","Urban Area","Female","","","",""
"86","2002","Rural Area","Male","","","",""
"86","2002","Rural Area","Female","","","",""
"89","2002","Urban Area","Male","1","","",""
"89","2002","Urban Area","Female","1","","",""
"89","2002","Rural Area","Male","","","",""
"89","2002","Rural Area","Female","","","",""
"90","2002","Urban Area","Male","","","",""
"90","2002","Urban Area","Female","","","",""
"90","2002","Rural Area","Male","","","",""
"90","2002","Rural Area","Female","","","",""
"92","2002","Urban Area","Male","","","",""
"92","2002","Urban Area","Female","1","","",""
"92","2002","Rural Area","Male","","","",""
"92","2002","Rural Area","Female","","","",""
"94","2002","Urban Area","Male","","","",""
"94","2002","Urban Area","Female","","","",""
"94","2002","Rural Area","Male","","","",""
"94","2002","Rural Area","Female","","","",""
"95","2002","Urban Area","Male","","","",""
"95","2002","Urban Area","Female","","","",""
"95","2002","Rural Area","Male","","","",""
"95","2002","Rural Area","Female","","","",""
"96","2002","Urban Area","Male","","","",""
"96","2002","Urban Area","Female","","","",""
"96","2002","Rural Area","Male","","","",""
"96","2002","Rural Area","Female","","","",""
"97","2002","Urban Area","Male","","","",""
"97","2002","Urban Area","Female","","","",""
"97","2002","Rural Area","Male","","","",""
"97","2002","Rural Area","Female","","","",""
"98","2002","Urban Area","Male","","","",""
"98","2002","Urban Area","Female","2","","",""
"98","2002","Rural Area","Male","2","","",""
"98","2002","Rural Area","Female","","","",""
"101","2002","Urban Area","Male","","","",""
"101","2002","Urban Area","Female","","","",""
"101","2002","Rural Area","Male","","","",""
"101","2002","Rural Area","Female","","","",""
"102","2002","Urban Area","Male","","","",""
"102","2002","Urban Area","Female","","","",""
"102","2002","Rural Area","Male","","","",""
"102","2002","Rural Area","Female","","","",""
"103","2002","Urban Area","Male","1","","",""
"103","2002","Urban Area","Female","","","",""
"103","2002","Rural Area","Male","","","",""
"103","2002","Rural Area","Female","","","",""
"105","2002","Urban Area","Male","","","",""
"105","2002","Urban Area","Female","","","",""
"105","2002","Rural Area","Male","","","",""
"105","2002","Rural Area","Female","","","",""
"108","2002","Urban Area","Male","","","",""
"108","2002","Urban Area","Female","","","",""
"108","2002","Rural Area","Male","","","",""
"108","2002","Rural Area","Female","","","",""
"110","2002","Urban Area","Male","","","",""
"110","2002","Urban Area","Female","","","",""
"110","2002","Rural Area","Male","","","",""
"110","2002","Rural Area","Female","","","",""
"111","2002","Urban Area","Male","","","",""
"111","2002","Urban Area","Female","","","",""
"111","2002","Rural Area","Male","","","",""
"111","2002","Rural Area","Female","","","",""
"113","2002","Urban Area","Male","","","",""
"113","2002","Urban Area","Female","","","",""
"113","2002","Rural Area","Male","","","",""
"113","2002","Rural Area","Female","","","",""
"116","2002","Urban Area","Male","3","","",""
"116","2002","Urban Area","Female","2","","",""
"116","2002","Rural Area","Male","","","",""
"116","2002","Rural Area","Female","","","",""
"117","2002","Urban Area","Male","4","","",""
"117","2002","Urban Area","Female","5","","",""
"117","2002","Rural Area","Male","","","",""
"117","2002","Rural Area","Female","1","","",""
"118","2002","Urban Area","Male","14","","",""
"118","2002","Urban Area","Female","10","","",""
"118","2002","Rural Area","Male","2","","",""
"118","2002","Rural Area","Female","","","",""
"119","2002","Urban Area","Male","41","0.00472434575498046","0.0031667374019817","0.00628195410797922"
"119","2002","Urban Area","Female","54","0.00583624901521627","0.00417144955868748","0.00750104847174507"
"119","2002","Rural Area","Male","5","","",""
"119","2002","Rural Area","Female","8","","",""
"120","2002","Urban Area","Male","27","","",""
"120","2002","Urban Area","Female","28","","",""
"120","2002","Rural Area","Male","4","","",""
"120","2002","Rural Area","Female","3","","",""
"121","2002","Urban Area","Male","7","","",""
"121","2002","Urban Area","Female","11","","",""
"121","2002","Rural Area","Male","3","","",""
"121","2002","Rural Area","Female","2","","",""
"122","2002","Urban Area","Male","5","","",""
"122","2002","Urban Area","Female","3","","",""
"122","2002","Rural Area","Male","","","",""
"122","2002","Rural Area","Female","","","",""
"123","2002","Urban Area","Male","","","",""
"123","2002","Urban Area","Female","","","",""
"123","2002","Rural Area","Male","1","","",""
"123","2002","Rural Area","Female","","","",""
"124","2002","Urban Area","Male","","","",""
"124","2002","Urban Area","Female","","","",""
"124","2002","Rural Area","Male","","","",""
"124","2002","Rural Area","Female","","","",""
"125","2002","Urban Area","Male","","","",""
"125","2002","Urban Area","Female","","","",""
"125","2002","Rural Area","Male","","","",""
"125","2002","Rural Area","Female","","","",""
"127","2002","Urban Area","Male","","","",""
"127","2002","Urban Area","Female","","","",""
"127","2002","Rural Area","Male","","","",""
"127","2002","Rural Area","Female","","","",""
"128","2002","Urban Area","Male","","","",""
"128","2002","Urban Area","Female","","","",""
"128","2002","Rural Area","Male","","","",""
"128","2002","Rural Area","Female","","","",""
"129","2002","Urban Area","Male","","","",""
"129","2002","Urban Area","Female","","","",""
"129","2002","Rural Area","Male","","","",""
"129","2002","Rural Area","Female","","","",""
"130","2002","Urban Area","Male","","","",""
"130","2002","Urban Area","Female","","","",""
"130","2002","Rural Area","Male","","","",""
"130","2002","Rural Area","Female","1","","",""
"131","2002","Urban Area","Male","","","",""
"131","2002","Urban Area","Female","","","",""
"131","2002","Rural Area","Male","","","",""
"131","2002","Rural Area","Female","","","",""
"132","2002","Urban Area","Male","","","",""
"132","2002","Urban Area","Female","1","","",""
"132","2002","Rural Area","Male","","","",""
"132","2002","Rural Area","Female","1","","",""
"133","2002","Urban Area","Male","","","",""
"133","2002","Urban Area","Female","","","",""
"133","2002","Rural Area","Male","","","",""
"133","2002","Rural Area","Female","","","",""
"135","2002","Urban Area","Male","","","",""
"135","2002","Urban Area","Female","","","",""
"135","2002","Rural Area","Male","","","",""
"135","2002","Rural Area","Female","","","",""
"138","2002","Urban Area","Male","","","",""
"138","2002","Urban Area","Female","1","","",""
"138","2002","Rural Area","Male","","","",""
"138","2002","Rural Area","Female","","","",""
"139","2002","Urban Area","Male","1","","",""
"139","2002","Urban Area","Female","","","",""
"139","2002","Rural Area","Male","","","",""
"139","2002","Rural Area","Female","","","",""
"140","2002","Urban Area","Male","8","","",""
"140","2002","Urban Area","Female","7","","",""
"140","2002","Rural Area","Male","2","","",""
"140","2002","Rural Area","Female","2","","",""
"141","2002","Urban Area","Male","","","",""
"141","2002","Urban Area","Female","","","",""
"141","2002","Rural Area","Male","","","",""
"141","2002","Rural Area","Female","","","",""
"142","2002","Urban Area","Male","","","",""
"142","2002","Urban Area","Female","","","",""
"142","2002","Rural Area","Male","","","",""
"142","2002","Rural Area","Female","","","",""
"143","2002","Urban Area","Male","","","",""
"143","2002","Urban Area","Female","","","",""
"143","2002","Rural Area","Male","","","",""
"143","2002","Rural Area","Female","","","",""
"144","2002","Urban Area","Male","","","",""
"144","2002","Urban Area","Female","","","",""
"144","2002","Rural Area","Male","","","",""
"144","2002","Rural Area","Female","","","",""
"145","2002","Urban Area","Male","","","",""
"145","2002","Urban Area","Female","","","",""
"145","2002","Rural Area","Male","","","",""
"145","2002","Rural Area","Female","","","",""
"146","2002","Urban Area","Male","","","",""
"146","2002","Urban Area","Female","","","",""
"146","2002","Rural Area","Male","","","",""
"146","2002","Rural Area","Female","","","",""
"147","2002","Urban Area","Male","1","","",""
"147","2002","Urban Area","Female","","","",""
"147","2002","Rural Area","Male","","","",""
"147","2002","Rural Area","Female","","","",""
"148","2002","Urban Area","Male","","","",""
"148","2002","Urban Area","Female","1","","",""
"148","2002","Rural Area","Male","","","",""
"148","2002","Rural Area","Female","","","",""
"149","2002","Urban Area","Male","","","",""
"149","2002","Urban Area","Female","","","",""
"149","2002","Rural Area","Male","","","",""
"149","2002","Rural Area","Female","","","",""
"151","2002","Urban Area","Male","","","",""
"151","2002","Urban Area","Female","","","",""
"151","2002","Rural Area","Male","","","",""
"151","2002","Rural Area","Female","","","",""
"152","2002","Urban Area","Male","","","",""
"152","2002","Urban Area","Female","","","",""
"152","2002","Rural Area","Male","","","",""
"152","2002","Rural Area","Female","","","",""
"154","2002","Urban Area","Male","","","",""
"154","2002","Urban Area","Female","","","",""
"154","2002","Rural Area","Male","","","",""
"154","2002","Rural Area","Female","","","",""
"155","2002","Urban Area","Male","","","",""
"155","2002","Urban Area","Female","","","",""
"155","2002","Rural Area","Male","","","",""
"155","2002","Rural Area","Female","","","",""
"156","2002","Urban Area","Male","","","",""
"156","2002","Urban Area","Female","","","",""
"156","2002","Rural Area","Male","","","",""
"156","2002","Rural Area","Female","","","",""
"158","2002","Urban Area","Male","","","",""
"158","2002","Urban Area","Female","","","",""
"158","2002","Rural Area","Male","","","",""
"158","2002","Rural Area","Female","","","",""
"162","2002","Urban Area","Male","","","",""
"162","2002","Urban Area","Female","","","",""
"162","2002","Rural Area","Male","","","",""
"162","2002","Rural Area","Female","","","",""
"164","2002","Urban Area","Male","","","",""
"164","2002","Urban Area","Female","","","",""
"164","2002","Rural Area","Male","","","",""
"164","2002","Rural Area","Female","","","",""
"165","2002","Urban Area","Male","","","",""
"165","2002","Urban Area","Female","","","",""
"165","2002","Rural Area","Male","","","",""
"165","2002","Rural Area","Female","","","",""
"166","2002","Urban Area","Male","","","",""
"166","2002","Urban Area","Female","","","",""
"166","2002","Rural Area","Male","","","",""
"166","2002","Rural Area","Female","","","",""
"167","2002","Urban Area","Male","","","",""
"167","2002","Urban Area","Female","","","",""
"167","2002","Rural Area","Male","","","",""
"167","2002","Rural Area","Female","","","",""
"168","2002","Urban Area","Male","","","",""
"168","2002","Urban Area","Female","","","",""
"168","2002","Rural Area","Male","","","",""
"168","2002","Rural Area","Female","","","",""
"169","2002","Urban Area","Male","","","",""
"169","2002","Urban Area","Female","","","",""
"169","2002","Rural Area","Male","","","",""
"169","2002","Rural Area","Female","","","",""
"172","2002","Urban Area","Male","","","",""
"172","2002","Urban Area","Female","","","",""
"172","2002","Rural Area","Male","","","",""
"172","2002","Rural Area","Female","","","",""
"173","2002","Urban Area","Male","","","",""
"173","2002","Urban Area","Female","","","",""
"173","2002","Rural Area","Male","","","",""
"173","2002","Rural Area","Female","","","",""
"178","2002","Urban Area","Male","","","",""
"178","2002","Urban Area","Female","","","",""
"178","2002","Rural Area","Male","","","",""
"178","2002","Rural Area","Female","","","",""
"181","2002","Urban Area","Male","","","",""
"181","2002","Urban Area","Female","","","",""
"181","2002","Rural Area","Male","","","",""
"181","2002","Rural Area","Female","","","",""
"183","2002","Urban Area","Male","","","",""
"183","2002","Urban Area","Female","","","",""
"183","2002","Rural Area","Male","","","",""
"183","2002","Rural Area","Female","","","",""
"188","2002","Urban Area","Male","","","",""
"188","2002","Urban Area","Female","","","",""
"188","2002","Rural Area","Male","","","",""
"188","2002","Rural Area","Female","","","",""
"195","2002","Urban Area","Male","","","",""
"195","2002","Urban Area","Female","","","",""
"195","2002","Rural Area","Male","","","",""
"195","2002","Rural Area","Female","","","",""
"196","2002","Urban Area","Male","","","",""
"196","2002","Urban Area","Female","","","",""
"196","2002","Rural Area","Male","","","",""
"196","2002","Rural Area","Female","","","",""
"999","2002","Urban Area","Male","","","",""
"999","2002","Urban Area","Female","","","",""
"999","2002","Rural Area","Male","","","",""
"999","2002","Rural Area","Female","","","",""
"1","2003","Urban Area","Male","6399","0.886752939753911","0.879418397467878","0.894087482039944"
"1","2003","Urban Area","Female","7015","0.90237651758085","0.895779600800445","0.908973434361254"
"1","2003","Rural Area","Male","3469","0.973473996734086","0.968195367252278","0.978752626215893"
"1","2003","Rural Area","Female","3673","0.965559640104503","0.959753976357962","0.971365303851044"
"2","2003","Urban Area","Male","275","0.0366227700337009","0.0322753458856679","0.0409701941817339"
"2","2003","Urban Area","Female","264","0.0305796459956467","0.026752788777518","0.0344065032137754"
"2","2003","Rural Area","Male","11","","",""
"2","2003","Rural Area","Female","16","","",""
"3","2003","Urban Area","Male","49","0.00683322109671869","0.00492652244988656","0.00873991974355082"
"3","2003","Urban Area","Female","45","0.00500512591053235","0.00343661374902861","0.0065736380720361"
"3","2003","Rural Area","Male","2","","",""
"3","2003","Rural Area","Female","6","","",""
"4","2003","Urban Area","Male","67","0.00488902902949757","0.00327465079032485","0.0065034072686703"
"4","2003","Urban Area","Female","60","0.00373937214831968","0.00238275971438974","0.00509598458224961"
"4","2003","Rural Area","Male","14","","",""
"4","2003","Rural Area","Female","12","","",""
"5","2003","Urban Area","Male","132","0.0146235204489419","0.0118451810730999","0.017401859824784"
"5","2003","Urban Area","Female","108","0.00972928051394027","0.00754761937095993","0.0119109416569206"
"5","2003","Rural Area","Male","22","","",""
"5","2003","Rural Area","Female","23","","",""
"6","2003","Urban Area","Male","35","0.00268357944254442","0.00148619959980312","0.00388095928528573"
"6","2003","Urban Area","Female","23","","",""
"6","2003","Rural Area","Male","2","","",""
"6","2003","Rural Area","Female","1","","",""
"10","2003","Urban Area","Male","20","","",""
"10","2003","Urban Area","Female","22","","",""
"10","2003","Rural Area","Male","5","","",""
"10","2003","Rural Area","Female","11","","",""
"11","2003","Urban Area","Male","9","","",""
"11","2003","Urban Area","Female","13","","",""
"11","2003","Rural Area","Male","1","","",""
"11","2003","Rural Area","Female","","","",""
"12","2003","Urban Area","Male","","","",""
"12","2003","Urban Area","Female","","","",""
"12","2003","Rural Area","Male","","","",""
"12","2003","Rural Area","Female","","","",""
"13","2003","Urban Area","Male","2","","",""
"13","2003","Urban Area","Female","2","","",""
"13","2003","Rural Area","Male","2","","",""
"13","2003","Rural Area","Female","1","","",""
"14","2003","Urban Area","Male","11","","",""
"14","2003","Urban Area","Female","5","","",""
"14","2003","Rural Area","Male","4","","",""
"14","2003","Rural Area","Female","3","","",""
"15","2003","Urban Area","Male","","","",""
"15","2003","Urban Area","Female","1","","",""
"15","2003","Rural Area","Male","","","",""
"15","2003","Rural Area","Female","","","",""
"16","2003","Urban Area","Male","","","",""
"16","2003","Urban Area","Female","","","",""
"16","2003","Rural Area","Male","","","",""
"16","2003","Rural Area","Female","","","",""
"17","2003","Urban Area","Male","1","","",""
"17","2003","Urban Area","Female","3","","",""
"17","2003","Rural Area","Male","","","",""
"17","2003","Rural Area","Female","","","",""
"18","2003","Urban Area","Male","9","","",""
"18","2003","Urban Area","Female","7","","",""
"18","2003","Rural Area","Male","2","","",""
"18","2003","Rural Area","Female","3","","",""
"19","2003","Urban Area","Male","1","","",""
"19","2003","Urban Area","Female","5","","",""
"19","2003","Rural Area","Male","","","",""
"19","2003","Rural Area","Female","1","","",""
"20","2003","Urban Area","Male","","","",""
"20","2003","Urban Area","Female","1","","",""
"20","2003","Rural Area","Male","","","",""
"20","2003","Rural Area","Female","","","",""
"21","2003","Urban Area","Male","1","","",""
"21","2003","Urban Area","Female","4","","",""
"21","2003","Rural Area","Male","","","",""
"21","2003","Rural Area","Female","1","","",""
"22","2003","Urban Area","Male","7","","",""
"22","2003","Urban Area","Female","14","","",""
"22","2003","Rural Area","Male","1","","",""
"22","2003","Rural Area","Female","8","","",""
"23","2003","Urban Area","Male","","","",""
"23","2003","Urban Area","Female","","","",""
"23","2003","Rural Area","Male","","","",""
"23","2003","Rural Area","Female","","","",""
"24","2003","Urban Area","Male","7","","",""
"24","2003","Urban Area","Female","3","","",""
"24","2003","Rural Area","Male","","","",""
"24","2003","Rural Area","Female","","","",""
"25","2003","Urban Area","Male","","","",""
"25","2003","Urban Area","Female","2","","",""
"25","2003","Rural Area","Male","","","",""
"25","2003","Rural Area","Female","","","",""
"26","2003","Urban Area","Male","2","","",""
"26","2003","Urban Area","Female","7","","",""
"26","2003","Rural Area","Male","","","",""
"26","2003","Rural Area","Female","","","",""
"27","2003","Urban Area","Male","","","",""
"27","2003","Urban Area","Female","1","","",""
"27","2003","Rural Area","Male","","","",""
"27","2003","Rural Area","Female","","","",""
"28","2003","Urban Area","Male","7","","",""
"28","2003","Urban Area","Female","8","","",""
"28","2003","Rural Area","Male","","","",""
"28","2003","Rural Area","Female","","","",""
"29","2003","Urban Area","Male","","","",""
"29","2003","Urban Area","Female","1","","",""
"29","2003","Rural Area","Male","","","",""
"29","2003","Rural Area","Female","","","",""
"30","2003","Urban Area","Male","","","",""
"30","2003","Urban Area","Female","","","",""
"30","2003","Rural Area","Male","","","",""
"30","2003","Rural Area","Female","","","",""
"31","2003","Urban Area","Male","","","",""
"31","2003","Urban Area","Female","4","","",""
"31","2003","Rural Area","Male","","","",""
"31","2003","Rural Area","Female","1","","",""
"32","2003","Urban Area","Male","8","","",""
"32","2003","Urban Area","Female","9","","",""
"32","2003","Rural Area","Male","1","","",""
"32","2003","Rural Area","Female","2","","",""
"34","2003","Urban Area","Male","","","",""
"34","2003","Urban Area","Female","","","",""
"34","2003","Rural Area","Male","","","",""
"34","2003","Rural Area","Female","","","",""
"35","2003","Urban Area","Male","","","",""
"35","2003","Urban Area","Female","","","",""
"35","2003","Rural Area","Male","","","",""
"35","2003","Rural Area","Female","","","",""
"37","2003","Urban Area","Male","","","",""
"37","2003","Urban Area","Female","","","",""
"37","2003","Rural Area","Male","","","",""
"37","2003","Rural Area","Female","","","",""
"38","2003","Urban Area","Male","","","",""
"38","2003","Urban Area","Female","2","","",""
"38","2003","Rural Area","Male","","","",""
"38","2003","Rural Area","Female","2","","",""
"39","2003","Urban Area","Male","","","",""
"39","2003","Urban Area","Female","","","",""
"39","2003","Rural Area","Male","","","",""
"39","2003","Rural Area","Female","","","",""
"40","2003","Urban Area","Male","","","",""
"40","2003","Urban Area","Female","2","","",""
"40","2003","Rural Area","Male","","","",""
"40","2003","Rural Area","Female","","","",""
"41","2003","Urban Area","Male","","","",""
"41","2003","Urban Area","Female","","","",""
"41","2003","Rural Area","Male","","","",""
"41","2003","Rural Area","Female","","","",""
"42","2003","Urban Area","Male","","","",""
"42","2003","Urban Area","Female","","","",""
"42","2003","Rural Area","Male","1","","",""
"42","2003","Rural Area","Female","","","",""
"43","2003","Urban Area","Male","","","",""
"43","2003","Urban Area","Female","1","","",""
"43","2003","Rural Area","Male","","","",""
"43","2003","Rural Area","Female","","","",""
"44","2003","Urban Area","Male","","","",""
"44","2003","Urban Area","Female","2","","",""
"44","2003","Rural Area","Male","","","",""
"44","2003","Rural Area","Female","","","",""
"45","2003","Urban Area","Male","","","",""
"45","2003","Urban Area","Female","","","",""
"45","2003","Rural Area","Male","","","",""
"45","2003","Rural Area","Female","","","",""
"46","2003","Urban Area","Male","","","",""
"46","2003","Urban Area","Female","","","",""
"46","2003","Rural Area","Male","","","",""
"46","2003","Rural Area","Female","","","",""
"47","2003","Urban Area","Male","","","",""
"47","2003","Urban Area","Female","","","",""
"47","2003","Rural Area","Male","","","",""
"47","2003","Rural Area","Female","","","",""
"48","2003","Urban Area","Male","1","","",""
"48","2003","Urban Area","Female","1","","",""
"48","2003","Rural Area","Male","","","",""
"48","2003","Rural Area","Female","","","",""
"49","2003","Urban Area","Male","1","","",""
"49","2003","Urban Area","Female","1","","",""
"49","2003","Rural Area","Male","1","","",""
"49","2003","Rural Area","Female","","","",""
"50","2003","Urban Area","Male","1","","",""
"50","2003","Urban Area","Female","","","",""
"50","2003","Rural Area","Male","","","",""
"50","2003","Rural Area","Female","","","",""
"51","2003","Urban Area","Male","","","",""
"51","2003","Urban Area","Female","","","",""
"51","2003","Rural Area","Male","1","","",""
"51","2003","Rural Area","Female","","","",""
"52","2003","Urban Area","Male","1","","",""
"52","2003","Urban Area","Female","","","",""
"52","2003","Rural Area","Male","","","",""
"52","2003","Rural Area","Female","","","",""
"53","2003","Urban Area","Male","","","",""
"53","2003","Urban Area","Female","","","",""
"53","2003","Rural Area","Male","","","",""
"53","2003","Rural Area","Female","","","",""
"54","2003","Urban Area","Male","1","","",""
"54","2003","Urban Area","Female","","","",""
"54","2003","Rural Area","Male","","","",""
"54","2003","Rural Area","Female","1","","",""
"55","2003","Urban Area","Male","","","",""
"55","2003","Urban Area","Female","2","","",""
"55","2003","Rural Area","Male","","","",""
"55","2003","Rural Area","Female","1","","",""
"56","2003","Urban Area","Male","","","",""
"56","2003","Urban Area","Female","","","",""
"56","2003","Rural Area","Male","","","",""
"56","2003","Rural Area","Female","","","",""
"59","2003","Urban Area","Male","","","",""
"59","2003","Urban Area","Female","1","","",""
"59","2003","Rural Area","Male","","","",""
"59","2003","Rural Area","Female","1","","",""
"60","2003","Urban Area","Male","3","","",""
"60","2003","Urban Area","Female","1","","",""
"60","2003","Rural Area","Male","","","",""
"60","2003","Rural Area","Female","","","",""
"61","2003","Urban Area","Male","","","",""
"61","2003","Urban Area","Female","1","","",""
"61","2003","Rural Area","Male","","","",""
"61","2003","Rural Area","Female","1","","",""
"64","2003","Urban Area","Male","","","",""
"64","2003","Urban Area","Female","","","",""
"64","2003","Rural Area","Male","","","",""
"64","2003","Rural Area","Female","","","",""
"65","2003","Urban Area","Male","1","","",""
"65","2003","Urban Area","Female","2","","",""
"65","2003","Rural Area","Male","","","",""
"65","2003","Rural Area","Female","","","",""
"66","2003","Urban Area","Male","","","",""
"66","2003","Urban Area","Female","","","",""
"66","2003","Rural Area","Male","","","",""
"66","2003","Rural Area","Female","","","",""
"67","2003","Urban Area","Male","1","","",""
"67","2003","Urban Area","Female","","","",""
"67","2003","Rural Area","Male","","","",""
"67","2003","Rural Area","Female","","","",""
"68","2003","Urban Area","Male","1","","",""
"68","2003","Urban Area","Female","","","",""
"68","2003","Rural Area","Male","","","",""
"68","2003","Rural Area","Female","","","",""
"71","2003","Urban Area","Male","","","",""
"71","2003","Urban Area","Female","","","",""
"71","2003","Rural Area","Male","","","",""
"71","2003","Rural Area","Female","","","",""
"72","2003","Urban Area","Male","","","",""
"72","2003","Urban Area","Female","","","",""
"72","2003","Rural Area","Male","","","",""
"72","2003","Rural Area","Female","","","",""
"73","2003","Urban Area","Male","","","",""
"73","2003","Urban Area","Female","","","",""
"73","2003","Rural Area","Male","","","",""
"73","2003","Rural Area","Female","","","",""
"74","2003","Urban Area","Male","","","",""
"74","2003","Urban Area","Female","2","","",""
"74","2003","Rural Area","Male","","","",""
"74","2003","Rural Area","Female","","","",""
"75","2003","Urban Area","Male","4","","",""
"75","2003","Urban Area","Female","3","","",""
"75","2003","Rural Area","Male","","","",""
"75","2003","Rural Area","Female","","","",""
"76","2003","Urban Area","Male","2","","",""
"76","2003","Urban Area","Female","2","","",""
"76","2003","Rural Area","Male","","","",""
"76","2003","Rural Area","Female","","","",""
"77","2003","Urban Area","Male","","","",""
"77","2003","Urban Area","Female","","","",""
"77","2003","Rural Area","Male","","","",""
"77","2003","Rural Area","Female","","","",""
"78","2003","Urban Area","Male","2","","",""
"78","2003","Urban Area","Female","4","","",""
"78","2003","Rural Area","Male","1","","",""
"78","2003","Rural Area","Female","3","","",""
"79","2003","Urban Area","Male","","","",""
"79","2003","Urban Area","Female","","","",""
"79","2003","Rural Area","Male","","","",""
"79","2003","Rural Area","Female","","","",""
"80","2003","Urban Area","Male","1","","",""
