"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"71","2011","West Germany","Female","2","","",""
"71","2011","East Germany","Male","","","",""
"71","2011","East Germany","Female","","","",""
"72","2011","West Germany","Male","","","",""
"72","2011","West Germany","Female","","","",""
"72","2011","East Germany","Male","","","",""
"72","2011","East Germany","Female","","","",""
"73","2011","West Germany","Male","","","",""
"73","2011","West Germany","Female","2","","",""
"73","2011","East Germany","Male","","","",""
"73","2011","East Germany","Female","","","",""
"74","2011","West Germany","Male","3","","",""
"74","2011","West Germany","Female","10","","",""
"74","2011","East Germany","Male","","","",""
"74","2011","East Germany","Female","1","","",""
"75","2011","West Germany","Male","3","","",""
"75","2011","West Germany","Female","6","","",""
"75","2011","East Germany","Male","","","",""
"75","2011","East Germany","Female","","","",""
"76","2011","West Germany","Male","6","","",""
"76","2011","West Germany","Female","5","","",""
"76","2011","East Germany","Male","","","",""
"76","2011","East Germany","Female","","","",""
"77","2011","West Germany","Male","1","","",""
"77","2011","West Germany","Female","3","","",""
"77","2011","East Germany","Male","","","",""
"77","2011","East Germany","Female","","","",""
"78","2011","West Germany","Male","10","","",""
"78","2011","West Germany","Female","18","","",""
"78","2011","East Germany","Male","","","",""
"78","2011","East Germany","Female","1","","",""
"79","2011","West Germany","Male","3","","",""
"79","2011","West Germany","Female","","","",""
"79","2011","East Germany","Male","1","","",""
"79","2011","East Germany","Female","","","",""
"80","2011","West Germany","Male","","","",""
"80","2011","West Germany","Female","","","",""
"80","2011","East Germany","Male","","","",""
"80","2011","East Germany","Female","","","",""
"81","2011","West Germany","Male","","","",""
"81","2011","West Germany","Female","","","",""
"81","2011","East Germany","Male","","","",""
"81","2011","East Germany","Female","","","",""
"82","2011","West Germany","Male","","","",""
"82","2011","West Germany","Female","","","",""
"82","2011","East Germany","Male","","","",""
"82","2011","East Germany","Female","","","",""
"83","2011","West Germany","Male","2","","",""
"83","2011","West Germany","Female","4","","",""
"83","2011","East Germany","Male","1","","",""
"83","2011","East Germany","Female","","","",""
"84","2011","West Germany","Male","","","",""
"84","2011","West Germany","Female","","","",""
"84","2011","East Germany","Male","","","",""
"84","2011","East Germany","Female","","","",""
"85","2011","West Germany","Male","2","","",""
"85","2011","West Germany","Female","2","","",""
"85","2011","East Germany","Male","","","",""
"85","2011","East Germany","Female","","","",""
"86","2011","West Germany","Male","","","",""
"86","2011","West Germany","Female","","","",""
"86","2011","East Germany","Male","","","",""
"86","2011","East Germany","Female","","","",""
"89","2011","West Germany","Male","","","",""
"89","2011","West Germany","Female","1","","",""
"89","2011","East Germany","Male","","","",""
"89","2011","East Germany","Female","","","",""
"90","2011","West Germany","Male","","","",""
"90","2011","West Germany","Female","","","",""
"90","2011","East Germany","Male","","","",""
"90","2011","East Germany","Female","","","",""
"92","2011","West Germany","Male","","","",""
"92","2011","West Germany","Female","","","",""
"92","2011","East Germany","Male","","","",""
"92","2011","East Germany","Female","","","",""
"94","2011","West Germany","Male","","","",""
"94","2011","West Germany","Female","","","",""
"94","2011","East Germany","Male","","","",""
"94","2011","East Germany","Female","","","",""
"95","2011","West Germany","Male","","","",""
"95","2011","West Germany","Female","","","",""
"95","2011","East Germany","Male","","","",""
"95","2011","East Germany","Female","","","",""
"96","2011","West Germany","Male","","","",""
"96","2011","West Germany","Female","1","","",""
"96","2011","East Germany","Male","","","",""
"96","2011","East Germany","Female","","","",""
"97","2011","West Germany","Male","","","",""
"97","2011","West Germany","Female","","","",""
"97","2011","East Germany","Male","","","",""
"97","2011","East Germany","Female","","","",""
"98","2011","West Germany","Male","7","","",""
"98","2011","West Germany","Female","5","","",""
"98","2011","East Germany","Male","2","","",""
"98","2011","East Germany","Female","1","","",""
"101","2011","West Germany","Male","","","",""
"101","2011","West Germany","Female","1","","",""
"101","2011","East Germany","Male","","","",""
"101","2011","East Germany","Female","","","",""
"102","2011","West Germany","Male","1","","",""
"102","2011","West Germany","Female","3","","",""
"102","2011","East Germany","Male","","","",""
"102","2011","East Germany","Female","","","",""
"103","2011","West Germany","Male","1","","",""
"103","2011","West Germany","Female","","","",""
"103","2011","East Germany","Male","","","",""
"103","2011","East Germany","Female","","","",""
"105","2011","West Germany","Male","1","","",""
"105","2011","West Germany","Female","","","",""
"105","2011","East Germany","Male","","","",""
"105","2011","East Germany","Female","","","",""
"108","2011","West Germany","Male","","","",""
"108","2011","West Germany","Female","1","","",""
"108","2011","East Germany","Male","","","",""
"108","2011","East Germany","Female","","","",""
"110","2011","West Germany","Male","1","","",""
"110","2011","West Germany","Female","1","","",""
"110","2011","East Germany","Male","","","",""
"110","2011","East Germany","Female","","","",""
"111","2011","West Germany","Male","","","",""
"111","2011","West Germany","Female","","","",""
"111","2011","East Germany","Male","","","",""
"111","2011","East Germany","Female","","","",""
"113","2011","West Germany","Male","","","",""
"113","2011","West Germany","Female","","","",""
"113","2011","East Germany","Male","","","",""
"113","2011","East Germany","Female","","","",""
"116","2011","West Germany","Male","3","","",""
"116","2011","West Germany","Female","2","","",""
"116","2011","East Germany","Male","","","",""
"116","2011","East Germany","Female","","","",""
"117","2011","West Germany","Male","2","","",""
"117","2011","West Germany","Female","4","","",""
"117","2011","East Germany","Male","","","",""
"117","2011","East Germany","Female","","","",""
"118","2011","West Germany","Male","26","","",""
"118","2011","West Germany","Female","17","","",""
"118","2011","East Germany","Male","1","","",""
"118","2011","East Germany","Female","","","",""
"119","2011","West Germany","Male","28","","",""
"119","2011","West Germany","Female","52","0.00740204250186468","0.00589079195367663","0.00891329305005274"
"119","2011","East Germany","Male","","","",""
"119","2011","East Germany","Female","1","","",""
"120","2011","West Germany","Male","18","","",""
"120","2011","West Germany","Female","19","","",""
"120","2011","East Germany","Male","","","",""
"120","2011","East Germany","Female","1","","",""
"121","2011","West Germany","Male","11","","",""
"121","2011","West Germany","Female","14","","",""
"121","2011","East Germany","Male","","","",""
"121","2011","East Germany","Female","","","",""
"122","2011","West Germany","Male","2","","",""
"122","2011","West Germany","Female","5","","",""
"122","2011","East Germany","Male","","","",""
"122","2011","East Germany","Female","","","",""
"123","2011","West Germany","Male","2","","",""
"123","2011","West Germany","Female","6","","",""
"123","2011","East Germany","Male","1","","",""
"123","2011","East Germany","Female","","","",""
"124","2011","West Germany","Male","","","",""
"124","2011","West Germany","Female","","","",""
"124","2011","East Germany","Male","","","",""
"124","2011","East Germany","Female","","","",""
"125","2011","West Germany","Male","","","",""
"125","2011","West Germany","Female","","","",""
"125","2011","East Germany","Male","","","",""
"125","2011","East Germany","Female","","","",""
"127","2011","West Germany","Male","","","",""
"127","2011","West Germany","Female","","","",""
"127","2011","East Germany","Male","","","",""
"127","2011","East Germany","Female","","","",""
"128","2011","West Germany","Male","","","",""
"128","2011","West Germany","Female","","","",""
"128","2011","East Germany","Male","","","",""
"128","2011","East Germany","Female","","","",""
"129","2011","West Germany","Male","","","",""
"129","2011","West Germany","Female","","","",""
"129","2011","East Germany","Male","","","",""
"129","2011","East Germany","Female","","","",""
"130","2011","West Germany","Male","2","","",""
"130","2011","West Germany","Female","2","","",""
"130","2011","East Germany","Male","","","",""
"130","2011","East Germany","Female","","","",""
"131","2011","West Germany","Male","","","",""
"131","2011","West Germany","Female","","","",""
"131","2011","East Germany","Male","","","",""
"131","2011","East Germany","Female","","","",""
"132","2011","West Germany","Male","","","",""
"132","2011","West Germany","Female","6","","",""
"132","2011","East Germany","Male","","","",""
"132","2011","East Germany","Female","","","",""
"133","2011","West Germany","Male","","","",""
"133","2011","West Germany","Female","","","",""
"133","2011","East Germany","Male","","","",""
"133","2011","East Germany","Female","","","",""
"135","2011","West Germany","Male","","","",""
"135","2011","West Germany","Female","1","","",""
"135","2011","East Germany","Male","","","",""
"135","2011","East Germany","Female","","","",""
"138","2011","West Germany","Male","","","",""
"138","2011","West Germany","Female","","","",""
"138","2011","East Germany","Male","","","",""
"138","2011","East Germany","Female","","","",""
"139","2011","West Germany","Male","1","","",""
"139","2011","West Germany","Female","2","","",""
"139","2011","East Germany","Male","1","","",""
"139","2011","East Germany","Female","","","",""
"140","2011","West Germany","Male","23","","",""
"140","2011","West Germany","Female","25","","",""
"140","2011","East Germany","Male","1","","",""
"140","2011","East Germany","Female","1","","",""
"141","2011","West Germany","Male","","","",""
"141","2011","West Germany","Female","","","",""
"141","2011","East Germany","Male","","","",""
"141","2011","East Germany","Female","","","",""
"142","2011","West Germany","Male","","","",""
"142","2011","West Germany","Female","","","",""
"142","2011","East Germany","Male","","","",""
"142","2011","East Germany","Female","","","",""
"143","2011","West Germany","Male","1","","",""
"143","2011","West Germany","Female","4","","",""
"143","2011","East Germany","Male","","","",""
"143","2011","East Germany","Female","","","",""
"144","2011","West Germany","Male","1","","",""
"144","2011","West Germany","Female","2","","",""
"144","2011","East Germany","Male","","","",""
"144","2011","East Germany","Female","","","",""
"145","2011","West Germany","Male","","","",""
"145","2011","West Germany","Female","1","","",""
"145","2011","East Germany","Male","","","",""
"145","2011","East Germany","Female","","","",""
"146","2011","West Germany","Male","2","","",""
"146","2011","West Germany","Female","7","","",""
"146","2011","East Germany","Male","","","",""
"146","2011","East Germany","Female","1","","",""
"147","2011","West Germany","Male","","","",""
"147","2011","West Germany","Female","","","",""
"147","2011","East Germany","Male","","","",""
"147","2011","East Germany","Female","","","",""
"148","2011","West Germany","Male","","","",""
"148","2011","West Germany","Female","1","","",""
"148","2011","East Germany","Male","","","",""
"148","2011","East Germany","Female","","","",""
"149","2011","West Germany","Male","1","","",""
"149","2011","West Germany","Female","","","",""
"149","2011","East Germany","Male","","","",""
"149","2011","East Germany","Female","","","",""
"151","2011","West Germany","Male","","","",""
"151","2011","West Germany","Female","","","",""
"151","2011","East Germany","Male","","","",""
"151","2011","East Germany","Female","","","",""
"152","2011","West Germany","Male","1","","",""
"152","2011","West Germany","Female","2","","",""
"152","2011","East Germany","Male","","","",""
"152","2011","East Germany","Female","","","",""
"154","2011","West Germany","Male","","","",""
"154","2011","West Germany","Female","","","",""
"154","2011","East Germany","Male","1","","",""
"154","2011","East Germany","Female","","","",""
"155","2011","West Germany","Male","","","",""
"155","2011","West Germany","Female","","","",""
"155","2011","East Germany","Male","","","",""
"155","2011","East Germany","Female","","","",""
"156","2011","West Germany","Male","","","",""
"156","2011","West Germany","Female","","","",""
"156","2011","East Germany","Male","","","",""
"156","2011","East Germany","Female","","","",""
"158","2011","West Germany","Male","","","",""
"158","2011","West Germany","Female","","","",""
"158","2011","East Germany","Male","","","",""
"158","2011","East Germany","Female","","","",""
"162","2011","West Germany","Male","","","",""
"162","2011","West Germany","Female","","","",""
"162","2011","East Germany","Male","","","",""
"162","2011","East Germany","Female","","","",""
"164","2011","West Germany","Male","","","",""
"164","2011","West Germany","Female","1","","",""
"164","2011","East Germany","Male","","","",""
"164","2011","East Germany","Female","","","",""
"165","2011","West Germany","Male","20","","",""
"165","2011","West Germany","Female","25","","",""
"165","2011","East Germany","Male","","","",""
"165","2011","East Germany","Female","","","",""
"166","2011","West Germany","Male","","","",""
"166","2011","West Germany","Female","","","",""
"166","2011","East Germany","Male","","","",""
"166","2011","East Germany","Female","","","",""
"167","2011","West Germany","Male","1","","",""
"167","2011","West Germany","Female","","","",""
"167","2011","East Germany","Male","","","",""
"167","2011","East Germany","Female","","","",""
"168","2011","West Germany","Male","2","","",""
"168","2011","West Germany","Female","1","","",""
"168","2011","East Germany","Male","","","",""
"168","2011","East Germany","Female","","","",""
"169","2011","West Germany","Male","","","",""
"169","2011","West Germany","Female","1","","",""
"169","2011","East Germany","Male","","","",""
"169","2011","East Germany","Female","","","",""
"172","2011","West Germany","Male","","","",""
"172","2011","West Germany","Female","","","",""
"172","2011","East Germany","Male","","","",""
"172","2011","East Germany","Female","","","",""
"173","2011","West Germany","Male","","","",""
"173","2011","West Germany","Female","","","",""
"173","2011","East Germany","Male","","","",""
"173","2011","East Germany","Female","","","",""
"178","2011","West Germany","Male","","","",""
"178","2011","West Germany","Female","","","",""
"178","2011","East Germany","Male","","","",""
"178","2011","East Germany","Female","","","",""
"181","2011","West Germany","Male","","","",""
"181","2011","West Germany","Female","","","",""
"181","2011","East Germany","Male","","","",""
"181","2011","East Germany","Female","","","",""
"183","2011","West Germany","Male","","","",""
"183","2011","West Germany","Female","","","",""
"183","2011","East Germany","Male","","","",""
"183","2011","East Germany","Female","","","",""
"188","2011","West Germany","Male","","","",""
"188","2011","West Germany","Female","","","",""
"188","2011","East Germany","Male","","","",""
"188","2011","East Germany","Female","","","",""
"195","2011","West Germany","Male","","","",""
"195","2011","West Germany","Female","","","",""
"195","2011","East Germany","Male","","","",""
"195","2011","East Germany","Female","","","",""
"196","2011","West Germany","Male","","","",""
"196","2011","West Germany","Female","","","",""
"196","2011","East Germany","Male","","","",""
"196","2011","East Germany","Female","","","",""
"999","2011","West Germany","Male","","","",""
"999","2011","West Germany","Female","","","",""
"999","2011","East Germany","Male","","","",""
"999","2011","East Germany","Female","","","",""
"1","2012","West Germany","Male","9295","0.906201956775338","0.900483153044039","0.911920760506637"
"1","2012","West Germany","Female","11151","0.898000546168392","0.892587847988426","0.903413244348358"
"1","2012","East Germany","Male","2851","0.992306075063237","0.989112696190217","0.995499453936258"
"1","2012","East Germany","Female","3374","0.991327566472295","0.988212750473533","0.994442382471058"
"2","2012","West Germany","Male","167","0.0213289132467673","0.0184949217180176","0.024162904775517"
"2","2012","West Germany","Female","151","0.0182187698898804","0.0158268673770712","0.0206106724026895"
"2","2012","East Germany","Male","","","",""
"2","2012","East Germany","Female","","","",""
"3","2012","West Germany","Male","4","","",""
"3","2012","West Germany","Female","5","","",""
"3","2012","East Germany","Male","1","","",""
"3","2012","East Germany","Female","1","","",""
"4","2012","West Germany","Male","49","0.00357429779973017","0.00240368401897493","0.00474491158048541"
"4","2012","West Germany","Female","48","0.00272766826758748","0.00179488821948992","0.00366044831568503"
"4","2012","East Germany","Male","","","",""
"4","2012","East Germany","Female","1","","",""
"5","2012","West Germany","Male","91","0.0124783280660757","0.0103008824231154","0.0146557737090361"
"5","2012","West Germany","Female","87","0.0112053991054663","0.00932286308274786","0.0130879351281847"
"5","2012","East Germany","Male","2","","",""
"5","2012","East Germany","Female","1","","",""
"6","2012","West Germany","Male","18","","",""
"6","2012","West Germany","Female","25","","",""
"6","2012","East Germany","Male","","","",""
"6","2012","East Germany","Female","","","",""
"10","2012","West Germany","Male","31","0.00489735055904988","0.00352801356135739","0.00626668755674237"
"10","2012","West Germany","Female","33","0.00595696265598238","0.004580730756966","0.00733319455499877"
"10","2012","East Germany","Male","","","",""
"10","2012","East Germany","Female","","","",""
"11","2012","West Germany","Male","14","","",""
"11","2012","West Germany","Female","15","","",""
"11","2012","East Germany","Male","1","","",""
"11","2012","East Germany","Female","","","",""
"12","2012","West Germany","Male","","","",""
"12","2012","West Germany","Female","","","",""
"12","2012","East Germany","Male","","","",""
"12","2012","East Germany","Female","","","",""
"13","2012","West Germany","Male","3","","",""
"13","2012","West Germany","Female","9","","",""
"13","2012","East Germany","Male","","","",""
"13","2012","East Germany","Female","","","",""
"14","2012","West Germany","Male","16","","",""
"14","2012","West Germany","Female","12","","",""
"14","2012","East Germany","Male","2","","",""
"14","2012","East Germany","Female","","","",""
"15","2012","West Germany","Male","2","","",""
"15","2012","West Germany","Female","3","","",""
"15","2012","East Germany","Male","","","",""
"15","2012","East Germany","Female","","","",""
"16","2012","West Germany","Male","","","",""
"16","2012","West Germany","Female","1","","",""
"16","2012","East Germany","Male","","","",""
"16","2012","East Germany","Female","","","",""
"17","2012","West Germany","Male","","","",""
"17","2012","West Germany","Female","6","","",""
"17","2012","East Germany","Male","","","",""
"17","2012","East Germany","Female","","","",""
"18","2012","West Germany","Male","16","","",""
"18","2012","West Germany","Female","13","","",""
"18","2012","East Germany","Male","1","","",""
"18","2012","East Germany","Female","1","","",""
"19","2012","West Germany","Male","6","","",""
"19","2012","West Germany","Female","9","","",""
"19","2012","East Germany","Male","1","","",""
"19","2012","East Germany","Female","","","",""
"20","2012","West Germany","Male","","","",""
"20","2012","West Germany","Female","2","","",""
"20","2012","East Germany","Male","","","",""
"20","2012","East Germany","Female","","","",""
"21","2012","West Germany","Male","7","","",""
"21","2012","West Germany","Female","18","","",""
"21","2012","East Germany","Male","","","",""
"21","2012","East Germany","Female","2","","",""
"22","2012","West Germany","Male","14","","",""
"22","2012","West Germany","Female","43","0.00503466280256106","0.00376886086165468","0.00630046474346743"
"22","2012","East Germany","Male","","","",""
"22","2012","East Germany","Female","2","","",""
"23","2012","West Germany","Male","1","","",""
"23","2012","West Germany","Female","","","",""
"23","2012","East Germany","Male","","","",""
"23","2012","East Germany","Female","","","",""
"24","2012","West Germany","Male","5","","",""
"24","2012","West Germany","Female","2","","",""
"24","2012","East Germany","Male","1","","",""
"24","2012","East Germany","Female","1","","",""
"25","2012","West Germany","Male","2","","",""
"25","2012","West Germany","Female","2","","",""
"25","2012","East Germany","Male","","","",""
"25","2012","East Germany","Female","","","",""
"26","2012","West Germany","Male","7","","",""
"26","2012","West Germany","Female","8","","",""
"26","2012","East Germany","Male","1","","",""
"26","2012","East Germany","Female","","","",""
"27","2012","West Germany","Male","","","",""
"27","2012","West Germany","Female","","","",""
"27","2012","East Germany","Male","","","",""
"27","2012","East Germany","Female","","","",""
"28","2012","West Germany","Male","10","","",""
"28","2012","West Germany","Female","8","","",""
"28","2012","East Germany","Male","","","",""
"28","2012","East Germany","Female","","","",""
"29","2012","West Germany","Male","8","","",""
"29","2012","West Germany","Female","3","","",""
"29","2012","East Germany","Male","","","",""
"29","2012","East Germany","Female","","","",""
"30","2012","West Germany","Male","1","","",""
"30","2012","West Germany","Female","3","","",""
"30","2012","East Germany","Male","","","",""
"30","2012","East Germany","Female","","","",""
"31","2012","West Germany","Male","3","","",""
"31","2012","West Germany","Female","9","","",""
"31","2012","East Germany","Male","1","","",""
"31","2012","East Germany","Female","1","","",""
"32","2012","West Germany","Male","13","","",""
"32","2012","West Germany","Female","32","0.00387510862085519","0.00276395162792814","0.00498626561378224"
"32","2012","East Germany","Male","2","","",""
"32","2012","East Germany","Female","8","","",""
"34","2012","West Germany","Male","","","",""
"34","2012","West Germany","Female","3","","",""
"34","2012","East Germany","Male","","","",""
"34","2012","East Germany","Female","","","",""
"35","2012","West Germany","Male","1","","",""
"35","2012","West Germany","Female","","","",""
"35","2012","East Germany","Male","","","",""
"35","2012","East Germany","Female","","","",""
"36","2012","West Germany","Male","","","",""
"36","2012","West Germany","Female","","","",""
"36","2012","East Germany","Male","","","",""
"36","2012","East Germany","Female","","","",""
"37","2012","West Germany","Male","","","",""
"37","2012","West Germany","Female","","","",""
"37","2012","East Germany","Male","","","",""
"37","2012","East Germany","Female","","","",""
"38","2012","West Germany","Male","1","","",""
"38","2012","West Germany","Female","3","","",""
"38","2012","East Germany","Male","","","",""
"38","2012","East Germany","Female","1","","",""
"39","2012","West Germany","Male","","","",""
"39","2012","West Germany","Female","","","",""
"39","2012","East Germany","Male","","","",""
"39","2012","East Germany","Female","","","",""
"40","2012","West Germany","Male","1","","",""
"40","2012","West Germany","Female","3","","",""
"40","2012","East Germany","Male","","","",""
"40","2012","East Germany","Female","","","",""
"41","2012","West Germany","Male","","","",""
"41","2012","West Germany","Female","","","",""
"41","2012","East Germany","Male","","","",""
"41","2012","East Germany","Female","","","",""
"42","2012","West Germany","Male","2","","",""
"42","2012","West Germany","Female","3","","",""
"42","2012","East Germany","Male","1","","",""
"42","2012","East Germany","Female","","","",""
"43","2012","West Germany","Male","1","","",""
"43","2012","West Germany","Female","2","","",""
"43","2012","East Germany","Male","","","",""
"43","2012","East Germany","Female","","","",""
"44","2012","West Germany","Male","","","",""
"44","2012","West Germany","Female","11","","",""
"44","2012","East Germany","Male","","","",""
"44","2012","East Germany","Female","2","","",""
"45","2012","West Germany","Male","","","",""
"45","2012","West Germany","Female","","","",""
"45","2012","East Germany","Male","","","",""
"45","2012","East Germany","Female","1","","",""
"46","2012","West Germany","Male","","","",""
"46","2012","West Germany","Female","","","",""
"46","2012","East Germany","Male","","","",""
"46","2012","East Germany","Female","","","",""
"47","2012","West Germany","Male","","","",""
"47","2012","West Germany","Female","1","","",""
"47","2012","East Germany","Male","","","",""
"47","2012","East Germany","Female","","","",""
"48","2012","West Germany","Male","","","",""
"48","2012","West Germany","Female","1","","",""
"48","2012","East Germany","Male","","","",""
"48","2012","East Germany","Female","","","",""
"49","2012","West Germany","Male","2","","",""
"49","2012","West Germany","Female","2","","",""
"49","2012","East Germany","Male","","","",""
"49","2012","East Germany","Female","","","",""
"50","2012","West Germany","Male","1","","",""
"50","2012","West Germany","Female","1","","",""
"50","2012","East Germany","Male","","","",""
"50","2012","East Germany","Female","","","",""
"51","2012","West Germany","Male","","","",""
"51","2012","West Germany","Female","","","",""
"51","2012","East Germany","Male","","","",""
"51","2012","East Germany","Female","","","",""
"52","2012","West Germany","Male","1","","",""
"52","2012","West Germany","Female","4","","",""
"52","2012","East Germany","Male","1","","",""
"52","2012","East Germany","Female","","","",""
"53","2012","West Germany","Male","","","",""
"53","2012","West Germany","Female","","","",""
"53","2012","East Germany","Male","","","",""
"53","2012","East Germany","Female","","","",""
"54","2012","West Germany","Male","1","","",""
"54","2012","West Germany","Female","2","","",""
"54","2012","East Germany","Male","","","",""
"54","2012","East Germany","Female","","","",""
"55","2012","West Germany","Male","1","","",""
"55","2012","West Germany","Female","2","","",""
"55","2012","East Germany","Male","","","",""
"55","2012","East Germany","Female","","","",""
"56","2012","West Germany","Male","","","",""
"56","2012","West Germany","Female","","","",""
"56","2012","East Germany","Male","","","",""
"56","2012","East Germany","Female","","","",""
"59","2012","West Germany","Male","","","",""
"59","2012","West Germany","Female","","","",""
"59","2012","East Germany","Male","1","","",""
"59","2012","East Germany","Female","1","","",""
"60","2012","West Germany","Male","4","","",""
"60","2012","West Germany","Female","3","","",""
"60","2012","East Germany","Male","","","",""
"60","2012","East Germany","Female","","","",""
"61","2012","West Germany","Male","1","","",""
"61","2012","West Germany","Female","8","","",""
"61","2012","East Germany","Male","","","",""
"61","2012","East Germany","Female","","","",""
"64","2012","West Germany","Male","","","",""
"64","2012","West Germany","Female","4","","",""
"64","2012","East Germany","Male","1","","",""
"64","2012","East Germany","Female","","","",""
"65","2012","West Germany","Male","1","","",""
"65","2012","West Germany","Female","4","","",""
"65","2012","East Germany","Male","","","",""
"65","2012","East Germany","Female","","","",""
"66","2012","West Germany","Male","","","",""
"66","2012","West Germany","Female","","","",""
"66","2012","East Germany","Male","","","",""
"66","2012","East Germany","Female","","","",""
"67","2012","West Germany","Male","6","","",""
"67","2012","West Germany","Female","5","","",""
"67","2012","East Germany","Male","","","",""
"67","2012","East Germany","Female","","","",""
"68","2012","West Germany","Male","1","","",""
"68","2012","West Germany","Female","3","","",""
"68","2012","East Germany","Male","","","",""
"68","2012","East Germany","Female","","","",""
"71","2012","West Germany","Male","1","","",""
"71","2012","West Germany","Female","2","","",""
"71","2012","East Germany","Male","","","",""
"71","2012","East Germany","Female","","","",""
"72","2012","West Germany","Male","","","",""
"72","2012","West Germany","Female","","","",""
"72","2012","East Germany","Male","","","",""
"72","2012","East Germany","Female","","","",""
"73","2012","West Germany","Male","","","",""
"73","2012","West Germany","Female","2","","",""
"73","2012","East Germany","Male","","","",""
"73","2012","East Germany","Female","","","",""
"74","2012","West Germany","Male","5","","",""
"74","2012","West Germany","Female","11","","",""
"74","2012","East Germany","Male","","","",""
"74","2012","East Germany","Female","3","","",""
"75","2012","West Germany","Male","3","","",""
"75","2012","West Germany","Female","8","","",""
"75","2012","East Germany","Male","","","",""
"75","2012","East Germany","Female","","","",""
"76","2012","West Germany","Male","7","","",""
"76","2012","West Germany","Female","5","","",""
"76","2012","East Germany","Male","","","",""
"76","2012","East Germany","Female","","","",""
"77","2012","West Germany","Male","2","","",""
"77","2012","West Germany","Female","2","","",""
"77","2012","East Germany","Male","","","",""
"77","2012","East Germany","Female","","","",""
"78","2012","West Germany","Male","8","","",""
"78","2012","West Germany","Female","20","","",""
"78","2012","East Germany","Male","","","",""
"78","2012","East Germany","Female","1","","",""
"79","2012","West Germany","Male","1","","",""
"79","2012","West Germany","Female","","","",""
"79","2012","East Germany","Male","2","","",""
"79","2012","East Germany","Female","","","",""
"80","2012","West Germany","Male","","","",""
"80","2012","West Germany","Female","","","",""
"80","2012","East Germany","Male","1","","",""
"80","2012","East Germany","Female","","","",""
"81","2012","West Germany","Male","","","",""
"81","2012","West Germany","Female","","","",""
"81","2012","East Germany","Male","","","",""
"81","2012","East Germany","Female","","","",""
"82","2012","West Germany","Male","","","",""
"82","2012","West Germany","Female","","","",""
"82","2012","East Germany","Male","","","",""
"82","2012","East Germany","Female","","","",""
"83","2012","West Germany","Male","2","","",""
"83","2012","West Germany","Female","3","","",""
"83","2012","East Germany","Male","","","",""
"83","2012","East Germany","Female","1","","",""
"84","2012","West Germany","Male","","","",""
"84","2012","West Germany","Female","","","",""
"84","2012","East Germany","Male","","","",""
"84","2012","East Germany","Female","","","",""
"85","2012","West Germany","Male","1","","",""
"85","2012","West Germany","Female","1","","",""
"85","2012","East Germany","Male","","","",""
"85","2012","East Germany","Female","","","",""
"86","2012","West Germany","Male","","","",""
"86","2012","West Germany","Female","","","",""
"86","2012","East Germany","Male","","","",""
"86","2012","East Germany","Female","","","",""
"89","2012","West Germany","Male","","","",""
"89","2012","West Germany","Female","1","","",""
"89","2012","East Germany","Male","","","",""
"89","2012","East Germany","Female","","","",""
"90","2012","West Germany","Male","","","",""
"90","2012","West Germany","Female","","","",""
"90","2012","East Germany","Male","","","",""
"90","2012","East Germany","Female","","","",""
"92","2012","West Germany","Male","","","",""
"92","2012","West Germany","Female","","","",""
"92","2012","East Germany","Male","","","",""
"92","2012","East Germany","Female","","","",""
"94","2012","West Germany","Male","","","",""
"94","2012","West Germany","Female","","","",""
"94","2012","East Germany","Male","","","",""
"94","2012","East Germany","Female","","","",""
"95","2012","West Germany","Male","","","",""
"95","2012","West Germany","Female","","","",""
"95","2012","East Germany","Male","","","",""
"95","2012","East Germany","Female","","","",""
"96","2012","West Germany","Male","","","",""
"96","2012","West Germany","Female","","","",""
"96","2012","East Germany","Male","","","",""
"96","2012","East Germany","Female","","","",""
"97","2012","West Germany","Male","","","",""
"97","2012","West Germany","Female","","","",""
"97","2012","East Germany","Male","","","",""
"97","2012","East Germany","Female","","","",""
"98","2012","West Germany","Male","4","","",""
"98","2012","West Germany","Female","3","","",""
"98","2012","East Germany","Male","","","",""
"98","2012","East Germany","Female","","","",""
"101","2012","West Germany","Male","","","",""
"101","2012","West Germany","Female","","","",""
"101","2012","East Germany","Male","","","",""
"101","2012","East Germany","Female","","","",""
"102","2012","West Germany","Male","1","","",""
"102","2012","West Germany","Female","3","","",""
"102","2012","East Germany","Male","","","",""
"102","2012","East Germany","Female","","","",""
"103","2012","West Germany","Male","1","","",""
"103","2012","West Germany","Female","","","",""
"103","2012","East Germany","Male","","","",""
"103","2012","East Germany","Female","","","",""
"105","2012","West Germany","Male","","","",""
"105","2012","West Germany","Female","","","",""
"105","2012","East Germany","Male","","","",""
"105","2012","East Germany","Female","","","",""
"108","2012","West Germany","Male","","","",""
"108","2012","West Germany","Female","1","","",""
"108","2012","East Germany","Male","","","",""
"108","2012","East Germany","Female","","","",""
"110","2012","West Germany","Male","1","","",""
"110","2012","West Germany","Female","2","","",""
"110","2012","East Germany","Male","","","",""
"110","2012","East Germany","Female","","","",""
"111","2012","West Germany","Male","","","",""
"111","2012","West Germany","Female","","","",""
"111","2012","East Germany","Male","","","",""
"111","2012","East Germany","Female","","","",""
"113","2012","West Germany","Male","","","",""
"113","2012","West Germany","Female","","","",""
"113","2012","East Germany","Male","","","",""
"113","2012","East Germany","Female","","","",""
"116","2012","West Germany","Male","2","","",""
