"pgnation","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"94","1984","Employed","Female","","","",""
"95","1984","Not Employed","Male","","","",""
"95","1984","Not Employed","Female","","","",""
"95","1984","Employed","Male","","","",""
"95","1984","Employed","Female","","","",""
"96","1984","Not Employed","Male","","","",""
"96","1984","Not Employed","Female","","","",""
"96","1984","Employed","Male","","","",""
"96","1984","Employed","Female","","","",""
"97","1984","Not Employed","Male","","","",""
"97","1984","Not Employed","Female","","","",""
"97","1984","Employed","Male","","","",""
"97","1984","Employed","Female","","","",""
"98","1984","Not Employed","Male","3","","",""
"98","1984","Not Employed","Female","3","","",""
"98","1984","Employed","Male","2","","",""
"98","1984","Employed","Female","2","","",""
"101","1984","Not Employed","Male","","","",""
"101","1984","Not Employed","Female","","","",""
"101","1984","Employed","Male","","","",""
"101","1984","Employed","Female","","","",""
"102","1984","Not Employed","Male","","","",""
"102","1984","Not Employed","Female","","","",""
"102","1984","Employed","Male","","","",""
"102","1984","Employed","Female","","","",""
"103","1984","Not Employed","Male","","","",""
"103","1984","Not Employed","Female","","","",""
"103","1984","Employed","Male","","","",""
"103","1984","Employed","Female","","","",""
"105","1984","Not Employed","Male","","","",""
"105","1984","Not Employed","Female","","","",""
"105","1984","Employed","Male","","","",""
"105","1984","Employed","Female","","","",""
"108","1984","Not Employed","Male","","","",""
"108","1984","Not Employed","Female","","","",""
"108","1984","Employed","Male","","","",""
"108","1984","Employed","Female","","","",""
"110","1984","Not Employed","Male","","","",""
"110","1984","Not Employed","Female","","","",""
"110","1984","Employed","Male","","","",""
"110","1984","Employed","Female","","","",""
"111","1984","Not Employed","Male","","","",""
"111","1984","Not Employed","Female","","","",""
"111","1984","Employed","Male","","","",""
"111","1984","Employed","Female","","","",""
"113","1984","Not Employed","Male","","","",""
"113","1984","Not Employed","Female","","","",""
"113","1984","Employed","Male","","","",""
"113","1984","Employed","Female","","","",""
"116","1984","Not Employed","Male","","","",""
"116","1984","Not Employed","Female","","","",""
"116","1984","Employed","Male","","","",""
"116","1984","Employed","Female","","","",""
"117","1984","Not Employed","Male","","","",""
"117","1984","Not Employed","Female","","","",""
"117","1984","Employed","Male","","","",""
"117","1984","Employed","Female","","","",""
"118","1984","Not Employed","Male","","","",""
"118","1984","Not Employed","Female","","","",""
"118","1984","Employed","Male","","","",""
"118","1984","Employed","Female","","","",""
"119","1984","Not Employed","Male","","","",""
"119","1984","Not Employed","Female","","","",""
"119","1984","Employed","Male","","","",""
"119","1984","Employed","Female","","","",""
"120","1984","Not Employed","Male","","","",""
"120","1984","Not Employed","Female","","","",""
"120","1984","Employed","Male","","","",""
"120","1984","Employed","Female","","","",""
"121","1984","Not Employed","Male","","","",""
"121","1984","Not Employed","Female","","","",""
"121","1984","Employed","Male","","","",""
"121","1984","Employed","Female","","","",""
"122","1984","Not Employed","Male","","","",""
"122","1984","Not Employed","Female","","","",""
"122","1984","Employed","Male","","","",""
"122","1984","Employed","Female","","","",""
"123","1984","Not Employed","Male","","","",""
"123","1984","Not Employed","Female","","","",""
"123","1984","Employed","Male","","","",""
"123","1984","Employed","Female","","","",""
"124","1984","Not Employed","Male","","","",""
"124","1984","Not Employed","Female","","","",""
"124","1984","Employed","Male","","","",""
"124","1984","Employed","Female","","","",""
"125","1984","Not Employed","Male","","","",""
"125","1984","Not Employed","Female","","","",""
"125","1984","Employed","Male","","","",""
"125","1984","Employed","Female","","","",""
"127","1984","Not Employed","Male","","","",""
"127","1984","Not Employed","Female","","","",""
"127","1984","Employed","Male","","","",""
"127","1984","Employed","Female","","","",""
"128","1984","Not Employed","Male","","","",""
"128","1984","Not Employed","Female","","","",""
"128","1984","Employed","Male","","","",""
"128","1984","Employed","Female","","","",""
"129","1984","Not Employed","Male","","","",""
"129","1984","Not Employed","Female","","","",""
"129","1984","Employed","Male","","","",""
"129","1984","Employed","Female","","","",""
"130","1984","Not Employed","Male","","","",""
"130","1984","Not Employed","Female","","","",""
"130","1984","Employed","Male","","","",""
"130","1984","Employed","Female","","","",""
"131","1984","Not Employed","Male","","","",""
"131","1984","Not Employed","Female","","","",""
"131","1984","Employed","Male","","","",""
"131","1984","Employed","Female","","","",""
"132","1984","Not Employed","Male","","","",""
"132","1984","Not Employed","Female","","","",""
"132","1984","Employed","Male","","","",""
"132","1984","Employed","Female","","","",""
"133","1984","Not Employed","Male","","","",""
"133","1984","Not Employed","Female","","","",""
"133","1984","Employed","Male","","","",""
"133","1984","Employed","Female","","","",""
"135","1984","Not Employed","Male","","","",""
"135","1984","Not Employed","Female","","","",""
"135","1984","Employed","Male","","","",""
"135","1984","Employed","Female","","","",""
"138","1984","Not Employed","Male","","","",""
"138","1984","Not Employed","Female","","","",""
"138","1984","Employed","Male","","","",""
"138","1984","Employed","Female","","","",""
"139","1984","Not Employed","Male","","","",""
"139","1984","Not Employed","Female","","","",""
"139","1984","Employed","Male","","","",""
"139","1984","Employed","Female","","","",""
"140","1984","Not Employed","Male","","","",""
"140","1984","Not Employed","Female","","","",""
"140","1984","Employed","Male","","","",""
"140","1984","Employed","Female","","","",""
"141","1984","Not Employed","Male","","","",""
"141","1984","Not Employed","Female","","","",""
"141","1984","Employed","Male","","","",""
"141","1984","Employed","Female","","","",""
"142","1984","Not Employed","Male","","","",""
"142","1984","Not Employed","Female","","","",""
"142","1984","Employed","Male","","","",""
"142","1984","Employed","Female","","","",""
"143","1984","Not Employed","Male","","","",""
"143","1984","Not Employed","Female","","","",""
"143","1984","Employed","Male","","","",""
"143","1984","Employed","Female","","","",""
"144","1984","Not Employed","Male","","","",""
"144","1984","Not Employed","Female","","","",""
"144","1984","Employed","Male","","","",""
"144","1984","Employed","Female","","","",""
"145","1984","Not Employed","Male","","","",""
"145","1984","Not Employed","Female","","","",""
"145","1984","Employed","Male","","","",""
"145","1984","Employed","Female","","","",""
"146","1984","Not Employed","Male","","","",""
"146","1984","Not Employed","Female","","","",""
"146","1984","Employed","Male","","","",""
"146","1984","Employed","Female","","","",""
"147","1984","Not Employed","Male","","","",""
"147","1984","Not Employed","Female","","","",""
"147","1984","Employed","Male","","","",""
"147","1984","Employed","Female","","","",""
"148","1984","Not Employed","Male","","","",""
"148","1984","Not Employed","Female","","","",""
"148","1984","Employed","Male","","","",""
"148","1984","Employed","Female","","","",""
"149","1984","Not Employed","Male","","","",""
"149","1984","Not Employed","Female","","","",""
"149","1984","Employed","Male","","","",""
"149","1984","Employed","Female","","","",""
"151","1984","Not Employed","Male","","","",""
"151","1984","Not Employed","Female","","","",""
"151","1984","Employed","Male","","","",""
"151","1984","Employed","Female","","","",""
"152","1984","Not Employed","Male","","","",""
"152","1984","Not Employed","Female","","","",""
"152","1984","Employed","Male","","","",""
"152","1984","Employed","Female","","","",""
"154","1984","Not Employed","Male","","","",""
"154","1984","Not Employed","Female","","","",""
"154","1984","Employed","Male","","","",""
"154","1984","Employed","Female","","","",""
"155","1984","Not Employed","Male","","","",""
"155","1984","Not Employed","Female","","","",""
"155","1984","Employed","Male","","","",""
"155","1984","Employed","Female","","","",""
"156","1984","Not Employed","Male","","","",""
"156","1984","Not Employed","Female","","","",""
"156","1984","Employed","Male","","","",""
"156","1984","Employed","Female","","","",""
"158","1984","Not Employed","Male","","","",""
"158","1984","Not Employed","Female","","","",""
"158","1984","Employed","Male","","","",""
"158","1984","Employed","Female","","","",""
"162","1984","Not Employed","Male","","","",""
"162","1984","Not Employed","Female","","","",""
"162","1984","Employed","Male","","","",""
"162","1984","Employed","Female","","","",""
"164","1984","Not Employed","Male","","","",""
"164","1984","Not Employed","Female","","","",""
"164","1984","Employed","Male","","","",""
"164","1984","Employed","Female","","","",""
"165","1984","Not Employed","Male","","","",""
"165","1984","Not Employed","Female","","","",""
"165","1984","Employed","Male","","","",""
"165","1984","Employed","Female","","","",""
"166","1984","Not Employed","Male","","","",""
"166","1984","Not Employed","Female","","","",""
"166","1984","Employed","Male","","","",""
"166","1984","Employed","Female","","","",""
"167","1984","Not Employed","Male","","","",""
"167","1984","Not Employed","Female","","","",""
"167","1984","Employed","Male","","","",""
"167","1984","Employed","Female","","","",""
"168","1984","Not Employed","Male","","","",""
"168","1984","Not Employed","Female","","","",""
"168","1984","Employed","Male","","","",""
"168","1984","Employed","Female","","","",""
"169","1984","Not Employed","Male","","","",""
"169","1984","Not Employed","Female","","","",""
"169","1984","Employed","Male","","","",""
"169","1984","Employed","Female","","","",""
"172","1984","Not Employed","Male","","","",""
"172","1984","Not Employed","Female","","","",""
"172","1984","Employed","Male","","","",""
"172","1984","Employed","Female","","","",""
"173","1984","Not Employed","Male","","","",""
"173","1984","Not Employed","Female","","","",""
"173","1984","Employed","Male","","","",""
"173","1984","Employed","Female","","","",""
"178","1984","Not Employed","Male","","","",""
"178","1984","Not Employed","Female","","","",""
"178","1984","Employed","Male","","","",""
"178","1984","Employed","Female","","","",""
"181","1984","Not Employed","Male","","","",""
"181","1984","Not Employed","Female","","","",""
"181","1984","Employed","Male","","","",""
"181","1984","Employed","Female","","","",""
"183","1984","Not Employed","Male","","","",""
"183","1984","Not Employed","Female","","","",""
"183","1984","Employed","Male","","","",""
"183","1984","Employed","Female","","","",""
"188","1984","Not Employed","Male","","","",""
"188","1984","Not Employed","Female","","","",""
"188","1984","Employed","Male","","","",""
"188","1984","Employed","Female","","","",""
"195","1984","Not Employed","Male","","","",""
"195","1984","Not Employed","Female","","","",""
"195","1984","Employed","Male","","","",""
"195","1984","Employed","Female","","","",""
"196","1984","Not Employed","Male","","","",""
"196","1984","Not Employed","Female","","","",""
"196","1984","Employed","Male","","","",""
"196","1984","Employed","Female","","","",""
"999","1984","Not Employed","Male","","","",""
"999","1984","Not Employed","Female","","","",""
"999","1984","Employed","Male","","","",""
"999","1984","Employed","Female","","","",""
"1","1985","Not Employed","Male","1031","0.959682489024558","0.948725318757808","0.970639659291307"
"1","1985","Not Employed","Female","2387","0.954279240347001","0.946798507687528","0.961759973006474"
"1","1985","Employed","Male","2946","0.91386369339371","0.905395707510566","0.922331679276855"
"1","1985","Employed","Female","1995","0.935737065420089","0.926377617773521","0.945096513066657"
"2","1985","Not Employed","Male","83","0.0156050022472682","0.00870094497286775","0.0225090595216687"
"2","1985","Not Employed","Female","245","0.0172301769715202","0.0125698063806681","0.0218905475623722"
"2","1985","Employed","Male","382","0.0272196825092941","0.0223083967317043","0.0321309682868839"
"2","1985","Employed","Female","152","0.0159247252744897","0.0111467581124994","0.02070269243648"
"3","1985","Not Employed","Male","23","","",""
"3","1985","Not Employed","Female","84","0.0059213297521026","0.00317362744191513","0.00866903206229007"
"3","1985","Employed","Male","232","0.0162838308655357","0.012463864958539","0.0201037967725324"
"3","1985","Employed","Female","150","0.0161010074863695","0.0112970980658635","0.0209049169068755"
"4","1985","Not Employed","Male","29","","",""
"4","1985","Not Employed","Female","83","0.00325184543782944","0.00121289182561031","0.00529079905004856"
"4","1985","Employed","Male","187","0.0071131109085408","0.00457666287686741","0.00964955894021418"
"4","1985","Employed","Female","113","0.00585078212939028","0.00293989224547665","0.00876167201330392"
"5","1985","Not Employed","Male","32","0.00407769692358554","0.000527863537922329","0.00762753030924876"
"5","1985","Not Employed","Female","109","0.00708384692818238","0.00408025761991465","0.0100874362364501"
"5","1985","Employed","Male","268","0.0169620411915353","0.0130646814812812","0.0208594009017894"
"5","1985","Employed","Female","120","0.00886827124455935","0.00528995928677445","0.0124465832023442"
"6","1985","Not Employed","Male","29","","",""
"6","1985","Not Employed","Female","59","0.0015011758542889","0.000114614020492745","0.00288773768808505"
"6","1985","Employed","Male","160","0.00410510035618655","0.00217528866136608","0.00603491205100702"
"6","1985","Employed","Female","73","0.00249009387701994","0.000587879345832557","0.00439230840820733"
"10","1985","Not Employed","Male","","","",""
"10","1985","Not Employed","Female","3","","",""
"10","1985","Employed","Male","16","","",""
"10","1985","Employed","Female","12","","",""
"11","1985","Not Employed","Male","1","","",""
"11","1985","Not Employed","Female","2","","",""
"11","1985","Employed","Male","6","","",""
"11","1985","Employed","Female","3","","",""
"12","1985","Not Employed","Male","3","","",""
"12","1985","Not Employed","Female","3","","",""
"12","1985","Employed","Male","3","","",""
"12","1985","Employed","Female","2","","",""
"13","1985","Not Employed","Male","","","",""
"13","1985","Not Employed","Female","","","",""
"13","1985","Employed","Male","","","",""
"13","1985","Employed","Female","","","",""
"14","1985","Not Employed","Male","","","",""
"14","1985","Not Employed","Female","","","",""
"14","1985","Employed","Male","3","","",""
"14","1985","Employed","Female","2","","",""
"15","1985","Not Employed","Male","","","",""
"15","1985","Not Employed","Female","","","",""
"15","1985","Employed","Male","","","",""
"15","1985","Employed","Female","","","",""
"16","1985","Not Employed","Male","","","",""
"16","1985","Not Employed","Female","","","",""
"16","1985","Employed","Male","","","",""
"16","1985","Employed","Female","","","",""
"17","1985","Not Employed","Male","","","",""
"17","1985","Not Employed","Female","","","",""
"17","1985","Employed","Male","","","",""
"17","1985","Employed","Female","1","","",""
"18","1985","Not Employed","Male","","","",""
"18","1985","Not Employed","Female","5","","",""
"18","1985","Employed","Male","2","","",""
"18","1985","Employed","Female","1","","",""
"19","1985","Not Employed","Male","","","",""
"19","1985","Not Employed","Female","3","","",""
"19","1985","Employed","Male","1","","",""
"19","1985","Employed","Female","3","","",""
"20","1985","Not Employed","Male","1","","",""
"20","1985","Not Employed","Female","1","","",""
"20","1985","Employed","Male","","","",""
"20","1985","Employed","Female","","","",""
"21","1985","Not Employed","Male","","","",""
"21","1985","Not Employed","Female","1","","",""
"21","1985","Employed","Male","1","","",""
"21","1985","Employed","Female","","","",""
"22","1985","Not Employed","Male","1","","",""
"22","1985","Not Employed","Female","2","","",""
"22","1985","Employed","Male","3","","",""
"22","1985","Employed","Female","1","","",""
"23","1985","Not Employed","Male","1","","",""
"23","1985","Not Employed","Female","1","","",""
"23","1985","Employed","Male","","","",""
"23","1985","Employed","Female","1","","",""
"24","1985","Not Employed","Male","1","","",""
"24","1985","Not Employed","Female","1","","",""
"24","1985","Employed","Male","","","",""
"24","1985","Employed","Female","","","",""
"25","1985","Not Employed","Male","","","",""
"25","1985","Not Employed","Female","","","",""
"25","1985","Employed","Male","","","",""
"25","1985","Employed","Female","","","",""
"26","1985","Not Employed","Male","","","",""
"26","1985","Not Employed","Female","","","",""
"26","1985","Employed","Male","","","",""
"26","1985","Employed","Female","2","","",""
"27","1985","Not Employed","Male","","","",""
"27","1985","Not Employed","Female","","","",""
"27","1985","Employed","Male","","","",""
