"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","no degree/no degree yet","Female","6.87","7","551","4","5","8","9","6.7","7.04","7","8"
"2015","no degree/no degree yet","Male","7.07","7","428","5","6","9","9","6.88","7.26","8","8"
"2015","Other degree","Female","7.5","8","2221","5","7","9","10","7.43","7.57","8","8"
"2015","Other degree","Male","7.28","8","1903","5","6","8","9","7.2","7.36","8","8"
"2015","secondary school degree","Female","7.21","8","4269","5","6","8","9","7.16","7.26","8","8"
"2015","secondary school degree","Male","7.24","8","2936","5","7","8","9","7.18","7.3","8","8"
"2016","college entrance qualification","Female","7.6","8","3558","5","7","9","9","7.55","7.65","8","8"
"2016","college entrance qualification","Male","7.52","8","3250","6","7","8","9","7.47","7.57","8","8"
"2016","lower secondary degree","Female","7.01","7","2949","5","6","8","9","6.94","7.08","7","8"
"2016","lower secondary degree","Male","6.99","7","2914","5","6","8","9","6.92","7.06","7","8"
"2016","no degree/no degree yet","Female","6.93","7","1160","4","5","8","9","6.81","7.05","8","8"
"2016","no degree/no degree yet","Male","7.33","8","1336","5","6","8","9","7.21","7.45","8","8"
"2016","Other degree","Female","7.42","8","2639","5","7","9","9","7.35","7.49","8","8"
"2016","Other degree","Male","7.22","8","3027","5","6","8","9","7.15","7.29","8","8"
"2016","secondary school degree","Female","7.2","8","3935","5","6","8","9","7.15","7.25","8","8"
"2016","secondary school degree","Male","7.2","8","2686","5","7","8","9","7.14","7.26","8","8"
"2017","college entrance qualification","Female","7.55","8","4129","6","7","9","9","7.5","7.6","8","8"
"2017","college entrance qualification","Male","7.43","8","3824","6","7","8","9","7.38","7.48","8","8"
"2017","lower secondary degree","Female","7.11","7","3037","5","6","8","9","7.04","7.18","7","8"
"2017","lower secondary degree","Male","6.98","7","3085","5","6","8","9","6.92","7.04","7","8"
"2017","no degree/no degree yet","Female","7.05","8","1463","4","6","9","9","6.94","7.16","8","8"
"2017","no degree/no degree yet","Male","7.13","8","1671","5","6","8","10","7.02","7.24","8","8"
"2017","Other degree","Female","7.57","8","2820","5","7","9","10","7.5","7.64","8","8"
"2017","Other degree","Male","7.28","8","3210","5","6","8","9","7.21","7.35","8","8"
"2017","secondary school degree","Female","7.22","8","4478","5","6","8","9","7.17","7.27","8","8"
"2017","secondary school degree","Male","7.2","8","3138","5","7","8","9","7.14","7.26","8","8"
"2018","college entrance qualification","Female","7.62","8","4004","6","7","9","9","7.57","7.67","8","8"
"2018","college entrance qualification","Male","7.57","8","3690","6","7","8","9","7.52","7.62","8","8"
"2018","lower secondary degree","Female","7.13","8","2873","5","6","8","9","7.06","7.2","8","8"
"2018","lower secondary degree","Male","7.11","8","2904","5","6","8","9","7.04","7.18","8","8"
"2018","no degree/no degree yet","Female","6.93","7","1197","4","5","8","10","6.81","7.05","8","8"
"2018","no degree/no degree yet","Male","7.09","7","1318","5","6","8","9","6.98","7.2","7","8"
"2018","Other degree","Female","7.44","8","2464","5","7","8","9","7.37","7.51","8","8"
"2018","Other degree","Male","7.31","8","2698","5","6","8","9","7.24","7.38","7","8"
"2018","secondary school degree","Female","7.37","8","4285","5","7","8","9","7.32","7.42","8","8"
"2018","secondary school degree","Male","7.3","8","2979","5","7","8","9","7.24","7.36","8","8"
"2019","college entrance qualification","Female","7.67","8","4282","6","7","9","9","7.63","7.71","8","8"
"2019","college entrance qualification","Male","7.64","8","4288","6","7","9","9","7.6","7.68","8","8"
"2019","lower secondary degree","Female","7.24","8","2594","5","6","8","9","7.17","7.31","8","8"
"2019","lower secondary degree","Male","7.22","8","2793","5","6","8","9","7.15","7.29","8","8"
"2019","no degree/no degree yet","Female","7.19","8","1036","5","6","9","10","7.06","7.32","8","8"
"2019","no degree/no degree yet","Male","7.37","8","1210","5","6","9","10","7.25","7.49","7","8"
"2019","Other degree","Female","7.55","8","2106","5","7","9","9","7.48","7.62","8","8"
"2019","Other degree","Male","7.5","8","2326","5","7","9","9","7.43","7.57","8","8"
"2019","secondary school degree","Female","7.39","8","4247","5","7","8","9","7.34","7.44","8","8"
"2019","secondary school degree","Male","7.39","8","3213","5","7","8","9","7.33","7.45","8","8"
