"transab_cat","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1984","Employed","indirect migration background","2","","","","4"
"Very low transfer dependency","1984","Employed","direct migration background","1501","0.593463857355921","0.573621577056286","0.613306137655557","1"
"Very low transfer dependency","1984","Not Employed","no migration background","1384","0.345676765108258","0.329884650630345","0.36146887958617","1"
"Very low transfer dependency","1984","Employed","no migration background","2690","0.53752442650791","0.523489495325398","0.551559357690423","1"
"Very low transfer dependency","1984","Not Employed","direct migration background","543","0.492205010833562","0.460662108213398","0.523747913453725","1"
"Very low transfer dependency","1984","Not Employed","indirect migration background","33","0.391115277071322","0.26330257794265","0.518927976199995","1"
"Very low transfer dependency","1984","Employed","indirect migration background","40","0.4762957188617","0.355803909975859","0.596787527747542","1"
"Complete transfer dependency","1985","Not Employed","no migration background","62","0.017714884508868","0.0131278983686262","0.0223018706491098","5"
"Complete transfer dependency","1985","Not Employed","direct migration background","38","0.0510004092182693","0.0362969775228912","0.0657038409136474","5"
"Complete transfer dependency","1985","Not Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1985","Employed","no migration background","","","","","5"
"Complete transfer dependency","1985","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1985","Employed","indirect migration background","","","","","5"
"High transfer dependency","1985","Not Employed","direct migration background","34","0.0363815118661441","0.0238676372670431","0.0488953864652452","3"
"High transfer dependency","1985","Not Employed","indirect migration background","2","","","","3"
"High transfer dependency","1985","Employed","indirect migration background","","","","","3"
"High transfer dependency","1985","Employed","direct migration background","25","","","","3"
"High transfer dependency","1985","Not Employed","no migration background","43","0.0136275085919266","0.00959599441078324","0.01765902277307","3"
"High transfer dependency","1985","Employed","no migration background","30","0.00776047566189686","0.00519974377570985","0.0103212075480839","3"
"Low transfer dependency","1985","Not Employed","no migration background","96","0.0258238355106624","0.0203085422902974","0.0313391287310274","2"
"Low transfer dependency","1985","Not Employed","direct migration background","77","0.0629570164917601","0.0467239453738089","0.0791900876097114","2"
"Low transfer dependency","1985","Not Employed","indirect migration background","4","","","","2"
"Low transfer dependency","1985","Employed","no migration background","102","0.0215196614306516","0.0172851291655473","0.0257541936957558","2"
"Low transfer dependency","1985","Employed","direct migration background","74","0.0321150227285262","0.0243038063274695","0.0399262391295829","2"
"Low transfer dependency","1985","Employed","indirect migration background","3","","","","2"
"No transfer dependency","1985","Not Employed","no migration background","1638","0.591624522544817","0.574532541806406","0.608716503283227","0"
"No transfer dependency","1985","Not Employed","direct migration background","161","0.345442840601063","0.31366233865511","0.377223342547016","0"
"No transfer dependency","1985","Not Employed","indirect migration background","12","","","","0"
"No transfer dependency","1985","Employed","no migration background","1758","0.425988368724404","0.411558217101888","0.44041852034692","0"
"No transfer dependency","1985","Employed","direct migration background","528","0.351358575971193","0.330207605566489","0.372509546375896","0"
"No transfer dependency","1985","Employed","indirect migration background","21","","","","0"
"Very high transfer dependency","1985","Not Employed","no migration background","47","0.0141091947965119","0.0100080509105931","0.0182103386824307","4"
"Very high transfer dependency","1985","Employed","no migration background","7","","","","4"
"Very high transfer dependency","1985","Not Employed","direct migration background","13","","","","4"
"Very high transfer dependency","1985","Not Employed","indirect migration background","1","","","","4"
"Very high transfer dependency","1985","Employed","direct migration background","3","","","","4"
"Very high transfer dependency","1985","Employed","indirect migration background","","","","","4"
"Very low transfer dependency","1985","Employed","direct migration background","1327","0.600722918736191","0.579024555756783","0.622421281715599","1"
"Very low transfer dependency","1985","Not Employed","no migration background","1291","0.337100054047214","0.320662284537249","0.353537823557179","1"
"Very low transfer dependency","1985","Employed","no migration background","2614","0.542836715208741","0.528299475334134","0.557373955083349","1"
"Very low transfer dependency","1985","Not Employed","direct migration background","537","0.48734080468697","0.453934408360954","0.520747201012986","1"
"Very low transfer dependency","1985","Not Employed","indirect migration background","52","0.459483345041452","0.343563352662603","0.575403337420301","1"
"Very low transfer dependency","1985","Employed","indirect migration background","47","0.535094804863532","0.419079179983188","0.651110429743876","1"
"Complete transfer dependency","1986","Not Employed","direct migration background","31","0.0451367952861131","0.0309446476002068","0.0593289429720194","5"
"Complete transfer dependency","1986","Not Employed","no migration background","56","0.0184806168276528","0.013603962726295","0.0233572709290105","5"
"Complete transfer dependency","1986","Not Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1986","Employed","no migration background","","","","","5"
"Complete transfer dependency","1986","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1986","Employed","indirect migration background","","","","","5"
"High transfer dependency","1986","Not Employed","no migration background","41","0.0143130123148605","0.0100122116419017","0.0186138129878194","3"
"High transfer dependency","1986","Not Employed","direct migration background","30","0.0159626373434448","0.00739481801369427","0.0245304566731953","3"
"High transfer dependency","1986","Employed","indirect migration background","1","","","","3"
"High transfer dependency","1986","Employed","direct migration background","21","","","","3"
"High transfer dependency","1986","Not Employed","indirect migration background","","","","","3"
"High transfer dependency","1986","Employed","no migration background","29","","","","3"
"Low transfer dependency","1986","Not Employed","direct migration background","64","0.0622460866706927","0.0457297909055175","0.0787623824358679","2"
"Low transfer dependency","1986","Not Employed","indirect migration background","2","","","","2"
"Low transfer dependency","1986","Employed","indirect migration background","3","","","","2"
"Low transfer dependency","1986","Employed","direct migration background","76","0.0351240896470156","0.0268572622265519","0.0433909170674793","2"
"Low transfer dependency","1986","Not Employed","no migration background","83","0.0251394489226423","0.0194710108576671","0.0308078869876176","2"
"Low transfer dependency","1986","Employed","no migration background","101","0.0256678680288344","0.0209753721923973","0.0303603638652716","2"
"No transfer dependency","1986","Not Employed","no migration background","1496","0.596015240837171","0.578247776432129","0.613782705242213","0"
"No transfer dependency","1986","Not Employed","direct migration background","162","0.371040657971811","0.338016312484916","0.404065003458706","0"
"No transfer dependency","1986","Not Employed","indirect migration background","11","","","","0"
"No transfer dependency","1986","Employed","no migration background","1770","0.438932005692291","0.424206783489015","0.453657227895567","0"
"No transfer dependency","1986","Employed","direct migration background","545","0.355830826589766","0.334331623872546","0.377330029306986","0"
"No transfer dependency","1986","Employed","indirect migration background","33","0.523321937032293","0.418969208774076","0.627674665290509","0"
"Very high transfer dependency","1986","Employed","no migration background","8","","","","4"
"Very high transfer dependency","1986","Not Employed","no migration background","31","0.0114182931871444","0.00757130227079867","0.0152652841034902","4"
"Very high transfer dependency","1986","Not Employed","direct migration background","23","","","","4"
"Very high transfer dependency","1986","Not Employed","indirect migration background","1","","","","4"
"Very high transfer dependency","1986","Employed","direct migration background","5","","","","4"
"Very high transfer dependency","1986","Employed","indirect migration background","","","","","4"
"Very low transfer dependency","1986","Not Employed","no migration background","1223","0.334633387910529","0.31754782003174","0.351718955789318","1"
"Very low transfer dependency","1986","Employed","direct migration background","1258","0.595651477841799","0.573613352798243","0.617689602885355","1"
"Very low transfer dependency","1986","Employed","no migration background","2455","0.525241989121552","0.510424611330689","0.540059366912414","1"
"Very low transfer dependency","1986","Not Employed","direct migration background","512","0.47567575151215","0.441535425789891","0.509816077234408","1"
"Very low transfer dependency","1986","Not Employed","indirect migration background","47","0.417088577455415","0.293351856062755","0.540825298848075","1"
"Very low transfer dependency","1986","Employed","indirect migration background","51","0.431905473585035","0.328412369893329","0.535398577276742","1"
"Complete transfer dependency","1987","Not Employed","no migration background","43","0.0159756710314103","0.0113090167455024","0.0206423253173182","5"
"Complete transfer dependency","1987","Not Employed","direct migration background","31","0.0385732728659821","0.0254404100519872","0.0517061356799771","5"
"Complete transfer dependency","1987","Not Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1987","Employed","no migration background","","","","","5"
"Complete transfer dependency","1987","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1987","Employed","indirect migration background","","","","","5"
"High transfer dependency","1987","Not Employed","direct migration background","33","0.0262528058188647","0.0153492276823459","0.0371563839553835","3"
"High transfer dependency","1987","Not Employed","no migration background","31","0.0100092322791484","0.00630422460031908","0.0137142399579778","3"
"High transfer dependency","1987","Employed","direct migration background","20","","","","3"
"High transfer dependency","1987","Employed","indirect migration background","","","","","3"
"High transfer dependency","1987","Not Employed","indirect migration background","","","","","3"
"High transfer dependency","1987","Employed","no migration background","29","","","","3"
"Low transfer dependency","1987","Not Employed","no migration background","103","0.0343058052138307","0.027531312574081","0.0410802978535804","2"
"Low transfer dependency","1987","Not Employed","direct migration background","59","0.0530733168295196","0.0377851870919036","0.0683614465671357","2"
"Low transfer dependency","1987","Not Employed","indirect migration background","5","","","","2"
"Low transfer dependency","1987","Employed","direct migration background","59","0.028496132886584","0.0209968876291736","0.0359953781439945","2"
"Low transfer dependency","1987","Employed","indirect migration background","5","","","","2"
"Low transfer dependency","1987","Employed","no migration background","111","0.0252394353984085","0.0205745393597587","0.0299043314370584","2"
"No transfer dependency","1987","Not Employed","no migration background","1467","0.616226512011426","0.598126418006305","0.634326606016547","0"
"No transfer dependency","1987","Not Employed","direct migration background","167","0.38987872003499","0.356618055690798","0.423139384379183","0"
"No transfer dependency","1987","Not Employed","indirect migration background","12","","","","0"
"No transfer dependency","1987","Employed","no migration background","1833","0.460436531537026","0.44561273887025","0.475260324203803","0"
"No transfer dependency","1987","Employed","direct migration background","508","0.343472030677092","0.322069031649484","0.3648750297047","0"
"No transfer dependency","1987","Employed","indirect migration background","37","0.528482748726318","0.429142229668042","0.627823267784593","0"
"Very high transfer dependency","1987","Employed","no migration background","11","","","","4"
"Very high transfer dependency","1987","Not Employed","no migration background","36","0.0134326330200556","0.00914796572796782","0.0177173003121435","4"
"Very high transfer dependency","1987","Not Employed","direct migration background","13","","","","4"
"Very high transfer dependency","1987","Not Employed","indirect migration background","2","","","","4"
"Very high transfer dependency","1987","Employed","direct migration background","2","","","","4"
"Very high transfer dependency","1987","Employed","indirect migration background","","","","","4"
"Very low transfer dependency","1987","Not Employed","no migration background","1093","0.310050146444129","0.29283550862201","0.327264784266249","1"
"Very low transfer dependency","1987","Employed","no migration background","2359","0.504054203264272","0.489184273966304","0.518924132562241","1"
"Very low transfer dependency","1987","Employed","direct migration background","1302","0.617435558762367","0.595530196207906","0.639340921316828","1"
"Very low transfer dependency","1987","Not Employed","direct migration background","523","0.472266345938064","0.438220905114953","0.506311786761175","1"
"Very low transfer dependency","1987","Not Employed","indirect migration background","53","0.390066002869047","0.277400148759856","0.502731856978238","1"
"Very low transfer dependency","1987","Employed","indirect migration background","55","0.436340539759538","0.337648208820917","0.535032870698158","1"
"Complete transfer dependency","1988","Not Employed","no migration background","31","0.0138804779594272","0.00935284310019583","0.0184081128186587","5"
"Complete transfer dependency","1988","Not Employed","direct migration background","33","0.0407554362370163","0.0268885159054066","0.054622356568626","5"
"Complete transfer dependency","1988","Not Employed","indirect migration background","3","","","","5"
"Complete transfer dependency","1988","Employed","no migration background","","","","","5"
"Complete transfer dependency","1988","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1988","Employed","indirect migration background","","","","","5"
"High transfer dependency","1988","Not Employed","direct migration background","18","","","","3"
"High transfer dependency","1988","Employed","indirect migration background","2","","","","3"
"High transfer dependency","1988","Employed","direct migration background","10","","","","3"
"High transfer dependency","1988","Not Employed","no migration background","31","0.0117567031890359","0.00758532926504905","0.0159280771130228","3"
"High transfer dependency","1988","Not Employed","indirect migration background","2","","","","3"
"High transfer dependency","1988","Employed","no migration background","22","","","","3"
"Low transfer dependency","1988","Not Employed","indirect migration background","5","","","","2"
"Low transfer dependency","1988","Not Employed","no migration background","69","0.0250991960401606","0.0190455848200369","0.0311528072602843","2"
"Low transfer dependency","1988","Not Employed","direct migration background","70","0.0619326119199198","0.0450282301949096","0.07883699364493","2"
"Low transfer dependency","1988","Employed","no migration background","88","0.0234259668186882","0.0188108273775283","0.028041106259848","2"
"Low transfer dependency","1988","Employed","direct migration background","66","0.0341138603896642","0.0257070994249184","0.04252062135441","2"
"Low transfer dependency","1988","Employed","indirect migration background","5","","","","2"
"No transfer dependency","1988","Not Employed","no migration background","1399","0.629718910160237","0.611031739984948","0.648406080335525","0"
"No transfer dependency","1988","Not Employed","direct migration background","170","0.419328209692413","0.384721128006594","0.453935291378232","0"
"No transfer dependency","1988","Not Employed","indirect migration background","17","","","","0"
"No transfer dependency","1988","Employed","no migration background","1782","0.48207290506334","0.466826264703912","0.497319545422768","0"
"No transfer dependency","1988","Employed","direct migration background","500","0.373905525383897","0.351497624484059","0.396313426283736","0"
"No transfer dependency","1988","Employed","indirect migration background","39","0.367884272702277","0.280875910014457","0.454892635390097","0"
"Very high transfer dependency","1988","Employed","no migration background","13","","","","4"
"Very high transfer dependency","1988","Not Employed","no migration background","41","0.0158406122479032","0.0110086547262652","0.0206725697695412","4"
"Very high transfer dependency","1988","Not Employed","direct migration background","16","","","","4"
"Very high transfer dependency","1988","Not Employed","indirect migration background","3","","","","4"
"Very high transfer dependency","1988","Employed","direct migration background","3","","","","4"
"Very high transfer dependency","1988","Employed","indirect migration background","","","","","4"
"Very low transfer dependency","1988","Employed","no migration background","2221","0.485926397687778","0.470675992690833","0.501176802684723","1"
"Very low transfer dependency","1988","Not Employed","indirect migration background","64","0.452044471571651","0.351433023009775","0.552655920133527","1"
"Very low transfer dependency","1988","Not Employed","no migration background","994","0.303704100403237","0.285907926012937","0.321500274793536","1"
"Very low transfer dependency","1988","Employed","direct migration background","1212","0.584422808344159","0.56159891503743","0.607246701650888","1"
"Very low transfer dependency","1988","Not Employed","direct migration background","474","0.441404063322322","0.406579183726305","0.476228942918339","1"
"Very low transfer dependency","1988","Employed","indirect migration background","72","0.601635838621597","0.513304651545828","0.689967025697365","1"
"Complete transfer dependency","1989","Not Employed","indirect migration background","2","","","","5"
"Complete transfer dependency","1989","Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1989","Not Employed","direct migration background","35","0.048662208301177","0.0336012245123879","0.0637231920899661","5"
"Complete transfer dependency","1989","Not Employed","no migration background","44","0.0200275569212287","0.0144470761579296","0.0256080376845278","5"
"Complete transfer dependency","1989","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1989","Employed","no migration background","","","","","5"
"High transfer dependency","1989","Not Employed","no migration background","29","","","","3"
"High transfer dependency","1989","Not Employed","direct migration background","27","","","","3"
"High transfer dependency","1989","Employed","direct migration background","15","","","","3"
"High transfer dependency","1989","Employed","indirect migration background","","","","","3"
"High transfer dependency","1989","Not Employed","indirect migration background","2","","","","3"
"High transfer dependency","1989","Employed","no migration background","29","","","","3"
"Low transfer dependency","1989","Not Employed","no migration background","67","0.0226530027584197","0.0167259611405586","0.0285800443762808","2"
"Low transfer dependency","1989","Not Employed","direct migration background","63","0.0554456687767068","0.0394265970972382","0.0714647404561754","2"
"Low transfer dependency","1989","Not Employed","indirect migration background","7","","","","2"
"Low transfer dependency","1989","Employed","no migration background","82","0.0198039389873849","0.01548679949367","0.0241210784810998","2"
"Low transfer dependency","1989","Employed","direct migration background","66","0.035921456346501","0.0271421364908174","0.0447007762021846","2"
"Low transfer dependency","1989","Employed","indirect migration background","5","","","","2"
"No transfer dependency","1989","Not Employed","no migration background","1315","0.629265600381692","0.610025863234566","0.648505337528818","0"
"No transfer dependency","1989","Employed","no migration background","1790","0.492052119425086","0.476561137578465","0.507543101271707","0"
"No transfer dependency","1989","Employed","direct migration background","501","0.375633900653552","0.352786871143865","0.398480930163239","0"
"No transfer dependency","1989","Not Employed","direct migration background","195","0.435336227769567","0.400630797975281","0.470041657563854","0"
"No transfer dependency","1989","Not Employed","indirect migration background","14","","","","0"
"No transfer dependency","1989","Employed","indirect migration background","54","0.410121037303218","0.329786125267584","0.490455949338853","0"
"Very high transfer dependency","1989","Not Employed","no migration background","32","0.0141121207333144","0.00941360590699447","0.0188106355596342","4"
"Very high transfer dependency","1989","Not Employed","direct migration background","13","","","","4"
"Very high transfer dependency","1989","Not Employed","indirect migration background","1","","","","4"
"Very high transfer dependency","1989","Employed","no migration background","6","","","","4"
"Very high transfer dependency","1989","Employed","direct migration background","3","","","","4"
"Very high transfer dependency","1989","Employed","indirect migration background","1","","","","4"
"Very low transfer dependency","1989","Employed","no migration background","2094","0.476688778480462","0.461212686460027","0.492164870500898","1"
"Very low transfer dependency","1989","Not Employed","indirect migration background","80","0.550487991246807","0.455790225562863","0.645185756930751","1"
"Very low transfer dependency","1989","Not Employed","no migration background","934","0.301575523087733","0.283294164525291","0.319856881650176","1"
"Very low transfer dependency","1989","Not Employed","direct migration background","451","0.42583292606009","0.391220756627326","0.460445095492853","1"
"Very low transfer dependency","1989","Employed","direct migration background","1141","0.581137492644248","0.557861785350852","0.604413199937643","1"
"Very low transfer dependency","1989","Employed","indirect migration background","84","0.564389834181186","0.483404675134197","0.645374993228175","1"
"Complete transfer dependency","1990","Not Employed","indirect migration background","1","","","","5"
"Complete transfer dependency","1990","Not Employed","direct migration background","24","","","","5"
"Complete transfer dependency","1990","Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1990","Not Employed","no migration background","28","","","","5"
"Complete transfer dependency","1990","Employed","no migration background","","","","","5"
"Complete transfer dependency","1990","Employed","direct migration background","","","","","5"
"High transfer dependency","1990","Not Employed","no migration background","26","","","","3"
"High transfer dependency","1990","Not Employed","direct migration background","28","","","","3"
"High transfer dependency","1990","Employed","direct migration background","16","","","","3"
"High transfer dependency","1990","Employed","indirect migration background","","","","","3"
"High transfer dependency","1990","Not Employed","indirect migration background","","","","","3"
"High transfer dependency","1990","Employed","no migration background","29","","","","3"
"Low transfer dependency","1990","Not Employed","no migration background","68","0.0257250894012825","0.0192788819194649","0.0321712968831001","2"
"Low transfer dependency","1990","Not Employed","direct migration background","52","0.0453676577737273","0.0305914885437162","0.0601438270037385","2"
"Low transfer dependency","1990","Not Employed","indirect migration background","4","","","","2"
"Low transfer dependency","1990","Employed","no migration background","67","0.0177124243564115","0.0135662907518639","0.0218585579609591","2"
"Low transfer dependency","1990","Employed","direct migration background","47","0.0284183942487112","0.0204032016259409","0.0364335868714815","2"
"Low transfer dependency","1990","Employed","indirect migration background","9","","","","2"
"No transfer dependency","1990","Not Employed","no migration background","1338","0.644296779810127","0.624804081872264","0.66378947774799","0"
"No transfer dependency","1990","Employed","direct migration background","492","0.389947432424335","0.366420721482899","0.413474143365772","0"
"No transfer dependency","1990","Employed","no migration background","1862","0.517073318693214","0.501366015481756","0.532780621904672","0"
"No transfer dependency","1990","Not Employed","indirect migration background","16","","","","0"
"No transfer dependency","1990","Not Employed","direct migration background","214","0.456104943170897","0.420741010849057","0.491468875492737","0"
"No transfer dependency","1990","Employed","indirect migration background","55","0.353469553711759","0.280081598827701","0.426857508595817","0"
"Very high transfer dependency","1990","Not Employed","no migration background","16","","","","4"
"Very high transfer dependency","1990","Not Employed","direct migration background","20","","","","4"
"Very high transfer dependency","1990","Not Employed","indirect migration background","","","","","4"
"Very high transfer dependency","1990","Employed","no migration background","5","","","","4"
"Very high transfer dependency","1990","Employed","direct migration background","4","","","","4"
"Very high transfer dependency","1990","Employed","indirect migration background","2","","","","4"
"Very low transfer dependency","1990","Employed","no migration background","1925","0.454764523757846","0.439112506978632","0.470416540537061","1"
"Very low transfer dependency","1990","Not Employed","indirect migration background","91","0.662082757865334","0.574483506480746","0.749682009249922","1"
"Very low transfer dependency","1990","Not Employed","no migration background","841","0.296268674369208","0.277676448662811","0.314860900075605","1"
"Very low transfer dependency","1990","Not Employed","direct migration background","424","0.415439856946858","0.380450232131611","0.450429481762104","1"
"Very low transfer dependency","1990","Employed","direct migration background","1092","0.567885002618558","0.543990146272426","0.59177985896469","1"
"Very low transfer dependency","1990","Employed","indirect migration background","97","0.595570565711411","0.520227674861756","0.670913456561067","1"
"Complete transfer dependency","1991","Not Employed","no migration background","27","","","","5"
"Complete transfer dependency","1991","Not Employed","direct migration background","27","","","","5"
"Complete transfer dependency","1991","Not Employed","indirect migration background","4","","","","5"
"Complete transfer dependency","1991","Employed","no migration background","","","","","5"
"Complete transfer dependency","1991","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1991","Employed","indirect migration background","","","","","5"
"High transfer dependency","1991","Employed","indirect migration background","1","","","","3"
"High transfer dependency","1991","Not Employed","no migration background","32","0.0143424309113714","0.00944373785735367","0.0192411239653892","3"
"High transfer dependency","1991","Employed","direct migration background","10","","","","3"
"High transfer dependency","1991","Not Employed","direct migration background","23","","","","3"
"High transfer dependency","1991","Not Employed","indirect migration background","1","","","","3"
"High transfer dependency","1991","Employed","no migration background","24","","","","3"
"Low transfer dependency","1991","Not Employed","no migration background","73","0.0281020971522557","0.021293063164804","0.0349111311397073","2"
"Low transfer dependency","1991","Not Employed","direct migration background","60","0.0712433887151076","0.0525321291188392","0.0899546483113759","2"
"Low transfer dependency","1991","Not Employed","indirect migration background","8","","","","2"
"Low transfer dependency","1991","Employed","no migration background","73","0.0187965650484751","0.0145167634732005","0.0230763666237496","2"
"Low transfer dependency","1991","Employed","direct migration background","58","0.0354116351662414","0.0264006678822578","0.044422602450225","2"
"Low transfer dependency","1991","Employed","indirect migration background","8","","","","2"
"No transfer dependency","1991","Not Employed","no migration background","1351","0.663021657196195","0.64354696212121","0.68249635227118","0"
"No transfer dependency","1991","Not Employed","direct migration background","209","0.469520977367057","0.433218071602227","0.505823883131888","0"
"No transfer dependency","1991","Not Employed","indirect migration background","17","","","","0"
"No transfer dependency","1991","Employed","no migration background","1905","0.525286301811473","0.509549416563226","0.54102318705972","0"
"No transfer dependency","1991","Employed","direct migration background","516","0.417467817998117","0.393424252265992","0.441511383730242","0"
"No transfer dependency","1991","Employed","indirect migration background","83","0.437142146499403","0.367161146865433","0.507123146133372","0"
"Very high transfer dependency","1991","Not Employed","no migration background","18","","","","4"
"Very high transfer dependency","1991","Employed","no migration background","6","","","","4"
"Very high transfer dependency","1991","Not Employed","indirect migration background","2","","","","4"
"Very high transfer dependency","1991","Not Employed","direct migration background","12","","","","4"
"Very high transfer dependency","1991","Employed","direct migration background","1","","","","4"
"Very high transfer dependency","1991","Employed","indirect migration background","2","","","","4"
"Very low transfer dependency","1991","Employed","no migration background","1860","0.447835603470578","0.432164543698991","0.463506663242165","1"
"Very low transfer dependency","1991","Not Employed","indirect migration background","96","0.555161792691053","0.469071550045258","0.641252035336848","1"
"Very low transfer dependency","1991","Not Employed","no migration background","762","0.270320430986997","0.252022105741616","0.288618756232378","1"
"Very low transfer dependency","1991","Not Employed","direct migration background","395","0.395539120518286","0.359971189604299","0.431107051432273","1"
"Very low transfer dependency","1991","Employed","direct migration background","1031","0.542702767448121","0.518413874682958","0.566991660213284","1"
"Very low transfer dependency","1991","Employed","indirect migration background","99","0.510937561716551","0.440413793978944","0.581461329454158","1"
"Complete transfer dependency","1992","Not Employed","no migration background","34","0.0126466173870015","0.00873003154774435","0.0165632032262587","5"
"Complete transfer dependency","1992","Not Employed","direct migration background","20","","","","5"
"Complete transfer dependency","1992","Not Employed","indirect migration background","","","","","5"
"Complete transfer dependency","1992","Employed","no migration background","","","","","5"
"Complete transfer dependency","1992","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1992","Employed","indirect migration background","","","","","5"
"High transfer dependency","1992","Not Employed","no migration background","63","0.0163873858208736","0.0119374777964444","0.0208372938453028","3"
"High transfer dependency","1992","Employed","direct migration background","12","","","","3"
"High transfer dependency","1992","Employed","indirect migration background","4","","","","3"
"High transfer dependency","1992","Not Employed","direct migration background","25","","","","3"
"High transfer dependency","1992","Not Employed","indirect migration background","","","","","3"
"High transfer dependency","1992","Employed","no migration background","64","0.0093785310219177","0.00705699845508577","0.0117000635887496","3"
"Low transfer dependency","1992","Not Employed","no migration background","167","0.029766759562753","0.0238103026448415","0.0357232164806645","2"
"Low transfer dependency","1992","Not Employed","direct migration background","70","0.0617647951314881","0.0445364396463334","0.0789931506166428","2"
"Low transfer dependency","1992","Not Employed","indirect migration background","11","","","","2"
"Low transfer dependency","1992","Employed","no migration background","330","0.037087250719291","0.0325357009973425","0.0416388004412395","2"
"Low transfer dependency","1992","Employed","direct migration background","51","0.0206148710046085","0.0137169001934565","0.0275128418157605","2"
"Low transfer dependency","1992","Employed","indirect migration background","13","","","","2"
"No transfer dependency","1992","Not Employed","no migration background","1723","0.636528166705569","0.619669301269124","0.653387032142013","0"
"No transfer dependency","1992","Employed","no migration background","2524","0.464635889417666","0.452623358844267","0.476648419991066","0"
"No transfer dependency","1992","Employed","direct migration background","548","0.434114423284054","0.410053033481271","0.458175813086838","0"
"No transfer dependency","1992","Not Employed","direct migration background","258","0.513019077682265","0.477247327342175","0.548790828022355","0"
"No transfer dependency","1992","Not Employed","indirect migration background","12","","","","0"
"No transfer dependency","1992","Employed","indirect migration background","94","0.443171777552049","0.378972396611587","0.507371158492512","0"
"Very high transfer dependency","1992","Not Employed","no migration background","33","0.0139577700214161","0.00984589479984722","0.018069645242985","4"
"Very high transfer dependency","1992","Employed","no migration background","12","","","","4"
"Very high transfer dependency","1992","Not Employed","direct migration background","24","","","","4"
"Very high transfer dependency","1992","Not Employed","indirect migration background","2","","","","4"
"Very high transfer dependency","1992","Employed","direct migration background","3","","","","4"
"Very high transfer dependency","1992","Employed","indirect migration background","6","","","","4"
"Very low transfer dependency","1992","Employed","no migration background","3692","0.486791972887387","0.474753485358608","0.498830460416166","1"
"Very low transfer dependency","1992","Not Employed","indirect migration background","118","0.778201784551567","0.710108355137227","0.846295213965907","1"
