"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1984","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","1984","Brandenburg","East Germany","","","","","2"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Low transfer dependency","1984","Saxony","West Germany","","","","","2"
"Low transfer dependency","1984","Saxony","East Germany","","","","","2"
"Low transfer dependency","1984","Thuringia","West Germany","","","","","2"
"Low transfer dependency","1984","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1984","Berlin","West Germany","7","","","","2"
"Low transfer dependency","1984","Berlin","East Germany","","","","","2"
"No transfer dependency","1984","Schleswig-Holstein","West Germany","148","0.477124527463171","0.426162122520431","0.528086932405911","0"
"No transfer dependency","1984","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","1984","Hamburg","West Germany","157","0.61554553100884","0.560589242942486","0.670501819075195","0"
"No transfer dependency","1984","Hamburg","East Germany","","","","","0"
"No transfer dependency","1984","Lower Saxony","West Germany","421","0.404326685135832","0.376594406667989","0.432058963603676","0"
"No transfer dependency","1984","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","1984","Bremen","West Germany","62","0.600601736678379","0.516409355482326","0.684794117874432","0"
"No transfer dependency","1984","Bremen","East Germany","","","","","0"
"No transfer dependency","1984","North Rhine-Westphalia","West Germany","1214","0.458899397451143","0.44151429132083","0.476284503581456","0"
"No transfer dependency","1984","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","1984","Hesse","West Germany","506","0.528437096471779","0.500122368538706","0.556751824404852","0"
"No transfer dependency","1984","Hesse","East Germany","","","","","0"
"No transfer dependency","1984","Rhineland-Palatinate,Saarland","West Germany","388","0.534575825463029","0.500351717452865","0.568799933473193","0"
"No transfer dependency","1984","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","1984","Baden-Württemberg","West Germany","852","0.487316281479846","0.466338938361643","0.508293624598049","0"
"No transfer dependency","1984","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","1984","Bavaria","West Germany","782","0.459668252623075","0.437934991204971","0.481401514041178","0"
"No transfer dependency","1984","Bavaria","East Germany","","","","","0"
"No transfer dependency","1984","Berlin","West Germany","199","0.565972701526756","0.517583123716222","0.61436227933729","0"
"No transfer dependency","1984","Berlin","East Germany","","","","","0"
"No transfer dependency","1984","Brandenburg","West Germany","","","","","0"
"No transfer dependency","1984","Brandenburg","East Germany","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"No transfer dependency","1984","Saxony","West Germany","","","","","0"
"No transfer dependency","1984","Saxony","East Germany","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","East Germany","","","","","0"
"No transfer dependency","1984","Thuringia","West Germany","","","","","0"
"No transfer dependency","1984","Thuringia","East Germany","","","","","0"
"Very high transfer dependency","1984","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1984","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1984","Berlin","East Germany","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very high transfer dependency","1984","Saxony","East Germany","","","","","4"
"Very high transfer dependency","1984","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","West Germany","5","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","1984","Hamburg","West Germany","4","","","","4"
"Very high transfer dependency","1984","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1984","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1984","Bremen","West Germany","","","","","4"
"Very high transfer dependency","1984","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","1984","Hesse","West Germany","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","West Germany","1","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","West Germany","4","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","1984","Bavaria","West Germany","2","","","","4"
"Very high transfer dependency","1984","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","1984","Berlin","West Germany","1","","","","4"
"Very high transfer dependency","1984","Lower Saxony","West Germany","16","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","West Germany","23","","","","4"
"Very high transfer dependency","1984","Hesse","East Germany","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1984","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","1984","Saxony-Anhalt","East Germany","","","","","4"
"Very high transfer dependency","1984","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","1984","Thuringia","East Germany","","","","","4"
"Very low transfer dependency","1984","Hamburg","West Germany","125","0.341162633828709","0.287603359557766","0.394721908099651","1"
"Very low transfer dependency","1984","Schleswig-Holstein","West Germany","191","0.463518453319728","0.412638604013242","0.514398302626214","1"
"Very low transfer dependency","1984","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","1984","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","1984","Bremen","East Germany","","","","","1"
"Very low transfer dependency","1984","North Rhine-Westphalia","West Germany","1655","0.461836361010666","0.444443107350549","0.479229614670783","1"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","1984","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","1984","Bavaria","West Germany","1136","0.494022576029853","0.472219821055909","0.515825331003797","1"
"Very low transfer dependency","1984","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","1984","Berlin","West Germany","188","0.392018754039457","0.344354359417949","0.439683148660965","1"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","West Germany","392","0.425737325484392","0.39181159793347","0.459663053035314","1"
"Very low transfer dependency","1984","Baden-Württemberg","West Germany","1215","0.47824023306719","0.457276017987793","0.499204448146587","1"
"Very low transfer dependency","1984","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","1984","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","1984","Lower Saxony","West Germany","648","0.510387072544113","0.482138822533514","0.538635322554712","1"
"Very low transfer dependency","1984","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","1984","Bremen","West Germany","43","0.231492738101922","0.158987549162886","0.303997927040959","1"
"Very low transfer dependency","1984","Hesse","West Germany","598","0.422434026486374","0.39441673336914","0.450451319603608","1"
"Very low transfer dependency","1984","Hesse","East Germany","","","","","1"
"Very low transfer dependency","1984","Berlin","East Germany","","","","","1"
"Very low transfer dependency","1984","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","1984","Brandenburg","East Germany","","","","","1"
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very low transfer dependency","1984","Thuringia","East Germany","","","","","1"
"Very low transfer dependency","1984","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","1984","Saxony","West Germany","","","","","1"
"Very low transfer dependency","1984","Saxony-Anhalt","East Germany","","","","","1"
"Very low transfer dependency","1984","Saxony","East Germany","","","","","1"
"Very low transfer dependency","1984","Saxony-Anhalt","West Germany","","","","","1"
"Complete transfer dependency","1985","Bremen","East Germany","","","","","5"
"Complete transfer dependency","1985","North Rhine-Westphalia","West Germany","47","0.0164286862731081","0.0117731905792816","0.0210841819669346","5"
"Complete transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","1985","Hesse","West Germany","10","","","","5"
"Complete transfer dependency","1985","Hesse","East Germany","","","","","5"
"Complete transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","3","","","","5"
"Complete transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","1985","Hamburg","West Germany","3","","","","5"
"Complete transfer dependency","1985","Lower Saxony","West Germany","16","","","","5"
"Complete transfer dependency","1985","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","1985","Bremen","West Germany","2","","","","5"
"Complete transfer dependency","1985","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","1985","Baden-Württemberg","West Germany","4","","","","5"
"Complete transfer dependency","1985","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","1985","Bavaria","West Germany","8","","","","5"
"Complete transfer dependency","1985","Schleswig-Holstein","West Germany","5","","","","5"
"Complete transfer dependency","1985","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","1985","Berlin","West Germany","2","","","","5"
"Complete transfer dependency","1985","Berlin","East Germany","","","","","5"
"Complete transfer dependency","1985","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","1985","Brandenburg","East Germany","","","","","5"
"Complete transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Complete transfer dependency","1985","Saxony","West Germany","","","","","5"
"Complete transfer dependency","1985","Saxony","East Germany","","","","","5"
"Complete transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","5"
"Complete transfer dependency","1985","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","1985","Thuringia","East Germany","","","","","5"
"High transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","3"
"High transfer dependency","1985","Bavaria","East Germany","","","","","3"
"High transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"High transfer dependency","1985","Saxony","West Germany","","","","","3"
"High transfer dependency","1985","Brandenburg","West Germany","","","","","3"
"High transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","1985","Schleswig-Holstein","West Germany","2","","","","3"
"High transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","1985","Berlin","West Germany","4","","","","3"
"High transfer dependency","1985","Lower Saxony","West Germany","9","","","","3"
"High transfer dependency","1985","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","1985","Bremen","West Germany","4","","","","3"
"High transfer dependency","1985","Bremen","East Germany","","","","","3"
"High transfer dependency","1985","North Rhine-Westphalia","West Germany","48","0.0128448318153644","0.00872083323528277","0.016968830395446","3"
"High transfer dependency","1985","Hesse","East Germany","","","","","3"
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","8","","","","3"
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","1985","Baden-Württemberg","West Germany","18","","","","3"
"High transfer dependency","1985","Hamburg","West Germany","10","","","","3"
"High transfer dependency","1985","Bavaria","West Germany","16","","","","3"
"High transfer dependency","1985","Berlin","East Germany","","","","","3"
"High transfer dependency","1985","Brandenburg","East Germany","","","","","3"
"High transfer dependency","1985","Saxony","East Germany","","","","","3"
"High transfer dependency","1985","Thuringia","West Germany","","","","","3"
"High transfer dependency","1985","Thuringia","East Germany","","","","","3"
"High transfer dependency","1985","Hamburg","East Germany","","","","","3"
"High transfer dependency","1985","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","1985","Hesse","West Germany","15","","","","3"
"Low transfer dependency","1985","Schleswig-Holstein","West Germany","11","","","","2"
"Low transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","1985","Hamburg","West Germany","14","","","","2"
"Low transfer dependency","1985","Hamburg","East Germany","","","","","2"
"Low transfer dependency","1985","Lower Saxony","West Germany","61","0.0460760539979806","0.0334253010126846","0.0587268069832765","2"
"Low transfer dependency","1985","Bremen","East Germany","","","","","2"
"Low transfer dependency","1985","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","1985","Bremen","West Germany","23","","","","2"
"Low transfer dependency","1985","North Rhine-Westphalia","West Germany","98","0.0240792369835829","0.0184650066852485","0.0296934672819173","2"
"Low transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","1985","Hesse","East Germany","","","","","2"
"Low transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","1985","Thuringia","East Germany","","","","","2"
"Low transfer dependency","1985","Hesse","West Germany","36","0.0220182604479804","0.0132786769102781","0.0307578439856827","2"
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","14","","","","2"
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","1985","Baden-Württemberg","West Germany","40","0.0116008051716917","0.00688662123180862","0.0163149891115747","2"
"Low transfer dependency","1985","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","1985","Brandenburg","East Germany","","","","","2"
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Low transfer dependency","1985","Saxony","West Germany","","","","","2"
"Low transfer dependency","1985","Saxony","East Germany","","","","","2"
"Low transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","2"
"Low transfer dependency","1985","Thuringia","West Germany","","","","","2"
"Low transfer dependency","1985","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","1985","Bavaria","West Germany","38","0.0204032665970121","0.0139277050554289","0.0268788281385953","2"
"Low transfer dependency","1985","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1985","Berlin","West Germany","21","","","","2"
"Low transfer dependency","1985","Berlin","East Germany","","","","","2"
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No transfer dependency","1985","Schleswig-Holstein","West Germany","141","0.478450215057934","0.425430527526019","0.53146990258985","0"
"No transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","1985","Hamburg","West Germany","127","0.621959978784846","0.564440243727325","0.679479713842367","0"
"No transfer dependency","1985","Hamburg","East Germany","","","","","0"
"No transfer dependency","1985","Lower Saxony","West Germany","375","0.420995773219184","0.391203640360914","0.450787906077453","0"
"No transfer dependency","1985","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","1985","Bremen","West Germany","50","0.551754400725406","0.460463690575763","0.643045110875049","0"
"No transfer dependency","1985","Bremen","East Germany","","","","","0"
"No transfer dependency","1985","North Rhine-Westphalia","West Germany","1060","0.461185454811743","0.442928890955075","0.479442018668411","0"
"No transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","1985","Hesse","West Germany","443","0.534157936767485","0.50444893525518","0.563866938279789","0"
"No transfer dependency","1985","Hesse","East Germany","","","","","0"
"No transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","328","0.527173322205986","0.491274402264611","0.563072242147361","0"
"No transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","1985","Baden-Württemberg","West Germany","724","0.483798872612987","0.4617980881531","0.505799657072873","0"
"No transfer dependency","1985","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","1985","Bavaria","West Germany","709","0.481573258529331","0.458686789296405","0.504459727762257","0"
"No transfer dependency","1985","Bavaria","East Germany","","","","","0"
"No transfer dependency","1985","Berlin","West Germany","161","0.599270172269698","0.548718950572225","0.649821393967172","0"
"No transfer dependency","1985","Berlin","East Germany","","","","","0"
"No transfer dependency","1985","Brandenburg","West Germany","","","","","0"
"No transfer dependency","1985","Brandenburg","East Germany","","","","","0"
"No transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"No transfer dependency","1985","Saxony","West Germany","","","","","0"
"No transfer dependency","1985","Saxony","East Germany","","","","","0"
"No transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","0"
"No transfer dependency","1985","Thuringia","West Germany","","","","","0"
"No transfer dependency","1985","Thuringia","East Germany","","","","","0"
"Very high transfer dependency","1985","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1985","Schleswig-Holstein","West Germany","2","","","","4"
"Very high transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","1985","Hamburg","West Germany","1","","","","4"
"Very high transfer dependency","1985","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1985","Bremen","West Germany","1","","","","4"
"Very high transfer dependency","1985","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1985","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very high transfer dependency","1985","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1985","Lower Saxony","West Germany","15","","","","4"
"Very high transfer dependency","1985","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","1","","","","4"
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1985","Baden-Württemberg","West Germany","6","","","","4"
"Very high transfer dependency","1985","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","1985","Bavaria","West Germany","13","","","","4"
"Very high transfer dependency","1985","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","1985","Berlin","West Germany","1","","","","4"
"Very high transfer dependency","1985","Berlin","East Germany","","","","","4"
"Very high transfer dependency","1985","Saxony","East Germany","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","4"
"Very high transfer dependency","1985","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","1985","Thuringia","East Germany","","","","","4"
"Very high transfer dependency","1985","North Rhine-Westphalia","West Germany","25","","","","4"
"Very high transfer dependency","1985","Hesse","West Germany","6","","","","4"
"Very high transfer dependency","1985","Hesse","East Germany","","","","","4"
"Very low transfer dependency","1985","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","1985","Hesse","West Germany","573","0.420112398473322","0.390716379181889","0.449508417764755","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","West Germany","389","0.434038649822183","0.398400818080519","0.469676481563847","1"
"Very low transfer dependency","1985","Hamburg","West Germany","118","0.300854079315491","0.246450354680152","0.355257803950829","1"
"Very low transfer dependency","1985","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","1985","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","1985","Schleswig-Holstein","West Germany","180","0.473521623571373","0.420527089425574","0.526516157717173","1"
"Very low transfer dependency","1985","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","1985","Bremen","East Germany","","","","","1"
"Very low transfer dependency","1985","Hesse","East Germany","","","","","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","1985","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","1985","Bavaria","West Germany","1047","0.474279285396575","0.451407580332109","0.497150990461041","1"
"Very low transfer dependency","1985","Berlin","West Germany","172","0.346846316991879","0.297747534415485","0.395945099568272","1"
"Very low transfer dependency","1985","Lower Saxony","West Germany","579","0.495804374647031","0.465634286781264","0.525974462512798","1"
"Very low transfer dependency","1985","Bremen","West Germany","34","0.273220962833561","0.191420856125216","0.355021069541906","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","West Germany","1586","0.476154145523902","0.457863159209687","0.494445131838117","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","1985","Baden-Württemberg","West Germany","1190","0.492590324030116","0.470580398322048","0.514600249738184","1"
"Very low transfer dependency","1985","Berlin","East Germany","","","","","1"
"Very low transfer dependency","1985","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","1985","Brandenburg","East Germany","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","West Germany","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","East Germany","","","","","1"
"Very low transfer dependency","1985","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very low transfer dependency","1985","Saxony","West Germany","","","","","1"
"Very low transfer dependency","1985","Saxony","East Germany","","","","","1"
"Very low transfer dependency","1985","Thuringia","East Germany","","","","","1"
"Complete transfer dependency","1986","North Rhine-Westphalia","West Germany","27","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","1986","Hesse","West Germany","13","","","","5"
"Complete transfer dependency","1986","Hesse","East Germany","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","1986","Bremen","East Germany","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","West Germany","3","","","","5"
"Complete transfer dependency","1986","Hamburg","West Germany","8","","","","5"
"Complete transfer dependency","1986","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","West Germany","18","","","","5"
"Complete transfer dependency","1986","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","1986","Bremen","West Germany","2","","","","5"
