"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2014","Couple + C. GT 16 ","Male","93","0.0442337236120419","0.0343036174220719","0.054163829802012","2"
"Low transfer dependency","2014","Couple + C. GT 16 ","Female","68","0.0381561993915031","0.0284614342780893","0.0478509645049168","2"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Male","131","0.0669498435525773","0.0530217870649473","0.0808779000402073","2"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Female","141","0.0819584291274668","0.0665600777787432","0.0973567804761904","2"
"No transfer dependency","2014","1-pers.-HH","Male","1142","0.737243042929859","0.715360134796073","0.759125951063645","0"
"No transfer dependency","2014","1-pers.-HH","Female","1557","0.777381542200608","0.75939094547185","0.795372138929365","0"
"No transfer dependency","2014","(Married) couple without C. ","Male","3206","0.826073653503237","0.814228982946323","0.837918324060151","0"
"No transfer dependency","2014","(Married) couple without C. ","Female","3247","0.820967206681084","0.809098225717532","0.832836187644636","0"
"No transfer dependency","2014","Single parent ","Female","110","0.127705745690533","0.112914648513483","0.142496842867582","0"
"No transfer dependency","2014","Couple + C. LE 16 ","Male","29","","","","0"
"No transfer dependency","2014","Couple + C. LE 16 ","Female","26","","","","0"
"No transfer dependency","2014","Couple + C. GT 16 ","Male","349","0.259067640181847","0.237908541822404","0.280226738541291","0"
"No transfer dependency","2014","Couple + C. GT 16 ","Female","295","0.239443216324101","0.217847403612704","0.261039029035499","0"
"No transfer dependency","2014","Couple + C. LE and GT 16","Male","","","","","0"
"No transfer dependency","2014","Couple + C. LE and GT 16","Female","","","","","0"
"No transfer dependency","2014","Single parent ","Male","73","0.155459024961803","0.126538393759333","0.184379656164273","0"
"Very high transfer dependency","2014","1-pers.-HH","Male","57","0.0341053735787224","0.0250813781992341","0.0431293689582107","4"
"Very high transfer dependency","2014","1-pers.-HH","Female","42","0.0183156390629571","0.0125167493940471","0.0241145287318671","4"
"Very high transfer dependency","2014","(Married) couple without C. ","Male","35","0.00806589700909819","0.00527078857775966","0.0108610054404367","4"
"Very high transfer dependency","2014","(Married) couple without C. ","Female","35","0.00626980430690694","0.00382611791266901","0.00871349070114487","4"
"Very high transfer dependency","2014","Single parent ","Male","44","0.040162592180738","0.0244915045736102","0.0558336797878659","4"
"Very high transfer dependency","2014","Single parent ","Female","234","0.101787470552814","0.0883876068386617","0.115187334266967","4"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Male","91","0.0240509682969353","0.0187567430805385","0.0293451935133322","4"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Female","95","0.0219505257095247","0.0171279217281494","0.0267731296908999","4"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Male","15","","","","4"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Female","16","","","","4"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Male","48","0.0397137527739233","0.0288311178638718","0.0505963876839749","4"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Female","36","0.0263519287930515","0.017359987841824","0.0353438697442789","4"
"Very low transfer dependency","2014","(Married) couple without C. ","Female","521","0.126612869054111","0.116317864244783","0.136907873863439","1"
"Very low transfer dependency","2014","Single parent ","Female","979","0.488683379724923","0.466530897078972","0.510835862370874","1"
"Very low transfer dependency","2014","1-pers.-HH","Male","138","0.0769587827383887","0.0637073686324087","0.0902101968443687","1"
"Very low transfer dependency","2014","1-pers.-HH","Female","210","0.0961516706894424","0.0834027309434255","0.108900610435459","1"
"Very low transfer dependency","2014","(Married) couple without C. ","Male","485","0.11801918720966","0.107937417068116","0.128100957351205","1"
"Very low transfer dependency","2014","Single parent ","Male","325","0.528149378826031","0.488304722321932","0.56799403533013","1"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Male","2557","0.815002899176321","0.801584997701679","0.828420800650964","1"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Female","2792","0.80432326648861","0.791265658200415","0.817380874776806","1"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Female","1070","0.698220077282866","0.6749903666798","0.721449787885931","1"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Male","1141","0.670189474191244","0.647483907337321","0.692895041045167","1"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Male","954","0.823351480003829","0.802098938252533","0.844604021755125","1"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Female","961","0.832441709789566","0.811476166809302","0.853407252769831","1"
"Complete transfer dependency","2015","1-pers.-HH","Male","110","0.0727891161191516","0.0601306432332793","0.0854475890050238","5"
"Complete transfer dependency","2015","1-pers.-HH","Female","72","0.0281401044106325","0.0210348974318781","0.0352453113893869","5"
"Complete transfer dependency","2015","(Married) couple without C. ","Male","37","0.00481131662888338","0.00264516057322327","0.00697747268454349","5"
"Complete transfer dependency","2015","(Married) couple without C. ","Female","34","0.00336593413796546","0.00156901763264906","0.00516285064328187","5"
"Complete transfer dependency","2015","Single parent ","Male","22","","","","5"
"Complete transfer dependency","2015","Single parent ","Female","114","0.0651838835917342","0.0540135823486595","0.0763541848348089","5"
"Complete transfer dependency","2015","Couple + C. LE 16 ","Male","82","0.0155376953219951","0.0112363858495709","0.0198390047944193","5"
"Complete transfer dependency","2015","Couple + C. LE 16 ","Female","81","0.0131630318753729","0.00938933759219585","0.0169367261585499","5"
"Complete transfer dependency","2015","Couple + C. GT 16 ","Male","10","","","","5"
"Complete transfer dependency","2015","Couple + C. GT 16 ","Female","10","","","","5"
"Complete transfer dependency","2015","Couple + C. LE and GT 16","Male","26","","","","5"
"Complete transfer dependency","2015","Couple + C. LE and GT 16","Female","19","","","","5"
"High transfer dependency","2015","1-pers.-HH","Male","62","0.035369184372516","0.0263689893398123","0.0443693794052198","3"
"High transfer dependency","2015","1-pers.-HH","Female","64","0.0281224693382457","0.0210194246392633","0.0352255140372282","3"
"High transfer dependency","2015","(Married) couple without C. ","Male","58","0.0105914125369903","0.00738684198602273","0.013795983087958","3"
"High transfer dependency","2015","(Married) couple without C. ","Female","56","0.00966163338592044","0.00662687369939264","0.0126963930724482","3"
"High transfer dependency","2015","Single parent ","Male","48","0.0630458352562583","0.0435169711858879","0.0825746993266288","3"
"High transfer dependency","2015","Single parent ","Female","218","0.109636713296754","0.0954985400265907","0.123774886566917","3"
"High transfer dependency","2015","Couple + C. LE 16 ","Male","148","0.0336552426188665","0.0273833263122173","0.0399271589255156","3"
"High transfer dependency","2015","Couple + C. LE 16 ","Female","179","0.0420115381015137","0.0353690547823802","0.0486540214206472","3"
"High transfer dependency","2015","Couple + C. GT 16 ","Male","41","0.0187306510737664","0.0120160105731748","0.0254452915743579","3"
"High transfer dependency","2015","Couple + C. GT 16 ","Female","36","0.015140450604601","0.00894847348691269","0.0213324277222893","3"
"High transfer dependency","2015","Couple + C. LE and GT 16","Male","49","0.0359864894423912","0.025585993747586","0.0463869851371964","3"
"High transfer dependency","2015","Couple + C. LE and GT 16","Female","48","0.0448863867584947","0.0332439257209464","0.0565288477960429","3"
"Low transfer dependency","2015","1-pers.-HH","Female","103","0.0421368169143014","0.0335051503812322","0.0507684834473706","2"
"Low transfer dependency","2015","(Married) couple without C. ","Male","109","0.0309477367786232","0.0255265657993265","0.03636890775792","2"
"Low transfer dependency","2015","Single parent ","Male","74","0.129752036221671","0.102751760005584","0.156752312437757","2"
"Low transfer dependency","2015","Single parent ","Female","256","0.116079205463997","0.101584294137821","0.130574116790174","2"
"Low transfer dependency","2015","Couple + C. LE 16 ","Male","305","0.0907058776489908","0.0807178956500111","0.100693859647971","2"
"Low transfer dependency","2015","Couple + C. LE 16 ","Female","371","0.115545022813754","0.104960299043318","0.126129746584191","2"
"Low transfer dependency","2015","(Married) couple without C. ","Female","118","0.0342873682369338","0.0286419222188673","0.0399328142550004","2"
"Low transfer dependency","2015","Couple + C. GT 16 ","Male","70","0.0316816009651818","0.0230066932386569","0.0403565086917067","2"
"Low transfer dependency","2015","Couple + C. GT 16 ","Female","76","0.0295087608572559","0.0209276386234145","0.0380898830910973","2"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Male","125","0.0722743601083033","0.0578151474712952","0.0867335727453115","2"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Female","123","0.0699327749058836","0.0555924991431329","0.0842730506686343","2"
"Low transfer dependency","2015","1-pers.-HH","Male","76","0.0449621196026606","0.0348651158076614","0.0550591233976599","2"
"No transfer dependency","2015","1-pers.-HH","Male","1185","0.737123203377416","0.715674304562079","0.758572102192754","0"
"No transfer dependency","2015","1-pers.-HH","Female","1594","0.78782884920353","0.770262918833562","0.805394779573499","0"
"No transfer dependency","2015","(Married) couple without C. ","Male","3274","0.846522789135403","0.835239224170305","0.857806354100501","0"
"No transfer dependency","2015","(Married) couple without C. ","Female","3296","0.83224801975065","0.820655777717599","0.843840261783701","0"
"No transfer dependency","2015","Single parent ","Male","89","0.210156466329063","0.177420020971797","0.24289291168633","0"
"No transfer dependency","2015","Single parent ","Female","120","0.136269058204835","0.120744489628395","0.151793626781275","0"
"No transfer dependency","2015","Couple + C. LE 16 ","Male","57","0.0199458297827834","0.0150833373455905","0.0248083222199763","0"
"No transfer dependency","2015","Couple + C. LE 16 ","Female","53","0.0141100493066748","0.0102048380915275","0.0180152605218221","0"
"No transfer dependency","2015","Couple + C. GT 16 ","Male","370","0.318780281334036","0.295699976406029","0.341860586262043","0"
"No transfer dependency","2015","Couple + C. GT 16 ","Female","323","0.283529600999301","0.260675132715629","0.306384069282974","0"
"No transfer dependency","2015","Couple + C. LE and GT 16","Male","","","","","0"
"No transfer dependency","2015","Couple + C. LE and GT 16","Female","1","","","","0"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Male","14","","","","4"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Female","15","","","","4"
"Very high transfer dependency","2015","1-pers.-HH","Male","55","0.0393183733420763","0.0298484525647667","0.0487882941193858","4"
"Very high transfer dependency","2015","1-pers.-HH","Female","41","0.0176501725039666","0.0119927369598101","0.0233076080481231","4"
"Very high transfer dependency","2015","(Married) couple without C. ","Female","29","","","","4"
"Very high transfer dependency","2015","Single parent ","Male","50","0.0658699312736208","0.0459385733029629","0.0858012892442787","4"
"Very high transfer dependency","2015","Single parent ","Female","204","0.0812710873935492","0.0689061078770774","0.0936360669100211","4"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Male","76","0.0210127834965736","0.0160246490859654","0.0260009179071818","4"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Female","87","0.0207040462475751","0.0159893834465166","0.0254187090486335","4"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Male","65","0.0378134708633055","0.0271623418632087","0.0484645998634022","4"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Female","53","0.0286602398580531","0.0192784555191881","0.0380420241969181","4"
"Very high transfer dependency","2015","(Married) couple without C. ","Male","29","","","","4"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Male","2508","0.819142571130791","0.805756418614827","0.832528723646754","1"
"Very low transfer dependency","2015","1-pers.-HH","Female","207","0.0961215876293233","0.0834573944779534","0.108785780780693","1"
"Very low transfer dependency","2015","(Married) couple without C. ","Male","413","0.101922255033234","0.0924512397671608","0.111393270299306","1"
"Very low transfer dependency","2015","(Married) couple without C. ","Female","458","0.114875559248872","0.10498266850123","0.124768449996513","1"
"Very low transfer dependency","2015","Single parent ","Male","312","0.491131311351702","0.450962286945043","0.531300335758361","1"
"Very low transfer dependency","2015","Single parent ","Female","964","0.491560052049131","0.468937593685989","0.514182510412272","1"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Female","2733","0.794466311655109","0.781086645004243","0.807845978305976","1"
"Very low transfer dependency","2015","1-pers.-HH","Male","130","0.0704380031861792","0.0579698671982892","0.0829061391740692","1"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Male","1061","0.617929428554925","0.593864008558966","0.641994848550885","1"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Female","1034","0.660695661989478","0.636686985148452","0.684704338830503","1"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Male","967","0.835701999435565","0.815010850972635","0.856393147898496","1"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Female","971","0.845779545552037","0.825471902075355","0.86608718902872","1"
"Complete transfer dependency","2016","1-pers.-HH","Male","88","0.0687119224185638","0.0557584158424213","0.0816654289947062","5"
"Complete transfer dependency","2016","1-pers.-HH","Female","57","0.0200357913946647","0.0138575769480566","0.0262140058412727","5"
"Complete transfer dependency","2016","(Married) couple without C. ","Male","19","","","","5"
"Complete transfer dependency","2016","(Married) couple without C. ","Female","18","","","","5"
"Complete transfer dependency","2016","Single parent ","Male","18","","","","5"
"Complete transfer dependency","2016","Single parent ","Female","80","0.0479778897685039","0.0377582040887294","0.0581975754482784","5"
"Complete transfer dependency","2016","Couple + C. LE 16 ","Male","54","0.0135570318131334","0.00919988199532169","0.0179141816309451","5"
"Complete transfer dependency","2016","Couple + C. LE 16 ","Female","54","0.0109489062008683","0.00723872096908098","0.0146590914326557","5"
"Complete transfer dependency","2016","Couple + C. GT 16 ","Male","11","","","","5"
"Complete transfer dependency","2016","Couple + C. GT 16 ","Female","13","","","","5"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","Male","22","","","","5"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","Female","18","","","","5"
"High transfer dependency","2016","Single parent ","Male","64","0.09102356584087","0.0673683367896987","0.114678794892041","3"
"High transfer dependency","2016","Single parent ","Female","201","0.101625307384799","0.0871767947886701","0.116073819980928","3"
"High transfer dependency","2016","1-pers.-HH","Male","44","0.039525962956002","0.0295486562405892","0.0495032696714148","3"
"High transfer dependency","2016","1-pers.-HH","Female","62","0.0316393273620987","0.0239216465399732","0.0393570081842243","3"
"High transfer dependency","2016","(Married) couple without C. ","Male","43","0.00939484762735026","0.00626818680053438","0.0125215084541661","3"
"High transfer dependency","2016","(Married) couple without C. ","Female","50","0.012065780312349","0.00855163311058525","0.0155799275141127","3"
"High transfer dependency","2016","Couple + C. LE 16 ","Male","81","0.0227088876141824","0.0170958997915819","0.0283218754367828","3"
"High transfer dependency","2016","Couple + C. LE 16 ","Female","98","0.0280455323003635","0.0221590524079972","0.0339320121927298","3"
"High transfer dependency","2016","Couple + C. GT 16 ","Male","39","0.0273710577335781","0.018949647078033","0.0357924683891231","3"
"High transfer dependency","2016","Couple + C. GT 16 ","Female","33","0.0146658063333415","0.0083800914342597","0.0209515212324233","3"
"High transfer dependency","2016","Couple + C. LE and GT 16","Male","42","0.0338510192046656","0.0233020737996901","0.0443999646096411","3"
"High transfer dependency","2016","Couple + C. LE and GT 16","Female","39","0.0262078538031995","0.0169707262830263","0.0354449813233728","3"
"Low transfer dependency","2016","Couple + C. LE 16 ","Female","357","0.12718251013305","0.115303608741115","0.139061411524985","2"
"Low transfer dependency","2016","1-pers.-HH","Female","90","0.0410811219669944","0.0323299402249988","0.04983230370899","2"
"Low transfer dependency","2016","(Married) couple without C. ","Male","106","0.0290978577675781","0.0236502748562643","0.0345454406788918","2"
"Low transfer dependency","2016","Single parent ","Male","65","0.0979424874529797","0.0734982439194396","0.12238673098652","2"
"Low transfer dependency","2016","Single parent ","Female","243","0.113457073214346","0.0982914897757864","0.128622656652906","2"
"Low transfer dependency","2016","Couple + C. LE 16 ","Male","306","0.119202415601929","0.106993846083605","0.131410985120253","2"
"Low transfer dependency","2016","Couple + C. GT 16 ","Male","63","0.0486636994975734","0.0375582777582231","0.0597691212369237","2"
"Low transfer dependency","2016","Couple + C. GT 16 ","Female","44","0.0298253570463927","0.0209307305816741","0.0387199835111113","2"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Male","129","0.0916234253876652","0.0747952377787856","0.108451612996545","2"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Female","152","0.113218384862881","0.0948971435656671","0.131539626160096","2"
"Low transfer dependency","2016","(Married) couple without C. ","Female","109","0.0305792239601079","0.0250374651594402","0.0361209827607755","2"
"Low transfer dependency","2016","1-pers.-HH","Male","72","0.0503166408696308","0.0391229189758646","0.0615103627633971","2"
"No transfer dependency","2016","1-pers.-HH","Male","1078","0.733626807663688","0.710990158875029","0.756263456452347","0"
"No transfer dependency","2016","1-pers.-HH","Female","1513","0.802433270601133","0.784877657961082","0.819988883241184","0"
"No transfer dependency","2016","(Married) couple without C. ","Male","3027","0.834412586444859","0.822365287272461","0.846459885617257","0"
"No transfer dependency","2016","(Married) couple without C. ","Female","3064","0.840229174367546","0.828436132333157","0.852022216401934","0"
"No transfer dependency","2016","Couple + C. LE and GT 16","Female","","","","","0"
"No transfer dependency","2016","Single parent ","Male","82","0.175785239814834","0.144482286039438","0.207088193590229","0"
"No transfer dependency","2016","Single parent ","Female","118","0.121746802135037","0.106110570286437","0.137383033983637","0"
"No transfer dependency","2016","Couple + C. LE 16 ","Male","31","0.0122453506263461","0.00810159296537653","0.0163891082873158","0"
"No transfer dependency","2016","Couple + C. LE 16 ","Female","33","0.0133994579091776","0.00930010648755463","0.0174988093308005","0"
"No transfer dependency","2016","Couple + C. GT 16 ","Male","317","0.267938968504634","0.245079978059249","0.290797958950018","0"
"No transfer dependency","2016","Couple + C. GT 16 ","Female","280","0.242546673248432","0.220134419610373","0.264958926886491","0"
"No transfer dependency","2016","Couple + C. LE and GT 16","Male","","","","","0"
"Very high transfer dependency","2016","1-pers.-HH","Male","52","0.0383202556976678","0.0284901381262654","0.0481503732690702","4"
"Very high transfer dependency","2016","1-pers.-HH","Female","50","0.0199657158941034","0.0137980946068969","0.02613333718131","4"
"Very high transfer dependency","2016","Couple + C. GT 16 ","Female","10","","","","4"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Male","55","0.0353566573726012","0.0245840680014908","0.0461292467437116","4"
"Very high transfer dependency","2016","(Married) couple without C. ","Male","33","0.00758744061048852","0.00477502571707","0.010399855503907","4"
"Very high transfer dependency","2016","(Married) couple without C. ","Female","29","","","","4"
"Very high transfer dependency","2016","Single parent ","Male","31","0.0436513762644724","0.0268486012530355","0.0604541512759093","4"
"Very high transfer dependency","2016","Single parent ","Female","156","0.0881972436358156","0.0746368777803667","0.101757609491264","4"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Male","69","0.0141160479928611","0.00967123333070316","0.0185608626550191","4"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Female","75","0.0132919580474399","0.00920886124935901","0.0173750548455208","4"
"Very high transfer dependency","2016","Couple + C. GT 16 ","Male","7","","","","4"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Female","57","0.035901427054531","0.0251440930663764","0.0466587610426857","4"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Male","2165","0.818170266351548","0.803637827896054","0.832702704807042","1"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Male","881","0.816129373232488","0.793533100773465","0.83872564569151","1"
"Very low transfer dependency","2016","1-pers.-HH","Female","204","0.084844772781006","0.0725586585551951","0.0971308870068169","1"
"Very low transfer dependency","2016","(Married) couple without C. ","Male","429","0.117079356830571","0.106658903561142","0.1274998101","1"
"Very low transfer dependency","2016","(Married) couple without C. ","Female","438","0.110479167873645","0.100389044248756","0.120569291498535","1"
"Very low transfer dependency","2016","Single parent ","Male","308","0.546156648536795","0.505213095796958","0.587100201276632","1"
"Very low transfer dependency","2016","Single parent ","Female","882","0.526995683861498","0.503121445193056","0.55086992252994","1"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Female","2405","0.807131635409101","0.793064568768629","0.821198702049573","1"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Male","1005","0.648531496688151","0.623889595979738","0.673173397396563","1"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Female","1025","0.700920050218012","0.676979296438968","0.724860803997056","1"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Female","883","0.811679247138403","0.789072952242824","0.834285542033983","1"
"Very low transfer dependency","2016","1-pers.-HH","Male","131","0.0694984103944476","0.0564764828662345","0.0825203379226606","1"
"Complete transfer dependency","2017","1-pers.-HH","Male","415","0.0776712290435939","0.0663654877638759","0.088976970323312","5"
"Complete transfer dependency","2017","1-pers.-HH","Female","113","0.0254617087354481","0.0189369528002454","0.0319864646706507","5"
"Complete transfer dependency","2017","(Married) couple without C. ","Male","41","0.00341781469626166","0.00163203389851904","0.00520359549400428","5"
"Complete transfer dependency","2017","(Married) couple without C. ","Female","41","0.00327795396950071","0.00154266145492672","0.00501324648407469","5"
"Complete transfer dependency","2017","Single parent ","Male","48","0.0532325298234051","0.036013775988612","0.0704512836581983","5"
"Complete transfer dependency","2017","Single parent ","Female","213","0.0533252961957538","0.0431145226778719","0.0635360697136357","5"
"Complete transfer dependency","2017","Couple + C. LE 16 ","Male","461","0.0165183249248488","0.0121735948032964","0.0208630550464012","5"
"Complete transfer dependency","2017","Couple + C. LE 16 ","Female","343","0.0157295536902816","0.0115967085696862","0.019862398810877","5"
"Complete transfer dependency","2017","Couple + C. GT 16 ","Male","16","","","","5"
"Complete transfer dependency","2017","Couple + C. GT 16 ","Female","13","","","","5"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","Male","127","0.0172480102838041","0.0102614784321913","0.024234542135417","5"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","Female","96","0.0125087422692418","0.00659105656703684","0.0184264279714469","5"
"High transfer dependency","2017","Single parent ","Male","63","0.0586904115515813","0.0406626701751249","0.0767181529280377","3"
"High transfer dependency","2017","Single parent ","Female","202","0.109771221475156","0.095564735001828","0.123977707948484","3"
"High transfer dependency","2017","Couple + C. LE and GT 16","Female","67","0.0323543232587034","0.0229331978726548","0.041775448644752","3"
"High transfer dependency","2017","1-pers.-HH","Male","92","0.0308144747269874","0.023514742652615","0.0381142068013597","3"
"High transfer dependency","2017","1-pers.-HH","Female","67","0.0276107005565605","0.0208236694019404","0.0343977317111806","3"
"High transfer dependency","2017","(Married) couple without C. ","Male","60","0.0131046114013815","0.0096248860602359","0.0165843367425272","3"
"High transfer dependency","2017","(Married) couple without C. ","Female","64","0.0115680232708302","0.00832173407711031","0.0148143124645502","3"
"High transfer dependency","2017","Couple + C. LE 16 ","Male","136","0.0333702632421475","0.0272480766995401","0.0394924497847549","3"
"High transfer dependency","2017","Couple + C. LE 16 ","Female","152","0.0359839567986191","0.0297976664881922","0.042170247109046","3"
"High transfer dependency","2017","Couple + C. GT 16 ","Male","43","0.0279904763790969","0.0202066355531803","0.0357743172050135","3"
"High transfer dependency","2017","Couple + C. GT 16 ","Female","28","","","","3"
"High transfer dependency","2017","Couple + C. LE and GT 16","Male","68","0.0381295608966852","0.0278527262899247","0.0484063955034456","3"
"Low transfer dependency","2017","Couple + C. LE 16 ","Female","335","0.105899068272104","0.0956785468956909","0.116119589648516","2"
"Low transfer dependency","2017","Single parent ","Female","265","0.13271798950714","0.117299682641219","0.148136296373061","2"
"Low transfer dependency","2017","Couple + C. GT 16 ","Male","59","0.0351351942242084","0.026446431183254","0.0438239572651627","2"
"Low transfer dependency","2017","1-pers.-HH","Female","96","0.0397501227831073","0.0316576283071204","0.0478426172590942","2"
"Low transfer dependency","2017","Single parent ","Male","78","0.110420601882978","0.0863820161218344","0.134459187644121","2"
"Low transfer dependency","2017","Couple + C. LE 16 ","Male","287","0.0893350580054052","0.0796123568494049","0.0990577591614055","2"
"Low transfer dependency","2017","Couple + C. GT 16 ","Female","63","0.0299189932198441","0.0217087158945321","0.0381292705451561","2"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Male","127","0.0857041226818558","0.0706825842321643","0.100725661131547","2"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Female","134","0.087431414607981","0.0723915144508369","0.102471314765125","2"
"Low transfer dependency","2017","(Married) couple without C. ","Male","100","0.0233668663516268","0.0187445113471534","0.0279892213561001","2"
"Low transfer dependency","2017","(Married) couple without C. ","Female","103","0.0244582517107039","0.0197688237255534","0.0291476796958544","2"
"Low transfer dependency","2017","1-pers.-HH","Male","129","0.0480334806579829","0.0390009604381897","0.057066000877776","2"
"No transfer dependency","2017","1-pers.-HH","Male","1267","0.729537913680916","0.710774873593322","0.74830095376851","0"
"No transfer dependency","2017","1-pers.-HH","Female","1681","0.804298137291434","0.787864751331677","0.820731523251191","0"
"No transfer dependency","2017","(Married) couple without C. ","Male","3398","0.837008311477807","0.825706580969728","0.848310041985886","0"
"No transfer dependency","2017","(Married) couple without C. ","Female","3445","0.842147758876494","0.831078876801705","0.853216640951283","0"
"No transfer dependency","2017","Couple + C. LE and GT 16","Female","1","","","","0"
"No transfer dependency","2017","Couple + C. LE 16 ","Male","41","0.0174483063002712","0.0129850584036477","0.0219115541968946","0"
"No transfer dependency","2017","Single parent ","Male","87","0.203919398953338","0.173016494996977","0.234822302909699","0"
"No transfer dependency","2017","Single parent ","Female","123","0.122780057876074","0.107865520602733","0.137694595149415","0"
"No transfer dependency","2017","Couple + C. LE 16 ","Female","35","0.0114207628893213","0.00789147563606205","0.0149500501425806","0"
"No transfer dependency","2017","Couple + C. GT 16 ","Male","353","0.268350479970366","0.247440371990029","0.289260587950703","0"
"No transfer dependency","2017","Couple + C. GT 16 ","Female","297","0.229707097408914","0.209435148937753","0.249979045880076","0"
"No transfer dependency","2017","Couple + C. LE and GT 16","Male","2","","","","0"
"Very high transfer dependency","2017","(Married) couple without C. ","Female","31","0.00362512933088746","0.00180057260031705","0.00544968606145787","4"
"Very high transfer dependency","2017","Single parent ","Male","33","0.0456247674041091","0.0296199246273053","0.0616296101809128","4"
"Very high transfer dependency","2017","Single parent ","Female","143","0.071242320408809","0.059552391879246","0.082932248938372","4"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Male","115","0.0206434348938146","0.0157966017745475","0.0254902680130816","4"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Male","21","","","","4"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Female","18","","","","4"
"Very high transfer dependency","2017","1-pers.-HH","Male","74","0.0351106979924263","0.0273359816420354","0.0428854143428171","4"
"Very high transfer dependency","2017","1-pers.-HH","Female","53","0.0184423463656499","0.0128693720919062","0.0240153206393936","4"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Female","103","0.0200893484585811","0.015429091401566","0.0247496055155962","4"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Male","63","0.0389839190904836","0.0285972032066622","0.049370634974305","4"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Female","51","0.0296087367075558","0.0205834330782932","0.0386340403368184","4"
"Very high transfer dependency","2017","(Married) couple without C. ","Male","31","0.00349686700992041","0.00169062381159848","0.00530311020824235","4"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Male","2266","0.822684612633513","0.809665344657675","0.835703880609351","1"
"Very low transfer dependency","2017","1-pers.-HH","Female","229","0.0844369842678004","0.0729201923128368","0.095953776222764","1"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Male","947","0.819839287725819","0.799215682611953","0.840462892839686","1"
"Very low transfer dependency","2017","(Married) couple without C. ","Male","473","0.119605529063003","0.109676389526481","0.129534668599524","1"
"Very low transfer dependency","2017","(Married) couple without C. ","Female","484","0.114922882841584","0.105240593694559","0.124605171988609","1"
"Very low transfer dependency","2017","Single parent ","Male","344","0.528112290384589","0.489823295069882","0.566401285699296","1"
"Very low transfer dependency","2017","Single parent ","Female","914","0.510163114537068","0.487445020697495","0.53288120837664","1"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Female","2514","0.810877309891093","0.797870131395968","0.823884488386218","1"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Male","1233","0.656880864408767","0.634477186712716","0.679284542104817","1"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Female","1235","0.715580889859078","0.693839410475813","0.737322369242343","1"
