"transab_cat","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2016","35-65 y.","East Germany","80","0.0275215425130546","0.0215163648183374","0.0335267202077719","4"
"Very high transfer dependency","2016","66 and older","West Germany","28","","","","4"
"Very high transfer dependency","2016","16-34 y.","East Germany","69","0.0396129736785182","0.0277927930351344","0.051433154321902","4"
"Very high transfer dependency","2016","35-65 y.","West Germany","268","0.0175644748260997","0.0150988625524626","0.0200300870997368","4"
"Very high transfer dependency","2016","66 and older","East Germany","1","","","","4"
"Very low transfer dependency","2016","16-34 y.","West Germany","2698","0.460517457078857","0.446715490386943","0.474319423770771","1"
"Very low transfer dependency","2016","16-34 y.","East Germany","463","0.360603121640559","0.331503841497284","0.389702401783835","1"
"Very low transfer dependency","2016","35-65 y.","East Germany","1272","0.369776795155816","0.352056681448661","0.387496908862972","1"
"Very low transfer dependency","2016","66 and older","West Germany","304","0.0753213999301508","0.0666716424498422","0.0839711574104593","1"
"Very low transfer dependency","2016","66 and older","East Germany","126","0.108141636443057","0.090496743666865","0.125786529219248","1"
"Very low transfer dependency","2016","35-65 y.","West Germany","6216","0.435370638321532","0.426064565060974","0.44467671158209","1"
"Complete transfer dependency","2017","16-34 y.","West Germany","852","0.0321045164901163","0.02778848963832","0.0364205433419125","5"
"Complete transfer dependency","2017","16-34 y.","East Germany","189","0.0556731137567055","0.0435404833326361","0.0678057441807749","5"
"Complete transfer dependency","2017","35-65 y.","West Germany","821","0.0208276160848776","0.0183531739288437","0.0233020582409114","5"
"Complete transfer dependency","2017","35-65 y.","East Germany","193","0.0317106019009098","0.0258180264963807","0.0376031773054388","5"
"Complete transfer dependency","2017","66 and older","West Germany","16","","","","5"
"Complete transfer dependency","2017","66 and older","East Germany","","","","","5"
"High transfer dependency","2017","35-65 y.","West Germany","440","0.0281088703507902","0.0252449663820881","0.0309727743194923","3"
"High transfer dependency","2017","66 and older","East Germany","10","","","","3"
"High transfer dependency","2017","16-34 y.","East Germany","111","0.0704280983802776","0.0568891319843792","0.0839670647761759","3"
"High transfer dependency","2017","16-34 y.","West Germany","352","0.0434599726533118","0.0384678742447644","0.0484520710618591","3"
"High transfer dependency","2017","35-65 y.","East Germany","151","0.0318543980936835","0.0259489159910587","0.0377598801963083","3"
"High transfer dependency","2017","66 and older","West Germany","35","0.00609946635208093","0.00361965970219968","0.00857927300196218","3"
"Low transfer dependency","2017","35-65 y.","West Germany","743","0.0450954242294423","0.0414998010494096","0.0486910474094749","2"
"Low transfer dependency","2017","35-65 y.","East Germany","242","0.0535058245202389","0.0459381957275278","0.0610734533129499","2"
"Low transfer dependency","2017","16-34 y.","East Germany","181","0.128407097844242","0.110705095536259","0.146109100152225","2"
"Low transfer dependency","2017","16-34 y.","West Germany","612","0.0809425987448162","0.0742645939004694","0.087620603589163","2"
"Low transfer dependency","2017","66 and older","West Germany","75","0.022014169963262","0.0173409322024144","0.0266874077241096","2"
"Low transfer dependency","2017","66 and older","East Germany","31","0.031704270169096","0.0219560554034193","0.0414524849347728","2"
"No transfer dependency","2017","16-34 y.","West Germany","1399","0.360487206823102","0.348731293203618","0.372243120442587","0"
"No transfer dependency","2017","16-34 y.","East Germany","265","0.352638208700022","0.327356335424053","0.377920081975991","0"
"No transfer dependency","2017","35-65 y.","West Germany","3638","0.450043409205723","0.441423169264557","0.458663649146889","0"
"No transfer dependency","2017","35-65 y.","East Germany","1265","0.490646503395509","0.473835473611286","0.507457533179731","0"
"No transfer dependency","2017","66 and older","East Germany","1081","0.868134967382155","0.84931058880982","0.886959345954491","0"
"No transfer dependency","2017","66 and older","West Germany","3289","0.881986845316461","0.87171149345888","0.892262197174042","0"
"Very high transfer dependency","2017","16-34 y.","West Germany","255","0.0282842072833513","0.024225119200157","0.0323432953665455","4"
"Very high transfer dependency","2017","35-65 y.","East Germany","102","0.0240538132277231","0.0189014648468418","0.0292061616086045","4"
"Very high transfer dependency","2017","66 and older","West Germany","33","0.006433453193062","0.0038870862274738","0.0089798201586502","4"
"Very high transfer dependency","2017","35-65 y.","West Germany","333","0.0174834445708496","0.01521247463484","0.0197544145068592","4"
"Very high transfer dependency","2017","16-34 y.","East Germany","83","0.0424301978415368","0.0317643892740523","0.0530960064090212","4"
"Very high transfer dependency","2017","66 and older","East Germany","3","","","","4"
"Very low transfer dependency","2017","16-34 y.","West Germany","2938","0.454721498005302","0.442529671586045","0.466913324424559","1"
"Very low transfer dependency","2017","16-34 y.","East Germany","543","0.350423283477216","0.325177855503706","0.375668711450726","1"
"Very low transfer dependency","2017","35-65 y.","East Germany","1444","0.368228858861936","0.352009296924097","0.384448420799776","1"
"Very low transfer dependency","2017","66 and older","West Germany","339","0.0825228634385025","0.0737592097315538","0.0912865171454512","1"
"Very low transfer dependency","2017","66 and older","East Germany","116","0.0911630052811996","0.075148463546715","0.107177547015684","1"
"Very low transfer dependency","2017","35-65 y.","West Germany","6820","0.438441235558317","0.42984355614496","0.447038914971675","1"
"Complete transfer dependency","2018","16-34 y.","West Germany","1062","0.0337598364446717","0.0294711765516058","0.0380484963377377","5"
"Complete transfer dependency","2018","16-34 y.","East Germany","240","0.0471305839041859","0.0361430537322425","0.0581181140761294","5"
"Complete transfer dependency","2018","35-65 y.","West Germany","1070","0.0227131548735081","0.0201117222871858","0.0253145874598305","5"
"Complete transfer dependency","2018","35-65 y.","East Germany","249","0.0252006498987015","0.0198836284677486","0.0305176713296545","5"
"Complete transfer dependency","2018","66 and older","West Germany","23","","","","5"
"Complete transfer dependency","2018","66 and older","East Germany","2","","","","5"
"High transfer dependency","2018","16-34 y.","West Germany","488","0.0360588845261582","0.0316318766680396","0.0404858923842767","3"
"High transfer dependency","2018","16-34 y.","East Germany","130","0.0884074721064894","0.0736885217231704","0.103126422489808","3"
"High transfer dependency","2018","35-65 y.","West Germany","514","0.0262296870111283","0.0234391509588596","0.0290202230633971","3"
"High transfer dependency","2018","35-65 y.","East Germany","146","0.0367593398672225","0.0303758792993456","0.0431428004350994","3"
"High transfer dependency","2018","66 and older","West Germany","53","0.0144054526374276","0.0106184332466908","0.0181924720281645","3"
"High transfer dependency","2018","66 and older","East Germany","7","","","","3"
"Low transfer dependency","2018","35-65 y.","West Germany","733","0.0477096253185964","0.0439878468525319","0.0514314037846609","2"
"Low transfer dependency","2018","66 and older","East Germany","38","0.0238794237534681","0.0154393914822349","0.0323194560247013","2"
"Low transfer dependency","2018","16-34 y.","East Germany","162","0.094744386841424","0.0795601022622019","0.109928671420646","2"
"Low transfer dependency","2018","16-34 y.","West Germany","610","0.0758777962382505","0.069589963890999","0.082165628585502","2"
"Low transfer dependency","2018","35-65 y.","East Germany","251","0.0602582457337364","0.0521855714714914","0.0683309199959813","2"
"Low transfer dependency","2018","66 and older","West Germany","92","0.0203614828225169","0.0158727624090224","0.0248502032360113","2"
"No transfer dependency","2018","16-34 y.","West Germany","1420","0.361049937166097","0.349644918720253","0.372454955611941","0"
"No transfer dependency","2018","16-34 y.","East Germany","280","0.363339100020493","0.338402218946591","0.388275981094395","0"
"No transfer dependency","2018","35-65 y.","West Germany","3454","0.442615513577489","0.433942828575256","0.451288198579723","0"
"No transfer dependency","2018","35-65 y.","East Germany","1214","0.488977637270891","0.472019842440297","0.505935432101484","0"
"No transfer dependency","2018","66 and older","West Germany","3290","0.881190355040697","0.870906743929416","0.891473966151978","0"
"No transfer dependency","2018","66 and older","East Germany","1092","0.871531772518649","0.853033978870034","0.890029566167265","0"
"Very high transfer dependency","2018","16-34 y.","West Germany","374","0.025814207629575","0.0220486509266832","0.0295797643324669","4"
"Very high transfer dependency","2018","35-65 y.","East Germany","116","0.023279418203457","0.0181640587624293","0.0283947776444846","4"
"Very high transfer dependency","2018","66 and older","West Germany","36","0.00615460157948428","0.00366892674232012","0.00864027641664844","4"
"Very high transfer dependency","2018","35-65 y.","West Germany","440","0.0191525147215378","0.0167593286731577","0.0215457007699179","4"
"Very high transfer dependency","2018","66 and older","East Germany","4","","","","4"
"Very high transfer dependency","2018","16-34 y.","East Germany","91","0.035981421411609","0.0263250527852164","0.0456377900380017","4"
"Very low transfer dependency","2018","16-34 y.","West Germany","2859","0.467439337995247","0.455591855721769","0.479286820268726","1"
"Very low transfer dependency","2018","16-34 y.","East Germany","526","0.370397035715798","0.345359065996983","0.395435005434614","1"
"Very low transfer dependency","2018","35-65 y.","East Germany","1362","0.365524709025992","0.34918777137189","0.381861646680094","1"
"Very low transfer dependency","2018","66 and older","West Germany","309","0.0767042397290712","0.0682462912799461","0.0851621881781963","1"
"Very low transfer dependency","2018","35-65 y.","West Germany","6389","0.44157950449774","0.432908928539713","0.450250080455767","1"
"Very low transfer dependency","2018","66 and older","East Germany","114","0.0925342770043624","0.0765148534215018","0.108553700587223","1"
"Complete transfer dependency","2019","16-34 y.","West Germany","878","0.0268175005818862","0.0227776609263249","0.0308573402374474","5"
"Complete transfer dependency","2019","16-34 y.","East Germany","183","0.0429404671749397","0.031760274836723","0.0541206595131564","5"
"Complete transfer dependency","2019","35-65 y.","West Germany","1108","0.0210762587420065","0.0186103305593136","0.0235421869246994","5"
"Complete transfer dependency","2019","35-65 y.","East Germany","241","0.0335059666489287","0.0275176245068176","0.0394943087910399","5"
"Complete transfer dependency","2019","66 and older","West Germany","35","0.00208243341093907","0.000656296711751235","0.0035085701101269","5"
"Complete transfer dependency","2019","66 and older","East Germany","1","","","","5"
"High transfer dependency","2019","16-34 y.","West Germany","403","0.0398497378393953","0.0349582591014522","0.0447412165773384","3"
"High transfer dependency","2019","16-34 y.","East Germany","103","0.0564726877839931","0.0437422633614816","0.0692031122065045","3"
"High transfer dependency","2019","35-65 y.","West Germany","447","0.027296340795514","0.0244989591348656","0.0300937224561624","3"
"High transfer dependency","2019","35-65 y.","East Germany","120","0.0250382524344274","0.0198389900350398","0.030237514833815","3"
"High transfer dependency","2019","66 and older","West Germany","46","0.009806680826405","0.00672385295473168","0.0128895086980783","3"
"High transfer dependency","2019","66 and older","East Germany","13","","","","3"
"Low transfer dependency","2019","35-65 y.","West Germany","650","0.0505601021362392","0.0467987244578303","0.0543214798146482","2"
"Low transfer dependency","2019","16-34 y.","West Germany","529","0.079323634854977","0.0725657212717774","0.0860815484381766","2"
"Low transfer dependency","2019","16-34 y.","East Germany","153","0.12470503231105","0.106484308667906","0.142925755954193","2"
"Low transfer dependency","2019","66 and older","East Germany","34","0.0238884448805185","0.0156382574982817","0.0321386322627553","2"
"Low transfer dependency","2019","35-65 y.","East Germany","213","0.0589720639914395","0.0511328889245554","0.0668112390583235","2"
"Low transfer dependency","2019","66 and older","West Germany","100","0.0247218532991632","0.0198641272469062","0.0295795793514201","2"
"No transfer dependency","2019","16-34 y.","West Germany","1392","0.373263274563986","0.361168214307761","0.38535833482021","0"
"No transfer dependency","2019","16-34 y.","East Germany","273","0.346567509596411","0.320322864695056","0.372812154497766","0"
"No transfer dependency","2019","35-65 y.","West Germany","3925","0.442354032548558","0.433827479251733","0.450880585845382","0"
"No transfer dependency","2019","35-65 y.","East Germany","1338","0.501600275252059","0.48496179249138","0.518238758012738","0"
"No transfer dependency","2019","66 and older","West Germany","3389","0.872286100497275","0.86184426566456","0.88272793532999","0"
"No transfer dependency","2019","66 and older","East Germany","1135","0.846363947990639","0.82688142068819","0.865846475293088","0"
"Very high transfer dependency","2019","16-34 y.","West Germany","325","0.0305725818305401","0.0262674987128899","0.0348776649481903","4"
"Very high transfer dependency","2019","35-65 y.","East Germany","91","0.0232491854618605","0.018234523032056","0.028263847891665","4"
"Very high transfer dependency","2019","66 and older","West Germany","31","0.00705827099048986","0.00443924802924233","0.0096772939517374","4"
"Very high transfer dependency","2019","35-65 y.","West Germany","352","0.0129131817692456","0.0109749596700866","0.0148514038684046","4"
"Very high transfer dependency","2019","66 and older","East Germany","4","","","","4"
"Very high transfer dependency","2019","16-34 y.","East Germany","73","0.0357413568332182","0.0255030367323963","0.0459796769340402","4"
"Very low transfer dependency","2019","16-34 y.","West Germany","2616","0.450173270329216","0.437732117925357","0.462614422733074","1"
"Very low transfer dependency","2019","16-34 y.","East Germany","478","0.393572946300388","0.366629799428439","0.420516093172337","1"
"Very low transfer dependency","2019","35-65 y.","East Germany","1466","0.357634256211285","0.341684403272935","0.373584109149635","1"
"Very low transfer dependency","2019","66 and older","West Germany","324","0.0840446609757278","0.0753646459987499","0.0927246759527056","1"
"Very low transfer dependency","2019","66 and older","East Germany","129","0.106589856356456","0.0899172489297875","0.123262463783125","1"
"Very low transfer dependency","2019","35-65 y.","West Germany","6552","0.445800084008437","0.437266872046441","0.454333295970433","1"
