"transab_cat","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2001","(Married) couple without C. ","61","0.00950397522719829","0.00720817868407817","0.0117997717703184"
"Very high transfer dependency","2001","Single parent ","67","0.0558105983268696","0.0422388079017565","0.0693823887519828"
"Very high transfer dependency","2001","Couple + C. LE 16 ","73","0.0151454380233194","0.0116433775311159","0.0186474985155229"
"Very high transfer dependency","2001","Couple + C. GT 16 ","19","","",""
"Very high transfer dependency","2001","Couple + C. LE and GT 16","21","","",""
"Complete transfer dependency","2001","1-pers.-HH","60","0.0168801789348406","0.0122603889950882","0.0214999688745931"
"Complete transfer dependency","2001","(Married) couple without C. ","20","","",""
"Complete transfer dependency","2001","Single parent ","46","0.0426940699891912","0.0307415797355735","0.054646560242809"
"Complete transfer dependency","2001","Couple + C. LE 16 ","42","0.0104361217283079","0.00752213104410514","0.0133501124125106"
"Complete transfer dependency","2001","Couple + C. GT 16 ","6","","",""
"Complete transfer dependency","2001","Couple + C. LE and GT 16","9","","",""
"No transfer dependency","2002","1-pers.-HH","2364","0.81004185028105","0.795988579110376","0.824095121451724"
"No transfer dependency","2002","(Married) couple without C. ","5646","0.778375169702025","0.768924140605408","0.787826198798642"
"No transfer dependency","2002","Single parent ","235","0.186808482516998","0.1637861592511","0.209830805782896"
"No transfer dependency","2002","Couple + C. LE 16 ","28","","",""
"No transfer dependency","2002","Couple + C. GT 16 ","791","0.23860306332439","0.225234610677549","0.251971515971232"
"No transfer dependency","2002","Couple + C. LE and GT 16","8","","",""
"Very low transfer dependency","2002","1-pers.-HH","335","0.0978003556848994","0.0871585266999153","0.108442184669883"
"Very low transfer dependency","2002","(Married) couple without C. ","1370","0.162287855814292","0.153897781215028","0.170677930413555"
"Very low transfer dependency","2002","Single parent ","575","0.539690210679919","0.510249261517485","0.569131159842353"
"Very low transfer dependency","2002","Couple + C. LE 16 ","4041","0.851103564112861","0.840884872047214","0.861322256178507"
"Very low transfer dependency","2002","Couple + C. GT 16 ","2788","0.660854710723092","0.646006180697368","0.675703240748815"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","1671","0.835114102023704","0.81850287551848","0.851725328528929"
"Low transfer dependency","2002","1-pers.-HH","107","0.0355802784350964","0.0289438801083563","0.0422166767618365"
"Low transfer dependency","2002","(Married) couple without C. ","234","0.0312544450968209","0.0272949832434762","0.0352139069501655"
"Low transfer dependency","2002","Single parent ","108","0.0924772658760291","0.0753652695329127","0.109589262219145"
"Low transfer dependency","2002","Couple + C. LE 16 ","400","0.0881544552108591","0.0800159484308998","0.0962929619908183"
"Low transfer dependency","2002","Couple + C. GT 16 ","242","0.0751737367604657","0.0669038279928312","0.0834436455281001"
"Low transfer dependency","2002","Couple + C. LE and GT 16","162","0.0979929287183228","0.0846841141370516","0.111301743299594"
"High transfer dependency","2002","1-pers.-HH","64","0.0203517044389611","0.0152931058370515","0.0254103030408707"
"High transfer dependency","2002","(Married) couple without C. ","85","0.0148876936942905","0.0121319933522915","0.0176433940362896"
"High transfer dependency","2002","Single parent ","73","0.0869510108965097","0.0703077358927658","0.103594285900254"
"High transfer dependency","2002","Couple + C. LE 16 ","111","0.0271388436173135","0.0224745803293904","0.0318031069052366"
"High transfer dependency","2002","Couple + C. GT 16 ","57","0.0178674557729731","0.0137126188646965","0.0220222926812498"
"High transfer dependency","2002","Couple + C. LE and GT 16","52","0.0426561473452927","0.0336100381667917","0.0517022565237937"
"Very high transfer dependency","2002","1-pers.-HH","43","0.0121773902205612","0.00824812517059318","0.0161066552705292"
"Very high transfer dependency","2002","(Married) couple without C. ","50","0.00830483991182816","0.00623979198759535","0.010369887836061"
"Very high transfer dependency","2002","Single parent ","69","0.054471558060084","0.0410662552404583","0.0678768608797096"
"Very high transfer dependency","2002","Couple + C. LE 16 ","39","0.0102385250769145","0.00734887051922151","0.0131281796346075"
"Very high transfer dependency","2002","Couple + C. GT 16 ","18","","",""
"Very high transfer dependency","2002","Couple + C. LE and GT 16","17","","",""
"Complete transfer dependency","2002","1-pers.-HH","80","0.0240484209394316","0.018559940121456","0.0295369017574073"
"Complete transfer dependency","2002","(Married) couple without C. ","34","0.0048899957807439","0.0033026732020337","0.0064773183594541"
"Complete transfer dependency","2002","Single parent ","41","0.0396014719704597","0.0280819133586229","0.0511210305822965"
"Complete transfer dependency","2002","Couple + C. LE 16 ","43","0.0150537834062036","0.0115584303747334","0.0185491364376739"
"Complete transfer dependency","2002","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","2002","Couple + C. LE and GT 16","7","","",""
"No transfer dependency","2003","1-pers.-HH","2323","0.793440977267868","0.778883833768588","0.807998120767148"
"No transfer dependency","2003","(Married) couple without C. ","5412","0.766727396904439","0.757009906854824","0.776444886954054"
"No transfer dependency","2003","Single parent ","203","0.163718614024609","0.141711736661994","0.185725491387225"
"No transfer dependency","2003","Couple + C. LE 16 ","25","","",""
"No transfer dependency","2003","Couple + C. GT 16 ","752","0.227423829076752","0.214207277040052","0.240640381113453"
"No transfer dependency","2003","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","2003","1-pers.-HH","348","0.110012000839956","0.098760541058618","0.121263460621293"
"Very low transfer dependency","2003","(Married) couple without C. ","1434","0.174037596782511","0.165325886495626","0.182749307069395"
"Very low transfer dependency","2003","Single parent ","569","0.536817805523235","0.507161123373738","0.566474487672733"
"Very low transfer dependency","2003","Couple + C. LE 16 ","3642","0.828925811930985","0.817674258331429","0.840177365530541"
"Very low transfer dependency","2003","Couple + C. GT 16 ","2780","0.67165300736373","0.656845957618468","0.686460057108993"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","1514","0.81983981608369","0.80211003393551","0.83756959823187"
"Low transfer dependency","2003","1-pers.-HH","103","0.0332792827613131","0.0268296608401838","0.0397289046824424"
"Low transfer dependency","2003","(Married) couple without C. ","264","0.031340638500304","0.0273371258432167","0.0353441511573914"
"Low transfer dependency","2003","Single parent ","129","0.115551986193251","0.0965386625270237","0.134565309859478"
"Low transfer dependency","2003","Couple + C. LE 16 ","408","0.0984717215806697","0.0895693060772579","0.107374137084082"
"Low transfer dependency","2003","Couple + C. GT 16 ","218","0.0687778894822357","0.0607982991740437","0.0767574797904276"
"Low transfer dependency","2003","Couple + C. LE and GT 16","221","0.129527850685906","0.114037241126281","0.145018460245531"
"High transfer dependency","2003","1-pers.-HH","60","0.0189496038093677","0.0140468228471299","0.0238523847716056"
"High transfer dependency","2003","(Married) couple without C. ","85","0.0124378757561282","0.00989129727133759","0.0149844542409188"
"High transfer dependency","2003","Single parent ","77","0.0738500406144626","0.058295786006695","0.0894042952222302"
"High transfer dependency","2003","Couple + C. LE 16 ","110","0.0254614854200627","0.0207549233547786","0.0301680474853467"
"High transfer dependency","2003","Couple + C. GT 16 ","72","0.0207900349752873","0.0162912518821106","0.0252888180684639"
"High transfer dependency","2003","Couple + C. LE and GT 16","27","","",""
"Very high transfer dependency","2003","1-pers.-HH","59","0.0207532656640357","0.0156271777070101","0.0258793536210614"
"Very high transfer dependency","2003","(Married) couple without C. ","53","0.00857055840783278","0.0064525035162494","0.0106886132994162"
"Very high transfer dependency","2003","Single parent ","60","0.054460302088957","0.0409640530025363","0.0679565511753777"
"Very high transfer dependency","2003","Couple + C. LE 16 ","67","0.0225698743651278","0.0181320526698318","0.0270076960604238"
"Very high transfer dependency","2003","Couple + C. GT 16 ","26","","",""
"Very high transfer dependency","2003","Couple + C. LE and GT 16","23","","",""
"Complete transfer dependency","2003","1-pers.-HH","78","0.0235648696574596","0.0181104194169955","0.0290193198979237"
"Complete transfer dependency","2003","(Married) couple without C. ","28","","",""
"Complete transfer dependency","2003","Single parent ","48","0.0556012515554848","0.0419725913545272","0.0692299117564425"
"Complete transfer dependency","2003","Couple + C. LE 16 ","51","0.0170779932016053","0.0132068399417369","0.0209491464614738"
"Complete transfer dependency","2003","Couple + C. GT 16 ","16","","",""
"Complete transfer dependency","2003","Couple + C. LE and GT 16","17","","",""
"No transfer dependency","2004","1-pers.-HH","2248","0.785062331264534","0.770134917626917","0.799989744902151"
"No transfer dependency","2004","(Married) couple without C. ","5319","0.759505740706981","0.749647546270092","0.769363935143871"
"No transfer dependency","2004","Single parent ","179","0.165541160656661","0.143187879003549","0.187894442309774"
"No transfer dependency","2004","Couple + C. LE 16 ","23","","",""
"No transfer dependency","2004","Couple + C. GT 16 ","666","0.18764624108906","0.175273244220632","0.200019237957487"
"No transfer dependency","2004","Couple + C. LE and GT 16","10","","",""
"Very low transfer dependency","2004","1-pers.-HH","340","0.109688442283911","0.0983323824914367","0.121044502076386"
"Very low transfer dependency","2004","(Married) couple without C. ","1530","0.180252381114716","0.17138572062486","0.189119041604572"
"Very low transfer dependency","2004","Single parent ","573","0.543769934421507","0.513813827000639","0.573726041842375"
"Very low transfer dependency","2004","Couple + C. LE 16 ","3341","0.822293919398676","0.810426832367023","0.834161006430329"
"Very low transfer dependency","2004","Couple + C. GT 16 ","2807","0.694526659713946","0.679929663724767","0.709123655703125"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","1422","0.782752467724925","0.763453994787398","0.802050940662453"
"Low transfer dependency","2004","1-pers.-HH","110","0.0375256308795708","0.0306194997845102","0.0444317619746314"
"Low transfer dependency","2004","(Married) couple without C. ","222","0.0316352172455118","0.0275979788377679","0.0356724556532557"
"Low transfer dependency","2004","Single parent ","124","0.120091464773754","0.100540838726408","0.139642090821101"
"Low transfer dependency","2004","Couple + C. LE 16 ","413","0.109057104657885","0.0993803136837296","0.11873389563204"
"Low transfer dependency","2004","Couple + C. GT 16 ","236","0.0776406137472349","0.0691600067670175","0.0861212207274524"
"Low transfer dependency","2004","Couple + C. LE and GT 16","228","0.134118307679612","0.118170293704771","0.150066321654453"
"High transfer dependency","2004","1-pers.-HH","60","0.0160796289440557","0.0115088079034217","0.0206504499846897"
"High transfer dependency","2004","(Married) couple without C. ","78","0.0160765167744598","0.0131754606274208","0.0189775729214987"
"High transfer dependency","2004","Single parent ","69","0.0674618648949496","0.0523767610449466","0.0825469687449525"
"High transfer dependency","2004","Couple + C. LE 16 ","95","0.0221915044381148","0.0176185200393942","0.0267644888368353"
"High transfer dependency","2004","Couple + C. GT 16 ","73","0.0218208159128277","0.0171908576894038","0.0264507741362516"
"High transfer dependency","2004","Couple + C. LE and GT 16","50","0.0371160545473583","0.0282689497546172","0.0459631593400995"
"Very high transfer dependency","2004","1-pers.-HH","68","0.02269966592591","0.017287140034714","0.0281121918171059"
"Very high transfer dependency","2004","(Married) couple without C. ","50","0.00842813552304056","0.0063194717102805","0.0105367993358006"
"Very high transfer dependency","2004","Single parent ","62","0.050984512661391","0.0377550678530453","0.0642139574697366"
"Very high transfer dependency","2004","Couple + C. LE 16 ","76","0.0268899273988976","0.0218681756136492","0.0319116791841459"
"Very high transfer dependency","2004","Couple + C. GT 16 ","34","0.0148934285524469","0.011054842132549","0.0187320149723448"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","38","0.0233380571565217","0.0162726404873392","0.0304034738257042"
"Complete transfer dependency","2004","1-pers.-HH","83","0.0289443007020178","0.0228520210293061","0.0350365803747296"
"Complete transfer dependency","2004","(Married) couple without C. ","21","","",""
"Complete transfer dependency","2004","Single parent ","55","0.0521510625917368","0.0387793517279425","0.065522773455531"
"Complete transfer dependency","2004","Couple + C. LE 16 ","38","0.0119099853145818","0.00854228597252799","0.0152776846566357"
"Complete transfer dependency","2004","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","6","","",""
"No transfer dependency","2005","1-pers.-HH","2209","0.759797217013275","0.744341758101862","0.775252675924689"
"No transfer dependency","2005","(Married) couple without C. ","5213","0.758833943576229","0.748803175597413","0.768864711555045"
"No transfer dependency","2005","Single parent ","174","0.130472995676101","0.110291281265366","0.150654710086837"
"No transfer dependency","2005","Couple + C. LE 16 ","34","0.00858872465862679","0.00559554047603943","0.0115819088412142"
"No transfer dependency","2005","Couple + C. GT 16 ","617","0.181208198327383","0.168613286068274","0.193803110586492"
"No transfer dependency","2005","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2005","1-pers.-HH","376","0.115746919333047","0.104172824154429","0.127321014511665"
"Very low transfer dependency","2005","(Married) couple without C. ","1360","0.178377240454114","0.169400706656324","0.187353774251904"
"Very low transfer dependency","2005","Single parent ","566","0.545644632170179","0.51581080445879","0.575478459881568"
"Very low transfer dependency","2005","Couple + C. LE 16 ","3041","0.825785575723137","0.813482381616628","0.838088769829646"
"Very low transfer dependency","2005","Couple + C. GT 16 ","2644","0.706141624658802","0.69124683326287","0.721036416054734"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","1340","0.775283499585848","0.755300584829173","0.795266414342523"
"Low transfer dependency","2005","1-pers.-HH","117","0.0433047248962667","0.0359409840689248","0.0506684657236086"
"Low transfer dependency","2005","(Married) couple without C. ","255","0.0381634973605615","0.0336711075813267","0.0426558871397963"
"Low transfer dependency","2005","Single parent ","133","0.12421638098265","0.104453782504947","0.143978979460353"
"Low transfer dependency","2005","Couple + C. LE 16 ","383","0.10291999219923","0.0930638346743884","0.112776149724072"
"Low transfer dependency","2005","Couple + C. GT 16 ","227","0.0745087838749864","0.0659224183922053","0.0830951493577675"
"Low transfer dependency","2005","Couple + C. LE and GT 16","222","0.14357766565596","0.126789682676637","0.160365648635282"
"High transfer dependency","2005","1-pers.-HH","65","0.0202084202606531","0.0151177253270793","0.0252991151942269"
"High transfer dependency","2005","(Married) couple without C. ","83","0.010700073657925","0.00828761382342333","0.0131125334924267"
"High transfer dependency","2005","Single parent ","91","0.0988370034945347","0.0809549387705547","0.116719068218515"
"High transfer dependency","2005","Couple + C. LE 16 ","99","0.0311554928090035","0.0255199399472375","0.0367910456707696"
"High transfer dependency","2005","Couple + C. GT 16 ","65","0.0233442061153086","0.0184070165506938","0.0282813956799233"
"High transfer dependency","2005","Couple + C. LE and GT 16","49","0.0328423180128203","0.0243098115135987","0.0413748245120418"
"Very high transfer dependency","2005","1-pers.-HH","95","0.0352759038612138","0.0286019273097045","0.0419498804127232"
"Very high transfer dependency","2005","(Married) couple without C. ","48","0.00969469275548188","0.0073971992223193","0.0119921862886445"
"Very high transfer dependency","2005","Single parent ","67","0.0598563316767767","0.0456425917872184","0.074070071566335"
"Very high transfer dependency","2005","Couple + C. LE 16 ","52","0.0173037883826726","0.0130739632528003","0.0215336135125448"
"Very high transfer dependency","2005","Couple + C. GT 16 ","24","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","49","0.0377844347435878","0.0286558439879749","0.0469130254992006"
"Complete transfer dependency","2005","1-pers.-HH","73","0.0256668146355442","0.0199456588631529","0.0313879704079354"
"Complete transfer dependency","2005","(Married) couple without C. ","28","","",""
"Complete transfer dependency","2005","Single parent ","39","0.0409726559997582","0.0290953278365425","0.052849984162974"
"Complete transfer dependency","2005","Couple + C. LE 16 ","42","0.0142464262273295","0.0104024621412902","0.0180903903133689"
"Complete transfer dependency","2005","Couple + C. GT 16 ","16","","",""
"Complete transfer dependency","2005","Couple + C. LE and GT 16","15","","",""
"No transfer dependency","2006","1-pers.-HH","2527","0.767436269258099","0.753044100356839","0.78182843815936"
"No transfer dependency","2006","(Married) couple without C. ","5902","0.753095747658064","0.743532967876555","0.762658527439572"
"No transfer dependency","2006","Single parent ","163","0.127587069475427","0.108412632885879","0.146761506064974"
"No transfer dependency","2006","Couple + C. LE 16 ","17","","",""
"No transfer dependency","2006","Couple + C. GT 16 ","663","0.189186645383488","0.176636177353871","0.201737113413105"
"No transfer dependency","2006","Couple + C. LE and GT 16","7","","",""
"Very low transfer dependency","2006","1-pers.-HH","375","0.103155819902582","0.0927939184193917","0.113517721385771"
"Very low transfer dependency","2006","(Married) couple without C. ","1481","0.18679938012231","0.178156045277636","0.195442714966983"
"Very low transfer dependency","2006","Single parent ","623","0.529300094060801","0.500613348924208","0.557986839197395"
"Very low transfer dependency","2006","Couple + C. LE 16 ","3174","0.79674186455391","0.784045087632887","0.809438641474933"
"Very low transfer dependency","2006","Couple + C. GT 16 ","2730","0.702933137370356","0.688289857926467","0.717576416814244"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","1281","0.763485617557774","0.742505921491964","0.784465313623583"
"Low transfer dependency","2006","1-pers.-HH","127","0.0363705817643074","0.0299928794680304","0.0427482840605843"
"Low transfer dependency","2006","(Married) couple without C. ","267","0.0348131635553496","0.0307480543925686","0.0388782727181306"
"Low transfer dependency","2006","Single parent ","126","0.110953162795846","0.0929026145326153","0.129003711059077"
"Low transfer dependency","2006","Couple + C. LE 16 ","406","0.120309997384111","0.110045767065208","0.130574227703014"
"Low transfer dependency","2006","Couple + C. GT 16 ","202","0.059686474432425","0.0520949579059037","0.0672779909589464"
"Low transfer dependency","2006","Couple + C. LE and GT 16","177","0.126562734846282","0.110147814925554","0.142977654767009"
"High transfer dependency","2006","1-pers.-HH","90","0.0254927798499786","0.0201232628404228","0.0308622968595343"
"High transfer dependency","2006","(Married) couple without C. ","82","0.0122025623911378","0.00976781315545436","0.0146373116268212"
"High transfer dependency","2006","Single parent ","95","0.0927881181024648","0.0761133892050877","0.109462846999842"
"High transfer dependency","2006","Couple + C. LE 16 ","126","0.0353163354271218","0.0294927428945872","0.0411399279596564"
"High transfer dependency","2006","Couple + C. GT 16 ","92","0.0272001458681292","0.0219875794489064","0.0324127122873521"
"High transfer dependency","2006","Couple + C. LE and GT 16","59","0.0563952166764644","0.0450062011211829","0.0677842322317459"
"Very high transfer dependency","2006","1-pers.-HH","94","0.0328246883385307","0.0267547119627191","0.0388946647143423"
"Very high transfer dependency","2006","(Married) couple without C. ","50","0.00735834179886719","0.00546302854621969","0.00925365505151469"
"Very high transfer dependency","2006","Single parent ","98","0.0935141543897176","0.0767810152328064","0.110247293546629"
"Very high transfer dependency","2006","Couple + C. LE 16 ","95","0.029312169140106","0.0239901740043528","0.0346341642758592"
"Very high transfer dependency","2006","Couple + C. GT 16 ","45","0.0163738071951872","0.0123070886567783","0.0204405257335962"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","30","0.0158942192235885","0.00971959581124412","0.0220688426359328"
"Complete transfer dependency","2006","1-pers.-HH","97","0.0347198608865023","0.0284832339287542","0.0409564878442505"
"Complete transfer dependency","2006","(Married) couple without C. ","29","","",""
"Complete transfer dependency","2006","Single parent ","58","0.0458574011757433","0.0338355984789681","0.0578792038725184"
"Complete transfer dependency","2006","Couple + C. LE 16 ","41","0.0142378904237492","0.0105000600802471","0.0179757207672512"
"Complete transfer dependency","2006","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","22","","",""
"No transfer dependency","2007","1-pers.-HH","2383","0.763556819899353","0.748692792083764","0.778420847714942"
"No transfer dependency","2007","(Married) couple without C. ","5552","0.763172946614579","0.75343515743574","0.772910735793418"
"No transfer dependency","2007","Single parent ","152","0.118260031852613","0.0994072521639974","0.137112811541228"
"No transfer dependency","2007","Couple + C. LE 16 ","56","0.0147816444358121","0.0108040583676428","0.0187592305039815"
"No transfer dependency","2007","Couple + C. GT 16 ","655","0.172793710542039","0.160469337950875","0.185118083133203"
"No transfer dependency","2007","Couple + C. LE and GT 16","4","","",""
"Very low transfer dependency","2007","1-pers.-HH","366","0.11241311786639","0.101363013816478","0.123463221916302"
"Very low transfer dependency","2007","(Married) couple without C. ","1352","0.173019959724475","0.164355752200955","0.181684167247994"
"Very low transfer dependency","2007","Single parent ","568","0.511799829348289","0.4826164779313","0.540983180765277"
"Very low transfer dependency","2007","Couple + C. LE 16 ","2968","0.823205346597544","0.810631139249303","0.835779553945786"
"Very low transfer dependency","2007","Couple + C. GT 16 ","2631","0.716639426955711","0.701949690639601","0.731329163271822"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","1214","0.762528101713317","0.740700516023308","0.784355687403326"
"Low transfer dependency","2007","1-pers.-HH","121","0.0371817506074199","0.0305627944163509","0.043800706798489"
"Low transfer dependency","2007","(Married) couple without C. ","243","0.0389858447851438","0.0345522949370847","0.043419394633203"
"Low transfer dependency","2007","Single parent ","151","0.121074665606151","0.102029324140911","0.14012000707139"
"Low transfer dependency","2007","Couple + C. LE 16 ","313","0.0905251022872302","0.0810677006450205","0.0999825039294399"
"Low transfer dependency","2007","Couple + C. GT 16 ","205","0.0637023663052488","0.0557411635317884","0.0716635690787093"
"Low transfer dependency","2007","Couple + C. LE and GT 16","151","0.13022624265776","0.112962932697116","0.147489552618404"
"High transfer dependency","2007","1-pers.-HH","76","0.0254365812913181","0.0199286710203828","0.0309444915622533"
"High transfer dependency","2007","(Married) couple without C. ","102","0.0138393935862327","0.0111635200525576","0.0165152671199078"
"High transfer dependency","2007","Single parent ","101","0.0959577072612866","0.0787619843493218","0.113153430173251"
"High transfer dependency","2007","Couple + C. LE 16 ","99","0.0343034856164241","0.0283044502743989","0.0403025209584493"
"High transfer dependency","2007","Couple + C. GT 16 ","70","0.0324813481697174","0.0267025086167158","0.038260187722719"
"High transfer dependency","2007","Couple + C. LE and GT 16","29","","",""
"Very high transfer dependency","2007","1-pers.-HH","94","0.0293587147213922","0.0234533009503233","0.035264128492461"
"Very high transfer dependency","2007","(Married) couple without C. ","47","0.00677167524503812","0.00489319843552448","0.00865015205455175"
"Very high transfer dependency","2007","Single parent ","93","0.0957772314971789","0.07859597221217","0.112958490782188"
"Very high transfer dependency","2007","Couple + C. LE 16 ","61","0.0224084928090901","0.0175300974224529","0.0272868881957272"
"Very high transfer dependency","2007","Couple + C. GT 16 ","43","0.00986845407413819","0.00664616164347798","0.0130907465047984"
"Very high transfer dependency","2007","Couple + C. LE and GT 16","48","0.0526931123610062","0.0412328664620824","0.06415335825993"
"Complete transfer dependency","2007","1-pers.-HH","99","0.0320530156141273","0.0258911437024992","0.0382148875257554"
"Complete transfer dependency","2007","(Married) couple without C. ","26","","",""
"Complete transfer dependency","2007","Single parent ","62","0.0571305344344823","0.043580323304864","0.0706807455641007"
"Complete transfer dependency","2007","Couple + C. LE 16 ","39","0.0147759282538993","0.0107990998058917","0.0187527567019068"
"Complete transfer dependency","2007","Couple + C. GT 16 ","11","","",""
"Complete transfer dependency","2007","Couple + C. LE and GT 16","14","","",""
"No transfer dependency","2008","1-pers.-HH","2292","0.750405403156717","0.734972831775431","0.765837974538002"
"No transfer dependency","2008","(Married) couple without C. ","5407","0.7757862525061","0.766024466213969","0.78554803879823"
"No transfer dependency","2008","Single parent ","152","0.12364773289691","0.10416825943973","0.143127206354091"
"No transfer dependency","2008","Couple + C. LE 16 ","25","","",""
"No transfer dependency","2008","Couple + C. GT 16 ","668","0.183514028911086","0.170458587527836","0.196569470294337"
"No transfer dependency","2008","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2008","1-pers.-HH","355","0.10676273194761","0.0957507374709551","0.117774726424264"
"Very low transfer dependency","2008","(Married) couple without C. ","1267","0.173873038918121","0.165002159874838","0.182743917961404"
"Very low transfer dependency","2008","Single parent ","582","0.516182480964306","0.486610038015385","0.545754923913227"
"Very low transfer dependency","2008","Couple + C. LE 16 ","2683","0.822866289452319","0.809613595153073","0.836118983751564"
"Very low transfer dependency","2008","Couple + C. GT 16 ","2471","0.730635353382557","0.715672886587883","0.745597820177231"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","1154","0.858007772583538","0.839149667848677","0.876865877318399"
"Low transfer dependency","2008","1-pers.-HH","132","0.0484470040332976","0.0407906381112895","0.0561033699553057"
"Low transfer dependency","2008","(Married) couple without C. ","197","0.0279359746756222","0.0240789138574004","0.031793035493844"
"Low transfer dependency","2008","Single parent ","140","0.141898527841936","0.121249336640156","0.162547719043717"
"Low transfer dependency","2008","Couple + C. LE 16 ","304","0.0950142430710963","0.0848352653649645","0.105193220777228"
"Low transfer dependency","2008","Couple + C. GT 16 ","138","0.0492878784029388","0.041986965987962","0.0565887908179156"
"Low transfer dependency","2008","Couple + C. LE and GT 16","106","0.0814347127635765","0.0666579280688767","0.0962114974582763"
"High transfer dependency","2008","1-pers.-HH","71","0.030117173946788","0.0240226544369123","0.0362116934566638"
"High transfer dependency","2008","(Married) couple without C. ","73","0.00937512552179139","0.0071194828738017","0.0116307681697811"
"High transfer dependency","2008","Single parent ","68","0.0636021394802976","0.049160687980123","0.0780435909804723"
"High transfer dependency","2008","Couple + C. LE 16 ","98","0.0410008858392911","0.0341176181803238","0.0478841534982584"
"High transfer dependency","2008","Couple + C. GT 16 ","45","0.0210931724016197","0.0162467173341455","0.0259396274690938"
"High transfer dependency","2008","Couple + C. LE and GT 16","26","","",""
"Very high transfer dependency","2008","1-pers.-HH","82","0.0279446297200721","0.0220674711285564","0.0338217883115878"
"Very high transfer dependency","2008","(Married) couple without C. ","36","0.00545270784353504","0.00372907019600044","0.00717634549106963"
"Very high transfer dependency","2008","Single parent ","106","0.0978182396097451","0.080238933851566","0.115397545367924"
"Very high transfer dependency","2008","Couple + C. LE 16 ","53","0.0140229255005998","0.00994122009529212","0.0181046309059075"
"Very high transfer dependency","2008","Couple + C. GT 16 ","36","0.00700525049381837","0.00419226254575327","0.00981823844188347"
"Very high transfer dependency","2008","Couple + C. LE and GT 16","26","","",""
"Complete transfer dependency","2008","1-pers.-HH","89","0.0363230571955159","0.0296514624233859","0.0429946519676459"
"Complete transfer dependency","2008","(Married) couple without C. ","32","0.00757690053483084","0.0055472495561624","0.00960655151349929"
"Complete transfer dependency","2008","Single parent ","49","0.0568508792068046","0.0431482611621961","0.0705534972514131"
"Complete transfer dependency","2008","Couple + C. LE 16 ","25","","",""
"Complete transfer dependency","2008","Couple + C. GT 16 ","19","","",""
"Complete transfer dependency","2008","Couple + C. LE and GT 16","3","","",""
"No transfer dependency","2009","1-pers.-HH","2242","0.763679415134878","0.748153401301653","0.779205428968104"
"No transfer dependency","2009","(Married) couple without C. ","5261","0.796109196542867","0.7864040022231","0.805814390862634"
"No transfer dependency","2009","Single parent ","161","0.157806739925838","0.135312508308218","0.180300971543458"
"No transfer dependency","2009","Couple + C. LE 16 ","18","","",""
"No transfer dependency","2009","Couple + C. GT 16 ","664","0.176021705154895","0.16283891528042","0.18920449502937"
"No transfer dependency","2009","Couple + C. LE and GT 16","2","","",""
"Very low transfer dependency","2009","1-pers.-HH","298","0.101213593597699","0.0901905551999544","0.112236631995444"
"Very low transfer dependency","2009","(Married) couple without C. ","1068","0.156995149982694","0.148231656844539","0.165758643120849"
"Very low transfer dependency","2009","Single parent ","525","0.494379389887026","0.463530107165113","0.52522867260894"
"Very low transfer dependency","2009","Couple + C. LE 16 ","2413","0.844380765195358","0.830987488287185","0.857774042103532"
"Very low transfer dependency","2009","Couple + C. GT 16 ","2302","0.72904057394665","0.713655686851198","0.744425461042102"
"Very low transfer dependency","2009","Couple + C. LE and GT 16","1115","0.859583945499779","0.840625367200955","0.878542523798603"
"Low transfer dependency","2009","1-pers.-HH","121","0.0526498346654117","0.0444876310667275","0.0608120382640959"
"Low transfer dependency","2009","(Married) couple without C. ","188","0.0295162682224716","0.0254392378174547","0.0335932986274885"
"Low transfer dependency","2009","Single parent ","148","0.16726388416396","0.144235827100961","0.190291941226958"
"Low transfer dependency","2009","Couple + C. LE 16 ","248","0.0896668580499876","0.0791107896014392","0.100222926498536"
"Low transfer dependency","2009","Couple + C. GT 16 ","158","0.0642599470088163","0.0557717759497957","0.0727481180678369"
"Low transfer dependency","2009","Couple + C. LE and GT 16","106","0.0829048283996569","0.0678578134762489","0.0979518433230648"
"High transfer dependency","2009","1-pers.-HH","73","0.0234051210013125","0.0178796880050984","0.0289305539975265"
"High transfer dependency","2009","(Married) couple without C. ","61","0.00976897027875474","0.00739971555028258","0.0121382250072269"
"High transfer dependency","2009","Single parent ","63","0.0603103449679103","0.0456213988726627","0.074999291063158"
