"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2018","1-pers.-HH","East Germany","48","0.0358622482727018","0.025091803248261","0.0466326932971425","4"
"Very high transfer dependency","2018","Couple + C. GT 16 ","East Germany","4","","","","4"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","West Germany","112","0.0210942079734292","0.0153222859651467","0.0268661299817117","4"
"Very high transfer dependency","2018","(Married) couple without C. ","West Germany","53","0.00530629833554487","0.00346969553225192","0.00714290113883782","4"
"Very high transfer dependency","2018","(Married) couple without C. ","East Germany","14","","","","4"
"Very high transfer dependency","2018","Single parent ","West Germany","150","0.0641007712993611","0.0535315096489289","0.0746700329497933","4"
"Very high transfer dependency","2018","Single parent ","East Germany","54","0.0635720059689146","0.0424585386510401","0.0846854732867891","4"
"Very high transfer dependency","2018","Couple + C. LE 16 ","West Germany","303","0.015158058490482","0.011943318996362","0.0183727979846019","4"
"Very high transfer dependency","2018","Couple + C. LE 16 ","East Germany","56","0.0165907097519152","0.00954069243263065","0.0236407270711998","4"
"Very high transfer dependency","2018","Couple + C. GT 16 ","West Germany","32","0.0105908167581809","0.00671237091142214","0.0144692626049396","4"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","East Germany","22","","","","4"
"Very low transfer dependency","2018","Couple + C. LE 16 ","West Germany","3641","0.844198531001712","0.834656324765661","0.853740737237764","1"
"Very low transfer dependency","2018","Couple + C. LE 16 ","East Germany","803","0.801158590292716","0.779129162770175","0.823188017815258","1"
"Very low transfer dependency","2018","Couple + C. GT 16 ","West Germany","1950","0.700602193219974","0.683249571875358","0.71795481456459","1"
"Very low transfer dependency","2018","1-pers.-HH","East Germany","125","0.102691438207152","0.0851088270527272","0.120274049361577","1"
"Very low transfer dependency","2018","(Married) couple without C. ","West Germany","715","0.111873636792233","0.103905147632553","0.119842125951913","1"
"Very low transfer dependency","2018","(Married) couple without C. ","East Germany","239","0.107794492447604","0.0943633223023228","0.121225662592885","1"
"Very low transfer dependency","2018","Single parent ","West Germany","1043","0.564768345151305","0.543374251739028","0.586162438563581","1"
"Very low transfer dependency","2018","Single parent ","East Germany","214","0.508183209815638","0.464921743044698","0.551444676586578","1"
"Very low transfer dependency","2018","Couple + C. GT 16 ","East Germany","299","0.643062970714113","0.600336494244788","0.685789447183439","1"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","West Germany","1610","0.833192466408129","0.818218084989387","0.848166847826871","1"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","East Germany","273","0.741185308391602","0.700073866380634","0.78229675040257","1"
"Very low transfer dependency","2018","1-pers.-HH","West Germany","291","0.0675668441550491","0.0594239773653394","0.0757097109447588","1"
"Complete transfer dependency","2019","1-pers.-HH","West Germany","383","0.0377907839398263","0.0316439557767882","0.0439376121028643","5"
"Complete transfer dependency","2019","1-pers.-HH","East Germany","88","0.0636203460703843","0.0492032288549331","0.0780374632858356","5"
"Complete transfer dependency","2019","(Married) couple without C. ","West Germany","83","0.00303533292096861","0.00168823962914027","0.00438242621279695","5"
"Complete transfer dependency","2019","(Married) couple without C. ","East Germany","22","","","","5"
"Complete transfer dependency","2019","Single parent ","West Germany","232","0.0359532060328304","0.0275308455844719","0.044375566481189","5"
"Complete transfer dependency","2019","Single parent ","East Germany","57","0.0405824755748033","0.0232521584028975","0.0579127927467091","5"
"Complete transfer dependency","2019","Couple + C. LE 16 ","West Germany","791","0.0252727335700941","0.0210444431324548","0.0295010240077334","5"
"Complete transfer dependency","2019","Couple + C. LE 16 ","East Germany","163","0.0239919910749538","0.0153662825843923","0.0326176995655153","5"
"Complete transfer dependency","2019","Couple + C. GT 16 ","West Germany","52","0.0016892723588126","0.000128678190765409","0.00324986652685978","5"
"Complete transfer dependency","2019","Couple + C. GT 16 ","East Germany","10","","","","5"
"Complete transfer dependency","2019","Couple + C. LE and GT 16","West Germany","355","0.0187675478948725","0.013357520256566","0.024177575533179","5"
"Complete transfer dependency","2019","Couple + C. LE and GT 16","East Germany","75","0.0252290731569912","0.0111559388186356","0.0393022074953468","5"
"High transfer dependency","2019","1-pers.-HH","East Germany","35","0.0261251458032045","0.0167033135199576","0.0355469780864515","3"
"High transfer dependency","2019","(Married) couple without C. ","West Germany","91","0.0117317823527447","0.00909500149630164","0.0143685632091878","3"
"High transfer dependency","2019","(Married) couple without C. ","East Germany","40","0.0215278729973108","0.0154241759262952","0.0276315700683265","3"
"High transfer dependency","2019","Single parent ","West Germany","149","0.0754264903368561","0.0634797719123052","0.0873732087614071","3"
"High transfer dependency","2019","Single parent ","East Germany","67","0.0925000561126841","0.0670535757556002","0.117946536469768","3"
"High transfer dependency","2019","Couple + C. LE 16 ","West Germany","267","0.028473640549305","0.0239929398260059","0.0329543412726042","3"
"High transfer dependency","2019","Couple + C. LE 16 ","East Germany","49","0.0232584651580355","0.0147624496872723","0.0317544806287987","3"
"High transfer dependency","2019","Couple + C. GT 16 ","West Germany","44","0.0118308849712542","0.00772192863156099","0.0159398413109475","3"
"High transfer dependency","2019","Couple + C. GT 16 ","East Germany","13","","","","3"
"High transfer dependency","2019","Couple + C. LE and GT 16","West Germany","112","0.0383214142100151","0.0306681712178772","0.0459746572021529","3"
"High transfer dependency","2019","Couple + C. LE and GT 16","East Germany","17","","","","3"
"High transfer dependency","2019","1-pers.-HH","West Germany","166","0.0351083634107394","0.0291754511015184","0.0410412757199603","3"
"Low transfer dependency","2019","Single parent ","West Germany","223","0.134504242803283","0.119068895055018","0.149939590551547","2"
"Low transfer dependency","2019","Single parent ","East Germany","58","0.130626242645725","0.101028955878392","0.160223529413058","2"
"Low transfer dependency","2019","Couple + C. LE 16 ","East Germany","117","0.109892051593246","0.0922625749076906","0.127521528278802","2"
"Low transfer dependency","2019","Couple + C. GT 16 ","West Germany","97","0.0316017884225646","0.0249538024773546","0.0382497743677746","2"
"Low transfer dependency","2019","Couple + C. GT 16 ","East Germany","21","","","","2"
"Low transfer dependency","2019","Couple + C. LE and GT 16","West Germany","166","0.0761256797281759","0.0655530796340913","0.0866982798222606","2"
"Low transfer dependency","2019","1-pers.-HH","West Germany","179","0.0393884433301414","0.033118239225551","0.0456586474347317","2"
"Low transfer dependency","2019","1-pers.-HH","East Germany","57","0.0467688002142969","0.0342969274886808","0.059240672939913","2"
"Low transfer dependency","2019","Couple + C. LE 16 ","West Germany","378","0.085572134633766","0.0780361838610366","0.0931080854064953","2"
"Low transfer dependency","2019","(Married) couple without C. ","East Germany","69","0.0431105278878687","0.0345688982000821","0.0516521575756552","2"
"Low transfer dependency","2019","(Married) couple without C. ","West Germany","154","0.0254728707792399","0.0216146192505817","0.0293311223078981","2"
"Low transfer dependency","2019","Couple + C. LE and GT 16","East Germany","55","0.111403305912308","0.0831681436766343","0.139638468147982","2"
"No transfer dependency","2019","1-pers.-HH","West Germany","2497","0.77998959157965","0.766636267691775","0.793342915467526","0"
"No transfer dependency","2019","1-pers.-HH","East Germany","769","0.728128883024693","0.701847991319666","0.75440977472972","0"
"No transfer dependency","2019","(Married) couple without C. ","West Germany","5254","0.833435735874586","0.824311813154407","0.842559658594765","0"
"No transfer dependency","2019","(Married) couple without C. ","East Germany","1778","0.833194836898787","0.817516636540228","0.848873037257346","0"
"No transfer dependency","2019","Couple + C. LE and GT 16","East Germany","6","","","","0"
"No transfer dependency","2019","Single parent ","West Germany","191","0.166614766329961","0.149757171963694","0.183472360696228","0"
"No transfer dependency","2019","Single parent ","East Germany","47","0.0982910222214593","0.0721439213482381","0.12443812309468","0"
"No transfer dependency","2019","Couple + C. LE 16 ","West Germany","68","0.0144492297981873","0.0112343925327356","0.0176640670636391","0"
"No transfer dependency","2019","Couple + C. GT 16 ","West Germany","515","0.256542884022421","0.239946433315181","0.273139334729661","0"
"No transfer dependency","2019","Couple + C. GT 16 ","East Germany","111","0.261619808221888","0.221367509941385","0.301872106502392","0"
"No transfer dependency","2019","Couple + C. LE and GT 16","West Germany","5","","","","0"
"No transfer dependency","2019","Couple + C. LE 16 ","East Germany","13","","","","0"
"Very high transfer dependency","2019","1-pers.-HH","West Germany","109","0.0218641462257692","0.0171501501514364","0.0265781423001019","4"
"Very high transfer dependency","2019","1-pers.-HH","East Germany","40","0.038937866538235","0.0275112871668265","0.0503644459096435","4"
"Very high transfer dependency","2019","(Married) couple without C. ","West Germany","44","0.00569379942656816","0.00385126428398489","0.00753633456915142","4"
"Very high transfer dependency","2019","(Married) couple without C. ","East Germany","8","","","","4"
"Very high transfer dependency","2019","Couple + C. GT 16 ","East Germany","2","","","","4"
"Very high transfer dependency","2019","Couple + C. LE 16 ","East Germany","50","0.0159598484948368","0.00889576648758444","0.0230239305020891","4"
"Very high transfer dependency","2019","Couple + C. GT 16 ","West Germany","40","0.0158623408267218","0.0111142519821827","0.0206104296712609","4"
"Very high transfer dependency","2019","Couple + C. LE and GT 16","East Germany","9","","","","4"
"Very high transfer dependency","2019","Couple + C. LE 16 ","West Germany","226","0.0091849612979217","0.00661496732856225","0.0117549552672811","4"
"Very high transfer dependency","2019","Single parent ","West Germany","97","0.0581817737413221","0.0475918464424831","0.0687717010401611","4"
"Very high transfer dependency","2019","Single parent ","East Germany","44","0.078627368985315","0.0549878875621766","0.102266850408453","4"
"Very high transfer dependency","2019","Couple + C. LE and GT 16","West Germany","125","0.0237639402411373","0.01769173539186","0.0298361450904147","4"
"Very low transfer dependency","2019","Couple + C. LE 16 ","West Germany","3563","0.837047300150726","0.827097761941285","0.846996838360166","1"
"Very low transfer dependency","2019","Couple + C. LE 16 ","East Germany","817","0.809162989187121","0.787012452751884","0.831313525622357","1"
"Very low transfer dependency","2019","Couple + C. GT 16 ","West Germany","1912","0.682472829398226","0.664782317399853","0.7001633413966","1"
