"transab_cat","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2014","(Married) couple without C. ","Urban Area","49","0.00884215660630176","0.00625889720831398","0.0114254160042895"
"Very high transfer dependency","2014","(Married) couple without C. ","Rural Area","21","","",""
"Very high transfer dependency","2014","Single parent ","Urban Area","179","0.0873223060875302","0.0737946847850663","0.100849927389994"
"Very high transfer dependency","2014","Single parent ","Rural Area","99","0.0736044033871999","0.0564102273220872","0.0907985794523125"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Urban Area","139","0.0208818501962799","0.0167142615088607","0.0250494388836991"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Rural Area","47","0.0282122832139276","0.0213568961143134","0.0350676703135418"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Urban Area","25","","",""
"Very high transfer dependency","2014","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","65","0.0456198084123145","0.0352886022111008","0.0559510146135282"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","19","","",""
"Complete transfer dependency","2014","1-pers.-HH","Urban Area","103","0.0422471437766345","0.034327186401038","0.050167101152231"
"Complete transfer dependency","2014","1-pers.-HH","Rural Area","45","0.041517016783214","0.0298860948025894","0.0531479387638385"
"Complete transfer dependency","2014","(Married) couple without C. ","Urban Area","24","","",""
"Complete transfer dependency","2014","(Married) couple without C. ","Rural Area","36","0.00785815323274782","0.00464285713135187","0.0110734493341438"
"Complete transfer dependency","2014","Single parent ","Urban Area","92","0.055902657891698","0.0448942443350179","0.0669110714483782"
"Complete transfer dependency","2014","Single parent ","Rural Area","28","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","Urban Area","88","0.0159615845869198","0.0123087766282173","0.0196143925456222"
"Complete transfer dependency","2014","Couple + C. LE 16 ","Rural Area","36","0.0104009007190844","0.00620048491489894","0.0146013165232698"
"Complete transfer dependency","2014","Couple + C. GT 16 ","Urban Area","6","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","Rural Area","3","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","17","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","1","","",""
"No transfer dependency","2015","1-pers.-HH","Urban Area","1906","0.76074277822913","0.744138312227786","0.777347244230473"
"No transfer dependency","2015","1-pers.-HH","Rural Area","873","0.774821171337389","0.750815008316919","0.798827334357859"
"No transfer dependency","2015","(Married) couple without C. ","Urban Area","4241","0.850453068164705","0.840639440203885","0.860266696125525"
"No transfer dependency","2015","(Married) couple without C. ","Rural Area","2329","0.816912788538017","0.802684300668191","0.831141276407843"
"No transfer dependency","2015","Single parent ","Urban Area","124","0.12288582693023","0.107025499895075","0.138746153965384"
"No transfer dependency","2015","Single parent ","Rural Area","85","0.232586848523972","0.203757932529875","0.261415764518069"
"No transfer dependency","2015","Couple + C. LE 16 ","Urban Area","80","0.0166585153267268","0.0128908739962028","0.0204261566572509"
"No transfer dependency","2015","Couple + C. LE 16 ","Rural Area","30","0.0179089851184328","0.0124254843147592","0.0233924859221064"
"No transfer dependency","2015","Couple + C. GT 16 ","Urban Area","430","0.29930435197128","0.279353379800884","0.319255324141675"
"No transfer dependency","2015","Couple + C. GT 16 ","Rural Area","263","0.311769182396878","0.283562509440204","0.339975855353553"
"No transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","1","","",""
"Very low transfer dependency","2015","1-pers.-HH","Urban Area","235","0.088598556064173","0.0775388994093528","0.0996582127189932"
"Very low transfer dependency","2015","1-pers.-HH","Rural Area","102","0.0750008425087003","0.0598630700387024","0.0901386149786982"
"Very low transfer dependency","2015","(Married) couple without C. ","Urban Area","554","0.102077542956224","0.0937464845245125","0.110408601387935"
"Very low transfer dependency","2015","(Married) couple without C. ","Rural Area","317","0.121128503848939","0.109124454789044","0.133132552908834"
"Very low transfer dependency","2015","Single parent ","Urban Area","849","0.495776378943692","0.471622455546368","0.519930302341016"
"Very low transfer dependency","2015","Single parent ","Rural Area","427","0.482559447895189","0.448461616494027","0.516657279296352"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Urban Area","3468","0.815455055524512","0.804035470659417","0.826874640389608"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Rural Area","1773","0.787504688993969","0.770590631418618","0.80441874656932"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Urban Area","1426","0.640066886983054","0.619156290650564","0.660977483315545"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Rural Area","669","0.629506446761023","0.600098911117827","0.65891398240422"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","1261","0.837402743348543","0.819276810950889","0.855528675746197"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","677","0.847700106484002","0.823615699780148","0.871784513187856"
"Low transfer dependency","2015","1-pers.-HH","Urban Area","119","0.0450601581804495","0.0369867329224771","0.0531335834384219"
"Low transfer dependency","2015","1-pers.-HH","Rural Area","60","0.0395453176945718","0.0283446424039171","0.0507459929852265"
"Low transfer dependency","2015","(Married) couple without C. ","Urban Area","129","0.0302431680245052","0.0255305664396131","0.0349557696093972"
"Low transfer dependency","2015","(Married) couple without C. ","Rural Area","98","0.0374325724693363","0.0304489249212823","0.0444162200173903"
"Low transfer dependency","2015","Single parent ","Urban Area","218","0.120878089618039","0.105129867866044","0.136626311370034"
"Low transfer dependency","2015","Single parent ","Rural Area","112","0.119062928570611","0.0969634594949871","0.141162397646236"
"Low transfer dependency","2015","Couple + C. LE 16 ","Urban Area","421","0.0931248815888248","0.0845701608809633","0.101679602296686"
"Low transfer dependency","2015","Couple + C. LE 16 ","Rural Area","255","0.12546741871711","0.111771220475998","0.139163616958222"
"Low transfer dependency","2015","Couple + C. GT 16 ","Urban Area","93","0.0329862744431665","0.0252054468904242","0.0407671019959087"
"Low transfer dependency","2015","Couple + C. GT 16 ","Rural Area","53","0.0260886583926928","0.0163823564299987","0.0357949603553869"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","153","0.0651077794871288","0.0529885844641172","0.0772269745101405"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","95","0.0855284821381735","0.0667826161594884","0.104274348116859"
"High transfer dependency","2015","1-pers.-HH","Urban Area","85","0.0321044828333999","0.0252437494128589","0.038965216253941"
"High transfer dependency","2015","1-pers.-HH","Rural Area","41","0.0297213116419276","0.0199615218099844","0.0394811014738707"
"High transfer dependency","2015","(Married) couple without C. ","Urban Area","62","0.00888278123286083","0.00630080254230333","0.0114647599234183"
"High transfer dependency","2015","(Married) couple without C. ","Rural Area","52","0.0127077467313098","0.0085867806927488","0.0168287127698708"
"High transfer dependency","2015","Single parent ","Urban Area","177","0.110047827553105","0.0949293783120919","0.125166276794119"
"High transfer dependency","2015","Single parent ","Rural Area","89","0.0652766248128661","0.0484211297055093","0.0821321199202229"
"High transfer dependency","2015","Couple + C. LE 16 ","Urban Area","229","0.0398269700582234","0.0340704156910962","0.0455835244253506"
"High transfer dependency","2015","Couple + C. LE 16 ","Rural Area","98","0.0332697823830884","0.0258545599709267","0.0406850047952502"
"High transfer dependency","2015","Couple + C. GT 16 ","Urban Area","42","0.011724593804213","0.0070350485230748","0.0164141390853512"
"High transfer dependency","2015","Couple + C. GT 16 ","Rural Area","35","0.0283631829092193","0.018254427756887","0.0384719380615516"
"High transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","67","0.0484440075638976","0.0378973762279656","0.0589906388998296"
"High transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","30","0.0206280552930649","0.0111007955290435","0.0301553150570864"
"Very high transfer dependency","2015","1-pers.-HH","Urban Area","66","0.0262379663325753","0.0200168980171188","0.0324590346480318"
"Very high transfer dependency","2015","1-pers.-HH","Rural Area","30","0.0302136465887193","0.0203758499599624","0.0400514432174763"
"Very high transfer dependency","2015","(Married) couple without C. ","Urban Area","37","0.00362434270377714","0.0019706993784386","0.00527798602911568"
"Very high transfer dependency","2015","(Married) couple without C. ","Rural Area","21","","",""
"Very high transfer dependency","2015","Single parent ","Urban Area","174","0.0894919054272467","0.0757018199341824","0.103281990920311"
"Very high transfer dependency","2015","Single parent ","Rural Area","80","0.0501164072503808","0.0352280673660607","0.0650047471347009"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Urban Area","117","0.0182365023442117","0.0142976160936024","0.0221753885948211"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Rural Area","46","0.0267722346089165","0.0200980823340257","0.0334463868838073"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Urban Area","19","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","Rural Area","10","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","83","0.0357056991873056","0.0265908365061357","0.0448205618684755"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","35","0.0282496712769684","0.0171438908935857","0.039355451660351"
"Complete transfer dependency","2015","1-pers.-HH","Urban Area","125","0.0472560583602728","0.0389977649024957","0.0555143518180499"
"Complete transfer dependency","2015","1-pers.-HH","Rural Area","57","0.0506977102286918","0.0380894643305095","0.063305956126874"
"Complete transfer dependency","2015","(Married) couple without C. ","Urban Area","50","0.00471909691792775","0.00283320003026996","0.00660499380558553"
"Complete transfer dependency","2015","(Married) couple without C. ","Rural Area","21","","",""
"Complete transfer dependency","2015","Single parent ","Urban Area","104","0.0609199715276874","0.0493651212185101","0.0724748218368646"
"Complete transfer dependency","2015","Single parent ","Rural Area","32","0.0503977429469806","0.0354698837729747","0.0653256021209864"
"Complete transfer dependency","2015","Couple + C. LE 16 ","Urban Area","118","0.0166980751575008","0.0129260387510038","0.0204701115639978"
"Complete transfer dependency","2015","Couple + C. LE 16 ","Rural Area","45","0.00907689017848322","0.00515554499313036","0.0129982353638361"
"Complete transfer dependency","2015","Couple + C. GT 16 ","Urban Area","14","","",""
"Complete transfer dependency","2015","Couple + C. GT 16 ","Rural Area","6","","",""
"Complete transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","28","","",""
"Complete transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","17","","",""
"No transfer dependency","2016","1-pers.-HH","Urban Area","1803","0.775372333151489","0.758609201081744","0.792135465221234"
"No transfer dependency","2016","1-pers.-HH","Rural Area","788","0.761137760791341","0.735469257731571","0.786806263851112"
"No transfer dependency","2016","(Married) couple without C. ","Urban Area","3880","0.843873692923548","0.833444316740568","0.854303069106528"
"No transfer dependency","2016","(Married) couple without C. ","Rural Area","2211","0.824012424330061","0.809680281329235","0.838344567330886"
"No transfer dependency","2016","Single parent ","Urban Area","125","0.122737562420686","0.106104163293891","0.139370961547482"
"No transfer dependency","2016","Single parent ","Rural Area","75","0.170995126080284","0.14410325560932","0.197886996551248"
"No transfer dependency","2016","Couple + C. LE 16 ","Urban Area","48","0.0156046977955515","0.0116483918986054","0.0195610036924976"
"No transfer dependency","2016","Couple + C. LE 16 ","Rural Area","16","","",""
"No transfer dependency","2016","Couple + C. GT 16 ","Urban Area","362","0.248914951697083","0.229312360145934","0.268517543248231"
"No transfer dependency","2016","Couple + C. GT 16 ","Rural Area","235","0.272541274035172","0.244635184497885","0.30044736357246"
"No transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"No transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Very low transfer dependency","2016","1-pers.-HH","Urban Area","215","0.0718300744899418","0.0614587243149798","0.0822014246649038"
"Very low transfer dependency","2016","1-pers.-HH","Rural Area","120","0.0931426710557563","0.0756466623548578","0.110638679756655"
"Very low transfer dependency","2016","(Married) couple without C. ","Urban Area","531","0.111551629353513","0.102506065964263","0.120597192742762"
"Very low transfer dependency","2016","(Married) couple without C. ","Rural Area","336","0.118449011226864","0.10628735601742","0.130610666436308"
"Very low transfer dependency","2016","Single parent ","Urban Area","811","0.527398749130429","0.502091527074168","0.552705971186689"
"Very low transfer dependency","2016","Single parent ","Rural Area","379","0.544356133169543","0.508784408057983","0.579927858281104"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Urban Area","3013","0.819195954501455","0.806910948098126","0.831480960904783"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Rural Area","1557","0.798565606216993","0.780800661475376","0.816330550958611"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Urban Area","1359","0.677147884569738","0.655950268520313","0.698345500619162"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Rural Area","671","0.661600317362207","0.63194575701864","0.691254877705775"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","1105","0.797536277267504","0.777036282760605","0.818036271774404"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","659","0.854664970229019","0.830273161214614","0.879056779243423"
"Low transfer dependency","2016","1-pers.-HH","Urban Area","107","0.0417924954312425","0.0337545078830033","0.0498304829794816"
"Low transfer dependency","2016","1-pers.-HH","Rural Area","55","0.0539514954963001","0.0403510352954711","0.0675519556971292"
"Low transfer dependency","2016","(Married) couple without C. ","Urban Area","113","0.025265365651441","0.0207562896283928","0.0297744416744893"
"Low transfer dependency","2016","(Married) couple without C. ","Rural Area","102","0.0389520196205708","0.0316701856301432","0.0462338536109985"
"Low transfer dependency","2016","Single parent ","Urban Area","179","0.101168350314464","0.0858825209573837","0.116454179671545"
"Low transfer dependency","2016","Single parent ","Rural Area","129","0.122981443048104","0.0995243178055868","0.146438568290621"
"Low transfer dependency","2016","Couple + C. LE 16 ","Urban Area","402","0.107009247643835","0.097141647288136","0.116876847999534"
"Low transfer dependency","2016","Couple + C. LE 16 ","Rural Area","261","0.15806877853019","0.141910201856032","0.174227355204349"
"Low transfer dependency","2016","Couple + C. GT 16 ","Urban Area","63","0.0356054704491727","0.0272045054824578","0.0440064354158876"
"Low transfer dependency","2016","Couple + C. GT 16 ","Rural Area","44","0.0498382421090502","0.0361999874703318","0.0634764967477686"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","185","0.100754516466472","0.0853985800048971","0.116110452928046"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","96","0.104713720218002","0.0835231000994623","0.125904340336543"
"High transfer dependency","2016","1-pers.-HH","Urban Area","81","0.0411922491550255","0.0332096942521644","0.0491748040578866"
"High transfer dependency","2016","1-pers.-HH","Rural Area","25","","",""
"High transfer dependency","2016","(Married) couple without C. ","Urban Area","59","0.0098138119610098","0.00698138406510531","0.0126462398569143"
"High transfer dependency","2016","(Married) couple without C. ","Rural Area","34","0.0124819932198934","0.00830351895865766","0.016660467481129"
"High transfer dependency","2016","Single parent ","Urban Area","190","0.11659718300235","0.100328555567176","0.132865810437524"
"High transfer dependency","2016","Single parent ","Rural Area","75","0.0620665082556979","0.0448333339141724","0.0792996825972234"
"High transfer dependency","2016","Couple + C. LE 16 ","Urban Area","139","0.0314294813396859","0.0258600398479026","0.0369989228314691"
"High transfer dependency","2016","Couple + C. LE 16 ","Rural Area","40","0.0123129811780494","0.00742833593151207","0.0171976264245867"
"High transfer dependency","2016","Couple + C. GT 16 ","Urban Area","57","0.0279378198077213","0.0204666824760123","0.0354089571394303"
"High transfer dependency","2016","Couple + C. GT 16 ","Rural Area","15","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","65","0.0384254284995666","0.0286191153669788","0.0482317416321544"
"High transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","16","","",""
"Very high transfer dependency","2016","1-pers.-HH","Urban Area","72","0.0275611984179281","0.0209853986297786","0.0341369982060776"
"Very high transfer dependency","2016","1-pers.-HH","Rural Area","30","0.0300362405388319","0.0197609124128576","0.0403115686648062"
"Very high transfer dependency","2016","(Married) couple without C. ","Urban Area","42","0.00655374994128926","0.0042352948629423","0.00887220501963622"
"Very high transfer dependency","2016","(Married) couple without C. ","Rural Area","20","","",""
"Very high transfer dependency","2016","Single parent ","Urban Area","118","0.0797964986320052","0.0660604647583989","0.0935325325056115"
"Very high transfer dependency","2016","Single parent ","Rural Area","69","0.0625502274381654","0.0452544912038933","0.0798459636724374"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Urban Area","97","0.0158987421947527","0.0119059317500341","0.0198915526394714"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Rural Area","47","0.00897348607638712","0.00479648121415859","0.0131504909386156"
"Very high transfer dependency","2016","Couple + C. GT 16 ","Urban Area","14","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","89","0.0399771430623165","0.0299828615997836","0.0499714245248493"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","23","","",""
"Complete transfer dependency","2016","1-pers.-HH","Urban Area","103","0.0422516493543736","0.034171564285241","0.0503317344235062"
"Complete transfer dependency","2016","1-pers.-HH","Rural Area","42","0.0415430829408471","0.0295306543846722","0.053555511497022"
"Complete transfer dependency","2016","(Married) couple without C. ","Urban Area","28","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","Rural Area","9","","",""
"Complete transfer dependency","2016","Single parent ","Urban Area","72","0.0523016565000656","0.0410161702105687","0.0635871427895625"
"Complete transfer dependency","2016","Single parent ","Rural Area","26","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","Urban Area","71","0.0108618765247202","0.00755316947262622","0.0141705835768141"
"Complete transfer dependency","2016","Couple + C. LE 16 ","Rural Area","37","0.0152592254806271","0.00982961151859278","0.0206888394426614"
"Complete transfer dependency","2016","Couple + C. GT 16 ","Urban Area","14","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","Rural Area","10","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","32","0.0233066347041409","0.0156095934244371","0.0310036759838446"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","8","","",""
"No transfer dependency","2017","1-pers.-HH","Urban Area","1997","0.774085311095618","0.758999920399702","0.789170701791533"
"No transfer dependency","2017","1-pers.-HH","Rural Area","951","0.760313223160806","0.738264413190407","0.782362033131204"
"No transfer dependency","2017","(Married) couple without C. ","Urban Area","4287","0.842879090259513","0.832932329153787","0.852825851365238"
"No transfer dependency","2017","(Married) couple without C. ","Rural Area","2556","0.832984337149486","0.819915338055362","0.846053336243611"
"No transfer dependency","2017","Single parent ","Urban Area","120","0.126487361461474","0.110429365708703","0.142545357214245"
"No transfer dependency","2017","Single parent ","Rural Area","90","0.194537428992897","0.168188509515675","0.220886348470119"
"No transfer dependency","2017","Couple + C. LE 16 ","Urban Area","57","0.0159139187572359","0.0122383304914593","0.0195895070230125"
"No transfer dependency","2017","Couple + C. LE 16 ","Rural Area","19","","",""
"No transfer dependency","2017","Couple + C. GT 16 ","Urban Area","398","0.251203896086184","0.233134137203131","0.269273654969238"
"No transfer dependency","2017","Couple + C. GT 16 ","Rural Area","252","0.250516383349083","0.225645113797937","0.275387652900228"
"No transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","2","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","1","","",""
"Very low transfer dependency","2017","1-pers.-HH","Urban Area","269","0.0807720208601551","0.0709425077507836","0.0906015339695266"
"Very low transfer dependency","2017","1-pers.-HH","Rural Area","136","0.0845196795639906","0.0701525412633052","0.098886817864676"
"Very low transfer dependency","2017","(Married) couple without C. ","Urban Area","579","0.118849983568973","0.110004806227854","0.127695160910092"
"Very low transfer dependency","2017","(Married) couple without C. ","Rural Area","378","0.114273657743364","0.103126397136797","0.12542091834993"
"Very low transfer dependency","2017","Single parent ","Urban Area","832","0.517484339913122","0.493344327563853","0.541624352262392"
"Very low transfer dependency","2017","Single parent ","Rural Area","426","0.513389324128215","0.480119326083789","0.54665932217264"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Urban Area","3091","0.81794878974224","0.806614832087016","0.829282747397465"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Rural Area","1689","0.814382362030107","0.798612479835006","0.830152244225207"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Urban Area","1643","0.677941742530737","0.658473767026728","0.697409718034746"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Rural Area","825","0.695240241331447","0.668819495258097","0.721660987404798"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","1264","0.828838051333662","0.811291171195036","0.846384931472289"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","689","0.828034330824255","0.803637389371728","0.852431272276782"
"Low transfer dependency","2017","1-pers.-HH","Urban Area","141","0.0429335196764706","0.0356211318983984","0.0502459074545428"
"Low transfer dependency","2017","1-pers.-HH","Rural Area","84","0.0450199777248817","0.0343105410771501","0.0557294143726134"
"Low transfer dependency","2017","(Married) couple without C. ","Urban Area","107","0.0180551806792166","0.0144158081228602","0.021694553235573"
"Low transfer dependency","2017","(Married) couple without C. ","Rural Area","96","0.0353597221801684","0.0288885578682418","0.041830886492095"
"Low transfer dependency","2017","Single parent ","Urban Area","206","0.118693387692493","0.103068750108644","0.134318025276342"
"Low transfer dependency","2017","Single parent ","Rural Area","137","0.138300862066425","0.115321984292199","0.16127973984065"
"Low transfer dependency","2017","Couple + C. LE 16 ","Urban Area","382","0.0906663993745079","0.082232924655106","0.0990998740939098"
"Low transfer dependency","2017","Couple + C. LE 16 ","Rural Area","240","0.112297208239646","0.0994909303593641","0.125103486119929"
"Low transfer dependency","2017","Couple + C. GT 16 ","Urban Area","73","0.0316803123104592","0.0243830242196724","0.0389776004012461"
"Low transfer dependency","2017","Couple + C. GT 16 ","Rural Area","49","0.0353057815485818","0.0247128401787348","0.0458987229184289"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","149","0.0799970129740392","0.0673585877843469","0.0926354381637315"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","112","0.104801004555692","0.0849979195738265","0.124604089537558"
"High transfer dependency","2017","1-pers.-HH","Urban Area","110","0.0325021874459973","0.0261052632304932","0.0388991116615013"
"High transfer dependency","2017","1-pers.-HH","Rural Area","49","0.0208108306426928","0.0134378201315598","0.0281838411538257"
"High transfer dependency","2017","(Married) couple without C. ","Urban Area","79","0.0135485513918131","0.0103887022871244","0.0167084004965017"
"High transfer dependency","2017","(Married) couple without C. ","Rural Area","45","0.00999966377243726","0.00651343663429252","0.013485890910582"
"High transfer dependency","2017","Single parent ","Urban Area","171","0.0982838533438595","0.0839021877428433","0.112665518944876"
"High transfer dependency","2017","Single parent ","Rural Area","94","0.0824042883056877","0.0641005778816505","0.100707998729725"
"High transfer dependency","2017","Couple + C. LE 16 ","Urban Area","189","0.0379384829023713","0.0323271873366343","0.0435497784681083"
"High transfer dependency","2017","Couple + C. LE 16 ","Rural Area","99","0.0277107709349558","0.0210530330943216","0.0343685087755899"
"High transfer dependency","2017","Couple + C. GT 16 ","Urban Area","53","0.0288131712643495","0.0218436281934642","0.0357827143352347"
"High transfer dependency","2017","Couple + C. GT 16 ","Rural Area","18","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","91","0.0339243748431373","0.0254905816614401","0.0423581680248346"
"High transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","44","0.0393200238334616","0.0267543266137599","0.0518857210531632"
"Very high transfer dependency","2017","1-pers.-HH","Urban Area","92","0.0252122394896466","0.0195570044425048","0.0308674745367885"
"Very high transfer dependency","2017","1-pers.-HH","Rural Area","35","0.0281676976235914","0.0196221837196349","0.0367132115275479"
"Very high transfer dependency","2017","(Married) couple without C. ","Urban Area","35","0.00365758993467988","0.00200759021645053","0.00530758965290922"
"Very high transfer dependency","2017","(Married) couple without C. ","Rural Area","27","","",""
"Very high transfer dependency","2017","Single parent ","Urban Area","114","0.0728913665905706","0.060332902314051","0.0854498308670902"
"Very high transfer dependency","2017","Single parent ","Rural Area","62","0.0431016466436556","0.0295834619116015","0.0566198313757096"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Urban Area","156","0.0232133008524848","0.018790574571267","0.0276360271337026"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Rural Area","62","0.0143066924983027","0.00949004156401837","0.019123343432587"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Urban Area","29","","",""
"Very high transfer dependency","2017","Couple + C. GT 16 ","Rural Area","10","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","101","0.0437790699183796","0.034247293518227","0.0533108463185323"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","13","","",""
"Complete transfer dependency","2017","1-pers.-HH","Urban Area","343","0.0444947214321125","0.0370566438174646","0.0519327990467604"
"Complete transfer dependency","2017","1-pers.-HH","Rural Area","185","0.0611685912840381","0.0487913205768253","0.0735458619912509"
"Complete transfer dependency","2017","(Married) couple without C. ","Urban Area","55","0.00300960416580481","0.00151239584558518","0.00450681248602443"
"Complete transfer dependency","2017","(Married) couple without C. ","Rural Area","27","","",""
"Complete transfer dependency","2017","Single parent ","Urban Area","203","0.0661596909984807","0.0541518143548177","0.0781675676421438"
"Complete transfer dependency","2017","Single parent ","Rural Area","58","0.0282664498631204","0.0172346144395496","0.0392982852866911"
"Complete transfer dependency","2017","Couple + C. LE 16 ","Urban Area","578","0.0143191083711598","0.0108297313227219","0.0178084854195977"
"Complete transfer dependency","2017","Couple + C. LE 16 ","Rural Area","226","0.0199741349347811","0.0142992454645466","0.0256490244050155"
"Complete transfer dependency","2017","Couple + C. GT 16 ","Urban Area","17","","",""
"Complete transfer dependency","2017","Couple + C. GT 16 ","Rural Area","12","","",""
"Complete transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","163","0.0134203074580943","0.00805976455109805","0.0187808503650906"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","60","0.0192774743887912","0.0103877462875685","0.028167202490014"
"No transfer dependency","2018","1-pers.-HH","Urban Area","2121","0.774998374162399","0.760791854764312","0.789204893560486"
"No transfer dependency","2018","1-pers.-HH","Rural Area","976","0.776955491445064","0.755718218428573","0.798192764461554"
"No transfer dependency","2018","(Married) couple without C. ","Urban Area","4098","0.839599974098351","0.829458466420415","0.849741481776286"
"No transfer dependency","2018","(Married) couple without C. ","Rural Area","2478","0.837208913059247","0.824061791228341","0.850356034890154"
"No transfer dependency","2018","Single parent ","Urban Area","118","0.118503788221608","0.103295697540137","0.133711878903079"
"No transfer dependency","2018","Single parent ","Rural Area","92","0.190319710533722","0.163789007348854","0.21685041371859"
"No transfer dependency","2018","Couple + C. LE 16 ","Urban Area","50","0.0131276246444951","0.00980353695833446","0.0164517123306557"
"No transfer dependency","2018","Couple + C. LE 16 ","Rural Area","23","","",""
"No transfer dependency","2018","Couple + C. GT 16 ","Urban Area","369","0.2338268794759","0.215428055077098","0.252225703874702"
"No transfer dependency","2018","Couple + C. GT 16 ","Rural Area","228","0.253745960013376","0.228329104997726","0.279162815029026"
"No transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","4","","",""
"No transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","2","","",""
"Very low transfer dependency","2018","1-pers.-HH","Urban Area","281","0.0754016864480731","0.0664188903217292","0.0843844825744171"
"Very low transfer dependency","2018","1-pers.-HH","Rural Area","135","0.0728812799055674","0.059620148367377","0.0861424114437578"
"Very low transfer dependency","2018","(Married) couple without C. ","Urban Area","619","0.120031593151413","0.111050164508956","0.129013021793871"
"Very low transfer dependency","2018","(Married) couple without C. ","Rural Area","335","0.0933826385499487","0.0830206396822632","0.103744637417634"
"Very low transfer dependency","2018","Single parent ","Urban Area","857","0.569233911245472","0.545933451661288","0.592534370829655"
