"transab_cat","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1984","Part Time","1-pers.-HH","13","","","","3"
"High transfer dependency","1984","Full Time","Couple + C. GT 16 ","","","","","3"
"High transfer dependency","1984","Full Time","Couple + C. LE and GT 16","1","","","","3"
"High transfer dependency","1984","Full Time","Couple + C. LE 16 ","2","","","","3"
"High transfer dependency","1984","Not Working","Couple + C. GT 16 ","4","","","","3"
"High transfer dependency","1984","Not Working","Couple + C. LE and GT 16","9","","","","3"
"Low transfer dependency","1984","Part Time","1-pers.-HH","22","","","","2"
"Low transfer dependency","1984","Full Time","Couple + C. LE and GT 16","33","0.0219822363334747","0.0114321637829301","0.0325323088840192","2"
"Low transfer dependency","1984","Not Working","Couple + C. LE and GT 16","61","0.0502574822655022","0.0325230570171114","0.0679919075138929","2"
"Low transfer dependency","1984","Full Time","Couple + C. GT 16 ","11","","","","2"
"Low transfer dependency","1984","Not Working","Couple + C. GT 16 ","30","0.0442474389094387","0.0284504468035117","0.0600444310153657","2"
"Low transfer dependency","1984","Full Time","1-pers.-HH","9","","","","2"
"Low transfer dependency","1984","Full Time","(Married) couple without C. ","23","","","","2"
"Low transfer dependency","1984","Full Time","Single parent ","5","","","","2"
"Low transfer dependency","1984","Full Time","Couple + C. LE 16 ","38","0.0200999318124873","0.0132425512042949","0.0269573124206797","2"
"Low transfer dependency","1984","Part Time","(Married) couple without C. ","17","","","","2"
"Low transfer dependency","1984","Part Time","Single parent ","15","","","","2"
"Low transfer dependency","1984","Part Time","Couple + C. LE 16 ","36","0.0600565693867541","0.0394363101175698","0.0806768286559384","2"
"Low transfer dependency","1984","Part Time","Couple + C. GT 16 ","13","","","","2"
"Low transfer dependency","1984","Part Time","Couple + C. LE and GT 16","21","","","","2"
"Low transfer dependency","1984","Not Working","1-pers.-HH","10","","","","2"
"Low transfer dependency","1984","Not Working","(Married) couple without C. ","30","0.0166899089573529","0.00944473497039925","0.0239350829443066","2"
"Low transfer dependency","1984","Not Working","Single parent ","29","","","","2"
"Low transfer dependency","1984","Not Working","Couple + C. LE 16 ","51","0.0566986987562865","0.0412869542760518","0.0721104432365211","2"
"No transfer dependency","1984","Full Time","1-pers.-HH","483","0.923148738465559","0.900704193802177","0.945593283128941","0"
"No transfer dependency","1984","Full Time","(Married) couple without C. ","970","0.876177239230353","0.857140375731697","0.89521410272901","0"
"No transfer dependency","1984","Full Time","Single parent ","88","0.388139013289963","0.326355987950965","0.449922038628962","0"
"No transfer dependency","1984","Full Time","Couple + C. LE 16 ","96","0.0587051448027835","0.0472190871119029","0.0701912024936641","0"
"No transfer dependency","1984","Full Time","Couple + C. GT 16 ","413","0.450963136038444","0.418400230971351","0.483526041105537","0"
"No transfer dependency","1984","Full Time","Couple + C. LE and GT 16","45","0.0390878620391926","0.0251431697152218","0.0530325543631633","0"
"No transfer dependency","1984","Part Time","1-pers.-HH","75","0.618390595944645","0.536445648827359","0.70033554306193","0"
"No transfer dependency","1984","Part Time","(Married) couple without C. ","236","0.725257130028119","0.677240876852762","0.773273383203477","0"
"No transfer dependency","1984","Part Time","Single parent ","19","","","","0"
"No transfer dependency","1984","Part Time","Couple + C. LE 16 ","24","","","","0"
"No transfer dependency","1984","Part Time","Couple + C. GT 16 ","78","0.242720905943877","0.196038077448105","0.289403734439649","0"
"No transfer dependency","1984","Part Time","Couple + C. LE and GT 16","8","","","","0"
"No transfer dependency","1984","Not Working","1-pers.-HH","481","0.788810182829914","0.757039525284772","0.820580840375055","0"
"No transfer dependency","1984","Not Working","(Married) couple without C. ","1066","0.904225317848693","0.887581985775828","0.920868649921558","0"
"No transfer dependency","1984","Not Working","Single parent ","62","0.322812331263025","0.261029710133673","0.384594952392377","0"
"No transfer dependency","1984","Not Working","Couple + C. LE 16 ","40","0.0470759796713393","0.0329613704808678","0.0611905888618109","0"
"No transfer dependency","1984","Not Working","Couple + C. GT 16 ","216","0.337154445576162","0.30084010051745","0.373468790634874","0"
"No transfer dependency","1984","Not Working","Couple + C. LE and GT 16","27","","","","0"
"Very high transfer dependency","1984","Part Time","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1984","Part Time","Single parent ","2","","","","4"
"Very high transfer dependency","1984","Part Time","(Married) couple without C. ","4","","","","4"
"Very high transfer dependency","1984","Part Time","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1984","Full Time","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1984","Full Time","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1984","Full Time","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1984","Full Time","1-pers.-HH","","","","","4"
"Very high transfer dependency","1984","Full Time","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","1984","Full Time","Single parent ","","","","","4"
"Very high transfer dependency","1984","Part Time","Couple + C. GT 16 ","3","","","","4"
"Very high transfer dependency","1984","Part Time","Couple + C. LE and GT 16","3","","","","4"
"Very high transfer dependency","1984","Not Working","1-pers.-HH","8","","","","4"
"Very high transfer dependency","1984","Not Working","(Married) couple without C. ","4","","","","4"
"Very high transfer dependency","1984","Not Working","Single parent ","4","","","","4"
"Very high transfer dependency","1984","Not Working","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1984","Not Working","Couple + C. GT 16 ","15","","","","4"
"Very high transfer dependency","1984","Not Working","Couple + C. LE and GT 16","8","","","","4"
"Very low transfer dependency","1984","Part Time","Couple + C. GT 16 ","226","0.713110897273146","0.663860340041819","0.762361454504472","1"
"Very low transfer dependency","1984","Part Time","Couple + C. LE 16 ","433","0.879644140976482","0.851405087969387","0.907883193983577","1"
"Very low transfer dependency","1984","Part Time","Single parent ","60","0.622802151046976","0.527327045013333","0.718277257080619","1"
"Very low transfer dependency","1984","Part Time","(Married) couple without C. ","69","0.198968893312927","0.156025502626244","0.24191228399961","1"
"Very low transfer dependency","1984","Part Time","1-pers.-HH","22","","","","1"
"Very low transfer dependency","1984","Full Time","Couple + C. LE and GT 16","663","0.938423422997309","0.92112711821248","0.955719727782139","1"
"Very low transfer dependency","1984","Not Working","Couple + C. LE and GT 16","474","0.897290771026553","0.872648249273229","0.921933292779876","1"
"Very low transfer dependency","1984","Not Working","Couple + C. GT 16 ","383","0.601829002109812","0.564225441899205","0.63943256232042","1"
"Very low transfer dependency","1984","Full Time","Couple + C. GT 16 ","471","0.536057133910853","0.50342167980524","0.568692588016466","1"
"Very low transfer dependency","1984","Full Time","Single parent ","143","0.578270761069396","0.515662504039282","0.640879018099509","1"
"Very low transfer dependency","1984","Full Time","Couple + C. LE 16 ","1473","0.920159184170146","0.906915340839621","0.933403027500671","1"
"Very low transfer dependency","1984","Full Time","1-pers.-HH","49","0.066484712370167","0.0454918783110256","0.0874775464293084","1"
"Very low transfer dependency","1984","Full Time","(Married) couple without C. ","156","0.106803235018035","0.0889521365621958","0.124654333473874","1"
"Very low transfer dependency","1984","Part Time","Couple + C. LE and GT 16","252","0.928944841461634","0.899375485723293","0.958514197199976","1"
"Very low transfer dependency","1984","Not Working","1-pers.-HH","70","0.115435163908198","0.0905616375901348","0.140308690226261","1"
"Very low transfer dependency","1984","Not Working","(Married) couple without C. ","80","0.063659211779477","0.0498514213476912","0.0774670022112628","1"
"Very low transfer dependency","1984","Not Working","Single parent ","90","0.394803935238691","0.330212410769498","0.459395459707883","1"
"Very low transfer dependency","1984","Not Working","Couple + C. LE 16 ","701","0.812079577122335","0.78604645101627","0.8381127032284","1"
"Complete transfer dependency","1985","Full Time","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1985","Full Time","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1985","Full Time","Single parent ","","","","","5"
"Complete transfer dependency","1985","Full Time","1-pers.-HH","","","","","5"
"Complete transfer dependency","1985","Full Time","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1985","Full Time","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1985","Part Time","1-pers.-HH","","","","","5"
"Complete transfer dependency","1985","Part Time","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1985","Part Time","Single parent ","","","","","5"
"Complete transfer dependency","1985","Part Time","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1985","Part Time","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1985","Part Time","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1985","Not Working","1-pers.-HH","22","","","","5"
"Complete transfer dependency","1985","Not Working","(Married) couple without C. ","14","","","","5"
"Complete transfer dependency","1985","Not Working","Single parent ","16","","","","5"
"Complete transfer dependency","1985","Not Working","Couple + C. LE 16 ","36","0.0454408211470458","0.0305849155961038","0.0602967266979879","5"
"Complete transfer dependency","1985","Not Working","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1985","Not Working","Couple + C. LE and GT 16","7","","","","5"
"High transfer dependency","1985","Full Time","(Married) couple without C. ","1","","","","3"
"High transfer dependency","1985","Full Time","Single parent ","1","","","","3"
"High transfer dependency","1985","Full Time","1-pers.-HH","","","","","3"
"High transfer dependency","1985","Part Time","(Married) couple without C. ","5","","","","3"
"High transfer dependency","1985","Part Time","Single parent ","3","","","","3"
"High transfer dependency","1985","Part Time","Couple + C. LE 16 ","12","","","","3"
"High transfer dependency","1985","Part Time","Couple + C. GT 16 ","10","","","","3"
"High transfer dependency","1985","Part Time","Couple + C. LE and GT 16","3","","","","3"
"High transfer dependency","1985","Not Working","1-pers.-HH","11","","","","3"
"High transfer dependency","1985","Not Working","(Married) couple without C. ","12","","","","3"
"High transfer dependency","1985","Not Working","Single parent ","8","","","","3"
"High transfer dependency","1985","Not Working","Couple + C. LE 16 ","9","","","","3"
"High transfer dependency","1985","Full Time","Couple + C. LE and GT 16","3","","","","3"
"High transfer dependency","1985","Part Time","1-pers.-HH","11","","","","3"
"High transfer dependency","1985","Full Time","Couple + C. GT 16 ","3","","","","3"
"High transfer dependency","1985","Full Time","Couple + C. LE 16 ","1","","","","3"
"High transfer dependency","1985","Not Working","Couple + C. GT 16 ","16","","","","3"
"High transfer dependency","1985","Not Working","Couple + C. LE and GT 16","14","","","","3"
"Low transfer dependency","1985","Part Time","1-pers.-HH","15","","","","2"
"Low transfer dependency","1985","Full Time","Couple + C. LE and GT 16","19","","","","2"
"Low transfer dependency","1985","Full Time","Couple + C. GT 16 ","9","","","","2"
"Low transfer dependency","1985","Not Working","Couple + C. LE and GT 16","38","0.0447047531081973","0.0270106682257389","0.0623988379906557","2"
"Low transfer dependency","1985","Not Working","Couple + C. GT 16 ","21","","","","2"
"Low transfer dependency","1985","Full Time","1-pers.-HH","2","","","","2"
"Low transfer dependency","1985","Full Time","(Married) couple without C. ","14","","","","2"
"Low transfer dependency","1985","Full Time","Single parent ","4","","","","2"
"Low transfer dependency","1985","Full Time","Couple + C. LE 16 ","27","","","","2"
"Low transfer dependency","1985","Part Time","(Married) couple without C. ","12","","","","2"
"Low transfer dependency","1985","Part Time","Single parent ","11","","","","2"
"Low transfer dependency","1985","Part Time","Couple + C. LE 16 ","34","0.0598890958188041","0.0394158517717293","0.0803623398658789","2"
"Low transfer dependency","1985","Part Time","Couple + C. GT 16 ","6","","","","2"
"Low transfer dependency","1985","Part Time","Couple + C. LE and GT 16","12","","","","2"
"Low transfer dependency","1985","Not Working","1-pers.-HH","8","","","","2"
"Low transfer dependency","1985","Not Working","(Married) couple without C. ","24","","","","2"
"Low transfer dependency","1985","Not Working","Single parent ","15","","","","2"
"Low transfer dependency","1985","Not Working","Couple + C. LE 16 ","42","0.0451334488204044","0.0303254893926187","0.0599414082481901","2"
"No transfer dependency","1985","Full Time","1-pers.-HH","410","0.917726356744621","0.892670222329359","0.942782491159883","0"
"No transfer dependency","1985","Full Time","(Married) couple without C. ","861","0.883334992771827","0.863487845887208","0.903182139656446","0"
"No transfer dependency","1985","Full Time","Single parent ","87","0.364266112108576","0.301802408080781","0.42672981613637","0"
"No transfer dependency","1985","Full Time","Couple + C. LE 16 ","40","0.0321887583685282","0.022692334888372","0.0416851818486843","0"
"No transfer dependency","1985","Full Time","Couple + C. GT 16 ","374","0.416831155457938","0.383821961224265","0.449840349691612","0"
"No transfer dependency","1985","Full Time","Couple + C. LE and GT 16","12","","","","0"
"No transfer dependency","1985","Part Time","1-pers.-HH","80","0.605933185428064","0.525277342279902","0.686589028576227","0"
"No transfer dependency","1985","Part Time","(Married) couple without C. ","205","0.698736363752858","0.647161115295748","0.750311612209968","0"
"No transfer dependency","1985","Part Time","Single parent ","17","","","","0"
"No transfer dependency","1985","Part Time","Couple + C. LE 16 ","12","","","","0"
"No transfer dependency","1985","Part Time","Couple + C. GT 16 ","100","0.264128379459011","0.219267302344802","0.30898945657322","0"
"No transfer dependency","1985","Part Time","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","1985","Not Working","1-pers.-HH","448","0.828171152583905","0.796899540153812","0.859442765013998","0"
"No transfer dependency","1985","Not Working","(Married) couple without C. ","942","0.897496651789169","0.879390583462633","0.915602720115705","0"
"No transfer dependency","1985","Not Working","Single parent ","63","0.326593596096675","0.262396761586063","0.390790430607286","0"
"No transfer dependency","1985","Not Working","Couple + C. LE 16 ","18","","","","0"
"No transfer dependency","1985","Not Working","Couple + C. GT 16 ","205","0.328057249029778","0.29210149532062","0.364013002738936","0"
"No transfer dependency","1985","Not Working","Couple + C. LE and GT 16","8","","","","0"
"Very high transfer dependency","1985","Full Time","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1985","Part Time","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1985","Part Time","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","1985","Part Time","Single parent ","","","","","4"
"Very high transfer dependency","1985","Part Time","Couple + C. LE 16 ","5","","","","4"
"Very high transfer dependency","1985","Full Time","Couple + C. GT 16 ","","","","","4"
"Very high transfer dependency","1985","Full Time","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1985","Not Working","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1985","Full Time","1-pers.-HH","","","","","4"
"Very high transfer dependency","1985","Full Time","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","1985","Full Time","Single parent ","","","","","4"
"Very high transfer dependency","1985","Part Time","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1985","Part Time","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1985","Not Working","1-pers.-HH","18","","","","4"
"Very high transfer dependency","1985","Not Working","(Married) couple without C. ","10","","","","4"
"Very high transfer dependency","1985","Not Working","Single parent ","14","","","","4"
"Very high transfer dependency","1985","Not Working","Couple + C. LE 16 ","9","","","","4"
"Very high transfer dependency","1985","Not Working","Couple + C. GT 16 ","2","","","","4"
"Very low transfer dependency","1985","Part Time","Couple + C. GT 16 ","254","0.697116382534543","0.650358840549368","0.743873924519718","1"
"Very low transfer dependency","1985","Part Time","Couple + C. LE 16 ","453","0.891809360167919","0.865008168911394","0.918610551424445","1"
"Very low transfer dependency","1985","Part Time","Single parent ","65","0.663926400354222","0.569435574996782","0.758417225711661","1"
"Very low transfer dependency","1985","Part Time","(Married) couple without C. ","82","0.248096430958319","0.199544933338501","0.296647928578136","1"
"Very low transfer dependency","1985","Part Time","1-pers.-HH","32","0.186302764464151","0.122037010864338","0.250568518063964","1"
"Very low transfer dependency","1985","Full Time","Couple + C. LE and GT 16","617","0.957862608175773","0.942429868440318","0.973295347911227","1"
"Very low transfer dependency","1985","Full Time","Couple + C. GT 16 ","471","0.571746644794887","0.538617526357623","0.604875763232152","1"
"Very low transfer dependency","1985","Full Time","(Married) couple without C. ","129","0.10364977470499","0.0848051233336938","0.122494426076287","1"
"Very low transfer dependency","1985","Full Time","Single parent ","136","0.615616993632219","0.552475033895426","0.678758953369012","1"
"Very low transfer dependency","1985","Not Working","Couple + C. GT 16 ","408","0.632742348771531","0.595825355842506","0.669659341700556","1"
"Very low transfer dependency","1985","Not Working","Couple + C. LE and GT 16","457","0.912744322458705","0.888581154916718","0.936907490000691","1"
"Very low transfer dependency","1985","Full Time","Couple + C. LE 16 ","1259","0.954253690401966","0.943012233854764","0.965495146949169","1"
"Very low transfer dependency","1985","Full Time","1-pers.-HH","50","0.0782158787285114","0.0537314949056916","0.102700262551331","1"
"Very low transfer dependency","1985","Not Working","Couple + C. LE 16 ","641","0.86383629739974","0.839372660861489","0.88829993393799","1"
"Very low transfer dependency","1985","Not Working","Single parent ","89","0.436740408721374","0.368845509746802","0.504635307695945","1"
"Very low transfer dependency","1985","Part Time","Couple + C. LE and GT 16","237","0.960123623663648","0.936060463955112","0.984186783372183","1"
"Very low transfer dependency","1985","Not Working","1-pers.-HH","52","0.0912524489560293","0.0673805988903538","0.115124299021705","1"
"Very low transfer dependency","1985","Not Working","(Married) couple without C. ","76","0.0580110913402129","0.0440564999871407","0.0719656826932851","1"
"Complete transfer dependency","1986","Full Time","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1986","Full Time","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1986","Full Time","1-pers.-HH","","","","","5"
"Complete transfer dependency","1986","Full Time","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1986","Full Time","Single parent ","","","","","5"
"Complete transfer dependency","1986","Full Time","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1986","Part Time","1-pers.-HH","","","","","5"
"Complete transfer dependency","1986","Part Time","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1986","Part Time","Single parent ","","","","","5"
"Complete transfer dependency","1986","Part Time","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1986","Part Time","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1986","Part Time","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1986","Not Working","1-pers.-HH","23","","","","5"
"Complete transfer dependency","1986","Not Working","(Married) couple without C. ","12","","","","5"
"Complete transfer dependency","1986","Not Working","Single parent ","15","","","","5"
"Complete transfer dependency","1986","Not Working","Couple + C. LE 16 ","27","","","","5"
"Complete transfer dependency","1986","Not Working","Couple + C. GT 16 ","4","","","","5"
"Complete transfer dependency","1986","Not Working","Couple + C. LE and GT 16","6","","","","5"
"High transfer dependency","1986","Full Time","(Married) couple without C. ","","","","","3"
"High transfer dependency","1986","Full Time","1-pers.-HH","1","","","","3"
"High transfer dependency","1986","Not Working","Single parent ","3","","","","3"
"High transfer dependency","1986","Part Time","Single parent ","3","","","","3"
"High transfer dependency","1986","Part Time","Couple + C. LE and GT 16","6","","","","3"
"High transfer dependency","1986","Not Working","1-pers.-HH","13","","","","3"
"High transfer dependency","1986","Part Time","Couple + C. LE 16 ","7","","","","3"
"High transfer dependency","1986","Part Time","Couple + C. GT 16 ","7","","","","3"
"High transfer dependency","1986","Not Working","(Married) couple without C. ","16","","","","3"
"High transfer dependency","1986","Part Time","1-pers.-HH","11","","","","3"
"High transfer dependency","1986","Part Time","(Married) couple without C. ","10","","","","3"
"High transfer dependency","1986","Full Time","Couple + C. GT 16 ","","","","","3"
"High transfer dependency","1986","Full Time","Single parent ","","","","","3"
"High transfer dependency","1986","Full Time","Couple + C. LE and GT 16","2","","","","3"
"High transfer dependency","1986","Not Working","Couple + C. LE 16 ","12","","","","3"
"High transfer dependency","1986","Not Working","Couple + C. GT 16 ","7","","","","3"
"High transfer dependency","1986","Not Working","Couple + C. LE and GT 16","12","","","","3"
"High transfer dependency","1986","Full Time","Couple + C. LE 16 ","3","","","","3"
"Low transfer dependency","1986","Full Time","Couple + C. LE and GT 16","15","","","","2"
"Low transfer dependency","1986","Full Time","Single parent ","6","","","","2"
"Low transfer dependency","1986","Full Time","Couple + C. LE 16 ","22","","","","2"
"Low transfer dependency","1986","Part Time","1-pers.-HH","17","","","","2"
"Low transfer dependency","1986","Not Working","Couple + C. LE 16 ","41","0.0508434000140759","0.0340456298476852","0.0676411701804667","2"
"Low transfer dependency","1986","Part Time","(Married) couple without C. ","14","","","","2"
"Low transfer dependency","1986","Full Time","(Married) couple without C. ","8","","","","2"
"Low transfer dependency","1986","Not Working","Single parent ","18","","","","2"
"Low transfer dependency","1986","Full Time","1-pers.-HH","5","","","","2"
"Low transfer dependency","1986","Not Working","Couple + C. LE and GT 16","26","","","","2"
"Low transfer dependency","1986","Full Time","Couple + C. GT 16 ","10","","","","2"
"Low transfer dependency","1986","Not Working","Couple + C. GT 16 ","23","","","","2"
"Low transfer dependency","1986","Part Time","Single parent ","15","","","","2"
"Low transfer dependency","1986","Part Time","Couple + C. LE 16 ","32","0.0700073920311668","0.0465104855730514","0.0935042984892821","2"
"Low transfer dependency","1986","Part Time","Couple + C. GT 16 ","8","","","","2"
"Low transfer dependency","1986","Part Time","Couple + C. LE and GT 16","16","","","","2"
"Low transfer dependency","1986","Not Working","1-pers.-HH","6","","","","2"
"Low transfer dependency","1986","Not Working","(Married) couple without C. ","16","","","","2"
"No transfer dependency","1986","Full Time","1-pers.-HH","405","0.930294906393694","0.906714479513185","0.953875333274204","0"
"No transfer dependency","1986","Full Time","(Married) couple without C. ","884","0.888026627403498","0.868712793757145","0.90734046104985","0"
"No transfer dependency","1986","Full Time","Single parent ","74","0.335502482555737","0.271489288392074","0.399515676719401","0"
"No transfer dependency","1986","Full Time","Couple + C. LE 16 ","45","0.0288317716919993","0.0194689078486705","0.0381946355353282","0"
"No transfer dependency","1986","Full Time","Couple + C. GT 16 ","388","0.438711993923545","0.405738034467576","0.471685953379515","0"
"No transfer dependency","1986","Full Time","Couple + C. LE and GT 16","11","","","","0"
"No transfer dependency","1986","Part Time","1-pers.-HH","72","0.532860241994472","0.447748162802849","0.617972321186096","0"
"No transfer dependency","1986","Part Time","(Married) couple without C. ","216","0.694500052279847","0.644267118714832","0.744732985844862","0"
"No transfer dependency","1986","Part Time","Single parent ","23","","","","0"
"No transfer dependency","1986","Part Time","Couple + C. LE 16 ","12","","","","0"
"No transfer dependency","1986","Part Time","Couple + C. GT 16 ","109","0.2549633165239","0.211873018871658","0.298053614176142","0"
"No transfer dependency","1986","Part Time","Couple + C. LE and GT 16","5","","","","0"
"No transfer dependency","1986","Not Working","1-pers.-HH","417","0.808081377117334","0.774554255897834","0.841608498336833","0"
"No transfer dependency","1986","Not Working","(Married) couple without C. ","874","0.897524925036066","0.878718868892095","0.916330981180036","0"
"No transfer dependency","1986","Not Working","Single parent ","53","0.310983233455044","0.245336247690328","0.376630219219761","0"
"No transfer dependency","1986","Not Working","Couple + C. LE 16 ","13","","","","0"
"No transfer dependency","1986","Not Working","Couple + C. GT 16 ","186","0.321901877241348","0.285789953028935","0.358013801453761","0"
"No transfer dependency","1986","Not Working","Couple + C. LE and GT 16","8","","","","0"
"Very high transfer dependency","1986","Part Time","Couple + C. LE 16 ","3","","","","4"
"Very high transfer dependency","1986","Part Time","Single parent ","","","","","4"
"Very high transfer dependency","1986","Part Time","(Married) couple without C. ","3","","","","4"
"Very high transfer dependency","1986","Full Time","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1986","Part Time","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1986","Full Time","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1986","Full Time","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1986","Full Time","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","1986","Full Time","Single parent ","","","","","4"
"Very high transfer dependency","1986","Full Time","1-pers.-HH","","","","","4"
"Very high transfer dependency","1986","Not Working","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","1986","Not Working","Single parent ","8","","","","4"
"Very high transfer dependency","1986","Not Working","Couple + C. LE 16 ","7","","","","4"
"Very high transfer dependency","1986","Not Working","Couple + C. GT 16 ","8","","","","4"
"Very high transfer dependency","1986","Not Working","Couple + C. LE and GT 16","3","","","","4"
"Very high transfer dependency","1986","Part Time","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1986","Part Time","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1986","Not Working","1-pers.-HH","20","","","","4"
"Very low transfer dependency","1986","Part Time","Couple + C. GT 16 ","268","0.716692169647188","0.672142197722696","0.76124214157168","1"
"Very low transfer dependency","1986","Part Time","Couple + C. LE 16 ","399","0.893949890225173","0.865596098890881","0.922303681559466","1"
"Very low transfer dependency","1986","Part Time","Single parent ","52","0.529146736176859","0.427700142244941","0.630593330108777","1"
"Very low transfer dependency","1986","Part Time","(Married) couple without C. ","80","0.233569255817063","0.187427817615513","0.279710694018612","1"
"Very low transfer dependency","1986","Part Time","1-pers.-HH","29","","","","1"
"Very low transfer dependency","1986","Full Time","Couple + C. LE and GT 16","569","0.952613067973235","0.935569972026494","0.969656163919975","1"
"Very low transfer dependency","1986","Full Time","Couple + C. GT 16 ","470","0.550203977885939","0.517147381677274","0.583260574094605","1"
"Very low transfer dependency","1986","Not Working","Couple + C. LE and GT 16","431","0.913689393528402","0.888722682638076","0.938656104418728","1"
"Very low transfer dependency","1986","Not Working","Couple + C. GT 16 ","415","0.624057163141747","0.586618899527609","0.661495426755886","1"
"Very low transfer dependency","1986","Full Time","Couple + C. LE 16 ","1157","0.953306735092787","0.941501646211025","0.965111823974549","1"
"Very low transfer dependency","1986","Full Time","1-pers.-HH","37","0.0565114394734702","0.0351295742168227","0.0778933047301177","1"
