"transab_cat","year","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2015","no degree/no degree yet","133","0.1083780342605","0.0917029332825354","0.125053135238464"
"Very high transfer dependency","2015","lower secondary degree","140","0.0150527182214643","0.0120646827489043","0.0180407536940243"
"Very high transfer dependency","2015","secondary school degree","153","0.019529126348032","0.0163335430718906","0.0227247096241733"
"Very high transfer dependency","2015","college entrance qualification","76","0.0077017685349977","0.00567995206288778","0.00972358500710763"
"Very high transfer dependency","2015","Other degree","207","0.0403429261984236","0.0342808244539747","0.0464050279428726"
"Very high transfer dependency","2015","no degree/no degree yet","112","0.0478047319933589","0.0363599925042313","0.0592494714824866"
"Complete transfer dependency","2015","lower secondary degree","154","0.0272551733222773","0.0232594470523898","0.0312508995921649"
"Complete transfer dependency","2015","secondary school degree","92","0.0143810446816584","0.0116316244440379","0.017130464919279"
"Complete transfer dependency","2015","college entrance qualification","33","0.00691383575005387","0.00499747006686657","0.00883020143324117"
"Complete transfer dependency","2015","Other degree","215","0.0435297851762236","0.0372432626522271","0.04981630770022"
"Complete transfer dependency","2015","no degree/no degree yet","110","0.0606806283543285","0.0478738724414169","0.0734873842672401"
"No transfer dependency","2016","lower secondary degree","3151","0.64567796651245","0.633415921771679","0.657940011253222"
"No transfer dependency","2016","secondary school degree","2713","0.530999730220412","0.518992893663856","0.543006566776969"
"No transfer dependency","2016","college entrance qualification","2593","0.518112038412757","0.506189256060139","0.530034820765374"
"No transfer dependency","2016","Other degree","923","0.45778109531458","0.440689237526761","0.4748729531024"
"No transfer dependency","2016","no degree/no degree yet","101","0.162292913522568","0.141272791836173","0.183313035208963"
"Very low transfer dependency","2016","lower secondary degree","1796","0.237564031666178","0.226653450991973","0.248474612340383"
"Very low transfer dependency","2016","secondary school degree","3092","0.364492711110595","0.352912950151334","0.376072472069856"
"Very low transfer dependency","2016","college entrance qualification","3640","0.408271570710135","0.396543447403909","0.41999969401636"
"Very low transfer dependency","2016","Other degree","1436","0.324549790462756","0.308487393569438","0.340612187356074"
"Very low transfer dependency","2016","no degree/no degree yet","654","0.528922009467455","0.500465503165344","0.557378515769566"
"Low transfer dependency","2016","lower secondary degree","416","0.053302362308537","0.0475435263406006","0.0590611982764733"
"Low transfer dependency","2016","secondary school degree","455","0.0546054758587069","0.0491388476049348","0.0600721041124791"
"Low transfer dependency","2016","college entrance qualification","323","0.043979483077378","0.0390867513631275","0.0488722147916285"
"Low transfer dependency","2016","Other degree","388","0.0919242493711157","0.082012527629997","0.101835971112234"
"Low transfer dependency","2016","no degree/no degree yet","146","0.102730717742894","0.0854225572357667","0.120038878250022"
"High transfer dependency","2016","lower secondary degree","210","0.0274510845053883","0.0232622682176063","0.0316399007931702"
"High transfer dependency","2016","secondary school degree","179","0.0220475964123187","0.0185146716660372","0.0255805211586003"
"High transfer dependency","2016","college entrance qualification","95","0.0159113250126816","0.0129255091128674","0.0188971409124959"
"High transfer dependency","2016","Other degree","195","0.0459973151128679","0.0388108709480151","0.0531837592777207"
"High transfer dependency","2016","no degree/no degree yet","105","0.08473051953769","0.0688547868410155","0.100606252234364"
"Very high transfer dependency","2016","lower secondary degree","154","0.0153078165717585","0.0121603385710058","0.0184552945725112"
"Very high transfer dependency","2016","secondary school degree","130","0.0146390902016871","0.0117494111444098","0.0175287692589644"
"Very high transfer dependency","2016","college entrance qualification","68","0.00860634793187413","0.00640227859556076","0.0108104172681875"
"Very high transfer dependency","2016","Other degree","167","0.0417761276187464","0.0349122331178747","0.048640022119618"
"Very high transfer dependency","2016","no degree/no degree yet","106","0.0664084314682528","0.0522136266763905","0.080603236260115"
"Complete transfer dependency","2016","lower secondary degree","118","0.020696738435688","0.0170469693416674","0.0243465075297086"
"Complete transfer dependency","2016","secondary school degree","67","0.0132153961962799","0.0104678425637699","0.01596294982879"
"Complete transfer dependency","2016","college entrance qualification","28","","",""
"Complete transfer dependency","2016","Other degree","155","0.0379714221199336","0.0314145693186322","0.0445282749212349"
"Complete transfer dependency","2016","no degree/no degree yet","70","0.0549154082611404","0.0419280206476719","0.0679027958746089"
"No transfer dependency","2017","lower secondary degree","3313","0.659812648122024","0.647902931754004","0.671722364490045"
"No transfer dependency","2017","secondary school degree","3314","0.562122098511727","0.550976097618151","0.573268099405302"
"No transfer dependency","2017","college entrance qualification","3069","0.518536090698525","0.507499835121701","0.529572346275349"
"No transfer dependency","2017","Other degree","878","0.416987240729881","0.402139152888252","0.43183532857151"
"No transfer dependency","2017","no degree/no degree yet","142","0.158376453580094","0.142637273719287","0.174115633440901"
"Very low transfer dependency","2017","lower secondary degree","1827","0.223303862702146","0.212834850409414","0.233772874994877"
"Very low transfer dependency","2017","secondary school degree","3418","0.349199631105432","0.338489667046878","0.359909595163986"
"Very low transfer dependency","2017","college entrance qualification","4249","0.417875561399607","0.406981701433677","0.428769421365538"
"Very low transfer dependency","2017","Other degree","1450","0.346690283790296","0.332358491375052","0.361022076205539"
"Very low transfer dependency","2017","no degree/no degree yet","754","0.515808983355152","0.494264768711493","0.537353197998812"
"Low transfer dependency","2017","lower secondary degree","423","0.050306229265662","0.0448116467875119","0.0558008117438121"
"Low transfer dependency","2017","secondary school degree","466","0.0438032635269472","0.0392054210005734","0.048401106053321"
"Low transfer dependency","2017","college entrance qualification","324","0.0353844110060366","0.0313037218929028","0.0394651001191703"
"Low transfer dependency","2017","Other degree","391","0.0928525982727825","0.0841127060661319","0.101592490479433"
"Low transfer dependency","2017","no degree/no degree yet","182","0.0981496705399773","0.0853237215040362","0.110975619575918"
"High transfer dependency","2017","lower secondary degree","243","0.0286946767408874","0.024497951160481","0.0328914023212937"
"High transfer dependency","2017","secondary school degree","203","0.0187451749193833","0.0156982420814794","0.0217921077572872"
"High transfer dependency","2017","college entrance qualification","122","0.0153428519655307","0.0126280012585987","0.0180577026724626"
"High transfer dependency","2017","Other degree","299","0.0577873279529753","0.0507604745620375","0.0648141813439131"
"High transfer dependency","2017","no degree/no degree yet","153","0.069079320398803","0.0581471039992732","0.0800115367983328"
"Very high transfer dependency","2017","lower secondary degree","139","0.0159661591800416","0.012815240000533","0.0191170783595502"
"Very high transfer dependency","2017","secondary school degree","122","0.0131814077558189","0.010619126561842","0.0157436889497957"
"Very high transfer dependency","2017","college entrance qualification","64","0.00638753146961679","0.00462788497561905","0.00814717796361453"
"Very high transfer dependency","2017","Other degree","261","0.0368495059315634","0.0311762415093199","0.0425227703538069"
"Very high transfer dependency","2017","no degree/no degree yet","165","0.0765946770466834","0.0651296961815941","0.0880596579117728"
"Complete transfer dependency","2017","lower secondary degree","134","0.021916423989239","0.0182359407080243","0.0255969072704538"
"Complete transfer dependency","2017","secondary school degree","88","0.012948424180692","0.0104085885458773","0.0154882598155067"
"Complete transfer dependency","2017","college entrance qualification","46","0.00647355346068352","0.00470217454423612","0.00824493237713091"
"Complete transfer dependency","2017","Other degree","957","0.0488330433225022","0.0423428835538812","0.0553232030911232"
"Complete transfer dependency","2017","no degree/no degree yet","671","0.0819908950792899","0.0701636346238563","0.0938181555347234"
"No transfer dependency","2018","lower secondary degree","3135","0.657422347825789","0.645127080833738","0.669717614817841"
"No transfer dependency","2018","secondary school degree","3196","0.565190755644654","0.553785985981155","0.576595525308153"
"No transfer dependency","2018","college entrance qualification","3019","0.520590706570381","0.509372355246051","0.53180905789471"
"No transfer dependency","2018","Other degree","895","0.437121190009493","0.422899258582247","0.451343121436739"
"No transfer dependency","2018","no degree/no degree yet","157","0.148963811993135","0.134885197556192","0.163042426430079"
"Very low transfer dependency","2018","lower secondary degree","1684","0.22592878597286","0.215094196482986","0.236763375462735"
"Very low transfer dependency","2018","secondary school degree","3243","0.353612720782382","0.342613803156226","0.364611638408538"
"Very low transfer dependency","2018","college entrance qualification","4029","0.417498359598213","0.406424383802677","0.428572335393749"
"Very low transfer dependency","2018","Other degree","1334","0.337329465815692","0.323773634068644","0.350885297562739"
"Very low transfer dependency","2018","no degree/no degree yet","649","0.466611843529347","0.446885568866209","0.486338118192485"
"Low transfer dependency","2018","lower secondary degree","390","0.0546810534532249","0.0487906663628925","0.0605714405435573"
"Low transfer dependency","2018","secondary school degree","425","0.040214218393926","0.0356944458343779","0.0447339909534742"
"Low transfer dependency","2018","college entrance qualification","326","0.033460123378586","0.0294217984108044","0.0374984483463676"
"Low transfer dependency","2018","Other degree","408","0.071273680904142","0.0638970395106998","0.0786503222975843"
"Low transfer dependency","2018","no degree/no degree yet","205","0.105178612619532","0.0930481487232531","0.11730907651581"
"High transfer dependency","2018","lower secondary degree","247","0.0297404916623023","0.0253394625262383","0.0341415207983663"
"High transfer dependency","2018","secondary school degree","195","0.0176320282576579","0.0146042236676227","0.020659832847693"
"High transfer dependency","2018","college entrance qualification","139","0.0143358731355993","0.0116665315230083","0.0170052147481903"
"High transfer dependency","2018","Other degree","398","0.0597954631137349","0.0529972388274577","0.066593687400012"
"High transfer dependency","2018","no degree/no degree yet","250","0.0861788267120911","0.0750825721985948","0.0972750812255874"
"Very high transfer dependency","2018","lower secondary degree","145","0.0165088380328237","0.0132075782423768","0.0198100978232706"
"Very high transfer dependency","2018","secondary school degree","116","0.0133258577283256","0.0106878621174284","0.0159638533392228"
"Very high transfer dependency","2018","college entrance qualification","59","0.00772943130010163","0.00576282949858341","0.00969603310161985"
"Very high transfer dependency","2018","Other degree","392","0.0409850115807323","0.0353007320200972","0.0466692911413673"
"Very high transfer dependency","2018","no degree/no degree yet","262","0.0698283159722004","0.0597510469096311","0.0799055850347696"
"Complete transfer dependency","2018","lower secondary degree","122","0.0157184830529997","0.0124959216691978","0.0189410444368016"
"Complete transfer dependency","2018","secondary school degree","83","0.0100244191930547","0.00773259415441086","0.0123162442316985"
"Complete transfer dependency","2018","college entrance qualification","46","0.00638550601711953","0.00459681953402084","0.00817419250021821"
"Complete transfer dependency","2018","Other degree","1246","0.0534951885762062","0.0470435656743413","0.0599468114780711"
"Complete transfer dependency","2018","no degree/no degree yet","934","0.123238589173695","0.110241096385207","0.136236081962183"
"No transfer dependency","2019","lower secondary degree","2975","0.646602366318226","0.633834871195892","0.65936986144056"
"No transfer dependency","2019","secondary school degree","3513","0.565674473406859","0.55442812750943","0.576920819304288"
"No transfer dependency","2019","college entrance qualification","3573","0.512520111178175","0.501863285844389","0.523176936511961"
"No transfer dependency","2019","Other degree","860","0.435220199384653","0.420152472817222","0.450287925952083"
"No transfer dependency","2019","no degree/no degree yet","163","0.167475047183833","0.15220164340657","0.182748450961096"
"Very low transfer dependency","2019","lower secondary degree","1578","0.232752372345959","0.221465592020401","0.244039152671516"
"Very low transfer dependency","2019","secondary school degree","3242","0.360209213405822","0.349316981783689","0.371101445027956"
"Very low transfer dependency","2019","college entrance qualification","4350","0.42043698196827","0.40991264299093","0.430961320945609"
"Very low transfer dependency","2019","Other degree","1261","0.342130570171528","0.327712091997676","0.35654904834538"
"Very low transfer dependency","2019","no degree/no degree yet","616","0.466295651160652","0.44589034090228","0.486700961419024"
"Low transfer dependency","2019","lower secondary degree","374","0.0579347778034843","0.0516950535783277","0.0641745020286409"
"Low transfer dependency","2019","secondary school degree","374","0.0374891308899022","0.0331791437328784","0.041799118046926"
"Low transfer dependency","2019","college entrance qualification","303","0.0385314341934734","0.0344277949689943","0.0426350734179525"
"Low transfer dependency","2019","Other degree","335","0.0812786552290708","0.0729737670582345","0.0895835433999071"
"Low transfer dependency","2019","no degree/no degree yet","175","0.109853248450775","0.0970623984268801","0.122644098474669"
"High transfer dependency","2019","lower secondary degree","205","0.0291909515411894","0.0246947448151675","0.0336871582672113"
"High transfer dependency","2019","secondary school degree","162","0.0173765290246101","0.014411728010877","0.0203413300383432"
"High transfer dependency","2019","college entrance qualification","115","0.0135077078827076","0.0110465939540174","0.0159688218113978"
"High transfer dependency","2019","Other degree","356","0.052967960811718","0.0461611670277099","0.0597747545957261"
"High transfer dependency","2019","no degree/no degree yet","209","0.0859382992003596","0.0744741116460007","0.0974024867547185"
"Very high transfer dependency","2019","lower secondary degree","110","0.0131416909471297","0.010100047779989","0.0161833341142704"
"Very high transfer dependency","2019","secondary school degree","100","0.0122586784474857","0.00976199255865161","0.0147553643363197"
"Very high transfer dependency","2019","college entrance qualification","62","0.0101488592164859","0.00801194249146213","0.0122857759415096"
"Very high transfer dependency","2019","Other degree","310","0.0388814040416458","0.0330063334317741","0.0447564746515175"
"Very high transfer dependency","2019","no degree/no degree yet","222","0.0533297914536915","0.0441391368104894","0.0625204460968937"
"Complete transfer dependency","2019","lower secondary degree","143","0.0203778410440117","0.0166041736233371","0.0241515084646863"
"Complete transfer dependency","2019","secondary school degree","71","0.00699197482532055","0.00510138735287957","0.00888256229776152"
"Complete transfer dependency","2019","college entrance qualification","48","0.00485490556088871","0.0033729757429709","0.00633683537880653"
"Complete transfer dependency","2019","Other degree","1037","0.0495212103613845","0.0429276426389377","0.0561147780838313"
"Complete transfer dependency","2019","no degree/no degree yet","911","0.117107962550689","0.103955436769199","0.130260488332179"
