"transab_cat","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2008","Urban Area","Female","119","0.0223278674399477","0.0188063426620151","0.0258493922178803","4"
"Very high transfer dependency","2008","Urban Area","Male","65","0.0135238067679796","0.0106231484510784","0.0164244650848807","4"
"Very low transfer dependency","2008","Rural Area","Male","1418","0.396947542764397","0.379910288330411","0.413984797198383","1"
"Very low transfer dependency","2008","Rural Area","Female","1508","0.400463811769022","0.383954755284016","0.416972868254028","1"
"Very low transfer dependency","2008","Urban Area","Female","3015","0.384058217130327","0.37246566996737","0.395650764293285","1"
"Very low transfer dependency","2008","Urban Area","Male","2807","0.417685533218115","0.405300211338801","0.430070855097428","1"
"Complete transfer dependency","2009","Rural Area","Female","36","0.0143030755090477","0.0101968127234924","0.0184093382946029","5"
"Complete transfer dependency","2009","Rural Area","Male","33","0.0169806377264188","0.0123750288677705","0.0215862465850671","5"
"Complete transfer dependency","2009","Urban Area","Female","49","0.0129058579426796","0.0101078685155388","0.0157038473698204","5"
"Complete transfer dependency","2009","Urban Area","Male","55","0.0165681327721515","0.0132418135668825","0.0198944519774206","5"
"High transfer dependency","2009","Rural Area","Female","81","0.0272624100204318","0.0216306998693444","0.0328941201715192","3"
"High transfer dependency","2009","Rural Area","Male","49","0.022338851888125","0.0170707566194901","0.0276069471567599","3"
"High transfer dependency","2009","Urban Area","Male","87","0.0167744326949033","0.0134278196162525","0.0201210457735542","3"
"High transfer dependency","2009","Urban Area","Female","122","0.0216380956577376","0.018031207909609","0.0252449834058661","3"
"Low transfer dependency","2009","Rural Area","Male","213","0.071440396116767","0.0622590610392999","0.0806217311942342","2"
"Low transfer dependency","2009","Rural Area","Female","229","0.0732887813028116","0.0642761566800005","0.0823014059256226","2"
"Low transfer dependency","2009","Urban Area","Male","239","0.0536586872819402","0.0477865131791088","0.0595308613847716","2"
"Low transfer dependency","2009","Urban Area","Female","321","0.0599510113575544","0.0540660062812879","0.0658360164338208","2"
"No transfer dependency","2009","Rural Area","Male","1370","0.488782707085252","0.470963445563603","0.506601968606901","0"
"No transfer dependency","2009","Rural Area","Female","1469","0.493449648792322","0.476159725949367","0.510739571635278","0"
"No transfer dependency","2009","Urban Area","Male","2641","0.479556304985464","0.466537783023277","0.492574826947652","0"
"No transfer dependency","2009","Urban Area","Female","2963","0.507513538224096","0.495120028676053","0.519907047772138","0"
"Very high transfer dependency","2009","Rural Area","Female","61","0.0200509563070347","0.0152033246298175","0.0248985879842519","4"
"Very high transfer dependency","2009","Rural Area","Male","50","0.0159687602030783","0.0115001851140565","0.0204373352921001","4"
"Very high transfer dependency","2009","Urban Area","Female","99","0.0184753944192366","0.0151371295159812","0.0218136593224919","4"
"Very high transfer dependency","2009","Urban Area","Male","61","0.0152631097366251","0.0120683616487621","0.018457857824488","4"
"Very low transfer dependency","2009","Rural Area","Female","1336","0.371645128068352","0.35493318151469","0.388357074622014","1"
"Very low transfer dependency","2009","Rural Area","Male","1308","0.384488646980359","0.367147061072529","0.401830232888188","1"
"Very low transfer dependency","2009","Urban Area","Female","2697","0.379516102398696","0.367486432702494","0.391545772094899","1"
"Very low transfer dependency","2009","Urban Area","Male","2574","0.418179332528916","0.405325552710257","0.431033112347574","1"
"Complete transfer dependency","2010","Rural Area","Female","71","0.00844844790963838","0.00574927624531964","0.0111476195739571","5"
"Complete transfer dependency","2010","Rural Area","Male","51","0.00978022619919354","0.00664923066725163","0.0129112217311355","5"
"Complete transfer dependency","2010","Urban Area","Female","170","0.0161374948021386","0.0134734858552659","0.0188015037490113","5"
"Complete transfer dependency","2010","Urban Area","Male","119","0.0210566461836303","0.0177219906446083","0.0243913017226523","5"
"High transfer dependency","2010","Rural Area","Male","126","0.0233735052654128","0.0185665688709374","0.0281804416598883","3"
"High transfer dependency","2010","Rural Area","Female","251","0.0302012636638162","0.0251542119376083","0.0352483153900241","3"
"High transfer dependency","2010","Urban Area","Male","194","0.0215822256369275","0.0182071160442184","0.0249573352296367","3"
"High transfer dependency","2010","Urban Area","Female","374","0.0299671238396056","0.0263624483426236","0.0335717993365876","3"
"Low transfer dependency","2010","Rural Area","Female","479","0.0618779678942718","0.0547726734376884","0.0689832623508551","2"
"Low transfer dependency","2010","Rural Area","Male","392","0.0607834532260127","0.0531816302265555","0.0683852762254699","2"
"Low transfer dependency","2010","Urban Area","Female","763","0.0600417828908046","0.0550191494871745","0.0650644162944346","2"
"Low transfer dependency","2010","Urban Area","Male","569","0.0603645473080074","0.054832979131908","0.0658961154841068","2"
"No transfer dependency","2010","Rural Area","Male","1275","0.481615943997886","0.465718824216389","0.497513063779383","0"
"No transfer dependency","2010","Rural Area","Female","1365","0.484890532847526","0.470151940404575","0.499629125290476","0"
"No transfer dependency","2010","Urban Area","Male","2475","0.471547795886297","0.45995352842702","0.483142063345575","0"
"No transfer dependency","2010","Urban Area","Female","2822","0.490815152096212","0.480245830003876","0.501384474188547","0"
"Very high transfer dependency","2010","Rural Area","Female","175","0.0224291128268437","0.0180623000843086","0.0267959255693788","4"
"Very high transfer dependency","2010","Rural Area","Male","91","0.0196831798454953","0.0152636806582673","0.0241026790327233","4"
"Very high transfer dependency","2010","Urban Area","Male","164","0.0207632044380176","0.0174513697530108","0.0240750391230243","4"
"Very high transfer dependency","2010","Urban Area","Female","295","0.0194297095106592","0.0165114565450713","0.022347962476247","4"
"Very low transfer dependency","2010","Rural Area","Female","2076","0.392152674857905","0.377754440535036","0.406550909180773","1"
"Very low transfer dependency","2010","Rural Area","Male","1860","0.404763691466","0.389147048468947","0.420380334463053","1"
"Very low transfer dependency","2010","Urban Area","Female","4170","0.383608736860581","0.373328031837403","0.393889441883758","1"
"Very low transfer dependency","2010","Urban Area","Male","3600","0.40468558054712","0.393285454210538","0.416085706883701","1"
"Complete transfer dependency","2011","Rural Area","Female","101","0.0149935822563552","0.0117621097009101","0.0182250548118004","5"
"Complete transfer dependency","2011","Rural Area","Male","67","0.0153496678596779","0.0118142093985625","0.0188851263207933","5"
"Complete transfer dependency","2011","Urban Area","Female","206","0.0155840061339726","0.0131696496268036","0.0179983626411416","5"
"Complete transfer dependency","2011","Urban Area","Male","127","0.018357930315721","0.0154753065456165","0.0212405540858255","5"
"High transfer dependency","2011","Rural Area","Female","302","0.0359432530637599","0.0309934464912362","0.0408930596362835","3"
"High transfer dependency","2011","Rural Area","Male","172","0.029871148852797","0.024975661813702","0.034766635891892","3"
"High transfer dependency","2011","Urban Area","Female","458","0.0328468381895551","0.0293725413063167","0.0363211350727935","3"
"High transfer dependency","2011","Urban Area","Male","275","0.032436730943828","0.0286325799234377","0.0362408819642183","3"
"Low transfer dependency","2011","Rural Area","Male","467","0.0653392924091298","0.0582325685912455","0.0724460162270141","2"
"Low transfer dependency","2011","Rural Area","Female","603","0.0698177922807639","0.0630414504070692","0.0765941341544587","2"
"Low transfer dependency","2011","Urban Area","Male","695","0.0524501830010071","0.0476630658720794","0.0572373001299349","2"
"Low transfer dependency","2011","Urban Area","Female","895","0.0550863322170246","0.0506390928322758","0.0595335716017735","2"
"No transfer dependency","2011","Rural Area","Female","1858","0.506814516317037","0.493520448072461","0.520108584561613","0"
"No transfer dependency","2011","Rural Area","Male","1748","0.505523609044324","0.491145600621144","0.519901617467504","0"
"No transfer dependency","2011","Urban Area","Male","3187","0.506506464175933","0.495770705167197","0.517242223184669","0"
"No transfer dependency","2011","Urban Area","Female","3591","0.525186372968927","0.515452384554999","0.534920361382856","0"
"Very high transfer dependency","2011","Rural Area","Female","193","0.0160045999081265","0.0126676692384117","0.0193415305778413","4"
"Very high transfer dependency","2011","Rural Area","Male","113","0.0158429535428541","0.0122520353657997","0.0194338717199084","4"
"Very high transfer dependency","2011","Urban Area","Female","344","0.0203093078074616","0.0175597391721947","0.0230588764427285","4"
"Very high transfer dependency","2011","Urban Area","Male","182","0.0166570876158021","0.0139088672428007","0.0194053079888035","4"
"Very low transfer dependency","2011","Rural Area","Female","2376","0.356426256173957","0.343690866386835","0.36916164596108","1"
"Very low transfer dependency","2011","Rural Area","Male","2078","0.368073328291218","0.354203989753814","0.381942666828621","1"
"Very low transfer dependency","2011","Urban Area","Female","4616","0.350987142683059","0.341683676843083","0.360290608523034","1"
"Very low transfer dependency","2011","Urban Area","Male","3865","0.373591603947709","0.363203725418677","0.383979482476741","1"
"Complete transfer dependency","2012","Rural Area","Female","74","0.00910671558343872","0.00657283725939455","0.0116405939074829","5"
"Complete transfer dependency","2012","Rural Area","Male","73","0.0192376833541655","0.0152798581236809","0.0231955085846502","5"
"Complete transfer dependency","2012","Urban Area","Female","190","0.0164445719710916","0.0139250867373203","0.0189640572048629","5"
"Complete transfer dependency","2012","Urban Area","Male","113","0.0161476716550608","0.0133959754559056","0.0188993678542161","5"
"High transfer dependency","2012","Rural Area","Female","282","0.038633131181038","0.0334925057872662","0.0437737565748097","3"
"High transfer dependency","2012","Rural Area","Male","171","0.0323518989529875","0.0272538153360767","0.0374499825698983","3"
"High transfer dependency","2012","Urban Area","Male","237","0.0260960900663461","0.0226157126163866","0.0295764675163057","3"
"High transfer dependency","2012","Urban Area","Female","428","0.0291130970330371","0.0257824421364252","0.0324437519296489","3"
"Low transfer dependency","2012","Rural Area","Female","522","0.0632401198631733","0.0567477700689042","0.0697324696574424","2"
"Low transfer dependency","2012","Rural Area","Male","383","0.0562879534591831","0.049647070593624","0.0629288363247422","2"
"Low transfer dependency","2012","Urban Area","Male","564","0.052024590808909","0.0471763582645019","0.0568728233533162","2"
"Low transfer dependency","2012","Urban Area","Female","758","0.0530488060105484","0.0486086041401966","0.0574890078809003","2"
"No transfer dependency","2012","Rural Area","Female","1964","0.516270787139962","0.502940749957354","0.52960082432257","0"
"No transfer dependency","2012","Rural Area","Male","1841","0.512503088395396","0.498100766309088","0.526905410481703","0"
"No transfer dependency","2012","Urban Area","Female","3592","0.530885983945911","0.520999520956256","0.540772446935567","0"
"No transfer dependency","2012","Urban Area","Male","3205","0.512045845187273","0.501133338985467","0.522958351389079","0"
"Very high transfer dependency","2012","Rural Area","Male","84","0.0129740246452119","0.00971340612060326","0.0162346431698206","4"
"Very high transfer dependency","2012","Rural Area","Female","165","0.0155492216110435","0.0122490026339433","0.0188494405881438","4"
"Very high transfer dependency","2012","Urban Area","Male","166","0.0162327491520544","0.0134739328134871","0.0189915654906217","4"
"Very high transfer dependency","2012","Urban Area","Female","304","0.0197907667364442","0.0170315118822651","0.0225500215906232","4"
"Very low transfer dependency","2012","Rural Area","Female","2392","0.357200024621345","0.344418428420749","0.36998162082194","1"
"Very low transfer dependency","2012","Rural Area","Male","2075","0.366645351193056","0.352760382208619","0.380530320177494","1"
"Very low transfer dependency","2012","Urban Area","Female","4516","0.350716774302967","0.341263190657259","0.360170357948676","1"
"Very low transfer dependency","2012","Urban Area","Male","3775","0.377453053130357","0.36687031388965","0.388035792371064","1"
"Complete transfer dependency","2013","Rural Area","Female","91","0.00968546473913968","0.00711900964980642","0.0122519198284729","5"
"Complete transfer dependency","2013","Rural Area","Male","92","0.0206283757048928","0.0166115607286698","0.0246451906811158","5"
"Complete transfer dependency","2013","Urban Area","Female","262","0.0184601914044519","0.015962791719373","0.0209575910895307","5"
"Complete transfer dependency","2013","Urban Area","Male","206","0.0214926542634402","0.0185413213352441","0.0244439871916364","5"
"High transfer dependency","2013","Rural Area","Female","265","0.0316068884316147","0.0270222659736083","0.0361915108896211","3"
"High transfer dependency","2013","Urban Area","Male","360","0.0261116519469806","0.0228662918585106","0.0293570120354507","3"
"High transfer dependency","2013","Rural Area","Male","178","0.0297379283749449","0.0249375503854419","0.0345383063644479","3"
"High transfer dependency","2013","Urban Area","Female","577","0.0290348562957119","0.0259197156891364","0.0321499969022875","3"
"Low transfer dependency","2013","Rural Area","Female","489","0.0635478246785344","0.0571551882431055","0.0699404611139633","2"
"Low transfer dependency","2013","Rural Area","Male","370","0.0583395465731049","0.0517157918306524","0.0649633013155575","2"
"Low transfer dependency","2013","Urban Area","Male","676","0.0518895200126554","0.0473755316808996","0.0564035083444112","2"
"Low transfer dependency","2013","Urban Area","Female","942","0.0564518747160425","0.0521699679548189","0.0607337814772661","2"
"No transfer dependency","2013","Rural Area","Female","1941","0.524189491777425","0.511102252890045","0.537276730664804","0"
"No transfer dependency","2013","Rural Area","Male","1832","0.519053125480795","0.50493327780914","0.53317297315245","0"
"No transfer dependency","2013","Urban Area","Male","3480","0.525225888240542","0.515063220920935","0.535388555560149","0"
"No transfer dependency","2013","Urban Area","Female","3839","0.533706495432292","0.524451058606739","0.542961932257845","0"
"Very high transfer dependency","2013","Rural Area","Female","205","0.0209613170138418","0.0172073014493503","0.0247153325783332","4"
"Very high transfer dependency","2013","Rural Area","Male","119","0.0196352287492776","0.0157143141438672","0.023556143354688","4"
"Very high transfer dependency","2013","Urban Area","Male","200","0.0150089685574222","0.0125344957029887","0.0174834414118556","4"
"Very high transfer dependency","2013","Urban Area","Female","367","0.0205975253868031","0.0179623828249555","0.0232326679486507","4"
"Very low transfer dependency","2013","Rural Area","Female","2603","0.350009013359445","0.337509873104917","0.362508153613973","1"
"Very low transfer dependency","2013","Rural Area","Male","2219","0.352605795116985","0.339103590677368","0.366107999556602","1"
"Very low transfer dependency","2013","Urban Area","Female","5173","0.341749056764699","0.332949406717556","0.350548706811841","1"
"Very low transfer dependency","2013","Urban Area","Male","4353","0.360271316978959","0.350501107236061","0.370041526721857","1"
"Complete transfer dependency","2014","Rural Area","Female","74","0.0101015094665279","0.00733143695922738","0.0128715819738285","5"
"Complete transfer dependency","2014","Rural Area","Male","76","0.0211328174668293","0.0168699783964039","0.0253956565372547","5"
"Complete transfer dependency","2014","Urban Area","Female","198","0.0170907884099557","0.0145170655514785","0.0196645112684329","5"
"Complete transfer dependency","2014","Urban Area","Male","138","0.0201329820730387","0.0170975692744935","0.0231683948715838","5"
"High transfer dependency","2014","Rural Area","Female","234","0.0291734820040547","0.0245115319392622","0.0338354320688472","3"
"High transfer dependency","2014","Rural Area","Male","169","0.0319822421856661","0.0267672403176853","0.0371972440536469","3"
"High transfer dependency","2014","Urban Area","Female","443","0.0314863513640853","0.0280186789000397","0.034954023828131","3"
"High transfer dependency","2014","Urban Area","Male","291","0.0274004533243513","0.0238724739038722","0.0309284327448305","3"
"Low transfer dependency","2014","Rural Area","Male","359","0.0576399534688887","0.0507323309665852","0.0645475759711921","2"
"Low transfer dependency","2014","Rural Area","Female","464","0.0680386057755829","0.0610630416996469","0.0750141698515189","2"
"Low transfer dependency","2014","Urban Area","Female","778","0.0580201181632347","0.0533778080710377","0.0626624282554317","2"
"Low transfer dependency","2014","Urban Area","Male","582","0.0559704616015647","0.0510027957695851","0.0609381274335442","2"
"No transfer dependency","2014","Rural Area","Female","1829","0.531887247243483","0.518064712393966","0.545709782092999","0"
"No transfer dependency","2014","Rural Area","Male","1735","0.531348760151836","0.516558593304863","0.54613892699881","0"
"No transfer dependency","2014","Urban Area","Female","3488","0.52531923190392","0.51540323238751","0.535235231420329","0"
"No transfer dependency","2014","Urban Area","Male","3144","0.515732997820444","0.504932717290769","0.526533278350119","0"
"Very high transfer dependency","2014","Rural Area","Male","78","0.0168320256582258","0.0130192574276683","0.0206447938887834","4"
"Very high transfer dependency","2014","Rural Area","Female","148","0.0190185047280821","0.0152347649527128","0.0228022445034515","4"
"Very high transfer dependency","2014","Urban Area","Male","230","0.0207662309339274","0.0176844471311328","0.0238480147367219","4"
"Very high transfer dependency","2014","Urban Area","Female","325","0.0218582329302356","0.0189546618966853","0.0247618039637858","4"
"Very low transfer dependency","2014","Rural Area","Female","2257","0.34178065078227","0.328641668500669","0.354919633063871","1"
"Very low transfer dependency","2014","Rural Area","Male","1956","0.341064201068554","0.327013500707791","0.355114901429316","1"
"Very low transfer dependency","2014","Urban Area","Female","4510","0.346225277228569","0.336777764692684","0.355672789764454","1"
"Very low transfer dependency","2014","Urban Area","Male","3840","0.359996874246674","0.34962348796846","0.370370260524888","1"
"Complete transfer dependency","2015","Rural Area","Female","87","0.0106738811023892","0.00780770107010463","0.0135400611346738","5"
"Complete transfer dependency","2015","Rural Area","Male","98","0.027505285632101","0.0226129149923353","0.0323976562718668","5"
"Complete transfer dependency","2015","Urban Area","Female","250","0.0197664022850631","0.0169936147828796","0.0225391897872466","5"
"Complete transfer dependency","2015","Urban Area","Male","204","0.0239785261388641","0.0206665435484086","0.0272905087293196","5"
"High transfer dependency","2015","Rural Area","Female","209","0.0257766758858677","0.0213567471708277","0.0301966046009077","3"
"High transfer dependency","2015","Rural Area","Male","149","0.02578499214765","0.0210438982532358","0.0305260860420642","3"
"High transfer dependency","2015","Urban Area","Male","277","0.0249451189209347","0.0215687146896423","0.0283215231522272","3"
"High transfer dependency","2015","Urban Area","Female","431","0.0328984890304689","0.0293453517460001","0.0364516263149377","3"
"Low transfer dependency","2015","Rural Area","Male","303","0.0499907717342515","0.0434718393060783","0.0565097041624247","2"
"Low transfer dependency","2015","Rural Area","Female","403","0.0630687674729643","0.0562887068304164","0.0698488281155121","2"
"Low transfer dependency","2015","Urban Area","Male","509","0.0504084564699335","0.0456718507507472","0.0551450621891197","2"
"Low transfer dependency","2015","Urban Area","Female","712","0.0532939281393902","0.0488195320347339","0.0577683242440465","2"
"No transfer dependency","2015","Rural Area","Male","1754","0.548163392758176","0.533276180913066","0.563050604603286","0"
"No transfer dependency","2015","Rural Area","Female","1876","0.544871049607012","0.530981548534227","0.558760550679796","0"
"No transfer dependency","2015","Urban Area","Male","3297","0.53835273670263","0.527559897384954","0.549145576020305","0"
"No transfer dependency","2015","Urban Area","Female","3585","0.537446891930904","0.527514895368896","0.547378888492913","0"
"Very high transfer dependency","2015","Rural Area","Female","146","0.0187196017178969","0.0149393787870759","0.0224998246487179","4"
"Very high transfer dependency","2015","Rural Area","Male","85","0.0203833727610046","0.0161563581979314","0.0246103873240779","4"
"Very high transfer dependency","2015","Urban Area","Male","220","0.0195940455458927","0.0165934176469208","0.0225946734448645","4"
"Very high transfer dependency","2015","Urban Area","Female","305","0.0186250429811673","0.0159319328823482","0.0213181530799864","4"
"Very low transfer dependency","2015","Rural Area","Female","2217","0.33689002421387","0.323707171361058","0.350072877066682","1"
"Very low transfer dependency","2015","Rural Area","Male","1904","0.328172184966817","0.314126351292575","0.342218018641058","1"
"Very low transfer dependency","2015","Urban Area","Female","4398","0.337969245633006","0.328546756297683","0.34739173496833","1"
"Very low transfer dependency","2015","Urban Area","Male","3689","0.342721116221745","0.332445866439558","0.352996366003933","1"
"Complete transfer dependency","2016","Rural Area","Female","71","0.00921854575736862","0.00644071516738317","0.0119963763473541","5"
"Complete transfer dependency","2016","Rural Area","Male","70","0.0229612694485999","0.018283227923604","0.0276393109735959","5"
"Complete transfer dependency","2016","Urban Area","Female","177","0.0146282849081957","0.0121129768186411","0.0171435929977503","5"
"Complete transfer dependency","2016","Urban Area","Male","152","0.0223855844620987","0.0190012905055678","0.0257698784186296","5"
"High transfer dependency","2016","Rural Area","Female","138","0.0194135821092877","0.0154032403076733","0.0234239239109021","3"
"High transfer dependency","2016","Rural Area","Male","70","0.0136413078363894","0.0100184134153937","0.017264202257385","3"
"High transfer dependency","2016","Urban Area","Female","368","0.0325929236958381","0.0288727713404167","0.0363130760512594","3"
"High transfer dependency","2016","Urban Area","Male","260","0.0323695737518419","0.0283208018597383","0.0364183456439456","3"
"Low transfer dependency","2016","Rural Area","Male","314","0.0700635072929146","0.062091222265012","0.0780357923208171","2"
"Low transfer dependency","2016","Rural Area","Female","409","0.0700105601512621","0.0625939338199495","0.0774271864825748","2"
"Low transfer dependency","2016","Urban Area","Female","649","0.0536944779774875","0.0489719456887548","0.0584170102662202","2"
"Low transfer dependency","2016","Urban Area","Male","472","0.0518527178085744","0.0467801983051895","0.0569252373119592","2"
"No transfer dependency","2016","Rural Area","Female","1764","0.543096328182321","0.528617401421771","0.557575254942871","0"
"No transfer dependency","2016","Rural Area","Male","1608","0.52300825401582","0.50740842139756","0.53860808663408","0"
"No transfer dependency","2016","Urban Area","Female","3309","0.537822680065529","0.527377442842757","0.548267917288301","0"
"No transfer dependency","2016","Urban Area","Male","2988","0.526982059603982","0.515560200917366","0.538403918290598","0"
"Very high transfer dependency","2016","Rural Area","Female","121","0.0152581952638668","0.0116953383131194","0.0188210522146142","4"
"Very high transfer dependency","2016","Rural Area","Male","91","0.0167479787272655","0.0127400142902526","0.0207559431642783","4"
"Very high transfer dependency","2016","Urban Area","Female","286","0.0202531675079039","0.0173019729056764","0.0232043621101314","4"
"Very high transfer dependency","2016","Urban Area","Male","181","0.0197285815015518","0.0165471603706012","0.0229100026325023","4"
"Very low transfer dependency","2016","Rural Area","Female","2044","0.343002788535894","0.329204786571687","0.3568007905001","1"
"Very low transfer dependency","2016","Rural Area","Male","1785","0.35357768267901","0.338645928601653","0.368509436756368","1"
"Very low transfer dependency","2016","Urban Area","Female","3963","0.341008465845046","0.33107691810256","0.350940013587532","1"
"Very low transfer dependency","2016","Urban Area","Male","3287","0.346681482871951","0.335793990401995","0.357568975341908","1"
"Complete transfer dependency","2017","Rural Area","Female","228","0.0126879497470845","0.00967129706251273","0.0157046024316562","5"
"Complete transfer dependency","2017","Rural Area","Male","383","0.0316930209093724","0.0267673772381662","0.0366186645805785","5"
"Complete transfer dependency","2017","Urban Area","Female","634","0.0161585472252442","0.0136790045476814","0.018638089902807","5"
"Complete transfer dependency","2017","Urban Area","Male","826","0.0239301379926203","0.0207585357448055","0.0271017402404351","5"
"High transfer dependency","2017","Rural Area","Female","204","0.0220090673939709","0.0180547584044866","0.0259633763834552","3"
"High transfer dependency","2017","Rural Area","Male","156","0.0201174655507408","0.0161697279055003","0.0240652031959813","3"
"High transfer dependency","2017","Urban Area","Male","332","0.0296756976222877","0.0261542228068388","0.0331971724377366","3"
"High transfer dependency","2017","Urban Area","Female","407","0.0324446837170435","0.0289603676186348","0.0359289998154522","3"
"Low transfer dependency","2017","Rural Area","Male","334","0.0549450838144962","0.0485378940861545","0.0613522735428378","2"
"Low transfer dependency","2017","Rural Area","Female","412","0.0615505609341026","0.0550728164243465","0.0680283054438588","2"
"Low transfer dependency","2017","Urban Area","Female","640","0.0504156958755213","0.046112832862206","0.0547185588888365","2"
"Low transfer dependency","2017","Urban Area","Male","498","0.045786180304372","0.0414485181632904","0.0501238424454536","2"
"No transfer dependency","2017","Rural Area","Male","1914","0.537824356448597","0.523805957934681","0.551842754962513","0"
"No transfer dependency","2017","Rural Area","Female","2049","0.555225987277034","0.541832090042647","0.56861988451142","0"
"No transfer dependency","2017","Urban Area","Male","3344","0.525459013440247","0.515096336686415","0.535821690194079","0"
"No transfer dependency","2017","Urban Area","Female","3630","0.537635693047316","0.527830772692907","0.547440613401726","0"
"Very high transfer dependency","2017","Rural Area","Female","128","0.0149546146104684","0.0116833317295387","0.018225897491398","4"
"Very high transfer dependency","2017","Rural Area","Male","100","0.0148508536690338","0.0114498950823284","0.0182518122557391","4"
"Very high transfer dependency","2017","Urban Area","Female","307","0.018892769523175","0.0162153654192687","0.0215701736270813","4"
"Very high transfer dependency","2017","Urban Area","Male","274","0.0212661499077846","0.018272214656655","0.0242600851589142","4"
"Very low transfer dependency","2017","Rural Area","Female","2267","0.33357182003734","0.320863922001122","0.346279718073558","1"
"Very low transfer dependency","2017","Rural Area","Male","1972","0.340569219607759","0.327244381351171","0.353894057864347","1"
"Very low transfer dependency","2017","Urban Area","Female","4315","0.3444526106117","0.33510771058236","0.353797510641039","1"
"Very low transfer dependency","2017","Urban Area","Male","3646","0.353882820732688","0.343959636644029","0.363806004821348","1"
"Complete transfer dependency","2018","Rural Area","Female","320","0.014266056507372","0.0110360834943415","0.0174960295204024","5"
"Complete transfer dependency","2018","Rural Area","Male","408","0.0205259324440113","0.0165025501401647","0.024549314747858","5"
"Complete transfer dependency","2018","Urban Area","Female","811","0.0181021300181199","0.0154923500140582","0.0207119100221815","5"
"Complete transfer dependency","2018","Urban Area","Male","1107","0.0265869159248801","0.0233113638071605","0.0298624680425998","5"
"High transfer dependency","2018","Rural Area","Female","224","0.0301653614092959","0.0255066031028995","0.0348241197156924","3"
"High transfer dependency","2018","Rural Area","Male","187","0.0313294623482107","0.0263862655707372","0.0362726591256841","3"
"High transfer dependency","2018","Urban Area","Female","493","0.0263293577409127","0.023195119026013","0.0294635964558125","3"
"High transfer dependency","2018","Urban Area","Male","434","0.0280600163597669","0.0246974905442833","0.0314225421752506","3"
"Low transfer dependency","2018","Rural Area","Female","366","0.0566141616595933","0.0503194725628315","0.0629088507563551","2"
"Low transfer dependency","2018","Rural Area","Male","321","0.0499658578274816","0.0437835636977593","0.0561481519572039","2"
"Low transfer dependency","2018","Urban Area","Female","648","0.0501487522523101","0.0458764323423157","0.0544210721623046","2"
"Low transfer dependency","2018","Urban Area","Male","551","0.045951394636703","0.0416881864419941","0.050214602831412","2"
"No transfer dependency","2018","Rural Area","Female","1988","0.552024310076286","0.538479485232508","0.565569134920065","0"
"No transfer dependency","2018","Rural Area","Male","1882","0.552728897225304","0.538620265798434","0.566837528652174","0"
"No transfer dependency","2018","Urban Area","Male","3321","0.524257894141998","0.514089316061752","0.534426472222244","0"
"No transfer dependency","2018","Urban Area","Female","3559","0.532933990646574","0.523167652839128","0.54270032845402","0"
"Very high transfer dependency","2018","Rural Area","Male","132","0.0190584573281814","0.0151786619764078","0.022938252679955","4"
"Very high transfer dependency","2018","Rural Area","Female","133","0.0138800158947132","0.0106934204592261","0.0170666113302002","4"
"Very high transfer dependency","2018","Urban Area","Female","392","0.0198857694510189","0.0171529216349441","0.0226186172670938","4"
"Very high transfer dependency","2018","Urban Area","Male","404","0.0183443446597001","0.0156120179329399","0.0210766713864603","4"
"Very low transfer dependency","2018","Rural Area","Female","2147","0.333050094452739","0.320212949171818","0.34588723973366","1"
"Very low transfer dependency","2018","Rural Area","Male","1841","0.326391392826811","0.313086341770471","0.339696443883152","1"
"Very low transfer dependency","2018","Urban Area","Female","4122","0.352599999891064","0.343247377464457","0.361952622317671","1"
"Very low transfer dependency","2018","Urban Area","Male","3449","0.356799434276952","0.347045333675177","0.366553534878726","1"
"Complete transfer dependency","2019","Rural Area","Female","276","0.0118897249892443","0.00887600981322133","0.0149034401652672","5"
"Complete transfer dependency","2019","Rural Area","Male","329","0.0235729221203104","0.0192876681764836","0.0278581760641373","5"
"Complete transfer dependency","2019","Urban Area","Female","787","0.0174934968172531","0.0147975236820693","0.0201894699524369","5"
"Complete transfer dependency","2019","Urban Area","Male","951","0.0219285152100263","0.0188557427723846","0.0250012876476681","5"
"High transfer dependency","2019","Rural Area","Female","191","0.0222856036102015","0.0181813725906341","0.0263898346297688","3"
"High transfer dependency","2019","Rural Area","Male","196","0.026747648446518","0.0221903708928582","0.0313049260001778","3"
"High transfer dependency","2019","Urban Area","Male","336","0.027940026045717","0.0244822216632926","0.0313978304281414","3"
"High transfer dependency","2019","Urban Area","Female","360","0.027176125584862","0.0238324786810983","0.0305197724886256","3"
"Low transfer dependency","2019","Rural Area","Female","343","0.0681251959813725","0.0611195810923403","0.0751308108704046","2"
"Low transfer dependency","2019","Rural Area","Male","290","0.0614893138525647","0.0547040087633872","0.0682746189417422","2"
"Low transfer dependency","2019","Urban Area","Female","515","0.0477795694882307","0.0433932587802885","0.0521658801961729","2"
"Low transfer dependency","2019","Urban Area","Male","429","0.0434704965324115","0.0391920414965715","0.0477489515682515","2"
"No transfer dependency","2019","Rural Area","Male","2009","0.54546356707315","0.53139929791846","0.55952783622784","0"
"No transfer dependency","2019","Rural Area","Female","1959","0.529700625110432","0.515822971726025","0.54357827849484","0"
"No transfer dependency","2019","Urban Area","Female","3377","0.537170862814287","0.526917269265885","0.54742445636269","0"
