"transab_cat","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1986","Rural Area","Male","598","0.516388999158243","0.485810864618375","0.546967133698111","1"
"Very low transfer dependency","1986","Urban Area","Female","2141","0.410553392908223","0.395469759500838","0.425637026315609","1"
"Very low transfer dependency","1986","Urban Area","Male","2216","0.472907155762203","0.457405951785127","0.488408359739279","1"
"Complete transfer dependency","1987","Rural Area","Female","7","","","","5"
"Complete transfer dependency","1987","Rural Area","Male","5","","","","5"
"Complete transfer dependency","1987","Urban Area","Female","36","0.00883126346429591","0.00593767704703075","0.0117248498815611","5"
"Complete transfer dependency","1987","Urban Area","Male","26","","","","5"
"High transfer dependency","1987","Rural Area","Female","11","","","","3"
"High transfer dependency","1987","Rural Area","Male","13","","","","3"
"High transfer dependency","1987","Urban Area","Female","46","0.00855848103408423","0.00570954212705874","0.0114074199411097","3"
"High transfer dependency","1987","Urban Area","Male","43","0.00823311659759284","0.00540582549898434","0.0110604076962013","3"
"Low transfer dependency","1987","Rural Area","Male","32","0.0280536293961213","0.0178191968038481","0.0382880619883944","2"
"Low transfer dependency","1987","Rural Area","Female","47","0.0393139179504053","0.0276256611301429","0.0510021747706677","2"
"Low transfer dependency","1987","Urban Area","Male","126","0.0273172801725171","0.0222170717940201","0.0324174885510141","2"
"Low transfer dependency","1987","Urban Area","Female","137","0.0304833333692376","0.0251664136072178","0.0358002531312574","2"
"No transfer dependency","1987","Rural Area","Female","398","0.471037933768627","0.441016872664975","0.501058994872279","0"
"No transfer dependency","1987","Rural Area","Male","356","0.432804999472583","0.402096370833963","0.463513628111204","0"
"No transfer dependency","1987","Urban Area","Male","1568","0.502056828999147","0.48641275284612","0.517700905152175","0"
"No transfer dependency","1987","Urban Area","Female","1702","0.54926176647565","0.533873024326117","0.564650508625183","0"
"Very high transfer dependency","1987","Rural Area","Male","8","","","","4"
"Very high transfer dependency","1987","Rural Area","Female","11","","","","4"
"Very high transfer dependency","1987","Urban Area","Female","25","","","","4"
"Very high transfer dependency","1987","Urban Area","Male","20","","","","4"
"Very low transfer dependency","1987","Rural Area","Female","588","0.462306281720651","0.432320304183467","0.492292259257836","1"
"Very low transfer dependency","1987","Rural Area","Male","586","0.508764292355982","0.477779301926958","0.539749282785005","1"
"Very low transfer dependency","1987","Urban Area","Female","2070","0.396062924601664","0.380936747541097","0.411189101662231","1"
"Very low transfer dependency","1987","Urban Area","Male","2141","0.449162286533787","0.433599152163954","0.46472542090362","1"
"Complete transfer dependency","1988","Rural Area","Female","5","","","","5"
"Complete transfer dependency","1988","Rural Area","Male","5","","","","5"
"Complete transfer dependency","1988","Urban Area","Female","37","0.00888576588841927","0.00591214979678468","0.0118593819800539","5"
"Complete transfer dependency","1988","Urban Area","Male","20","","","","5"
"High transfer dependency","1988","Rural Area","Female","10","","","","3"
"High transfer dependency","1988","Rural Area","Male","11","","","","3"
"High transfer dependency","1988","Urban Area","Female","36","0.00909509105352522","0.00608697128478461","0.0121032108222658","3"
"High transfer dependency","1988","Urban Area","Male","28","","","","3"
"Low transfer dependency","1988","Rural Area","Female","39","0.0349419383282578","0.0235089046787811","0.0463749719777346","2"
"Low transfer dependency","1988","Rural Area","Male","30","0.0269540609087888","0.0166176201569699","0.0372905016606077","2"
"Low transfer dependency","1988","Urban Area","Female","120","0.0263159044213519","0.0212437344747768","0.0313880743679269","2"
"Low transfer dependency","1988","Urban Area","Male","114","0.0229360744118534","0.0181222558647081","0.0277498929589987","2"
"No transfer dependency","1988","Rural Area","Female","383","0.478069221217504","0.446969026365441","0.509169416069567","0"
"No transfer dependency","1988","Rural Area","Male","360","0.466548971706002","0.434707865947334","0.498390077464669","0"
"No transfer dependency","1988","Urban Area","Male","1532","0.525931661884786","0.509875053479259","0.541988270290314","0"
"No transfer dependency","1988","Urban Area","Female","1632","0.561600910620628","0.545878311855673","0.577323509385583","0"
"Very high transfer dependency","1988","Rural Area","Female","12","","","","4"
"Very high transfer dependency","1988","Rural Area","Male","8","","","","4"
"Very high transfer dependency","1988","Urban Area","Female","31","0.00852259773663186","0.00560984906089489","0.0114353464123688","4"
"Very high transfer dependency","1988","Urban Area","Male","25","","","","4"
"Very low transfer dependency","1988","Rural Area","Female","542","0.457856238751624","0.426836862248474","0.488875615254773","1"
"Very low transfer dependency","1988","Rural Area","Male","529","0.480874063870136","0.448984815339842","0.51276331240043","1"
"Very low transfer dependency","1988","Urban Area","Female","1970","0.385579730279444","0.370156850507294","0.401002610051595","1"
"Very low transfer dependency","1988","Urban Area","Male","1996","0.432357196247102","0.416426762668708","0.448287629825497","1"
"Complete transfer dependency","1989","Rural Area","Female","10","","","","5"
"Complete transfer dependency","1989","Rural Area","Male","11","","","","5"
"Complete transfer dependency","1989","Urban Area","Female","35","0.0105136631432117","0.00725222291712322","0.0137751033693002","5"
"Complete transfer dependency","1989","Urban Area","Male","25","","","","5"
"High transfer dependency","1989","Rural Area","Male","6","","","","3"
"High transfer dependency","1989","Rural Area","Female","12","","","","3"
"High transfer dependency","1989","Urban Area","Female","46","0.0120236856531353","0.00853855096464036","0.0155088203416303","3"
"High transfer dependency","1989","Urban Area","Male","38","0.00948567627194559","0.00632457252344122","0.01264678002045","3"
"Low transfer dependency","1989","Rural Area","Male","23","","","","2"
"Low transfer dependency","1989","Rural Area","Female","26","","","","2"
"Low transfer dependency","1989","Urban Area","Male","117","0.0233725175530231","0.0184454168569517","0.0282996182490945","2"
"Low transfer dependency","1989","Urban Area","Female","124","0.0252555049953131","0.0202384262505618","0.0302725837400644","2"
"No transfer dependency","1989","Rural Area","Male","339","0.46109918403925","0.428331269072002","0.493867099006498","0"
"No transfer dependency","1989","Rural Area","Female","367","0.483215943109285","0.450995071356667","0.515436814861902","0"
"No transfer dependency","1989","Urban Area","Male","1528","0.529158394640845","0.512880265814326","0.545436523467365","0"
"No transfer dependency","1989","Urban Area","Female","1635","0.566535471059878","0.550689537565547","0.582381404554209","0"
"Very high transfer dependency","1989","Rural Area","Male","8","","","","4"
"Very high transfer dependency","1989","Rural Area","Female","8","","","","4"
"Very high transfer dependency","1989","Urban Area","Female","25","","","","4"
"Very high transfer dependency","1989","Urban Area","Male","15","","","","4"
"Very low transfer dependency","1989","Rural Area","Female","501","0.454965021570707","0.422857018407546","0.487073024733868","1"
"Very low transfer dependency","1989","Rural Area","Male","502","0.485222113914393","0.452368931552557","0.518075296276229","1"
"Very low transfer dependency","1989","Urban Area","Female","1892","0.378423228227932","0.362914943180001","0.393931513275864","1"
"Very low transfer dependency","1989","Urban Area","Male","1889","0.427832781197657","0.411697641302919","0.443967921092396","1"
"Complete transfer dependency","1990","Rural Area","Female","6","","","","5"
"Complete transfer dependency","1990","Rural Area","Male","6","","","","5"
"Complete transfer dependency","1990","Urban Area","Female","24","","","","5"
"Complete transfer dependency","1990","Urban Area","Male","17","","","","5"
"High transfer dependency","1990","Rural Area","Male","3","","","","3"
"High transfer dependency","1990","Rural Area","Female","10","","","","3"
"High transfer dependency","1990","Urban Area","Male","42","0.0119009799790015","0.00830171588525359","0.0155002440727495","3"
"High transfer dependency","1990","Urban Area","Female","44","0.00999602695847053","0.00674553055672109","0.01324652336022","3"
"Low transfer dependency","1990","Rural Area","Female","32","0.0352920368750013","0.0234140041404354","0.0471700696095672","2"
"Low transfer dependency","1990","Rural Area","Male","25","","","","2"
"Low transfer dependency","1990","Urban Area","Female","97","0.021009793133581","0.0163236281624112","0.0256959581047509","2"
"Low transfer dependency","1990","Urban Area","Male","93","0.0194588196957012","0.0148740947789505","0.0240435446124518","2"
"No transfer dependency","1990","Rural Area","Female","401","0.515459752532579","0.483288310135992","0.547631194929166","0"
"No transfer dependency","1990","Rural Area","Male","369","0.491432167255565","0.458420582725882","0.524443751785247","0"
"No transfer dependency","1990","Urban Area","Male","1563","0.548915170851081","0.532399209995388","0.565431131706773","0"
"No transfer dependency","1990","Urban Area","Female","1644","0.573821181010441","0.557662655442139","0.589979706578743","0"
"Very high transfer dependency","1990","Rural Area","Female","2","","","","4"
"Very high transfer dependency","1990","Rural Area","Male","2","","","","4"
"Very high transfer dependency","1990","Urban Area","Female","21","","","","4"
"Very high transfer dependency","1990","Urban Area","Male","22","","","","4"
"Very low transfer dependency","1990","Rural Area","Female","476","0.424703986593991","0.39288421374552","0.456523759442463","1"
"Very low transfer dependency","1990","Rural Area","Male","476","0.468704909839696","0.435753212535003","0.501656607144389","1"
"Very low transfer dependency","1990","Urban Area","Female","1768","0.38200799178033","0.366131842812781","0.397884140747879","1"
"Very low transfer dependency","1990","Urban Area","Male","1750","0.408410348723534","0.392095585677047","0.424725111770021","1"
"Complete transfer dependency","1991","Rural Area","Female","8","","","","5"
"Complete transfer dependency","1991","Rural Area","Male","6","","","","5"
"Complete transfer dependency","1991","Urban Area","Female","22","","","","5"
"Complete transfer dependency","1991","Urban Area","Male","22","","","","5"
"High transfer dependency","1991","Rural Area","Male","6","","","","3"
"High transfer dependency","1991","Rural Area","Female","15","","","","3"
"High transfer dependency","1991","Urban Area","Female","39","0.0102520745576773","0.00693612321450775","0.0135680259008468","3"
"High transfer dependency","1991","Urban Area","Male","31","0.0064615065462085","0.00377147395782721","0.00915153913458979","3"
"Low transfer dependency","1991","Rural Area","Male","28","","","","2"
"Low transfer dependency","1991","Rural Area","Female","28","","","","2"
"Low transfer dependency","1991","Urban Area","Female","119","0.0281135981463023","0.0226722571810694","0.0335549391115351","2"
"Low transfer dependency","1991","Urban Area","Male","105","0.0251859287470481","0.0199252936520745","0.0304465638420218","2"
"No transfer dependency","1991","Rural Area","Male","397","0.509436591007579","0.476848680188092","0.542024501827065","0"
"No transfer dependency","1991","Rural Area","Female","415","0.514191846187972","0.482190128605974","0.546193563769969","0"
"No transfer dependency","1991","Urban Area","Female","1691","0.590775803589894","0.574590085447267","0.60696152173252","0"
"No transfer dependency","1991","Urban Area","Male","1578","0.56267517315249","0.546020763571654","0.579329582733326","0"
"Very high transfer dependency","1991","Rural Area","Male","4","","","","4"
"Very high transfer dependency","1991","Urban Area","Female","16","","","","4"
"Very high transfer dependency","1991","Rural Area","Female","6","","","","4"
"Very high transfer dependency","1991","Urban Area","Male","15","","","","4"
"Very low transfer dependency","1991","Rural Area","Female","465","0.426038778132093","0.394376355868097","0.457701200396089","1"
"Very low transfer dependency","1991","Rural Area","Male","463","0.451249865872515","0.418811442450386","0.483688289294645","1"
"Very low transfer dependency","1991","Urban Area","Female","1658","0.360025466257077","0.344224344182349","0.375826588331804","1"
"Very low transfer dependency","1991","Urban Area","Male","1657","0.393338941310947","0.376938526617196","0.409739356004699","1"
"Complete transfer dependency","1992","Rural Area","Female","5","","","","5"
"Complete transfer dependency","1992","Rural Area","Male","2","","","","5"
"Complete transfer dependency","1992","Urban Area","Female","24","","","","5"
"Complete transfer dependency","1992","Urban Area","Male","23","","","","5"
"High transfer dependency","1992","Rural Area","Male","28","","","","3"
"High transfer dependency","1992","Rural Area","Female","32","0.0160310380579329","0.0107491437961418","0.0213129323197239","3"
"High transfer dependency","1992","Urban Area","Male","45","0.0104532711695651","0.00728476572199463","0.0136217766171355","3"
"High transfer dependency","1992","Urban Area","Female","61","0.0118197143526223","0.00856323625472041","0.0150761924505241","3"
"Low transfer dependency","1992","Rural Area","Female","153","0.0479852774137692","0.0389966367763432","0.0569739180511953","2"
"Low transfer dependency","1992","Rural Area","Male","154","0.0566178499402503","0.0465642734642685","0.0666714264162321","2"
"Low transfer dependency","1992","Urban Area","Female","172","0.02672473310601","0.0218651265390888","0.0315843396729312","2"
"Low transfer dependency","1992","Urban Area","Male","155","0.0259638057889142","0.0210095101406229","0.0309181014372056","2"
"No transfer dependency","1992","Rural Area","Male","691","0.447890051413463","0.426257957163412","0.469522145663515","0"
"No transfer dependency","1992","Rural Area","Female","744","0.455136503346722","0.434193793708307","0.476079212985137","0"
"No transfer dependency","1992","Urban Area","Female","1915","0.563783316637554","0.548840453314253","0.578726179960855","0"
"No transfer dependency","1992","Urban Area","Male","1792","0.545186398486492","0.529673268757533","0.560699528215451","0"
"Very high transfer dependency","1992","Rural Area","Male","13","","","","4"
"Very high transfer dependency","1992","Rural Area","Female","17","","","","4"
"Very high transfer dependency","1992","Urban Area","Female","29","","","","4"
"Very high transfer dependency","1992","Urban Area","Male","21","","","","4"
"Very low transfer dependency","1992","Rural Area","Female","1221","0.466537558200679","0.445557175259903","0.487517941141456","1"
"Very low transfer dependency","1992","Rural Area","Male","1142","0.473822400876167","0.452101689534858","0.495543112217475","1"
"Very low transfer dependency","1992","Urban Area","Female","2030","0.384200178211385","0.36954385145683","0.398856504965941","1"
"Very low transfer dependency","1992","Urban Area","Male","1922","0.406106552664277","0.390806798192456","0.421406307136098","1"
"Complete transfer dependency","1993","Rural Area","Female","13","","","","5"
"Complete transfer dependency","1993","Rural Area","Male","3","","","","5"
"Complete transfer dependency","1993","Urban Area","Female","24","","","","5"
"Complete transfer dependency","1993","Urban Area","Male","17","","","","5"
"High transfer dependency","1993","Rural Area","Female","44","0.0182612670422373","0.0126738800354331","0.0238486540490414","3"
"High transfer dependency","1993","Rural Area","Male","41","0.0192430418900358","0.0132918119402278","0.0251942718398438","3"
"High transfer dependency","1993","Urban Area","Female","64","0.0114466062213506","0.0082704761399252","0.0146227363027761","3"
"High transfer dependency","1993","Urban Area","Male","63","0.012563714114842","0.00914435615894533","0.0159830720707386","3"
"Low transfer dependency","1993","Rural Area","Male","190","0.067559189615546","0.0566863740298233","0.0784320052012686","2"
"Low transfer dependency","1993","Rural Area","Female","207","0.0638613398623269","0.0536581858904039","0.07406449383425","2"
"Low transfer dependency","1993","Urban Area","Female","199","0.0324950237365779","0.0272008903774968","0.0377891570956589","2"
"Low transfer dependency","1993","Urban Area","Male","188","0.0311978081102658","0.0258606434590918","0.0365349727614398","2"
"No transfer dependency","1993","Rural Area","Male","710","0.462164784773496","0.440566850639451","0.483762718907541","0"
"No transfer dependency","1993","Rural Area","Female","762","0.461911933228139","0.441107705049804","0.482716161406475","0"
"No transfer dependency","1993","Urban Area","Male","1788","0.530688244668337","0.515367444309027","0.546009045027648","0"
"No transfer dependency","1993","Urban Area","Female","1918","0.555498326444535","0.540661605730073","0.570335047158998","0"
"Very high transfer dependency","1993","Rural Area","Female","24","","","","4"
"Very high transfer dependency","1993","Rural Area","Male","16","","","","4"
"Very high transfer dependency","1993","Urban Area","Female","40","0.00801468385493974","0.00535239199838825","0.0106769757114912","4"
"Very high transfer dependency","1993","Urban Area","Male","40","0.00833413456518785","0.00554323672372293","0.0111250324066528","4"
"Very low transfer dependency","1993","Rural Area","Female","1156","0.435958315890509","0.415265317670206","0.456651314110812","1"
"Very low transfer dependency","1993","Rural Area","Male","1087","0.441835455196583","0.420322475156255","0.463348435236911","1"
"Very low transfer dependency","1993","Urban Area","Female","2064","0.386764612625442","0.372223527607217","0.401305697643667","1"
"Very low transfer dependency","1993","Urban Area","Male","1980","0.410953788756824","0.395849433866941","0.426058143646708","1"
"Complete transfer dependency","1994","Rural Area","Female","13","","","","5"
"Complete transfer dependency","1994","Rural Area","Male","7","","","","5"
"Complete transfer dependency","1994","Urban Area","Female","27","","","","5"
"Complete transfer dependency","1994","Urban Area","Male","29","","","","5"
"High transfer dependency","1994","Rural Area","Male","42","0.0199632218775116","0.0138376855448252","0.026088758210198","3"
"High transfer dependency","1994","Rural Area","Female","47","0.0198687102672053","0.0139850488480922","0.0257523716863184","3"
"High transfer dependency","1994","Urban Area","Female","72","0.0137171489687285","0.0102381865328084","0.0171961114046485","3"
"High transfer dependency","1994","Urban Area","Male","68","0.0152987141100468","0.0114817050735163","0.0191157231465774","3"
"Low transfer dependency","1994","Rural Area","Male","148","0.0538919912994402","0.0440032710428226","0.0637807115560577","2"
"Low transfer dependency","1994","Rural Area","Female","179","0.060455787948362","0.0504073567956591","0.0705042191010648","2"
"Low transfer dependency","1994","Urban Area","Male","223","0.040080454140709","0.0339804910752552","0.0461804172061628","2"
"Low transfer dependency","1994","Urban Area","Female","227","0.0325928112918503","0.0272817338111946","0.037903888772506","2"
"No transfer dependency","1994","Rural Area","Female","806","0.477564887540059","0.456505143880485","0.498624631199634","0"
"No transfer dependency","1994","Rural Area","Male","744","0.461535981342705","0.439704221637257","0.483367741048152","0"
"No transfer dependency","1994","Urban Area","Female","1935","0.565513992329501","0.550687901859451","0.580340082799551","0"
"No transfer dependency","1994","Urban Area","Male","1727","0.528736153929524","0.513212461247287","0.544259846611761","0"
"Very high transfer dependency","1994","Rural Area","Male","19","","","","4"
"Very high transfer dependency","1994","Rural Area","Female","32","0.0156776484039013","0.0104400783922014","0.0209152184156011","4"
"Very high transfer dependency","1994","Urban Area","Male","34","0.00903194299573385","0.00608979921325048","0.0119740867782172","4"
"Very high transfer dependency","1994","Urban Area","Female","42","0.0104736726622734","0.00742872209855444","0.0135186232259924","4"
"Very low transfer dependency","1994","Rural Area","Female","1084","0.419997524236523","0.39918815115919","0.440806897313856","1"
"Very low transfer dependency","1994","Rural Area","Male","1043","0.446863888777468","0.425091240709226","0.46863653684571","1"
"Very low transfer dependency","1994","Urban Area","Female","1991","0.370568541425946","0.356123274628971","0.38501380822292","1"
"Very low transfer dependency","1994","Urban Area","Male","1891","0.398529726969546","0.383303899097333","0.41375555484176","1"
"Complete transfer dependency","1995","Rural Area","Female","13","","","","5"
"Complete transfer dependency","1995","Rural Area","Male","13","","","","5"
"Complete transfer dependency","1995","Urban Area","Female","51","0.0137756317946535","0.0103456173426153","0.0172056462466917","5"
"Complete transfer dependency","1995","Urban Area","Male","45","0.0129622330357951","0.00949274656166188","0.0164317195099284","5"
"High transfer dependency","1995","Rural Area","Female","54","0.0188942384209346","0.0132344399384101","0.0245540369034591","3"
"High transfer dependency","1995","Rural Area","Male","47","0.0176182886686943","0.0119631554324579","0.0232734219049306","3"
"High transfer dependency","1995","Urban Area","Female","82","0.0153609090407023","0.0117418195864902","0.0189799984949143","3"
"High transfer dependency","1995","Urban Area","Male","65","0.0161758615557311","0.0123063972158967","0.0200453258955654","3"
"Low transfer dependency","1995","Rural Area","Male","170","0.0669303069521666","0.056188204344197","0.0776724095601363","2"
"Low transfer dependency","1995","Rural Area","Female","188","0.0629226440162277","0.052828498454813","0.0730167895776425","2"
"Low transfer dependency","1995","Urban Area","Male","203","0.0373739084982313","0.0315559385388868","0.0431918784575757","2"
"Low transfer dependency","1995","Urban Area","Female","206","0.0316375662253191","0.0264867883382927","0.0367883441123454","2"
"No transfer dependency","1995","Rural Area","Male","776","0.464361519291038","0.44292349084535","0.485799547736726","0"
"No transfer dependency","1995","Rural Area","Female","857","0.492601021290918","0.471818376829299","0.513383665752537","0"
"No transfer dependency","1995","Urban Area","Male","1791","0.53622073410601","0.52092445262353","0.551517015588491","0"
"No transfer dependency","1995","Urban Area","Female","1981","0.567673242350011","0.553094918549357","0.582251566150665","0"
"Very high transfer dependency","1995","Rural Area","Male","26","","","","4"
"Very high transfer dependency","1995","Rural Area","Female","41","0.0193969875173759","0.0136638532301481","0.0251301218046036","4"
"Very high transfer dependency","1995","Urban Area","Female","63","0.0118228288609972","0.00864207229672096","0.0150035854252735","4"
"Very high transfer dependency","1995","Urban Area","Male","49","0.0119821421863977","0.00864474394612581","0.0153195404266696","4"
"Very low transfer dependency","1995","Rural Area","Female","1070","0.399066004106571","0.378708988357594","0.419423019855549","1"
"Very low transfer dependency","1995","Rural Area","Male","1047","0.425839825658475","0.404584854667018","0.447094796649932","1"
"Very low transfer dependency","1995","Urban Area","Female","2053","0.359729821728317","0.345606977120403","0.37385266633623","1"
"Very low transfer dependency","1995","Urban Area","Male","1930","0.385285120617835","0.370357644589458","0.400212596646212","1"
"Complete transfer dependency","1996","Rural Area","Female","7","","","","5"
"Complete transfer dependency","1996","Rural Area","Male","11","","","","5"
"Complete transfer dependency","1996","Urban Area","Male","35","0.0117453306599603","0.00840782233752123","0.0150828389823994","5"
"Complete transfer dependency","1996","Urban Area","Female","53","0.0133968683311256","0.00998784512185278","0.0168058915403985","5"
"High transfer dependency","1996","Rural Area","Female","72","0.0283047849700214","0.0213779570990235","0.0352316128410194","3"
"High transfer dependency","1996","Rural Area","Male","55","0.0183337721802561","0.0125475393731652","0.0241200049873469","3"
"High transfer dependency","1996","Urban Area","Female","98","0.0207216222156637","0.0164976405230026","0.0249456039083247","3"
"High transfer dependency","1996","Urban Area","Male","81","0.0177400572916255","0.0136507850756245","0.0218293295076266","3"
"Low transfer dependency","1996","Rural Area","Female","198","0.0714229595076945","0.0606665500653007","0.0821793689500883","2"
"Low transfer dependency","1996","Rural Area","Male","186","0.0758986523673438","0.0644760542507478","0.0873212504839398","2"
"Low transfer dependency","1996","Urban Area","Female","232","0.0386304772679419","0.0329161214329486","0.0443448331029352","2"
"Low transfer dependency","1996","Urban Area","Male","220","0.0425939327322825","0.0363382134221368","0.0488496520424281","2"
"No transfer dependency","1996","Rural Area","Female","795","0.470485419790994","0.449638039927537","0.49133279965445","0"
"No transfer dependency","1996","Rural Area","Male","732","0.439884854834892","0.418475862546194","0.46129384712359","0"
"No transfer dependency","1996","Urban Area","Female","1903","0.54571486815934","0.530950861804547","0.560478874514134","0"
"No transfer dependency","1996","Urban Area","Male","1708","0.515108654715039","0.499626659258551","0.530590650171527","0"
"Very high transfer dependency","1996","Rural Area","Female","44","0.0202865912107116","0.0143982428052787","0.0261749396161445","4"
"Very high transfer dependency","1996","Rural Area","Male","32","0.0142554913426303","0.00914266147496445","0.0193683212102962","4"
"Very high transfer dependency","1996","Urban Area","Female","60","0.010683504770333","0.00763503728006845","0.0137319722605975","4"
"Very high transfer dependency","1996","Urban Area","Male","49","0.00904880294058647","0.00611536439371128","0.0119822414874617","4"
"Very low transfer dependency","1996","Rural Area","Female","1086","0.407141170996073","0.386620687448435","0.427661654543711","1"
"Very low transfer dependency","1996","Rural Area","Male","1049","0.442919029879341","0.421494594040579","0.464343465718103","1"
"Very low transfer dependency","1996","Urban Area","Female","2023","0.370852659255595","0.356529660635777","0.385175657875414","1"
"Very low transfer dependency","1996","Urban Area","Male","1910","0.403763221660506","0.388563765283403","0.418962678037609","1"
"Complete transfer dependency","1997","Rural Area","Female","12","","","","5"
"Complete transfer dependency","1997","Rural Area","Male","8","","","","5"
"Complete transfer dependency","1997","Urban Area","Male","34","0.00961200359513011","0.00661559846280807","0.0126084087274521","5"
"Complete transfer dependency","1997","Urban Area","Female","50","0.0162588001087505","0.0125108536536927","0.0200067465638082","5"
"High transfer dependency","1997","Rural Area","Female","77","0.039762017427389","0.0315950819903286","0.0479289528644494","3"
"High transfer dependency","1997","Rural Area","Male","65","0.0285797308112176","0.0214156913913911","0.0357437702310442","3"
"High transfer dependency","1997","Urban Area","Female","97","0.0212747518239647","0.0169984204743125","0.0255510831736168","3"
"High transfer dependency","1997","Urban Area","Male","81","0.0149866979898133","0.0112553572365859","0.0187180387430406","3"
"Low transfer dependency","1997","Rural Area","Male","204","0.0896493613961423","0.0773663948176927","0.101932327974592","2"
"Low transfer dependency","1997","Rural Area","Female","211","0.0738172966812025","0.0628887382736193","0.0847458550887856","2"
"Low transfer dependency","1997","Urban Area","Male","284","0.0535034370694303","0.0465924314257877","0.0604144427130729","2"
"Low transfer dependency","1997","Urban Area","Female","292","0.050907060032465","0.0443929951295859","0.057421124935344","2"
"No transfer dependency","1997","Rural Area","Male","681","0.415544176484403","0.394355210452097","0.436733142516709","0"
"No transfer dependency","1997","Rural Area","Female","777","0.450033678322351","0.429240253250515","0.470827103394187","0"
"No transfer dependency","1997","Urban Area","Male","1655","0.487339145586295","0.471988677847631","0.502689613324959","0"
"No transfer dependency","1997","Urban Area","Female","1838","0.514584339347301","0.499773015564688","0.529395663129914","0"
