"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1984","35-65 y.","direct migration background","574","0.344316975935495","0.323135395975154","0.365498555895837","0"
"No transfer dependency","1984","35-65 y.","indirect migration background","7","","","","0"
"No transfer dependency","1984","66 and older","no migration background","1068","0.873621655755493","0.854984128777494","0.892259182733493","0"
"No transfer dependency","1984","66 and older","direct migration background","25","","","","0"
"No transfer dependency","1984","66 and older","indirect migration background","5","","","","0"
"Very high transfer dependency","1984","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1984","35-65 y.","direct migration background","15","","","","4"
"Very high transfer dependency","1984","16-34 y.","direct migration background","12","","","","4"
"Very high transfer dependency","1984","35-65 y.","no migration background","13","","","","4"
"Very high transfer dependency","1984","16-34 y.","no migration background","12","","","","4"
"Very high transfer dependency","1984","16-34 y.","indirect migration background","3","","","","4"
"Very high transfer dependency","1984","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","1984","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1984","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1984","35-65 y.","indirect migration background","12","","","","1"
"Very low transfer dependency","1984","66 and older","no migration background","129","0.10679859506108","0.0894746129105467","0.124122577211614","1"
"Very low transfer dependency","1984","35-65 y.","direct migration background","1137","0.549971187792308","0.527793192202707","0.572149183381909","1"
"Very low transfer dependency","1984","16-34 y.","direct migration background","901","0.616884980844534","0.590961870780244","0.642808090908825","1"
"Very low transfer dependency","1984","16-34 y.","no migration background","1788","0.595446884523093","0.577765693175216","0.613128075870971","1"
"Very low transfer dependency","1984","35-65 y.","no migration background","2157","0.492687205418647","0.477478394024675","0.507896016812618","1"
"Very low transfer dependency","1984","16-34 y.","indirect migration background","61","0.526936444276852","0.428087071641588","0.625785816912116","1"
"Very low transfer dependency","1984","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","1984","66 and older","direct migration background","6","","","","1"
"Complete transfer dependency","1985","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1985","66 and older","direct migration background","3","","","","5"
"Complete transfer dependency","1985","66 and older","no migration background","2","","","","5"
"Complete transfer dependency","1985","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1985","35-65 y.","direct migration background","20","","","","5"
"Complete transfer dependency","1985","35-65 y.","no migration background","26","","","","5"
"Complete transfer dependency","1985","16-34 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1985","16-34 y.","no migration background","34","0.0125310837824735","0.00840639748608222","0.0166557700788647","5"
"Complete transfer dependency","1985","16-34 y.","direct migration background","15","","","","5"
"High transfer dependency","1985","16-34 y.","no migration background","37","0.0139462282379284","0.00959798756900321","0.0182944689068536","3"
"High transfer dependency","1985","66 and older","direct migration background","","","","","3"
"High transfer dependency","1985","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1985","16-34 y.","indirect migration background","2","","","","3"
"High transfer dependency","1985","35-65 y.","no migration background","26","","","","3"
"High transfer dependency","1985","35-65 y.","direct migration background","27","","","","3"
"High transfer dependency","1985","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1985","66 and older","no migration background","10","","","","3"
"High transfer dependency","1985","16-34 y.","direct migration background","32","0.0357136071973479","0.0247768037908912","0.0466504106038046","3"
"Low transfer dependency","1985","35-65 y.","no migration background","86","0.0228025466183337","0.0180793608107799","0.0275257324258874","2"
"Low transfer dependency","1985","35-65 y.","direct migration background","87","0.0417558208473987","0.032173582441561","0.0513380592532363","2"
"Low transfer dependency","1985","35-65 y.","indirect migration background","2","","","","2"
"Low transfer dependency","1985","66 and older","no migration background","11","","","","2"
"Low transfer dependency","1985","66 and older","direct migration background","","","","","2"
"Low transfer dependency","1985","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1985","16-34 y.","indirect migration background","5","","","","2"
"Low transfer dependency","1985","16-34 y.","no migration background","101","0.0325066574533971","0.0259309112912303","0.0390824036155638","2"
"Low transfer dependency","1985","16-34 y.","direct migration background","64","0.0519340267797012","0.0388567954527815","0.0650112581066209","2"
"No transfer dependency","1985","16-34 y.","no migration background","850","0.323809662081234","0.306459071087565","0.341160253074903","0"
"No transfer dependency","1985","16-34 y.","direct migration background","219","0.257922249577364","0.232138882199895","0.283705616954833","0"
"No transfer dependency","1985","16-34 y.","indirect migration background","20","","","","0"
"No transfer dependency","1985","35-65 y.","no migration background","1609","0.464457454035511","0.448676903531829","0.480238004539193","0"
"No transfer dependency","1985","35-65 y.","direct migration background","442","0.358589097931109","0.335615073756098","0.38156312210612","0"
"No transfer dependency","1985","35-65 y.","indirect migration background","8","","","","0"
"No transfer dependency","1985","66 and older","no migration background","937","0.892002984827916","0.873291871573405","0.910714098082426","0"
"No transfer dependency","1985","66 and older","direct migration background","28","","","","0"
"No transfer dependency","1985","66 and older","indirect migration background","5","","","","0"
"Very high transfer dependency","1985","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1985","35-65 y.","direct migration background","9","","","","4"
"Very high transfer dependency","1985","35-65 y.","no migration background","23","","","","4"
"Very high transfer dependency","1985","16-34 y.","indirect migration background","1","","","","4"
"Very high transfer dependency","1985","16-34 y.","no migration background","30","0.0123633457395116","0.00826601051685361","0.0164606809621697","4"
"Very high transfer dependency","1985","16-34 y.","direct migration background","7","","","","4"
"Very high transfer dependency","1985","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","1985","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1985","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1985","35-65 y.","direct migration background","1089","0.557147488503695","0.533352526877137","0.580942450130252","1"
"Very low transfer dependency","1985","16-34 y.","direct migration background","769","0.636825400626777","0.608482881437976","0.665167919815578","1"
"Very low transfer dependency","1985","35-65 y.","indirect migration background","8","","","","1"
"Very low transfer dependency","1985","66 and older","no migration background","96","0.0837043496647791","0.0670087345975041","0.100399964732054","1"
"Very low transfer dependency","1985","35-65 y.","no migration background","2067","0.491268441803291","0.475450281794421","0.507086601812161","1"
"Very low transfer dependency","1985","16-34 y.","no migration background","1742","0.604843022705455","0.586715391589486","0.622970653821424","1"
"Very low transfer dependency","1985","16-34 y.","indirect migration background","91","0.696528606776891","0.61392424720464","0.779132966349141","1"
"Very low transfer dependency","1985","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","1985","66 and older","direct migration background","6","","","","1"
"Complete transfer dependency","1986","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1986","66 and older","direct migration background","1","","","","5"
"Complete transfer dependency","1986","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1986","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1986","35-65 y.","direct migration background","15","","","","5"
"Complete transfer dependency","1986","35-65 y.","no migration background","26","","","","5"
"Complete transfer dependency","1986","16-34 y.","direct migration background","15","","","","5"
"Complete transfer dependency","1986","16-34 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1986","16-34 y.","no migration background","30","0.0122185986972611","0.00808922097756515","0.0163479764169571","5"
"High transfer dependency","1986","16-34 y.","no migration background","33","0.0139151284802281","0.00951217349375661","0.0183180834666996","3"
"High transfer dependency","1986","16-34 y.","indirect migration background","1","","","","3"
"High transfer dependency","1986","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1986","66 and older","no migration background","6","","","","3"
"High transfer dependency","1986","66 and older","direct migration background","2","","","","3"
"High transfer dependency","1986","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1986","35-65 y.","direct migration background","27","","","","3"
"High transfer dependency","1986","35-65 y.","no migration background","31","0.010023840252935","0.00676751272840636","0.0132801677774637","3"
"High transfer dependency","1986","16-34 y.","direct migration background","22","","","","3"
"Low transfer dependency","1986","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1986","66 and older","direct migration background","","","","","2"
"Low transfer dependency","1986","66 and older","no migration background","8","","","","2"
"Low transfer dependency","1986","35-65 y.","indirect migration background","","","","","2"
"Low transfer dependency","1986","35-65 y.","direct migration background","74","0.04239483262298","0.0325801927303982","0.0522094725155617","2"
"Low transfer dependency","1986","16-34 y.","direct migration background","66","0.059114003942088","0.0449031901898108","0.0733248176943651","2"
"Low transfer dependency","1986","35-65 y.","no migration background","86","0.0247826419434758","0.0197007765646438","0.0298645073223078","2"
"Low transfer dependency","1986","16-34 y.","indirect migration background","5","","","","2"
"Low transfer dependency","1986","16-34 y.","no migration background","90","0.0368141357334077","0.029736212598472","0.0438920588683435","2"
"No transfer dependency","1986","16-34 y.","no migration background","906","0.351313287656665","0.333369741491445","0.369256833821884","0"
"No transfer dependency","1986","16-34 y.","direct migration background","224","0.26148252261459","0.23500319341044","0.287961851818739","0"
"No transfer dependency","1986","16-34 y.","indirect migration background","31","0.380632544048116","0.295514774566015","0.465750313530217","0"
"No transfer dependency","1986","35-65 y.","no migration background","1491","0.460525313675354","0.444231943190965","0.476818684159743","0"
"No transfer dependency","1986","35-65 y.","direct migration background","444","0.358888433498433","0.335523141992942","0.382253725003924","0"
"No transfer dependency","1986","35-65 y.","indirect migration background","9","","","","0"
"No transfer dependency","1986","66 and older","no migration background","869","0.893349542585205","0.874014336026093","0.912684749144317","0"
"No transfer dependency","1986","66 and older","direct migration background","39","0.842136235677617","0.741072465982452","0.943200005372782","0"
"No transfer dependency","1986","66 and older","indirect migration background","4","","","","0"
"Very high transfer dependency","1986","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1986","16-34 y.","direct migration background","12","","","","4"
"Very high transfer dependency","1986","66 and older","no migration background","1","","","","4"
"Very high transfer dependency","1986","35-65 y.","direct migration background","16","","","","4"
"Very high transfer dependency","1986","16-34 y.","indirect migration background","1","","","","4"
"Very high transfer dependency","1986","16-34 y.","no migration background","21","","","","4"
"Very high transfer dependency","1986","35-65 y.","no migration background","17","","","","4"
"Very high transfer dependency","1986","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1986","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1986","35-65 y.","direct migration background","1043","0.560947160149637","0.536773409461019","0.585120910838255","1"
"Very low transfer dependency","1986","35-65 y.","no migration background","1944","0.489801371050643","0.473460384012924","0.506142358088362","1"
"Very low transfer dependency","1986","16-34 y.","indirect migration background","87","0.530417915494345","0.442928012213956","0.617907818774735","1"
"Very low transfer dependency","1986","16-34 y.","no migration background","1639","0.576697772186618","0.558126446720683","0.595269097652553","1"
"Very low transfer dependency","1986","16-34 y.","direct migration background","719","0.631868521098779","0.602806882690097","0.660930159507461","1"
"Very low transfer dependency","1986","35-65 y.","indirect migration background","11","","","","1"
"Very low transfer dependency","1986","66 and older","no migration background","95","0.0894430379655879","0.0715664934111274","0.107319582520048","1"
"Very low transfer dependency","1986","66 and older","direct migration background","8","","","","1"
"Very low transfer dependency","1986","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1987","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1987","66 and older","direct migration background","2","","","","5"
"Complete transfer dependency","1987","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1987","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1987","35-65 y.","direct migration background","19","","","","5"
"Complete transfer dependency","1987","16-34 y.","direct migration background","10","","","","5"
"Complete transfer dependency","1987","35-65 y.","no migration background","21","","","","5"
"Complete transfer dependency","1987","16-34 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1987","16-34 y.","no migration background","22","","","","5"
"High transfer dependency","1987","16-34 y.","no migration background","27","","","","3"
"High transfer dependency","1987","16-34 y.","indirect migration background","","","","","3"
"High transfer dependency","1987","35-65 y.","direct migration background","30","0.0148241297044146","0.00896458932894977","0.0206836700798794","3"
"High transfer dependency","1987","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1987","66 and older","no migration background","2","","","","3"
"High transfer dependency","1987","66 and older","direct migration background","2","","","","3"
"High transfer dependency","1987","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1987","35-65 y.","no migration background","31","0.00963208907516792","0.00636636085853817","0.0128978172917977","3"
"High transfer dependency","1987","16-34 y.","direct migration background","21","","","","3"
"Low transfer dependency","1987","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1987","66 and older","direct migration background","","","","","2"
"Low transfer dependency","1987","66 and older","no migration background","14","","","","2"
"Low transfer dependency","1987","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1987","35-65 y.","direct migration background","65","0.0380443467232076","0.0287686902491912","0.047320003197224","2"
"Low transfer dependency","1987","35-65 y.","no migration background","92","0.0272109347357286","0.0217708885870074","0.0326509808844498","2"
"Low transfer dependency","1987","16-34 y.","no migration background","108","0.0399922604455994","0.0325502915418837","0.0474342293493151","2"
"Low transfer dependency","1987","16-34 y.","direct migration background","53","0.0448549887981819","0.0321958867354621","0.0575140908609017","2"
"Low transfer dependency","1987","16-34 y.","indirect migration background","9","","","","2"
"No transfer dependency","1987","16-34 y.","no migration background","917","0.371965169197521","0.353608008478911","0.390322329916131","0"
"No transfer dependency","1987","16-34 y.","direct migration background","181","0.232747796896008","0.206902904359909","0.258592689432106","0"
"No transfer dependency","1987","16-34 y.","indirect migration background","34","0.403547523845434","0.321987760444014","0.485107287246855","0"
"No transfer dependency","1987","35-65 y.","no migration background","1490","0.478807640610772","0.462104387212321","0.495510894009224","0"
"No transfer dependency","1987","35-65 y.","direct migration background","457","0.383158046597051","0.359585961944614","0.406730131249488","0"
"No transfer dependency","1987","35-65 y.","indirect migration background","11","","","","0"
"No transfer dependency","1987","66 and older","no migration background","893","0.887043379960796","0.86758906743193","0.906497692489662","0"
"No transfer dependency","1987","66 and older","direct migration background","37","0.710557129356448","0.591779403327302","0.829334855385595","0"
"No transfer dependency","1987","66 and older","indirect migration background","4","","","","0"
"Very high transfer dependency","1987","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1987","35-65 y.","direct migration background","10","","","","4"
"Very high transfer dependency","1987","16-34 y.","direct migration background","5","","","","4"
"Very high transfer dependency","1987","66 and older","no migration background","","","","","4"
"Very high transfer dependency","1987","35-65 y.","no migration background","21","","","","4"
"Very high transfer dependency","1987","16-34 y.","indirect migration background","2","","","","4"
"Very high transfer dependency","1987","16-34 y.","no migration background","26","","","","4"
"Very high transfer dependency","1987","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1987","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1987","35-65 y.","direct migration background","1053","0.541427900752742","0.517267941655219","0.565587859850265","1"
"Very low transfer dependency","1987","35-65 y.","no migration background","1781","0.468717245296242","0.452031721708057","0.485402768884427","1"
"Very low transfer dependency","1987","16-34 y.","no migration background","1563","0.555586758313408","0.536714149141685","0.574459367485132","1"
"Very low transfer dependency","1987","16-34 y.","direct migration background","757","0.692912906475645","0.664700964847848","0.721124848103441","1"
"Very low transfer dependency","1987","16-34 y.","indirect migration background","94","0.524634622863965","0.441614582827024","0.607654662900907","1"
"Very low transfer dependency","1987","35-65 y.","indirect migration background","14","","","","1"
"Very low transfer dependency","1987","66 and older","no migration background","108","0.0946225239025212","0.0766338262860337","0.112611221519009","1"
"Very low transfer dependency","1987","66 and older","direct migration background","15","","","","1"
"Very low transfer dependency","1987","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1988","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1988","66 and older","direct migration background","1","","","","5"
"Complete transfer dependency","1988","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1988","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1988","35-65 y.","direct migration background","20","","","","5"
"Complete transfer dependency","1988","16-34 y.","direct migration background","12","","","","5"
"Complete transfer dependency","1988","35-65 y.","no migration background","20","","","","5"
"Complete transfer dependency","1988","16-34 y.","indirect migration background","3","","","","5"
"Complete transfer dependency","1988","16-34 y.","no migration background","11","","","","5"
"High transfer dependency","1988","66 and older","no migration background","3","","","","3"
"High transfer dependency","1988","16-34 y.","no migration background","28","","","","3"
"High transfer dependency","1988","66 and older","direct migration background","2","","","","3"
"High transfer dependency","1988","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1988","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1988","35-65 y.","direct migration background","19","","","","3"
"High transfer dependency","1988","35-65 y.","no migration background","22","","","","3"
"High transfer dependency","1988","16-34 y.","indirect migration background","4","","","","3"
"High transfer dependency","1988","16-34 y.","direct migration background","7","","","","3"
"Low transfer dependency","1988","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1988","66 and older","direct migration background","","","","","2"
"Low transfer dependency","1988","66 and older","no migration background","5","","","","2"
"Low transfer dependency","1988","35-65 y.","indirect migration background","","","","","2"
"Low transfer dependency","1988","35-65 y.","direct migration background","81","0.0513250304427249","0.0402683259021398","0.06238173498331","2"
"Low transfer dependency","1988","35-65 y.","no migration background","76","0.024805934352118","0.0194521002994381","0.0301597684047978","2"
"Low transfer dependency","1988","16-34 y.","indirect migration background","10","","","","2"
"Low transfer dependency","1988","16-34 y.","direct migration background","55","0.0427795554191348","0.0301035953778072","0.0554555154604625","2"
"Low transfer dependency","1988","16-34 y.","no migration background","76","0.0345959287131574","0.027381421217285","0.0418104362090297","2"
"No transfer dependency","1988","16-34 y.","no migration background","854","0.384276067017963","0.36507371994062","0.403478414095305","0"
"No transfer dependency","1988","66 and older","indirect migration background","4","","","","0"
"No transfer dependency","1988","66 and older","direct migration background","40","0.728412650983122","0.618582564837781","0.838242737128463","0"
"No transfer dependency","1988","16-34 y.","direct migration background","201","0.285632583118822","0.257336818267468","0.313928347970175","0"
"No transfer dependency","1988","16-34 y.","indirect migration background","43","0.275626488001699","0.211063899258989","0.340189076744409","0"
"No transfer dependency","1988","35-65 y.","no migration background","1463","0.503564688308231","0.486353908329252","0.52077546828721","0"
"No transfer dependency","1988","35-65 y.","direct migration background","429","0.397290510884722","0.372771074318509","0.421809947450935","0"
"No transfer dependency","1988","35-65 y.","indirect migration background","9","","","","0"
"No transfer dependency","1988","66 and older","no migration background","864","0.889259581893564","0.869652277189217","0.908866886597911","0"
"Very high transfer dependency","1988","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1988","35-65 y.","direct migration background","8","","","","4"
"Very high transfer dependency","1988","16-34 y.","direct migration background","11","","","","4"
"Very high transfer dependency","1988","16-34 y.","no migration background","23","","","","4"
"Very high transfer dependency","1988","66 and older","no migration background","3","","","","4"
"Very high transfer dependency","1988","35-65 y.","no migration background","28","","","","4"
"Very high transfer dependency","1988","16-34 y.","indirect migration background","3","","","","4"
"Very high transfer dependency","1988","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1988","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1988","35-65 y.","direct migration background","973","0.517066520856407","0.492027390456467","0.542105651256347","1"
"Very low transfer dependency","1988","35-65 y.","no migration background","1633","0.444438644644594","0.427334021606251","0.461543267682936","1"
"Very low transfer dependency","1988","16-34 y.","indirect migration background","121","0.61170484367894","0.541285637384696","0.682124049973184","1"
"Very low transfer dependency","1988","16-34 y.","no migration background","1473","0.554096131749214","0.534473700853462","0.573718562644967","1"
"Very low transfer dependency","1988","16-34 y.","direct migration background","693","0.642344091231489","0.612319761975202","0.672368420487777","1"
"Very low transfer dependency","1988","35-65 y.","indirect migration background","15","","","","1"
"Very low transfer dependency","1988","66 and older","no migration background","109","0.0985414786712584","0.0799191943358193","0.117163763006697","1"
"Very low transfer dependency","1988","66 and older","direct migration background","20","","","","1"
"Very low transfer dependency","1988","66 and older","indirect migration background","","","","","1"
"Complete transfer dependency","1989","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1989","66 and older","direct migration background","1","","","","5"
"Complete transfer dependency","1989","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1989","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1989","35-65 y.","direct migration background","24","","","","5"
"Complete transfer dependency","1989","35-65 y.","no migration background","24","","","","5"
"Complete transfer dependency","1989","16-34 y.","direct migration background","10","","","","5"
"Complete transfer dependency","1989","16-34 y.","indirect migration background","2","","","","5"
"Complete transfer dependency","1989","16-34 y.","no migration background","20","","","","5"
"High transfer dependency","1989","16-34 y.","no migration background","32","0.0185625178445066","0.0131703946250591","0.0239546410639541","3"
"High transfer dependency","1989","35-65 y.","no migration background","22","","","","3"
"High transfer dependency","1989","35-65 y.","direct migration background","24","","","","3"
"High transfer dependency","1989","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1989","66 and older","no migration background","4","","","","3"
"High transfer dependency","1989","66 and older","direct migration background","","","","","3"
"High transfer dependency","1989","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1989","16-34 y.","indirect migration background","2","","","","3"
"High transfer dependency","1989","16-34 y.","direct migration background","18","","","","3"
"Low transfer dependency","1989","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1989","66 and older","no migration background","10","","","","2"
"Low transfer dependency","1989","66 and older","direct migration background","1","","","","2"
"Low transfer dependency","1989","35-65 y.","indirect migration background","1","","","","2"
"Low transfer dependency","1989","35-65 y.","direct migration background","78","0.0501554354499719","0.0391935966073842","0.0611172742925596","2"
"Low transfer dependency","1989","35-65 y.","no migration background","68","0.0215122046943255","0.0163758735074178","0.0266485358812332","2"
"Low transfer dependency","1989","16-34 y.","indirect migration background","11","","","","2"
"Low transfer dependency","1989","16-34 y.","no migration background","71","0.0279114891524792","0.0213310564054721","0.0344919218994864","2"
"Low transfer dependency","1989","16-34 y.","direct migration background","50","0.0420792501306481","0.0291058753701283","0.0550526248911678","2"
"No transfer dependency","1989","16-34 y.","no migration background","872","0.392812690385566","0.37330238155835","0.412322999212782","0"
"No transfer dependency","1989","66 and older","indirect migration background","4","","","","0"
"No transfer dependency","1989","66 and older","direct migration background","48","0.756496004145004","0.653725838856363","0.859266169433645","0"
"No transfer dependency","1989","66 and older","no migration background","828","0.885276137366371","0.865010860207487","0.905541414525255","0"
"No transfer dependency","1989","35-65 y.","indirect migration background","12","","","","0"
"No transfer dependency","1989","35-65 y.","direct migration background","449","0.396299734675759","0.371734511532018","0.4208649578195","0"
"No transfer dependency","1989","16-34 y.","direct migration background","199","0.290516231892895","0.261179575742779","0.31985288804301","0"
"No transfer dependency","1989","16-34 y.","indirect migration background","52","0.237913556318246","0.181518927028706","0.294308185607787","0"
"No transfer dependency","1989","35-65 y.","no migration background","1405","0.512734648379462","0.495039184578653","0.530430112180271","0"
"Very high transfer dependency","1989","35-65 y.","indirect migration background","","","","","4"
"Very high transfer dependency","1989","35-65 y.","direct migration background","10","","","","4"
"Very high transfer dependency","1989","35-65 y.","no migration background","20","","","","4"
"Very high transfer dependency","1989","16-34 y.","no migration background","16","","","","4"
"Very high transfer dependency","1989","16-34 y.","direct migration background","6","","","","4"
"Very high transfer dependency","1989","66 and older","no migration background","2","","","","4"
"Very high transfer dependency","1989","16-34 y.","indirect migration background","2","","","","4"
"Very high transfer dependency","1989","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1989","66 and older","indirect migration background","","","","","4"
"Very low transfer dependency","1989","35-65 y.","direct migration background","938","0.516756108459214","0.491658974118805","0.541853242799623","1"
"Very low transfer dependency","1989","35-65 y.","no migration background","1526","0.438273472850682","0.420707673768884","0.455839271932481","1"
"Very low transfer dependency","1989","16-34 y.","indirect migration background","150","0.669371882338951","0.607065912776529","0.731677851901373","1"
"Very low transfer dependency","1989","16-34 y.","no migration background","1396","0.5419397358087","0.522035438359549","0.561844033257852","1"
"Very low transfer dependency","1989","16-34 y.","direct migration background","637","0.628201499479166","0.596972542553975","0.659430456404357","1"
"Very low transfer dependency","1989","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","1989","66 and older","direct migration background","17","","","","1"
"Very low transfer dependency","1989","35-65 y.","indirect migration background","14","","","","1"
"Very low transfer dependency","1989","66 and older","no migration background","106","0.0991526876136488","0.0801478515692768","0.118157523658021","1"
"Complete transfer dependency","1990","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","1990","66 and older","direct migration background","","","","","5"
"Complete transfer dependency","1990","66 and older","no migration background","","","","","5"
"Complete transfer dependency","1990","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1990","35-65 y.","direct migration background","18","","","","5"
"Complete transfer dependency","1990","35-65 y.","no migration background","17","","","","5"
"Complete transfer dependency","1990","16-34 y.","no migration background","11","","","","5"
"Complete transfer dependency","1990","16-34 y.","direct migration background","6","","","","5"
"Complete transfer dependency","1990","16-34 y.","indirect migration background","1","","","","5"
"High transfer dependency","1990","16-34 y.","no migration background","24","","","","3"
"High transfer dependency","1990","35-65 y.","no migration background","27","","","","3"
"High transfer dependency","1990","35-65 y.","direct migration background","22","","","","3"
"High transfer dependency","1990","35-65 y.","indirect migration background","","","","","3"
"High transfer dependency","1990","66 and older","no migration background","4","","","","3"
"High transfer dependency","1990","66 and older","direct migration background","4","","","","3"
"High transfer dependency","1990","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1990","16-34 y.","indirect migration background","","","","","3"
"High transfer dependency","1990","16-34 y.","direct migration background","18","","","","3"
"Low transfer dependency","1990","66 and older","no migration background","11","","","","2"
